organism	gene	uniprot	length	pdb_id	method	resolution_A	chains	coverage_frac
human	GPX4	P36969	197	6HN3	X-ray	1.01	A=28-197	0.863
human	GPX4	P36969	197	7L8K	X-ray	1.38	A=30-197	0.853
human	GPX4	P36969	197	7L8L	X-ray	1.61	A=30-197	0.853
human	GPX4	P36969	197	7L8M	X-ray	2.07	A=30-197	0.853
human	GPX4	P36969	197	7L8Q	X-ray	1.48	A=30-197	0.853
human	GPX4	P36969	197	7L8R	X-ray	1.52	A/B=30-197	0.853
human	GPX4	P36969	197	7U4I	X-ray	1.97	A/B=30-197	0.853
human	GPX4	P36969	197	7U4J	X-ray	1.81	A=30-197	0.853
human	GPX4	P36969	197	7U4K	X-ray	1.69	A=30-197	0.853
human	GPX4	P36969	197	7U4L	X-ray	2.25	A/B/C/D=30-197	0.853
human	GPX4	P36969	197	7U4M	X-ray	1.93	A=30-197	0.853
human	GPX4	P36969	197	7U4N	X-ray	1.60	A/B=30-197	0.853
human	GPX4	P36969	197	8Q8J	X-ray	2.00	A=41-195	0.787
human	GPX4	P36969	197	8Q8N	X-ray	1.90	A=28-197	0.863
human	GRPEL1	Q9HAV7	217	9BLS	EM	2.96	B/C=59-217	0.733
human	GRPEL1	Q9HAV7	217	9BLT	EM	3.38	B/C=59-217	0.733
human	GRPEL1	Q9HAV7	217	9BLU	EM	3.38	B/C=59-217	0.733
human	GSS	P48637	474	2HGS	X-ray	2.10	A=1-474	1.000
human	GSS	P48637	474	8FBZ	X-ray	1.59	A/B=1-474	1.000
human	GTF2F2	P13984	249	1BBY	NMR		A=175-243	0.277
human	GTF2F2	P13984	249	1F3U	X-ray	1.70	A/C/E/G=2-119	0.474
human	GTF2F2	P13984	249	2BBY	NMR		A=175-243	0.277
human	GTF2F2	P13984	249	5IY6	EM	7.20	T=1-249	1.000
human	GTF2F2	P13984	249	5IY7	EM	8.60	T=1-249	1.000
human	GTF2F2	P13984	249	5IY8	EM	7.90	T=1-249	1.000
human	GTF2F2	P13984	249	5IY9	EM	6.30	T=1-249	1.000
human	GTF2F2	P13984	249	5IYA	EM	5.40	T=1-249	1.000
human	GTF2F2	P13984	249	5IYB	EM	3.90	T=1-249	1.000
human	GTF2F2	P13984	249	5IYC	EM	3.90	T=1-249	1.000
human	GTF2F2	P13984	249	5IYD	EM	3.90	T=1-249	1.000
human	GTF2F2	P13984	249	6O9L	EM	7.20	T=1-249	1.000
human	GTF2F2	P13984	249	7EDX	EM	4.50	T=1-249	1.000
human	GTF2F2	P13984	249	7EG7	EM	6.20	T=1-249	1.000
human	GTF2F2	P13984	249	7EG8	EM	7.40	T=1-249	1.000
human	GTF2F2	P13984	249	7EG9	EM	3.70	T=1-249	1.000
human	GTF2F2	P13984	249	7EGA	EM	4.10	T=1-249	1.000
human	GTF2F2	P13984	249	7EGB	EM	3.30	T=1-249	1.000
human	GTF2F2	P13984	249	7EGC	EM	3.90	T=1-249	1.000
human	GTF2F2	P13984	249	7ENA	EM	4.07	FB=1-249	1.000
human	GTF2F2	P13984	249	7ENC	EM	4.13	FB=1-249	1.000
human	GTF2F2	P13984	249	7LBM	EM	4.80	T=1-249	1.000
human	GTF2F2	P13984	249	7NVR	EM	4.50	R=1-249	1.000
human	GTF2F2	P13984	249	7NVS	EM	2.80	R=1-249	1.000
human	GTF2F2	P13984	249	7NVT	EM	2.90	R=1-249	1.000
human	GTF2F2	P13984	249	7NVU	EM	2.50	R=1-249	1.000
human	GTF2F2	P13984	249	7NVY	EM	7.30	R=1-249	1.000
human	GTF2F2	P13984	249	7NVZ	EM	7.20	R=1-249	1.000
human	GTF2F2	P13984	249	7NW0	EM	6.60	R=1-249	1.000
human	GTF2F2	P13984	249	7ZWD	EM	3.00	R=1-249	1.000
human	GTF2F2	P13984	249	7ZX7	EM	3.40	R=1-249	1.000
human	GTF2F2	P13984	249	7ZX8	EM	3.00	R=1-249	1.000
human	GTF2F2	P13984	249	8BVW	EM	4.00	R=1-249	1.000
human	GTF2F2	P13984	249	8BYQ	EM	4.10	R=1-249	1.000
human	GTF2F2	P13984	249	8BZ1	EM	3.80	R=1-249	1.000
human	GTF2F2	P13984	249	8GXQ	EM	5.04	FB=1-249	1.000
human	GTF2F2	P13984	249	8GXS	EM	4.16	FB=1-249	1.000
human	GTF2F2	P13984	249	8S51	EM	3.10	R=1-249	1.000
human	GTF2F2	P13984	249	8S52	EM	2.90	R=1-249	1.000
human	GTF2F2	P13984	249	8S54	EM	3.40	R=1-249	1.000
human	GTF2F2	P13984	249	8S55	EM	3.40	R=1-249	1.000
human	GTF2F2	P13984	249	8S5N	EM	3.40	R=1-249	1.000
human	GTF2F2	P13984	249	8WAK	EM	5.47	T=1-249	1.000
human	GTF2F2	P13984	249	8WAL	EM	8.52	T=1-249	1.000
human	GTF2F2	P13984	249	8WAN	EM	6.07	T=1-249	1.000
human	GTF2F2	P13984	249	8WAO	EM	6.40	T=1-249	1.000
human	GTF2F2	P13984	249	8WAP	EM	5.85	T=1-249	1.000
human	GTF2F2	P13984	249	8WAQ	EM	6.29	T=1-249	1.000
human	GTF2F2	P13984	249	8WAR	EM	7.20	T=1-249	1.000
human	GTF2F2	P13984	249	8WAS	EM	6.13	T=1-249	1.000
human	GTF2F2	P13984	249	8WAT	EM	2.82	T=1-249	1.000
human	GTF2F2	P13984	249	8WAU	EM	2.78	T=1-249	1.000
human	GTF2F2	P13984	249	8WAV	EM	2.72	T=1-249	1.000
human	GTF2F2	P13984	249	8WAW	EM	3.02	T=1-249	1.000
human	GTF2F2	P13984	249	8WAX	EM	2.75	T=1-249	1.000
human	GTF2F2	P13984	249	8WAY	EM	2.85	T=1-249	1.000
human	GTF2F2	P13984	249	8WAZ	EM	2.76	T=1-249	1.000
human	GTF2F2	P13984	249	8WB0	EM	2.94	T=1-249	1.000
human	GTPBP6	O43824	516	7OF2	EM	2.70	C=1-516	1.000
human	GTPBP6	O43824	516	7OF4	EM	2.70	C=1-516	1.000
human	GTPBP6	O43824	516	7OF6	EM	2.60	C=1-516	1.000
human	HADHB	P55084	474	5ZQZ	EM	4.20	B/D=1-474	1.000
human	HADHB	P55084	474	5ZRV	EM	7.70	B/D/F/H=1-474	1.000
human	HADHB	P55084	474	6DV2	X-ray	3.60	A/B/C/D/E/F=34-474	0.930
human	APEX1	P27695	318	1BIX	X-ray	2.20	A=32-318	0.903
human	APEX1	P27695	318	1CQG	NMR		B=59-71	0.041
human	APEX1	P27695	318	1CQH	NMR		B=59-71	0.041
human	APEX1	P27695	318	1DE8	X-ray	2.95	A/B=43-318	0.868
human	APEX1	P27695	318	1DE9	X-ray	3.00	A/B=43-318	0.868
human	APEX1	P27695	318	1DEW	X-ray	2.65	A/B=40-318	0.877
human	APEX1	P27695	318	1E9N	X-ray	2.20	A/B=2-318	0.997
human	APEX1	P27695	318	1HD7	X-ray	1.95	A=2-318	0.997
human	APEX1	P27695	318	2ISI	X-ray	2.76	A/B/C=2-318	0.997
human	APEX1	P27695	318	2O3H	X-ray	1.90	A=40-318	0.877
human	APEX1	P27695	318	3U8U	X-ray	2.15	A/B/C/D/E/F=1-318	1.000
human	APEX1	P27695	318	4IEM	X-ray	2.39	A/B/C/D=2-318	0.997
human	APEX1	P27695	318	4LND	X-ray	1.92	A/B/C=39-318	0.881
human	APEX1	P27695	318	4QH9	X-ray	2.18	A=38-318	0.884
human	APEX1	P27695	318	4QHD	X-ray	1.65	A=38-318	0.884
human	APEX1	P27695	318	4QHE	X-ray	1.40	A=38-318	0.884
human	APEX1	P27695	318	5CFG	X-ray	1.80	A=44-318	0.865
human	APEX1	P27695	318	5DFF	X-ray	1.57	A/B=43-318	0.868
human	APEX1	P27695	318	5DFH	X-ray	1.95	A/B=43-318	0.868
human	APEX1	P27695	318	5DFI	X-ray	1.63	A/B=43-318	0.868
human	APEX1	P27695	318	5DFJ	X-ray	1.85	A/B=43-318	0.868
human	APEX1	P27695	318	5DG0	X-ray	1.80	A/B=43-318	0.868
human	APEX1	P27695	318	5WN0	X-ray	2.60	A/B=43-318	0.868
human	APEX1	P27695	318	5WN1	X-ray	2.30	A/B=43-318	0.868
human	APEX1	P27695	318	5WN2	X-ray	2.29	A/B=43-318	0.868
human	APEX1	P27695	318	5WN3	X-ray	2.00	A/B=43-318	0.868
human	APEX1	P27695	318	5WN4	X-ray	2.10	A/B=43-318	0.868
human	APEX1	P27695	318	5WN5	X-ray	2.20	A/B=43-318	0.868
human	APEX1	P27695	318	6BOQ	X-ray	1.96	A/B=1-318	1.000
human	APEX1	P27695	318	6BOR	X-ray	1.84	A/B=1-318	1.000
human	APEX1	P27695	318	6BOS	X-ray	2.30	A/B=1-318	1.000
human	APEX1	P27695	318	6BOT	X-ray	2.30	A/B=1-318	1.000
human	APEX1	P27695	318	6BOU	X-ray	2.54	A/B=1-318	1.000
human	APEX1	P27695	318	6BOV	X-ray	1.98	A/B=1-318	1.000
human	APEX1	P27695	318	6BOW	X-ray	1.59	A/B=1-318	1.000
human	APEX1	P27695	318	6MK3	X-ray	1.48	A=40-318	0.877
human	APEX1	P27695	318	6MKK	X-ray	1.44	A=40-318	0.877
human	APEX1	P27695	318	6MKM	X-ray	1.67	A=40-318	0.877
human	APEX1	P27695	318	6MKO	X-ray	2.09	A=40-318	0.877
human	APEX1	P27695	318	6P93	X-ray	2.10	A/B=43-318	0.868
human	APEX1	P27695	318	6P94	X-ray	2.09	A/B=43-318	0.868
human	APEX1	P27695	318	6W0Q	X-ray	1.89	A/B=43-318	0.868
human	APEX1	P27695	318	6W2P	X-ray	1.94	A/B=43-318	0.868
human	APEX1	P27695	318	6W3L	X-ray	2.59	A/B=43-318	0.868
human	APEX1	P27695	318	6W3N	X-ray	2.69	A/B=43-318	0.868
human	APEX1	P27695	318	6W3Q	X-ray	2.49	A/B=43-318	0.868
human	APEX1	P27695	318	6W3U	X-ray	2.40	A/B=43-318	0.868
human	APEX1	P27695	318	6W43	X-ray	1.99	A/B=43-318	0.868
human	APEX1	P27695	318	6W4I	X-ray	2.20	A/B=43-318	0.868
human	APEX1	P27695	318	6W4T	X-ray	2.77	A/B=43-318	0.868
human	APEX1	P27695	318	7LPG	X-ray	2.08	B/D=43-318	0.868
human	APEX1	P27695	318	7LPH	X-ray	1.99	B/D=43-318	0.868
human	APEX1	P27695	318	7LPI	X-ray	2.05	B/D=43-318	0.868
human	APEX1	P27695	318	7LPJ	X-ray	2.56	B/D=43-318	0.868
human	APEX1	P27695	318	7MCR	X-ray	1.90	A=44-318	0.865
human	APEX1	P27695	318	7MEV	X-ray	1.60	A=44-318	0.865
human	APEX1	P27695	318	7SUV	X-ray	1.99	A/B=43-318	0.868
human	APEX1	P27695	318	7SVB	X-ray	2.24	A/B=43-318	0.868
human	APEX1	P27695	318	7TC2	X-ray	1.43	A/B/C/D=39-318	0.881
human	APEX1	P27695	318	7TC3	X-ray	1.25	A=39-318	0.881
human	APEX1	P27695	318	7TR7	X-ray	2.00	A/B=43-318	0.868
human	APEX1	P27695	318	7U50	EM	3.40	K=1-318	1.000
human	APEX1	P27695	318	9DP1	X-ray	2.29	A/B=43-318	0.868
human	APEX1	P27695	318	9DP2	X-ray	1.99	A/B=43-318	0.868
human	APEX1	P27695	318	9DP3	X-ray	2.10	A/B=43-318	0.868
human	APEX1	P27695	318	9DP4	X-ray	2.25	A/B=43-318	0.868
human	HBS1L	Q9Y450	684	5LZW	EM	3.53	jj=1-684	1.000
human	HBS1L	Q9Y450	684	5LZX	EM	3.67	jj=1-684	1.000
human	HBS1L	Q9Y450	684	5LZY	EM	3.99	jj=1-684	1.000
human	HBS1L	Q9Y450	684	5LZZ	EM	3.47	jj=1-684	1.000
human	HBS1L	Q9Y450	684	9G8M	EM	3.30	E=123-234	0.164
human	HBS1L	Q9Y450	684	9G8N	EM	3.70	E=123-234	0.164
human	HBS1L	Q9Y450	684	9G8O	EM	3.40	E=123-234	0.164
human	HBS1L	Q9Y450	684	9G8P	EM	7.00	E=123-234	0.164
human	HBS1L	Q9Y450	684	9G8R	EM	3.40	E=123-234	0.164
human	HDAC4	P56524	1084	2H8N	X-ray	2.60	A/B/C/D=62-153	0.085
human	HDAC4	P56524	1084	2O94	X-ray	3.00	A/B/C/D=62-153	0.085
human	HDAC4	P56524	1084	2VQJ	X-ray	2.10	A=648-1057	0.378
human	HDAC4	P56524	1084	2VQM	X-ray	1.80	A=648-1057	0.378
human	HDAC4	P56524	1084	2VQO	X-ray	2.15	A/B=648-1057	0.378
human	HDAC4	P56524	1084	2VQQ	X-ray	1.90	A/B=648-1057	0.378
human	HDAC4	P56524	1084	2VQV	X-ray	3.30	A/B=648-1057	0.378
human	HDAC4	P56524	1084	2VQW	X-ray	3.00	G=648-1057	0.378
human	HDAC4	P56524	1084	3UXG	X-ray	1.85	B=343-359	0.016
human	HDAC4	P56524	1084	3UZD	X-ray	1.86	B=343-359	0.016
human	HDAC4	P56524	1084	3V31	X-ray	1.57	B=343-359	0.016
human	HDAC4	P56524	1084	4CBT	X-ray	3.03	A/B/C=648-1033	0.356
human	HDAC4	P56524	1084	4CBY	X-ray	2.72	A/B/C/D=648-1033	0.356
human	HDAC4	P56524	1084	5A2S	X-ray	2.65	A/B=648-1033	0.356
human	HDAC4	P56524	1084	5ZOO	X-ray	1.85	G=652-1053	0.371
human	HDAC4	P56524	1084	5ZOP	X-ray	2.70	G=652-1050	0.368
human	HDAC4	P56524	1084	6FYZ	X-ray	2.15	A/B/C=648-1033	0.356
human	HDAC4	P56524	1084	7XUZ	X-ray	3.59	A/B=62-192	0.121
human	HDAC4	P56524	1084	8PDE	X-ray	2.40	C/X=167-183	0.016
human	HDAC6	Q9UBN7	1215	3C5K	X-ray	1.55	A=1109-1215	0.088
human	HDAC6	Q9UBN7	1215	3GV4	X-ray	1.72	A=1109-1215	0.088
human	HDAC6	Q9UBN7	1215	3PHD	X-ray	3.00	A/B/C/D=1109-1215	0.088
human	HDAC6	Q9UBN7	1215	5B8D	X-ray	1.05	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	5EDU	X-ray	2.79	A/B=479-835	0.294
human	HDAC6	Q9UBN7	1215	5KH3	X-ray	1.60	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	5KH7	X-ray	1.70	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	5KH9	X-ray	1.07	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	5WBN	X-ray	1.64	A=1108-1213	0.087
human	HDAC6	Q9UBN7	1215	5WPB	X-ray	1.55	A=1109-1208	0.082
human	HDAC6	Q9UBN7	1215	6CE6	X-ray	1.60	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	6CE8	X-ray	1.55	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	6CEA	X-ray	1.60	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	6CEC	X-ray	1.55	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	6CED	X-ray	1.70	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	6CEE	X-ray	1.55	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	6CEF	X-ray	1.80	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	7ZYU	X-ray	2.43	A=1108-1215	0.089
human	HDAC6	Q9UBN7	1215	8G43	X-ray	1.55	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	8G44	X-ray	1.55	A=1109-1213	0.086
human	HDAC6	Q9UBN7	1215	8G45	X-ray	1.62	A=1109-1213	0.086
human	HES1	Q14469	280	2MH3	NMR		A/B=27-95	0.246
human	HES1	Q14469	280	7C4O	NMR		A/B=103-150	0.171
human	HINT2	Q9BX68	163	4INC	X-ray	1.19	A/B=37-163	0.779
human	HINT2	Q9BX68	163	4INI	X-ray	1.65	A/B=37-163	0.779
human	HINT2	Q9BX68	163	5KM5	X-ray	2.10	A/B=26-163	0.847
human	HINT2	Q9BX68	163	5KM8	X-ray	2.00	A/B=26-163	0.847
human	HINT2	Q9BX68	163	5KM9	X-ray	1.45	A/B=26-163	0.847
human	HINT2	Q9BX68	163	6YI0	X-ray	1.65	AAA/BBB/CCC/DDD=1-163	1.000
human	HINT2	Q9BX68	163	6YPR	X-ray	1.26	AAA=1-163	1.000
human	HINT2	Q9BX68	163	6YPX	X-ray	2.11	AAA/BBB/CCC/DDD=1-163	1.000
human	HINT2	Q9BX68	163	6YQD	X-ray	1.41	AAA/BBB=1-163	1.000
human	HINT2	Q9BX68	163	6YVP	X-ray	2.77	AAA/BBB=1-163	1.000
human	HMGB1	P09429	215	2LY4	NMR		A=2-84	0.386
human	HMGB1	P09429	215	2RTU	NMR		A=1-84	0.391
human	HMGB1	P09429	215	2YRQ	NMR		A=1-166	0.772
human	HMGB1	P09429	215	6CG0	EM	3.17	N=15-140	0.586
human	HMGB1	P09429	215	6CIJ	EM	3.90	N=1-163	0.758
human	HMGB1	P09429	215	6CIK	X-ray	3.15	N=1-163	0.758
human	HMGB1	P09429	215	6CIL	X-ray	4.15	N=1-163	0.758
human	HMGB1	P09429	215	6CIM	X-ray	3.60	N=1-163	0.758
human	HMGB1	P09429	215	6OEM	EM	3.60	H/N=15-155	0.656
human	HMGB1	P09429	215	6OEN	EM	4.30	H/N=1-163	0.758
human	HMGB1	P09429	215	6OEO	EM	3.69	N=1-163	0.758
human	HMGB1	P09429	215	8I9M	EM	5.19	A=89-163	0.349
human	HRAS	P01112	189	121P	X-ray	1.54	A=1-166	0.878
human	HRAS	P01112	189	1AA9	NMR		A=1-171	0.905
human	HRAS	P01112	189	1AGP	X-ray	2.30	A=1-166	0.878
human	HRAS	P01112	189	1BKD	X-ray	2.80	R=1-166	0.878
human	HRAS	P01112	189	1CLU	X-ray	1.70	A=1-166	0.878
human	HRAS	P01112	189	1CRP	NMR		A=1-166	0.878
human	HRAS	P01112	189	1CRQ	NMR		A=1-166	0.878
human	HRAS	P01112	189	1CRR	NMR		A=1-166	0.878
human	HRAS	P01112	189	1CTQ	X-ray	1.26	A=1-166	0.878
human	HRAS	P01112	189	1GNP	X-ray	2.70	A=1-166	0.878
human	HRAS	P01112	189	1GNQ	X-ray	2.50	A=1-166	0.878
human	HRAS	P01112	189	1GNR	X-ray	1.85	A=1-166	0.878
human	HRAS	P01112	189	1HE8	X-ray	3.00	B=1-166	0.878
human	HRAS	P01112	189	1IAQ	X-ray	2.90	A/B/C=1-166	0.878
human	HRAS	P01112	189	1IOZ	X-ray	2.00	A=1-171	0.905
human	HRAS	P01112	189	1JAH	X-ray	1.80	A=1-166	0.878
human	HRAS	P01112	189	1JAI	X-ray	1.80	A=1-166	0.878
human	HRAS	P01112	189	1K8R	X-ray	3.00	A=1-166	0.878
human	HRAS	P01112	189	1LF0	X-ray	1.70	A=1-166	0.878
human	HRAS	P01112	189	1LF5	X-ray	1.70	A=1-166	0.878
human	HRAS	P01112	189	1LFD	X-ray	2.10	B/D=1-167	0.884
human	HRAS	P01112	189	1NVU	X-ray	2.20	Q/R=1-166	0.878
human	HRAS	P01112	189	1NVV	X-ray	2.18	Q/R=1-166	0.878
human	HRAS	P01112	189	1NVW	X-ray	2.70	Q/R=1-166	0.878
human	HRAS	P01112	189	1NVX	X-ray	3.20	Q/R=1-166	0.878
human	HRAS	P01112	189	1P2S	X-ray	2.45	A=1-166	0.878
human	HRAS	P01112	189	1P2T	X-ray	2.00	A=1-166	0.878
human	HRAS	P01112	189	1P2U	X-ray	2.00	A=1-166	0.878
human	HRAS	P01112	189	1P2V	X-ray	2.30	A=1-166	0.878
human	HRAS	P01112	189	1PLJ	X-ray	2.80	A=1-166	0.878
human	HRAS	P01112	189	1PLK	X-ray	2.80	A=1-166	0.878
human	HRAS	P01112	189	1PLL	X-ray	2.80	A=1-166	0.878
human	HRAS	P01112	189	1Q21	X-ray	2.20	A=1-171	0.905
human	HRAS	P01112	189	1QRA	X-ray	1.60	A=1-166	0.878
human	HRAS	P01112	189	1RVD	X-ray	1.90	A=1-166	0.878
human	HRAS	P01112	189	1WQ1	X-ray	2.50	R=1-166	0.878
human	HRAS	P01112	189	1XCM	X-ray	1.84	A=1-167	0.884
human	HRAS	P01112	189	1XD2	X-ray	2.70	A/B=1-166	0.878
human	HRAS	P01112	189	1XJ0	X-ray	1.70	A=1-166	0.878
human	HRAS	P01112	189	1ZVQ	X-ray	2.00	A=1-166	0.878
human	HRAS	P01112	189	1ZW6	X-ray	1.50	A=1-166	0.878
human	HRAS	P01112	189	221P	X-ray	2.30	A=1-166	0.878
human	HRAS	P01112	189	2C5L	X-ray	1.90	A/B=1-166	0.878
human	HRAS	P01112	189	2CE2	X-ray	1.00	X=1-166	0.878
human	HRAS	P01112	189	2CL0	X-ray	1.80	X=1-166	0.878
human	HRAS	P01112	189	2CL6	X-ray	1.24	X=1-166	0.878
human	HRAS	P01112	189	2CL7	X-ray	1.25	X=1-166	0.878
human	HRAS	P01112	189	2CLC	X-ray	1.30	X=1-166	0.878
human	HRAS	P01112	189	2CLD	X-ray	1.22	X=1-166	0.878
human	HRAS	P01112	189	2EVW	X-ray	1.05	X=1-166	0.878
human	HRAS	P01112	189	2LCF	NMR		A=1-166	0.878
human	HRAS	P01112	189	2LWI	NMR		A=1-166	0.878
human	HRAS	P01112	189	2N42	NMR		A=1-166	0.878
human	HRAS	P01112	189	2N46	NMR		A=1-166	0.878
human	HRAS	P01112	189	2Q21	X-ray	2.20	A=1-171	0.905
human	HRAS	P01112	189	2QUZ	X-ray	1.49	A=1-166	0.878
human	HRAS	P01112	189	2RGA	X-ray	1.90	A=1-166	0.878
human	HRAS	P01112	189	2RGB	X-ray	1.35	A=1-166	0.878
human	HRAS	P01112	189	2RGC	X-ray	1.60	A=1-166	0.878
human	HRAS	P01112	189	2RGD	X-ray	2.00	A=1-166	0.878
human	HRAS	P01112	189	2RGE	X-ray	1.40	A=1-166	0.878
human	HRAS	P01112	189	2RGG	X-ray	1.45	A=1-166	0.878
human	HRAS	P01112	189	2UZI	X-ray	2.00	R=1-166	0.878
human	HRAS	P01112	189	2VH5	X-ray	2.70	R=1-166	0.878
human	HRAS	P01112	189	2X1V	X-ray	1.70	A=1-166	0.878
human	HRAS	P01112	189	3DDC	X-ray	1.80	A=1-166	0.878
human	HRAS	P01112	189	3I3S	X-ray	1.36	R=1-166	0.878
human	HRAS	P01112	189	3K8Y	X-ray	1.30	A=1-166	0.878
human	HRAS	P01112	189	3K9L	X-ray	1.80	A/B/C=1-166	0.878
human	HRAS	P01112	189	3K9N	X-ray	2.00	A=1-166	0.878
human	HRAS	P01112	189	3KKM	X-ray	1.70	A=1-166	0.878
human	HRAS	P01112	189	3KKN	X-ray	2.09	A=1-166	0.878
human	HRAS	P01112	189	3KUD	X-ray	2.15	A=1-166	0.878
human	HRAS	P01112	189	3L8Y	X-ray	2.02	A=1-166	0.878
human	HRAS	P01112	189	3L8Z	X-ray	1.44	A=1-166	0.878
human	HRAS	P01112	189	3LBH	X-ray	1.85	A=1-166	0.878
human	HRAS	P01112	189	3LBI	X-ray	2.09	A=1-166	0.878
human	HRAS	P01112	189	3LBN	X-ray	1.86	A=1-166	0.878
human	HRAS	P01112	189	3LO5	X-ray	2.57	A/C/E=1-166	0.878
human	HRAS	P01112	189	3OIU	X-ray	1.32	A=1-166	0.878
human	HRAS	P01112	189	3OIV	X-ray	1.84	A=1-166	0.878
human	HRAS	P01112	189	3OIW	X-ray	1.30	A=1-166	0.878
human	HRAS	P01112	189	3RRY	X-ray	1.60	A=1-166	0.878
human	HRAS	P01112	189	3RRZ	X-ray	1.60	A=1-166	0.878
human	HRAS	P01112	189	3RS0	X-ray	1.40	A=1-166	0.878
human	HRAS	P01112	189	3RS2	X-ray	1.84	A=1-166	0.878
human	HRAS	P01112	189	3RS3	X-ray	1.52	A=1-166	0.878
human	HRAS	P01112	189	3RS4	X-ray	1.70	A=1-166	0.878
human	HRAS	P01112	189	3RS5	X-ray	1.68	A=1-166	0.878
human	HRAS	P01112	189	3RS7	X-ray	1.70	A=1-166	0.878
human	HRAS	P01112	189	3RSL	X-ray	1.70	A=1-166	0.878
human	HRAS	P01112	189	3RSO	X-ray	1.60	A=1-166	0.878
human	HRAS	P01112	189	3TGP	X-ray	1.31	A=1-166	0.878
human	HRAS	P01112	189	421P	X-ray	2.20	A=1-166	0.878
human	HRAS	P01112	189	4DLR	X-ray	1.32	A=1-166	0.878
human	HRAS	P01112	189	4DLS	X-ray	1.82	A=1-166	0.878
human	HRAS	P01112	189	4DLT	X-ray	1.70	A=1-166	0.878
human	HRAS	P01112	189	4DLU	X-ray	1.60	A=1-166	0.878
human	HRAS	P01112	189	4DLV	X-ray	1.57	A=1-166	0.878
human	HRAS	P01112	189	4DLW	X-ray	1.72	A=1-166	0.878
human	HRAS	P01112	189	4DLX	X-ray	1.73	A=1-166	0.878
human	HRAS	P01112	189	4DLY	X-ray	1.57	A=1-166	0.878
human	HRAS	P01112	189	4DLZ	X-ray	1.66	A=1-166	0.878
human	HRAS	P01112	189	4DST	X-ray	2.30	A=2-167	0.878
human	HRAS	P01112	189	4DSU	X-ray	1.70	A=2-167	0.878
human	HRAS	P01112	189	4EFL	X-ray	1.90	A=1-166	0.878
human	HRAS	P01112	189	4EFM	X-ray	1.90	A=1-166	0.878
human	HRAS	P01112	189	4EFN	X-ray	2.30	A=1-166	0.878
human	HRAS	P01112	189	4G0N	X-ray	2.45	A=1-166	0.878
human	HRAS	P01112	189	4G3X	X-ray	3.25	A=1-166	0.878
human	HRAS	P01112	189	4K81	X-ray	2.40	B/D/F/H=1-166	0.878
human	HRAS	P01112	189	4L9S	X-ray	1.61	A=1-166	0.878
human	HRAS	P01112	189	4L9W	X-ray	1.95	A=1-166	0.878
human	HRAS	P01112	189	4NYI	X-ray	2.96	Q/R=1-166	0.878
human	HRAS	P01112	189	4NYJ	X-ray	2.85	Q/R=1-166	0.878
human	HRAS	P01112	189	4NYM	X-ray	3.55	Q/R=1-166	0.878
human	HRAS	P01112	189	4Q21	X-ray	2.00	A=1-189	1.000
human	HRAS	P01112	189	4RSG	Neutron	1.91	A=1-166	0.878
human	HRAS	P01112	189	4URU	X-ray	2.83	R=1-166	0.878
human	HRAS	P01112	189	4URV	X-ray	2.58	R=1-166	0.878
human	HRAS	P01112	189	4URW	X-ray	2.76	R=1-166	0.878
human	HRAS	P01112	189	4URX	X-ray	2.49	R=1-166	0.878
human	HRAS	P01112	189	4URY	X-ray	2.47	R=1-166	0.878
human	HRAS	P01112	189	4URZ	X-ray	2.24	R=1-166	0.878
human	HRAS	P01112	189	4US0	X-ray	2.17	R=1-166	0.878
human	HRAS	P01112	189	4US1	X-ray	2.65	R=1-166	0.878
human	HRAS	P01112	189	4US2	X-ray	2.48	R=1-166	0.878
human	HRAS	P01112	189	4XVQ	X-ray	1.89	A=1-166	0.878
human	HRAS	P01112	189	4XVR	X-ray	2.03	A=1-166	0.878
human	HRAS	P01112	189	521P	X-ray	2.60	A=1-166	0.878
human	HRAS	P01112	189	5B2Z	X-ray	1.56	A=1-166	0.878
human	HRAS	P01112	189	5B30	X-ray	1.60	A=1-166	0.878
human	HRAS	P01112	189	5E95	X-ray	1.40	A=1-166	0.878
human	HRAS	P01112	189	5P21	X-ray	1.35	A=1-166	0.878
human	HRAS	P01112	189	5VBE	X-ray	1.57	A=1-166	0.878
human	HRAS	P01112	189	5VBZ	X-ray	2.20	A/B/C=1-166	0.878
human	HRAS	P01112	189	5WDO	X-ray	1.65	A=1-166	0.878
human	HRAS	P01112	189	5WDP	X-ray	1.35	A=1-166	0.878
human	HRAS	P01112	189	5WDQ	X-ray	1.25	A=1-166	0.878
human	HRAS	P01112	189	5WFO	X-ray	1.99	Q/R=1-166	0.878
