gene	taxon	term_id	term_label	action	negated	has_replacement	file
IFIT3	Homo sapiens	GO:0003723	RNA binding	ACCEPT	False	False	genes/human/IFIT3/IFIT3-ai-review.yaml
IFIT3	Homo sapiens	GO:0005829	cytosol	ACCEPT	False	False	genes/human/IFIT3/IFIT3-ai-review.yaml
IFIT3	Homo sapiens	GO:0071345	cellular response to cytokine stimulus	ACCEPT	False	False	genes/human/IFIT3/IFIT3-ai-review.yaml
IFIT3	Homo sapiens	GO:0140374	antiviral innate immune response	ACCEPT	False	False	genes/human/IFIT3/IFIT3-ai-review.yaml
IFNL4	Homo sapiens	GO:0045087	innate immune response	ACCEPT	False	False	genes/human/IFNL4/IFNL4-ai-review.yaml
IFNL4	Homo sapiens	GO:0051607	defense response to virus	ACCEPT	False	False	genes/human/IFNL4/IFNL4-ai-review.yaml
IFNL4	Homo sapiens	GO:0005102	signaling receptor binding	ACCEPT	False	False	genes/human/IFNL4/IFNL4-ai-review.yaml
IFNL4	Homo sapiens	GO:0005615	extracellular space	ACCEPT	False	False	genes/human/IFNL4/IFNL4-ai-review.yaml
IGFBP3	Homo sapiens	GO:0031994	insulin-like growth factor I binding	ACCEPT	False	False	genes/human/IGFBP3/IGFBP3-ai-review.yaml
IGFBP3	Homo sapiens	GO:0031995	insulin-like growth factor II binding	ACCEPT	False	False	genes/human/IGFBP3/IGFBP3-ai-review.yaml
IGFBP3	Homo sapiens	GO:0005615	extracellular space	ACCEPT	False	False	genes/human/IGFBP3/IGFBP3-ai-review.yaml
IGFBP3	Homo sapiens	GO:0001968	fibronectin binding	KEEP_AS_NON_CORE	False	False	genes/human/IGFBP3/IGFBP3-ai-review.yaml
IGFBP3	Homo sapiens	GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	ACCEPT	False	False	genes/human/IGFBP3/IGFBP3-ai-review.yaml
IKZF1	Homo sapiens	GO:0003700	DNA-binding transcription factor activity	ACCEPT	False	False	genes/human/IKZF1/IKZF1-ai-review.yaml
IKZF1	Homo sapiens	GO:0006357	regulation of transcription by RNA polymerase II	ACCEPT	False	False	genes/human/IKZF1/IKZF1-ai-review.yaml
IKZF1	Homo sapiens	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/human/IKZF1/IKZF1-ai-review.yaml
IKZF1	Homo sapiens	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	NEW	False	False	genes/human/IKZF1/IKZF1-ai-review.yaml
IL10	Homo sapiens	GO:0006955	immune response	ACCEPT	False	False	genes/human/IL10/IL10-ai-review.yaml
IL10	Homo sapiens	GO:0005125	cytokine activity	ACCEPT	False	False	genes/human/IL10/IL10-ai-review.yaml
IL10	Homo sapiens	GO:0005615	extracellular space	ACCEPT	False	False	genes/human/IL10/IL10-ai-review.yaml
IL10	Homo sapiens	GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	ACCEPT	False	False	genes/human/IL10/IL10-ai-review.yaml
IL10	Homo sapiens	GO:0050728	negative regulation of inflammatory response	ACCEPT	False	False	genes/human/IL10/IL10-ai-review.yaml
IL10	Homo sapiens	GO:0140105	interleukin-10-mediated signaling pathway	ACCEPT	False	False	genes/human/IL10/IL10-ai-review.yaml
IL13	Homo sapiens	GO:0002639	positive regulation of immunoglobulin production	ACCEPT	False	False	genes/human/IL13/IL13-ai-review.yaml
IL13	Homo sapiens	GO:0005144	interleukin-13 receptor binding	ACCEPT	False	False	genes/human/IL13/IL13-ai-review.yaml
IL13	Homo sapiens	GO:0005615	extracellular space	ACCEPT	False	False	genes/human/IL13/IL13-ai-review.yaml
IL13	Homo sapiens	GO:0006954	inflammatory response	ACCEPT	False	False	genes/human/IL13/IL13-ai-review.yaml
IL15	Homo sapiens	GO:0001819	positive regulation of cytokine production	ACCEPT	False	False	genes/human/IL15/IL15-ai-review.yaml
IL15	Homo sapiens	GO:0050778	positive regulation of immune response	ACCEPT	False	False	genes/human/IL15/IL15-ai-review.yaml
IL15	Homo sapiens	GO:0005125	cytokine activity	ACCEPT	False	False	genes/human/IL15/IL15-ai-review.yaml
IL15	Homo sapiens	GO:0005615	extracellular space	ACCEPT	False	False	genes/human/IL15/IL15-ai-review.yaml
IL15	Homo sapiens	GO:0042102	positive regulation of T cell proliferation	ACCEPT	False	False	genes/human/IL15/IL15-ai-review.yaml
IL15	Homo sapiens	GO:0042119	neutrophil activation	ACCEPT	False	False	genes/human/IL15/IL15-ai-review.yaml
IL21	Homo sapiens	GO:0001819	positive regulation of cytokine production	ACCEPT	False	False	genes/human/IL21/IL21-ai-review.yaml
IL21	Homo sapiens	GO:0045954	positive regulation of natural killer cell mediated cytotoxicity	KEEP_AS_NON_CORE	False	False	genes/human/IL21/IL21-ai-review.yaml
IL22	Homo sapiens	GO:0005125	cytokine activity	ACCEPT	False	False	genes/human/IL22/IL22-ai-review.yaml
IL22	Homo sapiens	GO:0005615	extracellular space	ACCEPT	False	False	genes/human/IL22/IL22-ai-review.yaml
IL22	Homo sapiens	GO:0050728	negative regulation of inflammatory response	MODIFY	False	True	genes/human/IL22/IL22-ai-review.yaml
IL23R	Homo sapiens	GO:0009897	external side of plasma membrane	ACCEPT	False	False	genes/human/IL23R/IL23R-ai-review.yaml
IL23R	Homo sapiens	GO:0019221	cytokine-mediated signaling pathway	ACCEPT	False	False	genes/human/IL23R/IL23R-ai-review.yaml
IL23R	Homo sapiens	GO:0008284	positive regulation of cell population proliferation	KEEP_AS_NON_CORE	False	False	genes/human/IL23R/IL23R-ai-review.yaml
IL23R	Homo sapiens	GO:0019955	cytokine binding	ACCEPT	False	False	genes/human/IL23R/IL23R-ai-review.yaml
IL23R	Homo sapiens	GO:0004925	prolactin receptor activity	REMOVE	False	False	genes/human/IL23R/IL23R-ai-review.yaml
IL23R	Homo sapiens	GO:0005143	interleukin-12 receptor binding	ACCEPT	False	False	genes/human/IL23R/IL23R-ai-review.yaml
IL23R	Homo sapiens	GO:0042019	interleukin-23 binding	ACCEPT	False	False	genes/human/IL23R/IL23R-ai-review.yaml
IL23R	Homo sapiens	GO:0072536	interleukin-23 receptor complex	ACCEPT	False	False	genes/human/IL23R/IL23R-ai-review.yaml
IL23R	Homo sapiens	GO:0017046	peptide hormone binding	REMOVE	False	False	genes/human/IL23R/IL23R-ai-review.yaml
IL2RA	Homo sapiens	GO:0006954	inflammatory response	KEEP_AS_NON_CORE	False	False	genes/human/IL2RA/IL2RA-ai-review.yaml
IL2RA	Homo sapiens	GO:0019976	interleukin-2 binding	ACCEPT	False	False	genes/human/IL2RA/IL2RA-ai-review.yaml
IL36RN	Homo sapiens	GO:0006955	immune response	ACCEPT	False	False	genes/human/IL36RN/IL36RN-ai-review.yaml
IL36RN	Homo sapiens	GO:0006954	inflammatory response	ACCEPT	False	False	genes/human/IL36RN/IL36RN-ai-review.yaml
IL36RN	Homo sapiens	GO:0005615	extracellular space	ACCEPT	False	False	genes/human/IL36RN/IL36RN-ai-review.yaml
IL36RN	Homo sapiens	GO:0071222	cellular response to lipopolysaccharide	KEEP_AS_NON_CORE	False	False	genes/human/IL36RN/IL36RN-ai-review.yaml
IL4	Homo sapiens	GO:0035771	interleukin-4-mediated signaling pathway	ACCEPT	False	False	genes/human/IL4/IL4-ai-review.yaml
IL4	Homo sapiens	GO:0045893	positive regulation of DNA-templated transcription	ACCEPT	False	False	genes/human/IL4/IL4-ai-review.yaml
IL4	Homo sapiens	GO:0050776	regulation of immune response	ACCEPT	False	False	genes/human/IL4/IL4-ai-review.yaml
IL4	Homo sapiens	GO:0050728	negative regulation of inflammatory response	ACCEPT	False	False	genes/human/IL4/IL4-ai-review.yaml
IL4I1	Homo sapiens	GO:0009063	amino acid catabolic process	ACCEPT	False	False	genes/human/IL4I1/IL4I1-ai-review.yaml
IL4I1	Homo sapiens	GO:0001716	L-amino-acid oxidase activity	ACCEPT	False	False	genes/human/IL4I1/IL4I1-ai-review.yaml
IL7R	Homo sapiens	GO:0030097	hemopoiesis	ACCEPT	False	False	genes/human/IL7R/IL7R-ai-review.yaml
IL7R	Homo sapiens	GO:0004917	interleukin-7 receptor activity	ACCEPT	False	False	genes/human/IL7R/IL7R-ai-review.yaml
IL7R	Homo sapiens	GO:0038111	interleukin-7-mediated signaling pathway	ACCEPT	False	False	genes/human/IL7R/IL7R-ai-review.yaml
IL7R	Homo sapiens	GO:0009897	external side of plasma membrane	ACCEPT	False	False	genes/human/IL7R/IL7R-ai-review.yaml
IL7R	Homo sapiens	GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	ACCEPT	False	False	genes/human/IL7R/IL7R-ai-review.yaml
ILF3	Homo sapiens	GO:0003725	double-stranded RNA binding	ACCEPT	False	False	genes/human/ILF3/ILF3-ai-review.yaml
ILF3	Homo sapiens	GO:0003727	single-stranded RNA binding	KEEP_AS_NON_CORE	False	False	genes/human/ILF3/ILF3-ai-review.yaml
ILK	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/ILK/ILK-ai-review.yaml
ILK	Homo sapiens	GO:0007229	integrin-mediated signaling pathway	ACCEPT	False	False	genes/human/ILK/ILK-ai-review.yaml
ILK	Homo sapiens	GO:0005102	signaling receptor binding	KEEP_AS_NON_CORE	False	False	genes/human/ILK/ILK-ai-review.yaml
ILK	Homo sapiens	GO:0030154	cell differentiation	KEEP_AS_NON_CORE	False	False	genes/human/ILK/ILK-ai-review.yaml
ILK	Homo sapiens	GO:0030674	protein-macromolecule adaptor activity	ACCEPT	False	False	genes/human/ILK/ILK-ai-review.yaml
ILK	Homo sapiens	GO:0005925	focal adhesion	ACCEPT	False	False	genes/human/ILK/ILK-ai-review.yaml
ILK	Homo sapiens	GO:0007160	cell-matrix adhesion	ACCEPT	False	False	genes/human/ILK/ILK-ai-review.yaml
ILK	Homo sapiens	GO:0034446	substrate adhesion-dependent cell spreading	ACCEPT	False	False	genes/human/ILK/ILK-ai-review.yaml
INPP5D	Homo sapiens	GO:0050776	regulation of immune response	ACCEPT	False	False	genes/human/INPP5D/INPP5D-ai-review.yaml
INPP5D	Homo sapiens	GO:0005829	cytosol	ACCEPT	False	False	genes/human/INPP5D/INPP5D-ai-review.yaml
INPP5D	Homo sapiens	GO:0009968	negative regulation of signal transduction	ACCEPT	False	False	genes/human/INPP5D/INPP5D-ai-review.yaml
INPP5D	Homo sapiens	GO:0045579	positive regulation of B cell differentiation	KEEP_AS_NON_CORE	False	False	genes/human/INPP5D/INPP5D-ai-review.yaml
INPP5D	Homo sapiens	GO:0045659	negative regulation of neutrophil differentiation	KEEP_AS_NON_CORE	False	False	genes/human/INPP5D/INPP5D-ai-review.yaml
INPP5D	Homo sapiens	GO:0045779	negative regulation of bone resorption	KEEP_AS_NON_CORE	False	False	genes/human/INPP5D/INPP5D-ai-review.yaml
INS	Homo sapiens	GO:0005158	insulin receptor binding	ACCEPT	False	False	genes/human/INS/INS-ai-review.yaml
INS	Homo sapiens	GO:0005179	hormone activity	ACCEPT	False	False	genes/human/INS/INS-ai-review.yaml
INS	Homo sapiens	GO:0005615	extracellular space	ACCEPT	False	False	genes/human/INS/INS-ai-review.yaml
INS	Homo sapiens	GO:0050714	positive regulation of protein secretion	KEEP_AS_NON_CORE	False	False	genes/human/INS/INS-ai-review.yaml
INS	Homo sapiens	GO:0042593	glucose homeostasis	ACCEPT	False	False	genes/human/INS/INS-ai-review.yaml
INTU	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/INTU/INTU-ai-review.yaml
INTU	Homo sapiens	GO:0060271	cilium assembly	ACCEPT	False	False	genes/human/INTU/INTU-ai-review.yaml
INTU	Homo sapiens	GO:0005929	cilium	MODIFY	False	True	genes/human/INTU/INTU-ai-review.yaml
INTU	Homo sapiens	GO:0007399	nervous system development	MODIFY	False	True	genes/human/INTU/INTU-ai-review.yaml
IP6K3	Homo sapiens	GO:0005634	nucleus	KEEP_AS_NON_CORE	False	False	genes/human/IP6K3/IP6K3-ai-review.yaml
IP6K3	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/IP6K3/IP6K3-ai-review.yaml
IP6K3	Homo sapiens	GO:0046854	phosphatidylinositol phosphate biosynthetic process	MODIFY	False	True	genes/human/IP6K3/IP6K3-ai-review.yaml
IP6K3	Homo sapiens	GO:0000828	inositol hexakisphosphate kinase activity	ACCEPT	False	False	genes/human/IP6K3/IP6K3-ai-review.yaml
IP6K3	Homo sapiens	GO:0032958	inositol phosphate biosynthetic process	ACCEPT	False	False	genes/human/IP6K3/IP6K3-ai-review.yaml
IRF4	Homo sapiens	GO:0002376	immune system process	ACCEPT	False	False	genes/human/IRF4/IRF4-ai-review.yaml
IRF4	Homo sapiens	GO:0005634	nucleus	ACCEPT	False	False	genes/human/IRF4/IRF4-ai-review.yaml
IRF4	Homo sapiens	GO:0006357	regulation of transcription by RNA polymerase II	ACCEPT	False	False	genes/human/IRF4/IRF4-ai-review.yaml
IRF4	Homo sapiens	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ACCEPT	False	False	genes/human/IRF4/IRF4-ai-review.yaml
IRF4	Homo sapiens	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/human/IRF4/IRF4-ai-review.yaml
IRF8	Homo sapiens	GO:0002376	immune system process	ACCEPT	False	False	genes/human/IRF8/IRF8-ai-review.yaml
IRF8	Homo sapiens	GO:0005634	nucleus	ACCEPT	False	False	genes/human/IRF8/IRF8-ai-review.yaml
IRF8	Homo sapiens	GO:0006357	regulation of transcription by RNA polymerase II	ACCEPT	False	False	genes/human/IRF8/IRF8-ai-review.yaml
IRF8	Homo sapiens	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ACCEPT	False	False	genes/human/IRF8/IRF8-ai-review.yaml
IRF8	Homo sapiens	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/human/IRF8/IRF8-ai-review.yaml
ISCA1	Homo sapiens	GO:0005737	cytoplasm	REMOVE	False	False	genes/human/ISCA1/ISCA1-ai-review.yaml
ISCA1	Homo sapiens	GO:0005739	mitochondrion	ACCEPT	False	False	genes/human/ISCA1/ISCA1-ai-review.yaml
ISCA1	Homo sapiens	GO:0016226	iron-sulfur cluster assembly	MODIFY	False	True	genes/human/ISCA1/ISCA1-ai-review.yaml
ISCA1	Homo sapiens	GO:0051604	protein maturation	ACCEPT	False	False	genes/human/ISCA1/ISCA1-ai-review.yaml
ISCA1	Homo sapiens	GO:0051537	2 iron, 2 sulfur cluster binding	ACCEPT	False	False	genes/human/ISCA1/ISCA1-ai-review.yaml
ISCA2	Homo sapiens	GO:0005739	mitochondrion	ACCEPT	False	False	genes/human/ISCA2/ISCA2-ai-review.yaml
ISCA2	Homo sapiens	GO:0016226	iron-sulfur cluster assembly	ACCEPT	False	False	genes/human/ISCA2/ISCA2-ai-review.yaml
ISCA2	Homo sapiens	GO:0051604	protein maturation	ACCEPT	False	False	genes/human/ISCA2/ISCA2-ai-review.yaml
ISCA2	Homo sapiens	GO:0005506	iron ion binding	ACCEPT	False	False	genes/human/ISCA2/ISCA2-ai-review.yaml
ISCA2	Homo sapiens	GO:0051537	2 iron, 2 sulfur cluster binding	ACCEPT	False	False	genes/human/ISCA2/ISCA2-ai-review.yaml
ISCA2	Homo sapiens	GO:0051539	4 iron, 4 sulfur cluster binding	ACCEPT	False	False	genes/human/ISCA2/ISCA2-ai-review.yaml
ISCU	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/ISCU/ISCU-ai-review.yaml
ISCU	Homo sapiens	GO:0008198	ferrous iron binding	ACCEPT	False	False	genes/human/ISCU/ISCU-ai-review.yaml
ISCU	Homo sapiens	GO:0006879	intracellular iron ion homeostasis	ACCEPT	False	False	genes/human/ISCU/ISCU-ai-review.yaml
ISCU	Homo sapiens	GO:0005759	mitochondrial matrix	ACCEPT	False	False	genes/human/ISCU/ISCU-ai-review.yaml
ISCU	Homo sapiens	GO:0051537	2 iron, 2 sulfur cluster binding	ACCEPT	False	False	genes/human/ISCU/ISCU-ai-review.yaml
ISM1	Homo sapiens	GO:0016525	negative regulation of angiogenesis	ACCEPT	False	False	genes/human/ISM1/ISM1-ai-review.yaml
JAK1	Homo sapiens	GO:0004715	non-membrane spanning protein tyrosine kinase activity	ACCEPT	False	False	genes/human/JAK1/JAK1-ai-review.yaml
JAK1	Homo sapiens	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	ACCEPT	False	False	genes/human/JAK1/JAK1-ai-review.yaml
JAK1	Homo sapiens	GO:0019221	cytokine-mediated signaling pathway	ACCEPT	False	False	genes/human/JAK1/JAK1-ai-review.yaml
JAK1	Homo sapiens	GO:0035556	intracellular signal transduction	KEEP_AS_NON_CORE	False	False	genes/human/JAK1/JAK1-ai-review.yaml
JAK1	Homo sapiens	GO:0030154	cell differentiation	KEEP_AS_NON_CORE	False	False	genes/human/JAK1/JAK1-ai-review.yaml
JAK1	Homo sapiens	GO:0005131	growth hormone receptor binding	KEEP_AS_NON_CORE	False	False	genes/human/JAK1/JAK1-ai-review.yaml
JAK1	Homo sapiens	GO:0019221	cytokine-mediated signaling pathway	ACCEPT	False	False	genes/human/JAK1/JAK1-ai-review.yaml
JAK1	Homo sapiens	GO:0005829	cytosol	ACCEPT	False	False	genes/human/JAK1/JAK1-ai-review.yaml
JAK1	Homo sapiens	GO:0060397	growth hormone receptor signaling pathway via JAK-STAT	KEEP_AS_NON_CORE	False	False	genes/human/JAK1/JAK1-ai-review.yaml
KCNRG	Homo sapiens	GO:0005783	endoplasmic reticulum	ACCEPT	False	False	genes/human/KCNRG/KCNRG-ai-review.yaml
KCTD10	Homo sapiens	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	ACCEPT	False	False	genes/human/KCTD10/KCTD10-ai-review.yaml
KCTD10	Homo sapiens	GO:0016567	protein ubiquitination	ACCEPT	False	False	genes/human/KCTD10/KCTD10-ai-review.yaml
KCTD10	Homo sapiens	GO:0031463	Cul3-RING ubiquitin ligase complex	ACCEPT	False	False	genes/human/KCTD10/KCTD10-ai-review.yaml
KCTD10	Homo sapiens	GO:0035024	negative regulation of Rho protein signal transduction	KEEP_AS_NON_CORE	False	False	genes/human/KCTD10/KCTD10-ai-review.yaml
KCTD11	Homo sapiens	GO:0045666	positive regulation of neuron differentiation	ACCEPT	False	False	genes/human/KCTD11/KCTD11-ai-review.yaml
KCTD12	Homo sapiens	GO:0042734	presynaptic membrane	ACCEPT	False	False	genes/human/KCTD12/KCTD12-ai-review.yaml
KCTD12	Homo sapiens	GO:0045211	postsynaptic membrane	ACCEPT	False	False	genes/human/KCTD12/KCTD12-ai-review.yaml
KCTD12	Homo sapiens	GO:0043235	receptor complex	MODIFY	False	True	genes/human/KCTD12/KCTD12-ai-review.yaml
KCTD12	Homo sapiens	GO:0008277	regulation of G protein-coupled receptor signaling pathway	ACCEPT	False	False	genes/human/KCTD12/KCTD12-ai-review.yaml
KCTD16	Homo sapiens	GO:0042734	presynaptic membrane	ACCEPT	False	False	genes/human/KCTD16/KCTD16-ai-review.yaml
KCTD16	Homo sapiens	GO:0045211	postsynaptic membrane	ACCEPT	False	False	genes/human/KCTD16/KCTD16-ai-review.yaml
KCTD16	Homo sapiens	GO:0043235	receptor complex	MODIFY	False	True	genes/human/KCTD16/KCTD16-ai-review.yaml
KCTD16	Homo sapiens	GO:0008277	regulation of G protein-coupled receptor signaling pathway	ACCEPT	False	False	genes/human/KCTD16/KCTD16-ai-review.yaml
KCTD7	Homo sapiens	GO:0005886	plasma membrane	ACCEPT	False	False	genes/human/KCTD7/KCTD7-ai-review.yaml
KCTD7	Homo sapiens	GO:0060081	membrane hyperpolarization	ACCEPT	False	False	genes/human/KCTD7/KCTD7-ai-review.yaml
KCTD8	Homo sapiens	GO:0043235	receptor complex	MODIFY	False	True	genes/human/KCTD8/KCTD8-ai-review.yaml
KCTD8	Homo sapiens	GO:0008277	regulation of G protein-coupled receptor signaling pathway	ACCEPT	False	False	genes/human/KCTD8/KCTD8-ai-review.yaml
KEAP1	Homo sapiens	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	ACCEPT	False	False	genes/human/KEAP1/KEAP1-ai-review.yaml
KEAP1	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/KEAP1/KEAP1-ai-review.yaml
KEAP1	Homo sapiens	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	ACCEPT	False	False	genes/human/KEAP1/KEAP1-ai-review.yaml
KEAP1	Homo sapiens	GO:0031463	Cul3-RING ubiquitin ligase complex	ACCEPT	False	False	genes/human/KEAP1/KEAP1-ai-review.yaml
KIAA1614	Homo sapiens	GO:0060341	regulation of cellular localization	UNDECIDED	False	False	genes/human/KIAA1614/KIAA1614-ai-review.yaml
KIAA1614	Homo sapiens	GO:0007163	establishment or maintenance of cell polarity	UNDECIDED	False	False	genes/human/KIAA1614/KIAA1614-ai-review.yaml
KIAA1614	Homo sapiens	GO:0005938	cell cortex	UNDECIDED	False	False	genes/human/KIAA1614/KIAA1614-ai-review.yaml
KIAA1614	Homo sapiens	GO:0005634	nucleus	UNDECIDED	False	False	genes/human/KIAA1614/KIAA1614-ai-review.yaml
KIAA1614	Homo sapiens	GO:0016324	apical plasma membrane	UNDECIDED	False	False	genes/human/KIAA1614/KIAA1614-ai-review.yaml
KIAA1614	Homo sapiens	GO:0007098	centrosome cycle	UNDECIDED	False	False	genes/human/KIAA1614/KIAA1614-ai-review.yaml
KIF5B	Homo sapiens	GO:0005871	kinesin complex	ACCEPT	False	False	genes/human/KIF5B/KIF5B-ai-review.yaml
KIF5B	Homo sapiens	GO:0007411	axon guidance	MARK_AS_OVER_ANNOTATED	False	True	genes/human/KIF5B/KIF5B-ai-review.yaml
KIF5B	Homo sapiens	GO:0048489	synaptic vesicle transport	KEEP_AS_NON_CORE	False	False	genes/human/KIF5B/KIF5B-ai-review.yaml
KIF5B	Homo sapiens	GO:0098971	anterograde dendritic transport of neurotransmitter receptor complex	KEEP_AS_NON_CORE	False	False	genes/human/KIF5B/KIF5B-ai-review.yaml
KIF5B	Homo sapiens	GO:0008574	plus-end-directed microtubule motor activity	ACCEPT	False	False	genes/human/KIF5B/KIF5B-ai-review.yaml
KRAS	Homo sapiens	GO:0005886	plasma membrane	ACCEPT	False	False	genes/human/KRAS/KRAS-ai-review.yaml
KRAS	Homo sapiens	GO:0007265	Ras protein signal transduction	ACCEPT	False	False	genes/human/KRAS/KRAS-ai-review.yaml
KRAS	Homo sapiens	GO:0008284	positive regulation of cell population proliferation	KEEP_AS_NON_CORE	False	False	genes/human/KRAS/KRAS-ai-review.yaml
KRAS	Homo sapiens	GO:0003924	GTPase activity	ACCEPT	False	False	genes/human/KRAS/KRAS-ai-review.yaml
LAMP1	Homo sapiens	GO:0005765	lysosomal membrane	ACCEPT	False	False	genes/human/LAMP1/LAMP1-ai-review.yaml
LAMP1	Homo sapiens	GO:0072594	establishment of protein localization to organelle	KEEP_AS_NON_CORE	False	False	genes/human/LAMP1/LAMP1-ai-review.yaml
LAMP1	Homo sapiens	GO:0005886	plasma membrane	KEEP_AS_NON_CORE	False	False	genes/human/LAMP1/LAMP1-ai-review.yaml
LAMP1	Homo sapiens	GO:0031902	late endosome membrane	ACCEPT	False	False	genes/human/LAMP1/LAMP1-ai-review.yaml
LEMD2	Homo sapiens	GO:0071763	nuclear membrane organization	ACCEPT	False	False	genes/human/LEMD2/LEMD2-ai-review.yaml
LEMD2	Homo sapiens	GO:0005637	nuclear inner membrane	ACCEPT	False	False	genes/human/LEMD2/LEMD2-ai-review.yaml
LEMD2	Homo sapiens	GO:0034399	nuclear periphery	ACCEPT	False	False	genes/human/LEMD2/LEMD2-ai-review.yaml
LGALS3	Homo sapiens	GO:0031012	extracellular matrix	KEEP_AS_NON_CORE	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0048030	disaccharide binding	ACCEPT	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0005634	nucleus	ACCEPT	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0050918	positive chemotaxis	KEEP_AS_NON_CORE	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0001772	immunological synapse	KEEP_AS_NON_CORE	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0002548	monocyte chemotaxis	KEEP_AS_NON_CORE	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0019863	IgE binding	ACCEPT	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0030593	neutrophil chemotaxis	KEEP_AS_NON_CORE	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0043236	laminin binding	KEEP_AS_NON_CORE	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0045806	negative regulation of endocytosis	KEEP_AS_NON_CORE	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0048245	eosinophil chemotaxis	KEEP_AS_NON_CORE	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0048246	macrophage chemotaxis	KEEP_AS_NON_CORE	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:0090280	positive regulation of calcium ion import	KEEP_AS_NON_CORE	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LGALS3	Homo sapiens	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	KEEP_AS_NON_CORE	False	False	genes/human/LGALS3/LGALS3-ai-review.yaml
LIMD1	Homo sapiens	GO:0003714	transcription corepressor activity	ACCEPT	False	False	genes/human/LIMD1/LIMD1-ai-review.yaml
LIMD1	Homo sapiens	GO:0005912	adherens junction	ACCEPT	False	False	genes/human/LIMD1/LIMD1-ai-review.yaml
LIMD1	Homo sapiens	GO:0005634	nucleus	ACCEPT	False	False	genes/human/LIMD1/LIMD1-ai-review.yaml
LIMD1	Homo sapiens	GO:0006355	regulation of DNA-templated transcription	MODIFY	False	True	genes/human/LIMD1/LIMD1-ai-review.yaml
LIMD1	Homo sapiens	GO:0007010	cytoskeleton organization	KEEP_AS_NON_CORE	False	False	genes/human/LIMD1/LIMD1-ai-review.yaml
LIMD1	Homo sapiens	GO:0035331	negative regulation of hippo signaling	ACCEPT	False	False	genes/human/LIMD1/LIMD1-ai-review.yaml
LIMD1	Homo sapiens	GO:0000932	P-body	ACCEPT	False	False	genes/human/LIMD1/LIMD1-ai-review.yaml
LIMD1	Homo sapiens	GO:0001666	response to hypoxia	ACCEPT	False	False	genes/human/LIMD1/LIMD1-ai-review.yaml
LIMD1	Homo sapiens	GO:0005667	transcription regulator complex	KEEP_AS_NON_CORE	False	False	genes/human/LIMD1/LIMD1-ai-review.yaml
LIPE	Homo sapiens	GO:0004771	sterol ester esterase activity	KEEP_AS_NON_CORE	False	False	genes/human/LIPE/LIPE-ai-review.yaml
LIPE	Homo sapiens	GO:0004806	triacylglycerol lipase activity	KEEP_AS_NON_CORE	False	False	genes/human/LIPE/LIPE-ai-review.yaml
LIPE	Homo sapiens	GO:0005829	cytosol	ACCEPT	False	False	genes/human/LIPE/LIPE-ai-review.yaml
LIPE	Homo sapiens	GO:0019433	triglyceride catabolic process	ACCEPT	False	False	genes/human/LIPE/LIPE-ai-review.yaml
