set	gene	taxon	term_id	term_label	action	negated	has_replacement	aspect	file
uniprot_panther (GO_REF:0000120, PANTHER with/from)	eryCI	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0030170	pyridoxal phosphate binding	ACCEPT	False	False	molecular_function	genes/SACEN/eryCI/eryCI-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mcr-4	Salmonella sp	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/SALSP/mcr-4/mcr-4-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	cfr	Staphylococcus warneri	GO:0070475	rRNA base methylation	ACCEPT	False	False	biological_process	genes/STAWA/cfr/cfr-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PARA	Nicotiana tabacum	GO:0004364	glutathione transferase activity	ACCEPT	False	False	molecular_function	genes/TOBAC/PARA/PARA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PARA	Nicotiana tabacum	GO:0006749	glutathione metabolic process	ACCEPT	False	False	biological_process	genes/TOBAC/PARA/PARA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AmiC1	Trichormus variabilis (strain ATCC 29413 / PCC 7937)	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	ACCEPT	False	False	molecular_function	genes/TRIV2/AmiC1/AmiC1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AmiC2	Trichormus variabilis (strain ATCC 29413 / PCC 7937)	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	ACCEPT	False	False	molecular_function	genes/TRIV2/AmiC2/AmiC2-ai-review.yaml
interpro2go (GO_REF:0000002)	I7J3R9	Tequatrovirus	GO:0003677	DNA binding	REMOVE	False	False	molecular_function	genes/9CAUD/g022/g022-ai-review.yaml
interpro2go (GO_REF:0000002)	I7J3R9	Tequatrovirus	GO:0006261	DNA-templated DNA replication	KEEP_AS_NON_CORE	False	False	biological_process	genes/9CAUD/g022/g022-ai-review.yaml
interpro2go (GO_REF:0000002)	I7J3R9	Tequatrovirus	GO:0008296	3'-5'-DNA exonuclease activity	NEW	False	False		genes/9CAUD/g022/g022-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0016491	oxidoreductase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0046872	metal ion binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0051287	NAD binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0016791	phosphatase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/9POAL/NCGR_LOCUS1270/NCGR_LOCUS1270-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0042578	phosphoric ester hydrolase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/9POAL/NCGR_LOCUS1270/NCGR_LOCUS1270-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0005975	carbohydrate metabolic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/9POAL/NCGR_LOCUS1270/NCGR_LOCUS1270-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS1765	Miscanthus lutarioriparius	GO:0003723	RNA binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/9POAL/NCGR_LOCUS1765/NCGR_LOCUS1765-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS1765	Miscanthus lutarioriparius	GO:0006406	mRNA export from nucleus	ACCEPT	False	False	biological_process	genes/9POAL/NCGR_LOCUS1765/NCGR_LOCUS1765-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS1765	Miscanthus lutarioriparius	GO:0016070	RNA metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/9POAL/NCGR_LOCUS1765/NCGR_LOCUS1765-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS1765	Miscanthus lutarioriparius	GO:0035196	miRNA processing	NEW	False	False		genes/9POAL/NCGR_LOCUS1765/NCGR_LOCUS1765-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS27674	Miscanthus lutarioriparius	GO:0005524	ATP binding	ACCEPT	False	False	molecular_function	genes/9POAL/NCGR_LOCUS27674/NCGR_LOCUS27674-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS27674	Miscanthus lutarioriparius	GO:0016776	phosphotransferase activity, phosphate group as acceptor	ACCEPT	False	False	molecular_function	genes/9POAL/NCGR_LOCUS27674/NCGR_LOCUS27674-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS27674	Miscanthus lutarioriparius	GO:0016872	intramolecular lyase activity	REMOVE	False	False	molecular_function	genes/9POAL/NCGR_LOCUS27674/NCGR_LOCUS27674-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS27674	Miscanthus lutarioriparius	GO:0019205	nucleobase-containing compound kinase activity	ACCEPT	False	False	molecular_function	genes/9POAL/NCGR_LOCUS27674/NCGR_LOCUS27674-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS27674	Miscanthus lutarioriparius	GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	MODIFY	False	True	biological_process	genes/9POAL/NCGR_LOCUS27674/NCGR_LOCUS27674-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS29329	Miscanthus lutarioriparius	GO:0016491	oxidoreductase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/9POAL/NCGR_LOCUS29329/NCGR_LOCUS29329-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS29329	Miscanthus lutarioriparius	GO:0050661	NADP binding	ACCEPT	False	False	molecular_function	genes/9POAL/NCGR_LOCUS29329/NCGR_LOCUS29329-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS29329	Miscanthus lutarioriparius	GO:0006520	amino acid metabolic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/9POAL/NCGR_LOCUS29329/NCGR_LOCUS29329-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS29329	Miscanthus lutarioriparius	GO:0008652	amino acid biosynthetic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/9POAL/NCGR_LOCUS29329/NCGR_LOCUS29329-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS67308	Miscanthus lutarioriparius	GO:0003735	structural constituent of ribosome	KEEP_AS_NON_CORE	False	False	molecular_function	genes/9POAL/NCGR_LOCUS67308/NCGR_LOCUS67308-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS67308	Miscanthus lutarioriparius	GO:0009055	electron transfer activity	ACCEPT	False	False	molecular_function	genes/9POAL/NCGR_LOCUS67308/NCGR_LOCUS67308-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS67308	Miscanthus lutarioriparius	GO:0016491	oxidoreductase activity	KEEP_AS_NON_CORE	False	False	molecular_function	genes/9POAL/NCGR_LOCUS67308/NCGR_LOCUS67308-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS67308	Miscanthus lutarioriparius	GO:0051536	iron-sulfur cluster binding	ACCEPT	False	False	molecular_function	genes/9POAL/NCGR_LOCUS67308/NCGR_LOCUS67308-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS67308	Miscanthus lutarioriparius	GO:0051537	2 iron, 2 sulfur cluster binding	ACCEPT	False	False	molecular_function	genes/9POAL/NCGR_LOCUS67308/NCGR_LOCUS67308-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS67308	Miscanthus lutarioriparius	GO:0006412	translation	KEEP_AS_NON_CORE	False	False	biological_process	genes/9POAL/NCGR_LOCUS67308/NCGR_LOCUS67308-ai-review.yaml
interpro2go (GO_REF:0000002)	NCGR_LOCUS67308	Miscanthus lutarioriparius	GO:0005840	ribosome	MODIFY	False	True	cellular_component	genes/9POAL/NCGR_LOCUS67308/NCGR_LOCUS67308-ai-review.yaml
interpro2go (GO_REF:0000002)	celX	Acetivibrio thermocellus	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	REMOVE	False	False	molecular_function	genes/ACET2/P15329/P15329-ai-review.yaml
interpro2go (GO_REF:0000002)	celC	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	ACCEPT	False	False	molecular_function	genes/ACET2/celC/celC-ai-review.yaml
interpro2go (GO_REF:0000002)	celC	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)	GO:0005975	carbohydrate metabolic process	ACCEPT	False	False	biological_process	genes/ACET2/celC/celC-ai-review.yaml
interpro2go (GO_REF:0000002)	ermA	Aeromicrobium erythreum (strain ATCC 51598 / DSM 8599 / JCM 8359 / NBRC 15406 / NRRL B-3381)	GO:0000154	rRNA modification	ACCEPT	False	False	biological_process	genes/AERER/ermA/ermA-ai-review.yaml
interpro2go (GO_REF:0000002)	mcr-3	Aeromonas media	GO:0016020	membrane	MODIFY	False	True	cellular_component	genes/AERME/mcr-3/mcr-3-ai-review.yaml
interpro2go (GO_REF:0000002)	mcr-3	Aeromonas media	GO:0016772	transferase activity, transferring phosphorus-containing groups	MODIFY	False	True	molecular_function	genes/AERME/mcr-3/mcr-3-ai-review.yaml
interpro2go (GO_REF:0000002)	ermJ	Bacillus anthracis	GO:0000154	rRNA modification	ACCEPT	False	False	biological_process	genes/BACAN/ermJ/ermJ-ai-review.yaml
interpro2go (GO_REF:0000002)	ermF	Bacteroides fragilis	GO:0000154	rRNA modification	ACCEPT	False	False	biological_process	genes/BACFG/ermF/ermF-ai-review.yaml
interpro2go (GO_REF:0000002)	CDK16	Balaenoptera musculus	GO:0004672	protein kinase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/BALMU/A0A8B8WEG2/A0A8B8WEG2-ai-review.yaml
interpro2go (GO_REF:0000002)	Betv1	Betula pendula	GO:0006952	defense response	KEEP_AS_NON_CORE	False	False	biological_process	genes/BETPN/Betv1/Betv1-ai-review.yaml
interpro2go (GO_REF:0000002)	Betv2	Betula pendula	GO:0003779	actin binding	ACCEPT	False	False	molecular_function	genes/BETPN/Betv2/Betv2-ai-review.yaml
interpro2go (GO_REF:0000002)	Canf2	Canis lupus familiaris	GO:0036094	small molecule binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/CANLF/Canf2/Canf2-ai-review.yaml
interpro2go (GO_REF:0000002)	Canf6	Canis lupus familiaris	GO:0036094	small molecule binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/CANLF/Canf6/Canf6-ai-review.yaml
interpro2go (GO_REF:0000002)	Q7NUH2	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / CCUG 213 / NBRC 12614 / NCIMB 9131 / NCTC 9757 / MK)	GO:0003700	DNA-binding transcription factor activity	ACCEPT	False	False	molecular_function	genes/CHRVO/Q7NUH2/Q7NUH2-ai-review.yaml
interpro2go (GO_REF:0000002)	A0A8C2TBA7	Coturnix japonica	GO:0003824	catalytic activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/COTJA/A0A8C2TBA7/A0A8C2TBA7-ai-review.yaml
interpro2go (GO_REF:0000002)	A0A8C2TBA7	Coturnix japonica	GO:0004497	monooxygenase activity	KEEP_AS_NON_CORE	False	False	molecular_function	genes/COTJA/A0A8C2TBA7/A0A8C2TBA7-ai-review.yaml
interpro2go (GO_REF:0000002)	A0A8C2TBA7	Coturnix japonica	GO:0005507	copper ion binding	ACCEPT	False	False	molecular_function	genes/COTJA/A0A8C2TBA7/A0A8C2TBA7-ai-review.yaml
interpro2go (GO_REF:0000002)	A0A8C2TBA7	Coturnix japonica	GO:0006518	peptide metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/COTJA/A0A8C2TBA7/A0A8C2TBA7-ai-review.yaml
interpro2go (GO_REF:0000002)	A0A8C2TBA7	Coturnix japonica	GO:0016020	membrane	KEEP_AS_NON_CORE	False	False	cellular_component	genes/COTJA/A0A8C2TBA7/A0A8C2TBA7-ai-review.yaml
interpro2go (GO_REF:0000002)	A0A8C2TBA7	Coturnix japonica	GO:0016715	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	KEEP_AS_NON_CORE	False	False	molecular_function	genes/COTJA/A0A8C2TBA7/A0A8C2TBA7-ai-review.yaml
interpro2go (GO_REF:0000002)	HSPH1	Cricetulus griseus	GO:0016887	ATP hydrolysis activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/CRIGR/HSPH1/HSPH1-ai-review.yaml
interpro2go (GO_REF:0000002)	AmiC2	Cylindrospermum stagnale PCC 7417	GO:0009253	peptidoglycan catabolic process	ACCEPT	False	False	biological_process	genes/CYLST/AmiC2/AmiC2-ai-review.yaml
interpro2go (GO_REF:0000002)	nrfA	Desulfotalea psychrophila (strain LSv54 / DSM 12343)	GO:0005509	calcium ion binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/DESPS/nrfA/nrfA-ai-review.yaml
interpro2go (GO_REF:0000002)	K9IIP0	Desmodus rotundus	GO:0005540	hyaluronic acid binding	ACCEPT	False	False	molecular_function	genes/DESRO/K9IIP0/K9IIP0-ai-review.yaml
interpro2go (GO_REF:0000002)	K9IWR0	Desmodus rotundus	GO:0006955	immune response	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/DESRO/K9IWR0/K9IWR0-ai-review.yaml
interpro2go (GO_REF:0000002)	K9J287	Desmodus rotundus	GO:0003824	catalytic activity	MODIFY	False	True	molecular_function	genes/DESRO/K9J287/K9J287-ai-review.yaml
interpro2go (GO_REF:0000002)	K9J287	Desmodus rotundus	GO:0004536	DNA nuclease activity	MODIFY	False	True	molecular_function	genes/DESRO/K9J287/K9J287-ai-review.yaml
interpro2go (GO_REF:0000002)	K9J2R0	Desmodus rotundus	GO:0004252	serine-type endopeptidase activity	MODIFY	False	True	molecular_function	genes/DESRO/K9J2R0/K9J2R0-ai-review.yaml
interpro2go (GO_REF:0000002)	kdpC	Nitratidesulfovibrio vulgaris Hildenborough	GO:0016020	membrane	KEEP_AS_NON_CORE	False	False	cellular_component	genes/DESVH/Q725T8/Q725T8-ai-review.yaml
interpro2go (GO_REF:0000002)	DVU_3336	Nitratidesulfovibrio vulgaris Hildenborough	GO:0004673	protein histidine kinase activity	REMOVE	False	False	molecular_function	genes/DESVH/Q725T9/Q725T9-ai-review.yaml
interpro2go (GO_REF:0000002)	DVU_3336	Nitratidesulfovibrio vulgaris Hildenborough	GO:0016020	membrane	ACCEPT	False	False	cellular_component	genes/DESVH/Q725T9/Q725T9-ai-review.yaml
interpro2go (GO_REF:0000002)	ADAR2	Doryteuthis opalescens	GO:0004000	adenosine deaminase activity	MODIFY	False	True	molecular_function	genes/DOROP/ADAR2/ADAR2-ai-review.yaml
interpro2go (GO_REF:0000002)	AP180	Doryteuthis pealeii	GO:0005543	phospholipid binding	ACCEPT	False	False	molecular_function	genes/DORPE/AP180/AP180-ai-review.yaml
interpro2go (GO_REF:0000002)	AP180	Doryteuthis pealeii	GO:0030276	clathrin binding	ACCEPT	False	False	molecular_function	genes/DORPE/AP180/AP180-ai-review.yaml
interpro2go (GO_REF:0000002)	AP180	Doryteuthis pealeii	GO:0048268	clathrin coat assembly	ACCEPT	False	False	biological_process	genes/DORPE/AP180/AP180-ai-review.yaml
interpro2go (GO_REF:0000002)	cpx	Doryteuthis pealeii	GO:0006836	neurotransmitter transport	MODIFY	False	True	biological_process	genes/DORPE/cpx/cpx-ai-review.yaml
interpro2go (GO_REF:0000002)	B4MAQ2	Drosophila virilis	GO:0006886	intracellular protein transport	MODIFY	False	True	biological_process	genes/DROVI/B4MAQ2/B4MAQ2-ai-review.yaml
interpro2go (GO_REF:0000002)	B4MAQ2	Drosophila virilis	GO:0031267	small GTPase binding	ACCEPT	False	False	molecular_function	genes/DROVI/B4MAQ2/B4MAQ2-ai-review.yaml
interpro2go (GO_REF:0000002)	mcr-1	Escherichia coli	GO:0016020	membrane	MODIFY	False	True	cellular_component	genes/ECOLX/mcr-1/mcr-1-ai-review.yaml
interpro2go (GO_REF:0000002)	mcr-1	Escherichia coli	GO:0016772	transferase activity, transferring phosphorus-containing groups	MODIFY	False	True	molecular_function	genes/ECOLX/mcr-1/mcr-1-ai-review.yaml
interpro2go (GO_REF:0000002)	mcr2	Escherichia coli	GO:0016020	membrane	MODIFY	False	True	cellular_component	genes/ECOLX/mcr2/mcr2-ai-review.yaml
interpro2go (GO_REF:0000002)	mcr2	Escherichia coli	GO:0016772	transferase activity, transferring phosphorus-containing groups	MODIFY	False	True	molecular_function	genes/ECOLX/mcr2/mcr2-ai-review.yaml
interpro2go (GO_REF:0000002)	sfgA	Emericella nidulans	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ACCEPT	False	False	molecular_function	genes/EMENI/sfgA/sfgA-ai-review.yaml
interpro2go (GO_REF:0000002)	sfgA	Emericella nidulans	GO:0008270	zinc ion binding	ACCEPT	False	False	molecular_function	genes/EMENI/sfgA/sfgA-ai-review.yaml
interpro2go (GO_REF:0000002)	CSTA	Felis catus	GO:0004866	endopeptidase inhibitor activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/FELCA/CSTA/CSTA-ai-review.yaml
interpro2go (GO_REF:0000002)	Feld4	Felis catus	GO:0036094	small molecule binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/FELCA/Feld4/Feld4-ai-review.yaml
interpro2go (GO_REF:0000002)	Feld8	Felis catus	GO:0008289	lipid binding	ACCEPT	False	False	molecular_function	genes/FELCA/Feld8/Feld8-ai-review.yaml
interpro2go (GO_REF:0000002)	AmiC1	Fischerella thermalis JSC-11	GO:0009253	peptidoglycan catabolic process	ACCEPT	False	False	biological_process	genes/FISTH/AmiC1/AmiC1-ai-review.yaml
interpro2go (GO_REF:0000002)	AmiC2	Fischerella thermalis JSC-11	GO:0009253	peptidoglycan catabolic process	ACCEPT	False	False	biological_process	genes/FISTH/AmiC2/AmiC2-ai-review.yaml
interpro2go (GO_REF:0000002)	pepV	Fusobacterium nucleatum	GO:0008270	zinc ion binding	ACCEPT	False	False	molecular_function	genes/FUSNU/pepV/pepV-ai-review.yaml
interpro2go (GO_REF:0000002)	pepV	Fusobacterium nucleatum	GO:0016805	dipeptidase activity	ACCEPT	False	False	molecular_function	genes/FUSNU/pepV/pepV-ai-review.yaml
interpro2go (GO_REF:0000002)	pepV	Fusobacterium nucleatum	GO:0008237	metallopeptidase activity	NEW	False	False		genes/FUSNU/pepV/pepV-ai-review.yaml
interpro2go (GO_REF:0000002)	pepV	Fusobacterium nucleatum	GO:0070573	metallodipeptidase activity	NEW	False	False		genes/FUSNU/pepV/pepV-ai-review.yaml
interpro2go (GO_REF:0000002)	pepV	Fusobacterium nucleatum	GO:0043171	peptide catabolic process	NEW	False	False		genes/FUSNU/pepV/pepV-ai-review.yaml
interpro2go (GO_REF:0000002)	pepV	Fusobacterium nucleatum	GO:0005737	cytoplasm	NEW	False	False		genes/FUSNU/pepV/pepV-ai-review.yaml
interpro2go (GO_REF:0000002)	IRE1	Hypocrea jecorina (strain QM6a)	GO:0004540	RNA nuclease activity	ACCEPT	False	False	molecular_function	genes/HYPJE/IRE1/IRE1-ai-review.yaml
interpro2go (GO_REF:0000002)	IRE1	Hypocrea jecorina (strain QM6a)	GO:0004672	protein kinase activity	ACCEPT	False	False	molecular_function	genes/HYPJE/IRE1/IRE1-ai-review.yaml
interpro2go (GO_REF:0000002)	IRE1	Hypocrea jecorina (strain QM6a)	GO:0006397	mRNA processing	ACCEPT	False	False	biological_process	genes/HYPJE/IRE1/IRE1-ai-review.yaml
interpro2go (GO_REF:0000002)	IRE1	Hypocrea jecorina (strain QM6a)	GO:0030968	endoplasmic reticulum unfolded protein response	ACCEPT	False	False	biological_process	genes/HYPJE/IRE1/IRE1-ai-review.yaml
interpro2go (GO_REF:0000002)	Pks1	Metarhizium brunneum ARSEF 3297	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	MODIFY	False	True	molecular_function	genes/METBS/Pks1/Pks1-ai-review.yaml
interpro2go (GO_REF:0000002)	Pks1	Metarhizium brunneum ARSEF 3297	GO:0016746	acyltransferase activity	MODIFY	False	True	molecular_function	genes/METBS/Pks1/Pks1-ai-review.yaml
interpro2go (GO_REF:0000002)	Pks1	Metarhizium brunneum ARSEF 3297	GO:0031177	phosphopantetheine binding	ACCEPT	False	False	molecular_function	genes/METBS/Pks1/Pks1-ai-review.yaml
interpro2go (GO_REF:0000002)	ackA	Methylorubrum extorquens AM1	GO:0006082	organic acid metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/METEA/ackA/ackA-ai-review.yaml
interpro2go (GO_REF:0000002)	ackA	Methylorubrum extorquens AM1	GO:0016774	phosphotransferase activity, carboxyl group as acceptor	ACCEPT	False	False	molecular_function	genes/METEA/ackA/ackA-ai-review.yaml
interpro2go (GO_REF:0000002)	fumC	Methylorubrum extorquens AM1	GO:0003824	catalytic activity	KEEP_AS_NON_CORE	False	False	molecular_function	genes/METEA/fumC/fumC-ai-review.yaml
interpro2go (GO_REF:0000002)	gcvH	Methylorubrum extorquens AM1	GO:0005960	glycine cleavage complex	ACCEPT	False	False	cellular_component	genes/METEA/gcvH/gcvH-ai-review.yaml
interpro2go (GO_REF:0000002)	gcvP	Methylorubrum extorquens AM1	GO:0006544	glycine metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/METEA/gcvP/gcvP-ai-review.yaml
interpro2go (GO_REF:0000002)	gcvP	Methylorubrum extorquens AM1	GO:0006546	glycine catabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/METEA/gcvP/gcvP-ai-review.yaml
interpro2go (GO_REF:0000002)	mdcD	Methylorubrum extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1)	GO:0005975	carbohydrate metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/METEA/mdcD/mdcD-ai-review.yaml
interpro2go (GO_REF:0000002)	mdcD	Methylorubrum extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1)	GO:0016831	carboxy-lyase activity	ACCEPT	False	False	molecular_function	genes/METEA/mdcD/mdcD-ai-review.yaml
interpro2go (GO_REF:0000002)	mdh	Methylorubrum extorquens AM1	GO:0003824	catalytic activity	KEEP_AS_NON_CORE	False	False	molecular_function	genes/METEA/mdh/mdh-ai-review.yaml
interpro2go (GO_REF:0000002)	mdh	Methylorubrum extorquens AM1	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	ACCEPT	False	False	molecular_function	genes/METEA/mdh/mdh-ai-review.yaml
interpro2go (GO_REF:0000002)	mdh	Methylorubrum extorquens AM1	GO:0019752	carboxylic acid metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/METEA/mdh/mdh-ai-review.yaml
interpro2go (GO_REF:0000002)	mluA	Methylorubrum extorquens AM1	GO:0015343	siderophore-iron transmembrane transporter activity	MODIFY	False	True	molecular_function	genes/METEA/mluA/mluA-ai-review.yaml
interpro2go (GO_REF:0000002)	mluA	Methylorubrum extorquens AM1	GO:0015891	siderophore transport	REMOVE	False	False	biological_process	genes/METEA/mluA/mluA-ai-review.yaml
interpro2go (GO_REF:0000002)	mluA	Methylorubrum extorquens AM1	GO:0019867	outer membrane	KEEP_AS_NON_CORE	False	False	cellular_component	genes/METEA/mluA/mluA-ai-review.yaml
interpro2go (GO_REF:0000002)	mluA	Methylorubrum extorquens AM1	GO:0038023	signaling receptor activity	KEEP_AS_NON_CORE	False	False	molecular_function	genes/METEA/mluA/mluA-ai-review.yaml
interpro2go (GO_REF:0000002)	pckA	Methylorubrum extorquens AM1	GO:0004611	phosphoenolpyruvate carboxykinase activity	KEEP_AS_NON_CORE	False	False	molecular_function	genes/METEA/pckA/pckA-ai-review.yaml
interpro2go (GO_REF:0000002)	pckA	Methylorubrum extorquens AM1	GO:0017076	purine nucleotide binding	ACCEPT	False	False	molecular_function	genes/METEA/pckA/pckA-ai-review.yaml
interpro2go (GO_REF:0000002)	gatC	Methanothrix thermoacetophila PT	GO:0006450	regulation of translational fidelity	ACCEPT	False	False	biological_process	genes/METTP/gatC/gatC-ai-review.yaml
interpro2go (GO_REF:0000002)	MnSOD	Miscanthus sinensis	GO:0006801	superoxide metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/MISSI/MnSOD/MnSOD-ai-review.yaml
interpro2go (GO_REF:0000002)	MnSOD	Miscanthus sinensis	GO:0046872	metal ion binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/MISSI/MnSOD/MnSOD-ai-review.yaml
interpro2go (GO_REF:0000002)	NaBGL1_candidate_BGLU18_6	Nicotiana attenuata	GO:0005975	carbohydrate metabolic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/NICAT/NaBGL1_candidate_BGLU18_6/NaBGL1_candidate_BGLU18_6-ai-review.yaml
interpro2go (GO_REF:0000002)	NaBGL2_candidate_BGLU18_1	Nicotiana attenuata	GO:0005975	carbohydrate metabolic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/NICAT/NaBGL2_candidate_BGLU18_1/NaBGL2_candidate_BGLU18_1-ai-review.yaml
interpro2go (GO_REF:0000002)	NaODC_candidate_DCOR	Nicotiana attenuata	GO:0003824	catalytic activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/NICAT/NaODC_candidate_DCOR/NaODC_candidate_DCOR-ai-review.yaml
interpro2go (GO_REF:0000002)	NaODC_candidate_DCOR	Nicotiana attenuata	GO:0006596	polyamine biosynthetic process	ACCEPT	False	False	biological_process	genes/NICAT/NaODC_candidate_DCOR/NaODC_candidate_DCOR-ai-review.yaml
interpro2go (GO_REF:0000002)	NaODC_candidate_ODC	Nicotiana attenuata	GO:0003824	catalytic activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/NICAT/NaODC_candidate_ODC/NaODC_candidate_ODC-ai-review.yaml
interpro2go (GO_REF:0000002)	NaODC_candidate_ODC	Nicotiana attenuata	GO:0006596	polyamine biosynthetic process	ACCEPT	False	False	biological_process	genes/NICAT/NaODC_candidate_ODC/NaODC_candidate_ODC-ai-review.yaml
