tier	priority	discriminator	reason	organism	gene	pmid	go_id	go_label	aspect	action	readout_class
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	DNMT1	27021683	GO:0010629	negative regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	FOXO1	27577745	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	FOXO1	22510882	GO:0045892	negative regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	GATA3	19723756	GO:0045893	positive regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	GATA3	19232384	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	GATA3	26451614	GO:1902895	positive regulation of miRNA transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	HES1	12032823	GO:0000122	negative regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	HES1	12535671	GO:0045892	negative regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	ARATH	HSFA2	30778176	GO:0045893	positive regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	mouse	Hdac1	22865885	GO:0000122	negative regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	mouse	Hdac1	9271381	GO:0045892	negative regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	IRF4	12374808	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	IRF4	12374808	GO:0045893	positive regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	MYC	21447833	GO:0010468	regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	MYC	18818310	GO:0045893	positive regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	ARATH	MYC2	21321051	GO:0045893	positive regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	mouse	Myc	21447833	GO:0010468	regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	NFE2L2	25190803	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	NFIA	17010934	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	RB1	25100735	GO:0010629	negative regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	RB1	19223331	GO:0045892	negative regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	RUNX3	20591170	GO:0006357	regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	RUNX3	20599712	GO:0045893	positive regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	yeast	SET1	29066473	GO:0010629	negative regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	SMAD3	25060702	GO:0006355	regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	SMAD3	9311995	GO:0045893	positive regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	SOX9	24014021	GO:0000122	negative regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	SOX9	22110751	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	SOX9	24681825	GO:0010628	positive regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	STAT1	26479788	GO:0045893	positive regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	STAT1	18035482	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	STAT3	23820254	GO:0010629	negative regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	STAT3	31886314	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	STAT3	23820254	GO:1902895	positive regulation of miRNA transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	mouse	Sox2	21874018	GO:0010467	gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	mouse	Sox2	12665572	GO:0006355	regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	TP53	30089260	GO:1902895	positive regulation of miRNA transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	TP53	30089260	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	TP53	30089260	GO:0006357	regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT CC call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	TP53	17145718	GO:0005667	transcription regulator complex	CC	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	TP53	25417702	GO:0006355	regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	TP53	24051492	GO:0045892	negative regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	TRAF6	22412986	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	mouse	Trp53	30089260	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	mouse	Trp53	30089260	GO:0006357	regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	mouse	Trp53	24051492	GO:0045892	negative regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	WT1	21390327	GO:0045893	positive regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	WT1	19050011	GO:0045892	negative regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	WT1	23042785	GO:0044027	negative regulation of gene expression via chromosomal CpG island methylation	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	WT1	23042785	GO:0000122	negative regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	WT1	23042785	GO:0010628	positive regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	WT1	23042785	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	worm	atf-6	16184190	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	worm	atf-7	26016853	GO:0010468	regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	worm	daf-16	17894411	GO:0006355	regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	worm	elt-2	26016853	GO:0010468	regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	DANRE	prmt6	26487724	GO:0010629	negative regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	worm	skn-1	26016853	GO:0010468	regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	worm	xbp-1	16184190	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	25		ACCEPT BP call aligned to CELL_ADHESION_SPREADING; rubric default is non-core unless gene is in the machinery	human	FN1	24658351	GO:0034446	substrate adhesion-dependent cell spreading	BP	ACCEPT	CELL_ADHESION_SPREADING
2	25		ACCEPT BP call aligned to CELL_ADHESION_SPREADING; rubric default is non-core unless gene is in the machinery	human	THBS1	16150726	GO:0001953	negative regulation of cell-matrix adhesion	BP	ACCEPT	CELL_ADHESION_SPREADING
2	25		ACCEPT BP call aligned to IRON_PROBE; rubric default is non-core unless gene is in the machinery	human	ABCB7	30765471	GO:0006879	intracellular iron ion homeostasis	BP	ACCEPT	IRON_PROBE
2	25		ACCEPT BP call aligned to IRON_PROBE; rubric default is non-core unless gene is in the machinery	human	GLRX3	27519415	GO:0006879	intracellular iron ion homeostasis	BP	ACCEPT	IRON_PROBE
2	25		ACCEPT BP call aligned to IRON_PROBE; rubric default is non-core unless gene is in the machinery	human	GLRX3	27519415	GO:0016226	iron-sulfur cluster assembly	BP	ACCEPT	IRON_PROBE
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	AMBRA1	25215947	GO:0000423	mitophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	AMBRA1	20921139	GO:0000045	autophagosome assembly	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	AMBRA1	31123703	GO:0010508	positive regulation of autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	AMBRA1	30217973	GO:1901526	positive regulation of mitophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	ARL8B	28325809	GO:0061909	autophagosome-lysosome fusion	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	ATG14	40442316	GO:0016236	macroautophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT CC call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	ATG14	25686604	GO:0005776	autophagosome	CC	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	ATG14	25686604	GO:0016240	autophagosome membrane docking	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	ATG2A	28561066	GO:0000045	autophagosome assembly	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	ATG4D	30661429	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	ATG5	22342342	GO:1901096	regulation of autophagosome maturation	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	ATG5	23202584	GO:0000045	autophagosome assembly	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	ATG5	26812546	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	ATG7	22354037	GO:0016236	macroautophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	ATG7	24681637	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	BECN1	40442316	GO:0016236	macroautophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	BECN1	25215947	GO:0000423	mitophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	BECN1	25891078	GO:0000045	autophagosome assembly	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	BECN1	25891078	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	DROME	Buffy	18794330	GO:0016239	positive regulation of macroautophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT CC call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP1A	17984323	GO:0000421	autophagosome membrane	CC	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP1A	17984323	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP1A	17984323	GO:0097352	autophagosome maturation	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT CC call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP1B	17984323	GO:0000421	autophagosome membrane	CC	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP1B	17984323	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP1B	17984323	GO:0097352	autophagosome maturation	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP2A	17984323	GO:0097352	autophagosome maturation	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP2A	17984323	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT CC call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP2A	17984323	GO:0000421	autophagosome membrane	CC	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT CC call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP2B	17984323	GO:0000421	autophagosome membrane	CC	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP2B	17984323	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP2B	17984323	GO:0097352	autophagosome maturation	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT CC call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP3	17984323	GO:0000421	autophagosome membrane	CC	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP3	17984323	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP3	17984323	GO:0097352	autophagosome maturation	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT CC call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP4A	17984323	GO:0000421	autophagosome membrane	CC	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP4A	17984323	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP4A	17984323	GO:0097352	autophagosome maturation	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT CC call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP4B	17984323	GO:0000421	autophagosome membrane	CC	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP4B	17984323	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	CHMP4B	17984323	GO:0097352	autophagosome maturation	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	DAP	20537536	GO:0010507	negative regulation of autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	HSPA8	25719862	GO:0061684	chaperone-mediated autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	HTT	25686248	GO:1901526	positive regulation of mitophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	KEAP1	20452972	GO:0010506	regulation of autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	mouse	Mtor	23274896	GO:0016242	negative regulation of macroautophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	mouse	Mtor	21258367	GO:0010507	negative regulation of autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	PIK3C3	40442316	GO:0016236	macroautophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	PIK3C3	33637724	GO:0000045	autophagosome assembly	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	PIK3R4	40442316	GO:0016236	macroautophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	RAB7A	19956673	GO:0000045	autophagosome assembly	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	RUBCNL	30704899	GO:0097352	autophagosome maturation	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	STAT3	26962683	GO:0010507	negative regulation of autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	STX12	24095276	GO:0000045	autophagosome assembly	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	TP53	23629966	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	TRAF6	23202584	GO:0000045	autophagosome assembly	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	TRAPPC4	31794024	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	VCP	30120381	GO:0000423	mitophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	VCP	27753622	GO:0016236	macroautophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	VCP	20104022	GO:0006914	autophagy	BP	ACCEPT	AUTOPHAGY_FLUX
2	24		ACCEPT BP call aligned to AUTOPHAGY_FLUX; rubric default is non-core unless gene is in the machinery	human	VCP	20104022	GO:0097352	autophagosome maturation	BP	ACCEPT	AUTOPHAGY_FLUX
