organism	gene	uniprot	go_id	go_label	evidence_type	negated	action	readout_class	proximity	convergence	matched	snippet	file
human	SIRT1	Q96EB6	GO:0017136	histone deacetylase activity, NAD-dependent	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	Core NAD-dependent histone deacetylase activity demonstrated experimentally. Core molecular function. SIRT1 is a well-establish	genes/human/SIRT1/SIRT1-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0017136	histone deacetylase activity, NAD-dependent	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	SIRT2 is a well-established NAD-dependent histone deacetylase. Crystal structure (PMID:11427894) reveals NAD-binding domain and catalytic mechanism. Deacetylate	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0017136	histone deacetylase activity, NAD-dependent	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	ion of SIRT2 confirmed by structural and biochemical studies. The NAD-dependent deacetylase activity is fundamental to all sirtuin functions. Sir2 is an NAD-dependent histone deace	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0002376	immune system process	IEA	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	and modulates NF-kB signaling, this represents a downstream consequence of its deacetylase activity rather than a core function. The term is also quite broad. SIRT2 interacts with	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0006351	DNA-templated transcription	IEA	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	on factors (FOXO, p65, HIF1A). This is an indirect/downstream effect of SIRT2's deacetylase activity on chromatin and transcription factors, not a direct transcriptional function.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0030154	cell differentiation	IEA	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	nd oligodendrocytes. Very broad term. SIRT2 affects differentiation through its deacetylase activity on various substrates, but this is not a core molecular function.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	IEA	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	ich can then be ubiquitinated and degraded. This is a downstream consequence of deacetylase activity. Deacetylation of HIF-1alpha by SIRT2 resulted in increased binding affinity fo	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0045087	innate immune response	IEA	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	ation and response to bacterial infection (PMID:23908241). Downstream effect of deacetylase activity on immune signaling pathways.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0046890	regulation of lipid biosynthetic process	IEA	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	lism through ACLY regulation, but this is a downstream metabolic consequence of deacetylase activity. the protein deacetylase sirtuin 2 (SIRT2) deacetylates and destabilizes ACLY	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0051287	NAD binding	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	s NAD+ as a cofactor for its deacetylase/defatty-acylase activity. Confirmed by crystal structure showing NAD-binding Rossmann fold domain. reveals an NAD-binding domain, which	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0051301	cell division	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	es to the proper progression through mitosis Role for human SIRT2 NAD-dependent deacetylase activity in control of mitotic exit	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0071456	cellular response to hypoxia	IEA	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	ll-documented role through HIF1A regulation but represents downstream effect of deacetylase activity. SIRT2-mediated deacetylation of HIF-1alpha regulates its stability in tumour c	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0140773	NAD-dependent protein demyristoylase activity	IEA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	kcat	SIRT2 possesses efficient demyristoylase activity with kcat/Km higher than deacetylase activity (PMID:25704306). Well-characterized enzymat	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0140773	NAD-dependent protein demyristoylase activity	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	SIRT2 possesses efficient demyristoylase activity with kcat/Km higher than deacetylase activity (PMID:25704306). Well-characterized enzymatic activity supported by kinetic and	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0005515	protein binding	IPI	False	MODIFY	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	hosphatase in context of mitotic regulation. Role for human SIRT2 NAD-dependent deacetylase activity in control of mitotic exit in the cell cycle.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0005515	protein binding	IPI	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	Interaction with BEX4 which inhibits SIRT2 tubulin deacetylase activity. Documents regulatory interaction but protein binding term is too general. Onco	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0004407	histone deacetylase activity	IEA	False	MODIFY	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	HDAC activity	General HDAC activity - should be NAD-dependent specific term. SIRT2 is a class III NAD-dependent HDA	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0016042	lipid catabolic process	IEA	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	affects lipid metabolism through multiple substrates. Metabolic consequence of deacetylase activity.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0033558	protein lysine deacetylase activity	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	Broad deacetylase activity on non-histone substrates. Core enzymatic function - SIRT2 deacetylates many pr	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0034979	NAD-dependent protein lysine deacetylase activity	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	Direct demonstration of NAD-dependent deacetylase activity on ACLY substrate. Core enzymatic function confirmed with specific substrate. t	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	IMP	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	radation by deacetylation leading to ubiquitination. Downstream effect of SIRT2 deacetylase activity on specific substrates. Deacetylation of HIF-1alpha by SIRT2 resulted in... inc	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0140773	NAD-dependent protein demyristoylase activity	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	kcat	with higher catalytic efficiency than deacetylation. The catalytic efficiency (kcat/Km) for the removal of a myristoyl group is slightly higher than that for the r	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0003950	NAD+ poly-ADP-ribosyltransferase activity	IDA	False	REMOVE	KINASE_ACTIVITY_ASSAY	molecular	low	[32P]	SIRT2 sirtuin proteins were able to cause radioactivity to be transferred from [32P]NAD to bovine serum albumin	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0042903	tubulin deacetylase activity	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	SIRT2 tubulin deacetylase activity demonstrated in mitotic spindle context. Well-established core function of SIRT	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	ISS	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	Conserved function from ortholog data. Downstream effect of deacetylase activity.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0016042	lipid catabolic process	ISS	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	ts lipid metabolism through ACLY and other substrates. Metabolic consequence of deacetylase activity.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0033558	protein lysine deacetylase activity	IMP	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	SIRT2 deacetylase activity required for H3K18 deacetylation during infection. Confirms deacetylase functio	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0034979	NAD-dependent protein lysine deacetylase activity	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	SIRT2 NAD-dependent deacetylase activity regulated by p300 acetylation. Core function with regulatory mechanism characte	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0042903	tubulin deacetylase activity	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	te of well-supported core function. Acetylation of Sirt2 by p300 attenuates its deacetylase activity.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0090042	tubulin deacetylation	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	ical process for cytoplasmic SIRT2. Acetylation of Sirt2 by p300 attenuates its deacetylase activity.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0004407	histone deacetylase activity	IDA	False	MODIFY	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	SIRT2 histone deacetylase activity regulated by CDK1 phosphorylation. Should be the more specific NAD-dependent te	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0008270	zinc ion binding	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	Crystal structure reveals zinc-binding module essential for SIRT2 structure. Structurally confirm	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0017136	histone deacetylase activity, NAD-dependent	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	Crystal structure and mutagenesis confirm NAD-dependent histone deacetylase activity. Foundationa	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0017136	histone deacetylase activity, NAD-dependent	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	Crystal structure and mutagenesis confirm NAD-dependent histone deacetylase activity. Foundational structural study establishing SIRT2 enzymatic mechanism. Structur	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0070403	NAD+ binding	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	in structurally characterized in SIRT2. Essential cofactor binding confirmed by crystal structure. Structure of the histone deacetylase SIRT2.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0033558	protein lysine deacetylase activity	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	Broad protein deacetylase activity demonstrated. SIRT2 deacetylates many non-histone substrates, making this gener	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0005737	cytoplasm	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	lators. Functional cytoplasmic localization. Role for human SIRT2 NAD-dependent deacetylase activity in control of mitotic exit in the cell cycle.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0007096	regulation of exit from mitosis	NAS	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	eraction. Core cell cycle function of SIRT2. Role for human SIRT2 NAD-dependent deacetylase activity in control of mitotic exit in the cell cycle.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0017136	histone deacetylase activity, NAD-dependent	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	SIRT2 histone deacetylase activity in context of cell cycle regulation. Core function confirmed with cellular subs	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0042325	regulation of phosphorylation	NAS	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	Indirect effect through CDC14B interaction. Role for human SIRT2 NAD-dependent deacetylase activity in control of mitotic exit in the cell cycle.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0042903	tubulin deacetylase activity	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	Original demonstration of SIRT2 tubulin deacetylase activity. Foundational paper establishing SIRT2 as major tubulin deacetylase. The human	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0043130	ubiquitin binding	IDA	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	umented but functional significance unclear. Role for human SIRT2 NAD-dependent deacetylase activity in control of mitotic exit in the cell cycle.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0051775	response to redox state	NAS	False	ACCEPT	REDOX_BALANCE	phenotypic	high	NAD+/NADH	SIRT2 activity influenced by cellular NAD+/NADH ratio. NAD-dependent activity inherently links SIRT2 to cellular redox state. S	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0031507	heterochromatin formation	NAS	False	KEEP_AS_NON_CORE	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	function but primary role is during mitosis. Role for human SIRT2 NAD-dependent deacetylase activity in control of mitotic exit in the cell cycle.	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0031115	negative regulation of microtubule polymerization	IDA	False	NEW	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	deacetylase activity	in at K40, which destabilizes microtubules. Direct consequence of SIRT2 tubulin deacetylase activity - deacetylation promotes microtubule depolymerization. AGK2, a specific inhibit	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SIRT2	Q8IXJ6	GO:0073163	E-cadherin localization to cell surface	NAS	False	NEW	IN_VITRO_ENZYME	molecular	low	kcat	re function term not present in existing_annotations. The catalytic efficiency (kcat/Km) for the removal of a myristoyl group is slightly higher than that for the r	genes/human/SIRT2/SIRT2-ai-review.yaml
human	SLC14A1	Q13336	GO:0071918	urea transmembrane transport	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	urea. High-resolution structures of human UT-B and UT-A paralogs, together with cryo-EM across multiple states, reveal a conserved urea recognition motif and an H-bond	genes/human/SLC14A1/SLC14A1-ai-review.yaml
human	SLC14A1	Q13336	GO:0015204	urea transmembrane transporter activity	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	We demonstrate that thiourea diffuses through HUT11 with a Michaelis constant (Km) of 40 mM, but not through HUT2.	genes/human/SLC14A1/SLC14A1-ai-review.yaml
human	SLC14A1	Q13336	GO:0005886	plasma membrane	IDA	False	UNDECIDED	DIRECT_BINDING	molecular	low	crystal structure	PMID:19865084 describes the crystal structure of a bacterial urea transporter homolog (Desulfovibrio vulgaris), not human SLC	genes/human/SLC14A1/SLC14A1-ai-review.yaml
human	SLC3A2	P08195	GO:0005886	plasma membrane	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	by experimental studies and structural biology. Core localization supported by cryo-EM structures and numerous functional studies. Mar 13. Structure of the human LAT	genes/human/SLC3A2/SLC3A2-ai-review.yaml
human	SLC3A2	P08195	GO:0042803	protein homodimerization activity	IEA	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	Crystal structure	Crystal structure of the SLC3A2 ectodomain (PMID:17724034) shows it can form homodimers, though h	genes/human/SLC3A2/SLC3A2-ai-review.yaml
human	SLC3A2	P08195	GO:0089718	amino acid import across plasma membrane	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	Cryo-EM	Cryo-EM structure of LAT1-4F2hc complex with functional characterization. Core functio	genes/human/SLC3A2/SLC3A2-ai-review.yaml
human	SLC3A2	P08195	GO:0046982	protein heterodimerization activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	Cryo-EM	Cryo-EM structure of LAT2-4F2hc complex demonstrating heterodimer architecture. Core m	genes/human/SLC3A2/SLC3A2-ai-review.yaml
human	SLC3A2	P08195	GO:1990184	amino acid transport complex	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	Cryo-EM	Cryo-EM structure directly demonstrating SLC3A2 as part of heteromeric amino acid trans	genes/human/SLC3A2/SLC3A2-ai-review.yaml
human	SLC3A2	P08195	GO:0015327	cystine:glutamate antiporter activity	IDA	False	NEW	DIRECT_BINDING	molecular	low	cryo-EM	ntal studies including the original characterization (PMID:11417227) and recent cryo-EM structures (PMID:34880232). System xc- activity is essential for cysteine homeo	genes/human/SLC3A2/SLC3A2-ai-review.yaml
human	SLC3A2	P08195	GO:0097707	ferroptosis	IMP	False	NEW	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	utathione depletion, and ferroptotic cell death characterized by iron-dependent lipid peroxidation. System xc- is a major target for inducing ferroptosis in cancer therapy. SLC3	genes/human/SLC3A2/SLC3A2-ai-review.yaml
human	SLC40A1	Q9NP59	GO:0005381	iron ion transmembrane transporter activity	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	Cryo-EM	tal studies including functional assays in Xenopus oocytes and mammalian cells. Cryo-EM structures have revealed the iron-binding sites and transport mechanism. 2005 F	genes/human/SLC40A1/SLC40A1-ai-review.yaml
human	SLC40A1	Q9NP59	GO:0046872	metal ion binding	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	Cryo-EM	niProt keyword mapping. Ferroportin binds ferrous iron (Fe2+) during transport. Cryo-EM structures have identified two metal-binding sites in the central cavity. This	genes/human/SLC40A1/SLC40A1-ai-review.yaml
human	SLC7A11	Q9UPY5	GO:0015327	cystine:glutamate antiporter activity	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	o-expressed with 4F2hc mediates Na+-independent cystine/glutamate antiport with Km values of 43 uM for cystine and 92 uM for glutamate. Core molecular function e	genes/human/SLC7A11/SLC7A11-ai-review.yaml
human	SLC7A11	Q9UPY5	GO:0015327	cystine:glutamate antiporter activity	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	et al., 2004) characterized membrane topology and transport function, reporting Km of 110 uM for cystine and 224 uM for glutamate. Confirms core antiporter activ	genes/human/SLC7A11/SLC7A11-ai-review.yaml
human	SLC7A11	Q9UPY5	GO:0015327	cystine:glutamate antiporter activity	RCA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	PMID:34880232 (Parker et al., 2021) provided cryo-EM structure of xCT-4F2hc complex with L-glutamate bound, revealing molecular basi	genes/human/SLC7A11/SLC7A11-ai-review.yaml
human	SLC7A11	Q9UPY5	GO:0015811	L-cystine transport	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	Direct demonstration of L-cystine uptake via xCT/4F2hc complex with Km = 43 uM. Core biological process with direct kinetic evidence. The amino acid	genes/human/SLC7A11/SLC7A11-ai-review.yaml
human	SLC7A11	Q9UPY5	GO:0015811	L-cystine transport	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	Confirmed cystine transport with Km = 110 uM in detailed topology study. Core biological process confirmed with ki	genes/human/SLC7A11/SLC7A11-ai-review.yaml
human	SLC7A11	Q9UPY5	GO:0015813	L-glutamate transmembrane transport	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	Direct demonstration of glutamate efflux coupled to cystine import with Km = 92 uM. Core biological process with kinetic evidence. This activity also fu	genes/human/SLC7A11/SLC7A11-ai-review.yaml
human	SLC7A11	Q9UPY5	GO:0015813	L-glutamate transmembrane transport	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	Glutamate transport confirmed with Km = 224 uM. Core biological process with kinetic parameters. 4F2hc/xCT elicits	genes/human/SLC7A11/SLC7A11-ai-review.yaml
human	SLC7A11	Q9UPY5	GO:0015813	L-glutamate transmembrane transport	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	cal process with structural evidence of glutamate binding. Here we present the cryo-EM structure of system xc- in both the apo and glutamate bound states	genes/human/SLC7A11/SLC7A11-ai-review.yaml
human	SLC7A11	Q9UPY5	GO:0005515	protein binding	IPI	False	REMOVE	DIRECT_BINDING	molecular	low	cryo-EM	nted by the complex formation in ComplexPortal (CPX-8190). Here we present the cryo-EM structure of system xc- in both the apo and glutamate bound states	genes/human/SLC7A11/SLC7A11-ai-review.yaml
human	SMAD3	P84022	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	ding elements (SBEs) in cis-regulatory regions of target genes, demonstrated by crystal structure (PMID:9741623), CASTing assays (Itoh et al. 2024), and ChIP-seq studies. IBA is	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	IBA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	ChIP-seq	ted by crystal structure (PMID:9741623), CASTing assays (Itoh et al. 2024), and ChIP-seq studies. IBA is well-supported across SMAD family. Core molecular function of S	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0071144	heteromeric SMAD protein complex	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	e SMAD3/SMAD4 heteromeric complex is the functional unit of TGF-beta signaling. Crystal structure solved (PMID:15350224). TGF-beta induces heteromeric complexes of Smads 2, 3 an	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0042802	identical protein binding	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	pitation and structural studies. SMAD3 homo-oligomerization is well-documented. Crystal structure shows SMAD3 trimeric assembly (PMID:11224571). Smad3 and Smad4 cooperate with c	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0042802	identical protein binding	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	pitation and structural studies. SMAD3 homo-oligomerization is well-documented. Crystal structure shows SMAD3 trimeric assembly (PMID:11224571). Smad3 and Smad4 cooperate with c	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0003690	double-stranded DNA binding	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	A (Ensembl orthologs) for double-stranded DNA binding from mouse data. Correct. Crystal structure confirms SMAD3 MH1 domain binds dsDNA at SBE sequences (PMID:9741623, PMID:1268	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0032993	protein-DNA complex	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	orrect. SMAD3 forms protein-DNA complexes at SBE-containing regulatory regions. Crystal structure of SMAD3 MH1-DNA complex solved (PMID:12686552).	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0043565	sequence-specific DNA binding	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	data. Correct. SMAD3 MH1 domain binds specific DNA sequences (SBE: GTCT/AGAC). Crystal structure confirms sequence-specific binding (PMID:9741623).	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0051881	regulation of mitochondrial membrane potential	IEA	False	MARK_AS_OVER_ANNOTATED	MITO_MEMBRANE_POTENTIAL	phenotypic	high	mitochondrial membrane potential	IEA (Ensembl orthologs) for regulation of mitochondrial membrane potential from rat data. Indirect downstream effect. Not a direct function of SMAD3 as a	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0008270	zinc ion binding	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	ed (PMID:12686552). SMAD3 MH1 domain coordinates zinc via Cys and His residues. Crystal structure confirms zinc coordination in MH1 domain essential for DNA binding (PMID:126865	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0045893	positive regulation of DNA-templated transcription	IDA	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	reporter assay	) showed that Smads 2, 3 and 4 showed a synergistic effect in a transcriptional reporter assay using the TGF-beta-inducible PAI-1 promoter (PMID:9311995). Core biological pro	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0042803	protein homodimerization activity	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	MAD3 forms homotrimers via its MH2 domain, a key step in the signaling pathway. Crystal structures confirm the MH2 domain mediates trimerization. While SMAD3 primarily signals a	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0043565	sequence-specific DNA binding	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	the MH1 domain is a fundamental activity of SMAD3. This is well-established by crystal structures, EMSA, and ChIP experiments. Consistent with the IEA annotation for this term	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SMAD3	P84022	GO:0043565	sequence-specific DNA binding	IDA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	ChIP experiment	al activity of SMAD3. This is well-established by crystal structures, EMSA, and ChIP experiments. Consistent with the IEA annotation for this term already accepted.	genes/human/SMAD3/SMAD3-ai-review.yaml
human	SOCS4	Q8WXH5	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	ents. This annotation accurately captures SOCS4's core molecular mechanism. The crystal structure of SOCS4-Elongin B/C complex (PMID:17997974) demonstrates how SOCS box recruits	genes/human/SOCS4/SOCS4-ai-review.yaml
human	SOD1	P00441	GO:0051881	regulation of mitochondrial membrane potential	IMP	False	KEEP_AS_NON_CORE	MITO_MEMBRANE_POTENTIAL	phenotypic	high	mitochondrial membrane potential	Regulation of mitochondrial membrane potential (IMP). SOD1 knockdown impairs mitochondrial membrane potential; a downstream co	genes/human/SOD1/SOD1-ai-review.yaml
human	SOX9	P48436	GO:0061036	positive regulation of cartilage development	IDA	False	ACCEPT	CELL_DIFFERENTIATION	phenotypic	high	chondrogenic differentiation	logical_process ECO:0000314 IDA PMID:29503843 Nov 2. Sox9 augments BMP2-induced chondrogenic differentiation by downregulating Smad7 in mesenchymal stem cells (MSCs).	genes/human/SOX9/SOX9-ai-review.yaml
