organism	gene	pmid	go_id	go_label	aspect	evidence_type	negated	action	readout_class	proximity	convergence	aligned	full_text
human	PMPCA	32443488	GO:0005739	mitochondrion	CC	NAS	False	MODIFY	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	PMPCA	32443488	GO:0017087	mitochondrial processing peptidase complex	CC	NAS	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	PMPCA	32443488	GO:0070585	protein localization to mitochondrion	BP	NAS	False	MARK_AS_OVER_ANNOTATED	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	PMPCA	22354088	GO:0016485	protein processing	BP	IDA	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	False	True
human	PMPCA	34800366	GO:0005739	mitochondrion	CC	HTP	False	MODIFY	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	PMPCA	34800366	GO:0005739	mitochondrion	CC	HTP	False	MODIFY	METABOLIC_FLUX	phenotypic	high	False	True
human	PMPCA	34800366	GO:0005739	mitochondrion	CC	HTP	False	MODIFY	IN_VITRO_ENZYME	molecular	low	False	True
human	PMPCB	32443488	GO:0005739	mitochondrion	CC	NAS	False	MARK_AS_OVER_ANNOTATED	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	PMPCB	32443488	GO:0017087	mitochondrial processing peptidase complex	CC	NAS	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	PMPCB	32443488	GO:0070585	protein localization to mitochondrion	BP	NAS	False	MARK_AS_OVER_ANNOTATED	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	PMPCB	22354088	GO:0016485	protein processing	BP	IDA	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	False	True
human	PMPCB	34800366	GO:0005739	mitochondrion	CC	HTP	False	MARK_AS_OVER_ANNOTATED	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	PMPCB	34800366	GO:0005739	mitochondrion	CC	HTP	False	MARK_AS_OVER_ANNOTATED	METABOLIC_FLUX	phenotypic	high	False	True
human	PMPCB	34800366	GO:0005739	mitochondrion	CC	HTP	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	PMPCB	22354088	GO:0005759	mitochondrial matrix	CC	EXP	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	PMPCB	22354088	GO:0004222	metalloendopeptidase activity	MF	IDA	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	False	True
human	PMPCB	22354088	GO:0005739	mitochondrion	CC	IDA	False	MARK_AS_OVER_ANNOTATED	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	POLD2	12403614	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	False
human	POLD2	15670210	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	False
human	POLD2	16000169	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
human	POLD2	16000169	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	POLD2	16000169	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POLD2	26030842	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
human	POLD2	26030842	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POLD2	28514442	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POLD2	31449058	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DNA_DAMAGE_FOCI	phenotypic	high	False	True
human	POLD2	33961781	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POLD2	38554706	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	POLD2	38554706	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POLD2	24449906	GO:0016035	zeta DNA polymerase complex	CC	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	POLD2	24449906	GO:0016035	zeta DNA polymerase complex	CC	IPI	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	POLD2	24449906	GO:0042276	error-prone translesion synthesis	BP	IDA	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	False	True
human	POLD2	24449906	GO:0042276	error-prone translesion synthesis	BP	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	True
human	POLD2	12403614	GO:0043625	delta DNA polymerase complex	CC	IPI	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	POLD2	11595739	GO:0043625	delta DNA polymerase complex	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	POLD2	11595739	GO:0071897	DNA biosynthetic process	BP	IDA	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	False
human	POLD2	22465957	GO:0016035	zeta DNA polymerase complex	CC	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	POLD2	22465957	GO:0016035	zeta DNA polymerase complex	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POLD2	22465957	GO:0043625	delta DNA polymerase complex	CC	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	POLD2	22465957	GO:0043625	delta DNA polymerase complex	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POLD2	8530069	GO:0005634	nucleus	CC	TAS	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	False
human	POLD2	8530069	GO:0006260	DNA replication	BP	TAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	POLD2	31449058	GO:0006273	lagging strand elongation	?	TAS	False	NEW	DNA_DAMAGE_FOCI	phenotypic	high	False	True
human	POLD2	24449906	GO:0019985	translesion synthesis	BP	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
human	POLD2	24449906	GO:0019985	translesion synthesis	BP	IDA	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
human	POLDIP2	34800366	GO:0005739	mitochondrion	CC	HTP	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	POLDIP2	34800366	GO:0005739	mitochondrion	CC	HTP	False	ACCEPT	METABOLIC_FLUX	phenotypic	high	False	True
human	POLDIP2	34800366	GO:0005739	mitochondrion	CC	HTP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	POLDIP2	18063578	GO:0042645	mitochondrial nucleoid	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	POLE4	22190034	GO:0005515	protein binding	MF	IPI	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	POLE4	25416956	GO:0005515	protein binding	MF	IPI	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POLE4	32296183	GO:0005515	protein binding	MF	IPI	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POLE4	33961781	GO:0005515	protein binding	MF	IPI	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POLE4	33051204	GO:0006261	DNA-templated DNA replication	BP	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POLE4	30217558	GO:0000510	H3-H4 histone complex chaperone activity	?	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
human	POLE4	30217558	GO:0000510	H3-H4 histone complex chaperone activity	?	IDA	False	NEW	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POLE4	30217558	GO:0006335	DNA replication-dependent chromatin assembly	BP	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
human	POLE4	30217558	GO:0006335	DNA replication-dependent chromatin assembly	BP	IDA	False	NEW	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POMC	32296183	GO:0005515	protein binding	MF	IPI	False	REMOVE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	POMC	19743876	GO:0070996	type 1 melanocortin receptor binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	POMC	18292087	GO:0070996	type 1 melanocortin receptor binding	MF	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	POMC	19743876	GO:0031781	type 3 melanocortin receptor binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	POMC	19743876	GO:0031782	type 4 melanocortin receptor binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	POMC	18292087	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	IDA	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	11591705	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	NFKB_REPORTER	phenotypic	high	False	True
human	PPP2CA	11591705	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	PPP2CA	11839802	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2CA	16239230	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	False
human	PPP2CA	17055435	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	False
human	PPP2CA	17529992	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	False
human	PPP2CA	17540176	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	18394995	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	False
human	PPP2CA	18715871	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DNA_DAMAGE_FOCI	phenotypic	high	False	False
human	PPP2CA	19156129	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2CA	19293187	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	21988832	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	NFKB_REPORTER	phenotypic	high	False	True
human	PPP2CA	21988832	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	PPP2CA	25531779	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	CELL_MIGRATION_INVASION	phenotypic	high	False	False
human	PPP2CA	26256536	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
human	PPP2CA	26256536	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	32296183	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	33633399	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
human	PPP2CA	33633399	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	33961781	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	37761890	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	38123684	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
human	PPP2CA	38123684	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	28167675	GO:0008287	protein serine/threonine phosphatase complex	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	32647223	GO:0005634	nucleus	CC	NAS	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	PPP2CA	32647223	GO:0005634	nucleus	CC	NAS	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	PPP2CA	32647223	GO:0005634	nucleus	CC	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2CA	33633399	GO:0035330	regulation of hippo signaling	BP	NAS	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	False	True
human	PPP2CA	33633399	GO:0035330	regulation of hippo signaling	BP	NAS	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	33243860	GO:0160240	RNA polymerase II transcription initiation surveillance	BP	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	37080207	GO:0160240	RNA polymerase II transcription initiation surveillance	BP	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	33243860	GO:0160232	INTAC complex	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	36869814	GO:0160232	INTAC complex	CC	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	PPP2CA	37080207	GO:0160232	INTAC complex	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	33243860	GO:0000785	chromatin	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	33243860	GO:0005634	nucleus	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	33243860	GO:0180006	RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity	MF	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	33243860	GO:0180007	RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity	MF	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	33243860	GO:0180008	RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity	MF	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	39032490	GO:0005634	nucleus	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	39032490	GO:0005829	cytosol	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	33633399	GO:0035331	negative regulation of hippo signaling	BP	IDA	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	False	True
human	PPP2CA	33633399	GO:0035331	negative regulation of hippo signaling	BP	IDA	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	33633399	GO:0090443	FAR/SIN/STRIPAK complex	CC	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	PPP2CA	33633399	GO:0090443	FAR/SIN/STRIPAK complex	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	29063833	GO:0004722	protein serine/threonine phosphatase activity	MF	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	PPP2CA	29063833	GO:0005737	cytoplasm	CC	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	PPP2CA	29063833	GO:0035331	negative regulation of hippo signaling	BP	IDA	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	False	True
human	PPP2CA	29063833	GO:0090443	FAR/SIN/STRIPAK complex	CC	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	PPP2CA	21131359	GO:0004722	protein serine/threonine phosphatase activity	MF	TAS	False	ACCEPT	DNA_DAMAGE_FOCI	phenotypic	high	False	True
human	PPP2CA	15525651	GO:0004725	protein tyrosine phosphatase activity	MF	IDA	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	False
human	PPP2CA	21806946	GO:0051898	negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	BP	IMP	False	KEEP_AS_NON_CORE	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	PPP2CA	21806946	GO:0051898	negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	BP	IMP	False	KEEP_AS_NON_CORE	CELL_MIGRATION_INVASION	phenotypic	high	False	True
human	PPP2CA	21806946	GO:0051898	negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	BP	IMP	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	25438055	GO:0004722	protein serine/threonine phosphatase activity	MF	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2CA	25438055	GO:0004722	protein serine/threonine phosphatase activity	MF	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	25438055	GO:2000045	regulation of G1/S transition of mitotic cell cycle	BP	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2CA	25438055	GO:2000045	regulation of G1/S transition of mitotic cell cycle	BP	IDA	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	True	True
human	PPP2CA	33108758	GO:0006470	protein dephosphorylation	BP	IMP	False	ACCEPT	DNA_DAMAGE_FOCI	phenotypic	high	False	True
human	PPP2CA	33108758	GO:0006470	protein dephosphorylation	BP	IMP	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	17974561	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	30611118	GO:0004722	protein serine/threonine phosphatase activity	MF	IDA	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	PPP2CA	30611118	GO:0004722	protein serine/threonine phosphatase activity	MF	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	30611118	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	PPP2CA	30611118	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	28386764	GO:0048156	tau protein binding	MF	NAS	False	KEEP_AS_NON_CORE	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	PPP2CA	28386764	GO:0048156	tau protein binding	MF	NAS	False	KEEP_AS_NON_CORE	MITO_MEMBRANE_POTENTIAL	phenotypic	high	False	True
human	PPP2CA	27588481	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CA	28609714	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	28386764	GO:0004721	phosphoprotein phosphatase activity	MF	TAS	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	PPP2CA	28386764	GO:0004721	phosphoprotein phosphatase activity	MF	TAS	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	False	True
human	PPP2CA	28386764	GO:0004722	protein serine/threonine phosphatase activity	MF	TAS	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	PPP2CA	28386764	GO:0004722	protein serine/threonine phosphatase activity	MF	TAS	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	False	True
human	PPP2CA	22387731	GO:0010288	response to lead ion	BP	TAS	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	False
human	PPP2CA	22387731	GO:0010288	response to lead ion	BP	TAS	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	PPP2CA	17055435	GO:0000159	protein phosphatase type 2A complex	CC	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	False
human	PPP2CA	17174897	GO:0000159	protein phosphatase type 2A complex	CC	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	False
human	PPP2CA	17485487	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2CB	19156129	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2CB	25531779	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	CELL_MIGRATION_INVASION	phenotypic	high	False	False
human	PPP2CB	28514442	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CB	33961781	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2CB	28159925	GO:0043124	negative regulation of canonical NF-kappaB signal transduction	BP	IGI	False	KEEP_AS_NON_CORE	NFKB_REPORTER	phenotypic	high	True	True
human	PPP2CB	28159925	GO:0043124	negative regulation of canonical NF-kappaB signal transduction	BP	IGI	False	KEEP_AS_NON_CORE	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	PPP2CB	28159925	GO:0010629	negative regulation of gene expression	BP	IGI	False	MARK_AS_OVER_ANNOTATED	NFKB_REPORTER	phenotypic	high	False	True
human	PPP2CB	28159925	GO:0010629	negative regulation of gene expression	BP	IGI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	True	True
human	PPP2CB	28159925	GO:0010629	negative regulation of gene expression	BP	IMP	False	MARK_AS_OVER_ANNOTATED	NFKB_REPORTER	phenotypic	high	False	True
human	PPP2CB	28159925	GO:0010629	negative regulation of gene expression	BP	IMP	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	True	True
human	PPP2CB	28159925	GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway	BP	IGI	False	KEEP_AS_NON_CORE	NFKB_REPORTER	phenotypic	high	False	True
human	PPP2CB	28159925	GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway	BP	IGI	False	KEEP_AS_NON_CORE	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	PPP2CB	28386764	GO:0048156	tau protein binding	MF	NAS	False	KEEP_AS_NON_CORE	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	PPP2CB	28386764	GO:0048156	tau protein binding	MF	NAS	False	KEEP_AS_NON_CORE	MITO_MEMBRANE_POTENTIAL	phenotypic	high	False	True
human	PPP2R1A	11591705	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	NFKB_REPORTER	phenotypic	high	False	True
human	PPP2R1A	11591705	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	PPP2R1A	17055435	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	False
human	PPP2R1A	17529992	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	False
human	PPP2R1A	17540176	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2R1A	18394995	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	False
human	PPP2R1A	18715871	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DNA_DAMAGE_FOCI	phenotypic	high	False	False
human	PPP2R1A	19156129	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2R1A	19293187	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2R1A	20711181	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2R1A	23555304	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	PPP2R1A	25150978	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2R1A	25438055	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2R1A	25438055	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2R1A	26829474	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2R1A	27173435	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2R1A	31515488	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
human	PPP2R1A	31515488	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	PPP2R1A	31515488	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2R1A	32296183	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	PPP2R1A	32707033	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
