cohort,role,accession,species,gene_symbol,gene_review,cohort_source,uniprot_panther,member_index_panther,resolved_accession,families,mapping_status,roles,family_reviews,gene_context_family,curation_status,unassigned_assessment
FLY41,prediction_target,Q8IMT2,DROME,CG31099,genes/DROME/CG31099/CG31099-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR11012:SF6;PTHR11012,,Q8IMT2,PTHR11012,MAPPED,prediction_target,interpro/panther/PTHR11012/PTHR11012-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q8IMZ2,DROME,orb,genes/DROME/orb/orb-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR12566;PTHR12566:SF9,,Q8IMZ2,PTHR12566,MAPPED,prediction_target,interpro/panther/PTHR12566/PTHR12566-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q8IP30,DROME,CG4793,genes/DROME/CG4793/CG4793-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR24256,,Q8IP30,PTHR24256,MAPPED,prediction_target,interpro/panther/PTHR24256/PTHR24256-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q8IPG8,DROME,CG31606,genes/DROME/CG31606/CG31606-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,,,Q8IPG8,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,Unclassified secreted fly protein; apolipoprotein placement unsupported
FLY41,prediction_target,Q8IPI4,DROME,Mst27D,genes/DROME/Mst27D/Mst27D-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR10623,,Q8IPI4,PTHR10623,MAPPED,prediction_target,interpro/panther/PTHR10623/PTHR10623-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q8IRM9,DROME,CG32706,genes/DROME/CG32706/CG32706-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR12311;PTHR12311:SF7,,Q8IRM9,PTHR12311,MAPPED,prediction_target,interpro/panther/PTHR12311/PTHR12311-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q8MST5,DROME,betaTub97EF,genes/DROME/betaTub97EF/betaTub97EF-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR11588,,Q8MST5,PTHR11588,MAPPED,prediction_target,interpro/panther/PTHR11588/PTHR11588-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9V3Y8,DROME,IKKepsilon,genes/DROME/IKKepsilon/IKKepsilon-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR22969:SF15;PTHR22969,,Q9V3Y8,PTHR22969,MAPPED,prediction_target,interpro/panther/PTHR22969/PTHR22969-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9V4C9,DROME,dati,genes/DROME/dati/dati-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR16515:SF49;PTHR16515,,Q9V4C9,PTHR16515,MAPPED,prediction_target,interpro/panther/PTHR16515/PTHR16515-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9VAS1,DROME,Nepl19,genes/DROME/Nepl19/Nepl19-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR11733:SF238;PTHR11733,,Q9VAS1,PTHR11733,MAPPED,prediction_target,interpro/panther/PTHR11733/PTHR11733-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9VB17,DROME,CG5611,genes/DROME/CG5611/CG5611-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR43802;PTHR43802:SF1,,Q9VB17,PTHR43802,MAPPED,prediction_target,interpro/panther/PTHR43802/PTHR43802-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9VEC5,DROME,cdm,genes/DROME/cdm/cdm-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR12363:SF33;PTHR12363,,Q9VEC5,PTHR12363,MAPPED,prediction_target,interpro/panther/PTHR12363/PTHR12363-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9VF20,DROME,Hmt-1,genes/DROME/Hmt-1/Hmt-1-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR24221;PTHR24221:SF654,,Q9VF20,PTHR24221,MAPPED,prediction_target,interpro/panther/PTHR24221/PTHR24221-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9VIU4,DROME,CG33116,genes/DROME/CG33116/CG33116-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR10414;PTHR10414:SF71,,Q9VIU4,PTHR10414,MAPPED,prediction_target,interpro/panther/PTHR10414/PTHR10414-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9VKV0,DROME,RluA-1,genes/DROME/RluA-1/RluA-1-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR21600;PTHR21600:SF40,,Q9VKV0,PTHR21600,MAPPED,prediction_target,interpro/panther/PTHR21600/PTHR21600-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9VQ04,DROME,CG5565,genes/DROME/CG5565/CG5565-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR18901;PTHR18901:SF38,,Q9VQ04,PTHR18901,MAPPED,prediction_target,interpro/panther/PTHR18901/PTHR18901-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9VQD1,DROME,CG3515,genes/DROME/CG3515/CG3515-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR19861:SF0;PTHR19861,,Q9VQD1,PTHR19861,MAPPED,prediction_target,interpro/panther/PTHR19861/PTHR19861-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9VSD6,DROME,msk,genes/DROME/msk/msk-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR10997:SF18;PTHR10997,,Q9VSD6,PTHR10997,MAPPED,prediction_target,interpro/panther/PTHR10997/PTHR10997-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9VV60,DROME,TyrRS,genes/DROME/TyrRS/TyrRS-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR11586;PTHR11586:SF43,,Q9VV60,PTHR11586,MAPPED,prediction_target,interpro/panther/PTHR11586/PTHR11586-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9VVS1,DROME,Dic4,genes/DROME/Dic4/Dic4-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR45618,,Q9VVS1,PTHR45618,MAPPED,prediction_target,interpro/panther/PTHR45618/PTHR45618-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9VX63,DROME,CG8915,genes/DROME/CG8915/CG8915-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR18934:SF213;PTHR18934,,Q9VX63,PTHR18934,MAPPED,prediction_target,interpro/panther/PTHR18934/PTHR18934-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9W255,DROME,qkr58E-1,genes/DROME/qkr58E-1/qkr58E-1-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR11208:SF140;PTHR11208,,Q9W255,PTHR11208,MAPPED,prediction_target,interpro/panther/PTHR11208/PTHR11208-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9W288,DROME,NtR,genes/DROME/NtR/NtR-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR36695;PTHR36695:SF12,,Q9W288,PTHR36695,MAPPED,prediction_target,interpro/panther/PTHR36695/PTHR36695-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q9XTP7,DROME,jumu,genes/DROME/jumu/jumu-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR46721:SF3;PTHR46721,,Q9XTP7,PTHR46721,MAPPED,prediction_target,interpro/panther/PTHR46721/PTHR46721-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,X2J5X6,DROME,loqs,genes/DROME/loqs/loqs-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR46205;PTHR46205:SF3,,X2J5X6,PTHR46205,MAPPED,prediction_target,interpro/panther/PTHR46205/PTHR46205-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,X2JE45,DROME,CG33090,genes/DROME/CG33090/CG33090-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR12654;PTHR12654:SF0,,X2JE45,PTHR12654,MAPPED,prediction_target,interpro/panther/PTHR12654/PTHR12654-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,X2JEK1,DROME,CG34171,genes/DROME/CG34171/CG34171-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR24256,,X2JEK1,PTHR24256,MAPPED,prediction_target,interpro/panther/PTHR24256/PTHR24256-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,A0A0B4KF19,DROME,Cables1,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR22896;PTHR22896:SF0,,A0A0B4KF19,PTHR22896,MAPPED,prediction_target,interpro/panther/PTHR22896/PTHR22896-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,A0A0B4KFF2,DROME,CG43742,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR24256,,A0A0B4KFF2,PTHR24256,MAPPED,prediction_target,interpro/panther/PTHR24256/PTHR24256-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,A0A0B4LGP2,DROME,CG45100,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,,,A0A0B4LGP2,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,Hdac3 upstream-ORF microprotein; no deacetylase family inference
FLY_LOCATION_KEYWORD,prediction_target,A0A1W5PXH3,DROME,CG46301,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR12449;PTHR12449:SF22,,A0A1W5PXH3,PTHR12449,MAPPED,prediction_target,interpro/panther/PTHR12449/PTHR12449-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,B7Z0B2,DROME,CG10359,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR19143:SF327;PTHR19143,,B7Z0B2,PTHR19143,MAPPED,prediction_target,interpro/panther/PTHR19143/PTHR19143-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,C0P8M6,DROME,Pcf11,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR15921:SF3;PTHR15921,,C0P8M6,PTHR15921,MAPPED,prediction_target,interpro/panther/PTHR15921/PTHR15921-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,H0RNN8,DROME,CG13096,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR48162:SF1;PTHR48162,,H0RNN8,PTHR48162,MAPPED,prediction_target,interpro/panther/PTHR48162/PTHR48162-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,M9NF85,DROME,CG32086,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,,,M9NF85,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,EFHB C-terminal EF-hand domain protein
FLY_LOCATION_KEYWORD,prediction_target,M9PBB3,DROME,CG18507,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR31193:SF1;PTHR31193,,M9PBB3,PTHR31193,MAPPED,prediction_target,interpro/panther/PTHR31193/PTHR31193-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,M9PFV8,DROME,rgn,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR23211:SF0;PTHR23211,,M9PFV8,PTHR23211,MAPPED,prediction_target,interpro/panther/PTHR23211/PTHR23211-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD;FLY_NEXT20,prediction_target,O76268,DROME,NTPase,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR11782;PTHR11782:SF127,,O76268,PTHR11782,MAPPED,prediction_target,interpro/panther/PTHR11782/PTHR11782-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,Q0E9B5,DROME,CG8841,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR21575;PTHR21575:SF12,,Q0E9B5,PTHR21575,MAPPED,prediction_target,interpro/panther/PTHR21575/PTHR21575-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD;FLY_NEXT20,prediction_target,Q0KI97,DROME,CG34117,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR31716;PTHR31716:SF1,,Q0KI97,PTHR31716,MAPPED,prediction_target,interpro/panther/PTHR31716/PTHR31716-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD;FLY_NEXT20,prediction_target,Q5U0V7,DROME,Synj,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR11200;PTHR11200:SF257,,Q5U0V7,PTHR11200,MAPPED,prediction_target,interpro/panther/PTHR11200/PTHR11200-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD;FLY_NEXT20,prediction_target,Q7KVQ7,DROME,Tango5,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,,,Q7KVQ7,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,VMP1-related membrane architecture without PANTHER coverage
FLY_LOCATION_KEYWORD,prediction_target,Q8INJ6,DROME,glo,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR13976,,Q8INJ6,PTHR13976,MAPPED,prediction_target,interpro/panther/PTHR13976/PTHR13976-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,Q8IRK6,DROME,CG30288,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR24256,,Q8IRK6,PTHR24256,MAPPED,prediction_target,interpro/panther/PTHR24256/PTHR24256-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,Q8MLV8,DROME,CG30287,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR24256,,Q8MLV8,PTHR24256,MAPPED,prediction_target,interpro/panther/PTHR24256/PTHR24256-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,Q8MZA7,DROME,CG13494,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,,,Q8MZA7,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,Small membrane protein CG13494; family unresolved
FLY_LOCATION_KEYWORD;FLY_NEXT20,prediction_target,Q8T0V2,DROME,MESK2,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR11034,,Q8T0V2,PTHR11034,MAPPED,prediction_target,interpro/panther/PTHR11034/PTHR11034-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,Q9VFA8,DROME,CG42404,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR15256;PTHR15256:SF6,,Q9VFA8,PTHR15256,MAPPED,prediction_target,interpro/panther/PTHR15256/PTHR15256-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,Q9VGC0,DROME,CG17404,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR24256,,Q9VGC0,PTHR24256,MAPPED,prediction_target,interpro/panther/PTHR24256/PTHR24256-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,Q9VHA8,DROME,P58IPK,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR44140;PTHR44140:SF2,,Q9VHA8,PTHR44140,MAPPED,prediction_target,interpro/panther/PTHR44140/PTHR44140-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,Q9VK03,DROME,hbt,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR12242:SF49;PTHR12242,,Q9VK03,PTHR12242,MAPPED,prediction_target,interpro/panther/PTHR12242/PTHR12242-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD;FLY_NEXT20,prediction_target,Q9VLR2,DROME,CG8353,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR11644;PTHR11644:SF2,,Q9VLR2,PTHR11644,MAPPED,prediction_target,interpro/panther/PTHR11644/PTHR11644-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,Q9VN74,DROME,CG14662,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,,,Q9VN74,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,LRR-related membrane protein CG14662; receptor mechanism unresolved
FLY_LOCATION_KEYWORD,prediction_target,Q9VSK1,DROME,CG32354,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR10913;PTHR10913:SF79,,Q9VSK1,PTHR10913,MAPPED,prediction_target,interpro/panther/PTHR10913/PTHR10913-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,Q9W281,DROME,Fbxo42,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR46432;PTHR46432:SF1,,Q9W281,PTHR46432,MAPPED,prediction_target,interpro/panther/PTHR46432/PTHR46432-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_LOCATION_KEYWORD,prediction_target,Q9XYY9,DROME,Rhp,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv,PTHR23031:SF15;PTHR23031,,Q9XYY9,PTHR23031,MAPPED,prediction_target,interpro/panther/PTHR23031/PTHR23031-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,P53624,DROME,alpha-Man-Ia,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR11742:SF6;PTHR11742,,P53624,PTHR11742,MAPPED,prediction_target,interpro/panther/PTHR11742/PTHR11742-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,Q9W4S9,DROME,Pde4,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR11347,,Q9W4S9,PTHR11347,MAPPED,prediction_target,interpro/panther/PTHR11347/PTHR11347-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,Q95T10,DROME,CG3631,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR12450;PTHR12450:SF14,,Q95T10,PTHR12450,MAPPED,prediction_target,interpro/panther/PTHR12450/PTHR12450-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,Q9VU95,DROME,CG8745,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR45688;PTHR45688:SF13,,Q9VU95,PTHR45688,MAPPED,prediction_target,interpro/panther/PTHR45688/PTHR45688-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,Q9VCR7,DROME,Ctns,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR13131;PTHR13131:SF5,,Q9VCR7,PTHR13131,MAPPED,prediction_target,interpro/panther/PTHR13131/PTHR13131-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,Q9VBC7,DROME,amon,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR42884:SF13;PTHR42884,,Q9VBC7,PTHR42884,MAPPED,prediction_target,interpro/panther/PTHR42884/PTHR42884-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,Q9VDT6,DROME,Mrm2,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR10920;PTHR10920:SF18,,Q9VDT6,PTHR10920,MAPPED,prediction_target,interpro/panther/PTHR10920/PTHR10920-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,Q9VVV2,DROME,CG6836,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR23423,,Q9VVV2,PTHR23423,MAPPED,prediction_target,interpro/panther/PTHR23423/PTHR23423-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,E1JIT1,DROME,Gpdh3,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR11728;PTHR11728:SF8,,E1JIT1,PTHR11728,MAPPED,prediction_target,interpro/panther/PTHR11728/PTHR11728-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,Q9VGF3,DROME,CG18547,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR42686;PTHR42686:SF1,,Q9VGF3,PTHR42686,MAPPED,prediction_target,interpro/panther/PTHR42686/PTHR42686-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,Q9VGJ8,DROME,CG6830,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR11012:SF6;PTHR11012,,Q9VGJ8,PTHR11012,MAPPED,prediction_target,interpro/panther/PTHR11012/PTHR11012-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,M9PCT1,DROME,Serinc,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR10383;PTHR10383:SF9,,M9PCT1,PTHR10383,MAPPED,prediction_target,interpro/panther/PTHR10383/PTHR10383-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,Q9VC41,DROME,CG42331,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR11475:SF109;PTHR11475,,Q9VC41,PTHR11475,MAPPED,prediction_target,interpro/panther/PTHR11475/PTHR11475-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY_NEXT20,prediction_target,Q7K5M0,DROME,scaf,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv,PTHR24250;PTHR24250:SF27,,Q7K5M0,PTHR24250,MAPPED,prediction_target,interpro/panther/PTHR24250/PTHR24250-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,O13769,SCHPO,ulp2,genes/SCHPO/ulp2/ulp2-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR46896:SF3;PTHR46896,,O13769,PTHR46896,MAPPED,prediction_target,interpro/panther/PTHR46896/PTHR46896-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,O13993,SCHPO,rpo41,genes/SCHPO/rpo41/rpo41-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR10102;PTHR10102:SF0,,O13993,PTHR10102,MAPPED,prediction_target,interpro/panther/PTHR10102/PTHR10102-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,O14003,SCHPO,rfc3,genes/SCHPO/rfc3/rfc3-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR11669;PTHR11669:SF9,,O14003,PTHR11669,MAPPED,prediction_target,interpro/panther/PTHR11669/PTHR11669-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,O14086,SCHPO,rpa49,genes/SCHPO/rpa49/rpa49-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR14440,,O14086,PTHR14440,MAPPED,prediction_target,interpro/panther/PTHR14440/PTHR14440-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,O14423,SCHPO,cbh1,genes/SCHPO/cbh1/cbh1-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR19303:SF73;PTHR19303,,O14423,PTHR19303,MAPPED,prediction_target,interpro/panther/PTHR19303/PTHR19303-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,O42996,SCHPO,crt10,genes/SCHPO/crt10/crt10-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR19876;PTHR19876:SF20,,O42996,PTHR19876,MAPPED,prediction_target,interpro/panther/PTHR19876/PTHR19876-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,O59772,SCHPO,sws2,genes/SCHPO/sws2/sws2-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR10871;PTHR10871:SF1,,O59772,PTHR10871,MAPPED,prediction_target,interpro/panther/PTHR10871/PTHR10871-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,O74801,SCHPO,yml6,genes/SCHPO/yml6/yml6-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR10746;PTHR10746:SF6,,O74801,PTHR10746,MAPPED,prediction_target,interpro/panther/PTHR10746/PTHR10746-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,O94267,SCHPO,spt16,genes/SCHPO/spt16/spt16-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR13980;PTHR13980:SF15,,O94267,PTHR13980,MAPPED,prediction_target,interpro/panther/PTHR13980/PTHR13980-review.yaml,,FAMILY_BOUNDARY_REVIEW,
