gene_symbol	gene_name	target_go_id	target_go_label	goa_status	mapping_scopes	mapping_files	mapping_subjects	pn_codes	representative_genes	supporting_goa_terms	projection_count
NOMO1		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|BOS complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
NOMO1		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|BOS complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
NOMO2		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|BOS complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
NOMO2		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|BOS complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
NOMO3		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|BOS complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
NOMO3		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|BOS complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
NOP2		GO:0032040	small-subunit processome	more_specific_than_existing_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|SSU processosome	Translation|Cytosolic translation|Ribosome biogenesis factor|SSU processosome|UTP-B complex	HEATR1;UTP15;UTP4;WDR43;WDR75	GO:0005634 nucleus;GO:0005730 nucleolus	1
NOP53		GO:0030687	preribosome, large subunit precursor	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex|5S RNP complex	BOP1;DDX27;PELP1;PES1;WDR12		1
NPLOC4		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|Ubiquitin recognition	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
NPM1		GO:0140713	histone chaperone activity	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Chaperone|Histone chaperone	Nuclear proteostasis|Chaperone|Histone chaperone	ASF1A;ASF1B;CHAF1A;NPM1		1
NPM2		GO:0140713	histone chaperone activity	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Chaperone|Histone chaperone	Nuclear proteostasis|Chaperone|Histone chaperone	ASF1A;ASF1B;CHAF1A;NPM1		1
NPM3		GO:0140713	histone chaperone activity	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Chaperone|Histone chaperone	Nuclear proteostasis|Chaperone|Histone chaperone	ASF1A;ASF1B;CHAF1A;NPM1		1
NUB1		GO:0043130	ubiquitin binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding|UBA	RAD23A;RAD23B;UBQLN1;UBQLN2;UBQLN3	GO:0005515 protein binding	1
NUDC		GO:0051879	Hsp90 protein binding	more_specific_than_existing_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone|CS domain containing	AARSD1;CACYBP;CHORDC1;CYB5R4;DNAAF11	GO:0005515 protein binding	1
NUDCD1		GO:0051879	Hsp90 protein binding	more_specific_than_existing_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone|CS domain containing	AARSD1;CACYBP;CHORDC1;CYB5R4;DNAAF11	GO:0005515 protein binding	1
NUDCD2		GO:0051879	Hsp90 protein binding	more_specific_than_existing_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone|CS domain containing	AARSD1;CACYBP;CHORDC1;CYB5R4;DNAAF11	GO:0005515 protein binding	1
NUDCD3		GO:0051879	Hsp90 protein binding	more_specific_than_existing_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone|CS domain containing	AARSD1;CACYBP;CHORDC1;CYB5R4;DNAAF11	GO:0005515 protein binding	1
NUFIP1		GO:0034517	ribophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Ribophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Ribophagy	NUFIP1		1
NUP160		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport	Nuclear proteostasis|Protein transport|Nuclear pore complex	GLE1;NUP214;NUP88;RAE1;RANBP2		1
NUP205		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport	Nuclear proteostasis|Protein transport|Nuclear pore complex	GLE1;NUP214;NUP88;RAE1;RANBP2		1
NUP210		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport	Nuclear proteostasis|Protein transport|Nuclear pore complex	GLE1;NUP214;NUP88;RAE1;RANBP2		1
NUP37		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport	Nuclear proteostasis|Protein transport|Nuclear pore complex	GLE1;NUP214;NUP88;RAE1;RANBP2		1
NUP43		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport	Nuclear proteostasis|Protein transport|Nuclear pore complex	GLE1;NUP214;NUP88;RAE1;RANBP2		1
NUP58		GO:0015031	protein transport	supported_by_goa_regulation	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport	Nuclear proteostasis|Protein transport|Nuclear pore complex	GLE1;NUP214;NUP88;RAE1;RANBP2	GO:0042306 regulation of protein import into nucleus	1
NUP62CL		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport	Nuclear proteostasis|Protein transport|Nuclear pore complex	GLE1;NUP214;NUP88;RAE1;RANBP2		1
ODF1		GO:0044183	protein folding chaperone	new_to_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|small HSP system|small HSP	Cytonuclear proteostasis|Chaperone|small HSP system|small HSP	HSPB1;HSPB2;HSPB3;HSPB6;HSPB7		1
OGT		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|O-GlcNAclyation	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
OMA1		GO:0005759	mitochondrial matrix	more_specific_than_existing_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation|Matrix protease	Mitochondrial proteostasis|Organelle-specific protein degradation|Matrix protease	AFG3L2;CLPX;PITRM1;SPG7;YME1L1	GO:0005739 mitochondrion	1
OMA1		GO:0035694	mitochondrial protein catabolic process	new_to_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation	Mitochondrial proteostasis|Organelle-specific protein degradation|Matrix protease	ANKZF1;FAF2;MARCHF5;USP30;VCP		1
OPTN		GO:0035973	aggrephagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Aggrephagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Aggrephagy	MAP1S;NBR1;OPTN;SQSTM1;TOLLIP		1
OPTN		GO:0098792	xenophagy	supported_by_goa_regulation	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Xenophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Xenophagy	CALCOCO2;OPTN;SQSTM1;TAX1BP1;TRIM5	GO:1904417 positive regulation of xenophagy	1
OSBPL1A		GO:0061906	autophagosome localization	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Localization of the autophagosome;Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Localization of the autophagosome|Recruitment of autophagosome to vicinity of ER	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Localization of the autophagosome|Recruitment of autophagosome to vicinity of ER	ARL8A;ARL8B;MAP1LC3B;OSBPL1A;RILP;RUFY3;VAPA		2
OTUB1		GO:0036503	ERAD pathway	new_to_goa	exact;ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation;ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	DERL1;DERL2;DERL3;HERPUD1;SYVN1;UBE2D1;UBE2G1;UBE2G2;UBE2J2;UBE2K		2
OTUD3		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|Deubiquitination	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
OXA1L		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Protein transport	Mitochondrial proteostasis|Protein transport|Inner membrane import|For assembly of inner membrane complexes	TOMM20;TOMM20L;TOMM5;TOMM6;TOMM7		1
P3H1		GO:0032964	collagen biosynthetic process	more_specific_than_existing_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	P4HA1;P4HA2;P4HA3;P4HB;PLOD1	GO:0032963 collagen metabolic process	1
P3H2		GO:0032964	collagen biosynthetic process	more_specific_than_existing_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	P4HA1;P4HA2;P4HA3;P4HB;PLOD1	GO:0032963 collagen metabolic process	1
P4HA1		GO:0032964	collagen biosynthetic process	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	P4HA1;P4HA2;P4HA3;P4HB;PLOD1		1
P4HA2		GO:0032964	collagen biosynthetic process	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	P4HA1;P4HA2;P4HA3;P4HB;PLOD1		1
P4HA3		GO:0032964	collagen biosynthetic process	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	P4HA1;P4HA2;P4HA3;P4HB;PLOD1		1
P4HB		GO:0032964	collagen biosynthetic process	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	P4HA1;P4HA2;P4HA3;P4HB;PLOD1		1
PAAF1		GO:0043248	proteasome assembly	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome assembly chaperone|regulatory particle	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome assembly chaperone|regulatory particle|WD40	PAAF1;PSMD10;PSMD5;PSMD9		1
PABPC1		GO:0003743	translation initiation factor activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF1;EIF1AX;EIF1AY;EIF4B;EIF4H		1
PABPC1		GO:0006413	translational initiation	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF2B1;EIF2S1;EIF2S2;EIF2S3;EIF2S3B		1
PABPC1L		GO:0003743	translation initiation factor activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF1;EIF1AX;EIF1AY;EIF4B;EIF4H		1
PABPC1L		GO:0006413	translational initiation	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF2B1;EIF2S1;EIF2S2;EIF2S3;EIF2S3B		1
PABPC1L2A		GO:0003743	translation initiation factor activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF1;EIF1AX;EIF1AY;EIF4B;EIF4H		1
PABPC1L2A		GO:0006413	translational initiation	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF2B1;EIF2S1;EIF2S2;EIF2S3;EIF2S3B		1
PABPC1L2B		GO:0003743	translation initiation factor activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF1;EIF1AX;EIF1AY;EIF4B;EIF4H		1
PABPC1L2B		GO:0006413	translational initiation	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF2B1;EIF2S1;EIF2S2;EIF2S3;EIF2S3B		1
PABPC3		GO:0003743	translation initiation factor activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF1;EIF1AX;EIF1AY;EIF4B;EIF4H		1
PABPC3		GO:0006413	translational initiation	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF2B1;EIF2S1;EIF2S2;EIF2S3;EIF2S3B		1
PABPC4		GO:0003743	translation initiation factor activity	more_specific_than_existing_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF1;EIF1AX;EIF1AY;EIF4B;EIF4H	GO:0006412 translation	1
PABPC4		GO:0006413	translational initiation	more_specific_than_existing_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF2B1;EIF2S1;EIF2S2;EIF2S3;EIF2S3B	GO:0006412 translation	1
PABPC4L		GO:0003743	translation initiation factor activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF1;EIF1AX;EIF1AY;EIF4B;EIF4H		1
PABPC4L		GO:0006413	translational initiation	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF2B1;EIF2S1;EIF2S2;EIF2S3;EIF2S3B		1
PABPC5		GO:0003743	translation initiation factor activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF1;EIF1AX;EIF1AY;EIF4B;EIF4H		1
PABPC5		GO:0006413	translational initiation	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF2B1;EIF2S1;EIF2S2;EIF2S3;EIF2S3B		1
PAM16		GO:0045039	protein insertion into mitochondrial inner membrane	new_to_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Protein transport|Inner membrane import	Mitochondrial proteostasis|Protein transport|Inner membrane import|TIMM17/23 complex	TIMM17A;TIMM17B;TIMM21;TIMM23;TIMM23B		1
PARK7		GO:0000423	mitophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy|Modulator of mitochondrial morphology-induced mitophagy	ATP5IF1;PARL;PGAM5;PINK1;PRKN		1
PARK7		GO:0035694	mitochondrial protein catabolic process	more_specific_than_existing_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation	Mitochondrial proteostasis|Organelle-specific protein degradation|Matrix protease	ANKZF1;FAF2;MARCHF5;USP30;VCP	GO:0007005 mitochondrion organization	1
PARL		GO:0000423	mitophagy	supported_by_goa_regulation	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy|PINK/PRKN pathway	ATP5IF1;PARL;PGAM5;PINK1;PRKN	GO:1901524 regulation of mitophagy	1
PARN		GO:0006364	rRNA processing	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-rRNA processing nuclease	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-rRNA processing nuclease	EXOSC10;FCF1;NOB1;PARN;RMRP		1
PARN		GO:0042254	ribosome biogenesis	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-rRNA processing nuclease	AATF;IMP3;NOP56;UTP4		1
PDCD6IP		GO:0000045	autophagosome assembly	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Sealing of autophagophore membrane	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Sealing of autophagophore membrane|Localization of the ESCRT-III complex	TSG101;VPS28;VPS37A;VPS37B;VPS37C	GO:0016236 macroautophagy	1
PDCL3		GO:0051879	Hsp90 protein binding	more_specific_than_existing_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone|no characteristic domain	AARSD1;CACYBP;CHORDC1;CYB5R4;DNAAF11	GO:0005515 protein binding	1
PDF		GO:0034982	mitochondrial protein processing	new_to_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Mitochondrial protein maturation	Mitochondrial proteostasis|Mitochondrial protein maturation|Methionine deformylation	IMMP1L;IMMP2L;METAP1D;MIPEP;XPNPEP3		1
PELO		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|Ribosomal rescue	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
PELP1		GO:0030687	preribosome, large subunit precursor	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex|Rix1 complex	BOP1;DDX27;PELP1;PES1;WDR12		1
PGAM5		GO:0000423	mitophagy	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy|PINK/PRKN pathway	ATP5IF1;PARL;PGAM5;PINK1;PRKN	GO:0016236 macroautophagy	1
PGGHG		GO:0032964	collagen biosynthetic process	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	P4HA1;P4HA2;P4HA3;P4HB;PLOD1		1
PHF23		GO:0098792	xenophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Xenophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Xenophagy|Suppressor of intracellular pathogen ubiquitination	LRSAM1;PHF23;RNF166		1
PHLPP1		GO:1904716	positive regulation of chaperone-mediated autophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy enhancer	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy enhancer|Modulator of LAMP2A multimerization	AMBRA1;GFAP;MT-RNR2;PSME1;TP53		1
PICALM		GO:1905686	positive regulation of plasma membrane repair	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG16L1-positive plasma membrane input;Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG16L1-positive plasma membrane input|Autophagophore-vesicle SNARE complex regulator	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG16L1-positive plasma membrane input|Autophagophore-vesicle SNARE complex regulator	PICALM;STX7;STX8;VAMP3;VAMP7;VTI1B		2
PIH1D1		GO:0051879	Hsp90 protein binding	more_specific_than_existing_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone|CS domain containing	AARSD1;CACYBP;CHORDC1;CYB5R4;DNAAF11	GO:0005515 protein binding	1
PIH1D2		GO:0051879	Hsp90 protein binding	more_specific_than_existing_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone|CS domain containing	AARSD1;CACYBP;CHORDC1;CYB5R4;DNAAF11	GO:0005515 protein binding	1
PITHD1		GO:0070628	proteasome binding	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|modulator	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|modulator|PITH	ECPAS;PITHD1;PSME4;PSMF1		1
PITRM1		GO:0035694	mitochondrial protein catabolic process	more_specific_than_existing_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation	Mitochondrial proteostasis|Organelle-specific protein degradation|Matrix protease	ANKZF1;FAF2;MARCHF5;USP30;VCP	GO:0030163 protein catabolic process	1
PLAA		GO:0160247	autophagy cargo adaptor activity	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Substrate selectivity regulator for selective autophagy|Lysophagy;Autophagy-Lysosome Pathway|Autophagy substrate selection|Substrate selectivity regulator for selective autophagy|Lysophagy|ELDR complex component	Autophagy-Lysosome Pathway|Autophagy substrate selection|Substrate selectivity regulator for selective autophagy|Lysophagy|ELDR complex component	PLAA;UBXN6;YOD1	GO:0016236 macroautophagy	2
PLBD1		GO:0120569	phospholipase activity	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	PLA2G10;PLA2G15;PLA2G4E;PLA2G5;PLBD1		1
PLD3		GO:0120569	phospholipase activity	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	PLA2G10;PLA2G15;PLA2G4E;PLA2G5;PLBD1	GO:0003824 catalytic activity	1
PLEKHM1		GO:0097352	autophagosome maturation	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|Recruitment of HOPS complex to autophagosome|Bridges ATG8 and HOPS complex	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|Recruitment of HOPS complex to autophagosome|Bridges ATG8 and HOPS complex	PLEKHM1		1
PMPCA		GO:0034982	mitochondrial protein processing	more_specific_than_existing_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Mitochondrial protein maturation	Mitochondrial proteostasis|Mitochondrial protein maturation|Processing peptidase	IMMP1L;IMMP2L;METAP1D;MIPEP;XPNPEP3	GO:0006508 proteolysis;GO:0016485 protein processing	1
