gene_symbol	gene_name	pn_code	branch	class	group	type	subtype	mapping_file	mapping_subject_level	mapping_subject_code	mapping_scope	target_go_id	target_go_label	representative_genes	conditions	goa_status	supporting_goa_terms	rationale	notes	references
PPP1R15B		PN regulation|Translation regulator|Integrated stress response|Dephosphorylation of EIF2alpha/EIF2S1	PN regulation	Translation regulator	Integrated stress response	Dephosphorylation of EIF2alpha/EIF2S1		pn_regulation.yaml	type	PN regulation|Translation regulator|Integrated stress response|Dephosphorylation of EIF2alpha/EIF2S1	ok_for_propagation_to_go	GO:0032055	negative regulation of translation in response to stress	PPP1R15A;PPP1R15B		more_specific_than_existing_goa	GO:0051246 regulation of protein metabolic process	EIF2S1 dephosphorylation resets the integrated stress response machinery that had imposed stress-responsive translational repression. The PN type remains part of this translation-regulatory stress module and can propagate to the same GO stress-translation term.		proteostasis-workbook-2024; proteostasis-ms1
DELE1		PN regulation|Translation regulator|Integrated stress response|EIF2AK1 modulator	PN regulation	Translation regulator	Integrated stress response	EIF2AK1 modulator		pn_regulation.yaml	class	PN regulation|Translation regulator	ok_for_propagation_to_go	GO:0006417	regulation of translation	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		new_to_goa		This PN class is the broad translation-regulatory bucket. GO regulation of translation is the conservative propagation target for the umbrella label.		proteostasis-workbook-2024; proteostasis-ms1
DELE1		PN regulation|Translation regulator|Integrated stress response|EIF2AK1 modulator	PN regulation	Translation regulator	Integrated stress response	EIF2AK1 modulator		pn_regulation.yaml	group	PN regulation|Translation regulator|Integrated stress response	ok_for_propagation_to_go	GO:0140467	integrated stress response signaling	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		already_in_goa_exact	GO:0140467 integrated stress response signaling	This PN path covers translation-regulator components of the integrated stress response, including EIF2S1 phosphorylation control. These genes are participants in integrated stress response signaling, but the PN group is a mechanistic slice of the process rather than a GO-equivalent class.		proteostasis-workbook-2024; proteostasis-ms1
GCN1		PN regulation|Translation regulator|Integrated stress response|EIF2AK4 modulator	PN regulation	Translation regulator	Integrated stress response	EIF2AK4 modulator		pn_regulation.yaml	class	PN regulation|Translation regulator	ok_for_propagation_to_go	GO:0006417	regulation of translation	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		already_in_goa_exact	GO:0006417 regulation of translation	This PN class is the broad translation-regulatory bucket. GO regulation of translation is the conservative propagation target for the umbrella label.		proteostasis-workbook-2024; proteostasis-ms1
GCN1		PN regulation|Translation regulator|Integrated stress response|EIF2AK4 modulator	PN regulation	Translation regulator	Integrated stress response	EIF2AK4 modulator		pn_regulation.yaml	group	PN regulation|Translation regulator|Integrated stress response	ok_for_propagation_to_go	GO:0140467	integrated stress response signaling	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		entailed_by_goa_closure	GO:0140469 GCN2-mediated signaling	This PN path covers translation-regulator components of the integrated stress response, including EIF2S1 phosphorylation control. These genes are participants in integrated stress response signaling, but the PN group is a mechanistic slice of the process rather than a GO-equivalent class.		proteostasis-workbook-2024; proteostasis-ms1
EIF2AK3		PN regulation|Translation regulator|Unfolded protein response|Phosphorylation of EIF2alpha/EIF2S1	PN regulation	Translation regulator	Unfolded protein response	Phosphorylation of EIF2alpha/EIF2S1		pn_regulation.yaml	class	PN regulation|Translation regulator	ok_for_propagation_to_go	GO:0006417	regulation of translation	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		entailed_by_goa_closure	GO:0004694 eukaryotic translation initiation factor 2alpha kinase activity;GO:0006446 regulation of translational initiation;GO:0017148 negative regulation of translation;GO:0032055 negative regulation of translation in response to stress;GO:0032057 negative regulation of translational initiation in response to stress;GO:0036491 regulation of translation initiation in response to endoplasmic reticulum stress;GO:0045182 translation regulator activity;GO:0045947 negative regulation of translational initiation	This PN class is the broad translation-regulatory bucket. GO regulation of translation is the conservative propagation target for the umbrella label.		proteostasis-workbook-2024; proteostasis-ms1
EIF2AK3		PN regulation|Translation regulator|Unfolded protein response|Phosphorylation of EIF2alpha/EIF2S1	PN regulation	Translation regulator	Unfolded protein response	Phosphorylation of EIF2alpha/EIF2S1		pn_regulation.yaml	group	PN regulation|Translation regulator|Unfolded protein response	ok_for_propagation_to_go	GO:1903894	regulation of IRE1-mediated unfolded protein response	EIF2AK3		new_to_goa		This PN group marks the translational control arm of the unfolded protein response. Regulation of IRE1-mediated unfolded protein response is the cleanest propagation target in the local GO cache.		proteostasis-workbook-2024; proteostasis-ms1
EIF2AK3		PN regulation|Translation regulator|Unfolded protein response|Phosphorylation of EIF2alpha/EIF2S1	PN regulation	Translation regulator	Unfolded protein response	Phosphorylation of EIF2alpha/EIF2S1		pn_regulation.yaml	type	PN regulation|Translation regulator|Unfolded protein response|Phosphorylation of EIF2alpha/EIF2S1	ok_for_propagation_to_go	GO:1903894	regulation of IRE1-mediated unfolded protein response	EIF2AK3		new_to_goa		This PN type links eIF2alpha phosphorylation to unfolded-protein-response control. The exact GO response-to-unfolded-protein term is broader than the mechanistic subtype, so propagation to the IRE1-mediated UPR regulation term is conservative and still informative.		proteostasis-workbook-2024; proteostasis-ms1
MIR24-1		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	class	PN regulation|Translation regulator	ok_for_propagation_to_go	GO:0006417	regulation of translation	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		no_local_goa		This PN class is the broad translation-regulatory bucket. GO regulation of translation is the conservative propagation target for the umbrella label.		proteostasis-workbook-2024; proteostasis-ms1
MIR24-1		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	group	PN regulation|Translation regulator|microRNA	ok_for_propagation_to_go	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	MIR24-1;MIR24-2;MIR488;MIR27B;MIR224		no_local_goa		This PN group is specifically the microRNA branch under translation regulation. The matching GO process captures translational inhibition mediated by miRNAs.		proteostasis-workbook-2024; proteostasis-ms1
MIR24-2		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	class	PN regulation|Translation regulator	ok_for_propagation_to_go	GO:0006417	regulation of translation	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		no_local_goa		This PN class is the broad translation-regulatory bucket. GO regulation of translation is the conservative propagation target for the umbrella label.		proteostasis-workbook-2024; proteostasis-ms1
MIR24-2		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	group	PN regulation|Translation regulator|microRNA	ok_for_propagation_to_go	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	MIR24-1;MIR24-2;MIR488;MIR27B;MIR224		no_local_goa		This PN group is specifically the microRNA branch under translation regulation. The matching GO process captures translational inhibition mediated by miRNAs.		proteostasis-workbook-2024; proteostasis-ms1
MIR488		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	class	PN regulation|Translation regulator	ok_for_propagation_to_go	GO:0006417	regulation of translation	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		no_local_goa		This PN class is the broad translation-regulatory bucket. GO regulation of translation is the conservative propagation target for the umbrella label.		proteostasis-workbook-2024; proteostasis-ms1
MIR488		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	group	PN regulation|Translation regulator|microRNA	ok_for_propagation_to_go	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	MIR24-1;MIR24-2;MIR488;MIR27B;MIR224		no_local_goa		This PN group is specifically the microRNA branch under translation regulation. The matching GO process captures translational inhibition mediated by miRNAs.		proteostasis-workbook-2024; proteostasis-ms1
MIR27B		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	class	PN regulation|Translation regulator	ok_for_propagation_to_go	GO:0006417	regulation of translation	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		no_local_goa		This PN class is the broad translation-regulatory bucket. GO regulation of translation is the conservative propagation target for the umbrella label.		proteostasis-workbook-2024; proteostasis-ms1
MIR27B		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	group	PN regulation|Translation regulator|microRNA	ok_for_propagation_to_go	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	MIR24-1;MIR24-2;MIR488;MIR27B;MIR224		no_local_goa		This PN group is specifically the microRNA branch under translation regulation. The matching GO process captures translational inhibition mediated by miRNAs.		proteostasis-workbook-2024; proteostasis-ms1
MIR224		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	class	PN regulation|Translation regulator	ok_for_propagation_to_go	GO:0006417	regulation of translation	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		no_local_goa		This PN class is the broad translation-regulatory bucket. GO regulation of translation is the conservative propagation target for the umbrella label.		proteostasis-workbook-2024; proteostasis-ms1
MIR224		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	group	PN regulation|Translation regulator|microRNA	ok_for_propagation_to_go	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	MIR24-1;MIR24-2;MIR488;MIR27B;MIR224		no_local_goa		This PN group is specifically the microRNA branch under translation regulation. The matching GO process captures translational inhibition mediated by miRNAs.		proteostasis-workbook-2024; proteostasis-ms1
MIR124-1		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	class	PN regulation|Translation regulator	ok_for_propagation_to_go	GO:0006417	regulation of translation	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		no_local_goa		This PN class is the broad translation-regulatory bucket. GO regulation of translation is the conservative propagation target for the umbrella label.		proteostasis-workbook-2024; proteostasis-ms1
MIR124-1		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	group	PN regulation|Translation regulator|microRNA	ok_for_propagation_to_go	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	MIR24-1;MIR24-2;MIR488;MIR27B;MIR224		no_local_goa		This PN group is specifically the microRNA branch under translation regulation. The matching GO process captures translational inhibition mediated by miRNAs.		proteostasis-workbook-2024; proteostasis-ms1
MIR124-2		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	class	PN regulation|Translation regulator	ok_for_propagation_to_go	GO:0006417	regulation of translation	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		no_local_goa		This PN class is the broad translation-regulatory bucket. GO regulation of translation is the conservative propagation target for the umbrella label.		proteostasis-workbook-2024; proteostasis-ms1
MIR124-2		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	group	PN regulation|Translation regulator|microRNA	ok_for_propagation_to_go	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	MIR24-1;MIR24-2;MIR488;MIR27B;MIR224		no_local_goa		This PN group is specifically the microRNA branch under translation regulation. The matching GO process captures translational inhibition mediated by miRNAs.		proteostasis-workbook-2024; proteostasis-ms1
MIR124-3		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	class	PN regulation|Translation regulator	ok_for_propagation_to_go	GO:0006417	regulation of translation	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		no_local_goa		This PN class is the broad translation-regulatory bucket. GO regulation of translation is the conservative propagation target for the umbrella label.		proteostasis-workbook-2024; proteostasis-ms1
MIR124-3		PN regulation|Translation regulator|microRNA	PN regulation	Translation regulator	microRNA			pn_regulation.yaml	group	PN regulation|Translation regulator|microRNA	ok_for_propagation_to_go	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	MIR24-1;MIR24-2;MIR488;MIR27B;MIR224		no_local_goa		This PN group is specifically the microRNA branch under translation regulation. The matching GO process captures translational inhibition mediated by miRNAs.		proteostasis-workbook-2024; proteostasis-ms1
HAPSTR1		PN regulation|Stress response integration|Multi-stress response|Modulation of stress responses	PN regulation	Stress response integration	Multi-stress response	Modulation of stress responses		pn_regulation.yaml	class	PN regulation|Stress response integration	ok_for_propagation_to_go	GO:0006950	response to stress	HAPSTR1;HAPSTR2;HUWE1		supported_by_goa_regulation	GO:0080135 regulation of cellular response to stress	This PN class is an umbrella bucket for multiple stress-response axes. GO response to stress is intentionally broad but is still the most conservative propagation target for the class-level label.		proteostasis-workbook-2024; proteostasis-ms1
HAPSTR2		PN regulation|Stress response integration|Multi-stress response|Modulation of stress responses	PN regulation	Stress response integration	Multi-stress response	Modulation of stress responses		pn_regulation.yaml	class	PN regulation|Stress response integration	ok_for_propagation_to_go	GO:0006950	response to stress	HAPSTR1;HAPSTR2;HUWE1		new_to_goa		This PN class is an umbrella bucket for multiple stress-response axes. GO response to stress is intentionally broad but is still the most conservative propagation target for the class-level label.		proteostasis-workbook-2024; proteostasis-ms1
HUWE1		PN regulation|Stress response integration|Multi-stress response|HAPSTR1 modulator	PN regulation	Stress response integration	Multi-stress response	HAPSTR1 modulator		pn_regulation.yaml	class	PN regulation|Stress response integration	ok_for_propagation_to_go	GO:0006950	response to stress	HAPSTR1;HAPSTR2;HUWE1		entailed_by_goa_closure	GO:0006284 base-excision repair	This PN class is an umbrella bucket for multiple stress-response axes. GO response to stress is intentionally broad but is still the most conservative propagation target for the class-level label.		proteostasis-workbook-2024; proteostasis-ms1
RPS2		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS2		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS2		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS3		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS3		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS3		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS3A		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS3A		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS3A		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS4X		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS4X		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS4X		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS4Y1		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		entailed_by_goa_closure	GO:0022627 cytosolic small ribosomal subunit	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS4Y1		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		entailed_by_goa_closure	GO:0022627 cytosolic small ribosomal subunit	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS4Y1		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS4Y2		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		entailed_by_goa_closure	GO:0022627 cytosolic small ribosomal subunit	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS4Y2		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		entailed_by_goa_closure	GO:0022627 cytosolic small ribosomal subunit	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS4Y2		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS5		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS5		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS5		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS6		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS6		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS6		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS7		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS7		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
