organism	gene_symbol	gene_id	reference_id	title	relevance	correctness	is_invalid	review_notes	source_file
human	ETFB	P38117	PMID:34800366	Quantitative high-confidence human mitochondrial proteome and its dynamics in cellular context.	LOW	VERIFIED		HTP proteomics; corroborates mitochondrial localization at organelle resolution.	genes/human/ETFB/ETFB-ai-review.yaml
human	ETFB	P38117	PMID:35362222	S1P defects cause a new entity of cataract, alopecia, oral mucosal disorder, and psoriasis-like syndrome.	MEDIUM	VERIFIED		PMC full text; supports the ETFA/MBTPS1 protein-binding IPI and the regulation of ETF stability/flavination.	genes/human/ETFB/ETFB-ai-review.yaml
human	ETFB	P38117	PMID:40205054	Multimodal cell maps as a foundation for structural and functional genomics.	LOW	VERIFIED		High-throughput cell-mapping study; supports the generic protein-binding IPI only (marked over-annotated).	genes/human/ETFB/ETFB-ai-review.yaml
human	ETFB	P38117	PMID:7912128	Mutations and polymorphisms of the gene encoding the beta-subunit of the electron transfer flavoprotein in three patients with glutaric acidemia type II.	HIGH	VERIFIED		Abstract-only cache; establishes disease relevance and functional requirement of ETFB for beta-oxidation flux. Verified verbatim from abstract.	genes/human/ETFB/ETFB-ai-review.yaml
human	ETFB	P38117	PMID:8504797	cDNA cloning and mitochondrial import of the beta-subunit of the human electron-transfer flavoprotein.	HIGH	VERIFIED		Abstract-only cache; primary evidence for ETFB matrix localization. Verified verbatim from abstract.	genes/human/ETFB/ETFB-ai-review.yaml
human	ETFB	P38117	PMID:8617498	Assignment of Etfdh, Etfb, and Etfa to chromosomes 3, 7, and 13: the mouse homologs of genes responsible for glutaric acidemia type II in human.	MEDIUM	VERIFIED		Abstract-only cache; supports matrix localization and obligatory electron-acceptor role. Verified verbatim from abstract.	genes/human/ETFB/ETFB-ai-review.yaml
human	ETFB	P38117	PMID:8962055	Three-dimensional structure of human electron transfer flavoprotein to 2.1-A resolution.	HIGH	VERIFIED		Abstract-only cache; structural basis for the ETF complex and the beta-subunit domain. Verified verbatim from abstract.	genes/human/ETFB/ETFB-ai-review.yaml
human	ETFDH	Q16134	PMID:12049629	Expression of human electron transfer flavoprotein-ubiquinone oxidoreductase from a baculovirus vector: kinetic and spectral characterization of the human protein.	HIGH	VERIFIED		Kinetic and spectral characterization of recombinant human ETF-QO; establishes the core EC 1.5.5.1 catalytic activity with ETF and ubiquinone substrates (IDA source).	genes/human/ETFDH/ETFDH-ai-review.yaml
human	ETFDH	Q16134	PMID:14640977	Alternative quinone substrates and inhibitors of human electron-transfer flavoprotein-ubiquinone oxidoreductase.	HIGH	VERIFIED		Human ETF-QO enzymology; documents a single ubiquinone-binding site per monomer and the quinone/oxidoreductase activities (IDA source).	genes/human/ETFDH/ETFDH-ai-review.yaml
human	ETFDH	Q16134	PMID:17050691	Structure of electron transfer flavoprotein-ubiquinone oxidoreductase and electron transfer to the mitochondrial ubiquinone pool.	HIGH	VERIFIED		Crystal structure (porcine, basis for human ISS FAD binding); defines FAD, 4Fe-4S and UQ sites, inner-membrane monotopic topology, and electron-transfer mechanism.	genes/human/ETFDH/ETFDH-ai-review.yaml
human	ETFDH	Q16134	PMID:17412732	The myopathic form of coenzyme Q10 deficiency is caused by mutations in the electron-transferring-flavoprotein dehydrogenase (ETFDH) gene.	HIGH	VERIFIED		Establishes ETFDH mutations as cause of riboflavin-responsive MADD with secondary CoQ10 deficiency; source of the beta-oxidation IMP annotation.	genes/human/ETFDH/ETFDH-ai-review.yaml
human	ETFDH	Q16134	PMID:18037314	Electron spin relaxation enhancement measurements of interspin distances in human, porcine, and Rhodobacter electron transfer flavoprotein-ubiquinone oxidoreductase (ETF-QO).	HIGH	VERIFIED		EPR study confirming a single [4Fe-4S] cluster and one FAD per human ETF-QO monomer (basis for the 4Fe-4S IDA).	genes/human/ETFDH/ETFDH-ai-review.yaml
human	ETFDH	Q16134	PMID:32296183	A reference map of the human binary protein interactome.	LOW	VERIFIED		"HuRI large-scale yeast two-hybrid reference interactome; the ETFDH IPI hits are generic ""protein binding"" to biologically implausible partners (keratin-associated proteins, transcription factors) and are treated as over-annotations."	genes/human/ETFDH/ETFDH-ai-review.yaml
human	ETFDH	Q16134	PMID:34800366	Quantitative high-confidence human mitochondrial proteome and its dynamics in cellular context.	MEDIUM	VERIFIED		High-throughput mitochondrial proteomics; supports mitochondrial localization at low specificity (HTP source).	genes/human/ETFDH/ETFDH-ai-review.yaml
human	ETFDH	Q16134	PMID:8306995	Molecular cloning and expression of a cDNA encoding human electron transfer flavoprotein-ubiquinone oxidoreductase.	HIGH	VERIFIED		Cloning and heterologous expression of human ETF-QO; demonstrates inner-membrane localization, ETF-to-ubiquinone electron transfer, and both FAD and [4Fe-4S] cofactors.	genes/human/ETFDH/ETFDH-ai-review.yaml
human	ETNK1	Q9HBU6	PMID:11044454	Overexpression of a mammalian ethanolamine-specific kinase accelerates the CDP-ethanolamine pathway.	HIGH	VERIFIED		Primary characterization of human ETNK1/EKI1; source of the IDA molecular function, process, and subcellular location annotations. Abstract-only in cache but directly supports the core function.	genes/human/ETNK1/ETNK1-ai-review.yaml
human	ETNK1	Q9HBU6	PMID:19946888	Defining the membrane proteome of NK cells.	LOW	VERIFIED		Basis of the HDA membrane annotation. A proteomic survey, not a targeted localization study; supports co-purification with membranes rather than a bona fide membrane location for this cytosolic enzyme.	genes/human/ETNK1/ETNK1-ai-review.yaml
human	ETNK1	Q9HBU6	PMID:25416956	A proteome-scale map of the human interactome network.	LOW	VERIFIED		"High-throughput binary interactome map; source of an IPI ""protein binding"" annotation (partner UBQLN1). Corroborated by the UniProt INTERACTION block but uninformative about ETNK1's catalytic function."	genes/human/ETNK1/ETNK1-ai-review.yaml
human	ETNK1	Q9HBU6	PMID:32296183	A reference map of the human binary protein interactome.	LOW	VERIFIED		"High-throughput binary interactome map; source of an IPI ""protein binding"" annotation (partners SGTA, CAMLG, SLC51B, SGTB, UBQLN2). Corroborated by the UniProt INTERACTION block but uninformative about ETNK1's catalytic function."	genes/human/ETNK1/ETNK1-ai-review.yaml
human	ETNK1	Q9HBU6	Reactome:R-HSA-1483222	ETA is phosphorylated to PETA by CHK/ETNK	HIGH	VERIFIED		Reactome reaction placing the ETNK1-catalyzed ethanolamine phosphorylation step in the cytosol; basis of the TAS cytosol annotation.	genes/human/ETNK1/ETNK1-ai-review.yaml
human	ETNK2	Q9NVF9	PMID:32296183	A reference map of the human binary protein interactome.	LOW	VERIFIED		HuRI systematic all-by-all Y2H binary interactome (PubMed-verified). Source of six IntAct GO:0005515 protein-binding IPI annotations for ETNK2. These are high-throughput binary interactions with no established relevance to ETNK2's ethanolamine kinase function; contextual/background only.	genes/human/ETNK2/ETNK2-ai-review.yaml
human	FAF2	Q96CS3	PMID:14741744	Identification of major proteins in the lipid droplet-enriched fraction isolated from the human hepatocyte cell line HuH7.	MEDIUM	VERIFIED		Lipid-droplet proteomics identifying UBXD8/FAF2; supports the lipid-droplet localization.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:18711132	SEL1L nucleates a protein complex required for dislocation of misfolded glycoproteins.	HIGH	VERIFIED		Establishes FAF2/UBXD8 as part of the SEL1L/HRD1 ERAD dislocation machinery.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:18775313	UBXD7 binds multiple ubiquitin ligases and implicates p97 in HIF1alpha turnover.	HIGH	VERIFIED		Source of the ubiquitin binding, ubiquitin-protein-ligase binding and VCP-complex annotations for the UBX-domain cofactor family.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:19818707	The otubain YOD1 is a deubiquitinating enzyme that associates with p97 to facilitate protein dislocation from the ER.	MEDIUM	VERIFIED		FAF2 interacts with the p97-associated DUB YOD1 in ER dislocation; source of an IPI protein-binding annotation.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:22119785	Defining human ERAD networks through an integrative mapping strategy.	MEDIUM	VERIFIED		ERAD interaction-network mapping; source of FAF2-VCP/UBAC2 IPI annotations.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:23297223	Spatial regulation of UBXD8 and p97/VCP controls ATGL-mediated lipid droplet turnover.	HIGH	VERIFIED		Key study for FAF2's lipid-droplet/ATGL regulation and the UBAC2 partitioning mechanism.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:24215460	Pathogenic mutation of UBQLN2 impairs its interaction with UBXD8 and disrupts endoplasmic reticulum-associated protein degradation.	HIGH	VERIFIED		Supports FAF2's ERAD role and the UBQLN2 interaction.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:25660456	Identification of ERAD components essential for dislocation of the null Hong Kong variant of α-1-antitrypsin (NHK).	HIGH	VERIFIED		Source of the retrograde-protein-transport IMP annotation; FAF2 was among ERAD dislocation components assayed.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:26389662	Systematic proteomics of the VCP-UBXD adaptor network identifies a role for UBXN10 in regulating ciliogenesis.	MEDIUM	VERIFIED		PubMed-verified (Nat Cell Biol 2015;17(10):1356-69; DOI 10.1038/ncb3238; PMC4610257). Falcon deep-research finding. Systematic VCP-UBXD adaptor interactome that classifies FAF2/UBXD8 as a membrane-tethered p97 adaptor with ERAD/lipid-droplet interactors; corroborates the p97-cofactor/adaptor core function. Not cached in publications/, so no verbatim supporting_text added to annotations.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:28514442	Architecture of the human interactome defines protein communities and disease networks.	LOW	VERIFIED		High-throughput interactome; source of a FAF2-UBAC2 IPI annotation.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:28819009	The AAA+ ATPase p97, a cellular multitool.	MEDIUM	VERIFIED		Review used by ComplexPortal for the VCP-complex and ERAD NAS annotations.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:29997244	LuTHy: a double-readout bioluminescence-based two-hybrid technology for quantitative mapping of protein-protein interactions in mammalian cells.	LOW	VERIFIED		Two-hybrid technology paper; source of a FAF2-VCP IPI annotation.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:31073040	LMBR1L regulates lymphopoiesis through Wnt/β-catenin signaling.	LOW	VERIFIED		FAF2 interacts with LMBR1L; peripheral to its core ERAD/lipid-droplet function.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:34739333	Ubiquitination of G3BP1 mediates stress granule disassembly in a context-specific manner.	HIGH	VERIFIED		Establishes FAF2 as a p97 adaptor in stress-granule disassembly; source of the adaptor-activity and stress-granule-disassembly annotations.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:35044719	Proteome-scale mapping of binding sites in the unstructured regions of the human proteome.	LOW	VERIFIED		Proteome-scale binding-site mapping; source of a FAF2-VASP IPI annotation.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:35271311	OpenCell: Endogenous tagging for the cartography of human cellular organization.	LOW	VERIFIED		Endogenous-tagging interactome; source of a FAF2-VCP IPI annotation.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:35920641	Multiple UBX proteins reduce the ubiquitin threshold of the mammalian p97-UFD1-NPL4 unfoldase.	HIGH	VERIFIED		PubMed-verified (eLife 2022;11:e76763; DOI 10.7554/eLife.76763). Falcon deep-research finding. Mechanistic in vitro demonstration that FAF2 stimulates p97-UFD1-NPL4 unfoldase activity (UBX-dependent, UBA-dispensable, coiled-coil required), supporting the p97-cofactor/adaptor core function. Not cached in publications/, so no verbatim supporting_text added to annotations.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:36746962	The p97-UBXD8 complex regulates ER-Mitochondria contact sites by altering membrane lipid saturation and composition.	HIGH	VERIFIED		PubMed-verified (Nat Commun 2023;14:638; DOI 10.1038/s41467-023-36298-2). Falcon deep-research finding. New 2023 function — FAF2/UBXD8 with p97 regulates ER-mitochondria contact sites and membrane lipid saturation (SREBP1-SCD1); not represented in current GOA. Not cached in publications/, so no verbatim supporting_text added to annotations.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:37776851	Analysis of proteome-wide degradation dynamics in ALS SOD1 iPSC-derived patient neurons reveals disrupted VCP homeostasis.	LOW	VERIFIED		ALS SOD1 degradation-dynamics study; source of a FAF2-VCP IPI annotation.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:39472561	AAA+ ATPase chaperone p97/VCP(FAF2) governs basal pexophagy.	HIGH	VERIFIED		PubMed-verified (Nat Commun 2024;15:9347; DOI 10.1038/s41467-024-53558-x). Falcon deep-research finding. New 2024 function — FAF2/UBXD8 with p97 extracts ubiquitylated peroxisomal membrane proteins (PMP70) to suppress basal pexophagy; not represented in current GOA. Not cached in publications/, so no verbatim supporting_text added to annotations.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:40205054	Multimodal cell maps as a foundation for structural and functional genomics.	LOW	VERIFIED		Multimodal cell-map interactome; source of a FAF2-UBAC2 IPI annotation.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	PMID:41258083	A UBH-UBX module amplifies p97/VCP's unfolding power to facilitate protein extraction and degradation.	HIGH	VERIFIED		PubMed-verified (Nat Commun 2025;16:10162; DOI 10.1038/s41467-025-65166-4). Falcon deep-research finding. Identifies a UBH ubiquitin-binding element in FAF2 that amplifies p97 unfolding power for membrane-protein extraction, refining the ubiquitin-binding/adaptor core function. Not cached in publications/, so no verbatim supporting_text added to annotations.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAF2	Q96CS3	Reactome:R-HSA-6798751	Exocytosis of azurophil granule lumen proteins	LOW	VERIFIED		Neutrophil-degranulation pathway; source of the over-annotated extracellular/azurophil-granule localizations from bulk granule proteomics.	genes/human/FAF2/FAF2-ai-review.yaml
human	FAH	P16930	PMID:19056867	Large-scale proteomics and phosphoproteomics of urinary exosomes.	LOW	VERIFIED		Abstract-verified. Supports HDA extracellular-exosome detection of FAH but is a proteomic catalog, not evidence of functional localization for a cytosolic enzyme.	genes/human/FAH/FAH-ai-review.yaml
human	FAH	P16930	PMID:1998338	Cloning and expression of the cDNA encoding human fumarylacetoacetate hydrolase, the enzyme deficient in hereditary tyrosinemia: assignment of the gene to chromosome 15.	HIGH	VERIFIED		Abstract-verified; establishes human FAH catalyzes the fumarylacetoacetate hydrolysis reaction (core MF) and maps the gene to chromosome 15q23-q25.	genes/human/FAH/FAH-ai-review.yaml
human	FAH	P16930	PMID:23533145	In-depth proteomic analyses of exosomes isolated from expressed prostatic secretions in urine.	LOW	VERIFIED		Abstract-verified. Bulk exosome proteomics; supports HDA extracellular-exosome detection but not a core functional localization.	genes/human/FAH/FAH-ai-review.yaml
human	FAH	P16930	PMID:25416956	A proteome-scale map of the human interactome network.	LOW	VERIFIED		Correctly cited high-throughput binary interactome screen. Yields only uninformative bare protein binding with functionally unrelated partners; annotation recommended for removal.	genes/human/FAH/FAH-ai-review.yaml
human	FAH	P16930	PMID:32296183	A reference map of the human binary protein interactome.	LOW	VERIFIED		Correctly cited systematic binary interactome map; only supports bare protein binding with unrelated partners, recommended for removal.	genes/human/FAH/FAH-ai-review.yaml
human	FAH	P16930	PMID:9305902	Complete rescue of lethal albino c14CoS mice by null mutation of 4-hydroxyphenylpyruvate dioxygenase and induction of apoptosis of hepatocytes in these mice by in vivo retrieval of the tyrosine catabolic pathway.	HIGH	VERIFIED		Abstract-verified. Establishes FAH's pathway position (terminal tyrosine-catabolic enzyme) and the toxic-metabolite/apoptosis mechanism of tyrosinemia type 1.	genes/human/FAH/FAH-ai-review.yaml
human	FAH	P16930	Reactome:R-HSA-71181	FAH cleaves 4FAA	HIGH	VERIFIED		Cached Reactome entry describing the FAH-catalyzed terminal reaction and cytosolic localization; consistent with UniProt catalytic/cofactor/subunit annotations.	genes/human/FAH/FAH-ai-review.yaml
human	FANCA	O15360	PMID:10627486	Strong FANCA/FANCG but weak FANCA/FANCC interaction in the yeast 2-hybrid system.	MEDIUM	VERIFIED		Abstract verified; documents a strong direct FANCA-FANCG interaction, a core intra-complex contact. Supports interaction but only generic protein-binding GO term.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:10652215	Investigation of Fanconi anemia protein interactions by yeast two-hybrid analysis.	MEDIUM	VERIFIED		Abstract verified; strong direct FANCA-FANCG interaction (no direct FANCA-FANCC interaction detected by Y2H). Consistent with core-complex architecture.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:11063725	The Fanconi anemia protein FANCF forms a nuclear complex with FANCA, FANCC and FANCG.	HIGH	VERIFIED		Abstract verified; establishes the nuclear FANCA/FANCC/FANCF/FANCG complex, a foundational description of the FA core complex.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:11726552	Fanconi anemia protein, FANCA, associates with BRG1, a component of the human SWI/SNF complex.	MEDIUM	VERIFIED		Abstract verified; documents FANCA-BRG1/SWI-SNF association and nuclear co-localization. Supports nuclear localization (IDA) and a peripheral chromatin-remodeling link.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:12571280	Nonerythroid alphaII spectrin is required for recruitment of FANCA and XPF to nuclear foci induced by DNA interstrand cross-links.	MEDIUM	VERIFIED		Abstract verified; FANCA co-IPs with alphaII-spectrin and XPF and is recruited to ICL-induced nuclear foci. Relevant to recruitment at crosslink damage.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:12649160	Fanconi anemia protein complex: mapping protein interactions in the yeast 2- and 3-hybrid systems.	HIGH	VERIFIED		Abstract verified; maps FANCA-FANCG contacts and FANCG bridging of FANCA-FANCF, and notes the FANCA/C/E/F/G complex is required for FANCD2 monoubiquitination.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:16189514	Towards a proteome-scale map of the human protein-protein interaction network.	LOW	VERIFIED		High-throughput interactome map; FANCA-FANCG edge. Supports only generic protein binding.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:17289582	Identification of FAAP24, a Fanconi anemia core complex protein that interacts with FANCM.	MEDIUM	VERIFIED		Abstract verified; identifies FAAP24 as a core-complex protein linking FANCM to damaged DNA. FANCA is a co-recorded interactant; supports core-complex biology.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:17396147	FAAP100 is essential for activation of the Fanconi anemia-associated DNA damage response pathway.	MEDIUM	VERIFIED		Abstract verified; FAAP100 is an integral core-complex protein essential for FA-pathway activation. Relevant to core-complex composition.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:17474147	Systematic identification of SH3 domain-mediated human protein-protein interactions by peptide array target screening.	LOW	VERIFIED		High-throughput SH3-domain peptide-array screen (FANCA-GRB2). Peripheral; supports only generic protein binding.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:19965384	The Fanconi anemia pathway promotes replication-dependent DNA interstrand cross-link repair.	HIGH	VERIFIED		Abstract verified; establishes that the FA pathway (monoubiquitinated FANCI-FANCD2) drives replication-coupled ICL repair. Core biological-process context for FANCA.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:20347428	A histone-fold complex and FANCM form a conserved DNA-remodeling complex to maintain genome stability.	MEDIUM	VERIFIED		Abstract verified; FANCM-MHF DNA-remodeling complex within the FA core complex. Supports FANCA complex-membership context.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:22194614	Fanconi anemia complementation group A (FANCA) protein has intrinsic affinity for nucleic acids with preference for single-stranded forms.	MEDIUM	VERIFIED		Full text (PMC) verified; purified FANCA binds nucleic acids with preference ssDNA over dsDNA and RNA over DNA, C-terminal binding domain, patient truncation Q772X deficient. A single-lab intrinsic activity not in the curated GOA; supports a NEW single-stranded DNA binding annotation as a non-core activity.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:22266823	Regulation of Rev1 by the Fanconi anemia core complex.	HIGH	VERIFIED		Full text verified; identifies FAAP20 as an integral core-complex subunit binding FANCA, required for complex stability and FANCD2 monoubiquitination, and links the FA core to TLS. Strong support for FANCA scaffold/adaptor role.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:22343915	FAAP20: a novel ubiquitin-binding FA nuclear core-complex protein required for functional integrity of the FA-BRCA DNA repair pathway.	HIGH	VERIFIED		Abstract verified; FAAP20 is an integral FA nuclear core-complex protein; a region of FANCA binds FAAP20 and FANCA regulates its stability; FAAP20 UBZ required for DNA-damage-induced chromatin loading of FANCA.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:22705371	A ubiquitin-binding protein, FAAP20, links RNF8-mediated ubiquitination to the Fanconi anemia DNA repair network.	HIGH	VERIFIED		Abstract verified; FAAP20 (bound by FANCA) links RNF8-UBC13 ubiquitin signaling to recruitment of the FA core complex and FANCD2 to ICLs.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:28514442	Architecture of the human interactome defines protein communities and disease networks.	LOW	VERIFIED		High-throughput interactome (BioPlex); FANCA-FANCG edge. Supports only generic protein binding.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:30057198	FANCA Promotes DNA Double-Strand Break Repair by Catalyzing Single-Strand Annealing and Strand Exchange.	MEDIUM	VERIFIED		Full text (PMC) verified; purified FANCA catalyzes single-strand annealing and strand exchange comparable to RAD52 (homodimer-dependent), six patient mutants deficient, and cell-based assays show a direct SSA-sub-pathway DSB-repair role independent of the canonical FA pathway and RAD52. Single-lab but well-controlled; supports a NEW GO:0045002 annotation as a non-core activity.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:32814053	Interactome Mapping Provides a Network of Neurodegenerative Disease Proteins and Uncovers Widespread Protein Aggregation in Affected Brains.	LOW	VERIFIED		High-throughput interactome study; FANCA-FANCG edge. Peripheral; supports only generic protein binding.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:33961781	Dual proteome-scale networks reveal cell-specific remodeling of the human interactome.	LOW	VERIFIED		High-throughput interactome (BioPlex 3.0); FANCA-FANCG edge. Supports only generic protein binding.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:35271311	OpenCell: Endogenous tagging for the cartography of human cellular organization.	LOW	VERIFIED		High-throughput endogenous-tagging proteomics; FANCA-FAAP100 association consistent with core complex. Supports only generic protein binding.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:37398436	AI-guided pipeline for protein-protein interaction drug discovery identifies a SARS-CoV-2 inhibitor.	LOW	VERIFIED		High-throughput/AI-guided PPI pipeline; FANCA-FANCG edge. Supports only generic protein binding.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:40205054	Multimodal cell maps as a foundation for structural and functional genomics.	LOW	VERIFIED		High-throughput multimodal cell-map interactome; FANCA-FANCG edge. Supports only generic protein binding.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:8896564	Positional cloning of the Fanconi anaemia group A gene.	HIGH	VERIFIED		Abstract verified; original positional cloning of FANCA (1,455 aa) as an FA group A gene linked to prevention/repair of DNA damage.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCA	O15360	PMID:9398857	The Fanconi anaemia proteins, FAA and FAC, interact to form a nuclear complex.	HIGH	VERIFIED		Abstract verified; foundational demonstration that FANCA (FAA) and FANCC (FAC) bind and form a complex present in both cytoplasm and nucleus; unbound forms are predominantly cytoplasmic.	genes/human/FANCA/FANCA-ai-review.yaml
human	FANCB	Q8NB91	PMID:15502827	X-linked inheritance of Fanconi anemia complementation group B.	HIGH	VERIFIED		Founding paper identifying FANCB (FAAP95) as an essential FA core-complex subunit required for FANCD2 monoubiquitination and establishing X-linkage at Xp22.31. Directly supports the complex-membership and function annotations.	genes/human/FANCB/FANCB-ai-review.yaml
human	FANCB	Q8NB91	PMID:17396147	FAAP100 is essential for activation of the Fanconi anemia-associated DNA damage response pathway.	HIGH	VERIFIED		Shows FAAP100 directly interacts with FANCB and FANCL to form the stable L-B-P100 (BL100) subcomplex, protecting members from degradation and coordinating nuclear import. Basis for the FANCB IPI and the adaptor/scaffold reinterpretation.	genes/human/FANCB/FANCB-ai-review.yaml
human	FANCB	Q8NB91	PMID:21458466	The phenotype of FancB-mutant mouse embryonic stem cells.	HIGH	VERIFIED		FancB-mutant mouse ES cells show MMC hypersensitivity, chromosomal instability, absent MMC-induced FancD2 foci, reduced Rad51 foci, abolished gene targeting (0/96 vs 16.2% in controls), and reduced spontaneous SCEs. Provides direct experimental support for the FANCD2-monoubiquitination requirement and the (non-core) HR/SCE-promotion annotations.	genes/human/FANCB/FANCB-ai-review.yaml
human	FANCB	Q8NB91	PMID:27986592	The FA Core Complex Contains a Homo-dimeric Catalytic Module for the Symmetric Mono-ubiquitination of FANCI-FANCD2.	HIGH	VERIFIED		Cryo-EM of the BL100 catalytic module identifies FANCB as the sole dimerization element, forming a dimer of FANCB-FANCL-FAAP100 heterotrimers that stimulates FANCL activity ~6-fold. Primary support for the protein-macromolecule adaptor/scaffold core function.	genes/human/FANCB/FANCB-ai-review.yaml
human	FANCB	Q8NB91	PMID:31666700	Structure of the Fanconi anaemia monoubiquitin ligase complex.	HIGH	VERIFIED		Full FA core complex structure; a central dimer of FANCB-FAAP100 heterodimers forms the structural scaffold, and deletion of FANCB/FANCL/FAAP100 (the catalytic module/scaffold) eliminates activity. Supports the scaffold/architecture core function.	genes/human/FANCB/FANCB-ai-review.yaml
human	FANCB	Q8NB91	PMID:32106311	Association of clinical severity with FANCB variant type in Fanconi anemia.	HIGH	VERIFIED		Genotype-phenotype study using transcript analysis, genetic complementation, and biochemical reconstitution of FANCD2 monoubiquitination. Establishes FANCB as indispensable for the enzymatic activation of FANCD2 monoubiquitination in ICL repair, with residual activity of missense variants correlating with clinical severity.	genes/human/FANCB/FANCB-ai-review.yaml
human	FANCC	Q00597	PMID:11063725	The Fanconi anemia protein FANCF forms a nuclear complex with FANCA, FANCC and FANCG.	MEDIUM	VERIFIED		PubMed-verified (abstract cached; via Affinage). Shows FANCF complexes with FANCA, FANCC and FANCG in the nucleus and that loss of any FA protein except FANCD disrupts these complexes, documenting interdependent FA core complex assembly. Added as additional support for the protein-containing complex assembly (GO:0065003) annotation.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:11520787	The Fanconi anemia complementation group C gene product: structural evidence of multifunctionality.	MEDIUM	VERIFIED		PubMed-verified (abstract cached). Shows FANCC's STAT1-activation/anti-apoptotic (PKR) functions are structurally separable from its cross-linker-resistance/FANCD2-activation function, supporting treatment of the signaling/stress roles as non-core.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:12397061	The anti-apoptotic function of Hsp70 in the interferon-inducible double-stranded RNA-dependent protein kinase-mediated death signaling pathway requires the Fanconi anemia protein, FANCC.	MEDIUM	VERIFIED		PubMed-verified (abstract cached; via Affinage). Establishes the FANCC-Hsp70-PKR ternary complex and shows FANCC inhibits PKR kinase activity to support hematopoietic cell survival. Crucially, it states this anti-apoptotic function is structurally separable from and does not require the FA multimeric complex, corroborating (not overturning) the review's treatment of the PKR/apoptosis-signaling role as non-core. Not annotated to a GOA term for FANCC; cited as background for the non-core signaling role noted in the description.	genes/human/FANCC/FANCC-ai-review.yaml
