rule_id,rule_type,go_id,go_label,condition_set_count
ARBA00090214,arba,GO:0000077,DNA damage checkpoint signaling,11
ARBA00090215,arba,GO:0036022,limb joint morphogenesis,1
ARBA00090216,arba,GO:0036021,endolysosome lumen,1
ARBA00090217,arba,GO:0036023,embryonic skeletal limb joint morphogenesis,1
ARBA00090218,arba,GO:1905839,negative regulation of telomeric D-loop disassembly,1
ARBA00090219,arba,GO:1904507,positive regulation of telomere maintenance in response to DNA damage,1
ARBA00090220,arba,GO:1904508,regulation of protein localization to basolateral plasma membrane,1
ARBA00090221,arba,GO:1905838,regulation of telomeric D-loop disassembly,1
ARBA00090222,arba,GO:0036020,endolysosome membrane,2
ARBA00090223,arba,GO:0036019,endolysosome,4
ARBA00090224,arba,GO:0036018,cellular response to erythropoietin,1
ARBA00090225,arba,GO:0036015,response to interleukin-3,2
ARBA00090226,arba,GO:0036017,response to erythropoietin,1
ARBA00090227,arba,GO:0000086,G2/M transition of mitotic cell cycle,4
ARBA00090228,arba,GO:0036016,cellular response to interleukin-3,2
ARBA00090229,arba,GO:0048023,positive regulation of melanin biosynthetic process,2
ARBA00090230,arba,GO:0048025,"negative regulation of mRNA splicing, via spliceosome",3
ARBA00090231,arba,GO:0048021,regulation of melanin biosynthetic process,3
ARBA00090232,arba,GO:0048027,mRNA 5'-UTR binding,2
ARBA00090233,arba,GO:0036011,imaginal disc-derived leg segmentation,2
ARBA00090234,arba,GO:0050341,thymine dioxygenase activity,1
ARBA00090235,arba,GO:0051670,inulinase activity,1
ARBA00090236,arba,GO:0099612,protein localization to axon,1
ARBA00090237,arba,GO:0061008,hepaticobiliary system development,13
ARBA00090239,arba,GO:0036009,protein-glutamine N-methyltransferase activity,2
ARBA00090240,arba,GO:0000050,urea cycle,4
ARBA00090242,arba,GO:0061004,pattern specification involved in kidney development,1
ARBA00090243,arba,GO:0000052,citrulline metabolic process,2
ARBA00090244,arba,GO:0061003,positive regulation of dendritic spine morphogenesis,2
ARBA00090245,arba,GO:0036006,cellular response to macrophage colony-stimulating factor stimulus,1
ARBA00090246,arba,GO:0000054,ribosomal subunit export from nucleus,7
ARBA00090247,arba,GO:0061005,cell differentiation involved in kidney development,3
ARBA00090248,arba,GO:0036005,response to macrophage colony-stimulating factor,1
ARBA00090249,arba,GO:0061001,regulation of dendritic spine morphogenesis,3
ARBA00090250,arba,GO:0050354,triokinase activity,1
ARBA00090251,arba,GO:0051685,maintenance of ER location,1
ARBA00090252,arba,GO:0000055,ribosomal large subunit export from nucleus,2
ARBA00090253,arba,GO:0050353,trimethyllysine dioxygenase activity,1
ARBA00090254,arba,GO:0036002,pre-mRNA binding,2
ARBA00090255,arba,GO:1905868,regulation of 3'-UTR-mediated mRNA stabilization,1
ARBA00090256,arba,GO:1904533,regulation of telomeric loop disassembly,1
ARBA00090257,arba,GO:0000064,L-ornithine transmembrane transporter activity,1
ARBA00090258,arba,GO:1904534,negative regulation of telomeric loop disassembly,1
ARBA00090259,arba,GO:0048046,apoplast,2
ARBA00090260,arba,GO:1905862,ferroxidase complex,1
ARBA00090261,arba,GO:0048041,focal adhesion assembly,1
ARBA00090262,arba,GO:0048048,embryonic eye morphogenesis,2
ARBA00090263,arba,GO:0050368,"L-tyrosine 2,3-aminomutase activity",1
ARBA00090264,arba,GO:0051693,actin filament capping,6
ARBA00090265,arba,GO:0051620,norepinephrine uptake,1
ARBA00090266,arba,GO:0036066,protein O-linked glycosylation via fucose,3
ARBA00090267,arba,GO:0050302,indole-3-acetaldehyde oxidase activity,1
ARBA00090268,arba,GO:0036057,slit diaphragm,1
ARBA00090269,arba,GO:0036056,filtration diaphragm,1
ARBA00090270,arba,GO:0000098,sulfur amino acid catabolic process,2
ARBA00090271,arba,GO:0051646,mitochondrion localization,8
ARBA00090272,arba,GO:0050314,sym-norspermidine synthase activity,1
ARBA00090273,arba,GO:0051645,Golgi localization,1
ARBA00090274,arba,GO:0051644,plastid localization,3
ARBA00090275,arba,GO:0050313,sulfur dioxygenase activity,1
ARBA00090276,arba,GO:0051643,endoplasmic reticulum localization,1
ARBA00090277,arba,GO:0051642,centrosome localization,4
ARBA00090278,arba,GO:0000099,sulfur amino acid transmembrane transporter activity,2
ARBA00090279,arba,GO:0036042,long-chain fatty acyl-CoA binding,1
ARBA00090280,arba,GO:0048001,erythrose-4-phosphate dehydrogenase activity,1
ARBA00090281,arba,GO:0048008,platelet-derived growth factor receptor signaling pathway,3
ARBA00090282,arba,GO:0048009,insulin-like growth factor receptor signaling pathway,5
ARBA00090283,arba,GO:0051657,maintenance of organelle location,1
ARBA00090284,arba,GO:0051654,establishment of mitochondrion localization,3
ARBA00090285,arba,GO:0051653,spindle localization,6
ARBA00090286,arba,GO:0050321,tau-protein kinase activity,4
ARBA00090287,arba,GO:0051651,maintenance of location in cell,2
ARBA00090288,arba,GO:1904585,response to putrescine,1
ARBA00090289,arba,GO:0085030,symbiotic process benefiting host,1
ARBA00090290,arba,GO:0061062,regulation of nematode larval development,1
ARBA00090291,arba,GO:0061064,negative regulation of nematode larval development,1
ARBA00090292,arba,GO:1903251,multi-ciliated epithelial cell differentiation,1
ARBA00090293,arba,GO:0097028,dendritic cell differentiation,3
ARBA00090294,arba,GO:0085029,extracellular matrix assembly,3
ARBA00090295,arba,GO:1904594,regulation of termination of RNA polymerase II transcription,1
ARBA00090296,arba,GO:1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,1
ARBA00090297,arba,GO:0061074,regulation of neural retina development,1
ARBA00090298,arba,GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,7
ARBA00090299,arba,GO:0097038,perinuclear endoplasmic reticulum,3
ARBA00090300,arba,GO:1903278,positive regulation of sodium ion export across plasma membrane,1
ARBA00090301,arba,GO:1903276,regulation of sodium ion export across plasma membrane,1
ARBA00090302,arba,GO:0097009,energy homeostasis,7
ARBA00090303,arba,GO:0097006,regulation of plasma lipoprotein particle levels,3
ARBA00090304,arba,GO:0097001,ceramide binding,2
ARBA00090305,arba,GO:0036089,cleavage furrow formation,1
ARBA00090306,arba,GO:0097002,mitochondrial inner boundary membrane,1
ARBA00090307,arba,GO:0061099,negative regulation of protein tyrosine kinase activity,1
ARBA00090308,arba,GO:1903286,regulation of potassium ion import,1
ARBA00090309,arba,GO:0085042,periarbuscular membrane,1
ARBA00090310,arba,GO:1903288,positive regulation of potassium ion import across plasma membrane,1
ARBA00090311,arba,GO:0061091,regulation of phospholipid translocation,1
ARBA00090312,arba,GO:0036071,obsolete N-glycan fucosylation,2
ARBA00090313,arba,GO:0097017,renal protein absorption,1
ARBA00090314,arba,GO:0061092,positive regulation of phospholipid translocation,1
ARBA00090315,arba,GO:0097018,renal albumin absorption,1
ARBA00090316,arba,GO:0097016,L27 domain binding,1
ARBA00090317,arba,GO:0036075,replacement ossification,1
ARBA00090318,arba,GO:0061029,eyelid development in camera-type eye,1
ARBA00090319,arba,GO:1905874,regulation of postsynaptic density organization,1
ARBA00090320,arba,GO:0061028,establishment of endothelial barrier,4
ARBA00090321,arba,GO:1905870,positive regulation of 3'-UTR-mediated mRNA stabilization,1
ARBA00090322,arba,GO:1904541,fungal-type cell wall disassembly involved in conjugation with cellular fusion,2
ARBA00090323,arba,GO:0048052,R1/R6 cell differentiation,1
ARBA00090324,arba,GO:0099641,anterograde axonal protein transport,2
ARBA00090325,arba,GO:0099640,axo-dendritic protein transport,2
ARBA00090326,arba,GO:0099645,neurotransmitter receptor localization to postsynaptic specialization membrane,3
ARBA00090327,arba,GO:0061037,negative regulation of cartilage development,2
ARBA00090328,arba,GO:0061036,positive regulation of cartilage development,2
ARBA00090329,arba,GO:1903224,regulation of endodermal cell differentiation,1
ARBA00090330,arba,GO:1903225,negative regulation of endodermal cell differentiation,1
ARBA00090331,arba,GO:0048066,developmental pigmentation,6
ARBA00090332,arba,GO:0048067,cuticle pigmentation,1
ARBA00090333,arba,GO:0061035,regulation of cartilage development,5
ARBA00090334,arba,GO:0048070,regulation of developmental pigmentation,2
ARBA00090335,arba,GO:0085017,entry into host cell by a symbiont-containing vacuole,2
ARBA00090336,arba,GO:1905897,regulation of response to endoplasmic reticulum stress,10
ARBA00090337,arba,GO:0061049,cell growth involved in cardiac muscle cell development,1
ARBA00090338,arba,GO:1905898,positive regulation of response to endoplasmic reticulum stress,4
ARBA00090339,arba,GO:0048079,regulation of cuticle pigmentation,1
ARBA00090340,arba,GO:1904564,cytosolic [4Fe-4S] assembly scaffold complex,1
ARBA00090341,arba,GO:0061045,negative regulation of wound healing,10
ARBA00090342,arba,GO:0099626,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels,2
ARBA00090343,arba,GO:0099623,regulation of cardiac muscle cell membrane repolarization,1
ARBA00090344,arba,GO:0048082,regulation of adult chitin-containing cuticle pigmentation,1
ARBA00090345,arba,GO:0061053,somite development,3
ARBA00090346,arba,GO:0048086,negative regulation of developmental pigmentation,1
ARBA00090347,arba,GO:0099638,endosome to plasma membrane protein transport,1
ARBA00090348,arba,GO:0099637,neurotransmitter receptor transport,1
ARBA00090349,arba,GO:0099639,"neurotransmitter receptor transport, endosome to plasma membrane",1
ARBA00090350,arba,GO:0099633,protein localization to postsynaptic specialization membrane,3
ARBA00090351,arba,GO:1990549,mitochondrial NAD transmembrane transport,1
ARBA00090352,arba,GO:0002704,negative regulation of leukocyte mediated immunity,4
ARBA00090353,arba,GO:0002703,regulation of leukocyte mediated immunity,20
ARBA00090354,arba,GO:0002706,regulation of lymphocyte mediated immunity,18
ARBA00090355,arba,GO:0002705,positive regulation of leukocyte mediated immunity,13
ARBA00090356,arba,GO:1990559,mitochondrial coenzyme A transmembrane transport,1
ARBA00090357,arba,GO:0002708,positive regulation of lymphocyte mediated immunity,13
ARBA00090358,arba,GO:0002707,negative regulation of lymphocyte mediated immunity,3
ARBA00090359,arba,GO:0002709,regulation of T cell mediated immunity,6
ARBA00090360,arba,GO:0002700,regulation of production of molecular mediator of immune response,12
ARBA00090361,arba,GO:0002702,positive regulation of production of molecular mediator of immune response,6
ARBA00090362,arba,GO:0002701,negative regulation of production of molecular mediator of immune response,2
ARBA00090363,arba,GO:1990566,I(KACh) inward rectifier potassium channel complex,1
ARBA00090364,arba,GO:0097091,synaptic vesicle clustering,1
ARBA00090365,arba,GO:0097090,presynaptic membrane organization,3
ARBA00090366,arba,GO:0097094,craniofacial suture morphogenesis,1
ARBA00090367,arba,GO:1990571,meiotic centromere clustering,1
ARBA00090368,arba,GO:1990573,potassium ion import across plasma membrane,2
ARBA00090369,arba,GO:1990575,mitochondrial L-ornithine transmembrane transport,1
ARBA00090370,arba,GO:0097061,dendritic spine organization,2
ARBA00090371,arba,GO:1903292,protein localization to Golgi membrane,1
ARBA00090372,arba,GO:0001406,glycerophosphodiester transmembrane transporter activity,1
ARBA00090373,arba,GO:0001405,"PAM complex, Tim23 associated import motor",2
ARBA00090374,arba,GO:0001408,guanine nucleotide transport,1
ARBA00090375,arba,GO:0001407,glycerophosphodiester transmembrane transport,1
ARBA00090376,arba,GO:1990584,cardiac Troponin complex,1
ARBA00090377,arba,GO:0001402,signal transduction involved in filamentous growth,2
ARBA00090378,arba,GO:0001403,invasive growth in response to glucose limitation,2
ARBA00090379,arba,GO:0001411,hyphal tip,2
ARBA00090380,arba,GO:0002715,regulation of natural killer cell mediated immunity,8
ARBA00090381,arba,GO:0002714,positive regulation of B cell mediated immunity,3
ARBA00090382,arba,GO:0002717,positive regulation of natural killer cell mediated immunity,6
ARBA00090383,arba,GO:0002716,negative regulation of natural killer cell mediated immunity,2
ARBA00090384,arba,GO:0002719,negative regulation of cytokine production involved in immune response,2
ARBA00090385,arba,GO:0002718,regulation of cytokine production involved in immune response,4
ARBA00090386,arba,GO:0002711,positive regulation of T cell mediated immunity,4
ARBA00090387,arba,GO:0002710,negative regulation of T cell mediated immunity,1
ARBA00090388,arba,GO:0002712,regulation of B cell mediated immunity,3
ARBA00090389,arba,GO:0014704,intercalated disc,8
ARBA00090390,arba,GO:0014706,striated muscle tissue development,21
ARBA00090391,arba,GO:0014701,junctional sarcoplasmic reticulum membrane,1
ARBA00090392,arba,GO:0002720,positive regulation of cytokine production involved in immune response,1
ARBA00090393,arba,GO:0097054,L-glutamate biosynthetic process,1
ARBA00090394,arba,GO:0097058,CRLF-CLCF1 complex,1
ARBA00090395,arba,GO:0051702,biological process involved in interaction with symbiont,2
ARBA00090396,arba,GO:0002775,antimicrobial peptide production,1
ARBA00090397,arba,GO:0000112,nucleotide-excision repair factor 3 complex,1
ARBA00090398,arba,GO:0002777,antimicrobial peptide biosynthetic process,1
ARBA00090399,arba,GO:0002778,antibacterial peptide production,1
ARBA00090400,arba,GO:0002780,antibacterial peptide biosynthetic process,1
ARBA00090401,arba,GO:0000121,sn-glycerol 1-phosphatase activity,1
ARBA00090402,arba,GO:0002784,regulation of antimicrobial peptide production,4
ARBA00090403,arba,GO:0002786,regulation of antibacterial peptide production,1
ARBA00090404,arba,GO:0000126,transcription factor TFIIIB complex,1
ARBA00090405,arba,GO:0014731,spectrin-associated cytoskeleton,3
ARBA00090406,arba,GO:0014733,regulation of skeletal muscle adaptation,1
ARBA00090407,arba,GO:0051719,"DNA (cytosine-5-)-methyltransferase activity, acting on CpN substrates",1
ARBA00090408,arba,GO:0051718,"DNA (cytosine-5-)-methyltransferase activity, acting on CpG substrates",1
ARBA00090409,arba,GO:0002759,regulation of antimicrobial humoral response,5
ARBA00090410,arba,GO:0051725,protein de-ADP-ribosylation,3
ARBA00090411,arba,GO:0051724,NAD transmembrane transporter activity,1
ARBA00090412,arba,GO:0051721,protein phosphatase 2A binding,1
ARBA00090413,arba,GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,10
ARBA00090414,arba,GO:0002752,cell surface pattern recognition receptor signaling pathway,4
ARBA00090415,arba,GO:0002756,MyD88-independent toll-like receptor signaling pathway,1
ARBA00090416,arba,GO:0002760,positive regulation of antimicrobial humoral response,3
ARBA00090417,arba,GO:0014741,negative regulation of muscle hypertrophy,2
ARBA00090418,arba,GO:0014742,positive regulation of muscle hypertrophy,3
ARBA00090419,arba,GO:0014743,regulation of muscle hypertrophy,7
ARBA00090420,arba,GO:0000109,nucleotide-excision repair complex,2
ARBA00090421,arba,GO:0050404,zeatin O-beta-D-xylosyltransferase activity,1
ARBA00090422,arba,GO:0051735,GTP-dependent polynucleotide 5'-hydroxyl-kinase activity,1
ARBA00090423,arba,GO:0050401,xylonate dehydratase activity,1
ARBA00090424,arba,GO:0051731,polynucleotide 5'-hydroxyl-kinase activity,1
ARBA00090425,arba,GO:0051730,GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity,1
ARBA00090426,arba,GO:0002762,negative regulation of myeloid leukocyte differentiation,3
ARBA00090427,arba,GO:0002761,regulation of myeloid leukocyte differentiation,5
ARBA00090428,arba,GO:0002763,positive regulation of myeloid leukocyte differentiation,2
ARBA00090429,arba,GO:0000104,succinate dehydrogenase activity,4
ARBA00090430,arba,GO:0002768,immune response-regulating cell surface receptor signaling pathway,18
ARBA00090431,arba,GO:0000150,DNA strand exchange activity,2
ARBA00090432,arba,GO:0000153,cytoplasmic ubiquitin ligase complex,1
ARBA00090433,arba,GO:1990502,dense core granule maturation,1
ARBA00090434,arba,GO:1990504,dense core granule exocytosis,1
ARBA00090435,arba,GO:1990508,CKM complex,1
ARBA00090436,arba,GO:0000156,phosphorelay response regulator activity,2
ARBA00090437,arba,GO:0036100,leukotriene catabolic process,1
ARBA00090438,arba,GO:0000159,protein phosphatase type 2A complex,5
ARBA00090439,arba,GO:1990501,exon-exon junction subcomplex mago-y14,1
ARBA00090440,arba,GO:0000164,protein phosphatase type 1 complex,1
ARBA00090441,arba,GO:1990513,CLOCK-BMAL transcription complex,1
ARBA00090442,arba,GO:0002791,regulation of peptide secretion,14
ARBA00090443,arba,GO:0002790,peptide secretion,4
ARBA00090444,arba,GO:0002793,positive regulation of peptide secretion,8
ARBA00090445,arba,GO:0000131,incipient cellular bud site,3
ARBA00090446,arba,GO:0002792,negative regulation of peptide secretion,1
ARBA00090447,arba,GO:1990525,BIR domain binding,1
ARBA00090448,arba,GO:0000132,establishment of mitotic spindle orientation,3
ARBA00090449,arba,GO:0000133,polarisome,1
ARBA00090450,arba,GO:0000136,mannan polymerase complex,1
ARBA00090451,arba,GO:0000137,Golgi cis cisterna,3
ARBA00090452,arba,GO:0000142,cellular bud neck contractile ring,1
ARBA00090453,arba,GO:1990535,neuron projection maintenance,1
ARBA00090454,arba,GO:1990539,fructose import across plasma membrane,2
ARBA00090455,arba,GO:0000144,cellular bud neck septin ring,1
ARBA00090456,arba,GO:0000145,exocyst,2
ARBA00090457,arba,GO:0000146,microfilament motor activity,8
ARBA00090458,arba,GO:0000147,actin cortical patch assembly,2
ARBA00090459,arba,GO:1990532,stress response to nickel ion,1
ARBA00090460,arba,GO:1990531,phospholipid-translocating ATPase complex,5
ARBA00090461,arba,GO:0000149,SNARE binding,11
ARBA00090462,arba,GO:1990533,Dom34-Hbs1 complex,2
ARBA00090463,arba,GO:0106341,omega-hydroxyceramide transacylase activity,1
ARBA00090464,arba,GO:0106342,omega-hydroxyceramide biosynthetic process,1
ARBA00090465,arba,GO:0106344,4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase activity from histidine and PLP,1
ARBA00090466,arba,GO:0106345,glyoxylate reductase activity,1
ARBA00090467,arba,GO:0060491,regulation of cell projection assembly,9
ARBA00090468,arba,GO:0106349,snRNA methylation,1
ARBA00090469,arba,GO:0072487,MSL complex,4
ARBA00090470,arba,GO:0072485,response to spindle assembly checkpoint signaling,1
ARBA00090471,arba,GO:1900271,regulation of long-term synaptic potentiation,1
ARBA00090472,arba,GO:1900272,negative regulation of long-term synaptic potentiation,1
ARBA00090473,arba,GO:0072476,response to mitotic spindle checkpoint signaling,1
ARBA00090474,arba,GO:0072479,response to mitotic cell cycle spindle assembly checkpoint signaling,1
ARBA00090475,arba,GO:0034196,acylglycerol transport,1
ARBA00090476,arba,GO:0034197,triglyceride transport,1
ARBA00090477,arba,GO:0034198,cellular response to amino acid starvation,10
ARBA00090478,arba,GO:0034188,apolipoprotein A-I receptor activity,1
ARBA00090479,arba,GO:0034185,apolipoprotein binding,2
ARBA00090480,arba,GO:0071169,establishment of protein localization to chromatin,1
ARBA00090481,arba,GO:0071168,protein localization to chromatin,2
ARBA00090482,arba,GO:0072498,embryonic skeletal joint development,2
ARBA00090483,arba,GO:0071163,DNA replication preinitiation complex assembly,1
ARBA00090484,arba,GO:0061789,dense core granule priming,1
ARBA00090485,arba,GO:1900223,positive regulation of amyloid-beta clearance,2
ARBA00090486,arba,GO:1900221,regulation of amyloid-beta clearance,2
ARBA00090487,arba,GO:0106380,purine ribonucleotide salvage,4
ARBA00090488,arba,GO:1900226,negative regulation of NLRP3 inflammasome complex assembly,2
ARBA00090489,arba,GO:1900227,positive regulation of NLRP3 inflammasome complex assembly,5
ARBA00090490,arba,GO:0106381,purine deoxyribonucleotide salvage,1
ARBA00090491,arba,GO:1900225,regulation of NLRP3 inflammasome complex assembly,7
ARBA00090492,arba,GO:0106384,dGMP salvage,1
ARBA00090493,arba,GO:0047484,regulation of response to osmotic stress,6
ARBA00090494,arba,GO:1901550,regulation of endothelial cell development,1
ARBA00090495,arba,GO:0097746,blood vessel diameter maintenance,10
ARBA00090496,arba,GO:0046156,obsolete siroheme metabolic process,1
ARBA00090497,arba,GO:0071111,cyclic-guanylate-specific phosphodiesterase activity,1
ARBA00090498,arba,GO:0061799,cyclic pyranopterin monophosphate synthase activity,1
ARBA00090499,arba,GO:1902895,positive regulation of miRNA transcription,4
ARBA00090500,arba,GO:1902894,negative regulation of miRNA transcription,1
ARBA00090501,arba,GO:1902893,regulation of miRNA transcription,5
ARBA00090502,arba,GO:0060465,pharynx development,2
ARBA00090503,arba,GO:1901569,fatty acid derivative catabolic process,2
ARBA00090504,arba,GO:0061798,"GTP 3',8'-cyclase activity",1
ARBA00090505,arba,GO:0061792,secretory granule maturation,1
ARBA00090506,arba,GO:0046160,obsolete heme a metabolic process,1
ARBA00090507,arba,GO:0047497,mitochondrion transport along microtubule,2
ARBA00090508,arba,GO:0072429,response to intra-S DNA damage checkpoint signaling,1
ARBA00090509,arba,GO:0046164,alcohol catabolic process,8
ARBA00090510,arba,GO:0071108,protein K48-linked deubiquitination,3
ARBA00090511,arba,GO:0047498,obsolete calcium-dependent phospholipase A2 activity,1
ARBA00090512,arba,GO:0047499,obsolete calcium-independent phospholipase A2 activity,3
ARBA00090513,arba,GO:1900239,regulation of phenotypic switching,1
ARBA00090514,arba,GO:0097752,regulation of DNA stability,1
ARBA00090515,arba,GO:1900244,positive regulation of synaptic vesicle endocytosis,1
ARBA00090516,arba,GO:0060479,lung cell differentiation,1
ARBA00090517,arba,GO:1900242,regulation of synaptic vesicle endocytosis,1
ARBA00090518,arba,GO:1900246,positive regulation of RIG-I signaling pathway,1
ARBA00090519,arba,GO:0097718,disordered domain specific binding,1
ARBA00090520,arba,GO:0046176,aldonic acid catabolic process,2
ARBA00090521,arba,GO:0060470,positive regulation of cytosolic calcium ion concentration involved in egg activation,1
ARBA00090522,arba,GO:1901570,fatty acid derivative biosynthetic process,7
ARBA00090523,arba,GO:0046174,polyol catabolic process,3
ARBA00090524,arba,GO:0097723,amoeboid sperm motility,1
ARBA00090525,arba,GO:0097720,calcineurin-mediated signaling,4
ARBA00090526,arba,GO:0060487,lung epithelial cell differentiation,1
ARBA00090527,arba,GO:0046184,aldehyde biosynthetic process,3
ARBA00090528,arba,GO:0000803,sex chromosome,4
ARBA00090529,arba,GO:0000805,X chromosome,2
ARBA00090530,arba,GO:0000808,origin recognition complex,1
ARBA00090531,arba,GO:0000811,GINS complex,1
ARBA00090532,arba,GO:0000812,Swr1 complex,2
ARBA00090533,arba,GO:0000815,ESCRT III complex,1
ARBA00090534,arba,GO:0000810,diacylglycerol diphosphate phosphatase activity,1
ARBA00090535,arba,GO:0000822,inositol hexakisphosphate binding,1
ARBA00090536,arba,GO:0000823,"inositol-1,4,5-trisphosphate 6-kinase activity",1
ARBA00090537,arba,GO:0000824,"inositol-1,4,5,6-tetrakisphosphate 3-kinase activity",1
ARBA00090538,arba,GO:0000827,"inositol-1,3,4,5,6-pentakisphosphate kinase activity",1
ARBA00090539,arba,GO:0000820,obsolete regulation of glutamine family amino acid metabolic process,1
ARBA00090540,arba,GO:0000821,obsolete regulation of arginine metabolic process,1
ARBA00090541,arba,GO:0009204,deoxyribonucleoside triphosphate catabolic process,2
ARBA00090542,arba,GO:0009200,deoxyribonucleoside triphosphate metabolic process,2
ARBA00090543,arba,GO:0048814,regulation of dendrite morphogenesis,7
ARBA00090544,arba,GO:0009208,pyrimidine ribonucleoside triphosphate metabolic process,3
ARBA00090545,arba,GO:0009209,pyrimidine ribonucleoside triphosphate biosynthetic process,2
ARBA00090546,arba,GO:0009214,cyclic nucleotide catabolic process,1
ARBA00090547,arba,GO:0009215,purine deoxyribonucleoside triphosphate metabolic process,2
ARBA00090548,arba,GO:0009217,purine deoxyribonucleoside triphosphate catabolic process,2
ARBA00090549,arba,GO:0010200,response to chitin,2
ARBA00090550,arba,GO:0009211,pyrimidine deoxyribonucleoside triphosphate metabolic process,1
ARBA00090551,arba,GO:0009212,pyrimidine deoxyribonucleoside triphosphate biosynthetic process,1
ARBA00090552,arba,GO:0010207,photosystem II assembly,1
ARBA00090553,arba,GO:0010208,pollen wall assembly,2
ARBA00090554,arba,GO:0010205,photoinhibition,1
ARBA00090555,arba,GO:0010206,photosystem II repair,2
ARBA00090556,arba,GO:0048825,cotyledon development,3
ARBA00090557,arba,GO:0048821,erythrocyte development,1
ARBA00090558,arba,GO:0009218,pyrimidine ribonucleotide metabolic process,7
ARBA00090559,arba,GO:0048826,cotyledon morphogenesis,1
ARBA00090560,arba,GO:0009219,pyrimidine deoxyribonucleotide metabolic process,6
ARBA00090561,arba,GO:0048829,root cap development,1
ARBA00090562,arba,GO:0047500,(+)-borneol dehydrogenase activity,1
ARBA00090563,arba,GO:0048837,sorocarp sorus development,1
ARBA00090564,arba,GO:0047507,"deoxynucleoside phosphate kinase activity, ATP as phosphate donor",2
ARBA00090565,arba,GO:0048839,inner ear development,8
ARBA00090566,arba,GO:1902905,positive regulation of supramolecular fiber organization,14
ARBA00090567,arba,GO:0048844,artery morphogenesis,1
ARBA00090568,arba,GO:0048846,axon extension involved in axon guidance,4
ARBA00090569,arba,GO:0048840,otolith development,1
ARBA00090570,arba,GO:0048841,regulation of axon extension involved in axon guidance,3
ARBA00090571,arba,GO:0048842,positive regulation of axon extension involved in axon guidance,1
ARBA00090572,arba,GO:0048843,negative regulation of axon extension involved in axon guidance,1
ARBA00090573,arba,GO:1902914,regulation of protein polyubiquitination,2
ARBA00090574,arba,GO:1902913,positive regulation of neuroepithelial cell differentiation,1
ARBA00090575,arba,GO:0061804,mitotic spindle formation (spindle phase one),1
ARBA00090576,arba,GO:1902916,positive regulation of protein polyubiquitination,2
ARBA00090577,arba,GO:0010236,plastoquinone biosynthetic process,1
ARBA00090578,arba,GO:0034205,amyloid-beta formation,2
ARBA00090579,arba,GO:0010235,guard mother cell cytokinesis,1
ARBA00090580,arba,GO:0010232,vascular transport,4
ARBA00090581,arba,GO:0009244,lipopolysaccharide core region biosynthetic process,2
ARBA00090582,arba,GO:0010233,phloem transport,1
ARBA00090583,arba,GO:0009245,lipid A biosynthetic process,4
ARBA00090584,arba,GO:0010231,maintenance of seed dormancy,1
ARBA00090585,arba,GO:0009240,isopentenyl diphosphate biosynthetic process,3
ARBA00090586,arba,GO:0010248,establishment or maintenance of transmembrane electrochemical gradient,3
ARBA00090587,arba,GO:0010244,response to low fluence blue light stimulus by blue low-fluence system,1
ARBA00090588,arba,GO:0009255,Entner-Doudoroff pathway through 6-phosphogluconate,1
ARBA00090589,arba,GO:0009257,10-formyltetrahydrofolate biosynthetic process,1
ARBA00090590,arba,GO:0010212,response to ionizing radiation,12
ARBA00090591,arba,GO:0035515,oxidative RNA demethylase activity,2
ARBA00090592,arba,GO:0035514,DNA demethylase activity,5
ARBA00090593,arba,GO:0009221,pyrimidine deoxyribonucleotide biosynthetic process,5
ARBA00090594,arba,GO:0009222,pyrimidine ribonucleotide catabolic process,2
ARBA00090595,arba,GO:0009223,pyrimidine deoxyribonucleotide catabolic process,1
ARBA00090596,arba,GO:0009224,CMP biosynthetic process,1
ARBA00090597,arba,GO:0009220,pyrimidine ribonucleotide biosynthetic process,5
ARBA00090598,arba,GO:0035516,broad specificity oxidative DNA demethylase activity,3
ARBA00090599,arba,GO:0009229,thiamine diphosphate biosynthetic process,1
ARBA00090600,arba,GO:0009236,cobalamin biosynthetic process,1
ARBA00090601,arba,GO:0010225,response to UV-C,2
ARBA00090602,arba,GO:0009237,siderophore metabolic process,3
ARBA00090603,arba,GO:0010226,response to lithium ion,2
ARBA00090604,arba,GO:0010224,response to UV-B,5
ARBA00090605,arba,GO:0009233,menaquinone metabolic process,2
ARBA00090606,arba,GO:0009235,cobalamin metabolic process,3
ARBA00090607,arba,GO:0009231,riboflavin biosynthetic process,7
ARBA00090608,arba,GO:0010229,inflorescence development,3
ARBA00090609,arba,GO:0010228,vegetative to reproductive phase transition of meristem,7
ARBA00090610,arba,GO:0048803,imaginal disc-derived male genitalia morphogenesis,1
ARBA00090611,arba,GO:0048808,male genitalia morphogenesis,1
ARBA00090612,arba,GO:0048805,imaginal disc-derived genitalia morphogenesis,1
ARBA00090613,arba,GO:0048806,genitalia development,4
ARBA00090614,arba,GO:0035579,specific granule membrane,1
ARBA00090615,arba,GO:0035578,azurophil granule lumen,2
ARBA00090616,arba,GO:0060537,muscle tissue development,23
