suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords	gene_key	primary_bucket_id	primary_bucket_label	primary_bucket_type	primary_bucket_source	primary_module_area	assignment_reason	specific_kegg_pathway_ids	specific_kegg_pathway_names	overview_kegg_pathway_ids
PP_2606	false	Q88JP3	Q88JP3_PSEPK	PP_2606	PP_2606	PP_2606	NIPSNAP domain-containing protein	unreviewed	1.0	106			IPR011008;IPR012577;IPR051557;	PF07978;	PTHR21017;PTHR21017:SF17;	ppu:PP_2606;	PPUT160488:G1G01-2788-MONOMER;		WP_003250862.1;	Reference proteome	ppu:PP_2606	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2607	false	Q88JP2	Q88JP2_PSEPK	PP_2607	PP_2607	PP_2607	FAD-dependent oxidoreductase 2 FAD-binding domain-containing protein	unreviewed	1.0	577		GO:0008202; GO:0016491	IPR003953;IPR050315;IPR036188;IPR027477;	PF00890;	PTHR43400:SF10;PTHR43400;	ppu:PP_2607;	PPUT160488:G1G01-2789-MONOMER;		WP_010953528.1;	FAD;Flavoprotein;Oxidoreductase;Reference proteome	ppu:PP_2607	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2608	false	Q88JP1	Q88JP1_PSEPK	PP_2608	PP_2608	PP_2608	Shikimate dehydrogenase family protein	unreviewed	2.0	269		GO:0004764; GO:0005829; GO:0009073; GO:0009423; GO:0019632; GO:0046872; GO:0050661	IPR046346;IPR036291;IPR013708;IPR022893;	PF08501;	PTHR21089:SF1;PTHR21089;	ppu:PP_2608;	PPUT160488:G1G01-2790-MONOMER;		WP_010953529.1;	3D-structure;Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Metal-binding;NADP;Nucleotide-binding;Oxidoreductase;Reference proteome	ppu:PP_2608	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2610	false	Q88JN9	Q88JN9_PSEPK	PP_2610	PP_2610	PP_2610	PAAR repeat-containing protein	unreviewed	1.0	85			IPR008727;	PF05488;		ppu:PP_2610;	PPUT160488:G1G01-2792-MONOMER;		WP_003250871.1;	Reference proteome	ppu:PP_2610	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2619	false	Q88JN0	Q88JN0_PSEPK	PP_2619	PP_2619	PP_2619	FHA domain protein	unreviewed	1.0	189			IPR000253;IPR008984;	PF00498;		ppu:PP_2619;	PPUT160488:G1G01-2801-MONOMER;		WP_010953539.1;	Reference proteome	ppu:PP_2619	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2621	false	Q88JM8	Q88JM8_PSEPK	PP_2621	PP_2621	PP_2621	Type VI secretion system baseplate subunit TssF	unreviewed	1.0	588			IPR010269;IPR010272;	PF05947;	PTHR35565;PTHR35565:SF1;	ppu:PP_2621;	PPUT160488:G1G01-2803-MONOMER;		WP_010953541.1;	Reference proteome	ppu:PP_2621	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2622	false	Q88JM7	Q88JM7_PSEPK	PP_2622	PP_2622	PP_2622	IraD/Gp25-like domain-containing protein	unreviewed	1.0	136			IPR007048;IPR053176;IPR017737;	PF04965;	PTHR38595;PTHR38595:SF2;	ppu:PP_2622;	PPUT160488:G1G01-2804-MONOMER;		WP_010953542.1;	Reference proteome	ppu:PP_2622	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2625	false	Q88JM4	Q88JM4_PSEPK	PP_2625	PP_2625	PP_2625	Type VI secretion system-associated protein TagO	unreviewed	1.0	231			IPR017738;	PF11319;		ppu:PP_2625;	PPUT160488:G1G01-2807-MONOMER;			Reference proteome	ppu:PP_2625	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2626	false	Q88JM3	Q88JM3_PSEPK	PP_2626	PP_2626	PP_2626	ImpA N-terminal domain-containing protein	unreviewed	1.0	487			IPR010657;IPR017739;	PF06812;PF16989;	PTHR37024;PTHR37024:SF3;	ppu:PP_2626;	PPUT160488:G1G01-2808-MONOMER;		WP_010953546.1;	Reference proteome	ppu:PP_2626	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2631	false	Q88JL8	Q88JL8_PSEPK	PP_2631	PP_2631	PP_2631	Cellulose biosynthesis, BcsF/YhjT	unreviewed	1.0	61			IPR019995;	PF11120;		ppu:PP_2631;	PPUT160488:G1G01-2812-MONOMER;		WP_010953551.1;	Reference proteome	ppu:PP_2631	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2633	false	Q88JL6	Q88JL6_PSEPK	PP_2633	PP_2633	PP_2633	Cellulose biosynthesis protein BcsR	unreviewed	1.0	72			IPR024487;	PF10945;		ppu:PP_2633;	PPUT160488:G1G01-2814-MONOMER;		WP_010953553.1;	Reference proteome	ppu:PP_2633	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2634	false	Q88JL5	Q88JL5_PSEPK	PP_2634	PP_2634	PP_2634	Cellulose synthase	unreviewed	1.0	235			IPR017746;IPR027417;	PF06564;		ppu:PP_2634;	PPUT160488:G1G01-2815-MONOMER;		WP_010953554.1;	Reference proteome	ppu:PP_2634	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
bcsZ	false	Q88JL2	Q88JL2_PSEPK	bcsZ	PP_2637	bcsZ PP_2637	Glucanase (EC 3.2.1.-)	unreviewed	2.0	370	3.2.1.-	GO:0008810; GO:0030245	IPR008928;IPR012341;IPR002037;IPR019834;	PF01270;		ppu:PP_2637;	PPUT160488:G1G01-2818-MONOMER;			3D-structure;Carbohydrate metabolism;Cellulose degradation;Glycosidase;Hydrolase;Polysaccharide degradation;Reference proteome;Signal	ppu:PP_2637	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_2640	false	Q88JK9	Q88JK9_PSEPK	PP_2640	PP_2640	PP_2640	Acetyltransferase, GNAT family	unreviewed	1.0	152		GO:0016747	IPR016181;IPR000182;IPR052564;	PF13673;	PTHR43451:SF1;PTHR43451;	ppu:PP_2640;	PPUT160488:G1G01-2821-MONOMER;		WP_010953560.1;	Reference proteome	ppu:PP_2640	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2641	false	Q88JK8	Q88JK8_PSEPK	PP_2641	PP_2641	PP_2641	Iron-sulfur cluster-binding protein	unreviewed	1.0	599		GO:0016491; GO:0051537	IPR036010;IPR001041;IPR006058;IPR012675;IPR008333;IPR036005;IPR017927;IPR039261;IPR050415;IPR001433;IPR000994;IPR017938;	PF00970;PF00111;PF00175;PF00557;	PTHR47354;PTHR47354:SF5;	ppu:PP_2641;	PPUT160488:G1G01-2822-MONOMER;			2Fe-2S;Iron;Iron-sulfur;Metal-binding;Reference proteome	ppu:PP_2641	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2646	false	Q88JK3	Q88JK3_PSEPK	PP_2646	PP_2646	PP_2646	YspA cpYpsA-related SLOG domain-containing protein	unreviewed	1.0	131			IPR019627;	PF10686;		ppu:PP_2646;	PPUT160488:G1G01-2826-MONOMER;			Reference proteome	ppu:PP_2646	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2652	false	Q88JJ7	Q88JJ7_PSEPK	PP_2652	PP_2652	PP_2652	Hydratase/decarboxylase	unreviewed	1.0	261		GO:0005737; GO:0008684	IPR011234;IPR036663;IPR050772;	PF01557;	PTHR30143:SF0;PTHR30143;	ppu:PP_2652;	PPUT160488:G1G01-2832-MONOMER;		WP_010953572.1;	Aromatic hydrocarbons catabolism;Lyase;Reference proteome	ppu:PP_2652	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2660	false	Q88JI9	Q88JI9_PSEPK	PP_2660	PP_2660	PP_2660	Fido domain-containing protein	unreviewed	1.0	232			IPR036597;			ppu:PP_2660;	PPUT160488:G1G01-2841-MONOMER;		WP_004574211.1;	Reference proteome	ppu:PP_2660	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2661	false	Q88JI8	Q88JI8_PSEPK	PP_2661	PP_2661	PP_2661	HAD family hydrolase	unreviewed	1.0	199			IPR036412;IPR023214;			ppu:PP_2661;	PPUT160488:G1G01-2842-MONOMER;		WP_010953580.1;	Reference proteome	ppu:PP_2661	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2663	false	Q88JI6	Q88JI6_PSEPK	PP_2663	PP_2663	PP_2663	GfdT protein	unreviewed	1.0	387			IPR019494;IPR013702;	PF08495;PF10442;	PTHR40252;PTHR40252:SF2;	ppu:PP_2663;	PPUT160488:G1G01-2844-MONOMER;		WP_010953582.1;	Reference proteome	ppu:PP_2663	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2666	false	Q88JI3	Q88JI3_PSEPK	PP_2666	PP_2666	PP_2666	Rhodanese domain-containing protein	unreviewed	1.0	186			IPR022376;IPR001763;IPR036873;	PF00581;		ppu:PP_2666;	PPUT160488:G1G01-2847-MONOMER;		WP_010953585.1;	Reference proteome;Signal	ppu:PP_2666	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2673	false	Q88JH6	Q88JH6_PSEPK	PP_2673	PP_2673	PP_2673	Pentapeptide repeat family protein	unreviewed	1.0	219			IPR001646;IPR051082;	PF00805;	PTHR14136;PTHR14136:SF17;	ppu:PP_2673;	PPUT160488:G1G01-2854-MONOMER;		WP_010953592.1;	Reference proteome;Signal	ppu:PP_2673	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2676	false	Q88JH3	Q88JH3_PSEPK	PP_2676	PP_2676	PP_2676	Periplasmic binding protein	unreviewed	1.0	308			IPR001638;	PF00497;	PTHR35936;	ppu:PP_2676;	PPUT160488:G1G01-2857-MONOMER;			Reference proteome;Signal	ppu:PP_2676	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2678	false	Q88JH1	Q88JH1_PSEPK	PP_2678	PP_2678	PP_2678	Hydrolase	unreviewed	1.0	307		GO:0008800	IPR001279;IPR050855;IPR036866;IPR030811;	PF00753;	PTHR42951:SF4;PTHR42951;	ppu:PP_2678;	PPUT160488:G1G01-2859-MONOMER;		WP_010953597.1;	Hydrolase;Reference proteome;Signal	ppu:PP_2678	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
yiaY	false	Q88JG7	ERCA_PSEPK	yiaY	PP_2682	yiaY ercA PP_2682	Probable iron-containing alcohol dehydrogenase YiaY (EC 1.1.1.-)	reviewed	4.0	387	1.1.1.-	GO:0004022; GO:0046872	IPR001670;IPR056798;IPR018211;IPR039697;	PF25137;PF00465;	PTHR11496;PTHR11496:SF102;	ppu:PP_2682;	PPUT160488:G1G01-2863-MONOMER;		WP_004576476.1;	Iron;Metal-binding;NAD;Oxidoreductase;Reference proteome	ppu:PP_2682	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_2686	false	Q88JG3	Q88JG3_PSEPK	PP_2686	PP_2686	PP_2686	Transglutaminase-like superfamily domain protein	unreviewed	1.0	259			IPR013589;IPR038765;IPR002931;	PF08379;PF01841;	PTHR33490;PTHR33490:SF6;	ppu:PP_2686;	PPUT160488:G1G01-2867-MONOMER;		WP_010953604.1;	Reference proteome	ppu:PP_2686	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2688	false	Q88JG1	Q88JG1_PSEPK	PP_2688	PP_2688	PP_2688	Circularly permuted ATP-grasp type 2 domain-containing protein	unreviewed	1.0	469			IPR051680;IPR025841;IPR016450;	PF14403;	PTHR34595;PTHR34595:SF7;	ppu:PP_2688;	PPUT160488:G1G01-2869-MONOMER;		WP_010953605.1;	Reference proteome	ppu:PP_2688	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2689	false	Q88JG0	Q88JG0_PSEPK	PP_2689	PP_2689	PP_2689	Endoribonuclease	unreviewed	1.0	123		GO:0005829; GO:0019239	IPR035959;IPR006175;	PF01042;	PTHR11803;PTHR11803:SF58;	ppu:PP_2689;	PPUT160488:G1G01-2870-MONOMER;		WP_003254071.1;	Reference proteome	ppu:PP_2689	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2693	false	Q88JF6	Q88JF6_PSEPK	PP_2693	PP_2693	PP_2693	Dipeptidase	unreviewed	1.0	328		GO:0006508; GO:0070573	IPR032466;IPR008257;	PF01244;	PTHR10443:SF12;PTHR10443;	ppu:PP_2693;	PPUT160488:G1G01-2874-MONOMER;		WP_010953609.1;	Reference proteome	ppu:PP_2693	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2697	false	Q88JF2	Q88JF2_PSEPK	PP_2697	PP_2697	PP_2697	Oxidoreductase containing a flavin reductase domain	unreviewed	1.0	169		GO:0010181; GO:0042602	IPR002563;IPR050268;IPR012349;	PF01613;	PTHR30466;PTHR30466:SF11;	ppu:PP_2697;	PPUT160488:G1G01-2878-MONOMER;		WP_049586258.1;	Oxidoreductase;Reference proteome	ppu:PP_2697	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2708	false	Q88JE1	Q88JE1_PSEPK	PP_2708	PP_2708	PP_2708	Thermostable hemolysin	unreviewed	1.0	226			IPR022050;	PF12261;		ppu:PP_2708;	PPUT160488:G1G01-2889-MONOMER;		WP_010953624.1;	Reference proteome	ppu:PP_2708	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2709	false	Q88JE0	Q88JE0_PSEPK	PP_2709	PP_2709	PP_2709	Long-chain-fatty-acid--CoA ligase	unreviewed	1.0	489		GO:0016874	IPR020845;IPR000873;IPR042099;IPR050237;	PF00501;PF23562;	PTHR43767;PTHR43767:SF8;	ppu:PP_2709;	PPUT160488:G1G01-2890-MONOMER;		WP_010953625.1;	Ligase;Reference proteome	ppu:PP_2709	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2710	false	Q88JD9	Q88JD9_PSEPK	PP_2710	PP_2710	PP_2710	Biliverdin-producing heme oxygenase	unreviewed	1.0	226			IPR016084;	PF14518;		ppu:PP_2710;	PPUT160488:G1G01-2891-MONOMER;		WP_010953626.1;	Reference proteome	ppu:PP_2710	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2711	false	Q88JD8	Q88JD8_PSEPK	PP_2711	PP_2711	PP_2711	Oxidoreductase, short-chain dehydrogenase/reductase family	unreviewed	1.0	268		GO:0016020; GO:0016491	IPR057326;IPR036291;IPR020904;IPR002347;	PF00106;	PTHR44196;PTHR44196:SF1;	ppu:PP_2711;	PPUT160488:G1G01-2892-MONOMER;		WP_010953627.1;	Oxidoreductase;Reference proteome	ppu:PP_2711	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2722	false	Q88JC7	Q88JC7_PSEPK	PP_2722	PP_2722	PP_2722	Hemerythrin-like domain-containing protein	unreviewed	1.0	154			IPR012312;	PF01814;	PTHR35585;PTHR35585:SF1;	ppu:PP_2722;	PPUT160488:G1G01-2903-MONOMER;		WP_010953638.1;	Reference proteome	ppu:PP_2722	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2727	false	Q88JC2	Q88JC2_PSEPK	PP_2727	PP_2727	PP_2727	C-factor	unreviewed	1.0	256		GO:0005737; GO:0016491	IPR051468;IPR036291;IPR002347;	PF00106;	PTHR43544:SF12;PTHR43544;	ppu:PP_2727;	PPUT160488:G1G01-2908-MONOMER;		WP_010953643.1;	Reference proteome	ppu:PP_2727	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2729	false	Q88JC0	Q88JC0_PSEPK	PP_2729	PP_2729	PP_2729	Chalcone isomerase domain-containing protein	unreviewed	1.0	178			IPR016087;	PF16036;		ppu:PP_2729;	PPUT160488:G1G01-2910-MONOMER;		WP_049586242.1;	Reference proteome;Signal	ppu:PP_2729	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2732	false	Q88JB7	Q88JB7_PSEPK	PP_2732	PP_2732	PP_2732	Cryptochrome/photolyase family protein	unreviewed	1.0	508			IPR036134;IPR007357;IPR014729;IPR052551;	PF04244;	PTHR38657;PTHR38657:SF1;	ppu:PP_2732;	PPUT160488:G1G01-2913-MONOMER;		WP_010953646.1;	Reference proteome	ppu:PP_2732	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
cfa	false	Q88JB5	Q88JB5_PSEPK	cfa	PP_2734	cfa PP_2734	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	unreviewed	1.0	395	2.1.1.79	GO:0008610; GO:0008825; GO:0032259	IPR050723;IPR003333;IPR029063;	PF02353;	PTHR43667;PTHR43667:SF2;	ppu:PP_2734;	PPUT160488:G1G01-2915-MONOMER;			Lipid metabolism;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase	ppu:PP_2734	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_2736	false	Q88JB3	Q88JB3_PSEPK	PP_2736	PP_2736	PP_2736	Amine oxidase domain-containing protein	unreviewed	1.0	415		GO:0016491	IPR002937;IPR036188;IPR050464;	PF01593;	PTHR42923:SF17;PTHR42923;	ppu:PP_2736;	PPUT160488:G1G01-2917-MONOMER;		WP_010953650.1;	Reference proteome	ppu:PP_2736	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2737	false	Q88JB2	Q88JB2_PSEPK	PP_2737	PP_2737	PP_2737	Oxidoreductase, short-chain dehydrogenase/reductase family	unreviewed	1.0	250		GO:0016020; GO:0016491	IPR036291;IPR020904;IPR002347;	PF00106;	PTHR44196;PTHR44196:SF1;	ppu:PP_2737;	PPUT160488:G1G01-2918-MONOMER;		WP_010953651.1;	Oxidoreductase;Reference proteome	ppu:PP_2737	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2739	false	Q88JB0	Q88JB0_PSEPK	PP_2739	PP_2739	PP_2739	Sensory box protein	unreviewed	1.0	151		GO:0000166	IPR001610;IPR000014;IPR000700;IPR035965;	PF13426;	PTHR47429;PTHR47429:SF2;	ppu:PP_2739;	PPUT160488:G1G01-2920-MONOMER;			3D-structure;Chromophore;Flavoprotein;FMN;Nucleotide-binding;Reference proteome	ppu:PP_2739	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2742	false	Q88JA7	Q88JA7_PSEPK	PP_2742	PP_2742	PP_2742	(S)-ureidoglycine aminohydrolase cupin domain-containing protein	unreviewed	1.0	119			IPR014710;IPR011051;IPR008579;	PF05899;	PTHR40943:SF2;PTHR40943;	ppu:PP_2742;	PPUT160488:G1G01-2923-MONOMER;		WP_003253997.1;	Reference proteome	ppu:PP_2742	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2743	false	Q88JA6	Q88JA6_PSEPK	PP_2743	PP_2743	PP_2743	Acetyltransferase, GNAT family	unreviewed	1.0	197		GO:0016747	IPR016181;IPR050832;IPR000182;	PF00583;	PTHR43877:SF1;PTHR43877;	ppu:PP_2743;	PPUT160488:G1G01-2924-MONOMER;		WP_010953655.1;	Acyltransferase;Reference proteome;Transferase	ppu:PP_2743	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
dmoA-I	false	Q88JA3	Q88JA3_PSEPK	dmoA-I	PP_2746	dmoA-I PP_2746	Dimethyl-sulfide monooxygenase (EC 1.14.-.-)	unreviewed	1.0	469	1.14.-.-	GO:0004497; GO:0016705	IPR051260;IPR011251;IPR036661;IPR016215;	PF00296;	PTHR30011;PTHR30011:SF16;	ppu:PP_2746;	PPUT160488:G1G01-2927-MONOMER;		WP_010953658.1;	Flavoprotein;FMN;Monooxygenase;Oxidoreductase;Reference proteome	ppu:PP_2746	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_2747	false	Q88JA2	Q88JA2_PSEPK	PP_2747	PP_2747	PP_2747	AMP-dependent synthetase/ligase domain-containing protein	unreviewed	1.0	323			IPR000873;IPR042099;	PF00501;		ppu:PP_2747;	PPUT160488:G1G01-2928-MONOMER;		WP_010953659.1;	Reference proteome	ppu:PP_2747	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
sfnB	false	Q88J94	Q88J94_PSEPK	sfnB	PP_2755	sfnB PP_2755	Sulfur acquisition oxidoreductase, SfnB family	unreviewed	2.0	414		GO:0003995; GO:0005737; GO:0016712; GO:0033539; GO:0050660	IPR050741;IPR013107;IPR046373;IPR036250;IPR013786;IPR037069;IPR009100;IPR023922;	PF08028;PF02771;	PTHR48083:SF19;PTHR48083;	ppu:PP_2755;	PPUT160488:G1G01-2936-MONOMER;			Oxidoreductase;Reference proteome	ppu:PP_2755	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
sfnA	false	Q88J87	Q88J87_PSEPK	sfnA	PP_2762	sfnA PP_2762	Acyl-CoA dehydrogenase/oxidase family protein	unreviewed	2.0	412		GO:0003995; GO:0005737; GO:0016712; GO:0033539; GO:0050660	IPR050741;IPR013107;IPR006091;IPR046373;IPR036250;IPR013786;IPR037069;IPR009100;	PF08028;PF02770;PF02771;	PTHR48083:SF19;PTHR48083;	ppu:PP_2762;	PPUT160488:G1G01-2943-MONOMER;		WP_010953674.1;	Coiled coil;Flavoprotein;Oxidoreductase;Reference proteome	ppu:PP_2762	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2766	false	Q88J83	Q88J83_PSEPK	PP_2766	PP_2766	PP_2766	Long-chain-fatty-acid--CoA ligase-related protein	unreviewed	1.0	376		GO:0016874	IPR000873;IPR042099;	PF00501;		ppu:PP_2766;	PPUT160488:G1G01-2946-MONOMER;		WP_010953677.1;	Ligase;Reference proteome	ppu:PP_2766	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2772	false	Q88J77	Q88J77_PSEPK	PP_2772	PP_2772	PP_2772	Monooxygenase	unreviewed	1.0	395		GO:0004497; GO:0006552; GO:0008470; GO:0050660	IPR013107;IPR046373;IPR036250;IPR013786;IPR037069;IPR009100;	PF08028;PF02771;	PTHR43884;PTHR43884:SF12;	ppu:PP_2772;	PPUT160488:G1G01-2952-MONOMER;		WP_010953683.1;	Flavoprotein;Monooxygenase;Oxidoreductase;Reference proteome	ppu:PP_2772	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
