suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords
PP_2684	false	Q88JG5	Q88JG5_PSEPK	PP_2684	PP_2684	PP_2684	DUF2214 domain-containing protein	unreviewed	1.0	236						ppu:PP_2684;	PPUT160488:G1G01-2865-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_2685	false	Q88JG4	Q88JG4_PSEPK	PP_2685	PP_2685	PP_2685	Peptidase	unreviewed	1.0	240			IPR029055;IPR016545;			ppu:PP_2685;	PPUT160488:G1G01-2866-MONOMER;		WP_010953603.1;	Reference proteome
PP_2686	false	Q88JG3	Q88JG3_PSEPK	PP_2686	PP_2686	PP_2686	Transglutaminase-like superfamily domain protein	unreviewed	1.0	259			IPR013589;IPR038765;IPR002931;	PF08379;PF01841;	PTHR33490;PTHR33490:SF6;	ppu:PP_2686;	PPUT160488:G1G01-2867-MONOMER;		WP_010953604.1;	Reference proteome
PP_2687	false	Q88JG2	Q88JG2_PSEPK	PP_2687	PP_2687	PP_2687	DUF403 domain-containing protein	unreviewed	1.0	316			IPR051680;IPR007296;	PF04168;	PTHR34595;PTHR34595:SF7;	ppu:PP_2687;	PPUT160488:G1G01-2868-MONOMER;		WP_003254074.1;	Reference proteome
PP_2688	false	Q88JG1	Q88JG1_PSEPK	PP_2688	PP_2688	PP_2688	Circularly permuted ATP-grasp type 2 domain-containing protein	unreviewed	1.0	469			IPR051680;IPR025841;IPR016450;	PF14403;	PTHR34595;PTHR34595:SF7;	ppu:PP_2688;	PPUT160488:G1G01-2869-MONOMER;		WP_010953605.1;	Reference proteome
PP_2689	false	Q88JG0	Q88JG0_PSEPK	PP_2689	PP_2689	PP_2689	Endoribonuclease	unreviewed	1.0	123		GO:0005829; GO:0019239	IPR035959;IPR006175;	PF01042;	PTHR11803;PTHR11803:SF58;	ppu:PP_2689;	PPUT160488:G1G01-2870-MONOMER;		WP_003254071.1;	Reference proteome
PP_2690	false	Q88JF9	Q88JF9_PSEPK	PP_2690	PP_2690	PP_2690	DUF3726 domain-containing protein	unreviewed	1.0	233		GO:0016491	IPR022201;IPR036111;	PF12525;		ppu:PP_2690;	PPUT160488:G1G01-2871-MONOMER;			Reference proteome
PP_2691	false	Q88JF8	Q88JF8_PSEPK	PP_2691	PP_2691	PP_2691	Uncharacterized protein	unreviewed	1.0	572						ppu:PP_2691;	PPUT160488:G1G01-2872-MONOMER;			Reference proteome
PP_2692	false	Q88JF7	Q88JF7_PSEPK	PP_2692	PP_2692	PP_2692	Transporter, BCCT family	unreviewed	1.0	516		GO:0005886; GO:0022857	IPR000060;	PF02028;	PTHR30047:SF7;PTHR30047;	ppu:PP_2692;	PPUT160488:G1G01-2873-MONOMER;		WP_010953608.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
PP_2693	false	Q88JF6	Q88JF6_PSEPK	PP_2693	PP_2693	PP_2693	Dipeptidase	unreviewed	1.0	328		GO:0006508; GO:0070573	IPR032466;IPR008257;	PF01244;	PTHR10443:SF12;PTHR10443;	ppu:PP_2693;	PPUT160488:G1G01-2874-MONOMER;		WP_010953609.1;	Reference proteome
PP_2694	false	Q88JF5	Q88JF5_PSEPK	PP_2694	PP_2694	PP_2694	Aldehyde dehydrogenase family protein	unreviewed	1.0	480		GO:0016620	IPR016161;IPR016163;IPR016162;IPR015590;	PF00171;	PTHR11699;	ppu:PP_2694;	PPUT160488:G1G01-2875-MONOMER;		WP_010953610.1;	Oxidoreductase;Reference proteome
PP_2695	false	Q88JF4	Q88JF4_PSEPK	PP_2695	PP_2695	PP_2695	Transcriptional regulator, LysR family	unreviewed	1.0	298		GO:0003677; GO:0003700; GO:0005829; GO:0006351	IPR050950;IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30419;PTHR30419:SF8;	ppu:PP_2695;	PPUT160488:G1G01-2876-MONOMER;			DNA-binding;Reference proteome;Transcription;Transcription regulation
metR-II	false	Q88JF3	Q88JF3_PSEPK	metR-II	PP_2696	metR-II PP_2696	HTH-type transcriptional regulator MetR	unreviewed	2.0	309		GO:0000976; GO:0003700; GO:0005737; GO:0006351; GO:0009086	IPR000847;IPR005119;IPR037406;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30126;PTHR30126:SF25;	ppu:PP_2696;	PPUT160488:G1G01-2877-MONOMER;		WP_010953612.1;	Activator;Amino-acid biosynthesis;Cytoplasm;DNA-binding;Methionine biosynthesis;Reference proteome;Repressor;Transcription;Transcription regulation
PP_2697	false	Q88JF2	Q88JF2_PSEPK	PP_2697	PP_2697	PP_2697	Oxidoreductase containing a flavin reductase domain	unreviewed	1.0	169		GO:0010181; GO:0042602	IPR002563;IPR050268;IPR012349;	PF01613;	PTHR30466;PTHR30466:SF11;	ppu:PP_2697;	PPUT160488:G1G01-2878-MONOMER;		WP_049586258.1;	Oxidoreductase;Reference proteome
metE	false	Q88JF1	Q88JF1_PSEPK	metE	PP_2698	metE PP_2698	5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase	unreviewed	1.0	344		GO:0003871; GO:0008270; GO:0009086; GO:0032259	IPR002629;IPR016456;IPR038071;	PF01717;	PTHR30519;	ppu:PP_2698;	PPUT160488:G1G01-2879-MONOMER;		WP_010953614.1;	Metal-binding;Methyltransferase;Reference proteome;Transferase;Zinc
PP_2699	false	Q88JF0	Q88JF0_PSEPK	PP_2699	PP_2699	PP_2699	DUF1852 domain-containing protein	unreviewed	1.0	350			IPR015004;	PF08908;		ppu:PP_2699;	PPUT160488:G1G01-2880-MONOMER;			Reference proteome
PP_2700	false	Q88JE9	Q88JE9_PSEPK	PP_2700	PP_2700	PP_2700	Glutathione-dependent peroxiredoxin (EC 1.11.1.27)	unreviewed	2.0	166	1.11.1.27	GO:0005737; GO:0008379; GO:0034599; GO:0042744; GO:0045454	IPR037944;IPR013740;IPR036249;IPR013766;	PF08534;	PTHR10430;PTHR10430:SF16;	ppu:PP_2700;	PPUT160488:G1G01-2881-MONOMER;		WP_010953616.1;	Antioxidant;Oxidoreductase;Peroxidase;Redox-active center;Reference proteome
PP_2701	false	Q88JE8	Q88JE8_PSEPK	PP_2701	PP_2701	PP_2701	Transcriptional regulator, LysR family	unreviewed	1.0	312		GO:0003677; GO:0003700; GO:0005829; GO:0006351	IPR050950;IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30419;PTHR30419:SF30;	ppu:PP_2701;	PPUT160488:G1G01-2882-MONOMER;		WP_010953617.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
PP_2702	false	Q88JE7	Q88JE7_PSEPK	PP_2702	PP_2702	PP_2702	Porin	unreviewed	1.0	376		GO:0006811; GO:0009279; GO:0015288; GO:0046930	IPR050298;IPR033900;IPR023614;	PF13609;	PTHR34501:SF9;PTHR34501;	ppu:PP_2702;	PPUT160488:G1G01-2883-MONOMER;		WP_010953618.1;	Cell outer membrane;Ion transport;Membrane;Porin;Reference proteome;Signal;Transmembrane;Transmembrane beta strand;Transport
PP_2703	false	Q88JE6	Q88JE6_PSEPK	PP_2703	PP_2703	PP_2703	Major facilitator transporter	unreviewed	1.0	433		GO:0005886; GO:0015293	IPR051084;IPR011701;IPR020846;IPR036259;	PF07690;	PTHR43528;PTHR43528:SF3;	ppu:PP_2703;	PPUT160488:G1G01-2884-MONOMER;		WP_049586256.1;	Cell membrane;Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport
PP_2704	false	Q88JE5	Q88JE5_PSEPK	PP_2704	PP_2704	PP_2704	Peptidase, M20/M25/M40 family	unreviewed	1.0	394		GO:0019877; GO:0046872; GO:0050118	IPR017439;IPR036264;IPR002933;IPR011650;	PF07687;PF01546;	PTHR11014:SF63;PTHR11014;	ppu:PP_2704;	PPUT160488:G1G01-2885-MONOMER;		WP_010953620.1;	Hydrolase;Manganese;Metal-binding;Reference proteome
PP_2705	false	Q88JE4	Q88JE4_PSEPK	PP_2705	PP_2705	PP_2705	Uncharacterized protein	unreviewed	1.0	111						ppu:PP_2705;	PPUT160488:G1G01-2886-MONOMER;			Reference proteome
PP_2706	false	Q88JE3	Q88JE3_PSEPK	PP_2706	PP_2706	PP_2706	Uncharacterized protein	unreviewed	1.0	80						ppu:PP_2706;	PPUT160488:G1G01-2887-MONOMER;		WP_010953622.1;	Reference proteome
PP_2707	false	Q88JE2	Q88JE2_PSEPK	PP_2707	PP_2707	PP_2707	Exodeoxyribonuclease III	unreviewed	2.0	265		GO:0006281; GO:0008311; GO:0046872	IPR004808;IPR036691;IPR005135;IPR037493;	PF03372;	PTHR43250;PTHR43250:SF1;	ppu:PP_2707;	PPUT160488:G1G01-2888-MONOMER;		WP_010953623.1;	Hydrolase;Magnesium;Manganese;Metal-binding;Reference proteome
PP_2708	false	Q88JE1	Q88JE1_PSEPK	PP_2708	PP_2708	PP_2708	Thermostable hemolysin	unreviewed	1.0	226			IPR022050;	PF12261;		ppu:PP_2708;	PPUT160488:G1G01-2889-MONOMER;		WP_010953624.1;	Reference proteome
PP_2709	false	Q88JE0	Q88JE0_PSEPK	PP_2709	PP_2709	PP_2709	Long-chain-fatty-acid--CoA ligase	unreviewed	1.0	489		GO:0016874	IPR020845;IPR000873;IPR042099;IPR050237;	PF00501;PF23562;	PTHR43767;PTHR43767:SF8;	ppu:PP_2709;	PPUT160488:G1G01-2890-MONOMER;		WP_010953625.1;	Ligase;Reference proteome
PP_2710	false	Q88JD9	Q88JD9_PSEPK	PP_2710	PP_2710	PP_2710	Biliverdin-producing heme oxygenase	unreviewed	1.0	226			IPR016084;	PF14518;		ppu:PP_2710;	PPUT160488:G1G01-2891-MONOMER;		WP_010953626.1;	Reference proteome
PP_2711	false	Q88JD8	Q88JD8_PSEPK	PP_2711	PP_2711	PP_2711	Oxidoreductase, short-chain dehydrogenase/reductase family	unreviewed	1.0	268		GO:0016020; GO:0016491	IPR057326;IPR036291;IPR020904;IPR002347;	PF00106;	PTHR44196;PTHR44196:SF1;	ppu:PP_2711;	PPUT160488:G1G01-2892-MONOMER;		WP_010953627.1;	Oxidoreductase;Reference proteome
PP_2712	false	Q88JD7	Q88JD7_PSEPK	PP_2712	PP_2712	PP_2712	Uncharacterized protein	unreviewed	1.0	213			IPR011990;IPR019734;	PF13181;		ppu:PP_2712;	PPUT160488:G1G01-2893-MONOMER;		WP_010953628.1;	Reference proteome;Signal
PP_2713	false	Q88JD6	Q88JD6_PSEPK	PP_2713	PP_2713	PP_2713	DNA-binding response regulator	unreviewed	2.0	220		GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993	IPR011006;IPR001867;IPR001789;IPR039420;IPR036388;	PF00072;PF00486;	PTHR48111;PTHR48111:SF67;	ppu:PP_2713;	PPUT160488:G1G01-2894-MONOMER;		WP_010953629.1;	DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system
PP_2714	false	Q88JD5	Q88JD5_PSEPK	PP_2714	PP_2714	PP_2714	histidine kinase (EC 2.7.13.3)	unreviewed	2.0	454	2.7.13.3	GO:0000155; GO:0005524; GO:0005886	IPR013727;IPR003660;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR004358;IPR050428;	PF08521;PF26769;PF02518;PF00512;	PTHR45436;PTHR45436:SF14;	ppu:PP_2714;	PPUT160488:G1G01-2895-MONOMER;		WP_010953630.1;	ATP-binding;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
arsH	false	Q88JD4	Q88JD4_PSEPK	arsH	PP_2715	arsH PP_2715	NADPH-dependent FMN reductase ArsH (Arsenical resistance operon protein ArsH)	unreviewed	2.0	233		GO:0000166; GO:0016655; GO:0052873	IPR014063;IPR029039;IPR005025;	PF03358;	PTHR43590;PTHR43590:SF1;	ppu:PP_2715;	PPUT160488:G1G01-2896-MONOMER;		WP_010953631.1;	Flavoprotein;FMN;NADP;Nucleotide-binding;Oxidoreductase;Reference proteome
PP_2716	false	Q88JD3	Q88JD3_PSEPK	PP_2716	PP_2716	PP_2716	Arsenate reductase	unreviewed	1.0	156		GO:0046685	IPR023485;IPR036196;	PF01451;	PTHR43428;PTHR43428:SF1;	ppu:PP_2716;	PPUT160488:G1G01-2897-MONOMER;		WP_010953632.1;	Arsenical resistance;Reference proteome
arsB-II	false	Q88JD2	Q88JD2_PSEPK	arsB-II	PP_2717	arsB-II PP_2717	Arsenical pump membrane protein	unreviewed	2.0	427		GO:0005886; GO:0008490; GO:0042960; GO:0046685	IPR000802;	PF02040;	PTHR43302;PTHR43302:SF5;	ppu:PP_2717;	PPUT160488:G1G01-2898-MONOMER;		WP_010953633.1;	Arsenical resistance;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
arsR2	false	Q88JD1	ARSR2_PSEPK	arsR2	PP_2718	arsR2 arsR-II PP_2718	Arsenic resistance transcriptional regulator ArsR2	reviewed	3.0	115		GO:0003677; GO:0003700; GO:0005737; GO:0006351; GO:0046685; GO:0046872	IPR011991;IPR001845;IPR051081;IPR036388;IPR036390;	PF01022;	PTHR33154:SF18;PTHR33154;	ppu:PP_2718;	PPUT160488:G1G01-2899-MONOMER;		WP_010953634.1;	Arsenical resistance;Cytoplasm;DNA-binding;Metal-binding;Metal-thiolate cluster;Reference proteome;Transcription;Transcription regulation
PP_2719	false	Q88JD0	Q88JD0_PSEPK	PP_2719	PP_2719	PP_2719	Uncharacterized protein	unreviewed	1.0	34						ppu:PP_2719;	PPUT160488:G1G01-2900-MONOMER;			Reference proteome
PP_2720	false	Q88JC9	Q88JC9_PSEPK	PP_2720	PP_2720	PP_2720	Uncharacterized protein	unreviewed	1.0	73						ppu:PP_2720;	PPUT160488:G1G01-2901-MONOMER;			Reference proteome
PP_2721	false	Q88JC8	Q88JC8_PSEPK	PP_2721	PP_2721	PP_2721	Amino acid transporter	unreviewed	1.0	116						ppu:PP_2721;	PPUT160488:G1G01-2902-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_2722	false	Q88JC7	Q88JC7_PSEPK	PP_2722	PP_2722	PP_2722	Hemerythrin-like domain-containing protein	unreviewed	1.0	154			IPR012312;	PF01814;	PTHR35585;PTHR35585:SF1;	ppu:PP_2722;	PPUT160488:G1G01-2903-MONOMER;		WP_010953638.1;	Reference proteome
yhdF	false	Q88JC6	Q88JC6_PSEPK	yhdF	PP_2723	yhdF PP_2723	Uncharacterized oxidoreductase YhdF (EC 1.-.-.-)	unreviewed	1.0	285	1.-.-.-	GO:0016614	IPR036291;IPR020904;IPR002347;	PF13561;	PTHR48107:SF16;PTHR48107;	ppu:PP_2723;	PPUT160488:G1G01-2904-MONOMER;		WP_010953639.1;	Oxidoreductase;Reference proteome
PP_2724	false	Q88JC5	Q88JC5_PSEPK	PP_2724	PP_2724	PP_2724	Uncharacterized protein	unreviewed	1.0	174						ppu:PP_2724;	PPUT160488:G1G01-2905-MONOMER;		WP_010953640.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
pfpI	false	Q88JC4	Q88JC4_PSEPK	pfpI	PP_2725	pfpI PP_2725	Protease PfpI	unreviewed	1.0	180		GO:0006508; GO:0008233	IPR006286;IPR029062;IPR002818;	PF01965;	PTHR42733;PTHR42733:SF12;	ppu:PP_2725;	PPUT160488:G1G01-2906-MONOMER;			Hydrolase;Protease;Reference proteome
PP_2726	false	Q88JC3	Q88JC3_PSEPK	PP_2726	PP_2726	PP_2726	DUF421 domain-containing protein	unreviewed	1.0	230		GO:0005886	IPR007353;IPR023090;IPR048454;	PF04239;PF20730;	PTHR34582;PTHR34582:SF6;	ppu:PP_2726;	PPUT160488:G1G01-2907-MONOMER;		WP_010953642.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_2727	false	Q88JC2	Q88JC2_PSEPK	PP_2727	PP_2727	PP_2727	C-factor	unreviewed	1.0	256		GO:0005737; GO:0016491	IPR051468;IPR036291;IPR002347;	PF00106;	PTHR43544:SF12;PTHR43544;	ppu:PP_2727;	PPUT160488:G1G01-2908-MONOMER;		WP_010953643.1;	Reference proteome
PP_2728	false	Q88JC1	Q88JC1_PSEPK	PP_2728	PP_2728	PP_2728	DUF1543 domain-containing protein	unreviewed	1.0	163			IPR011440;	PF07566;		ppu:PP_2728;	PPUT160488:G1G01-2909-MONOMER;		WP_010953644.1;	Reference proteome
PP_2729	false	Q88JC0	Q88JC0_PSEPK	PP_2729	PP_2729	PP_2729	Chalcone isomerase domain-containing protein	unreviewed	1.0	178			IPR016087;	PF16036;		ppu:PP_2729;	PPUT160488:G1G01-2910-MONOMER;		WP_049586242.1;	Reference proteome;Signal
PP_2730	false	Q88JB9	Q88JB9_PSEPK	PP_2730	PP_2730	PP_2730	Lipoprotein	unreviewed	1.0	178			IPR024409;	PF12915;		ppu:PP_2730;	PPUT160488:G1G01-2911-MONOMER;		WP_003254010.1;	Lipoprotein;Reference proteome;Signal
PP_2731	false	Q88JB8	Q88JB8_PSEPK	PP_2731	PP_2731	PP_2731	Metal ABC transporter ATPase	unreviewed	1.0	101			IPR045508;	PF20090;		ppu:PP_2731;	PPUT160488:G1G01-2912-MONOMER;		WP_003254009.1;	Reference proteome
PP_2732	false	Q88JB7	Q88JB7_PSEPK	PP_2732	PP_2732	PP_2732	Cryptochrome/photolyase family protein	unreviewed	1.0	508			IPR036134;IPR007357;IPR014729;IPR052551;	PF04244;	PTHR38657;PTHR38657:SF1;	ppu:PP_2732;	PPUT160488:G1G01-2913-MONOMER;		WP_010953646.1;	Reference proteome
PP_2733	false	Q88JB6	Q88JB6_PSEPK	PP_2733	PP_2733	PP_2733	DUF2878 domain-containing protein	unreviewed	1.0	162			IPR021306;	PF11086;		ppu:PP_2733;	PPUT160488:G1G01-2914-MONOMER;		WP_010953647.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
cfa	false	Q88JB5	Q88JB5_PSEPK	cfa	PP_2734	cfa PP_2734	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	unreviewed	1.0	395	2.1.1.79	GO:0008610; GO:0008825; GO:0032259	IPR050723;IPR003333;IPR029063;	PF02353;	PTHR43667;PTHR43667:SF2;	ppu:PP_2734;	PPUT160488:G1G01-2915-MONOMER;			Lipid metabolism;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase
PP_2735	false	Q88JB4	Q88JB4_PSEPK	PP_2735	PP_2735	PP_2735	DUF1365 domain-containing protein	unreviewed	1.0	269			IPR010775;	PF07103;	PTHR33973;PTHR33973:SF4;	ppu:PP_2735;	PPUT160488:G1G01-2916-MONOMER;		WP_010953649.1;	Reference proteome
PP_2736	false	Q88JB3	Q88JB3_PSEPK	PP_2736	PP_2736	PP_2736	Amine oxidase domain-containing protein	unreviewed	1.0	415		GO:0016491	IPR002937;IPR036188;IPR050464;	PF01593;	PTHR42923:SF17;PTHR42923;	ppu:PP_2736;	PPUT160488:G1G01-2917-MONOMER;		WP_010953650.1;	Reference proteome
PP_2737	false	Q88JB2	Q88JB2_PSEPK	PP_2737	PP_2737	PP_2737	Oxidoreductase, short-chain dehydrogenase/reductase family	unreviewed	1.0	250		GO:0016020; GO:0016491	IPR036291;IPR020904;IPR002347;	PF00106;	PTHR44196;PTHR44196:SF1;	ppu:PP_2737;	PPUT160488:G1G01-2918-MONOMER;		WP_010953651.1;	Oxidoreductase;Reference proteome
PP_2738	false	Q88JB1	Q88JB1_PSEPK	PP_2738	PP_2738	PP_2738	Transcriptional regulator	unreviewed	1.0	140			IPR032710;IPR037401;	PF12680;		ppu:PP_2738;	PPUT160488:G1G01-2919-MONOMER;		WP_003254001.1;	Reference proteome
PP_2739	false	Q88JB0	Q88JB0_PSEPK	PP_2739	PP_2739	PP_2739	Sensory box protein	unreviewed	1.0	151		GO:0000166	IPR001610;IPR000014;IPR000700;IPR035965;	PF13426;	PTHR47429;PTHR47429:SF2;	ppu:PP_2739;	PPUT160488:G1G01-2920-MONOMER;			3D-structure;Chromophore;Flavoprotein;FMN;Nucleotide-binding;Reference proteome
PP_2740	false	Q88JA9	Q88JA9_PSEPK	PP_2740	PP_2740	PP_2740	Transcriptional regulator, MerR family	unreviewed	1.0	295		GO:0003677; GO:0003700; GO:0006351	IPR009061;IPR000551;IPR047057;	PF13411;	PTHR30204:SF67;PTHR30204;	ppu:PP_2740;	PPUT160488:G1G01-2921-MONOMER;		WP_010953653.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
PP_2741	false	Q88JA8	Q88JA8_PSEPK	PP_2741	PP_2741	PP_2741	Small-conductance mechanosensitive channel	unreviewed	2.0	545		GO:0005886; GO:0008381	IPR010920;IPR049278;IPR045275;IPR023408;IPR006685;IPR011066;	PF00924;PF21082;	PTHR30221:SF18;PTHR30221;	ppu:PP_2741;	PPUT160488:G1G01-2922-MONOMER;		WP_010953654.1;	Cell inner membrane;Cell membrane;Ion channel;Ion transport;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport
PP_2742	false	Q88JA7	Q88JA7_PSEPK	PP_2742	PP_2742	PP_2742	(S)-ureidoglycine aminohydrolase cupin domain-containing protein	unreviewed	1.0	119			IPR014710;IPR011051;IPR008579;	PF05899;	PTHR40943:SF2;PTHR40943;	ppu:PP_2742;	PPUT160488:G1G01-2923-MONOMER;		WP_003253997.1;	Reference proteome
PP_2743	false	Q88JA6	Q88JA6_PSEPK	PP_2743	PP_2743	PP_2743	Acetyltransferase, GNAT family	unreviewed	1.0	197		GO:0016747	IPR016181;IPR050832;IPR000182;	PF00583;	PTHR43877:SF1;PTHR43877;	ppu:PP_2743;	PPUT160488:G1G01-2924-MONOMER;		WP_010953655.1;	Acyltransferase;Reference proteome;Transferase
PP_2744	false	Q88JA5	Q88JA5_PSEPK	PP_2744	PP_2744	PP_2744	ribose-phosphate diphosphokinase (EC 2.7.6.1)	unreviewed	2.0	319	2.7.6.1	GO:0000287; GO:0002189; GO:0004749; GO:0005524; GO:0005737; GO:0006015; GO:0006164; GO:0016301	IPR029099;IPR029057;IPR000836;IPR005946;	PF14572;PF13793;	PTHR10210;PTHR10210:SF32;	ppu:PP_2744;	PPUT160488:G1G01-2925-MONOMER;		WP_010953656.1;	ATP-binding;Kinase;Nucleotide biosynthesis;Nucleotide-binding;Reference proteome;Transferase
PP_2745	false	Q88JA4	Q88JA4_PSEPK	PP_2745	PP_2745	PP_2745	Universal stress protein family	unreviewed	1.0	298		GO:0005737	IPR006016;	PF00582;	PTHR47892;PTHR47892:SF1;	ppu:PP_2745;	PPUT160488:G1G01-2926-MONOMER;			Cytoplasm;Reference proteome
dmoA-I	false	Q88JA3	Q88JA3_PSEPK	dmoA-I	PP_2746	dmoA-I PP_2746	Dimethyl-sulfide monooxygenase (EC 1.14.-.-)	unreviewed	1.0	469	1.14.-.-	GO:0004497; GO:0016705	IPR051260;IPR011251;IPR036661;IPR016215;	PF00296;	PTHR30011;PTHR30011:SF16;	ppu:PP_2746;	PPUT160488:G1G01-2927-MONOMER;		WP_010953658.1;	Flavoprotein;FMN;Monooxygenase;Oxidoreductase;Reference proteome
PP_2747	false	Q88JA2	Q88JA2_PSEPK	PP_2747	PP_2747	PP_2747	AMP-dependent synthetase/ligase domain-containing protein	unreviewed	1.0	323			IPR000873;IPR042099;	PF00501;		ppu:PP_2747;	PPUT160488:G1G01-2928-MONOMER;		WP_010953659.1;	Reference proteome
PP_2748	false	Q88JA1	Q88JA1_PSEPK	PP_2748	PP_2748	PP_2748	Branched-chain amino acid ABC transporter, ATP-binding protein	unreviewed	1.0	266		GO:0005524; GO:0005886; GO:0016887	IPR003593;IPR051120;IPR003439;IPR032823;IPR027417;	PF00005;PF12399;	PTHR45772:SF1;PTHR45772;	ppu:PP_2748;	PPUT160488:G1G01-2929-MONOMER;			ATP-binding;Nucleotide-binding;Reference proteome;Transport
PP_2749	false	Q88JA0	Q88JA0_PSEPK	PP_2749	PP_2749	PP_2749	Branched-chain amino acid ABC transporter, permease protein	unreviewed	1.0	293		GO:0005886; GO:0006865; GO:0022857	IPR001851;IPR052157;	PF02653;	PTHR11795:SF451;PTHR11795;	ppu:PP_2749;	PPUT160488:G1G01-2930-MONOMER;		WP_010953661.1;	Amino-acid transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
PP_2750	false	Q88J99	Q88J99_PSEPK	PP_2750	PP_2750	PP_2750	Branched-chain amino acid ABC transporter, permease protein	unreviewed	1.0	354		GO:0005886; GO:0015658	IPR001851;IPR043428;	PF02653;	PTHR30482:SF5;PTHR30482;	ppu:PP_2750;	PPUT160488:G1G01-2931-MONOMER;		WP_010953662.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_2751	false	Q88J98	Q88J98_PSEPK	PP_2751	PP_2751	PP_2751	Leucine-binding protein domain-containing protein	unreviewed	1.0	446			IPR028081;IPR028082;	PF13458;	PTHR47235;PTHR47235:SF1;	ppu:PP_2751;	PPUT160488:G1G01-2932-MONOMER;		WP_010953663.1;	Reference proteome;Signal
PP_2752	false	Q88J97	Q88J97_PSEPK	PP_2752	PP_2752	PP_2752	Leucine-binding protein domain-containing protein	unreviewed	1.0	444			IPR028081;IPR028082;	PF13458;	PTHR47235;PTHR47235:SF1;	ppu:PP_2752;	PPUT160488:G1G01-2933-MONOMER;		WP_010953664.1;	Reference proteome;Signal
PP_2753	false	Q88J96	Q88J96_PSEPK	PP_2753	PP_2753	PP_2753	Branched-chain amino acid ABC transporter, ATP-binding protein	unreviewed	1.0	257		GO:0005524; GO:0015658; GO:0015807; GO:0016887	IPR003593;IPR003439;IPR052156;IPR027417;	PF00005;	PTHR43820:SF8;PTHR43820;	ppu:PP_2753;	PPUT160488:G1G01-2934-MONOMER;		WP_010953665.1;	Amino-acid transport;ATP-binding;Nucleotide-binding;Reference proteome;Transport
PP_2754	false	Q88J95	Q88J95_PSEPK	PP_2754	PP_2754	PP_2754	OprD family outer membrane porin	unreviewed	1.0	449		GO:0015288; GO:0016020	IPR005318;IPR023614;	PF03573;	PTHR34596;PTHR34596:SF2;	ppu:PP_2754;	PPUT160488:G1G01-2935-MONOMER;		WP_049586229.1;	Reference proteome;Signal;Transport
sfnB	false	Q88J94	Q88J94_PSEPK	sfnB	PP_2755	sfnB PP_2755	Sulfur acquisition oxidoreductase, SfnB family	unreviewed	2.0	414		GO:0003995; GO:0005737; GO:0016712; GO:0033539; GO:0050660	IPR050741;IPR013107;IPR046373;IPR036250;IPR013786;IPR037069;IPR009100;IPR023922;	PF08028;PF02771;	PTHR48083:SF19;PTHR48083;	ppu:PP_2755;	PPUT160488:G1G01-2936-MONOMER;			Oxidoreductase;Reference proteome
PP_2756	false	Q88J93	Q88J93_PSEPK	PP_2756	PP_2756	PP_2756	Acyl-CoA dehydrogenase	unreviewed	1.0	128						ppu:PP_2756;	PPUT160488:G1G01-2937-MONOMER;		WP_010953668.1;	Reference proteome
PP_2757	false	Q88J92	Q88J92_PSEPK	PP_2757	PP_2757	PP_2757	Sugar-binding protein	unreviewed	1.0	323		GO:0030246; GO:0030313	IPR028082;IPR025997;	PF13407;	PTHR46847;PTHR46847:SF1;	ppu:PP_2757;	PPUT160488:G1G01-2938-MONOMER;		WP_010953669.1;	Reference proteome;Signal
