Entry	Entry Name	Gene Names	Protein names	Organism (ID)	Length	Reviewed	Annotation	Function [CC]	EC number	Gene Ontology IDs	InterPro	Pfam	PANTHER	KEGG	BioCyc	UniPathway	RefSeq	Keywords
Q88JH8	Q88JH8_PSEPK	PP_2671	histidine kinase (EC 2.7.13.3)	160488	424	unreviewed	2.0		2.7.13.3	GO:0000155; GO:0005524; GO:0016020; GO:0046983	IPR003660;IPR036890;IPR003594;IPR005467;IPR050482;IPR011712;	PF00672;PF02518;PF07730;	PTHR24421;PTHR24421:SF10;	ppu:PP_2671;	PPUT160488:G1G01-2852-MONOMER;		WP_010953590.1;	ATP-binding;Coiled coil;Kinase;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Two-component regulatory system
Q88JJ1	Q88JJ1_PSEPK	pstA PP_2658	Phosphate transport system permease protein PstA	160488	297	unreviewed	2.0			GO:0005315; GO:0005886; GO:0016787; GO:0035435	IPR000515;IPR035906;IPR005672;IPR051408;	PF00528;	PTHR42922;PTHR42922:SF1;	ppu:PP_2658;	PPUT160488:G1G01-2839-MONOMER;		WP_010953577.1;	Cell membrane;Hydrolase;Membrane;Phosphate transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q88JR4	Q88JR4_PSEPK	PP_2585	2,5-dioxovalerate dehydrogenase (EC 1.2.1.26)	160488	526	unreviewed	2.0		1.2.1.26	GO:0047533	IPR016161;IPR016163;IPR016162;IPR015590;IPR050740;IPR044151;	PF00171;	PTHR43353:SF3;PTHR43353;	ppu:PP_2585;	PPUT160488:G1G01-2767-MONOMER;		WP_010953508.1;	Oxidoreductase;Reference proteome
Q88JT1	Q88JT1_PSEPK	PP_2566	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	160488	1629	unreviewed	2.0		2.3.2.27	GO:0005576; GO:0016567; GO:0061630	IPR050328;IPR001611;IPR032675;IPR029487;IPR046673;	PF14496;PF20178;	PTHR24373;PTHR24373:SF275;	ppu:PP_2566;	PPUT160488:G1G01-2749-MONOMER;		WP_061405628.1;	Host cytoplasm;Reference proteome;Secreted;Signal;Transferase;Ubl conjugation;Ubl conjugation pathway;Virulence
Q88K67	Q88K67_PSEPK	PP_2424	RNA 2',3'-cyclic phosphodiesterase (RNA 2',3'-CPDase) (EC 3.1.4.58)	160488	181	unreviewed	2.0	FUNCTION: Hydrolyzes RNA 2',3'-cyclic phosphodiester to an RNA 2'-phosphomonoester. {ECO:0000256|HAMAP-Rule:MF_01940}.	3.1.4.58	GO:0004113; GO:0008664; GO:0016874	IPR009097;IPR014051;IPR004175;	PF02834;	PTHR35561;PTHR35561:SF1;	ppu:PP_2424;	PPUT160488:G1G01-2589-MONOMER;		WP_010953377.1;	Hydrolase;Ligase;Reference proteome
Q88K98	Q88K98_PSEPK	polB PP_2393	DNA polymerase (EC 2.7.7.7)	160488	786	unreviewed	2.0		2.7.7.7	GO:0000166; GO:0003677; GO:0003887; GO:0008296; GO:0009432; GO:0045004	IPR006172;IPR017964;IPR006133;IPR006134;IPR043502;IPR042087;IPR023211;IPR050240;IPR055208;IPR012337;IPR036397;	PF00136;PF03104;PF22587;PF21474;	PTHR10322;PTHR10322:SF23;	ppu:PP_2393;	PPUT160488:G1G01-2556-MONOMER;		WP_010953348.1;	DNA replication;DNA-binding;DNA-directed DNA polymerase;Hydrolase;Nucleotidyltransferase;Reference proteome;Transferase
Q88KF5	Q88KF5_PSEPK	prpC PP_2335	Citrate synthase	160488	375	unreviewed	2.0			GO:0005737; GO:0005975; GO:0006099; GO:0019679; GO:0036440; GO:0050440	IPR011278;IPR016142;IPR016143;IPR002020;IPR019810;IPR024176;IPR036969;	PF00285;	PTHR11739;PTHR11739:SF25;	ppu:PP_2335;	PPUT160488:G1G01-2496-MONOMER;	UPA00223;	WP_003250313.1;	Acyltransferase;Reference proteome;Transferase;Tricarboxylic acid cycle
Q88KG5	Q88KG5_PSEPK	PP_2325	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	160488	315	unreviewed	2.0	FUNCTION: Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid. {ECO:0000256|RuleBase:RU362068}.	1.1.1.169	GO:0005737; GO:0008677; GO:0015940	IPR008927;IPR013328;IPR003710;IPR013752;IPR051402;IPR013332;IPR036291;	PF02558;PF08546;	PTHR21708:SF26;PTHR21708;	ppu:PP_2325;	PPUT160488:G1G01-2486-MONOMER;	UPA00028;	WP_010953292.1;	NADP;Oxidoreductase;Pantothenate biosynthesis;Reference proteome
Q88KI7	Q88KI7_PSEPK	hupB PP_2303	DNA-binding protein HU-beta	160488	90	unreviewed	2.0	FUNCTION: Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions. {ECO:0000256|ARBA:ARBA00003819}.		GO:0003677; GO:0005829; GO:0006270; GO:0006351; GO:0030261; GO:0030527; GO:0042802; GO:1990103; GO:1990178	IPR000119;IPR020816;IPR010992;	PF00216;	PTHR33175;PTHR33175:SF3;	ppu:PP_2303;	PPUT160488:G1G01-2464-MONOMER;		WP_003250246.1;	DNA condensation;DNA-binding;Reference proteome
Q88KS2	Q88KS2_PSEPK	PP_2217	enoyl-CoA hydratase (EC 4.2.1.17)	160488	257	unreviewed	2.0	FUNCTION: Could possibly oxidize fatty acids using specific components. {ECO:0000256|ARBA:ARBA00002994}.	4.2.1.17	GO:0006635; GO:0018812	IPR029045;IPR018376;IPR001753;IPR014748;	PF00378;	PTHR11941:SF54;PTHR11941;	ppu:PP_2217;	PPUT160488:G1G01-2358-MONOMER;		WP_003250095.1;	Fatty acid metabolism;Lipid metabolism;Lyase;Reference proteome
Q88KS7	Q88KS7_PSEPK	PP_2212	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	160488	1481	unreviewed	2.0		2.3.2.27	GO:0005576; GO:0016567; GO:0030430; GO:0061630	IPR001611;IPR003591;IPR051071;IPR032675;IPR029487;IPR046673;	PF13855;PF14496;PF20178;	PTHR47114;PTHR47114:SF2;	ppu:PP_2212;	PPUT160488:G1G01-2353-MONOMER;		WP_010953194.1;	Host cytoplasm;Leucine-rich repeat;Reference proteome;Repeat;Secreted;Transferase;Ubl conjugation;Ubl conjugation pathway;Virulence
Q88KV4	Q88KV4_PSEPK	PP_2185	Formate dehydrogenase, alpha subunit	160488	960	unreviewed	2.0			GO:0003954; GO:0008863; GO:0015942; GO:0016020; GO:0022904; GO:0043546; GO:0046872; GO:0051537; GO:0051539; GO:1990204	IPR036010;IPR001041;IPR017896;IPR017900;IPR009010;IPR041924;IPR006478;IPR006657;IPR006656;IPR006963;IPR006655;IPR019574;IPR050123;	PF13510;PF12838;PF04879;PF00384;PF01568;PF10588;	PTHR43105:SF14;PTHR43105;	ppu:PP_2185;	PPUT160488:G1G01-2326-MONOMER;		WP_010953170.1;	2Fe-2S;4Fe-4S;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome;Repeat
Q88KY2	Q88KY2_PSEPK	PP_2157	Sensor protein (EC 2.7.13.3)	160488	450	unreviewed	2.0	FUNCTION: Member of a two-component regulatory system. {ECO:0000256|RuleBase:RU364088}.	2.7.13.3	GO:0000155; GO:0005524; GO:0005886	IPR048590;IPR006290;IPR003660;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR004358;IPR050428;	PF21085;PF00672;PF02518;PF00512;	PTHR45436:SF15;PTHR45436;	ppu:PP_2157;	PPUT160488:G1G01-2298-MONOMER;		WP_010953144.1;	ATP-binding;Cell inner membrane;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
Q88KZ1	Q88KZ1_PSEPK	mfd PP_2148	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	160488	1149	unreviewed	2.0	FUNCTION: Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site. {ECO:0000256|HAMAP-Rule:MF_00969}.	3.6.4.-	GO:0000716; GO:0003678; GO:0003684; GO:0005524; GO:0005737; GO:0006355; GO:0016787	IPR003711;IPR036101;IPR011545;IPR014001;IPR001650;IPR004576;IPR048635;IPR027417;IPR047112;IPR037235;IPR005118;IPR041471;	PF02559;PF00270;PF00271;PF21132;PF03461;PF17757;	PTHR47964;PTHR47964:SF1;	ppu:PP_2148;	PPUT160488:G1G01-2289-MONOMER;		WP_010953136.1;	ATP-binding;Cytoplasm;DNA damage;DNA repair;DNA-binding;Helicase;Hydrolase;Nucleotide-binding;Reference proteome
Q88KZ5	Q88KZ5_PSEPK	PP_2144	Transcriptional regulator, TetR family	160488	235	unreviewed	2.0			GO:0000976; GO:0001216; GO:0001217; GO:0032993	IPR023772;IPR009057;IPR050109;IPR001647;IPR041586;IPR036271;	PF17939;PF00440;	PTHR30055;PTHR30055:SF235;	ppu:PP_2144;	PPUT160488:G1G01-2285-MONOMER;		WP_010953132.1;	DNA-binding;Reference proteome
Q88L45	Q88L45_PSEPK	cobA PP_2090	uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107)	160488	246	unreviewed	2.0		2.1.1.107	GO:0004851; GO:0019354; GO:0032259	IPR000878;IPR035996;IPR014777;IPR014776;IPR006366;IPR050161;IPR003043;	PF00590;	PTHR45790:SF3;PTHR45790;	ppu:PP_2090;	PPUT160488:G1G01-2228-MONOMER;	UPA00262;	WP_010953091.1;	Methyltransferase;Porphyrin biosynthesis;Reference proteome;S-adenosyl-L-methionine;Transferase
Q88L48	Q88L48_PSEPK	cmpX PP_2087	Small-conductance mechanosensitive channel	160488	274	unreviewed	2.0	FUNCTION: Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions. {ECO:0000256|RuleBase:RU369025}.		GO:0005886; GO:0008381	IPR010920;IPR008910;IPR045275;IPR023408;IPR006685;	PF05552;PF00924;	PTHR30221;PTHR30221:SF1;	ppu:PP_2087;	PPUT160488:G1G01-2225-MONOMER;		WP_010953088.1;	Cell inner membrane;Cell membrane;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q88L53	Q88L53_PSEPK	ppsA PP_2082	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	160488	791	unreviewed	2.0	FUNCTION: Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate. {ECO:0000256|ARBA:ARBA00002988, ECO:0000256|PIRNR:PIRNR000854}.	2.7.9.2	GO:0005524; GO:0006094; GO:0008986; GO:0046872	IPR013815;IPR008279;IPR006319;IPR018274;IPR000121;IPR023151;IPR036637;IPR002192;IPR015813;IPR040442;	PF00391;PF02896;PF01326;	PTHR43030;PTHR43030:SF1;	ppu:PP_2082;	PPUT160488:G1G01-2220-MONOMER;	UPA00138;	WP_003248638.1;	ATP-binding;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Transferase
Q88LB8	Q88LB8_PSEPK	pepN PP_2017	Aminopeptidase N (EC 3.4.11.2)	160488	885	unreviewed	2.0	FUNCTION: Aminopeptidase N is involved in the degradation of intracellular peptides generated by protein breakdown during normal growth as well as in response to nutrient starvation. {ECO:0000256|ARBA:ARBA00059739}.	3.4.11.2	GO:0006508; GO:0008237; GO:0008270; GO:0016285	IPR045357;IPR042097;IPR038438;IPR001930;IPR014782;IPR012779;IPR024601;IPR037144;IPR035414;IPR027268;	PF11940;PF17432;PF01433;PF17900;	PTHR46322;PTHR46322:SF1;	ppu:PP_2017;	PPUT160488:G1G01-2151-MONOMER;		WP_010953026.1;	Aminopeptidase;Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Zinc
Q88LD7	Q88LD7_PSEPK	dedD PP_1998	Cell division protein	160488	214	unreviewed	2.0			GO:0030428; GO:0032153; GO:0032506; GO:0042834	IPR052521;IPR007730;IPR036680;	PF05036;	PTHR38687:SF1;PTHR38687;	ppu:PP_1998;	PPUT160488:G1G01-2128-MONOMER;		WP_010953010.1;	Cell cycle;Cell division;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88LL6	Q88LL6_PSEPK	fabG PP_1914	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100)	160488	246	unreviewed	2.0	FUNCTION: Catalyzes the NADPH-dependent reduction of beta-ketoacyl-ACP substrates to beta-hydroxyacyl-ACP products, the first reductive step in the elongation cycle of fatty acid biosynthesis. {ECO:0000256|ARBA:ARBA00002607, ECO:0000256|RuleBase:RU366074}.	1.1.1.100	GO:0004316; GO:0030497; GO:0051287	IPR011284;IPR057326;IPR036291;IPR020904;IPR050259;IPR002347;	PF13561;	PTHR42879;PTHR42879:SF2;	ppu:PP_1914;	PPUT160488:G1G01-2026-MONOMER;	UPA00094;	WP_003247160.1;	Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;NADP;Oxidoreductase;Reference proteome
Q88LZ1	Q88LZ1_PSEPK	rffG PP_1785	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	160488	366	unreviewed	2.0		4.2.1.46	GO:0008460; GO:0009225	IPR005888;IPR016040;IPR036291;	PF16363;	PTHR43000;	ppu:PP_1785;	PPUT160488:G1G01-1888-MONOMER;		WP_010952822.1;	Lyase;NAD;Reference proteome
Q88LZ8	Q88LZ8_PSEPK	PP_1778	Transport permease protein	160488	264	unreviewed	2.0			GO:0015774; GO:0015920; GO:0043190; GO:0140359	IPR013525;IPR047817;IPR000412;	PF01061;	PTHR30413:SF10;PTHR30413;	ppu:PP_1778;	PPUT160488:G1G01-1880-MONOMER;		WP_010952815.1;	Capsule biogenesis/degradation;Cell membrane;Membrane;Polysaccharide transport;Reference proteome;Sugar transport;Transmembrane;Transmembrane helix;Transport
Q88M03	Q88M03_PSEPK	rpsA PP_1772	30S ribosomal protein S1	160488	576	unreviewed	2.0	FUNCTION: Binds mRNA; thus facilitating recognition of the initiation point. It is needed to translate mRNA with a short Shine-Dalgarno (SD) purine-rich sequence. {ECO:0000256|PIRNR:PIRNR002111}.		GO:0003729; GO:0003735; GO:0006412; GO:0022627	IPR012340;IPR050437;IPR000110;IPR035104;IPR003029;	PF00575;	PTHR10724;PTHR10724:SF7;	ppu:PP_1772;	PPUT160488:G1G01-1874-MONOMER;			Reference proteome;Repeat;Ribonucleoprotein;Ribosomal protein;RNA-binding
Q88M32	Q88M32_PSEPK	actP-I PP_1743	Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)	160488	554	unreviewed	2.0			GO:0005886; GO:0006814; GO:0006847; GO:0015123; GO:0015293	IPR038377;IPR001734;IPR018212;IPR050277;	PF00474;	PTHR48086:SF6;PTHR48086;	ppu:PP_1743;	PPUT160488:G1G01-1844-MONOMER;		WP_010952787.1;	Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Signal;Sodium;Sodium transport;Symport;Transmembrane;Transmembrane helix;Transport
Q88M55	Q88M55_PSEPK	prc PP_1719	Tail-specific protease prc	160488	704	unreviewed	2.0			GO:0004175; GO:0006508; GO:0007165; GO:0008236; GO:0030288	IPR029045;IPR001478;IPR036034;IPR004447;IPR005151;IPR020992;IPR040573;	PF11818;PF00595;PF03572;PF17804;	PTHR32060:SF22;PTHR32060;	ppu:PP_1719;	PPUT160488:G1G01-1820-MONOMER;			Hydrolase;Protease;Reference proteome;Serine protease
Q88M79	Q88M79_PSEPK	PP_1695	histidine kinase (EC 2.7.13.3)	160488	1159	unreviewed	2.0		2.7.13.3	GO:0000155; GO:0005886; GO:0009927; GO:0022857	IPR011006;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR035965;IPR004358;IPR001789;	PF02518;PF00512;PF12860;PF00072;	PTHR43047:SF9;PTHR43047;	ppu:PP_1695;	PPUT160488:G1G01-1792-MONOMER;		WP_010952747.1;	Coiled coil;Kinase;Membrane;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q88M88	Q88M88_PSEPK	PP_1686	Glutathione peroxidase	160488	202	unreviewed	2.0			GO:0004601; GO:0034599	IPR000889;IPR029759;IPR036249;IPR013766;	PF00255;	PTHR11592;PTHR11592:SF44;	ppu:PP_1686;	PPUT160488:G1G01-1784-MONOMER;			Oxidoreductase;Peroxidase;Reference proteome;Signal
Q88ME8	Q88ME8_PSEPK	rpoS PP_1623	RNA polymerase sigma factor RpoS (Sigma S) (Sigma-38)	160488	335	unreviewed	2.0	FUNCTION: Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the master transcriptional regulator of the stationary phase and the general stress response. {ECO:0000256|HAMAP-Rule:MF_00959}.		GO:0003677; GO:0005737; GO:0006352; GO:0016987	IPR014284;IPR000943;IPR009042;IPR007627;IPR007624;IPR007630;IPR013325;IPR013324;IPR012761;IPR050239;IPR036388;	PF00140;PF04542;PF04539;PF04545;	PTHR30603;PTHR30603:SF67;	ppu:PP_1623;	PPUT160488:G1G01-1720-MONOMER;		WP_003252351.1;	Cytoplasm;DNA-binding;Reference proteome;Sigma factor;Transcription;Transcription regulation
Q88MH3	Q88MH3_PSEPK	rseP PP_1598	Zinc metalloprotease (EC 3.4.24.-)	160488	452	unreviewed	2.0		3.4.24.-	GO:0004222; GO:0006508; GO:0016020; GO:0046872	IPR001478;IPR041489;IPR036034;IPR004387;IPR008915;	PF17820;PF02163;	PTHR42837:SF2;PTHR42837;	ppu:PP_1598;	PPUT160488:G1G01-1695-MONOMER;			Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Transmembrane;Transmembrane helix;Zinc
Q88MW7	Q88MW7_PSEPK	PP_1451	L,D-TPase catalytic domain-containing protein	160488	184	unreviewed	2.0			GO:0004180; GO:0008360; GO:0009252; GO:0016740; GO:0071555	IPR005490;IPR038063;	PF03734;	PTHR36699:SF1;PTHR36699;	ppu:PP_1451;	PPUT160488:G1G01-1543-MONOMER;	UPA00219;	WP_010952551.1;	Cell wall biogenesis/degradation;Reference proteome;Signal
Q88MX4	Q88MX4_PSEPK	gcd PP_1444	Quinoprotein glucose dehydrogenase (EC 1.1.5.2)	160488	803	unreviewed	2.0		1.1.5.2	GO:0008876; GO:0016020; GO:0048038	IPR018391;IPR017511;IPR002372;IPR011047;	PF01011;	PTHR32303;PTHR32303:SF4;	ppu:PP_1444;	PPUT160488:G1G01-1536-MONOMER;		WP_010952544.1;	Membrane;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix
Q88N04	Q88N04_PSEPK	ushA PP_1414	5'-nucleotidase-2',3'-cyclic phosphodiesterase (EC 3.1.3.5, EC 3.1.4.16, EC 3.6.1.45)	160488	560	unreviewed	2.0		3.1.3.5; 3.1.4.16; 3.6.1.45	GO:0000166; GO:0008253; GO:0008663; GO:0008768; GO:0009166; GO:0030288; GO:0046872	IPR008334;IPR036907;IPR006146;IPR006179;IPR004843;IPR029052;IPR041831;	PF02872;PF00149;	PTHR11575:SF24;PTHR11575;	ppu:PP_1414;	PPUT160488:G1G01-1506-MONOMER;		WP_010952521.1;	Hydrolase;Nucleotide-binding;Reference proteome;Signal
Q88N13	Q88N13_PSEPK	bglX PP_1403	Periplasmic beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	160488	763	unreviewed	2.0		3.2.1.21	GO:0008422; GO:0009251; GO:0042597	IPR051915;IPR026891;IPR017853;IPR019800;IPR002772;IPR036881;IPR001764;IPR036962;IPR013783;	PF14310;PF00933;PF01915;	PTHR30620:SF16;PTHR30620;	ppu:PP_1403;	PPUT160488:G1G01-1493-MONOMER;		WP_010952511.1;	Glycosidase;Hydrolase;Periplasm;Reference proteome;Signal
Q88N43	Q88N43_PSEPK	pitB PP_1373	Phosphate transporter	160488	490	unreviewed	2.0			GO:0005315; GO:0005886; GO:0015293; GO:0035435	IPR001204;	PF01384;	PTHR11101:SF65;PTHR11101;	ppu:PP_1373;	PPUT160488:G1G01-1463-MONOMER;		WP_003251935.1;	Cell membrane;Membrane;Phosphate transport;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport
Q88N49	Q88N49_PSEPK	purU-II purU PP_1367	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	160488	283	unreviewed	2.0	FUNCTION: Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4). {ECO:0000256|HAMAP-Rule:MF_01927}.	3.5.1.10	GO:0006189; GO:0006730; GO:0008864	IPR045865;IPR002912;IPR041729;IPR002376;IPR036477;IPR004810;IPR044074;	PF00551;	PTHR42706;PTHR42706:SF1;	ppu:PP_1367;	PPUT160488:G1G01-1456-MONOMER;	UPA00074;	WP_003251921.1;	Hydrolase;One-carbon metabolism;Purine biosynthesis;Reference proteome
Q88N51	Q88N51_PSEPK	sbcB PP_1365	Exodeoxyribonuclease I (EC 3.1.11.1)	160488	477	unreviewed	2.0		3.1.11.1	GO:0000175; GO:0003677; GO:0006281; GO:0008310; GO:0046872	IPR023607;IPR034747;IPR038649;IPR058561;IPR013620;IPR022894;IPR013520;IPR012337;IPR036397;	PF26016;PF08411;PF00929;	PTHR11046:SF11;PTHR11046;	ppu:PP_1365;	PPUT160488:G1G01-1454-MONOMER;		WP_010952477.1;	DNA damage;DNA repair;DNA-binding;Exonuclease;Hydrolase;Magnesium;Metal-binding;Nuclease;Reference proteome
Q88N66	Q88N66_PSEPK	pduO PP_1349	Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase) (Cobinamide/cobalamin adenosyltransferase)	160488	188	unreviewed	2.0		2.5.1.17	GO:0005524; GO:0008817; GO:0009236	IPR016030;IPR036451;IPR029499;	PF01923;	PTHR12213;PTHR12213:SF0;	ppu:PP_1349;	PPUT160488:G1G01-1437-MONOMER;	UPA00148;	WP_010952464.1;	ATP-binding;Cobalamin biosynthesis;Nucleotide-binding;Reference proteome;Transferase
Q88N83	Q88N83_PSEPK	ftsL PP_1330	Cell division protein FtsL	160488	97	unreviewed	2.0	FUNCTION: Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic. {ECO:0000256|HAMAP-Rule:MF_00910}.		GO:0005886; GO:0032153; GO:0043093	IPR011922;	PF04999;	PTHR37479;PTHR37479:SF1;	ppu:PP_1330;	PPUT160488:G1G01-1417-MONOMER;		WP_010952448.1;	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88N86	Q88N86_PSEPK	rsmI PP_1326	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	160488	294	unreviewed	2.0	FUNCTION: Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA. {ECO:0000256|HAMAP-Rule:MF_01877}.	2.1.1.198	GO:0005737; GO:0070677	IPR000878;IPR035996;IPR014777;IPR014776;IPR008189;IPR053910;IPR018063;	PF23016;PF00590;	PTHR46111;PTHR46111:SF1;	ppu:PP_1326;	PPUT160488:G1G01-1413-MONOMER;			Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase
Q88NB0	Q88NB0_PSEPK	ybgI PP_1302	GTP cyclohydrolase 1 type 2 homolog	160488	252	unreviewed	2.0			GO:0005737; GO:0016787; GO:0046872	IPR002678;IPR036069;	PF01784;	PTHR13799:SF14;PTHR13799;	ppu:PP_1302;	PPUT160488:G1G01-1389-MONOMER;		WP_010952428.1;	Hydrolase;Metal-binding;Reference proteome
Q88NI8	Q88NI8_PSEPK	tolQ PP_1219	Tol-Pal system protein TolQ	160488	231	unreviewed	2.0	FUNCTION: Part of the Tol-Pal system, which plays a role in outer membrane invagination during cell division and is important for maintaining outer membrane integrity. {ECO:0000256|HAMAP-Rule:MF_02202}.		GO:0005886; GO:0017038; GO:0043213; GO:0051301	IPR050790;IPR002898;IPR014163;	PF01618;	PTHR30625;PTHR30625:SF3;	ppu:PP_1219;	PPUT160488:G1G01-1304-MONOMER;		WP_010952367.1;	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88NM0	Q88NM0_PSEPK	phoQ PP_1187	histidine kinase (EC 2.7.13.3)	160488	448	unreviewed	2.0		2.7.13.3	GO:0000155; GO:0005524; GO:0005886	IPR003660;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR058619;IPR004358;IPR050428;	PF26769;PF02518;PF00512;	PTHR45436;PTHR45436:SF4;	ppu:PP_1187;	PPUT160488:G1G01-1269-MONOMER;		WP_010952340.1;	ATP-binding;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
Q88NU9	Q88NU9_PSEPK	PP_1105	DNA ligase (ATP) (EC 6.5.1.1)	160488	552	unreviewed	2.0		6.5.1.1	GO:0003677; GO:0003910; GO:0005524; GO:0006260; GO:0006281; GO:0006310; GO:0046872; GO:0051301	IPR050191;IPR026333;IPR012309;IPR012310;IPR016059;IPR012308;IPR036599;IPR012340;	PF04679;PF01068;PF04675;	PTHR45674;PTHR45674:SF13;	ppu:PP_1105;	PPUT160488:G1G01-1179-MONOMER;		WP_010952268.1;	ATP-binding;Cell cycle;Cell division;DNA damage;DNA recombination;DNA repair;DNA replication;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome
Q88NW0	Q88NW0_PSEPK	rnfG PP_1094	Ion-translocating oxidoreductase complex subunit G (EC 7.-.-.-) (Rnf electron transport complex subunit G)	160488	200	unreviewed	2.0	FUNCTION: Part of a membrane-bound complex that couples electron transfer with translocation of ions across the membrane. {ECO:0000256|HAMAP-Rule:MF_00479}.	7.-.-.-	GO:0005886; GO:0009055; GO:0010181; GO:0022900	IPR007329;IPR010209;	PF04205;	PTHR36118;PTHR36118:SF1;	ppu:PP_1094;	PPUT160488:G1G01-1167-MONOMER;		WP_010952259.1;	Cell inner membrane;Cell membrane;Electron transport;Flavoprotein;FMN;Membrane;Phosphoprotein;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport
Q88NX2	Q88NX2_PSEPK	grxD PP_1081	Glutaredoxin	160488	111	unreviewed	2.0	FUNCTION: Monothiol glutaredoxin involved in the biogenesis of iron-sulfur clusters. {ECO:0000256|ARBA:ARBA00002853}.		GO:0005737; GO:0015036; GO:0046872; GO:0051537	IPR002109;IPR033658;IPR014434;IPR004480;IPR036249;	PF00462;	PTHR10293;PTHR10293:SF72;	ppu:PP_1081;	PPUT160488:G1G01-1154-MONOMER;		WP_010952251.1;	2Fe-2S;Cytoplasm;Iron;Iron-sulfur;Metal-binding;Redox-active center;Reference proteome
Q88NY0	Q88NY0_PSEPK	glpD PP_1073	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	160488	514	unreviewed	2.0		1.1.5.3	GO:0004368; GO:0009331; GO:0046168	IPR031656;IPR038299;IPR006076;IPR036188;IPR000447;	PF01266;PF16901;	PTHR11985;PTHR11985:SF15;	ppu:PP_1073;	MetaCyc:G1G01-1146-MONOMER;PPUT160488:G1G01-1146-MONOMER;			FAD;Flavoprotein;Oxidoreductase;Reference proteome
