gene,category,family
NP_034112.3,Matrisome-associated,ECM Regulators
XP_006507382.1,Matrisome-associated,ECM Regulators
ENSMUSG00000030560,Matrisome-associated,ECM Regulators
Ctsd,Matrisome-associated,ECM Regulators
CD,Matrisome-associated,ECM Regulators
CatD,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
88562,Matrisome-associated,ECM Regulators
F6Y6L6,Matrisome-associated,ECM Regulators
F8WIR1,Matrisome-associated,ECM Regulators
P18242,Matrisome-associated,ECM Regulators
Q05BF3,Matrisome-associated,ECM Regulators
Q3TIR0,Matrisome-associated,ECM Regulators
Q3TJN3,Matrisome-associated,ECM Regulators
Q3TWD0,Matrisome-associated,ECM Regulators
Q3TWL1,Matrisome-associated,ECM Regulators
Q3TWR6,Matrisome-associated,ECM Regulators
Q3TXL5,Matrisome-associated,ECM Regulators
Q3U651,Matrisome-associated,ECM Regulators
Q3U7I9,Matrisome-associated,ECM Regulators
Q3U7P0,Matrisome-associated,ECM Regulators
Q3U8W5,Matrisome-associated,ECM Regulators
Q3UAQ1,Matrisome-associated,ECM Regulators
Q3UC89,Matrisome-associated,ECM Regulators
Q3UCD9,Matrisome-associated,ECM Regulators
Q3UCW4,Matrisome-associated,ECM Regulators
Q8C243,Matrisome-associated,ECM Regulators
Q8VCK2,Matrisome-associated,ECM Regulators
NP_034113.1,Matrisome-associated,ECM Regulators
ENSMUSG00000007891,Matrisome-associated,ECM Regulators
Ctse,Matrisome-associated,ECM Regulators
A430072O03Rik,Matrisome-associated,ECM Regulators
C920004C08Rik,Matrisome-associated,ECM Regulators
CE,Matrisome-associated,ECM Regulators
CatE,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
107361,Matrisome-associated,ECM Regulators
D3Z6T3,Matrisome-associated,ECM Regulators
P70269,Matrisome-associated,ECM Regulators
NP_031825.2,Matrisome-associated,ECM Regulators
ENSMUSG00000004552,Matrisome-associated,ECM Regulators
Ctsf,Matrisome-associated,ECM Regulators
AI481912,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1861434,Matrisome-associated,ECM Regulators
A4FUP7,Matrisome-associated,ECM Regulators
Q99KQ9,Matrisome-associated,ECM Regulators
Q9ES93,Matrisome-associated,ECM Regulators
Q9R013,Matrisome-associated,ECM Regulators
NP_063914.1,Matrisome-associated,ECM Regulators
ENSMUSG00000083282,Matrisome-associated,ECM Regulators
Ctsg,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
88563,Matrisome-associated,ECM Regulators
P28293,Matrisome-associated,ECM Regulators
Q059V7,Matrisome-associated,ECM Regulators
NP_031826.1,Matrisome-associated,ECM Regulators
ENSMUSG00000040314,Matrisome-associated,ECM Regulators
Ctsh,Matrisome-associated,ECM Regulators
AL022844,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
107285,Matrisome-associated,ECM Regulators
D3YVI3,Matrisome-associated,ECM Regulators
D3Z437,Matrisome-associated,ECM Regulators
D7UEQ9,Matrisome-associated,ECM Regulators
P49935,Matrisome-associated,ECM Regulators
Q922Q7,Matrisome-associated,ECM Regulators
NP_031827.2,Matrisome-associated,ECM Regulators
ENSMUSG00000032359,Matrisome-associated,ECM Regulators
Ctsj,Matrisome-associated,ECM Regulators
CATP,Matrisome-associated,ECM Regulators
CatRLP,Matrisome-associated,ECM Regulators
Ctsp,Matrisome-associated,ECM Regulators
MGC117662,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1349426,Matrisome-associated,ECM Regulators
Q9R014,Matrisome-associated,ECM Regulators
NP_036137.1,Matrisome-associated,ECM Regulators
XP_006517318.1,Matrisome-associated,ECM Regulators
ENSMUSG00000055298,Matrisome-associated,ECM Regulators
Ctsk,Matrisome-associated,ECM Regulators
AI323530,Matrisome-associated,ECM Regulators
MMS10-Q,Matrisome-associated,ECM Regulators
Ms10q,Matrisome-associated,ECM Regulators
catK,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
107823,Matrisome-associated,ECM Regulators
P55097,Matrisome-associated,ECM Regulators
Q545T0,Matrisome-associated,ECM Regulators
NP_031828.2,Matrisome-associated,ECM Regulators
XP_006501037.1,Matrisome-associated,ECM Regulators
ENSMUSG00000028111,Matrisome-associated,ECM Regulators
Ctsl,Matrisome-associated,ECM Regulators
1190035F06Rik,Matrisome-associated,ECM Regulators
Ctsl1,Matrisome-associated,ECM Regulators
MEP,Matrisome-associated,ECM Regulators
fs,Matrisome-associated,ECM Regulators
nkt,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
88564,Matrisome-associated,ECM Regulators
P06797,Matrisome-associated,ECM Regulators
Q3TNC8,Matrisome-associated,ECM Regulators
Q3TT75,Matrisome-associated,ECM Regulators
Q3TVJ1,Matrisome-associated,ECM Regulators
Q3U5U9,Matrisome-associated,ECM Regulators
Q3UHZ4,Matrisome-associated,ECM Regulators
Q3UWH6,Matrisome-associated,ECM Regulators
Q543M3,Matrisome-associated,ECM Regulators
Q6LAF5,Matrisome-associated,ECM Regulators
Q9D0C0,Matrisome-associated,ECM Regulators
NP_034114.1,Matrisome-associated,ECM Regulators
XP_006517143.1,Matrisome-associated,ECM Regulators
XP_006517144.1,Matrisome-associated,ECM Regulators
ENSMUSG00000021477,Matrisome-associated,ECM Regulators
Ctsll3,Matrisome-associated,ECM Regulators
2310051M13Rik,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1917452,Matrisome-associated,ECM Regulators
Q3ULP7,Matrisome-associated,ECM Regulators
Q9D6V1,Matrisome-associated,ECM Regulators
NP_081620.2,Matrisome-associated,ECM Regulators
ENSMUSG00000056728,Matrisome-associated,ECM Regulators
Ctsm,Matrisome-associated,ECM Regulators
1600027J17Rik,Matrisome-associated,ECM Regulators
AI324100,Matrisome-associated,ECM Regulators
Catm,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1927229,Matrisome-associated,ECM Regulators
Q812B5,Matrisome-associated,ECM Regulators
Q9JL96,Matrisome-associated,ECM Regulators
NP_071721.2,Matrisome-associated,ECM Regulators
XP_006517372.1,Matrisome-associated,ECM Regulators
ENSMUSG00000074871,Matrisome-associated,ECM Regulators
Ctso,Matrisome-associated,ECM Regulators
A330105D01Rik,Matrisome-associated,ECM Regulators
A430056C07,Matrisome-associated,ECM Regulators
AI118514,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
2139628,Matrisome-associated,ECM Regulators
Q4QQL3,Matrisome-associated,ECM Regulators
Q8BM88,Matrisome-associated,ECM Regulators
NP_808330.1,Matrisome-associated,ECM Regulators
ENSMUSG00000028015,Matrisome-associated,ECM Regulators
Ctsq,Matrisome-associated,ECM Regulators
1600010J02Rik,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
2137385,Matrisome-associated,ECM Regulators
Q91ZF4,Matrisome-associated,ECM Regulators
NP_083912.2,Matrisome-associated,ECM Regulators
ENSMUSG00000021439,Matrisome-associated,ECM Regulators
Ctsr,Matrisome-associated,ECM Regulators
AI428350,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1861723,Matrisome-associated,ECM Regulators
Q497X4,Matrisome-associated,ECM Regulators
Q58IU7,Matrisome-associated,ECM Regulators
Q9JIA9,Matrisome-associated,ECM Regulators
NP_064680.1,Matrisome-associated,ECM Regulators
ENSMUSG00000055679,Matrisome-associated,ECM Regulators
Ctss,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
107341,Matrisome-associated,ECM Regulators
F6WR04,Matrisome-associated,ECM Regulators
O70370,Matrisome-associated,ECM Regulators
Q3U5K1,Matrisome-associated,ECM Regulators
Q3UBR4,Matrisome-associated,ECM Regulators
Q3UD32,Matrisome-associated,ECM Regulators
Q8BSZ5,Matrisome-associated,ECM Regulators
Q99M14,Matrisome-associated,ECM Regulators
NP_001254624.2,Matrisome-associated,ECM Regulators
NP_067256.4,Matrisome-associated,ECM Regulators
ENSMUSG00000038642,Matrisome-associated,ECM Regulators
Ctsw,Matrisome-associated,ECM Regulators
lymphopain,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1338045,Matrisome-associated,ECM Regulators
P56203,Matrisome-associated,ECM Regulators
Q8C2M0,Matrisome-associated,ECM Regulators
NP_034115.2,Matrisome-associated,ECM Regulators
ENSMUSG00000024910,Matrisome-associated,ECM Regulators
Ctsz,Matrisome-associated,ECM Regulators
AI787083,Matrisome-associated,ECM Regulators
AU019819,Matrisome-associated,ECM Regulators
CTSX,Matrisome-associated,ECM Regulators
D2Wsu143e,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1891190,Matrisome-associated,ECM Regulators
Q545I6,Matrisome-associated,ECM Regulators
Q9ES94,Matrisome-associated,ECM Regulators
Q9WUU7,Matrisome-associated,ECM Regulators
NP_071720.1,Matrisome-associated,ECM Regulators
ENSMUSG00000016256,Matrisome-associated,ECM Regulators
Egln1,Matrisome-associated,ECM Regulators
AI503754,Matrisome-associated,ECM Regulators
C1orf12,Matrisome-associated,ECM Regulators
ORF13,Matrisome-associated,ECM Regulators
Phd2,Matrisome-associated,ECM Regulators
SM-20,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1932286,Matrisome-associated,ECM Regulators
Q5XJZ0,Matrisome-associated,ECM Regulators
Q91YE3,Matrisome-associated,ECM Regulators
NP_444437.2,Matrisome-associated,ECM Regulators
ENSMUSG00000031987,Matrisome-associated,ECM Regulators
Egln2,Matrisome-associated,ECM Regulators
0610011A13Rik,Matrisome-associated,ECM Regulators
C85656,Matrisome-associated,ECM Regulators
Ier4,Matrisome-associated,ECM Regulators
MGC101954,Matrisome-associated,ECM Regulators
Phd1,Matrisome-associated,ECM Regulators
SM-20,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1932287,Matrisome-associated,ECM Regulators
Q3TXL8,Matrisome-associated,ECM Regulators
Q3U8V5,Matrisome-associated,ECM Regulators
Q80X29,Matrisome-associated,ECM Regulators
Q91YE2,Matrisome-associated,ECM Regulators
NP_444438.2,Matrisome-associated,ECM Regulators
ENSMUSG00000058709,Matrisome-associated,ECM Regulators
Egln3,Matrisome-associated,ECM Regulators
2610021G09Rik,Matrisome-associated,ECM Regulators
AI505553,Matrisome-associated,ECM Regulators
AI648162,Matrisome-associated,ECM Regulators
Phd3,Matrisome-associated,ECM Regulators
SM-20,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1932288,Matrisome-associated,ECM Regulators
Q91UZ4,Matrisome-associated,ECM Regulators
NP_082409.2,Matrisome-associated,ECM Regulators
ENSMUSG00000035105,Matrisome-associated,ECM Regulators
Elane,Matrisome-associated,ECM Regulators
Ela2,Matrisome-associated,ECM Regulators
F430011M15Rik,Matrisome-associated,ECM Regulators
NE,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
2679229,Matrisome-associated,ECM Regulators
Q3UP87,Matrisome-associated,ECM Regulators
NP_056594.2,Matrisome-associated,ECM Regulators
ENSMUSG00000020125,Matrisome-associated,ECM Regulators
F10,Matrisome-associated,ECM Regulators
Cf10,Matrisome-associated,ECM Regulators
fX,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
103107,Matrisome-associated,ECM Regulators
D3Z215,Matrisome-associated,ECM Regulators
D3Z521,Matrisome-associated,ECM Regulators
D3Z7R3,Matrisome-associated,ECM Regulators
O88947,Matrisome-associated,ECM Regulators
Q3TBR2,Matrisome-associated,ECM Regulators
Q3TDB9,Matrisome-associated,ECM Regulators
Q3U3V1,Matrisome-associated,ECM Regulators
Q4FJS7,Matrisome-associated,ECM Regulators
Q80Y26,Matrisome-associated,ECM Regulators
NP_031998.3,Matrisome-associated,ECM Regulators
NP_001229297.1,Matrisome-associated,ECM Regulators
ENSMUSG00000031444,Matrisome-associated,ECM Regulators
F12,Matrisome-associated,ECM Regulators
FXII,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1891012,Matrisome-associated,ECM Regulators
E9Q698,Matrisome-associated,ECM Regulators
Q80YC5,Matrisome-associated,ECM Regulators
NP_067464.2,Matrisome-associated,ECM Regulators
ENSMUSG00000021492,Matrisome-associated,ECM Regulators
F13a1,Matrisome-associated,ECM Regulators
1200014I03Rik,Matrisome-associated,ECM Regulators
AI462306,Matrisome-associated,ECM Regulators
F13a,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1921395,Matrisome-associated,ECM Regulators
Q3TBF3,Matrisome-associated,ECM Regulators
Q3TC79,Matrisome-associated,ECM Regulators
Q3TDG1,Matrisome-associated,ECM Regulators
Q3TQH1,Matrisome-associated,ECM Regulators
Q3V3W7,Matrisome-associated,ECM Regulators
Q8BH61,Matrisome-associated,ECM Regulators
Q9DBT1,Matrisome-associated,ECM Regulators
NP_001159863.1,Matrisome-associated,ECM Regulators
NP_083060.2,Matrisome-associated,ECM Regulators
ENSMUSG00000039109,Matrisome-associated,ECM Regulators
F13b,Matrisome-associated,ECM Regulators
Cf-13b,Matrisome-associated,ECM Regulators
Cf13b,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
88379,Matrisome-associated,ECM Regulators
Q07968,Matrisome-associated,ECM Regulators
Q3UER0,Matrisome-associated,ECM Regulators
Q8K0W0,Matrisome-associated,ECM Regulators
NP_112441.2,Matrisome-associated,ECM Regulators
ENSMUSG00000026368,Matrisome-associated,ECM Regulators
F2,Matrisome-associated,ECM Regulators
Cf-2,Matrisome-associated,ECM Regulators
Cf2,Matrisome-associated,ECM Regulators
FII,Matrisome-associated,ECM Regulators
thrombin,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
88380,Matrisome-associated,ECM Regulators
H7BX99,Matrisome-associated,ECM Regulators
P19221,Matrisome-associated,ECM Regulators
Q3TJ94,Matrisome-associated,ECM Regulators
NP_034298.1,Matrisome-associated,ECM Regulators
ENSMUSG00000027249,Matrisome-associated,ECM Regulators
F7,Matrisome-associated,ECM Regulators
AI132620,Matrisome-associated,ECM Regulators
Cf7,Matrisome-associated,ECM Regulators
FVII,Matrisome-associated,ECM Regulators
mfVII,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
109325,Matrisome-associated,ECM Regulators
P70375,Matrisome-associated,ECM Regulators
Q3U2F0,Matrisome-associated,ECM Regulators
Q542C2,Matrisome-associated,ECM Regulators
NP_034302.2,Matrisome-associated,ECM Regulators
ENSMUSG00000031443,Matrisome-associated,ECM Regulators
F9,Matrisome-associated,ECM Regulators
AW111646,Matrisome-associated,ECM Regulators
Cf-9,Matrisome-associated,ECM Regulators
Cf9,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
88384,Matrisome-associated,ECM Regulators
A0JLY3,Matrisome-associated,ECM Regulators
P16294,Matrisome-associated,ECM Regulators
NP_032005.1,Matrisome-associated,ECM Regulators
ENSMUSG00000031138,Matrisome-associated,ECM Regulators
Fam20a,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
2388266,Matrisome-associated,ECM Regulators
Q8CID3,Matrisome-associated,ECM Regulators
NP_722477.1,Matrisome-associated,ECM Regulators
ENSMUSG00000020614,Matrisome-associated,ECM Regulators
Fam20b,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
2443990,Matrisome-associated,ECM Regulators
Q8VCS3,Matrisome-associated,ECM Regulators
NP_663388.1,Matrisome-associated,ECM Regulators
XP_006496799.1,Matrisome-associated,ECM Regulators
XP_006496800.1,Matrisome-associated,ECM Regulators
ENSMUSG00000033557,Matrisome-associated,ECM Regulators
Fam20c,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
2136853,Matrisome-associated,ECM Regulators
E0CY01,Matrisome-associated,ECM Regulators
Q5MJS3,Matrisome-associated,ECM Regulators
NP_085042.2,Matrisome-associated,ECM Regulators
ENSMUSG00000025854,Matrisome-associated,ECM Regulators
Gm10334,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
3641889,Matrisome-associated,ECM Regulators
Q792Y8,Matrisome-associated,ECM Regulators
NP_001096623.1,Matrisome-associated,ECM Regulators
ENSMUSG00000071517,Matrisome-associated,ECM Regulators
Gm13011,Matrisome-associated,ECM Regulators
OTTMUSG00000009877,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
3651647,Matrisome-associated,ECM Regulators
A2A9U8,Matrisome-associated,ECM Regulators
NP_001119790.1,Matrisome-associated,ECM Regulators
Gm4758,Matrisome-associated,ECM Regulators
EG209324,Matrisome-associated,ECM Regulators
Stfna3l1,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
3648404,Matrisome-associated,ECM Regulators
L7N258,Matrisome-associated,ECM Regulators
XP_156070.1,Matrisome-associated,ECM Regulators
Gm4787,Matrisome-associated,ECM Regulators
Adam4b,Matrisome-associated,ECM Regulators
EG214321,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
3646380,Matrisome-associated,ECM Regulators
B2RUD9,Matrisome-associated,ECM Regulators
NP_001034084.2,Matrisome-associated,ECM Regulators
ENSMUSG00000072974,Matrisome-associated,ECM Regulators
Gm5347,Matrisome-associated,ECM Regulators
EG384814,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
3647274,Matrisome-associated,ECM Regulators
Q7M765,Matrisome-associated,ECM Regulators
NP_001073400.1,Matrisome-associated,ECM Regulators
XP_006509519.1,Matrisome-associated,ECM Regulators
ENSMUSG00000079058,Matrisome-associated,ECM Regulators
Gm5409,Matrisome-associated,ECM Regulators
Try10l,Matrisome-associated,ECM Regulators
EG386551,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
3643903,Matrisome-associated,ECM Regulators
Q7M754,Matrisome-associated,ECM Regulators
NP_001003664.1,Matrisome-associated,ECM Regulators
ENSMUSG00000059014,Matrisome-associated,ECM Regulators
Gm5416,Matrisome-associated,ECM Regulators
EG408196,Matrisome-associated,ECM Regulators
Stfna1l1,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
3644688,Matrisome-associated,ECM Regulators
Q05B95,Matrisome-associated,ECM Regulators
Q6IE28,Matrisome-associated,ECM Regulators
NP_001076011.1,Matrisome-associated,ECM Regulators
Gm5483,Matrisome-associated,ECM Regulators
EG433016,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
3645124,Matrisome-associated,ECM Regulators
B2RV77,Matrisome-associated,ECM Regulators
NP_001076016.1,Matrisome-associated,ECM Regulators
Gm5771,Matrisome-associated,ECM Regulators
EG436523,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
3646222,Matrisome-associated,ECM Regulators
Q792Y9,Matrisome-associated,ECM Regulators
NP_001034086.1,Matrisome-associated,ECM Regulators
ENSMUSG00000058119,Matrisome-associated,ECM Regulators
Habp2,Matrisome-associated,ECM Regulators
AI035669,Matrisome-associated,ECM Regulators
FSAP,Matrisome-associated,ECM Regulators
HABP,Matrisome-associated,ECM Regulators
HGFAL,Matrisome-associated,ECM Regulators
MGC28705,Matrisome-associated,ECM Regulators
PHBP,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1196378,Matrisome-associated,ECM Regulators
E9Q092,Matrisome-associated,ECM Regulators
E9Q0C5,Matrisome-associated,ECM Regulators
E9QM92,Matrisome-associated,ECM Regulators
F7B276,Matrisome-associated,ECM Regulators
F7D2A6,Matrisome-associated,ECM Regulators
Q3UEI7,Matrisome-associated,ECM Regulators
Q3V1J8,Matrisome-associated,ECM Regulators
Q8K0D2,Matrisome-associated,ECM Regulators
XP_006527077.1,Matrisome-associated,ECM Regulators
NP_666213.1,Matrisome-associated,ECM Regulators
ENSMUSG00000025075,Matrisome-associated,ECM Regulators
Hpse,Matrisome-associated,ECM Regulators
HSE1,Matrisome-associated,ECM Regulators
Hpa,Matrisome-associated,ECM Regulators
Hpr1,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1343124,Matrisome-associated,ECM Regulators
D3Z3C3,Matrisome-associated,ECM Regulators
Q6YGZ1,Matrisome-associated,ECM Regulators
NP_690016.1,Matrisome-associated,ECM Regulators
ENSMUSG00000035273,Matrisome-associated,ECM Regulators
Hpse2,Matrisome-associated,ECM Regulators
Gm968,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
2685814,Matrisome-associated,ECM Regulators
B2RY83,Matrisome-associated,ECM Regulators
NP_001074726.1,Matrisome-associated,ECM Regulators
ENSMUSG00000074852,Matrisome-associated,ECM Regulators
Hrg,Matrisome-associated,ECM Regulators
AI265597,Matrisome-associated,ECM Regulators
AW413091,Matrisome-associated,ECM Regulators
D16jh2,Matrisome-associated,ECM Regulators
D18020,Matrisome-associated,ECM Regulators
Hprg,Matrisome-associated,ECM Regulators
Hrgp,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
2146636,Matrisome-associated,ECM Regulators
Q9ESB3,Matrisome-associated,ECM Regulators
NP_444406.2,Matrisome-associated,ECM Regulators
ENSMUSG00000022877,Matrisome-associated,ECM Regulators
Htra1,Matrisome-associated,ECM Regulators
AI429470,Matrisome-associated,ECM Regulators
HTRA,Matrisome-associated,ECM Regulators
L56,Matrisome-associated,ECM Regulators
Prss11,Matrisome-associated,ECM Regulators
RSPP11,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1929076,Matrisome-associated,ECM Regulators
Q9R118,Matrisome-associated,ECM Regulators
NP_062510.2,Matrisome-associated,ECM Regulators
ENSMUSG00000006205,Matrisome-associated,ECM Regulators
Htra3,Matrisome-associated,ECM Regulators
2210021K23Rik,Matrisome-associated,ECM Regulators
9530081K03Rik,Matrisome-associated,ECM Regulators
Prsp,Matrisome-associated,ECM Regulators
Tasp,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1925808,Matrisome-associated,ECM Regulators
Q8R221,Matrisome-associated,ECM Regulators
Q9D236,Matrisome-associated,ECM Regulators
NP_001036080.1,Matrisome-associated,ECM Regulators
NP_084403.2,Matrisome-associated,ECM Regulators
ENSMUSG00000029096,Matrisome-associated,ECM Regulators
Htra4,Matrisome-associated,ECM Regulators
B430206E18Rik,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
3036260,Matrisome-associated,ECM Regulators
A2RT60,Matrisome-associated,ECM Regulators
NP_001074656.1,Matrisome-associated,ECM Regulators
ENSMUSG00000037406,Matrisome-associated,ECM Regulators
Hyal1,Matrisome-associated,ECM Regulators
Hya1,Matrisome-associated,ECM Regulators
Hyal-1,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
96298,Matrisome-associated,ECM Regulators
D3YXU8,Matrisome-associated,ECM Regulators
D6RFV7,Matrisome-associated,ECM Regulators
Q91ZJ9,Matrisome-associated,ECM Regulators
NP_032343.2,Matrisome-associated,ECM Regulators
ENSMUSG00000010051,Matrisome-associated,ECM Regulators
Hyal2,Matrisome-associated,ECM Regulators
AI256841,Matrisome-associated,ECM Regulators
AU020858,Matrisome-associated,ECM Regulators
AW555733,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1196334,Matrisome-associated,ECM Regulators
O35632,Matrisome-associated,ECM Regulators
Q3UZE4,Matrisome-associated,ECM Regulators
Q542F2,Matrisome-associated,ECM Regulators
NP_034619.2,Matrisome-associated,ECM Regulators
XP_006511706.1,Matrisome-associated,ECM Regulators
XP_006511707.1,Matrisome-associated,ECM Regulators
XP_006511708.1,Matrisome-associated,ECM Regulators
ENSMUSG00000010047,Matrisome-associated,ECM Regulators
Hyal3,Matrisome-associated,ECM Regulators
Hyl3,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1330288,Matrisome-associated,ECM Regulators
D3YVY7,Matrisome-associated,ECM Regulators
Q8VEI3,Matrisome-associated,ECM Regulators
NP_821139.2,Matrisome-associated,ECM Regulators
ENSMUSG00000036091,Matrisome-associated,ECM Regulators
Hyal4,Matrisome-associated,ECM Regulators
4632428M18Rik,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1924292,Matrisome-associated,ECM Regulators
L0MX76,Matrisome-associated,ECM Regulators
Q05A56,Matrisome-associated,ECM Regulators
NP_084124.1,Matrisome-associated,ECM Regulators
ENSMUSG00000029680,Matrisome-associated,ECM Regulators
Hyal5,Matrisome-associated,ECM Regulators
4933439A12Rik,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1921718,Matrisome-associated,ECM Regulators
Q812F3,Matrisome-associated,ECM Regulators
Q9CUA5,Matrisome-associated,ECM Regulators
NP_083233.1,Matrisome-associated,ECM Regulators
XP_006505249.1,Matrisome-associated,ECM Regulators
XP_006505250.1,Matrisome-associated,ECM Regulators
ENSMUSG00000029678,Matrisome-associated,ECM Regulators
Hyal6,Matrisome-associated,ECM Regulators
4932701A20Rik,Matrisome-associated,ECM Regulators
Hyal-ps1,Matrisome-associated,ECM Regulators
Hyalp1,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
1921659,Matrisome-associated,ECM Regulators
Q8CDQ9,Matrisome-associated,ECM Regulators
Q9D4E9,Matrisome-associated,ECM Regulators
NP_083196.2,Matrisome-associated,ECM Regulators
ENSMUSG00000029679,Matrisome-associated,ECM Regulators
Itih1,Matrisome-associated,ECM Regulators
Intin1,Matrisome-associated,ECM Regulators
Itih-1,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
96618,Matrisome-associated,ECM Regulators
F8WJ05,Matrisome-associated,ECM Regulators
Q61702,Matrisome-associated,ECM Regulators
Q8K159,Matrisome-associated,ECM Regulators
Q91WU7,Matrisome-associated,ECM Regulators
XP_006518646.1,Matrisome-associated,ECM Regulators
NP_032432.2,Matrisome-associated,ECM Regulators
ENSMUSG00000006529,Matrisome-associated,ECM Regulators
Itih2,Matrisome-associated,ECM Regulators
AI747202,Matrisome-associated,ECM Regulators
Intin2,Matrisome-associated,ECM Regulators
Itih-2,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
96619,Matrisome-associated,ECM Regulators
E0CX69,Matrisome-associated,ECM Regulators
G3X977,Matrisome-associated,ECM Regulators
Q3UEG7,Matrisome-associated,ECM Regulators
Q61703,Matrisome-associated,ECM Regulators
Q8K016,Matrisome-associated,ECM Regulators
NP_034712.2,Matrisome-associated,ECM Regulators
ENSMUSG00000037254,Matrisome-associated,ECM Regulators
Itih3,Matrisome-associated,ECM Regulators
AW108094,Matrisome-associated,ECM Regulators
Intin3,Matrisome-associated,ECM Regulators
Itih-3,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
96620,Matrisome-associated,ECM Regulators
E9PVS1,Matrisome-associated,ECM Regulators
F6ZXJ7,Matrisome-associated,ECM Regulators
Q61704,Matrisome-associated,ECM Regulators
NP_032433.2,Matrisome-associated,ECM Regulators
ENSMUSG00000006522,Matrisome-associated,ECM Regulators
Itih4,Matrisome-associated,ECM Regulators
Itih-4,Matrisome-associated,ECM Regulators
MGI,Matrisome-associated,ECM Regulators
109536,Matrisome-associated,ECM Regulators
A6X935,Matrisome-associated,ECM Regulators
E9PVD2,Matrisome-associated,ECM Regulators
E9Q5L2,Matrisome-associated,ECM Regulators
NP_001152771.1,Matrisome-associated,ECM Regulators
NP_001276561.1,Matrisome-associated,ECM Regulators
