gene,category,family
CG18278,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0033836,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q5BIL9,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG7408,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0036765,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8MS40;Q9VVM1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Sulf1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0040271,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
D1Z367;Q9VEX0,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Hil,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0050147,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q0E908,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Tg,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0031975,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8IPH0;Q9VLU2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
amon,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0023179,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9UAE7;Q9VBC7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG14309,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0038611,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VE79,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
cys,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0004629,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
P23779,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Reck,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0036463,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q960B5;Q9VUJ2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Timp,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0025879,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VH14,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
tld,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0003719,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
P25723;Q7YU36,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
tok,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0004885,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q23995;Q24132;Q49II0;Q49II5;Q49II7;Q49II8;Q49IJ0;Q49IJ1;Q49IK4;Q95RA3;Q9VC47,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
grk,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0001137,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
P42287,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Krn,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0052179,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9VVJ6,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
spi,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0005672,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
A4V0W1;Q01083,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
vn,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0003984,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q59E20;Q94918,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
bnl,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0014135,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
P91672;Q86NQ2;Q9VDT9,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
pyr,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0033649,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
B9ZW35;Q6Q7J0,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
ths,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0033652,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
A0A0B4K7X1;Q6Q7I9,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Ilp1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0044051,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9VT50,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Ilp2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0036046,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9VT51,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Ilp3,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0044050,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9VT52,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Ilp4,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0044049,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9VT53,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Ilp5,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0044048,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q7KUD5,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Ilp6,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0044047,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
E7BBS5;Q9W4Z4,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Ilp7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0044046,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9W4Q9,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Pvf1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0030964,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9BLX1;Q9VWP6;X2JCH3,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Pvf2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0031888,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9VM43,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Pvf3,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0085407,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q7JZN4;Q8T4M1;Q9VM39;Q9VM40;Q9VM42;X2J909,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Actbeta,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0024913,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
O61643,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
daw,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0031461,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9VQG9,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
dpp,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0000490,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
P07713,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
gbb,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0024234,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
A0A0B4LGA7;P27091,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
mav,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0039914,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q8SZQ4;Q9V4E6,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
myo,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0026199,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9V4F4;Q9XZ62,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
scw,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0005590,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
P54631;X2JB15,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
wg,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0284084,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
P09615,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Wnt10,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0031903,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9VM25,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Wnt2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0004360,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
A0A0B4LFY4;P28465,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Wnt4,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0010453,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
D2NUH8;P40589,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Wnt5,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0010194,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
P28466;Q2XY20;X2JL29,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Wnt6,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0031902,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9VM26,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
wntD,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0038134,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9VFX1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
egr,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0033483,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q8MUJ1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Fs,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0259878,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
A0A0B4LFH4;Q86NV3;Q8WR59,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
hh,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0004644,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q02936,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Manf,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0027095,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9XZ63,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Megf8,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0031981,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q8T0D8;Q9VLT6;X2J9V1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
shf,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0003390,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
Q9W3W5;X2JAQ0;X2JCU9;X2JED7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
sog,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0003463,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
M9PH73;Q24025,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
tsg,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
FBgn0003865,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
P54356,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,Secreted Factors
prc,Drosophila Matrisome Genes,Collagens
FBgn0028573,Drosophila Matrisome Genes,Collagens
Q7YU48;Q9U617;Q9VTR6,Drosophila Matrisome Genes,Collagens
Glt,Drosophila Matrisome Genes,ECM Glycoproteins
FBgn0001114,Drosophila Matrisome Genes,ECM Glycoproteins
M9NCS8;P33438,Drosophila Matrisome Genes,ECM Glycoproteins
atk,Drosophila Matrisome Genes,ECM Glycoproteins
FBgn0036995,Drosophila Matrisome Genes,ECM Glycoproteins
Q9VPF0,Drosophila Matrisome Genes,ECM Glycoproteins
ana,Drosophila Matrisome Genes,ECM Glycoproteins
FBgn0011746,Drosophila Matrisome Genes,ECM Glycoproteins
A0A0B4LFV7;E1JH14;Q26307;Q95TB3,Drosophila Matrisome Genes,ECM Glycoproteins
l(2)34Fc,Drosophila Matrisome Genes,ECM Glycoproteins
FBgn0261534,Drosophila Matrisome Genes,ECM Glycoproteins
Q9V3Y3;X2J8E8,Drosophila Matrisome Genes,ECM Glycoproteins
Tig,Drosophila Matrisome Genes,ECM Glycoproteins
FBgn0011722,Drosophila Matrisome Genes,ECM Glycoproteins
Q9VMD9;X2JDD7,Drosophila Matrisome Genes,ECM Glycoproteins
tnc,Drosophila Matrisome Genes,ECM Glycoproteins
FBgn0039257,Drosophila Matrisome Genes,ECM Glycoproteins
D0UGE6,Drosophila Matrisome Genes,ECM Glycoproteins
fon,Drosophila Matrisome Genes,ECM-affiliated
FBgn0032773,Drosophila Matrisome Genes,ECM-affiliated
M9PDP3;Q8INW9;Q9VIX7,Drosophila Matrisome Genes,ECM-affiliated
GCS2alpha,Drosophila Matrisome Genes,ECM-affiliated
FBgn0027588,Drosophila Matrisome Genes,ECM-affiliated
Q7KMM4,Drosophila Matrisome Genes,ECM-affiliated
CG14089,Drosophila Matrisome Genes,ECM-affiliated
FBgn0036861,Drosophila Matrisome Genes,ECM-affiliated
Q9VVY2,Drosophila Matrisome Genes,ECM-affiliated
CG31268,Drosophila Matrisome Genes,ECM-affiliated
FBgn0051268,Drosophila Matrisome Genes,ECM-affiliated
A0A0B4K670;Q8INA5,Drosophila Matrisome Genes,ECM-affiliated
CG31437,Drosophila Matrisome Genes,ECM-affiliated
FBgn0051437,Drosophila Matrisome Genes,ECM-affiliated
Q8IMT0,Drosophila Matrisome Genes,ECM-affiliated
CG42342,Drosophila Matrisome Genes,ECM-affiliated
FBgn0259244,Drosophila Matrisome Genes,ECM-affiliated
A0A0B4JDA4;A0A0B4JDF5;A0A0B4K668;A0A0B4K6A0;A0A0B4K7C8;A0A0B4KGA1;A0A0B4KH90;B7Z0K8;E1JIM8,Drosophila Matrisome Genes,ECM-affiliated
CG5225,Drosophila Matrisome Genes,ECM-affiliated
FBgn0038468,Drosophila Matrisome Genes,ECM-affiliated
Q9VEP4,Drosophila Matrisome Genes,ECM-affiliated
CG6867,Drosophila Matrisome Genes,ECM-affiliated
FBgn0030887,Drosophila Matrisome Genes,ECM-affiliated
Q8IGN3;Q9VWZ7,Drosophila Matrisome Genes,ECM-affiliated
CG10359,Drosophila Matrisome Genes,ECM-affiliated
FBgn0035452,Drosophila Matrisome Genes,ECM-affiliated
B7Z0B2;B7Z0B3;Q95S38;Q9VZN7,Drosophila Matrisome Genes,ECM-affiliated
CG1791,Drosophila Matrisome Genes,ECM-affiliated
FBgn0030163,Drosophila Matrisome Genes,ECM-affiliated
M9PHH5;Q8MR72;Q9W302,Drosophila Matrisome Genes,ECM-affiliated
CG30280,Drosophila Matrisome Genes,ECM-affiliated
FBgn0050280,Drosophila Matrisome Genes,ECM-affiliated
E1JGS1;E2RTZ8,Drosophila Matrisome Genes,ECM-affiliated
CG41520,Drosophila Matrisome Genes,ECM-affiliated
FBgn0087011,Drosophila Matrisome Genes,ECM-affiliated
A8QHX1;E8Z4Z5;E8Z4Z6;Q5BIB8,Drosophila Matrisome Genes,ECM-affiliated
CG6788,Drosophila Matrisome Genes,ECM-affiliated
FBgn0030880,Drosophila Matrisome Genes,ECM-affiliated
Q9VX04,Drosophila Matrisome Genes,ECM-affiliated
CG8642,Drosophila Matrisome Genes,ECM-affiliated
FBgn0033312,Drosophila Matrisome Genes,ECM-affiliated
A1Z7G6,Drosophila Matrisome Genes,ECM-affiliated
CG9500,Drosophila Matrisome Genes,ECM-affiliated
FBgn0031804,Drosophila Matrisome Genes,ECM-affiliated
Q9VME7,Drosophila Matrisome Genes,ECM-affiliated
CG9593,Drosophila Matrisome Genes,ECM-affiliated
FBgn0038365,Drosophila Matrisome Genes,ECM-affiliated
Q9VF34,Drosophila Matrisome Genes,ECM-affiliated
sca,Drosophila Matrisome Genes,ECM-affiliated
FBgn0003326,Drosophila Matrisome Genes,ECM-affiliated
P21520,Drosophila Matrisome Genes,ECM-affiliated
Hasp,Drosophila Matrisome Genes,ECM-affiliated
FBgn0032797,Drosophila Matrisome Genes,ECM-affiliated
B7YZX0;Q058W1;Q8INW2;Q9VIU9,Drosophila Matrisome Genes,ECM-affiliated
hig,Drosophila Matrisome Genes,ECM-affiliated
FBgn0010114,Drosophila Matrisome Genes,ECM-affiliated
Q09101,Drosophila Matrisome Genes,ECM-affiliated
Ama,Drosophila Matrisome Genes,ECM-affiliated
FBgn0000071,Drosophila Matrisome Genes,ECM-affiliated
A4V2I0;P15364;Q7KSX2,Drosophila Matrisome Genes,ECM-affiliated
CG1889,Drosophila Matrisome Genes,ECM-affiliated
FBgn0030164,Drosophila Matrisome Genes,ECM-affiliated
M9PH45;Q8IRM2;Q9W301,Drosophila Matrisome Genes,ECM-affiliated
conv,Drosophila Matrisome Genes,ECM-affiliated
FBgn0261269,Drosophila Matrisome Genes,ECM-affiliated
A1Z9N6,Drosophila Matrisome Genes,ECM-affiliated
slow,Drosophila Matrisome Genes,ECM-affiliated
FBgn0035539,Drosophila Matrisome Genes,ECM-affiliated
Q95RQ1,Drosophila Matrisome Genes,ECM-affiliated
gd,Drosophila Matrisome Genes,ECM Regulators
FBgn0000808,Drosophila Matrisome Genes,ECM Regulators
O62589,Drosophila Matrisome Genes,ECM Regulators
NT1,Drosophila Matrisome Genes,Secreted Factors
FBgn0261526,Drosophila Matrisome Genes,Secreted Factors
B7TB45;Q8MS13;Q9VZA9,Drosophila Matrisome Genes,Secreted Factors
spz,Drosophila Matrisome Genes,Secreted Factors
FBgn0003495,Drosophila Matrisome Genes,Secreted Factors
A1Z0H7;P48607;Q6V6V8;Q6V6V9;Q8IG88;Q8IMP8,Drosophila Matrisome Genes,Secreted Factors
spz3,Drosophila Matrisome Genes,Secreted Factors
FBgn0031959,Drosophila Matrisome Genes,Secreted Factors
Q9VLV7,Drosophila Matrisome Genes,Secreted Factors
spz4,Drosophila Matrisome Genes,Secreted Factors
FBgn0032362,Drosophila Matrisome Genes,Secreted Factors
Q9VKG9,Drosophila Matrisome Genes,Secreted Factors
spz5,Drosophila Matrisome Genes,Secreted Factors
FBgn0035379,Drosophila Matrisome Genes,Secreted Factors
Q9VZX1,Drosophila Matrisome Genes,Secreted Factors
spz6,Drosophila Matrisome Genes,Secreted Factors
FBgn0035056,Drosophila Matrisome Genes,Secreted Factors
Q8MQZ4;Q9W116,Drosophila Matrisome Genes,Secreted Factors
upd1,Drosophila Matrisome Genes,Secreted Factors
FBgn0004956,Drosophila Matrisome Genes,Secreted Factors
O96525;Q8MZC7;Q9VWW4,Drosophila Matrisome Genes,Secreted Factors
upd2,Drosophila Matrisome Genes,Secreted Factors
FBgn0030904,Drosophila Matrisome Genes,Secreted Factors
Q9VWX2,Drosophila Matrisome Genes,Secreted Factors
upd3,Drosophila Matrisome Genes,Secreted Factors
FBgn0053542,Drosophila Matrisome Genes,Secreted Factors
Q59E38,Drosophila Matrisome Genes,Secreted Factors
aos,Drosophila Matrisome Genes,Secreted Factors
FBgn0004569,Drosophila Matrisome Genes,Secreted Factors
Q00805,Drosophila Matrisome Genes,Secreted Factors
Burs,Drosophila Matrisome Genes,Secreted Factors
FBgn0038901,Drosophila Matrisome Genes,Secreted Factors
Q9VD83,Drosophila Matrisome Genes,Secreted Factors
CG14132,Drosophila Matrisome Genes,Secreted Factors
FBgn0040817,Drosophila Matrisome Genes,Secreted Factors
Q9VTM7,Drosophila Matrisome Genes,Secreted Factors
CG15199,Drosophila Matrisome Genes,Secreted Factors
FBgn0030270,Drosophila Matrisome Genes,Secreted Factors
Q9VZ26,Drosophila Matrisome Genes,Secreted Factors
CG15201,Drosophila Matrisome Genes,Secreted Factors
FBgn0030272,Drosophila Matrisome Genes,Secreted Factors
Q9VZ24,Drosophila Matrisome Genes,Secreted Factors
CG15202,Drosophila Matrisome Genes,Secreted Factors
FBgn0030271,Drosophila Matrisome Genes,Secreted Factors
Q8MRN2; Q9VZ25,Drosophila Matrisome Genes,Secreted Factors
CG15203,Drosophila Matrisome Genes,Secreted Factors
FBgn0030261,Drosophila Matrisome Genes,Secreted Factors
Q9VZ37,Drosophila Matrisome Genes,Secreted Factors
CG1552,Drosophila Matrisome Genes,Secreted Factors
FBgn0030258,Drosophila Matrisome Genes,Secreted Factors
Q9VZ40; X2JES6,Drosophila Matrisome Genes,Secreted Factors
CG17672,Drosophila Matrisome Genes,Secreted Factors
FBgn0083978,Drosophila Matrisome Genes,Secreted Factors
Q7K171; Q8IQI9,Drosophila Matrisome Genes,Secreted Factors
CG2444,Drosophila Matrisome Genes,Secreted Factors
FBgn0030326,Drosophila Matrisome Genes,Secreted Factors
Q9VYV6,Drosophila Matrisome Genes,Secreted Factors
CG31997,Drosophila Matrisome Genes,Secreted Factors
FBgn0051997,Drosophila Matrisome Genes,Secreted Factors
Q8SYQ4,Drosophila Matrisome Genes,Secreted Factors
CG34177,Drosophila Matrisome Genes,Secreted Factors
FBgn0085206,Drosophila Matrisome Genes,Secreted Factors
A8DYV0,Drosophila Matrisome Genes,Secreted Factors
CG34178,Drosophila Matrisome Genes,Secreted Factors
FBgn0085207,Drosophila Matrisome Genes,Secreted Factors
A8DYV1,Drosophila Matrisome Genes,Secreted Factors
CG34215,Drosophila Matrisome Genes,Secreted Factors
FBgn0085244,Drosophila Matrisome Genes,Secreted Factors
A8DY49,Drosophila Matrisome Genes,Secreted Factors
CG34460,Drosophila Matrisome Genes,Secreted Factors
FBgn0085489,Drosophila Matrisome Genes,Secreted Factors
A8DYG8,Drosophila Matrisome Genes,Secreted Factors
CG9572,Drosophila Matrisome Genes,Secreted Factors
FBgn0031089,Drosophila Matrisome Genes,Secreted Factors
E8NH67;M9MSF5;Q9W5X1,Drosophila Matrisome Genes,Secreted Factors
Eh,Drosophila Matrisome Genes,Secreted Factors
FBgn0000564,Drosophila Matrisome Genes,Secreted Factors
A0A0B4KGU5;Q07892,Drosophila Matrisome Genes,Secreted Factors
fog,Drosophila Matrisome Genes,Secreted Factors
FBgn0000719,Drosophila Matrisome Genes,Secreted Factors
A4V4V8;P40795,Drosophila Matrisome Genes,Secreted Factors
Gfrl,Drosophila Matrisome Genes,Secreted Factors
FBgn0262869,Drosophila Matrisome Genes,Secreted Factors
A0A0B4K6A2;A0A0B4K6R0;A0A0B4K785;A0A0B4K7J4;A0A0B4KH06;A0A0B4LIE3;Q59DV8;Q8IH40;Q8MQS5,Drosophila Matrisome Genes,Secreted Factors
miple1,Drosophila Matrisome Genes,Secreted Factors
FBgn0027111,Drosophila Matrisome Genes,Secreted Factors
Q9W0S5;Q9Y0V9,Drosophila Matrisome Genes,Secreted Factors
miple2,Drosophila Matrisome Genes,Secreted Factors
FBgn0029002,Drosophila Matrisome Genes,Secreted Factors
M9PDI0;M9PE21;Q8SZ83;Q9U3W4;Q9W0S4,Drosophila Matrisome Genes,Secreted Factors
Pburs,Drosophila Matrisome Genes,Secreted Factors
FBgn0264810,Drosophila Matrisome Genes,Secreted Factors
Q9VJS7,Drosophila Matrisome Genes,Secreted Factors
Ptth,Drosophila Matrisome Genes,Secreted Factors
FBgn0013323,Drosophila Matrisome Genes,Secreted Factors
A0A0S0WMK2;Q24467;Q9VPR8;X2JCX9,Drosophila Matrisome Genes,Secreted Factors
ssp7,Drosophila Matrisome Genes,Secreted Factors
FBgn0052667,Drosophila Matrisome Genes,Secreted Factors
Q8IR95,Drosophila Matrisome Genes,Secreted Factors
trk,Drosophila Matrisome Genes,Secreted Factors
FBgn0003751,Drosophila Matrisome Genes,Secreted Factors
Q24155,Drosophila Matrisome Genes,Secreted Factors
tsl,Drosophila Matrisome Genes,Secreted Factors
FBgn0003867,Drosophila Matrisome Genes,Secreted Factors
A4V379;P40689,Drosophila Matrisome Genes,Secreted Factors
vago,Drosophila Matrisome Genes,Secreted Factors
FBgn0030262,Drosophila Matrisome Genes,Secreted Factors
Q8MYS7; Q9VZ35,Drosophila Matrisome Genes,Secreted Factors
Ccp84Af,Drosophila Matrisome Genes,Apical Matrix
FBgn0004778,Drosophila Matrisome Genes,Apical Matrix
O97063,Drosophila Matrisome Genes,Apical Matrix
CG1136,Drosophila Matrisome Genes,Apical Matrix
FBgn0035490,Drosophila Matrisome Genes,Apical Matrix
Q9VZJ2,Drosophila Matrisome Genes,Apical Matrix
CG13040,Drosophila Matrisome Genes,Apical Matrix
FBgn0036608,Drosophila Matrisome Genes,Apical Matrix
Q9VV32,Drosophila Matrisome Genes,Apical Matrix
CG13041,Drosophila Matrisome Genes,Apical Matrix
FBgn0036605,Drosophila Matrisome Genes,Apical Matrix
Q9VV29,Drosophila Matrisome Genes,Apical Matrix
CG13042,Drosophila Matrisome Genes,Apical Matrix
FBgn0036602,Drosophila Matrisome Genes,Apical Matrix
Q9VV26,Drosophila Matrisome Genes,Apical Matrix
CG13043,Drosophila Matrisome Genes,Apical Matrix
FBgn0036600,Drosophila Matrisome Genes,Apical Matrix
Q8SYA2;Q9VV24,Drosophila Matrisome Genes,Apical Matrix
CG13044,Drosophila Matrisome Genes,Apical Matrix
FBgn0036599,Drosophila Matrisome Genes,Apical Matrix
Q9VV23,Drosophila Matrisome Genes,Apical Matrix
