gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_5092	PP_5092	Q88CT8	Exported NLP/P60 protein		GO:0006508; GO:0008234	IPR000064;IPR038765;IPR051202;	PF00877;	PTHR47053;PTHR47053:SF1;	Hydrolase;Protease;Reference proteome;Signal;Thiol protease	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
yggW	PP_5101	Q88CS9	Heme chaperone HemW		GO:0004109; GO:0005737; GO:0006779; GO:0046872; GO:0051539	IPR013785;IPR034505;IPR006638;IPR010723;IPR004559;IPR007197;IPR058240;	PF06969;PF04055;	PTHR13932;PTHR13932:SF5;	4Fe-4S;Chaperone;Cytoplasm;Heme;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome;S-adenosyl-L-methionine	cofactor_metal_maturation_chaperones	Cofactor, metal, and enzyme-maturation chaperones	cofactor_metal_maturation_chaperone_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Copper, heme, succinate-dehydrogenase flavin, urease nickel-insertion, and G3E-family metal/chaperone candidates. Route to their real enzyme or metal-homeostasis modules where possible rather than treating them as generic protein-folding factors.	PRESENT	CURATED	PRESENT
PP_5112	PP_5112	Q88CR8	Processin peptidase (EC 3.4.24.-)	3.4.24.-	GO:0006508; GO:0008237; GO:0046872	IPR011249;IPR011765;IPR050626;IPR007863;	PF00675;PF05193;	PTHR43690;PTHR43690:SF17;	Hydrolase;Metalloprotease;Protease;Reference proteome;Signal;Zinc	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_5115	PP_5115	Q88CR5	Zinc protease		GO:0006508; GO:0008237; GO:0046872	IPR011249;IPR011765;IPR050626;IPR007863;	PF00675;PF05193;	PTHR43690;PTHR43690:SF17;	Hydrolase;Metalloprotease;Protease;Reference proteome;Zinc	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_5116	PP_5116	Q88CR4	Peptidase M16		GO:0046872	IPR011249;IPR050361;IPR011765;IPR007863;	PF00675;PF05193;	PTHR11851;PTHR11851:SF224;	Reference proteome	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
pepP	PP_5200	Q88CI1	Xaa-Pro aminopeptidase (EC 3.4.11.9) (Aminopeptidase P II) (X-Pro aminopeptidase)	3.4.11.9	GO:0005829; GO:0006508; GO:0030145; GO:0070006	IPR007865;IPR029149;IPR036005;IPR000994;IPR052433;	PF05195;PF00557;	PTHR43226;PTHR43226:SF4;	Aminopeptidase;Hydrolase;Manganese;Metal-binding;Metalloprotease;Protease;Reference proteome	peptide_processing_aminopeptidases	Peptide processing and aminopeptidases	protein_turnover_peptide_processing_boundary	NEW_SUBMODULE	QUEUED	Oligopeptidase, methionine aminopeptidase, Xaa-Pro aminopeptidase, M20/M42/M24-family peptidases, and related cytosolic peptide-turnover enzymes. Curate enzyme-level activities where supported and keep broad proteolysis as process context.	PRESENT	CURATED	PRESENT
PP_5323	PP_5323	Q88C60	Peptidase, M23/M37 family		GO:0004222	IPR050570;IPR025392;IPR011055;IPR016047;	PF13511;PF01551;	PTHR21666:SF294;PTHR21666;	Reference proteome;Signal	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
PP_5361	PP_5361	Q88C22	47 kDa protein		GO:0000166; GO:0016787	IPR036627;IPR011629;IPR003495;IPR027417;IPR047920;IPR051927;	PF02492;PF07683;	PTHR43603;PTHR43603:SF1;	Chaperone;Hydrolase;Nucleotide-binding;Reference proteome	cofactor_metal_maturation_chaperones	Cofactor, metal, and enzyme-maturation chaperones	cofactor_metal_maturation_chaperone_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Copper, heme, succinate-dehydrogenase flavin, urease nickel-insertion, and G3E-family metal/chaperone candidates. Route to their real enzyme or metal-homeostasis modules where possible rather than treating them as generic protein-folding factors.	PRESENT	CURATED	PRESENT
PP_5393	PP_5393	Q88BZ0	Metal-binding chaperone		GO:0046872	IPR006121;IPR036163;	PF00403;		Reference proteome	cofactor_metal_maturation_chaperones	Cofactor, metal, and enzyme-maturation chaperones	cofactor_metal_maturation_chaperone_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Copper, heme, succinate-dehydrogenase flavin, urease nickel-insertion, and G3E-family metal/chaperone candidates. Route to their real enzyme or metal-homeostasis modules where possible rather than treating them as generic protein-folding factors.	PRESENT	CURATED	PRESENT
PP_5455	PP_5455	A0A140FW05	Peptidase M15A C-terminal domain-containing protein			IPR013230;IPR009045;	PF08291;		Reference proteome	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_5604	PP_5604	A0A140FWF5	Subtilisin-like serine protease		GO:0004252; GO:0006508	IPR036852;			Hydrolase;Protease;Reference proteome;Serine protease	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_5629	PP_5629	A0A140FWI3	Intracellular protease/amidase		GO:0006508; GO:0008233	IPR029062;IPR002818;IPR052158;	PF01965;	PTHR43130;PTHR43130:SF3;	Hydrolase;Protease;Reference proteome	peptide_processing_aminopeptidases	Peptide processing and aminopeptidases	protein_turnover_peptide_processing_boundary	NEW_SUBMODULE	QUEUED	Oligopeptidase, methionine aminopeptidase, Xaa-Pro aminopeptidase, M20/M42/M24-family peptidases, and related cytosolic peptide-turnover enzymes. Curate enzyme-level activities where supported and keep broad proteolysis as process context.	PRESENT	CURATED	PRESENT
PP_5729	PP_5729	A0A140FWT4	Peptidase inhibitor I78 family protein						Reference proteome	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
