gene_product_id	symbol	taxon_id	taxon_name	go_term	go_label	go_branch	qualifier	reference	assigned_by	global_term_frequency	gene_iep_load
P70196	Traf6	10090	Mus musculus	GO:0098696	regulation of neurotransmitter receptor localization to postsynaptic specialization membrane	biological regulation	involved_in	PMID:28973854	SynGO	4	2
Q8CGY8	Ogt	10090	Mus musculus	GO:0098696	regulation of neurotransmitter receptor localization to postsynaptic specialization membrane	biological regulation	involved_in	PMID:28143929	SynGO	4	7
Q84K64	UBC1	3635	Gossypium hirsutum	GO:0009908	flower development	developmental process	involved_in	PMID:12591614	AgBase	4	4
Q84J39	REM1	3702	Arabidopsis thaliana	GO:0009908	flower development	developmental process	involved_in	PMID:11842146	UniProt	4	1
Q84K93	UBC2	3635	Gossypium hirsutum	GO:0009908	flower development	developmental process	involved_in	PMID:12591614	AgBase	4	4
O35147	Bad	10116	Rattus norvegicus	GO:0034201	response to oleic acid	response to stimulus	involved_in	PMID:15627513	RGD	4	19
P30836	Sell	10116	Rattus norvegicus	GO:0034201	response to oleic acid	response to stimulus	involved_in	PMID:20730605	RGD	4	5
P18163	Acsl1	10116	Rattus norvegicus	GO:0034201	response to oleic acid	response to stimulus	involved_in	PMID:16428347	RGD	4	4
Q63199	Fas	10116	Rattus norvegicus	GO:0071279	cellular response to cobalt ion	response to stimulus	involved_in	PMID:15519734	RGD	4	32
O35800	Hif1a	10116	Rattus norvegicus	GO:0071279	cellular response to cobalt ion	response to stimulus	involved_in	PMID:10559391	RGD	4	41
Q80ZA3	Serpinf1	10116	Rattus norvegicus	GO:0071279	cellular response to cobalt ion	response to stimulus	involved_in	PMID:21922517	RGD	4	9
P9WGH1	sigC	83332	Mycobacterium tuberculosis H37Rv	GO:0009415	response to water	response to stimulus	involved_in	PMID:10027986	MTBBASE	4	4
O53590	sigM	83332	Mycobacterium tuberculosis H37Rv	GO:0009415	response to water	response to stimulus	involved_in	PMID:10027986	MTBBASE	4	2
P9WGI1	sigA	83332	Mycobacterium tuberculosis H37Rv	GO:0009415	response to water	response to stimulus	involved_in	PMID:10027986	MTBBASE	4	1
Q6AXW1	Glrx2	10116	Rattus norvegicus	GO:0071451	cellular response to superoxide	response to stimulus	involved_in	PMID:25126518	RGD	4	1
P9WMJ9	dnaK	83332	Mycobacterium tuberculosis H37Rv	GO:0071451	cellular response to superoxide	response to stimulus	involved_in	PMID:8900541	MTBBASE	4	4
P9WMJ7	htpG	83332	Mycobacterium tuberculosis H37Rv	GO:0071451	cellular response to superoxide	response to stimulus	involved_in	PMID:8900541	MTBBASE	4	1
P20607	Il6	10116	Rattus norvegicus	GO:0046849	bone remodeling	unclassified	involved_in	PMID:16193234	RGD	4	48
O55006	O55006	10116	Rattus norvegicus	GO:0046849	bone remodeling	unclassified	involved_in	PMID:9461570	UniProt	4	1
Q9WU82	Ctnnb1	10116	Rattus norvegicus	GO:0046849	bone remodeling	unclassified	involved_in	PMID:29224185	RGD	4	14
Q64678	Cyp1b1	10116	Rattus norvegicus	GO:0071393	cellular response to progesterone stimulus	response to stimulus	involved_in	PMID:8674863	RGD	4	19
P08025	Igf1	10116	Rattus norvegicus	GO:0071393	cellular response to progesterone stimulus	response to stimulus	involved_in	PMID:19853640	RGD	4	29
P24062	Igf1r	10116	Rattus norvegicus	GO:0071393	cellular response to progesterone stimulus	response to stimulus	involved_in	PMID:19853640	RGD	4	23
O73933	O73933	9031	Gallus gallus	GO:0045665	negative regulation of neuron differentiation	biological regulation	involved_in	PMID:17681138	AgBase	4	8
O57337	HES1	9031	Gallus gallus	GO:0045665	negative regulation of neuron differentiation	biological regulation	involved_in	PMID:17681138	AgBase	4	1
Q90X15	Id1	9031	Gallus gallus	GO:0045665	negative regulation of neuron differentiation	biological regulation	involved_in	PMID:17681138	AgBase	4	2
Q08467	CKA1	3702	Arabidopsis thaliana	GO:0006325	chromatin organization	unclassified	acts_upstream_of_or_within	PMID:22487192	TAIR	4	3
Q9VTE2	SuUR	7227	Drosophila melanogaster	GO:0006325	chromatin organization	unclassified	involved_in	PMID:12456726	UniProt	4	2
Q08466	CKA2	3702	Arabidopsis thaliana	GO:0006325	chromatin organization	unclassified	acts_upstream_of_or_within	PMID:22487192	TAIR	4	3
Q93097	WNT2B	9606	Homo sapiens	GO:0021871	forebrain regionalization	developmental process	involved_in	PMID:15164427	UniProt	4	3
P28047	Wnt7b	10090	Mus musculus	GO:0021871	forebrain regionalization	developmental process	involved_in	PMID:15164427	UniProt	4	1
P56706	WNT7B	9606	Homo sapiens	GO:0021871	forebrain regionalization	developmental process	involved_in	PMID:15164427	UniProt	4	7
P39951	Cdk1	10116	Rattus norvegicus	GO:0055015	ventricular cardiac muscle cell development	developmental process	involved_in	PMID:15253691	RGD	4	9
P43688	Nkx2-6	10090	Mus musculus	GO:0055015	ventricular cardiac muscle cell development	developmental process	involved_in	PMID:9621431	BHF-UCL	4	10
O70433	Fhl2	10090	Mus musculus	GO:0055015	ventricular cardiac muscle cell development	developmental process	involved_in	PMID:15509787	BHF-UCL	4	4
Q24564	Mer	7227	Drosophila melanogaster	GO:0007267	cell-cell signaling	biological regulation	involved_in	PMID:8666669	FlyBase	4	6
O70610	Gjd2	10116	Rattus norvegicus	GO:0007267	cell-cell signaling	biological regulation	involved_in	PMID:12064624	RGD	4	1
P54360	fj	7227	Drosophila melanogaster	GO:0007267	cell-cell signaling	biological regulation	involved_in	PMID:8606003	FlyBase	4	1
O75962	TRIO	9606	Homo sapiens	GO:0048786	presynaptic active zone	cellular component	is_active_in	PMID:27907191	SynGO	4	1
P34926	Map1a	10116	Rattus norvegicus	GO:0048786	presynaptic active zone	cellular component	is_active_in	PMID:18971475	SynGO	4	7
O82392	THIC	3702	Arabidopsis thaliana	GO:0010266	response to vitamin B1	response to stimulus	acts_upstream_of_or_within	PMID:17993623	TAIR	4	1
P06214	Alad	10116	Rattus norvegicus	GO:0010266	response to vitamin B1	response to stimulus	involved_in	PMID:20088549	RGD	4	29
P16257	Tspo	10116	Rattus norvegicus	GO:0010266	response to vitamin B1	response to stimulus	involved_in	PMID:10517697	RGD	4	12
P05539	Col2a1	10116	Rattus norvegicus	GO:0071306	cellular response to vitamin E	response to stimulus	involved_in	PMID:23722449	RGD	4	15
O88275	Pparg	10116	Rattus norvegicus	GO:0071306	cellular response to vitamin E	response to stimulus	involved_in	PMID:11752099	RGD	4	18
P02454	Col1a1	10116	Rattus norvegicus	GO:0071306	cellular response to vitamin E	response to stimulus	involved_in	PMID:23722449	RGD	4	26
Q8BGV3	Tacstd2	10090	Mus musculus	GO:0060675	ureteric bud morphogenesis	developmental process	involved_in	PMID:22194864	UniProt	4	2
O96014	WNT11	9606	Homo sapiens	GO:0060675	ureteric bud morphogenesis	developmental process	involved_in	PMID:9757009	UniProt	4	6
Q9WV93	Hey1	10090	Mus musculus	GO:0060675	ureteric bud morphogenesis	developmental process	involved_in	PMID:15821257	UniProt	4	4
Q5MNZ9	WIPI1	9606	Homo sapiens	GO:0006914	autophagy	metabolic process	involved_in	PMID:17618624	UniProt	4	2
Q6AZ50	Atg3	10116	Rattus norvegicus	GO:0006914	autophagy	metabolic process	involved_in	PMID:17110912	RGD	4	1
P09914	IFIT1	9606	Homo sapiens	GO:0140374	antiviral innate immune response	response to stimulus	involved_in	PMID:25930096	ARUK-UCL	4	1
P20591	MX1	9606	Homo sapiens	GO:0140374	antiviral innate immune response	response to stimulus	involved_in	PMID:25930096	ARUK-UCL	4	2
P00973	OAS1	9606	Homo sapiens	GO:0140374	antiviral innate immune response	response to stimulus	involved_in	PMID:25930096	ARUK-UCL	4	5
P50282	Mmp9	10116	Rattus norvegicus	GO:0007567	parturition	unclassified	involved_in	PMID:7492685	RGD	4	25
P01237	Prl	10116	Rattus norvegicus	GO:0007567	parturition	unclassified	involved_in	PMID:17641097	RGD	4	16
P23097	Mmp13	10116	Rattus norvegicus	GO:0007567	parturition	unclassified	involved_in	PMID:8691099	RGD	4	12
P08154	Egr1	10116	Rattus norvegicus	GO:0071873	response to norepinephrine	response to stimulus	involved_in	PMID:7905536	RGD	4	27
Q9QYK2	Ppargc1a	10116	Rattus norvegicus	GO:0071873	response to norepinephrine	response to stimulus	involved_in	PMID:23443926	RGD	4	50
P02466	Col1a2	10116	Rattus norvegicus	GO:0071873	response to norepinephrine	response to stimulus	involved_in	PMID:1951630	RGD	4	4
P02693	Fabp2	10116	Rattus norvegicus	GO:0015908	fatty acid transport	localization	involved_in	PMID:3840724	RGD	4	1
P35396	Ppard	10090	Mus musculus	GO:0015908	fatty acid transport	localization	involved_in	PMID:14676330	UniProt	4	2
Q07969	Cd36	10116	Rattus norvegicus	GO:0015908	fatty acid transport	localization	involved_in	PMID:16684853	RGD	4	11
Q8CIZ5	Dmbt1	10116	Rattus norvegicus	GO:1904614	response to biphenyl	response to stimulus	involved_in	PMID:12419858	RGD	4	4
P02770	Alb	10116	Rattus norvegicus	GO:1904614	response to biphenyl	response to stimulus	involved_in	PMID:12051991	RGD	4	4
P18418	Calr	10116	Rattus norvegicus	GO:1904614	response to biphenyl	response to stimulus	involved_in	PMID:11452518	RGD	4	11
P05197	Eef2	10116	Rattus norvegicus	GO:0014009	glial cell proliferation	developmental process	involved_in	PMID:7696190	RGD	4	13
P04094	Penk	10116	Rattus norvegicus	GO:0014009	glial cell proliferation	developmental process	involved_in	PMID:9221949	RGD	4	17
P70600	Ptk2b	10116	Rattus norvegicus	GO:0014009	glial cell proliferation	developmental process	involved_in	PMID:11389173	RGD	4	15
P04177	Th	10116	Rattus norvegicus	GO:0018963	phthalate metabolic process	metabolic process	involved_in	PMID:21145954	RGD	4	38
P22443	Cyp19a1	10116	Rattus norvegicus	GO:0018963	phthalate metabolic process	metabolic process	involved_in	PMID:20920559	RGD	4	23
Q4KM73	Cmpk1	10116	Rattus norvegicus	GO:0018963	phthalate metabolic process	metabolic process	involved_in	PMID:16400681	RGD	4	2
P04202	Tgfb1	10090	Mus musculus	GO:0060325	face morphogenesis	developmental process	involved_in	PMID:18498113	UniProt	4	2
P17125	Tgfb3	10090	Mus musculus	GO:0060325	face morphogenesis	developmental process	involved_in	PMID:18498113	UniProt	4	1
Q64124	Scx	10090	Mus musculus	GO:0060325	face morphogenesis	developmental process	involved_in	PMID:18498113	UniProt	4	7
P13640	MT1G	9606	Homo sapiens	GO:0035924	cellular response to vascular endothelial growth factor stimulus	response to stimulus	involved_in	PMID:15735762	UniProt	4	9
P54826	GAS1	9606	Homo sapiens	GO:0035924	cellular response to vascular endothelial growth factor stimulus	response to stimulus	involved_in	PMID:15070677	UniProt	4	1
Q9QX78	Socs1	10116	Rattus norvegicus	GO:0035924	cellular response to vascular endothelial growth factor stimulus	response to stimulus	involved_in	PMID:30771456	RGD	4	12
P19320	VCAM1	9606	Homo sapiens	GO:0022614	membrane to membrane docking	unclassified	involved_in	PMID:12082081	BHF-UCL	4	2
P15311	EZR	9606	Homo sapiens	GO:0022614	membrane to membrane docking	unclassified	involved_in	PMID:12082081	BHF-UCL	4	2
P05362	ICAM1	9606	Homo sapiens	GO:0022614	membrane to membrane docking	unclassified	involved_in	PMID:12082081	BHF-UCL	4	2
Q9QYK2	Ppargc1a	10116	Rattus norvegicus	GO:1904637	cellular response to ionomycin	response to stimulus	involved_in	PMID:17516843	RGD	4	50
P51638	Cav3	10116	Rattus norvegicus	GO:1904637	cellular response to ionomycin	response to stimulus	involved_in	PMID:15725944	RGD	4	4
P05540	Cd4	10116	Rattus norvegicus	GO:1904637	cellular response to ionomycin	response to stimulus	involved_in	PMID:25678251	RGD	4	6
P12658	Calb1	10090	Mus musculus	GO:0010842	retina layer formation	developmental process	involved_in	PMID:10741426	UniProt	4	6
P63006	Lhx1	10090	Mus musculus	GO:0010842	retina layer formation	developmental process	involved_in	PMID:10741426	UniProt	4	11
Q92481	TFAP2B	9606	Homo sapiens	GO:0010842	retina layer formation	developmental process	involved_in	PMID:20607706	UniProt	4	2
P70536	Oxtr	10116	Rattus norvegicus	GO:1904627	response to phorbol 13-acetate 12-myristate	response to stimulus	involved_in	PMID:11264328	RGD	4	17
P09215	Prkcd	10116	Rattus norvegicus	GO:1904627	response to phorbol 13-acetate 12-myristate	response to stimulus	involved_in	PMID:11478406	RGD	4	11
P05696	Prkca	10116	Rattus norvegicus	GO:1904627	response to phorbol 13-acetate 12-myristate	response to stimulus	involved_in	PMID:17845534	RGD	4	5
P06238	A2m	10116	Rattus norvegicus	GO:1990402	embryonic liver development	developmental process	involved_in	PMID:2450021	RGD	4	8
P15127	Insr	10116	Rattus norvegicus	GO:1990402	embryonic liver development	developmental process	involved_in	PMID:1448116	RGD	4	32
P50442	Gatm	10116	Rattus norvegicus	GO:1990402	embryonic liver development	developmental process	involved_in	PMID:15918910	RGD	4	4
P35355	Ptgs2	10116	Rattus norvegicus	GO:0071318	cellular response to ATP	response to stimulus	involved_in	PMID:21678415	RGD	4	17
P14844	Ccl2	10116	Rattus norvegicus	GO:0071318	cellular response to ATP	response to stimulus	involved_in	PMID:19125410	RGD	4	40
P07632	Sod1	10116	Rattus norvegicus	GO:0071318	cellular response to ATP	response to stimulus	involved_in	PMID:22572742	RGD	4	9
Q03190	Gja4	10116	Rattus norvegicus	GO:0003158	endothelium development	developmental process	involved_in	PMID:10990491	RGD	4	2
P08050	Gja1	10116	Rattus norvegicus	GO:0003158	endothelium development	developmental process	involved_in	PMID:10990491	RGD	4	13
P28906	CD34	9606	Homo sapiens	GO:0003158	endothelium development	developmental process	involved_in	PMID:17261663	UniProt	4	11
P21228	alcR	227321	Aspergillus nidulans FGSC A4	GO:0046187	acetaldehyde catabolic process	metabolic process	acts_upstream_of_or_within	PMID:11988072	AspGD	4	3
P08843	alcA	227321	Aspergillus nidulans FGSC A4	GO:0046187	acetaldehyde catabolic process	metabolic process	acts_upstream_of_or_within	PMID:11988072	AspGD	4	4
P08157	aldA	227321	Aspergillus nidulans FGSC A4	GO:0046187	acetaldehyde catabolic process	metabolic process	acts_upstream_of_or_within	PMID:11102439	AspGD	4	4
Q9V5N8	stan	7227	Drosophila melanogaster	GO:0007367	segment polarity determination	developmental process	involved_in	PMID:10490098	UniProt	4	4
P09083	gsb-n	7227	Drosophila melanogaster	GO:0007367	segment polarity determination	developmental process	involved_in	PMID:3123319	UniProt	4	1
Q63199	Fas	10116	Rattus norvegicus	GO:0071464	cellular response to hydrostatic pressure	response to stimulus	involved_in	PMID:16226958	RGD	4	32
Q63544	Sncg	10116	Rattus norvegicus	GO:0071464	cellular response to hydrostatic pressure	response to stimulus	involved_in	PMID:11933054	RGD	4	5
P09416	Myc	10116	Rattus norvegicus	GO:0071464	cellular response to hydrostatic pressure	response to stimulus	involved_in	PMID:22644739	RGD	4	33
P56703	WNT3	9606	Homo sapiens	GO:0061180	mammary gland epithelium development	developmental process	involved_in	PMID:8168088	UniProt	4	1
P09544	WNT2	9606	Homo sapiens	GO:0061180	mammary gland epithelium development	developmental process	involved_in	PMID:8168088	UniProt	4	2
P56705	WNT4	9606	Homo sapiens	GO:0061180	mammary gland epithelium development	developmental process	involved_in	PMID:8168088	UniProt	4	7
P75913	ghrA	83333	Escherichia coli K-12	GO:0033554	cellular response to stress	response to stimulus	acts_upstream_of_or_within	PMID:19767843	EcoCyc	4	1
P0AFW2	rmf	83333	Escherichia coli K-12	GO:0033554	cellular response to stress	response to stimulus	involved_in	PMID:19767843	EcoCyc	4	1
P64550	alaE	83333	Escherichia coli K-12	GO:0033554	cellular response to stress	response to stimulus	involved_in	PMID:19767843	EcoCyc	4	1
P10688	Plcd1	10116	Rattus norvegicus	GO:0034696	response to prostaglandin F	response to stimulus	involved_in	PMID:11517196	RGD	4	3
P22388	Edn1	10116	Rattus norvegicus	GO:0034696	response to prostaglandin F	response to stimulus	involved_in	PMID:16947426	RGD	4	27
Q8CHJ4	Yy1	10116	Rattus norvegicus	GO:0034696	response to prostaglandin F	response to stimulus	involved_in	PMID:11861536	RGD	4	1
Q5RJR2	Twf1	10116	Rattus norvegicus	GO:1990708	conditioned place preference	unclassified	involved_in	PMID:33963280	RGD	4	1
Q9R0C9	Sigmar1	10116	Rattus norvegicus	GO:1990708	conditioned place preference	unclassified	involved_in	PMID:32670551	RGD	4	3
P11030	Dbi	10116	Rattus norvegicus	GO:1990708	conditioned place preference	unclassified	involved_in	PMID:15950760	RGD	4	2
Q13563	PKD2	9606	Homo sapiens	GO:0035502	metanephric part of ureteric bud development	developmental process	involved_in	PMID:11891195	UniProt	4	17
P12658	Calb1	10090	Mus musculus	GO:0035502	metanephric part of ureteric bud development	developmental process	involved_in	PMID:18618131	UniProt	4	6
Q92949	FOXJ1	9606	Homo sapiens	GO:0035502	metanephric part of ureteric bud development	developmental process	involved_in	PMID:9530170	BHF-UCL	4	3
P12729	pspA	44689	Dictyostelium discoideum	GO:0031153	slug development involved in sorocarp development	developmental process	involved_in	PMID:25887420	dictyBase	4	1
P15648	hssl33	44689	Dictyostelium discoideum	GO:0031153	slug development involved in sorocarp development	developmental process	involved_in	PMID:2161991	UniProt	4	2
P15649	hssl27	44689	Dictyostelium discoideum	GO:0031153	slug development involved in sorocarp development	developmental process	involved_in	PMID:2161991	UniProt	4	2
P16884	Nefh	10116	Rattus norvegicus	GO:1903937	response to acrylamide	response to stimulus	involved_in	PMID:17043767	RGD	4	9
P34975	Oprk1	10116	Rattus norvegicus	GO:1903937	response to acrylamide	response to stimulus	involved_in	PMID:22197712	RGD	4	11
P12839	Nefm	10116	Rattus norvegicus	GO:1903937	response to acrylamide	response to stimulus	involved_in	PMID:17043767	RGD	4	7
P97826	Star	10116	Rattus norvegicus	GO:0071872	cellular response to epinephrine stimulus	response to stimulus	involved_in	PMID:11064152	RGD	4	43
P24483	Fdx1	10116	Rattus norvegicus	GO:0071872	cellular response to epinephrine stimulus	response to stimulus	involved_in	PMID:11064152	RGD	4	6
P12928	Pklr	10116	Rattus norvegicus	GO:0071872	cellular response to epinephrine stimulus	response to stimulus	involved_in	PMID:10620345	RGD	4	6
P68403	Prkcb	10116	Rattus norvegicus	GO:0018894	dibenzo-p-dioxin metabolic process	metabolic process	involved_in	PMID:16797713	RGD	4	5
P31214	Srd5a2	10116	Rattus norvegicus	GO:0018894	dibenzo-p-dioxin metabolic process	metabolic process	involved_in	PMID:11222880	RGD	4	13
P15393	Cyp11b1	10116	Rattus norvegicus	GO:0018894	dibenzo-p-dioxin metabolic process	metabolic process	involved_in	PMID:16254025	RGD	4	4
P61169	Drd2	10116	Rattus norvegicus	GO:0021769	orbitofrontal cortex development	developmental process	involved_in	PMID:22015925	RGD	4	15
P58751	Reln	10116	Rattus norvegicus	GO:0021769	orbitofrontal cortex development	developmental process	involved_in	PMID:20035841	RGD	4	20
P18901	Drd1	10116	Rattus norvegicus	GO:0021769	orbitofrontal cortex development	developmental process	involved_in	PMID:22015925	RGD	4	17
P19359	Ascl1	10116	Rattus norvegicus	GO:0071259	cellular response to magnetism	response to stimulus	involved_in	PMID:19382241	RGD	4	5
P38652	Pgm1	10116	Rattus norvegicus	GO:0071259	cellular response to magnetism	response to stimulus	involved_in	PMID:15109983	RGD	4	1
Q62986	Esr2	10116	Rattus norvegicus	GO:0071259	cellular response to magnetism	response to stimulus	involved_in	PMID:23469792	RGD	4	28
P19468	Gclc	10116	Rattus norvegicus	GO:0035729	cellular response to hepatocyte growth factor stimulus	response to stimulus	involved_in	PMID:20466058	RGD	4	12
P48442	Casr	10116	Rattus norvegicus	GO:0035729	cellular response to hepatocyte growth factor stimulus	response to stimulus	involved_in	PMID:21088907	RGD	4	12
P48508	Gclm	10116	Rattus norvegicus	GO:0035729	cellular response to hepatocyte growth factor stimulus	response to stimulus	involved_in	PMID:20466058	RGD	4	9
P63007	Lhx1	10116	Rattus norvegicus	GO:0072278	metanephric comma-shaped body morphogenesis	developmental process	involved_in	PMID:9496787	UniProt	4	7
Q05030	Pdgfrb	10116	Rattus norvegicus	GO:0072278	metanephric comma-shaped body morphogenesis	developmental process	involved_in	PMID:10734101	UniProt	4	14
Q06710	PAX8	9606	Homo sapiens	GO:0072278	metanephric comma-shaped body morphogenesis	developmental process	involved_in	PMID:1337742	UniProt	4	10
P30185	RAB18	3702	Arabidopsis thaliana	GO:0009961	response to 1-aminocyclopropane-1-carboxylic acid	response to stimulus	acts_upstream_of_or_within	PMID:16024687	TAIR	4	3
Q8GX77	At1g61340	3702	Arabidopsis thaliana	GO:0009961	response to 1-aminocyclopropane-1-carboxylic acid	response to stimulus	acts_upstream_of_or_within	PMID:22325883	TAIR	4	8
P25070	CML24	3702	Arabidopsis thaliana	GO:0009961	response to 1-aminocyclopropane-1-carboxylic acid	response to stimulus	NOT|involved_in	PMID:16113225	TAIR	4	11
P25859	CDKB1-1	3702	Arabidopsis thaliana	GO:0048825	cotyledon development	developmental process	acts_upstream_of_or_within	PMID:10521519	TAIR	4	3
Q43714	CAD1-A	29729	Gossypium arboreum	GO:0048825	cotyledon development	developmental process	involved_in	PMID:15133151	AgBase	4	4
Q6R8H1	Q6R8H1	29729	Gossypium arboreum	GO:0048825	cotyledon development	developmental process	involved_in	PMID:15133151	AgBase	4	4
Q04887	Sox9	10090	Mus musculus	GO:0030903	notochord development	developmental process	involved_in	PMID:9119111	UniProt	4	14
P41133	Id3	10090	Mus musculus	GO:0030903	notochord development	developmental process	involved_in	PMID:7655079	UniProt	4	5
Q5NBX1	Cobl	10090	Mus musculus	GO:0030903	notochord development	developmental process	involved_in	PMID:7586755	BHF-UCL	4	6
P29972	AQP1	9606	Homo sapiens	GO:0050891	multicellular organismal-level water homeostasis	biological regulation	involved_in	PMID:17645239	UniProt	4	6
Q9V5Z7	Drip	7227	Drosophila melanogaster	GO:0050891	multicellular organismal-level water homeostasis	biological regulation	involved_in	PMID:15800049	FlyBase	4	2
P55087	AQP4	9606	Homo sapiens	GO:0050891	multicellular organismal-level water homeostasis	biological regulation	involved_in	PMID:17645239	UniProt	4	2
Q62751	Ireb2	10116	Rattus norvegicus	GO:0071283	cellular response to iron(III) ion	response to stimulus	involved_in	PMID:17469137	RGD	4	12
P30277	Ccnb1	10116	Rattus norvegicus	GO:0071283	cellular response to iron(III) ion	response to stimulus	involved_in	PMID:18254965	RGD	4	11
P50282	Mmp9	10116	Rattus norvegicus	GO:0071283	cellular response to iron(III) ion	response to stimulus	involved_in	PMID:21683124	RGD	4	25
P30560	Avpr1a	10116	Rattus norvegicus	GO:0014902	myotube differentiation	developmental process	involved_in	PMID:18021262	RGD	4	5
Q9QX75	Trdn	10116	Rattus norvegicus	GO:0014902	myotube differentiation	developmental process	involved_in	PMID:10713145	RGD	4	2
Q06413	MEF2C	9606	Homo sapiens	GO:0014902	myotube differentiation	developmental process	involved_in	PMID:8455629	UniProt	4	3
P32114	Pax2	10090	Mus musculus	GO:0072207	metanephric epithelium development	developmental process	involved_in	PMID:7856737	UniProt	4	10
Q02962	PAX2	9606	Homo sapiens	GO:0072207	metanephric epithelium development	developmental process	involved_in	PMID:7856737	UniProt	4	2
Q06710	PAX8	9606	Homo sapiens	GO:0072207	metanephric epithelium development	developmental process	involved_in	PMID:7856737	UniProt	4	10
Q5AHY9	HFL1	237561	Candida albicans SC5314	GO:0003700	DNA-binding transcription factor activity	biological regulation	enables	PMID:39370643	CGD	4	1
P77626	sutR	83333	Escherichia coli K-12	GO:0003700	DNA-binding transcription factor activity	biological regulation	enables	PMID:25406449	EcoCyc	4	3
P32144	csqR	83333	Escherichia coli K-12	GO:0003700	DNA-binding transcription factor activity	biological regulation	enables	PMID:29453395	EcoCyc	4	2
P70120	Hes5	10090	Mus musculus	GO:0072050	S-shaped body morphogenesis	developmental process	involved_in	PMID:15821257	UniProt	4	4
P35428	Hes1	10090	Mus musculus	GO:0072050	S-shaped body morphogenesis	developmental process	involved_in	PMID:15821257	UniProt	4	6
Q00288	Pax8	10090	Mus musculus	GO:0072050	S-shaped body morphogenesis	developmental process	involved_in	PMID:1723950	UniProt	4	8
P35556	FBN2	9606	Homo sapiens	GO:0048048	embryonic eye morphogenesis	developmental process	involved_in	PMID:25406291	UniProt	4	2
Q12805	EFEMP1	9606	Homo sapiens	GO:0048048	embryonic eye morphogenesis	developmental process	involved_in	PMID:25406291	UniProt	4	3
P55001	MFAP2	9606	Homo sapiens	GO:0048048	embryonic eye morphogenesis	developmental process	involved_in	PMID:25406291	UniProt	4	2
P37089	Scnn1a	10116	Rattus norvegicus	GO:1904116	response to vasopressin	response to stimulus	involved_in	PMID:16528252	RGD	4	14
P37090	Scnn1b	10116	Rattus norvegicus	GO:1904116	response to vasopressin	response to stimulus	involved_in	PMID:16528252	RGD	4	9
Q9QZC4	Pcyt1b	10116	Rattus norvegicus	GO:1904116	response to vasopressin	response to stimulus	involved_in	PMID:10739892	RGD	4	1
P41964	Drs	7227	Drosophila melanogaster	GO:0019732	antifungal humoral response	response to stimulus	involved_in	PMID:9405661	FlyBase	4	3
P82706	BomS1	7227	Drosophila melanogaster	GO:0019732	antifungal humoral response	response to stimulus	involved_in	PMID:36322050	FlyBase	4	1
Q9WUU7	Ctsz	10090	Mus musculus	GO:0060441	epithelial tube branching involved in lung morphogenesis	developmental process	involved_in	PMID:17500053	UniProt	4	1
P43699	NKX2-1	9606	Homo sapiens	GO:0060441	epithelial tube branching involved in lung morphogenesis	developmental process	involved_in	PMID:8675988	UniProt	4	6
Q63673	Shh	10116	Rattus norvegicus	GO:0060441	epithelial tube branching involved in lung morphogenesis	developmental process	involved_in	PMID:8769111	RGD	4	8
P50399	Gdi2	10116	Rattus norvegicus	GO:0016192	vesicle-mediated transport	localization	involved_in	PMID:8188702	RGD	4	1
Q9C9X5	At1g68110	3702	Arabidopsis thaliana	GO:0016192	vesicle-mediated transport	localization	acts_upstream_of_or_within	PMID:29570675	TAIR	4	2
Q9FL69	AGD5	3702	Arabidopsis thaliana	GO:0016192	vesicle-mediated transport	localization	involved_in	PMID:19429787	UniProt	4	1
P58428	Abcg8	10116	Rattus norvegicus	GO:0070328	triglyceride homeostasis	unclassified	involved_in	PMID:23117815	RGD	4	7
Q99PE7	Abcg5	10116	Rattus norvegicus	GO:0070328	triglyceride homeostasis	unclassified	involved_in	PMID:23117815	RGD	4	9
Q62735	Nr1h4	10116	Rattus norvegicus	GO:0070328	triglyceride homeostasis	unclassified	involved_in	PMID:23117815	RGD	4	16
Q7TMB8	Cyfip1	10090	Mus musculus	GO:0099578	regulation of translation at postsynapse, modulating synaptic transmission	biological regulation	involved_in	PMID:24050404	SynGO	4	1
P63073	Eif4e	10090	Mus musculus	GO:0099578	regulation of translation at postsynapse, modulating synaptic transmission	biological regulation	involved_in	PMID:23263185	SynGO	4	8
Q920B6	Kcnk2	10116	Rattus norvegicus	GO:0003231	cardiac ventricle development	developmental process	involved_in	PMID:24705172	RGD	4	6
Q00438	Ptbp1	10116	Rattus norvegicus	GO:0003231	cardiac ventricle development	developmental process	involved_in	PMID:19590510	RGD	4	1
P63331	Ppp2ca	10116	Rattus norvegicus	GO:0003231	cardiac ventricle development	developmental process	involved_in	PMID:10861850	RGD	4	9
P81068	Irx1	10090	Mus musculus	GO:0072086	specification of loop of Henle identity	developmental process	involved_in	PMID:17875669	UniProt	4	3
P81067	Irx3	10090	Mus musculus	GO:0072086	specification of loop of Henle identity	developmental process	involved_in	PMID:17875669	UniProt	4	3
P81066	Irx2	10090	Mus musculus	GO:0072086	specification of loop of Henle identity	developmental process	involved_in	PMID:17875669	UniProt	4	3
Q9SJ02	SEP2	3702	Arabidopsis thaliana	GO:0071492	cellular response to UV-A	response to stimulus	involved_in	PMID:10725357	UniProt	4	3
Q94K66	ELIP2	3702	Arabidopsis thaliana	GO:0071492	cellular response to UV-A	response to stimulus	involved_in	PMID:10725357	UniProt	4	11
