citation	worst_flag	n_flagged_genes	n_unflagged_users	flagged_genes	unflagged_users	example_note
file:PSEPK/hemB/hemB-deep-research-openscientist.md	MISCITED	1	0	PSEPK/hemB		The report recovers the correct reaction and a zinc-site prediction that is independently present in UniProt. It does not account for the KT2440 hemBB paralog, calls a P. aeruginosa protein the close ortholog without resolving paralogy, and presents unsaved global alignments, exact residue maps, and ortholog-derived metal, oligomer, and inhibitor behavior as target-specific conclusions. Only the U
file:PSEPK/hemBB/hemBB-deep-research-openscientist.md	MISCITED	1	0	PSEPK/hemBB		The report recovers the predicted ALAD reaction and Mg-site architecture, which are independently present in UniProt. It incorrectly calls PP_3322 the single KT2440 hemB/PBGS gene and omits the Q88IT6/PP_2913 paralog, so it cannot adjudicate physiological dominance. It also supplies unsaved sequence analysis and transfers oligomeric state, metal behavior, essentiality, and antibacterial-target cla
file:PSEPK/hemC/hemC-deep-research-openscientist.md	MISCITED	1	0	PSEPK/hemC		The report correctly identifies Q88RE5 and describes conserved HMBS chemistry that is independently present in UniProt. It also presents an unsaved 66.6% alignment and exact residue map, transfers essentiality from Francisella and Salmonella, infers HemC-HemD channeling from adjacency, generalizes membrane-associated HemH despite the KT2440 HemH record, and gives an unsupported claim that the dipy
file:PSEPK/hemD/hemD-deep-research-openscientist.md	MISCITED	1	0	PSEPK/hemD		The report correctly identifies hydroxymethylbilane cyclization and ring-D inversion. It presents unsaved hydropathy and sequence analyses, infers monomeric and cytoplasmic status, treats gene adjacency as an operon-level physiological argument, and transfers detailed mechanism and essentiality from orthologs. Its pathway sketch also omits the KT2440 HemJ-family PP_0431 step. Those target-specific
file:PSEPK/hemE/hemE-deep-research-openscientist.md	MISCITED	1	0	PSEPK/hemE		The report correctly identifies the four-decarboxylation reaction, cytoplasmic assignment, and absence of direct KT2440 experiments. It presents an unsaved human-target alignment and exact residue map, transfers kinetics, substrate breadth, mechanism, dimer behavior, and essentiality from other organisms, and its KT2440 pathway sketch omits the HemJ-family PP_0431 step. Those target-specific concl
file:PSEPK/hemF/hemF-deep-research-openscientist.md	MISCITED	1	0	PSEPK/hemF		The report correctly identifies RHEA:18257, cytoplasmic localization, and the HemF/HemN oxygen-regime question. It presents unsaved sequence analysis and exact residue mapping, transfers human structure, mechanism, and dimer details, calls the target cofactor-free despite its UniProt-predicted divalent-metal sites, and assumes HemF dominance during aerobic KT2440 growth. Its pathway sketch also om
file:PSEPK/hemH/hemH-deep-research-openscientist.md	MISCITED	1	0	PSEPK/hemH		The report correctly recovers the ferrochelatase reaction and the lack of direct KT2440 experiments. It presents unsaved target-sequence, alignment, and AlphaFold analyses; proposes an unverified [2Fe-2S] cluster; transfers inner-membrane association, metal specificity, mechanism, and essentiality from orthologs; and omits HemJ from its KT2440 pathway sketch. Those claims were not retained.
file:PSEPK/hemL/hemL-deep-research-openscientist.md	MISCITED	1	0	PSEPK/hemL		The report correctly identifies Q88DP0 and the organism-level C5 route. It also supplies an unsaved 63.4% pairwise alignment and exact target residue mapping, transfers oligomeric and structural details from other HemL proteins, and infers KT2440 essentiality without a target-organism experiment. Those claims were not promoted; the curated review relies on UniProt for the reaction, PLP, homodimer,
file:PSEPK/hemN/hemN-deep-research-openscientist.md	MISCITED	1	0	PSEPK/hemN		The report correctly identifies the radical-SAM coproporphyrinogen-III dehydrogenase reaction and [4Fe-4S] cofactor. It presents unarchived sequence-to-residue mapping, transfers E. coli structure and mechanism, transfers P. aeruginosa Anr/Dnr regulation, and treats the uncharacterized PP_3781 family protein as a redundant oxidase. Its pathway sketch also omits the KT2440 HemJ-family PP_0431 step.
file:PSEPK/moaC/moaC-deep-research-openscientist.md	MISCITED	1	0	PSEPK/moaC		The conserved Q88NC0 reaction agrees with the target UniProt entry, but the report mislabels PP_3457 (mobA) as mogA, overstates PP_1292 as experimentally established nonredundant/obligatory, and presents unsaved target alignment, residue, coordinate, and operon analyses as evidence. The exact reaction and explicit lack of a KT2440 assay are retained; the erroneous or unsaved organism-specific clai
file:PSEPK/mobA/mobA-deep-research-openscientist.md	MISCITED	1	0	PSEPK/mobA		The one-MGD reaction agrees with reviewed target UniProt, and the report explicitly acknowledges that Q88HA3 lacks direct target-specific study. However, it assigns moaA to PP_2123 (actually moeA) and a moeA-family gene to PP_1294 (actually moaE), conflates MobA-catalyzed Mo-MPT guanylylation with target-specific bis-MGD assembly and delivery, and presents unsaved target alignment, motif, neighbor
file:PSEPK/pqqB/pqqB-deep-research-openscientist.md	MISCITED	1	0	PSEPK/pqqB		The report correctly retrieves direct support for PqqB as a non-heme hydroxylase and the target-specific structural study. It nevertheless presents a modeled cross-linked diamino-acid substrate, AHQQ product, and PqqF/PqqG-to-PqqB order as established native chemistry. The direct study used substrate analogs, while the QM/MM work and pathway literature do not resolve the native KT2440 substrate, p
file:PSEPK/pqqC/pqqC-deep-research-openscientist.md	MISCITED	1	0	PSEPK/pqqC		The report retrieves the correct terminal PqqC reaction class and ortholog structural literature, but it writes the net reaction as AHQQ + O2 producing PQQ + H2O2. The curated Rhea/UniProt reaction consumes three O2 and produces two H2O2, two H2O, and a proton. It also presents ortholog-derived structure and downstream quinoprotein physiology as target-specific conclusions. The report was not used
file:PSEPK/pqqD1/pqqD1-deep-research-openscientist.md	MISCITED	1	0	PSEPK/pqqD1		The report retrieves conserved PqqD chaperone literature correctly, but assigns pqqE to PP_0378; PP_0378 is pqqC and KT2440 pqqE is PP_0376. The locus error and unsaved alignment claims were not propagated.
file:PSEPK/pqqD2/pqqD2-deep-research-openscientist.md	MISCITED	1	0	PSEPK/pqqD2		The report retrieves the conserved PqqD chaperone literature and correct locus neighborhood, but presents Ped-system specialization as the best interpretation without target-specific expression, genetic, or binding evidence. Its exact alignment and STRING-derived quantitative claims are not retained as reproducible artifacts and were not propagated.
file:PSEPK/pqqF/pqqF-deep-research-openscientist.md	MISCITED	1	0	PSEPK/pqqF		The report correctly retrieves the M16 metallopeptidase family, KT2440 locus, and PQQ-pathway context, but it incorrectly transfers the two-component Methylorubrum M16B PqqF/PqqG architecture to the 766-residue single-chain KT2440 PqqF. It also treats the unrelated S9-family PP_0375 pqqG candidate as though it were the homologous M16B partner. Those target-specific conclusions were rejected.
file:PSEPK/ptxD/ptxD-deep-research-openscientist.md	MISCITED	1	0	PSEPK/ptxD		Useful for retrieving authentic phosphite-dehydrogenase literature, but its Q88HI1 conclusion transfers PtxD activity from other proteins without direct target evidence and misses the direct PP_3376 kguD genetics.
PMID:11481320	MISCITED	1	0	human/AADAC		The abstract is explicitly about mouse and rat genes and proposes, rather than directly measures, a microsomal-lipase role. It is historical support only; later experimental work provides the substrate-level evidence. It cannot directly support the original human TAS lipase tuple, although the annotation-level MODIFY to DAG lipase is justified independently.
PMID:17936933	MISCITED	1	0	human/AADAC		This is a review article, not a primary experimental report, and therefore cannot itself justify an IDA evidence code for AADAC. It remains relevant background and is cited by UniProt for function; independent primary and activity-based evidence supports AADAC serine-hydrolase activity.
PMID:7654687	MISCITED	1	0	human/AARS1		PubMed identity and abstract verified. The study directly supports human AARS1 tRNA binding, aminoacylation, acceptor-helix recognition, and monomeric state. It does not establish pre-tRNA processing, so its source GO:0008033 use is miscited. The separate cytoplasm TAS annotation is retained with curator deference because only the abstract is available locally and independent localization evidence
PMID:14533738	MISCITED	1	0	human/ABCD4		Study is about ALDP (ABCD1) peroxisomal targeting; cited to support a peroxisomal localization of ABCD4/PMP69 that is now superseded. Does not support full-length ABCD4 being peroxisomal.
PMID:37759737	MISCITED	1	0	human/ABRACL		Cached title matches and the paper itself is sound - a careful expression and co-labelling study of mouse and cat embryonic forebrain. It is marked MISCITED for the use made of it elsewhere, not for anything it does wrong: UniProt cites it as the evidence for Cell projection, cilium on human ABRACL, and it contains no such observation. It reports somebody else's proteomics result in its Discussion
PMID:1569188	MISCITED	1	0	human/ACAN		The paper itself is sound and important - it is the study that defined the aggrecanase cleavage site. It is miscited twice in GOA. It carries an NAS annotation to skeletal system development, which it says nothing about, and an NAS annotation to proteolysis in which aggrecan, the substrate, is recorded as a participant. The extracellular matrix structural constituent TAS from the same paper is def
file:human/ACBD3/ACBD3-deep-research-affinage.md	MISCITED	1	0	human/ACBD3		Gates passed with pairwise = win, and its breadth is genuinely useful - it synthesises 30+ primary papers, though what this review took to be its most valuable contribution - the absence of acyl-CoA - turned out to be its most damaging. But it states that PI4KB is recruited 'through its GOLD domain', and that is wrong: UniProt is explicit that the Q domain (241-308) binds PI4KB and TBC1D22A/B whil
PMID:21252238	MISCITED	1	0	human/ACRV1		The identifier and title are correct and the paper is a solid study, but it is the wrong support for ACRV1 involved_in spermatogenesis. It establishes that the mouse acrv1 gene is a TDP-43 target whose transcription is restricted to round spermatids; it assays no property of the ACRV1 protein. Cached copy is abstract-only, but the abstract is unambiguous about the paper's subject. Flagged MISCITED
PMID:30645697	MISCITED	1	0	human/ACTA2		The rat Acta2 IEP behind ACTA2's juxtaglomerular apparatus development row. The experiment is an in vitro differentiation of amniotic fluid stem cells into juxtaglomerular-LIKE cells, in which alpha-SMA is a readout of the differentiated phenotype. It does not evidence involvement in development of the juxtaglomerular apparatus.
PMID:8006065	MISCITED	1	0	human/ACTG2		Genuinely relevant biology - chicken gizzard is enteric smooth muscle and the antibody used was pan-muscle-actin, so gamma-enteric actin is among what was labelled - but the GO term derived from it is wrong. The paper says labelling was found around the myosin filaments, which cannot support located_in GO:0032982 myosin filament. Basis for the MODIFY to GO:0030485. Abstract only.
PMID:21294755	MISCITED	1	0	human/ACTG2		Source of rat Actg2's IEP annotations for GO:0071354 and GO:1905641, propagated to human ACTG2. The measured protein is alpha-SMA in hepatic stellate cells, and the reference annotates six entities as a marker panel with GO:1905641 on all six. Miscited as evidence about enteric gamma-actin. Abstract only, so the possible rat-side symbol conflation is raised as a question rather than asserted.
PMID:28320086	MISCITED	1	0	human/ACTG2		Source of rat Actg2's IEP annotation for GO:0045471. A pharmacology study whose actin readout is a-SMA in liver. Same conflation concern as PMID:21294755. Abstract only.
PMID:23979016	MISCITED	1	0	human/ACTR8		A sound paper, cited for the wrong subject. Its experiment is an Ino80 conditional knockout, and Actr8 is not named in the abstract; yet via a ComplexPortal projection to all 15 subunits and then Ensembl Compara it is the sole basis for five human ACTR8 rows, including regulation of embryonic development and positive regulation of telomere maintenance in response to DNA damage. MISCITED describes 
PMID:18474779	MISCITED	1	0	human/ADAMTSL3		Cited by the affinage deep-research record as showing an antiangiogenic role for ADAMTSL-3. It shows no such thing: ADAMTSL-3 is one of two transcripts raised in glaucoma astrocytes, and the coculture tube-formation assay compares whole astrocyte populations with no ADAMTSL3 gain or loss of function. Correlation presented as function.
PMID:17212699	MISCITED	1	0	human/ADGRA1		Genuine, correctly identified paper, and its expression mapping and its prediction of a C-terminal PDZ-binding motif are used here as sound. MISCITED refers specifically to the two GOA rows that rest on it: GO:0004930 and GO:0007165 by NAS. The paper is an in-situ hybridisation and real-time PCR survey containing no functional or biochemical assay, and its only functional statement is hedged as wh
PMID:12565841	MISCITED	1	0	human/ADGRA1		Correctly identified, and the source of the durable structural fact that GPR123 alone in the family lacks a GPS domain. MISCITED for the GO:0004930 NAS row that cites it: the paper is a search of human genome databases followed by phylogenetic clustering, with no functional experiment on any of the six receptors it reports.
PMID:10095105	MISCITED	1	0	human/ADIPOQ		A gene-structure paper (FISH mapping to 3q27, three exons, no TATA box) cited as TAS for GO:0006091 generation of precursor metabolites and energy. It performs no metabolic experiment. This is its only annotation in all of GOA.
PMID:17327472	MISCITED	1	0	human/ADIPOQ		Supports GO:0045776 negative regulation of blood pressure directly. It is flagged because it also carries GO:0010906 regulation of glucose metabolic process, which the abstract mentions only as background, and GO:0050805 negative regulation of synaptic transmission, whereas the measurement is renal sympathetic nerve activity. Full text was not available, so the curator's reading of the glucose row
PMID:19109165	MISCITED	1	0	human/ADIPOQ		The source of mouse Adipoq's GO:0071466 IDA, which reaches human ADIPOQ by ISS and IEA. The paper shows that rosiglitazone INDUCES adiponectin; adiponectin is the output of the xenobiotic response, not a participant in it.
PMID:19855092	MISCITED	1	0	human/ADIPOQ		The identifier resolves to the intended paper and the paper is sound. It is recorded as MISCITED because the annotation it supports, GO:0033691 sialic acid binding, inverts the paper's finding: the study characterises adiponectin as the CARRIER of sialylated O-linked glycans, not as a sialic-acid-binding protein. UniProt encodes the same reference correctly, as CARBOHYD features at Thr-21/Thr-22 a
PMID:11438390	MISCITED	1	0	human/ADNP		Correctly identified and a sound paper, but it is titled and framed for vasoactive intestinal peptide and doses cultures with exogenous VIP/SNV/NAP. Using it to annotate the ADNP gene product with cGMP metabolic process and regulation of nitric oxide metabolic process attributes a peptide's pharmacology to the parent protein.
PMID:12212775	MISCITED	1	0	human/ADNP		A behavioural study of inhaled NAP peptide in normal rats. It supports nothing about the ADNP protein's participation in memory.
PMID:14706557	MISCITED	1	0	human/ADNP		Measures the NAP peptide against beta-amyloid aggregation. Its abstract reports biotin-NAP binding Abeta and mentions no copper, yet it is the sole support for rat Adnp copper ion binding and peptide binding, both of which reach human by Compara.
PMID:15800376	MISCITED	1	0	human/ADNP		Femtomolar ADNF-9 and NAP peptides in rat cultures. ADNF-9 is not an ADNP fragment at all - it is the active site of activity-dependent neurotrophic factor.
PMID:15963648	MISCITED	1	0	human/ADNP		Uses D-NAPVSIPQ, the all-D-amino-acid enantiomer, which no gene can encode, and reports that it had no effect on LTP on its own. It is the sole support for rat Adnp negative regulation of synaptic transmission.
PMID:16023261	MISCITED	1	0	human/ADNP		An RT-PCR survey of neuropeptide receptor transcripts in rat vagina and clitoris. ADNP mRNA oscillating with the rat estrus cycle is the sole support for an estrous cycle annotation that reaches human, a species without an estrous cycle.
PMID:16893427	MISCITED	1	0	human/ADNP		A well-executed identification of betaIII-tubulin as the NAP peptide's binding partner. It is cited for beta-tubulin binding by the full-length ADNP protein, which it does not measure; RGD's reciprocal annotations from the same paper put peptide binding on the tubulins with Adnp as the WITH/FROM partner.
PMID:16938277	MISCITED	1	0	human/ADNP		Intraperitoneal ADNF-9 and NAP in neonatal rats after hypoxia-ischaemia. Sole support for two human IEA rows about nitric oxide homeostasis and neuronal apoptosis.
PMID:19047645	MISCITED	1	0	human/ADNP		Cited for positive regulation of axon extension. The agent is the NAP peptide; the only gene silenced is Fyn kinase, not ADNP.
file:human/ADNP/ADNP-deep-research-affinage.md	MISCITED	1	0	human/ADNP		Read in full and used as a lead-generator, not as evidence; no supporting_text in this review is taken from it. Two defects worth recording. Its own grounding block states the complex as 'ChAHP complex (ADNP-CHD4-BRG1)' - ChAHP is ADNP-CHD4-HP1, and BRG1/SMARCA4 belongs to a separate reported SWI/SNF association. And although gates_passed is True with 28 citations and faith_pct 100.0, PMID:2979535
PMID:24191052	MISCITED	1	0	human/ADPRS		The mouse Arh3 oxidative-stress paper. Correctly cited by MGI, but it is the origin of two term-choice defects that propagate into human ADPRS: the stressor is hydrogen peroxide throughout, yet the annotation made from it is GO:0071451 cellular response to SUPEROXIDE; and the death process it characterises is parthanatos (PARP1 - free PAR - AIF release), which is annotated as regulation of necropt
PMID:33769608	MISCITED	1	0	human/ADPRS		PubMed-verified, full text read. The paper is correctly cited as evidence that ARH3 hydrolyses mono-ADP-ribosyl-serine and -threonine linkages, but GOA uses it to support GO:0004649 poly(ADP-ribose) glycohydrolase activity and the study contains no poly(ADP-ribose) experiment of any kind - only synthetic MARylated Ser/Thr/Cys peptides. Flagged MISCITED for that specific row; the paper itself is so
PMID:20444755	MISCITED	1	0	human/AFF3		Correctly identified and internally consistent, but it does not support the annotation it is cited for. It is a pharmacogenetic association study - 18 tag SNPs genotyped in RA patients receiving TNF-blocking drugs, with change in DAS28 as the outcome - and it contains no TNF stimulus and no experiment on the AFF3 gene product. PubMed records an ErratumIn reference to Ann Rheum Dis 2011;70(8):1519 
PMID:7634337	MISCITED	1	0	human/AGFG1		A sound paper cited for two things it does not establish. Its own abstract has Rev binding the RNA and Rab/AGFG1 binding Rev's protein activation domain, so it cannot support GO:0003723 RNA binding; and the RNA it concerns is RRE-containing viral RNA, not host mRNA, so GO:0006406 mRNA export from nucleus reads more broadly than the evidence. The nucleus localisation it also carries is correct. Thi
PMID:7637788	MISCITED	1	0	human/AGFG1		The abstract's nucleoporin claim is explicitly one of sequence homology, yet it is the sole support for GO:0005643 nuclear pore, a term whose definition asserts membership of the nuclear pore complex. A primary paper states outright that it is not certain whether AGFG1 is an authentic NPC constituent, and UniProt, curating this same paper, records Nucleus rather than nuclear envelope or nuclear po
PMID:19487289	MISCITED	1	0	human/AKR1C4		"The paper shows jasmonate INHIBITION of AKR1C enzymes (drug-target relationship), so its use to support a ""cellular response to jasmonic acid stimulus"" process annotation is a misinterpretation."
PMID:17329259	MISCITED	1	0	human/ALDOA		Concerns WASP/actin-pathway binding at the aldolase active site, not tubulin; the tubulin-binding annotation citing this paper is not supported by it.
PMID:28813417	MISCITED	1	0	human/ARG1		PubMed-verified paper, but it does not support a functional ARG1 annotation - ARG1 is only an MS interactor of CMTM6, and the resulting bare protein-binding term is uninformative.
PMID:18508777	MISCITED	1	0	human/AZIN1		PubMed-verified; abstract-only. The paper characterizes the paralog AZIN2/ODCp, not AZIN1. The IDA GO:1902269 (positive regulation of polyamine transmembrane transport) annotation on AZIN1 is sourced from an AZIN2 study, so for AZIN1 it is at best an orthology-inferred, non-core role rather than a directly demonstrated AZIN1 function.
PMID:22228099	MISCITED	1	0	human/BBS1		Full text available. Demonstrates BBSome-dependent regulation of SMO/PTCH1 ciliary accumulation and reduced Shh response via genetic interaction with IFT. Does NOT show direct BBS1 binding to Patched or Smoothened; the patched-binding/smoothened-binding IPI annotations derived from it over-interpret a trafficking/regulatory readout as a molecular binding function.
PMID:7550325	MISCITED	1	0	human/BTD		"Correctly identifies a common BTD mutation causing profound biotinidase deficiency and the biotin-recycling function, but does NOT support a ""central nervous system development"" (GO:0007417) role; that annotation over-interprets the disorder's neurological phenotype. Relevant to BTD function/disease overall."
PMID:9284905	MISCITED	1	0	human/COX6A2		Cited (ProtInc/PINC, TAS) for GO:0006091 on COX6A2, but the paper is a chromosomal-mapping study of the paralog COX6A1 and the COX6A1P pseudogene, not COX6A2. Wrong-gene citation for a broad energy-metabolism term.
PMID:21254358	MISCITED	1	0	human/CRISPLD1		PubMed/PMC identity and full text were checked. This is the correct CRISPLD1 association paper, but it does not provide a CRISPLD1 perturbation phenotype supporting an IMP face-morphogenesis assertion; it reports a marginal SNP result, gene-gene interactions, and a need for functional studies.
PMID:2808364	MISCITED	1	0	human/CYP17A1		"Correctly cited for the AH5 variant and (via UniProt) subcellular location, but it is the original_reference for a GO:0019825 ""oxygen binding"" annotation that the paper does not address; that annotation is marked over-annotated."
PMID:15465040	MISCITED	1	0	human/CYP27A1		Cited as support for CYP27A1 vitamin D 25-hydroxylase activity, but the paper's conclusion is that CYP2R1 (not CYP27A1) is the physiological 25-hydroxylase and that CYP27A1 hydroxylates vitamin D2 at C-24/C-27; supports the over-annotation flag rather than a core CYP27A1 function.
PMID:6289658	MISCITED	1	0	human/DPAGT1		PubMed-verified, but the paper is about the DISTINCT lysosomal-enzyme GlcNAc-1-phosphotransferase (GNPTAB/GNPTG; I-cell disease / mucolipidosis II-III), not DPAGT1. It does not support a DPAGT1 function; used to support the GO:0003976 annotation that has been flagged as over-annotation (wrong enzyme).
PMID:8094370	MISCITED	1	0	human/EN1		The paper maps EN1 but does not provide evidence for the associated anatomical-structure-morphogenesis annotation.
PMID:9806548	MISCITED	1	0	human/FANCG		Correct identifier for the FANCG=XRCC9 identification paper, but it is used in GOA to support a 'damaged DNA binding' molecular function that the paper does not claim; cited here only to document that over-annotation.
PMID:18455495	MISCITED	1	0	human/FASN		Reactome-linked EXP citation for FASN fatty acid synthase activity (GO:0004312). The cached abstract is about acetyl-CoA carboxylase (ACACA/ACACB) activation by citrate, the enzyme immediately upstream of FASN, and does not itself demonstrate FASN activity. Retained (experimental annotation, not removed) but the core FASN activity is better supported by PMID:8962082 and PMID:26851298.
PMID:8007985	MISCITED	1	0	human/FEN1		PubMed-verified; cached record is abstract-only (full_text_available: false). The abstract reports cloning of the human homolog of S. pombe rad2 and complementation of the UV sensitivity of a rad2 null mutant, and describes no damaged-DNA-binding experiment. The GO:0003684 REMOVE therefore rests primarily on the positive argument that FEN1 discriminates branch geometry rather than base damage, not
PMID:17704059	MISCITED	1	0	human/FLG		Cited by GOA as TAS for FLG involvement in keratinocyte differentiation, but the paper is about ADAM-9 disintegrin-cysteine-rich domains, beta1 integrin engagement and keratinocyte migration. Filaggrin is not its subject and the abstract does not mention it. The annotated term is nonetheless correct for FLG on other evidence; the reference should be replaced with PMID:32165560.
PMID:8325655	MISCITED	1	0	human/GALNS		This is a gene-mapping (FISH/chromosome-assignment) abstract for GALNS. It was cited (TAS) to support GO:0003943 N-acetylgalactosamine-4-sulfatase activity, but GALNS is a 6-sulfatase (EC 3.1.6.4); the 4-sulfatase is ARSB. The paper does not support a 4-sulfatase activity.
PMID:20605918	MISCITED	1	0	human/GALT		Paper is about Lyn kinase/ACSL3 Golgi trafficking, not GALT. Cited as the basis of a GALT Golgi-apparatus IDA that is almost certainly mis-attributed; that localization is therefore flagged as MARK_AS_OVER_ANNOTATED (retained, not removed, pending full-text confirmation).
PMID:8547310	MISCITED	1	0	human/GAMT		Correctly identifies and clones human GAMT cDNA, but is used to support a 'muscle contraction' (GO:0006936) annotation, which is a distal physiological consequence rather than a direct GAMT process.
PMID:15498789	MISCITED	1	0	human/GLB1		Paper concerns NGX6 and cell adhesion in nasopharyngeal carcinoma; does not establish a physiologically meaningful GLB1 protein interaction. Supports only a bare, uninformative protein-binding annotation.
PMID:2268343	MISCITED	1	0	human/GLDC		Abstract-only cache; PubMed-verified. The paper describes a genomic deletion of the glycine decarboxylase gene in an NKH patient and does NOT support the electron transfer activity (GO:0009055) it is cited for; that MF annotation is an over-annotation/mis-assignment for the P protein.
PMID:7435496	MISCITED	1	0	human/GPI		Describes a stable GPI variant causing hemolytic anemia with altered F6P/G6P kinetics; it does not support a role in hemostasis, so the TAS hemostasis annotation appears mis-mapped.
PMID:20028034	MISCITED	1	0	human/GUSB		"Full text verified. The paper is about the CI-MPR's plasminogen-binding site; human beta-glucuronidase is used only as a mannose-6-phosphate reference ligand purified on a CI-MPR affinity column. It supports M6P-receptor recognition (a trafficking event), not ""signaling receptor binding"" or a signaling function of GUSB; used here as basis for the over-annotation calls on the IPI binding terms."
PMID:7911016	MISCITED	1	0	human/HMGCS1		This paper is about cytosolic acetoacetyl-CoA thiolase (ACAT2), the enzyme immediately UPSTREAM of HMGCS1 in the mevalonate pathway, not about HMGCS1 itself. It is used only as the reference for a curator IC (inferred from GO:0004421) placing HMGCS1 in cholesterol biosynthesis. The conclusion (HMGCS1 acts in cholesterol biosynthesis) is correct, but the reference is not about this gene.
PMID:8643611	MISCITED	1	0	human/HPRT1		Documents reduced striatal DA transporters in LND patients (a downstream disease phenotype); does not establish an HPRT1 molecular function of regulating dopamine metabolism. Underlies an over-annotated GO:0045964 annotation.
PMID:9485206	MISCITED	1	0	human/INPP5D		Abstract explicitly says NKG2A phospho-ITIMs associate with SHP-1/SHP-2 but not SHIP; corresponding protein-binding annotation removed.
PMID:2446322	MISCITED	1	0	human/ITIH1		PubMed identity and abstract were checked. The paper supports HC1 cDNA, liver expression, and multipolypeptide complex structure, but only predicts potential calcium-binding sites; it does not establish calcium ion binding.
PMID:2465147	MISCITED	1	0	human/ITIH3		PubMed identity and abstract were checked. The paper establishes the H3 cDNA, liver RNA, and gene organization but does not demonstrate intrinsic endopeptidase-inhibitor activity in HC3; it is therefore not adequate support for the TAS molecular-function annotation.
PMID:9756925	MISCITED	1	0	human/ITIH4		The PMID and title are internally correct, but the paper is an ITIH3 gene/promoter study. It mentions linkage to ITIH4 only and does not support a TAS assertion of ITIH4 endopeptidase inhibitor activity.
PMID:22919265	MISCITED	1	0	human/LOX		The cached full text identifies EFEMP2 as a PITX2-interacting protein in trabecular-meshwork experiments and does not assay or mention LOX. It cannot support a LOX protein-binding annotation.
PMID:16449650	MISCITED	1	0	human/LRCH4		The PMID/title and full PMC article were checked externally; the project cache remains abstract-only, which is why full_text_unavailable is retained. This paper characterizes SAP25/Q8TEE9; searches of the full article for LRCH4, O75427, LRN and LRRN aliases found no LRCH4 evidence. The PML-body result belongs to SAP25, so this source does not support an LRCH4 nuclear localization or function.
PMID:9799793	MISCITED	1	0	human/LRCH4		PubMed title and identifier are verified and the paper is relevant to discovery of the locus. However, it reports only weak sequence similarity to a neuronal protein and contains no developmental assay; it does not support the TAS claim that human LRCH4 is involved in nervous-system development.
PMID:18289866	MISCITED	1	0	human/LRP4		This is a verified construct-name collision. “mLRP4” denotes a mini-receptor derived from LRP in a canine-cell BBB model, not human LRP4/O75096.
Reactome:R-HSA-5340587	MISCITED	1	0	human/LRP6		The cached Reactome event describes RNF43-mutant effects on FZD abundance and Wnt signaling without identifying LRP6. It is miscited for an LRP6 plasma-membrane location assertion.
Reactome:R-NUL-1458871	MISCITED	1	0	human/LRP6		The cached event uses soluble mouse Fzd8 and human LRP6 ectodomain constructs in conditioned medium. It verifies a Wnt-dependent fragment association but is miscited for native extracellular localization of full-length LRP6.
Reactome:R-NUL-209104	MISCITED	1	0	human/LRP6		The cached event states that frog CKIgamma phosphorylates human LRP6 in a receptor complex; it does not independently establish plasma-membrane localization.
PMID:2477488	MISCITED	1	0	human/MBL2		This paper is about lipopolysaccharide-binding protein (LBP), an acute-phase opsonin - NOT MBL2, and it does not assay MBL. The functions it is used to ground for MBL2 (opsonization, acute-phase response, defense response to bacterium, cell surface) are independently true of MBL but are correctly supported by other references; the D-mannose binding TAS attributed to this paper is not supported by 
PMID:8786100	MISCITED	1	0	human/MDH1		"cDNA cloning and chromosomal mapping (2p15) of cytosolic MDH1; supports the cytosol localization. Does NOT support the ""malic enzyme activity"" molecular function it is cited for (that MF is EC 1.1.1.40, a different enzyme)."
PMID:3528153	MISCITED	1	0	human/MTHFD1		This is the yeast MITOCHONDRIAL C1-THF synthase isozyme (the paralog of MTHFD2/MTHFD1L), and the paper explicitly states the cytoplasmic synthase is NOT mitochondrial. It does not support a mitochondrial location for human cytoplasmic MTHFD1.
PMID:16732551	MISCITED	1	0	human/MVK		Cited to support GO:0050728 negative regulation of inflammatory response, but this is a two-patient AA amyloidosis case report and does not demonstrate a direct MK-mediated regulation of inflammation; the inflammatory phenotype is a downstream consequence of MKD.
PMID:23001182	MISCITED	1	0	human/NAMPT		Paper is about HCLS1/HAX1/LEF-1; NAMPT is only a pathway component. Does not support a direct positive-regulation-of-Pol-II-transcription MF/BP role for NAMPT.
PMID:9345899	MISCITED	1	0	human/NDUFA6		This is a chromosomal gene-mapping (in situ hybridisation) study; it maps NDUFA6 to 21q22 but does not demonstrate any catalytic (NADH dehydrogenase) activity of NDUFA6. Cited as TAS for GO:0008137 (enables), which it does not support; used here to justify MARK_AS_OVER_ANNOTATED of that MF.
PMID:9428647	MISCITED	1	0	human/NT5C3A		PubMed-verified. Cited as support for GO:0000215 (tRNA 2'-phosphotransferase activity), but the paper describes a pyrimidine-nucleotide phosphotransferase, not a tRNA 2'-phosphotransferase; the GO:0000215 annotation is a mis-mapping.
PMID:9771708	MISCITED	1	0	human/PAPSS1		PubMed-verified, but the paper is about PAPSS2/ATPSK2, not PAPSS1; it does not support a skeletal-development role specific to PAPSS1.
PMID:3858849	MISCITED	1	0	human/PGD		Cited to support the PGD oxidative-branch IDA, but the abstract concerns 6-phosphogluconolactonase (PGLS, EC 3.1.1.31), the second oxiPPP enzyme, and its interaction with G6PD deficiency, not PGD. Abstract-only; associated annotation left UNDECIDED rather than removed.
