pipeline	procedure_key	name	level	version	n_parameters	behavioural_neurological	canonical_assay	mp_terms	description
JAX_001	IMPC_IPG_001	Intraperitoneal glucose tolerance test (IPGTT)	experiment	1.10	14	False		MP:0000188|MP:0005291|MP:0005292|MP:0005293|MP:0005559|MP:0005560	<p>The glucose tolerance test measures the clearance of an intraperitoneally injected glucose load from the body. It is used to detect disturbances in glucose metabolism that can be linked to human conditions such as diabetes or metabolic syndrome. Animals are fasted for approximately 16 hours (unless specified otherwise), fasted blood glucose levels are determined before a solution of glucose is administered by intra-peritoneal (IP) injection. Subsequently, the blood glucose level is measured at different time points during the following 2 hours.Ontological description: MP:0005559 - increased circulating glucose level, MP:0005560 - decreased circulating glucose level, MP:0005293 - impaired glucose tolerance, MP:0005292 - improved glucose tolerance, MP:0005291&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; abnormal glucose tolerance, MP:0000188 - abnormal circulating glucose level.</p>
JAX_001	JAX_LDT_001	Light-Dark Test	experiment	1.2	19	True	Light-Dark Test		To monitor the anxiety-related behavior of mice in a two-chambered light-dark arena over a defined period of time in order to assess the anxiety phenotype.
JAX_001	IMPC_LDT_001	Light-Dark Test	experiment	1.1	34	True	Light-Dark Test		Light-Dark test monitors the anxiety-related behaviour of mice
JAX_001	IMPC_EMO_001	MicroCT E14.5-E15.5	experiment	1.0	17	False			
JAX_001	IMPC_EMO_002	MicroCT E14.5-E15.5	experiment	2.0	179	False			
JAX_001	IMPC_EMA_001	MicroCT E18.5	experiment	1.0	17	False			
JAX_001	IMPC_EMA_002	MicroCT E18.5	experiment	2.0	150	False			
JAX_001	IMPC_EML_002	MicroCT E9.5	experiment	2.0	58	False			
JAX_001	IMPC_EML_001	MicroCT E9.5	experiment	1.0	17	False			
JAX_001	IMPC_EOL_001	OPT E9.5	experiment	1.0	12	False			
JAX_001	IMPC_EOL_002	OPT E9.5	experiment	2.0	53	False			
JAX_001	IMPC_OFD_001	Open Field	experiment	1.10	52	True	Open Field		The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).
JAX_001	JAX_OFD_001	Open Field - centre start	experiment	1.10	52	True	Open Field		The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).
JAX_001	IMPC_OWT_001	Organ Weight	experiment	1.4	29	False			Organ weights from different tissues collected for IMPC
JAX_001	JAX_PLC_001	Plasma Chemistry	experiment	1.1	22	False		MP:0001545	Clinical chemistry determines biochemical parameters in plasma including enzymatic activity, specific substrates and electrolytes. Ontological description: MP:0001545 – blood physiology abnormalities.
JAX_001	JAX_ROT_001	Rotarod	experiment	1.1	15	True	Rotarod		To assess motor co-ordination, motor learning, and balance phenotype in rodents.
JAX_001	JAX_SLW_001	Sleep Wake	experiment	1.1	28	True	Sleep-Wake		To quantitate sleep behavior in mice using automatic detection of movement with a piezoelectric floor, and threshold/statistical analysis software. Sleep-Wake Monitoring Quad Cage and Sensor System (Signal Solutions, Lexington KY) is used to monitor mouse activity throughout a given time period. It records the amplitude of the electrical signal generated by force on the piezoelectric sensors, then uses software to set signal thresholds and statistically analyse and classify the activity as sleep or wake. Data are recorded as a confidence classification of sleep/wake over time, and include amplitude.
JAX_001	JAX_TLS_001	Tail Suspension	experiment	1.1	10	True	Tail Suspension		To monitor the immobility response to tail suspension to test behavioral despair in mice, an induced depression model.
JAX_001	IMPC_BLK_001	Tissue Embedding and Block Banking	experiment	1.9	54	False			Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation
JAX_001	JAX_URI_001	Urinalysis	experiment	1.0	20	False			Urinalysis is performed to monitor renal function and will be performed as part of the adult phenotyping pipeline for KOMP2 mice. Samples will be analyzed using the Beckman AU680 autoanalyzer. Levels of urinary albumin, creatinine, magnesium and glucose are measured. The albumin to creatinine ratio (ACR) will be derived. A standard curve is run for microalbumin with each set of samples and used to derive an adjusted albumin value for use in the ACR.
JAX_001	IMPC_EVM_001	Viability E12.5 Secondary Screen	line	1.0	27	False			
JAX_001	IMPC_EVO_001	Viability E14.5-E15.5 Secondary Screen	line	1.0	27	False			
JAX_001	IMPC_EVP_001	Viability E18.5 Secondary Screen	line	1.0	27	False			
JAX_001	IMPC_EVL_001	Viability E9.5 Secondary Screen	line	1.0	27	False			
JAX_001	IMPC_VIA_002	Viability Primary Screen	line	2.0	38	False			Assess the viability of mutant mice of each sex and zygosity.
JAX_001	IMPC_VIA_001	Viability Primary Screen	line	1.0	33	False			
JAX_001	JAX_VFR_001	Von Frey Test	experiment	1.0	41	True	Von Frey Test (nociception)		To investigate mechanical sensitivity in wild type and genetically altered mice.
JAX_001	IMPC_WEL_001	Welfare Observations	experiment	1.0	5	False			The Welfare Observations procedure is used for the recording of welfare issues as and when they occur.
JAX_001	IMPC_XRY_001	X-ray	experiment	1.9	74	False			Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.
