# UniProtKB entries with a CARD cross-reference (snapshot for the annotation-gain report).
# Source: https://rest.uniprot.org/uniprotkb/stream?query=database:card  fields=accession,xref_card,go_id
# Fetched: 2026-06-12
Entry	CARD	Gene Ontology IDs
A0AA44XMT4	ARO:3006131;	GO:0008800; GO:0030655; GO:0046677
A0AA87K7U9	ARO:3002922;	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993; GO:0046677; GO:0071555
A0AA92R881	ARO:3007062;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0AAC8QJT9	ARO:3001088;	GO:0008800; GO:0030655; GO:0046677
A0AAC9A072	ARO:3001780;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0AAD0RR21	ARO:3006865;	GO:0008800; GO:0030655; GO:0046677
A0AAD2XZN8	ARO:3002553;	GO:0046677; GO:0047663
A0AAD3G4G8	ARO:3004801;	GO:0008800; GO:0030655; GO:0046677
A0AAE2E9I9	ARO:3002159;	GO:0004180; GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAE2E9N9	ARO:3006855;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAE2JP63	ARO:3002313;	GO:0008800; GO:0030655; GO:0046677
A0AAE4E900	ARO:3001838;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAE4EBF5	ARO:3005115;	GO:0046677; GO:0047663
A0AAE4LX67	ARO:3008394;	GO:0008800; GO:0030655; GO:0046677
A0AAE4MRC5	ARO:3002438;	GO:0008800; GO:0030655; GO:0046677
A0AAE4NWT3	ARO:3005524;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0AAE4Q3J9	ARO:3002378;	GO:0008800; GO:0030655; GO:0046677
A0AAE6SM39	ARO:3006103;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0AAE7EIB4	ARO:3008178;	GO:0008800; GO:0030655; GO:0046677
A0AAE9GZ86	ARO:3000846;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0AAE9PNA3	ARO:3006477;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAE9VSR8	ARO:3001399;ARO:3001427;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0AAF0SU31	ARO:3004658;	GO:0008811; GO:0046677
A0AAI9KXE0	ARO:3002611;	GO:0005524; GO:0009012; GO:0046677; GO:0070566
A0AAJ4TVS8	ARO:3001676;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0AAJ5D770	ARO:3003599;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0AAJ5I1E4	ARO:3004665;	GO:0005886; GO:0042910; GO:1990961
A0AAJ5LFG3	ARO:3006890;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0AAJ5LJ24	ARO:3003018;	GO:0004146; GO:0005829; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661
A0AAJ5ZEZ4	ARO:3008386;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAJ6CQR5	ARO:3009027;	GO:0008800; GO:0030655; GO:0046677
A0AAJ6K4Q9	ARO:3002364;	GO:0008800; GO:0030655; GO:0046677
A0AAJ6MLF5	ARO:3001826;ARO:3007911;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAN0UCD5	ARO:3006362;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAN1C5H0	ARO:3002316;	GO:0008800; GO:0030655; GO:0046677
A0AAN1S040	ARO:3008199;	GO:0008800; GO:0030655; GO:0046677
A0AAN1Y4Z8	ARO:3002429;	GO:0008800; GO:0030655; GO:0046677
A0AAN4JGT6	ARO:3002857;	GO:0004146; GO:0005829; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0070401
A0AAN5S1E7	ARO:3002143;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAP2JZD6	ARO:3005009;	GO:0005886; GO:0022857; GO:1990961
A0AAP2NY21	ARO:3006133;	GO:0008800; GO:0030655; GO:0046677
A0AAP2NY38	ARO:3003676;	GO:0046677; GO:0047663
A0AAP6HH40	ARO:3007802;	GO:0008800; GO:0030655; GO:0046677
A0AAP9GSN8	ARO:3004720;	GO:0004497; GO:0005737; GO:0046677; GO:0071949
A0AAQ0EMK9	ARO:3009075;	GO:0008800; GO:0030655; GO:0046677
A0AAQ0JAX0	ARO:3005117;	GO:0046677; GO:0047663
A0AAU6PWQ8	ARO:3002247;	GO:0008800; GO:0030655; GO:0046677
A0AAU8VBD7	ARO:3005527;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0AAU9BMG0	ARO:3002169;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAV3BDF9	ARO:3002689;	GO:0008811; GO:0046677
A0AAV3JXH3	ARO:3006418;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAV3KYI8	ARO:3003070;	GO:0006508; GO:0008237; GO:0008270; GO:0071555; GO:0160237
A0AAV3KYN1	ARO:3002923;	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993; GO:0046677; GO:0071555
A0AAV4YJ33	ARO:3008390;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAV4YKQ2	ARO:3008579;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0AAW3HC34	ARO:3006248;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAW3XNP5	ARO:3006246;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAW6SAI8	ARO:3008094;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAW8UWK3	ARO:3005021;	GO:0005737; GO:0008173; GO:0030488; GO:0046677; GO:0046872; GO:0051539; GO:0070475
A0AAW8VB25	ARO:3005072;	GO:0008800; GO:0030655; GO:0046677
A0AAW8XII0	ARO:3002421;	GO:0008800; GO:0030655; GO:0046677
A0AAX0TTC0	ARO:3006419;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAX1WL46	ARO:3008373;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAX1XU25	ARO:3007836;	GO:0008800; GO:0030655; GO:0046677
A0AAX2BRK4	ARO:3001091;	GO:0003677; GO:0003700; GO:0006351; GO:0008800; GO:0030655; GO:0046677
A0AAX3AHW0	ARO:3001866;	GO:0008800; GO:0030655; GO:0046677
A0AAX3D1H9	ARO:3001899;	GO:0008800; GO:0030655; GO:0046677
A0AAX3HD63	ARO:3001037;	GO:0008800; GO:0030655; GO:0046677
A0AAX3LCC3	ARO:3007907;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AAX3MPZ5	ARO:3004597;	GO:0005886; GO:0015721; GO:0022857; GO:0046677; GO:1990961
A0AB33BPQ0	ARO:3006325;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AB33IK73	ARO:3006986;	GO:0008800; GO:0030655; GO:0046677
A0AB34D2V8	ARO:3005260;	GO:0008800; GO:0030655; GO:0046677
A0AB35J902	ARO:3003005;	GO:0008800; GO:0030655; GO:0046677
A0AB35Q5Z9	ARO:3004550;	GO:0004146; GO:0005829; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661
A0AB35XDZ2	ARO:3002195;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0AB36BL56	ARO:3002868;	GO:0004146; GO:0005829; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0070401
A0AB37ASZ9	ARO:3008989;	GO:0008800; GO:0030655; GO:0046677
A0AB37CWE1	ARO:3008044;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AB37HMR8	ARO:3004674;	GO:0000287; GO:0005737; GO:0016765; GO:0046677
A0AB37VBK9	ARO:3001066;	GO:0008800; GO:0030655; GO:0046677
A0ESE9	ARO:3002145;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0ESJ4	ARO:3006240;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0KQX4	ARO:3008720;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0SVI2	ARO:3004825;	GO:0008800; GO:0030655; GO:0046677
A0T065	ARO:3001425;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0ZX81	ARO:3001126;	GO:0008800; GO:0030655; GO:0046677
A0ZX82	ARO:3001127;	GO:0008800; GO:0030655; GO:0046677
A0ZX83	ARO:3001128;	GO:0008800; GO:0030655; GO:0046677
A0ZX85	ARO:3001130;	GO:0008800; GO:0030655; GO:0046677
A0ZX87	ARO:3001132;	GO:0008800; GO:0030655; GO:0046677
A0ZX88	ARO:3001133;	GO:0008800; GO:0030655; GO:0046677
A0ZX89	ARO:3001134;	GO:0008800; GO:0030655; GO:0046677
A0ZX90	ARO:3001135;	GO:0008800; GO:0030655; GO:0046677
A0ZX91	ARO:3001136;	GO:0008800; GO:0030655; GO:0046677
A1EGT8	ARO:3001823;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A1KQS3	ARO:3001921;	GO:0008800; GO:0030655; GO:0046677
A1YTM5	ARO:3002373;	GO:0008800; GO:0030655; GO:0046677
A1YTM6	ARO:3001025;	GO:0008800; GO:0030655; GO:0046677
A1YTM7	ARO:3001026;	GO:0008800; GO:0030655; GO:0046677
A2IC27	ARO:3002215;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A2T8L6	ARO:3002447;	GO:0008800; GO:0030655; GO:0046677
A2TJ36	ARO:3005589;	GO:0008800; GO:0030655; GO:0046677
A2TK51	ARO:3001919;	GO:0008800; GO:0030655; GO:0046677
A3F6P3	ARO:3002591;	GO:0046677; GO:0047663
A3FFR2	ARO:3001145;	GO:0008800; GO:0030655; GO:0046677
A3FFR3	ARO:3001146;	GO:0008800; GO:0030655; GO:0046677
A3FFR4	ARO:3001148;	GO:0008800; GO:0030655; GO:0046677
A3FFR5	ARO:3001147;	GO:0008800; GO:0030655; GO:0046677
A3FFR6	ARO:3001149;	GO:0008800; GO:0030655; GO:0046677
A3FFR8	ARO:3001131;	GO:0008800; GO:0030655; GO:0046677
A3FFV8	ARO:3001918;	GO:0008800; GO:0030655; GO:0046677
A3NUZ8	ARO:3002983;	GO:0005886; GO:0009636; GO:0015562; GO:0042910
A3P8T9	ARO:3001772;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A3RIC8	ARO:3002035;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A3RIY0	ARO:3002167;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A3RJX8	ARO:3002375;	GO:0008800; GO:0030655; GO:0046677
A4GRB2	ARO:3002263;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A4GRB8	ARO:3005530;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A4GRC0	ARO:3005545;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A4GRC1	ARO:3006155;	GO:0008800; GO:0030655; GO:0046677
A4IUE2	ARO:3004645;	GO:0004146; GO:0005829; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0070401
A4KCT8	ARO:3006888;	GO:0008800; GO:0030655; GO:0046677
A4L314	ARO:3006289;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A4LAC3	ARO:3001028;	GO:0008800; GO:0030655; GO:0046677
A4PIW1	ARO:3002037;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A5FE61	ARO:3000840;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A5GXS5	ARO:3001003;	GO:0008800; GO:0030655; GO:0046677
A5HJU3	ARO:3001024;	GO:0008800; GO:0030655; GO:0046677
A5HSH8	ARO:3001802;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A5JSC3	ARO:3002039;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A5JTL9	ARO:3004633;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A5Y470	ARO:3001647;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A5YW96	ARO:3005525;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A5YW97	ARO:3005526;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A6H929	ARO:3000874;	GO:0008800; GO:0030655; GO:0046677
A6N6U3	ARO:3002586;	GO:0019290; GO:0046677; GO:0047663
A6T8S6	ARO:3004583;	GO:0005886; GO:0015199; GO:0015220; GO:0015297; GO:0015606; GO:0031460; GO:1990961
A6UZY5	ARO:3006699;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A6XFB8	ARO:3001021;	GO:0008800; GO:0030655; GO:0046677
A7ISS0	ARO:3001005;	GO:0008800; GO:0030655; GO:0046677
A7L8D8	ARO:3002040;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A7L8D9	ARO:3002041;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A7LI79	ARO:3004621;	GO:0046353; GO:0046677
A7LIT2	ARO:3001151;	GO:0008800; GO:0030655; GO:0046677
A7WPA3	ARO:3002288;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A7Y409	ARO:3006290;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A7Y410	ARO:3006291;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A8BHZ3	ARO:3006928;	GO:0008800; GO:0030655; GO:0046677
A8D3A8	ARO:3001942;	GO:0008800; GO:0030655; GO:0046677
A8DS72	ARO:3001928;	GO:0008800; GO:0030655; GO:0046677
A8DZJ3	ARO:3001015;	GO:0008800; GO:0030655; GO:0046677
A8FFI9	ARO:3004759;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A8I448	ARO:3001150;	GO:0008800; GO:0030655; GO:0046677
A8IW71	ARO:3001929;	GO:0008800; GO:0030655; GO:0046677
A8QIF8	ARO:3003868;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A8QUY6	ARO:3002210;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A8R403	ARO:3000847;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A8W9A7	ARO:3001941;	GO:0008800; GO:0030655; GO:0046677
A9CSQ3	ARO:3001160;	GO:0008800; GO:0030655; GO:0046677
A9J5X3	ARO:3000886;	GO:0008800; GO:0030655; GO:0046677
A9LN39	ARO:3002927;	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993; GO:0046677; GO:0071555
A9LN40	ARO:3002938;	GO:0000155; GO:0004721; GO:0005886; GO:0016036
A9QW43	ARO:3001030;	GO:0008800; GO:0030655; GO:0046677
A9QW44	ARO:3001153;	GO:0008800; GO:0030655; GO:0046677
A9XG17	ARO:3001923;	GO:0008800; GO:0030655; GO:0046677
A9ZTC6	ARO:3001159;	GO:0008800; GO:0030655; GO:0046677
B0F9V0	ARO:3002667;	GO:0005829; GO:0008649; GO:0046677
B0FJW9	ARO:3002042;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B0FMU1	ARO:3004498;	GO:0004146; GO:0006730; GO:0009410; GO:0046654
B0FP98	ARO:3001118;	GO:0008800; GO:0030655; GO:0046677
B0ZTA3	ARO:3001930;	GO:0008800; GO:0030655; GO:0046677
B1A607	ARO:3001829;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B1P2H7	ARO:3002374;	GO:0008800; GO:0030655; GO:0046677
B1PVT1	ARO:3002043;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B1PVT2	ARO:3002044;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B1PZ94	ARO:3002186;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B1PZ95	ARO:3002036;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B1PZ96	ARO:3002038;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B1PZ97	ARO:3002051;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B2BSN6	ARO:3004450;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B2CPV4	ARO:3002216;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
B2CR57	ARO:3001947;	GO:0008800; GO:0030655; GO:0046677
B2M1S5	ARO:3006427;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B2MWW3	ARO:3006430;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B2MWW4	ARO:3003871;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B2RGD3	ARO:3004552;	GO:0004146; GO:0005829; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661
B2TTK5	ARO:3001216;	GO:0005886; GO:0022857
B3FIE3	ARO:3001609;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
B3GS81	ARO:3002317;	GO:0008800; GO:0030655; GO:0046677
B3LDH1	ARO:3002049;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B3LE88	ARO:3001937;	GO:0008800; GO:0030655; GO:0046677
B3LE90	ARO:3001938;	GO:0008800; GO:0030655; GO:0046677
B3LE91	ARO:3001939;	GO:0008800; GO:0030655; GO:0046677
B3WFR9	ARO:3005321;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
B4YAJ7	ARO:3002286;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
B5A5T0	ARO:3001029;	GO:0008800; GO:0030655; GO:0046677
B5D612	ARO:3002465;	GO:0008800; GO:0030655; GO:0046677
B5D613	ARO:3002466;	GO:0008800; GO:0030655; GO:0046677
B5D614	ARO:3002467;	GO:0008800; GO:0030655; GO:0046677
B5D615	ARO:3002468;	GO:0008800; GO:0030655; GO:0046677
B5D616	ARO:3002469;	GO:0008800; GO:0030655; GO:0046677
B5D617	ARO:3002470;	GO:0008800; GO:0030655; GO:0046677
B5D618	ARO:3002471;	GO:0008800; GO:0030655; GO:0046677
B5D619	ARO:3002428;	GO:0008800; GO:0030655; GO:0046677
B5D623	ARO:3002450;	GO:0008800; GO:0030655; GO:0046677
B5D624	ARO:3002451;	GO:0008800; GO:0030655; GO:0046677
B5D625	ARO:3002452;	GO:0008800; GO:0030655; GO:0046677
B5D626	ARO:3002453;	GO:0008800; GO:0030655; GO:0046677
B5L5U5	ARO:3002482;	GO:0008800; GO:0030655; GO:0046677
B5L5V3	ARO:3002487;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
B5L5W4	ARO:3002489;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B5XQY6	ARO:3006933;	GO:0008800; GO:0030655; GO:0046677
B6E133	ARO:3001154;	GO:0008800; GO:0030655; GO:0046677
B6E1U9	ARO:3006012;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
B6E296	ARO:3001032;	GO:0008800; GO:0030655; GO:0046677
B6E4Z3	ARO:3001423;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
B6E9R7	ARO:3001944;	GO:0008800; GO:0030655; GO:0046677
B6E9R8	ARO:3001945;	GO:0008800; GO:0030655; GO:0046677
B6E9R9	ARO:3002495;	GO:0008800; GO:0030655; GO:0046677
B6E9S0	ARO:3001946;	GO:0008800; GO:0030655; GO:0046677
B6EEK2	ARO:3001017;	GO:0008800; GO:0030655; GO:0046677
B6I9D0	ARO:3001329;	GO:0005886; GO:0022857; GO:0046677
B6V684	ARO:3002318;	GO:0008800; GO:0030655; GO:0046677
B6V6L1	ARO:3001825;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B6V6L3	ARO:3001830;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B6V6L4	ARO:3001824;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B6V743	ARO:3002184;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B6VAZ4	ARO:3002054;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B6VB30	ARO:3001033;	GO:0008800; GO:0030655; GO:0046677
B7FDD7	ARO:3001336;	GO:0008800; GO:0030655; GO:0046677
B7FDD8	ARO:3001337;	GO:0008800; GO:0030655; GO:0046677
B7FDD9	ARO:3001338;	GO:0008800; GO:0030655; GO:0046677
B7FDE0	ARO:3001155;	GO:0008800; GO:0030655; GO:0046677
B7FDE1	ARO:3001156;	GO:0008800; GO:0030655; GO:0046677
B7U670	ARO:3002055;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
B7U9E7	ARO:3002617;	GO:0005524; GO:0009012; GO:0046677; GO:0070566
B7VEQ0	ARO:3004551;	GO:0004146; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661
B7VEQ9	ARO:3002622;	GO:0005524; GO:0009012; GO:0046677; GO:0070566
B8R6A5	ARO:3009023;	GO:0008800; GO:0030655; GO:0046677
B8XGS0	ARO:3002939;	GO:0000155; GO:0005524; GO:0005886
B8XLJ7	ARO:3000926;	GO:0008800; GO:0030655; GO:0046677
B8Y897	ARO:3003110;	GO:0008811; GO:0009245; GO:0016020; GO:0046677
B8YHZ7	ARO:3002431;	GO:0008800; GO:0030655; GO:0046677
B9DR46	ARO:3001022;	GO:0008800; GO:0030655; GO:0046677
B9U2I6	ARO:3001158;	GO:0008800; GO:0030655; GO:0046677
B9UN52	ARO:3002249;	GO:0008800; GO:0030655; GO:0046677
B9VXW8	ARO:3001800;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
C0KTA5	ARO:3002319;	GO:0008800; GO:0030655; GO:0046677
C0KTK2	ARO:3002367;	GO:0008800; GO:0030655; GO:0046677
C0L620	ARO:3005612;	GO:0008800; GO:0030655; GO:0046677
C0LMI4	ARO:3003872;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C0LMI5	ARO:3003873;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C0LMI7	ARO:3003876;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C0LNZ8	ARO:3006944;	GO:0008800; GO:0030655; GO:0046677
C0LP00	ARO:3006946;	GO:0008800; GO:0030655; GO:0046677
C0LP01	ARO:3006947;	GO:0008800; GO:0030655; GO:0046677
C0LP02	ARO:3006948;	GO:0008800; GO:0030655; GO:0046677
C0LRU8	ARO:3008793;	GO:0008800; GO:0030655; GO:0046677
C0LSK2	ARO:3002433;	GO:0008800; GO:0030655; GO:0046677
C0LSK3	ARO:3002432;	GO:0008800; GO:0030655; GO:0046677
C1D5I9	ARO:3008372;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C1FTU7	ARO:3004764;	GO:0008800; GO:0030655; GO:0046677
C1J897	ARO:3009024;	GO:0008800; GO:0030655; GO:0046677
C1J899	ARO:3009025;	GO:0008800; GO:0030655; GO:0046677
C1J8A0	ARO:3009026;	GO:0008800; GO:0030655; GO:0046677
C1KAC8	ARO:3001020;	GO:0008800; GO:0030655; GO:0046677
C1KGB9	ARO:3002376;	GO:0008800; GO:0030655; GO:0046677
C3TSE3	ARO:3002934;	GO:0000155; GO:0005524; GO:0005886
C3V8R2	ARO:3001801;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
C3VMM9	ARO:3001948;	GO:0008800; GO:0030655; GO:0046677
C3VMN0	ARO:3001035;	GO:0008800; GO:0030655; GO:0046677
C4NY25	ARO:3002498;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C4NY28	ARO:3002501;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C4NY30	ARO:3002505;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C4NY31	ARO:3002506;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C4NY32	ARO:3002507;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C4NY33	ARO:3002508;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C4NY34	ARO:3002509;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C4P9N4	ARO:3001950;	GO:0008800; GO:0030655; GO:0046677
C4PE86	ARO:3001034;	GO:0008800; GO:0030655; GO:0046677
C5BSS3	ARO:3007002;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
C5HUY1	ARO:3002340;	GO:0008800; GO:0030655; GO:0046677
C5IXH9	ARO:3001949;	GO:0008800; GO:0030655; GO:0046677
C5MRF5	ARO:3001935;	GO:0008800; GO:0030655; GO:0046677
C5MRF6	ARO:3001936;	GO:0008800; GO:0030655; GO:0046677
C6JUP9	ARO:3002320;	GO:0008800; GO:0030655; GO:0046677
C6K2V5	ARO:3002188;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C6K2V6	ARO:3002185;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C6K2V7	ARO:3002189;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C6KFD9	ARO:3001799;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
C6KFE1	ARO:3002387;	GO:0008800; GO:0030655; GO:0046677
C7FE02	ARO:3002086;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C7FE03	ARO:3001974;	GO:0008800; GO:0030655; GO:0046677
C8BX39	ARO:3001925;	GO:0008800; GO:0030655; GO:0046677
C8C0D8	ARO:3003097;	GO:0008800; GO:0030655; GO:0046677
C8C0Q2	ARO:3002117;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C8C169	ARO:3005266;	GO:0008800; GO:0030655; GO:0046677
C8CE56	ARO:3001170;	GO:0008800; GO:0030655; GO:0046677
C8CE57	ARO:3001171;	GO:0008800; GO:0030655; GO:0046677
C8CE58	ARO:3001172;	GO:0008800; GO:0030655; GO:0046677
C8CE59	ARO:3001173;	GO:0008800; GO:0030655; GO:0046677
C8CE60	ARO:3001174;	GO:0008800; GO:0030655; GO:0046677
C8CHH7	ARO:3002060;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
C8ZLL4	ARO:3002341;	GO:0008800; GO:0030655; GO:0046677
D0CC38	ARO:3006332;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D0EJY2	ARO:3005132;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D0EJY4	ARO:3006506;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D0EJY5	ARO:3005127;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D0EJY6	ARO:3006527;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D0EJY7	ARO:3006538;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D0EJY8	ARO:3006549;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D0ES28	ARO:3001951;	GO:0008800; GO:0030655; GO:0046677
D0QXI5	ARO:3004547;	GO:0004146; GO:0005829; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661
D0V475	ARO:3001860;	GO:0008800; GO:0030655; GO:0046677
D1MAH3	ARO:3001952;	GO:0008800; GO:0030655; GO:0046677
D1MIX9	ARO:3002342;	GO:0008800; GO:0030655; GO:0046677
D2D0D5	ARO:3007007;	GO:0008800; GO:0030655; GO:0046677
D2D0D6	ARO:3007001;	GO:0008800; GO:0030655; GO:0046677
D2D9J0	ARO:3002289;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
D2K7N9	ARO:3002264;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
D2K7P0	ARO:3002265;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
D2KCJ9	ARO:3002266;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
D2KFE7	ARO:3002344;	GO:0008800; GO:0030655; GO:0046677
D2KL97	ARO:3001963;	GO:0008800; GO:0030655; GO:0046677
D2KYV7	ARO:3001168;	GO:0008800; GO:0030655; GO:0046677
