# UniProt allergen registry (keyword KW-0020, reviewed); release 2026_02; query: keyword:KW-0020 AND reviewed:true
who_iuis_name	allergen_molecule	accession	species_code	gene	organism	taxon_id	fetch_command
Cup s 7	Cup s 7	C0HLQ2	CUPSE		Cupressus sempervirens (Italian cypress)	13469	uv run ai-gene-review fetch-gene CUPSE C0HLQ2 -u C0HLQ2
Cup s 7	Cup s 7	C0HLL6	CUPSE		Cupressus sempervirens (Italian cypress)	13469	uv run ai-gene-review fetch-gene CUPSE C0HLL6 -u C0HLL6
Cyn d 1	Cyn d 1	O04701	CYNDA	CYND1	Cynodon dactylon (Bermuda grass) (Panicum dactylon)	28909	uv run ai-gene-review fetch-gene CYNDA CYND1 -u O04701
Cyn d 12	Cyn d 12	O04725	CYNDA	PRO1; PRO2	Cynodon dactylon (Bermuda grass) (Panicum dactylon)	28909	uv run ai-gene-review fetch-gene CYNDA PRO1; PRO2 -u O04725
Cyn d 4	Cyn d 4	Q5QJ60	CYNDA		Cynodon dactylon (Bermuda grass) (Panicum dactylon)	28909	uv run ai-gene-review fetch-gene CYNDA Q5QJ60 -u Q5QJ60
Cyn d 7	Cyn d 7	P94092	CYNDA		Cynodon dactylon (Bermuda grass) (Panicum dactylon)	28909	uv run ai-gene-review fetch-gene CYNDA P94092 -u P94092
Dac g 2	Dac g 2	Q41183	DACGL		Dactylis glomerata (Orchard grass) (Cock's-foot grass)	4509	uv run ai-gene-review fetch-gene DACGL Q41183 -u Q41183
Dac g 3	Dac g 3	P93124	DACGL		Dactylis glomerata (Orchard grass) (Cock's-foot grass)	4509	uv run ai-gene-review fetch-gene DACGL P93124 -u P93124
Dac g 4	Dac g 4	P82946	DACGL		Dactylis glomerata (Orchard grass) (Cock's-foot grass)	4509	uv run ai-gene-review fetch-gene DACGL P82946 -u P82946
Dau c 1	Dau c 1	O04298	DAUCA		Daucus carota (Wild carrot)	4039	uv run ai-gene-review fetch-gene DAUCA O04298 -u O04298
Dau c 1.0301	Dau c 1	D9ZHN9	DAUCA		Daucus carota (Wild carrot)	4039	uv run ai-gene-review fetch-gene DAUCA D9ZHN9 -u D9ZHN9
Dau c 4	Dau c 4	Q8SAE6	DAUCA		Daucus carota (Wild carrot)	4039	uv run ai-gene-review fetch-gene DAUCA Q8SAE6 -u Q8SAE6
Dau c 1.0401	Dau c 1	A0A161X1M2	DAUCS		Daucus carota subsp. sativus (Carrot)	79200	uv run ai-gene-review fetch-gene DAUCS A0A161X1M2 -u A0A161X1M2
Der f 1	Der f 1	P16311	DERFA	DERF1	Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA DERF1 -u P16311
Der f 10	Der f 10	Q23939	DERFA		Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA Q23939 -u Q23939
Der f 11	Der f 11	Q967Z0	DERFA		Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA Q967Z0 -u Q967Z0
Der f 14	Der f 14	P39673	DERFA	MAG	Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA MAG -u P39673
Der f 18.0101	Der f 18	Q86R84	DERFA		Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA Q86R84 -u Q86R84
Der f 2	Der f 2	Q00855	DERFA	DERF2	Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA DERF2 -u Q00855
Der f 21.0101	Der f 21	B2GM84	DERFA		Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA B2GM84 -u B2GM84
Der f 24	Der f 24	L7UZ85	DERFA		Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA L7UZ85 -u L7UZ85
Der f 24.0101	Der f 24	M9RZ95	DERFA		Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA M9RZ95 -u M9RZ95
Der f 3	Der f 3	P49275	DERFA	DERF3	Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA DERF3 -u P49275
Der f 34.0101	Der f 34	A0A1J1DL12	DERFA	MAG133	Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA MAG133 -u A0A1J1DL12
Der f 6	Der f 6	P49276	DERFA	DERF6	Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA DERF6 -u P49276
Der f 7	Der f 7	Q26456	DERFA	DERF7	Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA DERF7 -u Q26456
		P39674	DERFA	MAG29	Dermatophagoides farinae (American house dust mite)	6954	uv run ai-gene-review fetch-gene DERFA MAG29 -u P39674
Der m 1	Der m 1	P16312	DERMI	DERM1	Dermatophagoides microceras (House dust mite)	6955	uv run ai-gene-review fetch-gene DERMI DERM1 -u P16312
Der p 1	Der p 1	P08176	DERPT	DERP1	Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT DERP1 -u P08176
Der p 10	Der p 10	O18416	DERPT		Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT O18416 -u O18416
Der p 18.0101	Der p 18	Q4JK71	DERPT		Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT Q4JK71 -u Q4JK71
Der p 2	Der p 2	P49278	DERPT	DERP2	Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT DERP2 -u P49278
Der p 21.0101	Der p 21	Q2L7C5	DERPT		Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT Q2L7C5 -u Q2L7C5
Der p 23	Der p 23	L7N6F8	DERPT		Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT L7N6F8 -u L7N6F8
Der p 24.0101	Der p 24	A0A0K2GUJ4	DERPT		Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT A0A0K2GUJ4 -u A0A0K2GUJ4
Der p 3	Der p 3	P39675	DERPT	DERP3	Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT DERP3 -u P39675
Der p 4.0101	Der p 4	P49274	DERPT		Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT P49274 -u P49274
Der p 5	Der p 5	P14004	DERPT	DERP5	Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT DERP5 -u P14004
Der p 6	Der p 6	P49277	DERPT	DERP6	Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT DERP6 -u P49277
Der p 7	Der p 7	P49273	DERPT	DERP7	Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT DERP7 -u P49273
Der p 8	Der p 8	P46419	DERPT		Dermatophagoides pteronyssinus (European house dust mite)	6956	uv run ai-gene-review fetch-gene DERPT P46419 -u P46419
Dia c RIP	Dia c RIP	P24476	DIACA		Dianthus caryophyllus (Carnation) (Clove pink)	3570	uv run ai-gene-review fetch-gene DIACA P24476 -u P24476
		Q24702	DICVI	DVA-1	Dictyocaulus viviparus (Bovine lungworm)	29172	uv run ai-gene-review fetch-gene DICVI DVA-1 -u Q24702
		P0DSI2	DINQU		Dinoponera quadriceps (South American ant)	609295	uv run ai-gene-review fetch-gene DINQU P0DSI2 -u P0DSI2
		P0DSI3	DINQU		Dinoponera quadriceps (South American ant)	609295	uv run ai-gene-review fetch-gene DINQU P0DSI3 -u P0DSI3
		A7MAQ2	DIOJA	dioA3	Dioscorea japonica (Japanese yam)	4673	uv run ai-gene-review fetch-gene DIOJA dioA3 -u A7MAQ2
Dio p TSP	Dio p TSP	Q75N34	DIOPO	DB3S	Dioscorea polystachya (Chinese yam)	55575	uv run ai-gene-review fetch-gene DIOPO DB3S -u Q75N34
Dol a 5	Dol a 5	Q05108	DOLAR		Dolichovespula arenaria (Yellow hornet) (Aerial yellowjacket)	7442	uv run ai-gene-review fetch-gene DOLAR Q05108 -u Q05108
Dol m 1	Dol m 1	P53357	DOLMA		Dolichovespula maculata (Bald-faced hornet) (Vespula maculata)	7441	uv run ai-gene-review fetch-gene DOLMA P53357 -u P53357
Dol m 1	Dol m 1	Q06478	DOLMA		Dolichovespula maculata (Bald-faced hornet) (Vespula maculata)	7441	uv run ai-gene-review fetch-gene DOLMA Q06478 -u Q06478
Dol m 2	Dol m 2	P49371	DOLMA		Dolichovespula maculata (Bald-faced hornet) (Vespula maculata)	7441	uv run ai-gene-review fetch-gene DOLMA P49371 -u P49371
Dol m 5.01	Dol m 5	P10736	DOLMA		Dolichovespula maculata (Bald-faced hornet) (Vespula maculata)	7441	uv run ai-gene-review fetch-gene DOLMA P10736 -u P10736
Dol m 5.02	Dol m 5	P10737	DOLMA		Dolichovespula maculata (Bald-faced hornet) (Vespula maculata)	7441	uv run ai-gene-review fetch-gene DOLMA P10737 -u P10737
Epi p 1	Epi p 1	P83340	EPING		Epicoccum nigrum (Soil fungus) (Epicoccum purpurascens)	105696	uv run ai-gene-review fetch-gene EPING P83340 -u P83340
Equ c 1	Equ c 1	Q95182	HORSE		Equus caballus (Horse)	9796	uv run ai-gene-review fetch-gene HORSE Q95182 -u Q95182
Equ c 2.0101	Equ c 2	P81216	HORSE		Equus caballus (Horse)	9796	uv run ai-gene-review fetch-gene HORSE P81216 -u P81216
Equ c 2.0102	Equ c 2	P81217	HORSE		Equus caballus (Horse)	9796	uv run ai-gene-review fetch-gene HORSE P81217 -u P81217
Equ c 3	Equ c 3	P35747	HORSE	ALB	Equus caballus (Horse)	9796	uv run ai-gene-review fetch-gene HORSE ALB -u P35747
Equ c 4	Equ c 4	P82615	HORSE	LATH	Equus caballus (Horse)	9796	uv run ai-gene-review fetch-gene HORSE LATH -u P82615
Eri s 1.0101	Eri s 1	A4URH3	ERISI		Eriocheir sinensis (Chinese mitten crab)	95602	uv run ai-gene-review fetch-gene ERISI A4URH3 -u A4URH3
Eur m 1	Eur m 1	P25780	EURMA	EURM1	Euroglyphus maynei (Mayne's house dust mite)	6958	uv run ai-gene-review fetch-gene EURMA EURM1 -u P25780
Eur m 2	Eur m 2	Q9TZZ2	EURMA	EURM2	Euroglyphus maynei (Mayne's house dust mite)	6958	uv run ai-gene-review fetch-gene EURMA EURM2 -u Q9TZZ2
Eur m 3	Eur m 3	O97370	EURMA	EURM3	Euroglyphus maynei (Mayne's house dust mite)	6958	uv run ai-gene-review fetch-gene EURMA EURM3 -u O97370
Fag e 1	Fag e 1	Q9XFM4	FAGES	FAGAG1	Fagopyrum esculentum (Common buckwheat) (Polygonum fagopyrum)	3617	uv run ai-gene-review fetch-gene FAGES FAGAG1 -u Q9XFM4
Fag e 2.0101	Fag e 2	Q2PS07	FAGES		Fagopyrum esculentum (Common buckwheat) (Polygonum fagopyrum)	3617	uv run ai-gene-review fetch-gene FAGES Q2PS07 -u Q2PS07
Fag t 1	Fag t 1	A9NJG2	FAGTA		Fagopyrum tataricum (Tartarian buckwheat) (Polygonum tataricum)	62330	uv run ai-gene-review fetch-gene FAGTA A9NJG2 -u A9NJG2
Fag t 2.0101	Fag t 2	E9NX73	FAGTA		Fagopyrum tataricum (Tartarian buckwheat) (Polygonum tataricum)	62330	uv run ai-gene-review fetch-gene FAGTA E9NX73 -u E9NX73
Foe v 1	Foe v 1	C0HJB6	FOEVU		Foeniculum vulgare (Fennel) (Foeniculum officinale)	2849586	uv run ai-gene-review fetch-gene FOEVU C0HJB6 -u C0HJB6
Foe v 3	Foe v 3	B3EWP9	FOEVU		Foeniculum vulgare (Fennel) (Foeniculum officinale)	2849586	uv run ai-gene-review fetch-gene FOEVU B3EWP9 -u B3EWP9
Fra a 1	Fra a 1	Q256S2	FRAAN	FRAA1E.1	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN FRAA1E.1 -u Q256S2
Fra a 1	Fra a 1	D0E0C7	FRAAN	FRAA3	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN FRAA3 -u D0E0C7
Fra a 1	Fra a 1	A0A024B2V6	FRAAN	Fra a 1.08	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN Fra a 1.08 -u A0A024B2V6
Fra a 1	Fra a 1	A0A024B3D0	FRAAN	Fra a 1.04	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN Fra a 1.04 -u A0A024B3D0
Fra a 1	Fra a 1	D0E0C6	FRAAN	FRAA2	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN FRAA2 -u D0E0C6
Fra a 1	Fra a 1	A0A024B3G5	FRAAN	Fra a 1.06	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN Fra a 1.06 -u A0A024B3G5
Fra a 1	Fra a 1	A0A024B404	FRAAN	Fra a 1.05	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN Fra a 1.05 -u A0A024B404
Fra a 1	Fra a 1	A0A024B4E4	FRAAN	Fra a 1.07	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN Fra a 1.07 -u A0A024B4E4
Fra a 1	Fra a 1	Q5ULZ4	FRAAN	FRAA1A.1	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN FRAA1A.1 -u Q5ULZ4
Fra a 1	Fra a 1	Q256S7	FRAAN	FRAA1B.1	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN FRAA1B.1 -u Q256S7
Fra a 1	Fra a 1	Q256S4	FRAAN	FRAA1C	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN FRAA1C -u Q256S4
Fra a 1	Fra a 1	Q256S6	FRAAN	FRAA1D	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN FRAA1D -u Q256S6
Fra a 4	Fra a 4	P0C0Y3	FRAAN		Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747	uv run ai-gene-review fetch-gene FRAAN P0C0Y3 -u P0C0Y3
Fus c 1	Fus c 1	Q8TFM9	FUSCU		Fusarium culmorum	5516	uv run ai-gene-review fetch-gene FUSCU Q8TFM9 -u Q8TFM9
Fus c 2	Fus c 2	Q8TFM8	FUSCU		Fusarium culmorum	5516	uv run ai-gene-review fetch-gene FUSCU Q8TFM8 -u Q8TFM8
Fus c 3	Fus c 3	Q8J1X7	FUSCU		Fusarium culmorum	5516	uv run ai-gene-review fetch-gene FUSCU Q8J1X7 -u Q8J1X7
Fus s 1	Fus s 1	P81010	FUSVN		Fusarium vanettenii (Neocosmospora pisi)	2747968	uv run ai-gene-review fetch-gene FUSVN P81010 -u P81010
The c 1	The c 1	Q90YK7	GADCH		Gadus chalcogrammus (Alaska pollock) (Theragra chalcogramma)	1042646	uv run ai-gene-review fetch-gene GADCH Q90YK7 -u Q90YK7
The c 1	The c 1	Q90YK8	GADCH		Gadus chalcogrammus (Alaska pollock) (Theragra chalcogramma)	1042646	uv run ai-gene-review fetch-gene GADCH Q90YK8 -u Q90YK8
Gad m 1.0201	Gad m 1	Q90YK9	GADMO	pvalb2	Gadus morhua (Atlantic cod)	8049	uv run ai-gene-review fetch-gene GADMO pvalb2 -u Q90YK9
Gad m 2.0101	Gad m 2	B3A0L6	GADMO	ENO3	Gadus morhua (Atlantic cod)	8049	uv run ai-gene-review fetch-gene GADMO ENO3 -u B3A0L6
Gad m 3.0101	Gad m 3	P86980	GADMO	ALDOA	Gadus morhua (Atlantic cod)	8049	uv run ai-gene-review fetch-gene GADMO ALDOA -u P86980
Gad c 1.0101	Gad c 1	P02622	GADMC		Gadus morhua subsp. callarias (Baltic cod) (Gadus callarias)	8053	uv run ai-gene-review fetch-gene GADMC P02622 -u P02622
Gal d 1	Gal d 1	P01005	CHICK		Gallus gallus (Chicken)	9031	uv run ai-gene-review fetch-gene CHICK P01005 -u P01005
Gal d 2	Gal d 2	P01012	CHICK	SERPINB14	Gallus gallus (Chicken)	9031	uv run ai-gene-review fetch-gene CHICK SERPINB14 -u P01012
Gal d 3	Gal d 3	P02789	CHICK		Gallus gallus (Chicken)	9031	uv run ai-gene-review fetch-gene CHICK P02789 -u P02789
Gal d 4	Gal d 4	P00698	CHICK	LYZ	Gallus gallus (Chicken)	9031	uv run ai-gene-review fetch-gene CHICK LYZ -u P00698
Gal d 5	Gal d 5	P19121	CHICK	ALB	Gallus gallus (Chicken)	9031	uv run ai-gene-review fetch-gene CHICK ALB -u P19121
Gal d OIH	Gal d OIH	P10184	CHICK	SPINK5	Gallus gallus (Chicken)	9031	uv run ai-gene-review fetch-gene CHICK SPINK5 -u P10184
		P87498	CHICK	VTG1	Gallus gallus (Chicken)	9031	uv run ai-gene-review fetch-gene CHICK VTG1 -u P87498
Fus p 4.0101	Fus p 4	A0A075DVI9	GIBIN		Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)	948311	uv run ai-gene-review fetch-gene GIBIN A0A075DVI9 -u A0A075DVI9
Gly m 1	Gly m 1	P24337	SOYBN		Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN P24337 -u P24337
Gly m 3.0101	Gly m 3	O65809	SOYBN	PRO1	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN PRO1 -u O65809
Gly m 3.0102	Gly m 3	O65810	SOYBN	PRO2	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN PRO2 -u O65810
Gly m 4	Gly m 4	P26987	SOYBN	PR-10	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN PR-10 -u P26987
Gly m 5	Gly m 5	P11827	SOYBN	CG-1	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN CG-1 -u P11827
Gly m 5	Gly m 5	P25974	SOYBN	CG-4	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN CG-4 -u P25974
Gly m 5	Gly m 5	P0DO16	SOYBN	CG-3	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN CG-3 -u P0DO16
Gly m 5	Gly m 5	P0DO15	SOYBN	CG-2	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN CG-2 -u P0DO15
Gly m 5	Gly m 5	F7J077	SOYBN	CG-4	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN CG-4 -u F7J077
Gly m 50kD	Gly m 50kD	P82947	SOYBN		Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN P82947 -u P82947
Gly m 6	Gly m 6	P02858	SOYBN	GY4	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN GY4 -u P02858
Gly m 6	Gly m 6	P04347	SOYBN	GY5	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN GY5 -u P04347
Gly m 6	Gly m 6	P04776	SOYBN	GY1	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN GY1 -u P04776
Gly m 6	Gly m 6	P11828	SOYBN	GY3	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN GY3 -u P11828
Gly m 6	Gly m 6	P04405	SOYBN	GY2	Glycine max (Soybean) (Glycine hispida)	3847	uv run ai-gene-review fetch-gene SOYBN GY2 -u P04405
Gly d 2.01	Gly d 2	Q9U5P7	GLYDO		Glycyphagus domesticus (House itch mite) (Acarus domesticus)	105145	uv run ai-gene-review fetch-gene GLYDO Q9U5P7 -u Q9U5P7
Gly d 2.02	Gly d 2	Q9NFQ4	GLYDO		Glycyphagus domesticus (House itch mite) (Acarus domesticus)	105145	uv run ai-gene-review fetch-gene GLYDO Q9NFQ4 -u Q9NFQ4
Hal d 1	Hal d 1	Q9GZ71	HALDV		Haliotis diversicolor (Abalone) (Sulculus diversicolor)	36095	uv run ai-gene-review fetch-gene HALDV Q9GZ71 -u Q9GZ71
Hel a 2	Hel a 2	O81982	HELAN		Helianthus annuus (Common sunflower)	4232	uv run ai-gene-review fetch-gene HELAN O81982 -u O81982
Cup a 1	Cup a 1	Q9SCG9	HESAR		Hesperocyparis arizonica (Arizona cypress) (Cupressus arizonica)	49011	uv run ai-gene-review fetch-gene HESAR Q9SCG9 -u Q9SCG9
Cup a 3	Cup a 3	Q9FY35	HESAR		Hesperocyparis arizonica (Arizona cypress) (Cupressus arizonica)	49011	uv run ai-gene-review fetch-gene HESAR Q9FY35 -u Q9FY35
Cup a 4	Cup a 4	A0T2M3	HESAR		Hesperocyparis arizonica (Arizona cypress) (Cupressus arizonica)	49011	uv run ai-gene-review fetch-gene HESAR A0T2M3 -u A0T2M3
Hev b 1	Hev b 1	P15252	HEVBR		Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR P15252 -u P15252
Hev b 11	Hev b 11	Q949H3	HEVBR	CHI-L1	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR CHI-L1 -u Q949H3
Hev b 11	Hev b 11	W0IWL0	HEVBR	CHI-L2	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR CHI-L2 -u W0IWL0
Hev b 11	Hev b 11	Q8GUD7	HEVBR	LACIC	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR LACIC -u Q8GUD7
Hev b 13	Hev b 13	Q7Y1X1	HEVBR		Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR Q7Y1X1 -u Q7Y1X1
Hev b 2	Hev b 2	P52407	HEVBR	HGN1	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR HGN1 -u P52407
Hev b 3	Hev b 3	O82803	HEVBR	SRPP	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR SRPP -u O82803
Hev b 5	Hev b 5	Q39967	HEVBR		Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR Q39967 -u Q39967
Hev b 8.0101	Hev b 8	O65812	HEVBR		Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR O65812 -u O65812
Hev b 8.0102	Hev b 8	Q9STB6	HEVBR	PRO2	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR PRO2 -u Q9STB6
Hev b 8.0201	Hev b 8	Q9M7N0	HEVBR		Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR Q9M7N0 -u Q9M7N0
Hev b 8.0202	Hev b 8	Q9M7M9	HEVBR		Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR Q9M7M9 -u Q9M7M9
Hev b 8.0203	Hev b 8	Q9M7M8	HEVBR		Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR Q9M7M8 -u Q9M7M8
Hev b 8.0204	Hev b 8	Q9LEI8	HEVBR		Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR Q9LEI8 -u Q9LEI8
Hev b 9	Hev b 9	Q9LEI9	HEVBR	ENO2	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR ENO2 -u Q9LEI9
Hev b 9	Hev b 9	Q9LEJ0	HEVBR	ENO1	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR ENO1 -u Q9LEJ0
		P02877	HEVBR	HEV1	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	uv run ai-gene-review fetch-gene HEVBR HEV1 -u P02877
Hol l 1	Hol l 1	P43216	HOLLA		Holcus lanatus (Yorkshire-fog) (Nothoholcus lanatus)	29679	uv run ai-gene-review fetch-gene HOLLA P43216 -u P43216
Hom a 1	Hom a 1	O44119	HOMAM	TM1	Homarus americanus (American lobster)	6706	uv run ai-gene-review fetch-gene HOMAM TM1 -u O44119
Hom s 1	Hom s 1	O43290	HUMAN	SART1	Homo sapiens (Human)	9606	uv run ai-gene-review fetch-gene HUMAN SART1 -u O43290
Hom s 2	Hom s 2	Q13765	HUMAN	NACA	Homo sapiens (Human)	9606	uv run ai-gene-review fetch-gene HUMAN NACA -u Q13765
Hom s 3	Hom s 3	Q9BQE9	HUMAN	BCL7B	Homo sapiens (Human)	9606	uv run ai-gene-review fetch-gene HUMAN BCL7B -u Q9BQE9
Hom s 4	Hom s 4	Q9BPX6	HUMAN	MICU1	Homo sapiens (Human)	9606	uv run ai-gene-review fetch-gene HUMAN MICU1 -u Q9BPX6
Hom s 5	Hom s 5	P02538	HUMAN	KRT6A	Homo sapiens (Human)	9606	uv run ai-gene-review fetch-gene HUMAN KRT6A -u P02538
Hor v 1	Hor v 1	P16968	HORVU	IAM1	Hordeum vulgare (Barley)	4513	uv run ai-gene-review fetch-gene HORVU IAM1 -u P16968
		P32936	HORVU	IAT2	Hordeum vulgare (Barley)	4513	uv run ai-gene-review fetch-gene HORVU IAT2 -u P32936
Tria p 1	Tria p 1	Q9U6R6	HOSPR		Hospesneotomae protracta (Western bloodsucking conenose) (Triatoma protracta)	72493	uv run ai-gene-review fetch-gene HOSPR Q9U6R6 -u Q9U6R6
Hum j 3	Hum j 3	I1SKR9	HUMJA		Humulus japonicus (Japanese hop)	3485	uv run ai-gene-review fetch-gene HUMJA I1SKR9 -u I1SKR9
Jug n 4	Jug n 4	A0A1L6K371	JUGNI		Juglans nigra (Black walnut) (Wallia nigra)	16719	uv run ai-gene-review fetch-gene JUGNI A0A1L6K371 -u A0A1L6K371
Jug r 1.0101	Jug r 1	P93198	JUGRE		Juglans regia (English walnut)	51240	uv run ai-gene-review fetch-gene JUGRE P93198 -u P93198
Jug r 2.0101	Jug r 2	Q9SEW4	JUGRE		Juglans regia (English walnut)	51240	uv run ai-gene-review fetch-gene JUGRE Q9SEW4 -u Q9SEW4
Jug r 4	Jug r 4	Q2TPW5	JUGRE		Juglans regia (English walnut)	51240	uv run ai-gene-review fetch-gene JUGRE Q2TPW5 -u Q2TPW5
Jug r 6.0101	Jug r 6	A0A2I4E5L6	JUGRE	LOC108986502	Juglans regia (English walnut)	51240	uv run ai-gene-review fetch-gene JUGRE LOC108986502 -u A0A2I4E5L6
