action	gp2term	notes	assigned_by	bioentity	bioentity_label	reference	qualifier	existing_gp2term	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
NEEDS_REVIEW	involved_in	"Human FAM91A1, subunit of the WDR11 tethering complex. PMID:29426865 shows FAM91A1 is essential for WDR11 complex integrity: ""disrupting FAM91A1 affected the stability of both WDR11 and C17orf75."" FAM91A1 loss prevents TBC1D23 from being redistributed onto vesicles (Fig. 8c). FAM91A1 is the most critical structural subunit for complex assembly but, like WDR11 and C17orf75, acts upstream of the direct TBC1D23-golgin bridging event. The BP annotation to vesicle tethering to Golgi is supported. Whether GO:7770062 MF is appropriate for FAM91A1 vs. TBC1D23 (the bridging factor) needs expert review. IDA evidence."	UniProt	UniProtKB:Q658Y4	FAM91A1	PMID:29426865		involved_in	GO:0099041	vesicle tethering to Golgi	IDA		UniProtKB:Q658Y4	PANTHER:PTHR28441	20180816		NCBITaxon:9606
NEEDS_REVIEW	involved_in	"Human STARD3, a late endosomal cholesterol transfer protein. PMID:28377464 shows STARD3 ""creates endoplasmic reticulum (ER)-endosome contact sites"" and transports cholesterol from ER to endosomes. The paper focuses on ER-endosome membrane contact sites (MCS) mediated by STARD3's FFAT motif binding to ER-VAP proteins. However, STARD3 functions at organelle-organelle contact sites (MCS), not vesicle-to-organelle tethering as implied by GO:0099044 ""vesicle tethering to endoplasmic reticulum."" STARD3's primary MF is cholesterol lipid transfer. The ""tethering"" is organelle apposition at MCS, which may be distinct from canonical vesicle tethering. EXP evidence. Consider whether BP term should be replaced with a term for ""membrane contact site formation"" or ""lipid transfer at membrane contact site."" Do NOT reannotate to GO:7770062 (which is specifically for vesicle-to-membrane bridging prior to fusion)."	UOS_MCB	UniProtKB:Q14849	STARD3	PMID:28377464		involved_in	GO:0099044	vesicle tethering to endoplasmic reticulum	EXP		UniProtKB:Q14849	PANTHER:PTHR46121	20250826		NCBITaxon:9606
NEEDS_REVIEW	involved_in	"Human STARD3, a late endosomal cholesterol transfer protein. PMID:24105263 shows ""STARD3 or STARD3NL and VAP form a novel molecular tether between late endosomes and the ER"" - an organelle-organelle tether (MCS), not a vesicle tethering factor. The paper explicitly characterizes this as inter-organellar contact via FFAT-VAP interaction. This is membrane contact site (MCS) formation, not vesicle tethering in the sense of GO:0099044 or GO:7770062. The annotation to GO:0099044 ""vesicle tethering to endoplasmic reticulum"" is a misclassification; late endosomes are organelles not vesicles in this context. STARD3 primarily functions as a lipid transfer protein (sterol transport). Consider replacing with a term for ""ER-endosome membrane contact site formation."" Do NOT reannotate to GO:7770062."	UniProt	UniProtKB:Q14849	STARD3	PMID:24105263		involved_in	GO:0099044	vesicle tethering to endoplasmic reticulum	IDA		UniProtKB:Q14849	PANTHER:PTHR46121	20170530		NCBITaxon:9606
NEEDS_REVIEW	involved_in	"Human STARD3NL (STARD3 N-terminal like), a late endosomal protein. PMID:24105263 shows STARD3NL, like STARD3, forms ER-endosome membrane contact sites via FFAT-VAP interactions. This is organelle-organelle tethering at MCS, not classical vesicle tethering. The primary function is likely MCS formation enabling lipid exchange, not vesicle-to-membrane bridging prior to fusion. The annotation to GO:0099044 ""vesicle tethering to endoplasmic reticulum"" is a misclassification; late endosomes are organelles not transport vesicles. Do NOT reannotate to GO:7770062. Consider a term for ""ER-endosome contact site formation."""	UniProt	UniProtKB:O95772	STARD3NL	PMID:24105263		involved_in	GO:0099044	vesicle tethering to endoplasmic reticulum	IDA		UniProtKB:O95772	PANTHER:PTHR46121	20170530		NCBITaxon:9606
NEEDS_REVIEW	involved_in	"Human STARD3, a late endosomal cholesterol transfer protein. PMID:28377464 shows STARD3 creates ER-endosome contact sites for cholesterol transport, not classical vesicle tethering. See notes for row 118 above (same protein, same paper, IDA evidence code). Do NOT reannotate to GO:7770062. Consider replacement with a term for ""ER-endosome membrane contact site formation"" or ""lipid transfer at membrane contact site."""	UniProt	UniProtKB:Q14849	STARD3	PMID:28377464		involved_in	GO:0099044	vesicle tethering to endoplasmic reticulum	IDA		UniProtKB:Q14849	PANTHER:PTHR46121	20170530		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Drosophila brp (Bruchpilot), the ELKS/CAST homolog and active zone T-bar scaffold. PMID:20980589 directly demonstrates that the brpnude allele (lacking C-terminal 17 amino acids) results in active zones ""entirely bare of synaptic vesicles,"" causally linking the Brp C-terminus to synaptic vesicle tethering at the active zone cytomatrix. IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	FlyBase	FB:FBgn0259246	brp	PMID:20980589		involved_in	GO:0099069	synaptic vesicle tethering involved in synaptic vesicle exocytosis	IDA		FB:FBgn0259246	PANTHER:PTHR18861	20250609		NCBITaxon:7227
REANNOTATE GO:0016082 synaptic vesicle priming	involved_in	"Drosophila unc-13 (Munc13 homolog), a vesicle priming factor. PMID:27526206 focuses on Unc-13 isoforms and Ca2+ channel-vesicle coupling at active zones; it studies positioning of vesicles in proximity to Ca2+ channels but this is primarily a priming function, not the initial membrane tethering step. Munc13/UNC-13 is the canonical vesicle priming factor (SNARE complex assembly catalyst), functionally distinct from tethering factors. The existing annotation to GO:0099069 (synaptic vesicle tethering involved in exocytosis) as a BP term with IMP evidence may be defensible if unc-13 mutants show reduced numbers of tethered SVs, but the molecular function of Unc-13 is priming, not membrane bridging. Do NOT reannotate to GO:7770062 MF. Consider a replacement BP term such as ""synaptic vesicle priming"" or ""regulation of neurotransmitter secretion."""	FlyBase	FB:FBgn0025726	unc-13	PMID:27526206		involved_in	GO:0099069	synaptic vesicle tethering involved in synaptic vesicle exocytosis	IMP		FB:FBgn0025726	PANTHER:PTHR10480	20180426		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Mouse Cplx3 (Complexin-3), a SNARE regulator. PMID:30782781 shows ""Complexin cooperates with Bruchpilot to tether synaptic vesicles to the active zone cytomatrix"" in Drosophila, and ""analyzing SV tethering to active zone ribbons of cpx3 knockout mice supports an evolutionarily conserved role of Cpx upstream of SNARE complex assembly."" The paper directly demonstrates IMP evidence that Cplx3 knockout mice show reduced SV tethering. Reannotate to GO:7770062 vesicle membrane tethering activity (MF) based on direct evidence that Complexin (including mouse Cplx3) participates in SV tethering at the active zone."	UniProt	MGI:MGI:2384571	Cplx3	PMID:30782781		involved_in	GO:0099069	synaptic vesicle tethering involved in synaptic vesicle exocytosis	IMP		MGI:MGI:2384571	PANTHER:PTHR16705	20250616		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Drosophila cpx (Complexin), a SNARE regulator. PMID:30782781 directly demonstrates ""Complexin cooperates with Bruchpilot to tether synaptic vesicles to the active zone cytomatrix."" ""Both proteins promote SV recruitment to the Drosophila CAZ."" The paper provides IMP evidence (cpx mutant loss of SV tethering). Reannotate to GO:7770062 vesicle membrane tethering activity (MF) based on direct evidence of SV tethering function of Complexin at the active zone."	UniProt	FB:FBgn0041605	cpx	PMID:30782781		involved_in	GO:0099069	synaptic vesicle tethering involved in synaptic vesicle exocytosis	IMP		FB:FBgn0041605	PANTHER:PTHR16705	20250616		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Drosophila brp (Bruchpilot), the active zone scaffold. PMID:30782781 demonstrates brp C-terminus cooperates with Complexin to tether synaptic vesicles to the active zone cytomatrix; ""both proteins promote SV recruitment to the Drosophila CAZ."" IMP evidence confirms tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	UniProt	FB:FBgn0259246	brp	PMID:30782781		involved_in	GO:0099069	synaptic vesicle tethering involved in synaptic vesicle exocytosis	IMP		FB:FBgn0259246	PANTHER:PTHR18861	20250616		NCBITaxon:7227
