gene_symbol	status	source_set	reason	note_path	dossier_path	section_path	deep_research_file_count
GTPBP6	written	phase1_dossier		genes/human/GTPBP6/GTPBP6-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/GTPBP6.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/GTPBP6.md	0
HBS1L	written	phase1_dossier		genes/human/HBS1L/HBS1L-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/HBS1L.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/HBS1L.md	0
HSPA12A	written	priority_only		genes/human/HSPA12A/HSPA12A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/HSPA12A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/HSPA12A.md	1
HSPA12B	written	priority_only		genes/human/HSPA12B/HSPA12B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/HSPA12B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/HSPA12B.md	1
HSPA13	written	phase1_dossier		genes/human/HSPA13/HSPA13-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/HSPA13.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/HSPA13.md	0
HSPA14	written	phase1_dossier		genes/human/HSPA14/HSPA14-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/HSPA14.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/HSPA14.md	0
HSPB2	written	phase1_dossier		genes/human/HSPB2/HSPB2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/HSPB2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/HSPB2.md	0
HSPB3	written	phase1_dossier		genes/human/HSPB3/HSPB3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/HSPB3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/HSPB3.md	0
HSPB7	written	phase1_dossier		genes/human/HSPB7/HSPB7-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/HSPB7.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/HSPB7.md	0
HSPB8	written	phase1_dossier		genes/human/HSPB8/HSPB8-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/HSPB8.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/HSPB8.md	0
HSPB9	written	phase1_dossier		genes/human/HSPB9/HSPB9-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/HSPB9.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/HSPB9.md	0
HYPK	written	phase1_dossier		genes/human/HYPK/HYPK-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/HYPK.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/HYPK.md	0
KIF5B	written	phase1_dossier		genes/human/KIF5B/KIF5B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/KIF5B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/KIF5B.md	0
LAMP1	written	phase1_dossier		genes/human/LAMP1/LAMP1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/LAMP1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/LAMP1.md	0
LMAN1	written	phase1_dossier		genes/human/LMAN1/LMAN1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/LMAN1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/LMAN1.md	1
LMAN1L	written	phase1_dossier		genes/human/LMAN1L/LMAN1L-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/LMAN1L.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/LMAN1L.md	1
LMAN2	written	phase1_dossier		genes/human/LMAN2/LMAN2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/LMAN2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/LMAN2.md	1
LMAN2L	written	phase1_dossier		genes/human/LMAN2L/LMAN2L-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/LMAN2L.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/LMAN2L.md	1
LRSAM1	written	phase1_dossier		genes/human/LRSAM1/LRSAM1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/LRSAM1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/LRSAM1.md	0
LTN1	written	phase1_dossier		genes/human/LTN1/LTN1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/LTN1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/LTN1.md	0
MAN1B1	written	phase1_dossier		genes/human/MAN1B1/MAN1B1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/MAN1B1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/MAN1B1.md	1
MAP1S	written	phase1_dossier		genes/human/MAP1S/MAP1S-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/MAP1S.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/MAP1S.md	0
MAP3K20	written	phase1_dossier		genes/human/MAP3K20/MAP3K20-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/MAP3K20.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/MAP3K20.md	0
MCTS1	written	phase1_dossier		genes/human/MCTS1/MCTS1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/MCTS1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/MCTS1.md	0
MEFV	written	phase1_dossier		genes/human/MEFV/MEFV-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/MEFV.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/MEFV.md	0
MKRN1	written	phase1_dossier		genes/human/MKRN1/MKRN1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/MKRN1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/MKRN1.md	0
MKRN2	written	phase1_dossier		genes/human/MKRN2/MKRN2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/MKRN2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/MKRN2.md	0
MMGT1	written	phase1_dossier		genes/human/MMGT1/MMGT1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/MMGT1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/MMGT1.md	1
MVB12A	written	phase1_dossier		genes/human/MVB12A/MVB12A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/MVB12A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/MVB12A.md	0
MVB12B	written	phase1_dossier		genes/human/MVB12B/MVB12B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/MVB12B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/MVB12B.md	0
NAA10	written	phase1_dossier		genes/human/NAA10/NAA10-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/NAA10.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/NAA10.md	0
NAA15	written	phase1_dossier		genes/human/NAA15/NAA15-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/NAA15.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/NAA15.md	0
NAA25	written	phase1_dossier		genes/human/NAA25/NAA25-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/NAA25.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/NAA25.md	0
NAA30	written	phase1_dossier		genes/human/NAA30/NAA30-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/NAA30.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/NAA30.md	0
NAA35	written	phase1_dossier		genes/human/NAA35/NAA35-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/NAA35.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/NAA35.md	0
NAA38	written	phase1_dossier		genes/human/NAA38/NAA38-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/NAA38.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/NAA38.md	0
NAA40	written	phase1_dossier		genes/human/NAA40/NAA40-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/NAA40.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/NAA40.md	0
NBR1	written	phase1_dossier		genes/human/NBR1/NBR1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/NBR1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/NBR1.md	1
NEMF	written	phase1_dossier		genes/human/NEMF/NEMF-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/NEMF.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/NEMF.md	0
NLRX1	written	phase1_dossier		genes/human/NLRX1/NLRX1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/NLRX1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/NLRX1.md	0
NPLOC4	written	phase1_dossier		genes/human/NPLOC4/NPLOC4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/NPLOC4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/NPLOC4.md	0
NUFIP1	written	phase1_dossier		genes/human/NUFIP1/NUFIP1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/NUFIP1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/NUFIP1.md	0
OPTN	written	phase1_dossier		genes/human/OPTN/OPTN-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/OPTN.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/OPTN.md	0
OTUD3	written	phase1_dossier		genes/human/OTUD3/OTUD3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/OTUD3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/OTUD3.md	0
P3H1	written	phase1_dossier		genes/human/P3H1/P3H1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/P3H1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/P3H1.md	1
P3H2	written	phase1_dossier		genes/human/P3H2/P3H2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/P3H2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/P3H2.md	1
P4HA1	written	phase1_dossier		genes/human/P4HA1/P4HA1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/P4HA1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/P4HA1.md	1
P4HA2	written	phase1_dossier		genes/human/P4HA2/P4HA2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/P4HA2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/P4HA2.md	1
P4HA3	written	phase1_dossier		genes/human/P4HA3/P4HA3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/P4HA3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/P4HA3.md	1
P4HB	written	phase1_dossier		genes/human/P4HB/P4HB-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/P4HB.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/P4HB.md	0
PDCD6IP	written	phase1_dossier		genes/human/PDCD6IP/PDCD6IP-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/PDCD6IP.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/PDCD6IP.md	0
PELO	written	phase1_dossier		genes/human/PELO/PELO-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/PELO.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/PELO.md	0
PIK3C3	written	phase1_dossier		genes/human/PIK3C3/PIK3C3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/PIK3C3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/PIK3C3.md	1
PIK3R4	written	phase1_dossier		genes/human/PIK3R4/PIK3R4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/PIK3R4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/PIK3R4.md	0
PIP5K1B	written	phase1_dossier		genes/human/PIP5K1B/PIP5K1B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/PIP5K1B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/PIP5K1B.md	0
PPIB	written	phase1_dossier		genes/human/PPIB/PPIB-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/PPIB.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/PPIB.md	0
RAB24	written	phase1_dossier		genes/human/RAB24/RAB24-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/RAB24.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/RAB24.md	0
RACK1	written	phase1_dossier		genes/human/RACK1/RACK1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/RACK1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/RACK1.md	0
RETREG2	written	phase1_dossier		genes/human/RETREG2/RETREG2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/RETREG2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/RETREG2.md	1
RNF14	written	phase1_dossier		genes/human/RNF14/RNF14-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/RNF14.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/RNF14.md	0
RNF166	written	phase1_dossier		genes/human/RNF166/RNF166-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/RNF166.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/RNF166.md	0
RNF170	written	phase1_dossier		genes/human/RNF170/RNF170-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/RNF170.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/RNF170.md	1
RNF185	written	phase1_dossier		genes/human/RNF185/RNF185-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/RNF185.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/RNF185.md	1
RNF25	written	phase1_dossier		genes/human/RNF25/RNF25-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/RNF25.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/RNF25.md	0
RNF41	written	phase1_dossier		genes/human/RNF41/RNF41-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/RNF41.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/RNF41.md	0
RNF5	written	phase1_dossier		genes/human/RNF5/RNF5-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/RNF5.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/RNF5.md	1
RUBCN	written	phase1_dossier		genes/human/RUBCN/RUBCN-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/RUBCN.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/RUBCN.md	0
RUBCNL	written	phase1_dossier		genes/human/RUBCNL/RUBCNL-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/RUBCNL.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/RUBCNL.md	0
SEC11A	written	phase1_dossier		genes/human/SEC11A/SEC11A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SEC11A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SEC11A.md	1
SEC11C	written	phase1_dossier		genes/human/SEC11C/SEC11C-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SEC11C.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SEC11C.md	1
SEC62	written	phase1_dossier		genes/human/SEC62/SEC62-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SEC62.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SEC62.md	1
SEC63	written	phase1_dossier		genes/human/SEC63/SEC63-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SEC63.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SEC63.md	1
SERP1	written	phase1_dossier		genes/human/SERP1/SERP1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SERP1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SERP1.md	1
SERP2	written	phase1_dossier		genes/human/SERP2/SERP2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SERP2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SERP2.md	1
SERPINH1	written	phase1_dossier		genes/human/SERPINH1/SERPINH1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SERPINH1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SERPINH1.md	0
SGTA	written	phase1_dossier		genes/human/SGTA/SGTA-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SGTA.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SGTA.md	0
SH3GLB1	written	phase1_dossier		genes/human/SH3GLB1/SH3GLB1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SH3GLB1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SH3GLB1.md	0
SIAH1	written	phase1_dossier		genes/human/SIAH1/SIAH1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SIAH1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SIAH1.md	0
SPCS1	written	phase1_dossier		genes/human/SPCS1/SPCS1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SPCS1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SPCS1.md	1
SPCS2	written	phase1_dossier		genes/human/SPCS2/SPCS2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SPCS2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SPCS2.md	1
SPCS3	written	phase1_dossier		genes/human/SPCS3/SPCS3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SPCS3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SPCS3.md	1
SPG11	written	phase1_dossier		genes/human/SPG11/SPG11-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SPG11.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SPG11.md	0
SPNS1	written	phase1_dossier		genes/human/SPNS1/SPNS1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SPNS1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SPNS1.md	0
SQSTM1	written	phase1_dossier		genes/human/SQSTM1/SQSTM1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SQSTM1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SQSTM1.md	1
SRP19	written	phase1_dossier		genes/human/SRP19/SRP19-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SRP19.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SRP19.md	1
SRP68	written	phase1_dossier		genes/human/SRP68/SRP68-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SRP68.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SRP68.md	1
SRP72	written	phase1_dossier		genes/human/SRP72/SRP72-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SRP72.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SRP72.md	1
SRP9	written	phase1_dossier		genes/human/SRP9/SRP9-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SRP9.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SRP9.md	1
SRPRB	written	phase1_dossier		genes/human/SRPRB/SRPRB-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SRPRB.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SRPRB.md	1
SSR1	written	priority_only		genes/human/SSR1/SSR1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SSR1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SSR1.md	1
SSR2	written	priority_only		genes/human/SSR2/SSR2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/SSR2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/SSR2.md	1
STAT1	written	priority_only		genes/human/STAT1/STAT1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/STAT1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/STAT1.md	2
STIP1	written	phase1_dossier		genes/human/STIP1/STIP1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/STIP1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/STIP1.md	0
STUB1	written	phase1_dossier		genes/human/STUB1/STUB1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/STUB1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/STUB1.md	0
STX12	written	phase1_dossier		genes/human/STX12/STX12-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/STX12.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/STX12.md	0
TANK	written	phase1_dossier		genes/human/TANK/TANK-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TANK.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TANK.md	0
TBK1	written	phase1_dossier		genes/human/TBK1/TBK1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TBK1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TBK1.md	1
TCF25	written	phase1_dossier		genes/human/TCF25/TCF25-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TCF25.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TCF25.md	0
TRAPPC1	written	phase1_dossier		genes/human/TRAPPC1/TRAPPC1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRAPPC1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRAPPC1.md	0
TRAPPC11	written	phase1_dossier		genes/human/TRAPPC11/TRAPPC11-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRAPPC11.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRAPPC11.md	1
TRAPPC12	written	phase1_dossier		genes/human/TRAPPC12/TRAPPC12-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRAPPC12.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRAPPC12.md	0
TRAPPC13	written	phase1_dossier		genes/human/TRAPPC13/TRAPPC13-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRAPPC13.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRAPPC13.md	0
TRAPPC3	written	phase1_dossier		genes/human/TRAPPC3/TRAPPC3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRAPPC3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRAPPC3.md	0
TRAPPC4	written	phase1_dossier		genes/human/TRAPPC4/TRAPPC4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRAPPC4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRAPPC4.md	0
TRAPPC5	written	phase1_dossier		genes/human/TRAPPC5/TRAPPC5-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRAPPC5.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRAPPC5.md	0
TRAPPC8	written	phase1_dossier		genes/human/TRAPPC8/TRAPPC8-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRAPPC8.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRAPPC8.md	0
TRIM13	written	phase1_dossier		genes/human/TRIM13/TRIM13-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRIM13.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRIM13.md	0
TRIM16	written	phase1_dossier		genes/human/TRIM16/TRIM16-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRIM16.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRIM16.md	0
TRIM17	written	phase1_dossier		genes/human/TRIM17/TRIM17-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRIM17.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRIM17.md	0
TRIM5	written	phase1_dossier		genes/human/TRIM5/TRIM5-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRIM5.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRIM5.md	0
TRIP4	written	phase1_dossier		genes/human/TRIP4/TRIP4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TRIP4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TRIP4.md	0
TSG101	written	phase1_dossier		genes/human/TSG101/TSG101-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TSG101.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TSG101.md	0
TTC28	written	priority_only		genes/human/TTC28/TTC28-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TTC28.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TTC28.md	4
TXNDC11	written	phase1_dossier		genes/human/TXNDC11/TXNDC11-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TXNDC11.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TXNDC11.md	1
TXNDC12	written	phase1_dossier		genes/human/TXNDC12/TXNDC12-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TXNDC12.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TXNDC12.md	1
TXNDC16	written	phase1_dossier		genes/human/TXNDC16/TXNDC16-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/TXNDC16.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/TXNDC16.md	1
UBA5	written	phase1_dossier		genes/human/UBA5/UBA5-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UBA5.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UBA5.md	0
UBAC2	written	phase1_dossier		genes/human/UBAC2/UBAC2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UBAC2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UBAC2.md	1
UBAP1	written	phase1_dossier		genes/human/UBAP1/UBAP1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UBAP1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UBAP1.md	0
UCHL1	written	phase1_dossier		genes/human/UCHL1/UCHL1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UCHL1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UCHL1.md	0
UFC1	written	phase1_dossier		genes/human/UFC1/UFC1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UFC1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UFC1.md	0
UFD1	written	phase1_dossier		genes/human/UFD1/UFD1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UFD1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UFD1.md	0
