gene	evidence	evidence_class	action
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	ACCEPT
HSP82	IPI	experimental	ACCEPT
HSP82	IPI	experimental	ACCEPT
HSP82	IPI	experimental	ACCEPT
HSP82	IPI	experimental	ACCEPT
HSP82	IPI	experimental	ACCEPT
HSP82	IPI	experimental	ACCEPT
HSP82	NAS	author	KEEP_AS_NON_CORE
HSP82	IDA	experimental	KEEP_AS_NON_CORE
HSP82	IDA	experimental	ACCEPT
HSP82	IDA	experimental	ACCEPT
HSP82	IMP	experimental	ACCEPT
HSP82	HDA	experimental	ACCEPT
HSP82	HDA	experimental	ACCEPT
HSP82	IDA	experimental	ACCEPT
HSP82	IMP	experimental	ACCEPT
HSP82	IMP	experimental	KEEP_AS_NON_CORE
HSP82	IDA	experimental	ACCEPT
HSP82	IMP	experimental	ACCEPT
HSP82	IMP	experimental	KEEP_AS_NON_CORE
HSP82	IDA	experimental	KEEP_AS_NON_CORE
HSP82	IMP	experimental	KEEP_AS_NON_CORE
HSP82	IMP	experimental	ACCEPT
HSP82	IDA	experimental	KEEP_AS_NON_CORE
HSP82	IMP	experimental	KEEP_AS_NON_CORE
HSP82	IDA	experimental	MODIFY
HSP82	IMP	experimental	KEEP_AS_NON_CORE
HST1	IBA	computational	ACCEPT
HST1	IBA	computational	ACCEPT
HST1	IBA	computational	ACCEPT
HST1	IEA	computational	ACCEPT
HST1	IEA	computational	ACCEPT
HST1	IEA	computational	ACCEPT
HST1	IPI	experimental	KEEP_AS_NON_CORE
HST1	IPI	experimental	KEEP_AS_NON_CORE
HST1	IPI	experimental	KEEP_AS_NON_CORE
HST1	IPI	experimental	KEEP_AS_NON_CORE
HST1	IPI	experimental	KEEP_AS_NON_CORE
HST1	IPI	experimental	KEEP_AS_NON_CORE
HST1	IMP	experimental	REMOVE
HST1	IMP	experimental	REMOVE
HST1	IGI	experimental	REMOVE
HST1	IGI	experimental	ACCEPT
HST1	IDA	experimental	ACCEPT
HST1	IDA	experimental	ACCEPT
HST1	IDA	experimental	ACCEPT
HST1	IDA	experimental	ACCEPT
HST1	IMP	experimental	ACCEPT
HST1	IGI	experimental	ACCEPT
HST1	IPI	experimental	ACCEPT
HST1	IMP	experimental	ACCEPT
HST1	IMP	experimental	ACCEPT
HST1	IGI	experimental	ACCEPT
HST1	IMP	experimental	ACCEPT
HST2	IBA	computational	ACCEPT
HST2	IBA	computational	ACCEPT
HST2	IBA	computational	KEEP_AS_NON_CORE
HST2	IEA	computational	ACCEPT
HST2	IEA	computational	ACCEPT
HST2	IEA	computational	MODIFY
HST2	IEA	computational	MODIFY
HST2	IEA	computational	ACCEPT
HST2	IEA	computational	MODIFY
HST2	IEA	computational	ACCEPT
HST2	IEA	computational	MARK_AS_OVER_ANNOTATED
HST2	IEA	computational	KEEP_AS_NON_CORE
HST2	IEA	computational	KEEP_AS_NON_CORE
HST2	RCA	computational	KEEP_AS_NON_CORE
HST2	IDA	experimental	ACCEPT
HST2	IMP	experimental	KEEP_AS_NON_CORE
HST2	IMP	experimental	KEEP_AS_NON_CORE
HST2	IDA	experimental	ACCEPT
HST2	IDA	experimental	ACCEPT
HST2	IDA	experimental	ACCEPT
HST2	IMP	experimental	ACCEPT
HST2	IMP	experimental	UNDECIDED
HST2	IGI	experimental	UNDECIDED
HST3	IBA	computational	ACCEPT
HST3	IBA	computational	MODIFY
HST3	IBA	computational	KEEP_AS_NON_CORE
HST3	IEA	computational	KEEP_AS_NON_CORE
HST3	IEA	computational	ACCEPT
HST3	IEA	computational	KEEP_AS_NON_CORE
HST3	IEA	computational	MODIFY
HST3	IEA	computational	KEEP_AS_NON_CORE
HST3	IEA	computational	MODIFY
HST3	IEA	computational	KEEP_AS_NON_CORE
HST3	IEA	computational	KEEP_AS_NON_CORE
HST3	IEA	computational	ACCEPT
HST3	IEA	computational	ACCEPT
HST3	RCA	computational	ACCEPT
HST3	IC	author	ACCEPT
HST3	IGI	experimental	ACCEPT
HST3	IDA	experimental	MODIFY
HST3	IMP	experimental	MODIFY
HST3	IDA	experimental	MODIFY
HST3	IDA	experimental	MODIFY
HST3	IMP	experimental	ACCEPT
HST3	IMP	experimental	MARK_AS_OVER_ANNOTATED
IRE1	IBA	computational	ACCEPT
IRE1	IBA	computational	ACCEPT
IRE1	IBA	computational	ACCEPT
IRE1	IBA	computational	ACCEPT
IRE1	IBA	computational	MARK_AS_OVER_ANNOTATED
IRE1	IBA	computational	MARK_AS_OVER_ANNOTATED
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	KEEP_AS_NON_CORE
IRE1	IEA	computational	ACCEPT
IRE1	IEA	computational	ACCEPT
IRE1	IPI	experimental	MARK_AS_OVER_ANNOTATED
IRE1	IPI	experimental	ACCEPT
IRE1	IPI	experimental	ACCEPT
IRE1	IPI	experimental	ACCEPT
IRE1	NAS	author	ACCEPT
IRE1	IDA	experimental	ACCEPT
IRE1	IDA	experimental	ACCEPT
IRE1	IDA	experimental	ACCEPT
IRE1	HDA	experimental	ACCEPT
IRE1	HDA	experimental	ACCEPT
IRE1	IMP	experimental	KEEP_AS_NON_CORE
IRE1	IMP	experimental	ACCEPT
IRE1	TAS	author	ACCEPT
IRE1	IDA	experimental	ACCEPT
IRE1	IDA	experimental	UNDECIDED
IRE1	IMP	experimental	KEEP_AS_NON_CORE
IRE1	IMP	experimental	ACCEPT
IRE1	IMP	experimental	ACCEPT
IRE1	IMP	experimental	KEEP_AS_NON_CORE
IRE1	IGI	experimental	KEEP_AS_NON_CORE
IRE1	IMP	experimental	KEEP_AS_NON_CORE
IRE1	IDA	experimental	MARK_AS_OVER_ANNOTATED
IRE1	IMP	experimental	MARK_AS_OVER_ANNOTATED
JEM1	IBA	computational	ACCEPT
JEM1	IBA	computational	ACCEPT
JEM1	IBA	computational	ACCEPT
JEM1	IBA	computational	ACCEPT
JEM1	IEA	computational	ACCEPT
JEM1	IEA	computational	KEEP_AS_NON_CORE
JEM1	IPI	experimental	MARK_AS_OVER_ANNOTATED
JEM1	IMP	experimental	ACCEPT
JEM1	IMP	experimental	MODIFY
JEM1	IGI	experimental	ACCEPT
JEM1	HDA	experimental	ACCEPT
JEM1	IMP	experimental	ACCEPT
JEM1	IDA	experimental	ACCEPT
JEM1	IGI	experimental	ACCEPT
JEM1	IDA	experimental	UNDECIDED
KAR2	IBA	computational	KEEP_AS_NON_CORE
KAR2	IBA	computational	KEEP_AS_NON_CORE
KAR2	IBA	computational	ACCEPT
KAR2	IBA	computational	ACCEPT
KAR2	IBA	computational	ACCEPT
KAR2	IBA	computational	ACCEPT
KAR2	IBA	computational	ACCEPT
KAR2	IBA	computational	ACCEPT
KAR2	IBA	computational	ACCEPT
KAR2	IBA	computational	ACCEPT
KAR2	IBA	computational	ACCEPT
KAR2	IEA	computational	ACCEPT
KAR2	IEA	computational	ACCEPT
KAR2	IEA	computational	KEEP_AS_NON_CORE
KAR2	IEA	computational	ACCEPT
KAR2	IEA	computational	ACCEPT
KAR2	IEA	computational	ACCEPT
KAR2	IEA	computational	ACCEPT
KAR2	IEA	computational	MODIFY
KAR2	IPI	experimental	MARK_AS_OVER_ANNOTATED
KAR2	IPI	experimental	MARK_AS_OVER_ANNOTATED
KAR2	IPI	experimental	MARK_AS_OVER_ANNOTATED
KAR2	IPI	experimental	MARK_AS_OVER_ANNOTATED
KAR2	IPI	experimental	MARK_AS_OVER_ANNOTATED
KAR2	NAS	author	ACCEPT
KAR2	NAS	author	ACCEPT
KAR2	NAS	author	ACCEPT
KAR2	IMP	experimental	ACCEPT
KAR2	IDA	experimental	ACCEPT
KAR2	IMP	experimental	ACCEPT
KAR2	IGI	experimental	KEEP_AS_NON_CORE
KAR2	IMP	experimental	KEEP_AS_NON_CORE
KAR2	IDA	experimental	ACCEPT
KAR2	IMP	experimental	ACCEPT
KAR2	IMP	experimental	ACCEPT
KAR2	IDA	experimental	ACCEPT
KAR2	IDA	experimental	ACCEPT
KAR2	IMP	experimental	ACCEPT
KAR2	IDA	experimental	ACCEPT
KAR2	IMP	experimental	MODIFY
KAR2	IDA	experimental	MODIFY
KAR2	IDA	experimental	NEW
LHS1	IBA	computational	ACCEPT
LHS1	IBA	computational	ACCEPT
LHS1	IEA	computational	ACCEPT
LHS1	IEA	computational	ACCEPT
LHS1	IEA	computational	ACCEPT
LHS1	IEA	computational	KEEP_AS_NON_CORE
LHS1	IEA	computational	ACCEPT
LHS1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LHS1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LHS1	HDA	experimental	KEEP_AS_NON_CORE
LHS1	IDA	experimental	ACCEPT
LHS1	IDA	experimental	ACCEPT
LHS1	IMP	experimental	ACCEPT
LHS1	IDA	experimental	ACCEPT
LHS1	IDA	experimental	ACCEPT
LHS1	IMP	experimental	ACCEPT
LHS1	IMP	experimental	ACCEPT
LHS1	IMP	experimental	ACCEPT
LHS1	IMP	experimental	ACCEPT
LHS1	IMP	experimental	MODIFY
LHS1	IMP	experimental	MODIFY
LHS1	IMP	experimental	MODIFY
LPL1	IBA	computational	ACCEPT
LPL1	IBA	computational	MODIFY
LPL1	IBA	computational	ACCEPT
LPL1	IBA	computational	REMOVE
LPL1	IEA	computational	MODIFY
LPL1	IEA	computational	ACCEPT
LPL1	IEA	computational	ACCEPT
LPL1	IEA	computational	MARK_AS_OVER_ANNOTATED
LPL1	IEA	computational	ACCEPT
LPL1	IEA	computational	MARK_AS_OVER_ANNOTATED
LPL1	IDA	experimental	MODIFY
LPL1	IMP	experimental	MODIFY
LPL1	HDA	experimental	KEEP_AS_NON_CORE
LPL1	IDA	experimental	ACCEPT
LPL1	IMP	experimental	ACCEPT
LPL1	IDA	experimental	ACCEPT
LPL1	IDA	experimental	ACCEPT
LPL1	IEA	computational	NEW
LPL1	IEA	computational	NEW
LPL1	IEA	computational	NEW
LPL1	IEA	computational	NEW
LSM1	IBA	computational	ACCEPT
LSM1	IBA	computational	ACCEPT
LSM1	IBA	computational	ACCEPT
LSM1	IBA	computational	ACCEPT
LSM1	IEA	computational	ACCEPT
LSM1	IEA	computational	KEEP_AS_NON_CORE
LSM1	IEA	computational	KEEP_AS_NON_CORE
LSM1	IEA	computational	ACCEPT
LSM1	IEA	computational	ACCEPT
LSM1	IEA	computational	REMOVE
LSM1	IEA	computational	ACCEPT
LSM1	IEA	computational	ACCEPT
LSM1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LSM1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LSM1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LSM1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LSM1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LSM1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LSM1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LSM1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LSM1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LSM1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LSM1	IPI	experimental	MARK_AS_OVER_ANNOTATED
LSM1	IMP	experimental	ACCEPT
LSM1	IDA	experimental	ACCEPT
LSM1	HDA	experimental	ACCEPT
LSM1	IDA	experimental	ACCEPT
LSM1	IDA	experimental	ACCEPT
LSM1	IDA	experimental	REMOVE
LSM1	IDA	experimental	ACCEPT
LSM1	IDA	experimental	ACCEPT
LSM1	IMP	experimental	ACCEPT
LSM1	IMP	experimental	ACCEPT
LSM1	IMP	experimental	ACCEPT
LSM1	IDA	experimental	ACCEPT
LSM1	IDA	experimental	ACCEPT
MDJ1	IBA	computational	KEEP_AS_NON_CORE
MDJ1	IBA	computational	ACCEPT
MDJ1	IBA	computational	MODIFY
MDJ1	IEA	computational	MODIFY
MDJ1	IEA	computational	KEEP_AS_NON_CORE
MDJ1	IEA	computational	ACCEPT
MDJ1	IEA	computational	ACCEPT
MDJ1	IEA	computational	ACCEPT
MDJ1	IEA	computational	ACCEPT
MDJ1	IEA	computational	ACCEPT
MDJ1	IEA	computational	MODIFY
MDJ1	IPI	experimental	MARK_AS_OVER_ANNOTATED
MDJ1	IPI	experimental	MARK_AS_OVER_ANNOTATED
MDJ1	IPI	experimental	MARK_AS_OVER_ANNOTATED
MDJ1	RCA	computational	ACCEPT
MDJ1	HDA	experimental	KEEP_AS_NON_CORE
MDJ1	HDA	experimental	KEEP_AS_NON_CORE
MDJ1	IDA	experimental	ACCEPT
MDJ1	IDA	experimental	ACCEPT
MDJ1	IMP	experimental	ACCEPT
MDJ1	IMP	experimental	ACCEPT
MDJ1	IMP	experimental	ACCEPT
MDJ1	IMP	experimental	ACCEPT
MDJ1	IDA	experimental	ACCEPT
MDJ1	IMP	experimental	MODIFY
MTC7	IEA	computational	ACCEPT
MTC7	ND	author	ACCEPT
MTC7	ND	author	REMOVE
MTC7	ND	author	REMOVE
MTC7	IGI	experimental	NEW
NAP1	IBA	computational	ACCEPT
NAP1	IBA	computational	KEEP_AS_NON_CORE
NAP1	IBA	computational	ACCEPT
NAP1	IBA	computational	ACCEPT
NAP1	IBA	computational	ACCEPT
NAP1	IEA	computational	KEEP_AS_NON_CORE
NAP1	IEA	computational	KEEP_AS_NON_CORE
NAP1	IEA	computational	ACCEPT
NAP1	IEA	computational	KEEP_AS_NON_CORE
NAP1	IEA	computational	KEEP_AS_NON_CORE
NAP1	IEA	computational	ACCEPT
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NAP1	IDA	experimental	ACCEPT
NAP1	IDA	experimental	ACCEPT
NAP1	IDA	experimental	ACCEPT
NAP1	IDA	experimental	ACCEPT
NAP1	IDA	experimental	ACCEPT
NAP1	NAS	author	KEEP_AS_NON_CORE
NAP1	NAS	author	KEEP_AS_NON_CORE
NAP1	IMP	experimental	KEEP_AS_NON_CORE
NAP1	IGI	experimental	KEEP_AS_NON_CORE
NAP1	IDA	experimental	MODIFY
NAP1	IDA	experimental	ACCEPT
NAP1	IDA	experimental	KEEP_AS_NON_CORE
NAP1	IDA	experimental	KEEP_AS_NON_CORE
NAP1	IMP	experimental	KEEP_AS_NON_CORE
NAP1	IDA	experimental	ACCEPT
NAP1	IDA	experimental	KEEP_AS_NON_CORE
NAP1	IMP	experimental	KEEP_AS_NON_CORE
NAP1	IDA	experimental	ACCEPT
NAP1	IDA	experimental	ACCEPT
NAP1	IDA	experimental	ACCEPT
NAP1	IMP	experimental	KEEP_AS_NON_CORE
NAP1	IPI	experimental	KEEP_AS_NON_CORE
NAP1	IDA	experimental	KEEP_AS_NON_CORE
NAP1	IDA	experimental	ACCEPT
NAP1	IDA	experimental	ACCEPT
NMD3	IBA	computational	ACCEPT
NMD3	IBA	computational	ACCEPT
NMD3	IBA	computational	ACCEPT
NMD3	IBA	computational	ACCEPT
NMD3	IEA	computational	ACCEPT
NMD3	IEA	computational	ACCEPT
NMD3	IEA	computational	MODIFY
NMD3	IEA	computational	ACCEPT
NMD3	IPI	experimental	MARK_AS_OVER_ANNOTATED
NMD3	IPI	experimental	MARK_AS_OVER_ANNOTATED
NMD3	IPI	experimental	MARK_AS_OVER_ANNOTATED
NMD3	IDA	experimental	ACCEPT
NMD3	IDA	experimental	ACCEPT
NMD3	IDA	experimental	ACCEPT
NMD3	IMP	experimental	ACCEPT
NMD3	IGI	experimental	ACCEPT
NMD3	IDA	experimental	ACCEPT
NMD3	IDA	experimental	ACCEPT
NMD3	IDA	experimental	ACCEPT
NSG1	IBA	computational	ACCEPT
NSG1	IBA	computational	ACCEPT
NSG1	IEA	computational	ACCEPT
NSG1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NSG1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NSG1	IPI	experimental	MARK_AS_OVER_ANNOTATED
NSG1	IDA	experimental	KEEP_AS_NON_CORE
NSG1	HDA	experimental	ACCEPT
NSG1	HDA	experimental	KEEP_AS_NON_CORE
NSG1	IDA	experimental	MARK_AS_OVER_ANNOTATED
NSG1	IDA	experimental	MARK_AS_OVER_ANNOTATED
NSG1	IDA	experimental	ACCEPT
NSG1	IMP	experimental	ACCEPT
NSG1	IPI	experimental	ACCEPT
NSG1	IMP	experimental	MODIFY
NSG1	IPI	experimental	MODIFY
NSG2	IBA	computational	ACCEPT
NSG2	IBA	computational	ACCEPT
NSG2	IEA	computational	ACCEPT
NSG2	IDA	experimental	KEEP_AS_NON_CORE
NSG2	HDA	experimental	ACCEPT
NSG2	HDA	experimental	ACCEPT
NSG2	IGI	experimental	ACCEPT
NSG2	IMP	experimental	MODIFY
NTE1	IBA	computational	ACCEPT
NTE1	IBA	computational	ACCEPT
NTE1	IEA	computational	ACCEPT
NTE1	IEA	computational	ACCEPT
NTE1	IEA	computational	KEEP_AS_NON_CORE
NTE1	IEA	computational	MARK_AS_OVER_ANNOTATED
NTE1	IEA	computational	MARK_AS_OVER_ANNOTATED
NTE1	IEA	computational	MODIFY
NTE1	IEA	computational	ACCEPT
NTE1	IEA	computational	MARK_AS_OVER_ANNOTATED
NTE1	IEA	computational	ACCEPT
NTE1	HDA	experimental	ACCEPT
NTE1	HDA	experimental	ACCEPT
NTE1	IDA	experimental	ACCEPT
NTE1	IDA	experimental	ACCEPT
NTE1	IMP	experimental	ACCEPT
NTE1	IMP	experimental	KEEP_AS_NON_CORE
ORC1	IBA	computational	ACCEPT
ORC1	IBA	computational	ACCEPT
ORC1	IBA	computational	KEEP_AS_NON_CORE
ORC1	IBA	computational	ACCEPT
ORC1	IEA	computational	KEEP_AS_NON_CORE
ORC1	IEA	computational	KEEP_AS_NON_CORE
ORC1	IEA	computational	ACCEPT
ORC1	IEA	computational	ACCEPT
ORC1	IEA	computational	ACCEPT
ORC1	IEA	computational	KEEP_AS_NON_CORE
ORC1	IEA	computational	KEEP_AS_NON_CORE
ORC1	IEA	computational	ACCEPT
ORC1	IEA	computational	ACCEPT
ORC1	IEA	computational	KEEP_AS_NON_CORE
ORC1	IPI	experimental	KEEP_AS_NON_CORE
ORC1	IPI	experimental	KEEP_AS_NON_CORE
ORC1	IPI	experimental	KEEP_AS_NON_CORE
ORC1	IPI	experimental	KEEP_AS_NON_CORE
ORC1	IPI	experimental	KEEP_AS_NON_CORE
ORC1	IPI	experimental	KEEP_AS_NON_CORE
ORC1	IPI	experimental	KEEP_AS_NON_CORE
ORC1	IPI	experimental	KEEP_AS_NON_CORE
ORC1	IPI	experimental	KEEP_AS_NON_CORE
ORC1	EXP	experimental	KEEP_AS_NON_CORE
ORC1	NAS	author	ACCEPT
ORC1	IMP	experimental	ACCEPT
ORC1	TAS	author	KEEP_AS_NON_CORE
ORC1	TAS	author	KEEP_AS_NON_CORE
ORC1	TAS	author	KEEP_AS_NON_CORE
ORC1	IDA	experimental	ACCEPT
ORC1	IDA	experimental	ACCEPT
ORC1	IDA	experimental	ACCEPT
ORC1	IDA	experimental	ACCEPT
ORC1	IDA	experimental	ACCEPT
ORC1	IMP	experimental	ACCEPT
ORC1	IDA	experimental	KEEP_AS_NON_CORE
ORC1	IDA	experimental	ACCEPT
ORC1	IDA	experimental	ACCEPT
ORC1	IDA	experimental	ACCEPT
ORC1	IMP	experimental	ACCEPT
ORC1	IDA	experimental	ACCEPT
ORC1	IMP	experimental	ACCEPT
ORC1	IMP	experimental	ACCEPT
ORC1	IMP	experimental	ACCEPT
ORC1	IDA	experimental	ACCEPT
ORC1	IDA	experimental	ACCEPT
ORC1	IGI	experimental	ACCEPT
ORC1	IDA	experimental	ACCEPT
PAP2	IBA	computational	ACCEPT
PAP2	IBA	computational	ACCEPT
PAP2	IBA	computational	ACCEPT
PAP2	IBA	computational	ACCEPT
PAP2	IBA	computational	ACCEPT
PAP2	IEA	computational	ACCEPT
PAP2	IEA	computational	ACCEPT
PAP2	IEA	computational	ACCEPT
PAP2	IEA	computational	ACCEPT
PAP2	IEA	computational	ACCEPT
PAP2	IEA	computational	ACCEPT
PAP2	IEA	computational	ACCEPT
PAP2	IEA	computational	ACCEPT
PAP2	IEA	computational	ACCEPT
PAP2	IEA	computational	ACCEPT
PAP2	IEA	computational	ACCEPT
PAP2	IEA	computational	ACCEPT
PAP2	IPI	experimental	MARK_AS_OVER_ANNOTATED
PAP2	IPI	experimental	MARK_AS_OVER_ANNOTATED
PAP2	IPI	experimental	MARK_AS_OVER_ANNOTATED
PAP2	IPI	experimental	MARK_AS_OVER_ANNOTATED
PAP2	IPI	experimental	MARK_AS_OVER_ANNOTATED
PAP2	IPI	experimental	MARK_AS_OVER_ANNOTATED
PAP2	IPI	experimental	MARK_AS_OVER_ANNOTATED
PAP2	IPI	experimental	MARK_AS_OVER_ANNOTATED
PAP2	IPI	experimental	MARK_AS_OVER_ANNOTATED
PAP2	IPI	experimental	MARK_AS_OVER_ANNOTATED
PAP2	IPI	experimental	MARK_AS_OVER_ANNOTATED
PAP2	NAS	author	KEEP_AS_NON_CORE
PAP2	IGI	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IGI	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	HDA	experimental	ACCEPT
PAP2	IDA	experimental	KEEP_AS_NON_CORE
PAP2	IDA	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IMP	experimental	KEEP_AS_NON_CORE
PAP2	IMP	experimental	KEEP_AS_NON_CORE
PAP2	IMP	experimental	KEEP_AS_NON_CORE
PAP2	IGI	experimental	KEEP_AS_NON_CORE
PAP2	IMP	experimental	KEEP_AS_NON_CORE
PAP2	IDA	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IGI	experimental	ACCEPT
PAP2	IDA	experimental	KEEP_AS_NON_CORE
PAP2	IMP	experimental	KEEP_AS_NON_CORE
PAP2	IGI	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IGI	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IGI	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IGI	experimental	ACCEPT
PAP2	IGI	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IGI	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IDA	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IGI	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IGI	experimental	ACCEPT
PAP2	IGI	experimental	ACCEPT
PAP2	IMP	experimental	ACCEPT
PAP2	IGI	experimental	ACCEPT
PDI1	IBA	computational	ACCEPT
PDI1	IBA	computational	ACCEPT
PDI1	IBA	computational	ACCEPT
PDI1	IBA	computational	ACCEPT
PDI1	IEA	computational	ACCEPT
PDI1	IEA	computational	ACCEPT
PDI1	IEA	computational	ACCEPT
PDI1	IEA	computational	ACCEPT
PDI1	IEA	computational	ACCEPT
PDI1	IEA	computational	MARK_AS_OVER_ANNOTATED
PDI1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PDI1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PDI1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PDI1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PDI1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PDI1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PDI1	IDA	experimental	ACCEPT
PDI1	IDA	experimental	ACCEPT
PDI1	HDA	experimental	ACCEPT
PDI1	IDA	experimental	ACCEPT
PDI1	IDA	experimental	ACCEPT
PDI1	IMP	experimental	ACCEPT
PDI1	IGI	experimental	ACCEPT
PDI1	IDA	experimental	ACCEPT
PDI1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PDI1	IDA	experimental	MARK_AS_OVER_ANNOTATED
PDI1	IMP	experimental	ACCEPT
PDI1	IDA	experimental	ACCEPT
PDI1	IDA	experimental	ACCEPT
PDI1	IDA	experimental	ACCEPT
