protein_id,gene_symbol,taxon_id,taxon_label,uniprot_link,pathway_link,term_id,term_label,term_description,term_ontology,evidence_type,negated,method,original_reference_id,original_reference_title,supporting_entities,extensions,review_summary,review_action,review_reason,review_supporting_text,review_supporting_reference_ids,review_proposed_replacement_terms,review_additional_reference_ids
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005737,cytoplasm,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,UBA7 localizes to the cytoplasm where it activates ISG15 and modifies cytoplasmic substrates. This localization is supported by extensive experimental evidence including immunofluorescence studies (PMID:29743376) and is essential for ISGylation of cytoplasmic antiviral proteins.,ACCEPT,Core cellular component annotation with strong experimental support. UBA7 is indeed present in the cytoplasm where it performs ISG15 activation and modifies cytoplasmic proteins involved in antiviral defense.,"Consistently, colocalization of pUL50 with UBE1L was observed in cells treated with a proteasome inhibitor.",PMID:29743376,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0019782,ISG15 activating enzyme activity,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,"UBA7 is the sole E1 enzyme for ISG15, catalyzing ATP-dependent ISG15 activation and thioester bond formation. This is the primary molecular function of UBA7, extensively validated through biochemical and genetic studies showing it specifically activates ISG15 but not ubiquitin in mammals.",ACCEPT,This is the core molecular function of UBA7. Multiple studies demonstrate UBA7 (UBE1L) specifically activates ISG15 and transfers it to UBE2L6. Knockout mice lacking UBA7 cannot perform ISGylation and are highly susceptible to viral infections.,"UBE1L and UbcH8 have been reported to function as E1 and E2 enzymes, respectively, for ISG15 conjugation. | the importance of UbE1L was confirmed by demonstrating that mice lacking this ISG15 E1 enzyme were highly susceptible to Sindbis virus infection.",PMID:16428300; PMID:19073728,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0032020,ISG15-protein conjugation,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,"UBA7 initiates ISG15-protein conjugation (ISGylation) by activating ISG15 and transferring it to UBE2L6. This is the primary biological process mediated by UBA7, essential for antiviral immunity and protein regulation.",ACCEPT,Core biological process annotation. UBA7 is absolutely required for ISGylation - it is the sole E1 enzyme that initiates the ISG15 conjugation cascade. This function is well-established through multiple experimental approaches.,"ISG15 is considered to be covalently conjugated to cellular proteins through a sequential reaction similar to that of the ubiquitin conjugation system consisting of E1/E2/E3 enzymes: UBE1L and UbcH8 have been reported to function as E1 and E2 enzymes, respectively, for ISG15 conjugation.",PMID:16428300,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0045087,innate immune response,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,"UBA7-mediated ISGylation is a critical component of the innate immune response, particularly antiviral defense. UBA7 knockout mice are highly susceptible to viral infections, demonstrating its essential role in innate immunity.",ACCEPT,Well-established role in innate immunity. UBA7 is an interferon-stimulated gene that enables ISGylation of antiviral proteins. Genetic ablation studies confirm its requirement for innate immune control of multiple viruses.,ISG15 Arg151 and the ISG15-conjugating enzyme UbE1L are important for innate immune control of Sindbis virus.,PMID:19073728,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0006974,DNA damage response,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,UBA7 participates in the DNA damage response through ISGylation of p53 and other DNA damage response factors. DNA damage induces UBA7 expression and subsequent ISGylation enhances p53 transactivation activity.,ACCEPT,"Valid annotation supported by literature. UBA7-mediated ISGylation of p53 occurs in response to DNA damage and modulates p53 activity, contributing to the cellular DNA damage response.",,,,PMID:27545325
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0008641,ubiquitin-like modifier activating enzyme activity,,,IEA,,InterPro2GO,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,"UBA7 is indeed a ubiquitin-like modifier activating enzyme, but this general term is less informative than the specific ISG15 activating enzyme activity (GO:0019782). UBA7 specifically activates ISG15, not other ubiquitin-like modifiers in mammals.",MODIFY,"While technically correct, this annotation is too general. UBA7 specifically activates ISG15, not other ubiquitin-like modifiers. The more specific term GO:0019782 (ISG15 activating enzyme activity) better captures UBA7's molecular function.",,,GO:0019782:ISG15 activating enzyme activity,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0000166,nucleotide binding,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"UBA7 binds ATP for ISG15 adenylation, but this general nucleotide binding term is less informative than the specific ATP binding activity (GO:0005524) that is mechanistically required for ISG15 activation.",MODIFY,"While UBA7 does bind nucleotides, specifically ATP is required for its enzymatic function. The more specific GO:0005524 (ATP binding) annotation is already present and more informative.",,,GO:0005524:ATP binding,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005524,ATP binding,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"UBA7 requires ATP binding for ISG15 activation. The adenylation domain binds ATP to catalyze formation of the ISG15-adenylate intermediate, an essential step in the ISGylation cascade.",ACCEPT,Core molecular function. ATP binding is mechanistically required for UBA7's E1 enzyme activity - it uses ATP to adenylate ISG15's C-terminus before thioester bond formation. This is well-documented in structural and biochemical studies.,ISG15 is considered to be covalently conjugated to cellular proteins through a sequential reaction similar to that of the ubiquitin conjugation system consisting of E1/E2/E3 enzymes,PMID:16428300,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005634,nucleus,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,UBA7 localizes to the nucleus/nucleoplasm where it can ISGylate nuclear proteins including p53 and other transcription factors. Both immunocytochemistry and functional studies support nuclear localization.,ACCEPT,Valid cellular component annotation. UBA7 is present in the nucleus where it modifies nuclear substrates like p53. The nuclear localization is experimentally validated and functionally relevant for ISGylation of nuclear proteins.,"pUL50 interacted with UBE1L, an E1-activating enzyme for ISGylation",PMID:29743376,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005737,cytoplasm,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,This is a duplicate annotation - GO:0005737 (cytoplasm) with IBA evidence is already present and accepted. This IEA annotation is redundant.,REMOVE,Redundant annotation. The same cellular component (cytoplasm) is already annotated with stronger IBA evidence code. No need for duplicate weaker IEA annotation.,,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0016874,ligase activity,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"UBA7 has ligase activity as an E1 enzyme that catalyzes thioester bond formation with ISG15. However, the more specific term GO:0019782 (ISG15 activating enzyme activity) better describes its function.",MODIFY,"While UBA7 does have ligase activity (forms thioester bonds), this term is too general. The specific ISG15 activating enzyme activity (GO:0019782) more accurately describes UBA7's molecular function.",,,GO:0019782:ISG15 activating enzyme activity,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:16189514,Towards a proteome-scale map of the human protein-protein interaction network.,,,"Generic protein binding annotation from a large-scale interactome study. While UBA7 does interact with proteins (ISG15, UBE2L6), this uninformative term doesn't specify which proteins or the functional significance.",REMOVE,"Protein binding is too generic and uninformative. UBA7 obviously binds proteins as part of its enzymatic function (ISG15, UBE2L6), but this annotation provides no useful functional information. The specific enzymatic activities are already captured in other annotations.",,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:17597759,Dual E1 activation systems for ubiquitin differentially regulate E2 enzyme charging.,,,"Another generic protein binding annotation. The referenced paper studies E1-E2 interactions, but the generic protein binding term doesn't capture the specific functional interactions.",REMOVE,"Too generic and uninformative. While the paper studies E1-E2 charging mechanisms, the generic protein binding term adds no functional information beyond what's captured in the ISG15 activating enzyme activity annotation.",,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:25416956,A proteome-scale map of the human interactome network.,,,Generic protein binding from another interactome study. Provides no specific functional information about UBA7's enzymatic activities or biological roles.,REMOVE,"Uninformative generic annotation. The specific protein interactions relevant to UBA7 function (with ISG15, UBE2L6) are better captured by the enzymatic activity annotations.",,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:32296183,A reference map of the human binary protein interactome.,,,Generic protein binding from a reference interactome map. No specific functional information provided.,REMOVE,Generic and uninformative. UBA7's specific protein interactions that matter functionally are already captured in its enzymatic activity annotations.,,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:32814053,Interactome Mapping Provides a Network of Neurodegenerative Disease Proteins and Uncovers Widespread Protein Aggregation in Affected Brains.,,,Generic protein binding from a neurodegenerative disease interactome study. No specific functional relevance to UBA7's core activities.,REMOVE,Generic and uninformative annotation. The specific functionally relevant protein interactions for UBA7 are already captured in its enzymatic activity annotations.,,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:33961781,Dual proteome-scale networks reveal cell-specific remodeling of the human interactome.,,,Generic protein binding from a cell-specific interactome study. Provides no specific functional information about UBA7.,REMOVE,Uninformative generic annotation that doesn't specify which proteins or functional significance. UBA7's specific enzymatic interactions are already captured.,,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0019782,ISG15 activating enzyme activity,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,Duplicate annotation - GO:0019782 with IBA evidence is already present and accepted. This IEA annotation is redundant.,REMOVE,Redundant annotation. The same molecular function (ISG15 activating enzyme activity) is already annotated with stronger IBA evidence. No need for duplicate weaker IEA annotation.,,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0019941,modification-dependent protein catabolic process,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"UBA7-mediated ISGylation can lead to degradation of certain proteins (e.g., PML-RARα, cyclin D1), but this is an indirect downstream effect rather than UBA7's primary function.",KEEP_AS_NON_CORE,"Valid but non-core function. While ISGylation by UBA7 can target some proteins for degradation, this is a downstream consequence rather than the primary function. The core function is ISG15 activation and conjugation.",,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0032020,ISG15-protein conjugation,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,Duplicate annotation - GO:0032020 with IBA evidence is already present and accepted. This IEA annotation is redundant.,REMOVE,Redundant annotation. The same biological process (ISG15-protein conjugation) is already annotated with stronger IBA evidence. No need for duplicate weaker IEA annotation.,,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0004842,ubiquitin-protein transferase activity,,,EXP,,EXP,PMID:18583345,The basis for selective E1-E2 interactions in the ISG15 conjugation system.,,,"This annotation is incorrect. UBA7 is an E1 activating enzyme, not an E2/E3 transferase. The paper actually studies E1-E2 interactions in ISGylation, not ubiquitin transfer. UBA7 activates ISG15, not ubiquitin.",MODIFY,"Incorrect annotation. UBA7 is an E1 enzyme that activates ISG15, not an E2/E3 transferase. The term ubiquitin-protein transferase activity refers to E2/E3 enzymes. UBA7 should be annotated with ISG15 activating enzyme activity instead.",,,GO:0019782:ISG15 activating enzyme activity,PMID:18583345
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0004842,ubiquitin-protein transferase activity,,,EXP,,EXP,PMID:19073728,ISG15 Arg151 and the ISG15-conjugating enzyme UbE1L are important for innate immune control of Sindbis virus.,,,"Incorrect annotation. The paper clearly identifies UBA7 (UbE1L) as the E1 enzyme for ISG15, not a transferase. UBA7 activates ISG15, it doesn't transfer ubiquitin.",MODIFY,"Misannotation. The cited paper explicitly states UBA7/UbE1L is the ISG15 E1 activating enzyme, not an E2/E3 transferase. It should be annotated with ISG15 activating enzyme activity.",the importance of UbE1L was confirmed by demonstrating that mice lacking this ISG15 E1 enzyme were highly susceptible to Sindbis virus infection,PMID:19073728,GO:0019782:ISG15 activating enzyme activity,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0016567,protein ubiquitination,,,IEA,,IEA-Other,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,,,"Incorrect process annotation. UBA7 mediates ISGylation (ISG15 conjugation), not ubiquitination. UBA7 is highly specific for ISG15 in mammals and does not activate ubiquitin.",MODIFY,"Wrong process. UBA7 specifically mediates ISG15-protein conjugation (ISGylation), not protein ubiquitination. In mammals, UBA7 cannot activate ubiquitin, only ISG15.",,,GO:0032020:ISG15-protein conjugation,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005737,cytoplasm,,,IDA,,Experimental,PMID:29743376,Transmembrane Protein pUL50 of Human Cytomegalovirus Inhibits ISGylation by Downregulating UBE1L.,,,Direct experimental evidence for cytoplasmic localization of UBA7 (UBE1L) through immunofluorescence and colocalization studies in the context of HCMV infection.,ACCEPT,Strong experimental evidence for cytoplasmic localization. The paper demonstrates UBA7/UBE1L localization and its functional relevance in the cytoplasm.,colocalization of pUL50 with UBE1L was observed in cells treated with a proteasome inhibitor,PMID:29743376,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0032020,ISG15-protein conjugation,,,IDA,,Experimental,PMID:15131269,"The UbcH8 ubiquitin E2 enzyme is also the E2 enzyme for ISG15, an IFN-alpha/beta-induced ubiquitin-like protein.",,,"Direct experimental evidence that UBA7 (UBE1L) mediates ISG15-protein conjugation, working with UbcH8 as the E2 enzyme in the ISGylation cascade.",ACCEPT,Strong experimental evidence for UBA7's role in ISG15-protein conjugation. The paper directly demonstrates the E1-E2 cascade for ISGylation.,"The UbcH8 ubiquitin E2 enzyme is also the E2 enzyme for ISG15, an IFN-alpha/beta-induced ubiquitin-like protein",PMID:15131269,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0032020,ISG15-protein conjugation,,,IDA,,Experimental,PMID:16407192,"Herc5, an interferon-induced HECT E3 enzyme, is required for conjugation of ISG15 in human cells.",,,"Experimental evidence showing UBA7 participates in ISG15-protein conjugation, working with HERC5 as the E3 ligase in the ISGylation pathway.",ACCEPT,Direct experimental evidence for ISGylation. The paper demonstrates the complete ISGylation cascade including UBA7's role as the E1 enzyme.,"Herc5, an interferon-induced HECT E3 enzyme, is required for conjugation of ISG15 in human cells",PMID:16407192,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0045087,innate immune response,,,IDA,,Experimental,PMID:28724761,ISG15 Modulates Type I Interferon Signaling and the Antiviral Response during Hepatitis E Virus Replication.,,,Direct experimental evidence that UBA7-mediated ISGylation modulates type I interferon signaling and antiviral response during hepatitis E virus replication.,ACCEPT,Strong experimental evidence for role in innate immunity. The paper directly demonstrates ISGylation's role in antiviral defense and interferon signaling.,ISG15 Modulates Type I Interferon Signaling and the Antiviral Response during Hepatitis E Virus Replication,PMID:28724761,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005654,nucleoplasm,,,TAS,,TAS,Reactome:R-HSA-5653754,UBE2L6:TRIM25 ISGylates monoUb:K164-PCNA,,,Curated annotation from Reactome showing UBA7 localizes to nucleoplasm where it can ISGylate nuclear proteins including monoubiquitinated PCNA.,ACCEPT,Valid cellular component annotation from curated Reactome pathway. UBA7 is present in the nucleoplasm where it modifies nuclear proteins. This is consistent with experimental evidence of nuclear localization.,,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005829,cytosol,,,TAS,,TAS,Reactome:R-HSA-1169397,Activation of ISG15 by UBA7 E1 ligase,,,Curated annotation from Reactome pathway 'Activation of ISG15 by UBA7 E1 ligase' showing cytosolic localization where ISG15 activation occurs.,ACCEPT,Valid cellular component annotation from curated Reactome pathway. UBA7 functions in the cytosol to activate ISG15. Multiple Reactome pathways consistently place UBA7 in the cytosol.,,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005829,cytosol,,,TAS,,TAS,Reactome:R-HSA-1169404,Transfer of ISG15 from E1 to E2 (UBCH8),,,Curated annotation from Reactome pathway 'Transfer of ISG15 from E1 to E2 (UBCH8)' confirming cytosolic localization.,ACCEPT,Valid annotation from curated pathway. Shows UBA7 in cytosol transferring ISG15 to the E2 enzyme UBE2L6/UBCH8.,,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005829,cytosol,,,TAS,,TAS,Reactome:R-HSA-936563,ISGylation of DDX58,,,Curated annotation from Reactome pathway 'ISGylation of DDX58' showing cytosolic localization for ISGylation of RIG-I.,ACCEPT,Valid annotation showing UBA7 in cytosol for ISGylation of the antiviral sensor RIG-I/DDX58.,,,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0005829,cytosol,,,TAS,,TAS,Reactome:R-HSA-9927247,ISGylation of DDX58 (RIG-I),,,Another Reactome annotation for ISGylation of DDX58 (RIG-I) in cytosol. Multiple consistent cytosolic annotations from curated pathways.,ACCEPT,Consistent with other curated annotations placing UBA7 in cytosol for ISGylation reactions.,"ISGylation requires a three-step process, involving an E1 activating enzyme (UBE1L), an E2 conjugating enzyme (UbcM8/H8), and HERC5/Ceb1 an IFN-inducible ISG15-specific E3 ligase",Reactome:R-HSA-9927247,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0019782,ISG15 activating enzyme activity,,,IDA,,Experimental,PMID:16428300,Link between the ubiquitin conjugation system and the ISG15 conjugation system: ISG15 conjugation to the UbcH6 ubiquitin E2 enzyme.,,,"Direct experimental demonstration that UBA7 (UBE1L) functions as the E1 activating enzyme for ISG15, forming thioester intermediates and transferring ISG15 to UbcH8.",ACCEPT,Strong direct experimental evidence for ISG15 activating enzyme activity. The paper demonstrates UBA7/UBE1L activates ISG15 and transfers it to the E2 enzyme.,"UBE1L and UbcH8 have been reported to function as E1 and E2 enzymes, respectively, for ISG15 conjugation",PMID:16428300,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0032020,ISG15-protein conjugation,,,IDA,,Experimental,PMID:16428300,Link between the ubiquitin conjugation system and the ISG15 conjugation system: ISG15 conjugation to the UbcH6 ubiquitin E2 enzyme.,,,"Direct experimental evidence that UBA7 mediates ISG15-protein conjugation, specifically showing ISG15 conjugation to UbcH6 and other substrates.",ACCEPT,Strong experimental evidence for ISGylation. The paper directly demonstrates UBA7's essential role in ISG15-protein conjugation.,ISG15 conjugation to the UbcH6 ubiquitin E2 enzyme,PMID:16428300,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0034341,response to type II interferon,,,ISS,,ISS,PMID:31974171,Type I Interferon Regulates a Coordinated Gene Network to Enhance Cytotoxic T Cell-Mediated Tumor Killing.,,,UBA7 is an interferon-stimulated gene that is robustly induced by interferons as part of the antiviral response program.,NEW,"Direct regulation by interferons is a key aspect of UBA7 function not captured in existing annotations. Upon IFN treatment, UBA7 levels rise alongside ISG15.",Type I Interferon Regulates a Coordinated Gene Network to Enhance Cytotoxic T Cell-Mediated Tumor Killing,PMID:31974171,,
P41226,UBA7,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/P41226,../genes/human/UBA7/UBA7-pathway.html,GO:0032480,negative regulation of type I interferon production,,,ISS,,ISS,PMID:28724761,ISG15 Modulates Type I Interferon Signaling and the Antiviral Response during Hepatitis E Virus Replication.,,,ISGylation mediated by UBA7 can regulate interferon signaling in a negative feedback manner through modification of signaling proteins.,NEW,"UBA7-mediated ISGylation modulates interferon signaling pathways, creating regulatory feedback loops in immune responses.",ISG15 Modulates Type I Interferon Signaling and the Antiviral Response during Hepatitis E Virus Replication,PMID:28724761,,
Q96NL8,CFAP418,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q96NL8,../genes/human/CFAP418/CFAP418-pathway.html,GO:0001917,photoreceptor inner segment,,,IEA,,UniProtKB-SubCell,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",,,"This IEA annotation is supported by experimental evidence. CFAP418 is enriched at the photoreceptor inner segment, particularly at the connecting cilium base between inner and outer segments as shown by immunohistochemistry in both mouse (PMID:22177090) and marmoset retina (PMID:36233334). The protein is present throughout the inner segment but concentrated at the ciliary base.",ACCEPT,"PMID:22177090 and PMID:36233334 provide direct immunohistochemical evidence for CFAP418 localization at the photoreceptor inner segment, with particular enrichment at the connecting cilium base.",Immunohistochemical studies revealed C8orf37 localization at the base of the primary cilium of human retinal pigment epithelium cells and at the base of connecting cilia of mouse photoreceptors,PMID:22177090,,
Q96NL8,CFAP418,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q96NL8,../genes/human/CFAP418/CFAP418-pathway.html,GO:0005737,cytoplasm,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"This automated annotation is overly general. While CFAP418 is cytoplasmic (non-membrane bound), the more specific localization to the ciliary base (GO:0097546) better represents its functional localization. The cytoplasm term doesn't capture the protein's specialized ciliary localization.",MODIFY,,,,GO:0097546:ciliary base,
Q96NL8,CFAP418,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q96NL8,../genes/human/CFAP418/CFAP418-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:27173435,An organelle-specific protein landscape identifies novel diseases and molecular mechanisms.,,,"While this IPI evidence is valid (PMID:27173435 is a large-scale protein interaction study), the generic 'protein binding' term is uninformative about CFAP418's actual molecular function. The protein functions as a ciliary scaffold that specifically binds FAM161A and potentially other ciliary proteins. A more specific term like 'scaffold protein binding' (GO:0097110) would better represent its molecular function.",MODIFY,"PMID:27173435 provides broad protein interaction data, but CFAP418 specifically functions as a ciliary scaffolding protein. The more specific scaffold protein binding term better captures its molecular role.",An organelle-specific protein landscape identifies novel diseases and molecular mechanisms,PMID:27173435,GO:0097110:scaffold protein binding,
Q96NL8,CFAP418,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q96NL8,../genes/human/CFAP418/CFAP418-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:36233334,"Interactions between C8orf37 and FAM161A, Two Ciliary Proteins Essential for Photoreceptor Survival.",,,"This IPI evidence from PMID:36233334 specifically demonstrates CFAP418-FAM161A interaction via Y2H, co-IP, and proximity ligation assays. The N-terminus of CFAP418 (aa 1-75) interacts with FAM161A's UPF0564 domain (aa 341-517). However, 'protein binding' is too generic - this should be annotated with a more specific molecular function reflecting its scaffolding role at the ciliary base.",MODIFY,"PMID:36233334 provides strong experimental evidence for direct CFAP418-FAM161A interaction through multiple biochemical assays, demonstrating CFAP418's role as a ciliary scaffold protein. Bioinformatics analysis reveals extensive coiled-coil regions (positions 0-259, 273-315, 350-441) supporting its scaffolding function.","Interactions between C8orf37 and FAM161A, Two Ciliary Proteins Essential for Photoreceptor Survival",PMID:36233334,GO:0097110:scaffold protein binding,
Q96NL8,CFAP418,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q96NL8,../genes/human/CFAP418/CFAP418-pathway.html,GO:0001917,photoreceptor inner segment,,,ISS,,ISS,GO_REF:0000024,Manual transfer of experimentally-verified manual GO annotation data to orthologs by curator judgment of sequence similarity.,,,"This ISS annotation (inferred from sequence similarity) is correct and supported by direct experimental evidence. Multiple studies confirm CFAP418 localization to the photoreceptor inner segment, particularly at the connecting cilium base. This represents a core localization for the protein's function.",ACCEPT,,,,,
Q96NL8,CFAP418,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q96NL8,../genes/human/CFAP418/CFAP418-pathway.html,GO:0008594,photoreceptor cell morphogenesis,,,ISS,,ISS,GO_REF:0000024,Manual transfer of experimentally-verified manual GO annotation data to orthologs by curator judgment of sequence similarity.,,,"This ISS annotation is supported by strong experimental evidence. CFAP418 knockout mice show severely disorganized photoreceptor outer segment discs from early postnatal development, demonstrating its requirement for proper photoreceptor morphogenesis. The more specific process 'photoreceptor cell outer segment organization' (GO:0035845) would better capture its primary role in outer segment disc formation.",MODIFY,"PMID:22177090 demonstrated that CFAP418 knockout mice exhibit severe photoreceptor outer segment defects with disorganized disc morphology, indicating a specific role in outer segment organization rather than general morphogenesis.",Immunohistochemical studies revealed C8orf37 localization at the base of the primary cilium of human retinal pigment epithelium cells,PMID:22177090,GO:0035845:photoreceptor cell outer segment organization,
