level	code	branch	class	group	type	subtype	status	mapping_scopes	curation_files	curation_subjects	curation_statuses
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase complex component|LUBAC	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase complex component	LUBAC	RanBP2-type ZnF	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase complex component|LUBAC	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase complex component|idiosyncratic / noncatalytic	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase complex component	idiosyncratic / noncatalytic	UBZ (Di19)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase complex component|idiosyncratic / noncatalytic	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase inhibitor|ITCH inhibitor	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase inhibitor	ITCH inhibitor	UBA (N4BP1)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase inhibitor|ITCH inhibitor	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|CUL1 receptor	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	CUL1 receptor	idiosyncratic Ub binding / WD40	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|CUL1 receptor	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|CUL5 receptor	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	CUL5 receptor	UIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|CUL5 receptor	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|E3 with intrinsic E2	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	E3 with intrinsic E2	idiosyncratic Ub binding / other	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|E3 with intrinsic E2	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|HECT / Armadillo-like, WW	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	HECT / Armadillo-like, WW	UIM, UBM, UBA	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|HECT / Armadillo-like, WW	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|HECT / HERC-type / RCC1	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	HECT / HERC-type / RCC1	ZZ Zinc finger (SUMO binding), UBA	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|HECT / HERC-type / RCC1	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|HECT / RCC1	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	HECT / RCC1	UBR-type ZnF, CUE (UBR5)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|HECT / RCC1	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|HECT / with IQ	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	HECT / with IQ	idiosyncratic Ub binding / other	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|HECT / with IQ	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RBR / Ariadne	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RBR / Ariadne	UIM, UBA-like (ARIH1)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RBR / Ariadne	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RBR / Cullin	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RBR / Cullin	UBA-like (ARIH1)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RBR / Cullin	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RBR / LUBAC	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RBR / LUBAC	RanBP2-type ZnF	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RBR / LUBAC	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RBR / PUB	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RBR / PUB	UBA, RanBP2-type ZnF	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RBR / PUB	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RBR / with UBD	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RBR / with UBD	RWD	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RBR / with UBD	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / BIRC, IAP	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / BIRC, IAP	UBA (BIRC2/3)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / BIRC, IAP	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / BRCA1 & associated	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / BRCA1 & associated	UBP-associated ZnF	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / BRCA1 & associated	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / CBL	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / CBL	UBA	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / CBL	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / Mdm	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / Mdm	RanBP2-type ZnF	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / Mdm	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / Praja	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / Praja	idiosyncratic Ub binding / zinc ribbon	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / Praja	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / SAP	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / SAP	UBZ4-type ZnF	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / SAP	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / SUMO binding domain	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / SUMO binding domain	SIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / SUMO binding domain	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / TRAC-1	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / TRAC-1	UIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / TRAC-1	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / TRIM class IV	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / TRIM class IV	SIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / TRIM class IV	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / TRIM class V	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / TRIM class V	SIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / TRIM class V	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / ZNRF	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / ZNRF	UBZ (ZNRF1/2)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / ZNRF	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / second enzymatic function	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / second enzymatic function	UIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / second enzymatic function	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / with UBD	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / with UBD	MIU	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / with UBD	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / with UBD & TM	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING / with UBD & TM	CUE	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / with UBD & TM	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING variant / UBOX	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 ligase	RING variant / UBOX	idiosyncratic Ub binding / other	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING variant / UBOX	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 partial homolog|related to RNF111	Ubiquitin Proteasome System	Ubiquitin and UBL binding	E3 partial homolog	related to RNF111	SIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 partial homolog|related to RNF111	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|PEX1-PEX6 AAA ATPase complex|peroxisomal membrane	Ubiquitin Proteasome System	Ubiquitin and UBL binding	PEX1-PEX6 AAA ATPase complex	peroxisomal membrane	idiosyncratic Ub binding / other	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|PEX1-PEX6 AAA ATPase complex|peroxisomal membrane	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|VCP and proteasome adaptor|with AN1	Ubiquitin Proteasome System	Ubiquitin and UBL binding	VCP and proteasome adaptor	with AN1	UIM, UBZ (ZFAND2A/B)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|VCP and proteasome adaptor|with AN1	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|VCP-associated adaptor|PLA2 activator	Ubiquitin Proteasome System	Ubiquitin and UBL binding	VCP-associated adaptor	PLA2 activator	idiosyncratic Ub binding / PFU & WD40	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|VCP-associated adaptor|PLA2 activator	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|VCP-associated adaptor|with UBL	Ubiquitin Proteasome System	Ubiquitin and UBL binding	VCP-associated adaptor	with UBL	UBA	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|VCP-associated adaptor|with UBL	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|VCP-associated adaptor|with UBX	Ubiquitin Proteasome System	Ubiquitin and UBL binding	VCP-associated adaptor	with UBX	UBA	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|VCP-associated adaptor|with UBX	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|VCP-associated adaptor|with UBX & TRX-like	Ubiquitin Proteasome System	Ubiquitin and UBL binding	VCP-associated adaptor	with UBX & TRX-like	UBA-like	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|VCP-associated adaptor|with UBX & TRX-like	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|VCP-associated adaptor|with UBX, SHP	Ubiquitin Proteasome System	Ubiquitin and UBL binding	VCP-associated adaptor	with UBX, SHP	UBA-like (p47)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|VCP-associated adaptor|with UBX, SHP	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|cytoskeleton associated|PAF regulator	Ubiquitin Proteasome System	Ubiquitin and UBL binding	cytoskeleton associated	PAF regulator	idiosyncratic Ub binding / WD40	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|cytoskeleton associated|PAF regulator	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|cytoskeleton associated|adapter, membrane proteins	Ubiquitin Proteasome System	Ubiquitin and UBL binding	cytoskeleton associated	adapter, membrane proteins	idiosyncratic Ub binding / SH3	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|cytoskeleton associated|adapter, membrane proteins	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|cytoskeleton associated|kinetochore motor	Ubiquitin Proteasome System	Ubiquitin and UBL binding	cytoskeleton associated	kinetochore motor	SIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|cytoskeleton associated|kinetochore motor	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|cytoskeleton associated|other	Ubiquitin Proteasome System	Ubiquitin and UBL binding	cytoskeleton associated	other	SIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|cytoskeleton associated|other	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|endoribonuclease|antiviral response	Ubiquitin Proteasome System	Ubiquitin and UBL binding	endoribonuclease	antiviral response	UBA (N4BP1)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|endoribonuclease|antiviral response	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|endoribonuclease|inflammatory response	Ubiquitin Proteasome System	Ubiquitin and UBL binding	endoribonuclease	inflammatory response	UBA-like (Rege-1)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|endoribonuclease|inflammatory response	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA export|mRNA export	Ubiquitin Proteasome System	Ubiquitin and UBL binding	mRNA export	mRNA export	UBA-like (TAC)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA export|mRNA export	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA maturation|mRNA splicing	Ubiquitin Proteasome System	Ubiquitin and UBL binding	mRNA maturation	mRNA splicing	UBA-like (other)	mapped	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA maturation|mRNA splicing	mapped
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA maturation|polyadenylation	Ubiquitin Proteasome System	Ubiquitin and UBL binding	mRNA maturation	polyadenylation	idiosyncratic Ub binding / WD40	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA maturation|polyadenylation	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mitotic exit and cytokinesis|mitotic exit and cytokinesis	Ubiquitin Proteasome System	Ubiquitin and UBL binding	mitotic exit and cytokinesis	mitotic exit and cytokinesis	UBAN-like, UBZ-like	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mitotic exit and cytokinesis|mitotic exit and cytokinesis	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|non-proteasomal proteases|aspartic protease with UBL	Ubiquitin Proteasome System	Ubiquitin and UBL binding	non-proteasomal proteases	aspartic protease with UBL	UIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|non-proteasomal proteases|aspartic protease with UBL	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|non-proteasomal proteases|endopeptidase	Ubiquitin Proteasome System	Ubiquitin and UBL binding	non-proteasomal proteases	endopeptidase	RanBP2-type ZnF	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|non-proteasomal proteases|endopeptidase	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|non-proteasomal proteases|serine protease	Ubiquitin Proteasome System	Ubiquitin and UBL binding	non-proteasomal proteases	serine protease	UIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|non-proteasomal proteases|serine protease	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|nuclear pore complex subunit|GATOR2 complex	Ubiquitin Proteasome System	Ubiquitin and UBL binding	nuclear pore complex subunit	GATOR2 complex	SUMO binding / WD40	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|nuclear pore complex subunit|GATOR2 complex	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|nuclear pore complex subunit|mRNA, protein export	Ubiquitin Proteasome System	Ubiquitin and UBL binding	nuclear pore complex subunit	mRNA, protein export	RanBP2-type ZnF	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|nuclear pore complex subunit|mRNA, protein export	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other DNA dependent processes|DNA nicking endonuclease	Ubiquitin Proteasome System	Ubiquitin and UBL binding	other DNA dependent processes	DNA nicking endonuclease	CUE	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other DNA dependent processes|DNA nicking endonuclease	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other DNA dependent processes|chromatin remodeling	Ubiquitin Proteasome System	Ubiquitin and UBL binding	other DNA dependent processes	chromatin remodeling	CUE	mapped	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other DNA dependent processes|chromatin remodeling	mapped
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other processes|persulfide transfer	Ubiquitin Proteasome System	Ubiquitin and UBL binding	other processes	persulfide transfer	idiosyncratic Ub binding / other	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other processes|persulfide transfer	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other processes|promotes nitric oxide synthesis	Ubiquitin Proteasome System	Ubiquitin and UBL binding	other processes	promotes nitric oxide synthesis	idiosyncratic Ub binding / other	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other processes|promotes nitric oxide synthesis	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other processes|unspecified	Ubiquitin Proteasome System	Ubiquitin and UBL binding	other processes	unspecified	idiosyncratic Ub binding / UBD	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other processes|unspecified	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other protein modifiers|ADP ribosyltransferase	Ubiquitin Proteasome System	Ubiquitin and UBL binding	other protein modifiers	ADP ribosyltransferase	UIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other protein modifiers|ADP ribosyltransferase	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other protein modifiers|N-terminal acetylation	Ubiquitin Proteasome System	Ubiquitin and UBL binding	other protein modifiers	N-terminal acetylation	UBA (NACA)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other protein modifiers|N-terminal acetylation	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other protein modifiers|dipeptidyl peptidase	Ubiquitin Proteasome System	Ubiquitin and UBL binding	other protein modifiers	dipeptidyl peptidase	SIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other protein modifiers|dipeptidyl peptidase	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other protein modifiers|histone deacetylase	Ubiquitin Proteasome System	Ubiquitin and UBL binding	other protein modifiers	histone deacetylase	UBP-associated ZnF	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|other protein modifiers|histone deacetylase	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|possible proteasome adaptor|with UBL	Ubiquitin Proteasome System	Ubiquitin and UBL binding	possible proteasome adaptor	with UBL	SIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|possible proteasome adaptor|with UBL	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasomal subunits|regulatory particle	Ubiquitin Proteasome System	Ubiquitin and UBL binding	proteasomal subunits	regulatory particle	idiosyncratic Ub binding / alpha solenoid	mapped	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasomal subunits|regulatory particle	mapped
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasome adaptor|with AN1	Ubiquitin Proteasome System	Ubiquitin and UBL binding	proteasome adaptor	with AN1	UBZ (ZFAND2A/B)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasome adaptor|with AN1	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasome adaptor|with UBL	Ubiquitin Proteasome System	Ubiquitin and UBL binding	proteasome adaptor	with UBL	UBA, STI	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasome adaptor|with UBL	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasome adaptor|with UBL, STI1	Ubiquitin Proteasome System	Ubiquitin and UBL binding	proteasome adaptor	with UBL, STI1	UBA	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasome adaptor|with UBL, STI1	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|AMP-activated Ser/Thr kinases	Ubiquitin Proteasome System	Ubiquitin and UBL binding	protein kinases & regulators	AMP-activated Ser/Thr kinases	UBA-like (PRKAA1)	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|AMP-activated Ser/Thr kinases	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|GATOR2 complex	Ubiquitin Proteasome System	Ubiquitin and UBL binding	protein kinases & regulators	GATOR2 complex	RWD	mapped	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|GATOR2 complex	mapped
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|microtubule-associated Ser/Thr kinases	Ubiquitin Proteasome System	Ubiquitin and UBL binding	protein kinases & regulators	microtubule-associated Ser/Thr kinases	UBA	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|microtubule-associated Ser/Thr kinases	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|other Ser/Thr kinase	Ubiquitin Proteasome System	Ubiquitin and UBL binding	protein kinases & regulators	other Ser/Thr kinase	UBA	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|other Ser/Thr kinase	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|regulator of IR tyrosine kinase	Ubiquitin Proteasome System	Ubiquitin and UBL binding	protein kinases & regulators	regulator of IR tyrosine kinase	UIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|regulator of IR tyrosine kinase	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|salt-inducible Ser/Thr kinases	Ubiquitin Proteasome System	Ubiquitin and UBL binding	protein kinases & regulators	salt-inducible Ser/Thr kinases	UBA	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|salt-inducible Ser/Thr kinases	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|tyrosine kinase	Ubiquitin Proteasome System	Ubiquitin and UBL binding	protein kinases & regulators	tyrosine kinase	idiosyncratic Ub binding / SH2, SH3	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein kinases & regulators|tyrosine kinase	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein phosphatases & regulators|phosphatase regulator	Ubiquitin Proteasome System	Ubiquitin and UBL binding	protein phosphatases & regulators	phosphatase regulator	UIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein phosphatases & regulators|phosphatase regulator	no_mapping
type	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein phosphatases & regulators|phosphatidylinositol phosphatase	Ubiquitin Proteasome System	Ubiquitin and UBL binding	protein phosphatases & regulators	phosphatidylinositol phosphatase	UIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein phosphatases & regulators|phosphatidylinositol phosphatase	no_mapping
