accession	subsection	rank	protrek_score	cosine	text
P50503	Function	21	16.0203	0.299207	Acts as co-chaperone regulating the molecular chaperones HSP70 and HSP90 in folding of steroid receptors, such as the glucocorticoid receptor and the progesterone receptor. Proposed to act as a recycling chaperone by facilitating the return of chaperone substrates to early stages of chaperoning if further folding is required. In vitro, induces ATP-independent dissociation of HSP90 but not of HSP70 from the chaperone-substrate complexes. Recruits NR1I3 to the cytoplasm (By similarity)
P50503	Function	22	16.0140	0.299090	Inhibits HSPA1A chaperone activity by changing the conformation of the ATP-binding domain of HSPA1A and interfering with ATP binding. Interferes with ubiquitination mediated by STUB1 and inhibits chaperone-assisted degradation of immature CFTR
P50503	Function	23	15.9833	0.298517	Molecular chaperone implicated in a wide variety of cellular processes, including protection of the proteome from stress, folding and transport of newly synthesized polypeptides, activation of proteolysis of misfolded proteins and the formation and dissociation of protein complexes. Plays a pivotal role in the protein quality control system, ensuring the correct folding of proteins, the re-folding of misfolded proteins and controlling the targeting of proteins for subsequent degradation. This is achieved through cycles of ATP binding, ATP hydrolysis and ADP release, mediated by co-chaperones. The co-chaperones have been shown to not only regulate different steps of the ATPase cycle, but they also have an individual specificity such that one co-chaperone may promote folding of a substrate while another may promote degradation. The affinity for polypeptides is regulated by its nucleotide bound state. In the ATP-bound form, it has a low affinity for substrate proteins. However, upon hydrolysis of the ATP to ADP, it undergoes a conformational change that increases its affinity for substrate proteins. It goes through repeated cycles of ATP hydrolysis and nucleotide exchange, which permits cycles of substrate binding and release. The co-chaperones are of three types: J-domain co-chaperones such as HSP40s (stimulate ATPase hydrolysis by HSP70), the nucleotide exchange factors (NEF) such as BAG1/2/3 (facilitate conversion of HSP70 from the ADP-bound to the ATP-bound state thereby promoting substrate release), and the TPR domain chaperones such as HOPX and STUB1 (PubMed:24012426, PubMed:26865365, PubMed:24318877). Maintains protein homeostasis during cellular stress through two opposing mechanisms: protein refolding and degradation. Its acetylation/deacetylation state determines whether it functions in protein refolding or protein degradation by controlling the competitive binding of co-chaperones HOPX and STUB1. During the early stress response, the acetylated form binds to HOPX which assists in chaperone-mediated protein refolding, thereafter, it is deacetylated and binds to ubiquitin ligase STUB1 that promotes ubiquitin-mediated protein degradation (PubMed:27708256). Regulates centrosome integrity during mitosis, and is required for the maintenance of a functional mitotic centrosome that supports the assembly of a bipolar mitotic spindle (PubMed:27137183). Enhances STUB1-mediated SMAD3 ubiquitination and degradation and facilitates STUB1-mediated inhibition of TGF-beta signaling (PubMed:24613385). Essential for STUB1-mediated ubiquitination and degradation of FOXP3 in regulatory T-cells (Treg) during inflammation (PubMed:23973223). Negatively regulates heat shock-induced HSF1 transcriptional activity during the attenuation and recovery phase period of the heat shock response (PubMed:9499401). Involved in the clearance of misfolded PRDM1/Blimp-1 proteins. Sequesters them in the cytoplasm and promotes their association with SYNV1/HRD1, leading to proteasomal degradation (PubMed:28842558)
P50503	Function	24	15.9813	0.298478	Molecular chaperone implicated in a wide variety of cellular processes, including protection of the proteome from stress, folding and transport of newly synthesized polypeptides, activation of proteolysis of misfolded proteins and the formation and dissociation of protein complexes. Plays a pivotal role in the protein quality control system, ensuring the correct folding of proteins, the re-folding of misfolded proteins and controlling the targeting of proteins for subsequent degradation. This is achieved through cycles of ATP binding, ATP hydrolysis and ADP release, mediated by co-chaperones. The co-chaperones have been shown to not only regulate different steps of the ATPase cycle, but they also have an individual specificity such that one co-chaperone may promote folding of a substrate while another may promote degradation. The affinity for polypeptides is regulated by its nucleotide bound state. In the ATP-bound form, it has a low affinity for substrate proteins. However, upon hydrolysis of the ATP to ADP, it undergoes a conformational change that increases its affinity for substrate proteins. It goes through repeated cycles of ATP hydrolysis and nucleotide exchange, which permits cycles of substrate binding and release. The co-chaperones are of three types: J-domain co-chaperones such as HSP40s (stimulate ATPase hydrolysis by HSP70), the nucleotide exchange factors (NEF) such as BAG1/2/3 (facilitate conversion of HSP70 from the ADP-bound to the ATP-bound state thereby promoting substrate release), and the TPR domain chaperones such as HOPX and STUB1 (PubMed:24012426, PubMed:26865365, PubMed:24318877). Maintains protein homeostasis during cellular stress through two opposing mechanisms: protein refolding and degradation. Its acetylation/deacetylation state determines whether it functions in protein refolding or protein degradation by controlling the competitive binding of co-chaperones HOPX and STUB1. During the early stress response, the acetylated form binds to HOPX which assists in chaperone-mediated protein refolding, thereafter, it is deacetylated and binds to ubiquitin ligase STUB1 that promotes ubiquitin-mediated protein degradation (PubMed:27708256). Regulates centrosome integrity during mitosis, and is required for the maintenance of a functional mitotic centrosome that supports the assembly of a bipolar mitotic spindle (PubMed:27137183). Enhances STUB1-mediated SMAD3 ubiquitination and degradation and facilitates STUB1-mediated inhibition of TGF-beta signaling (PubMed:24613385). Essential for STUB1-mediated ubiquitination and degradation of FOXP3 in regulatory T-cells (Treg) during inflammation (PubMed:23973223)
P50503	Function	25	15.8901	0.296776	Acts as co-chaperone regulating the molecular chaperones HSP70 and HSP90 in folding of steroid receptors, such as the glucocorticoid receptor and the progesterone receptor. Proposed to act as a recycling chaperone by facilitating the return of chaperone substrates to early stages of chaperoning if further folding is required. In vitro, induces ATP-independent dissociation of HSP90 but not of HSP70 from the chaperone-substrate complexes (By similarity). Recruits NR1I3 to the cytoplasm
P10361	Function	1	17.4616	0.326126	Acts as a tumor suppressor in many tumor types; induces growth arrest or apoptosis depending on the physiological circumstances and cell type. Involved in cell cycle regulation as a trans-activator that acts to negatively regulate cell division by controlling a set of genes required for this process. One of the activated genes is an inhibitor of cyclin-dependent kinases. Apoptosis induction seems to be mediated either by stimulation of BAX and FAS antigen expression, or by repression of Bcl-2 expression. Its pro-apoptotic activity is activated via its interaction with PPP1R13B/ASPP1 or TP53BP2/ASPP2 (By similarity). However, this activity is inhibited when the interaction with PPP1R13B/ASPP1 or TP53BP2/ASPP2 is displaced by PPP1R13L/iASPP (By similarity). In cooperation with mitochondrial PPIF is involved in activating oxidative stress-induced necrosis; the function is largely independent of transcription. Prevents CDK7 kinase activity when associated to CAK complex in response to DNA damage, thus stopping cell cycle progression. Induces the transcription of long intergenic non-coding RNA p21 (lincRNA-p21) and lincRNA-Mkln1. LincRNA-p21 participates in TP53-dependent transcriptional repression leading to apoptosis and seems to have an effect on cell-cycle regulation. Regulates the circadian clock by repressing CLOCK-BMAL1-mediated transcriptional activation of PER2
P10361	Function	2	17.3881	0.324753	Acts as a tumor suppressor in many tumor types; induces growth arrest or apoptosis depending on the physiological circumstances and cell type. Involved in cell cycle regulation as a trans-activator that acts to negatively regulate cell division by controlling a set of genes required for this process. One of the activated genes is an inhibitor of cyclin-dependent kinases. Apoptosis induction seems to be mediated either by stimulation of BAX and FAS antigen expression, or by repression of Bcl-2 expression. Its pro-apoptotic activity is activated via its interaction with PPP1R13B/ASPP1 or TP53BP2/ASPP2 (By similarity). However, this activity is inhibited when the interaction with PPP1R13B/ASPP1 or TP53BP2/ASPP2 is displaced by PPP1R13L/iASPP (By similarity). In cooperation with mitochondrial PPIF is involved in activating oxidative stress-induced necrosis; the function is largely independent of transcription. Prevents CDK7 kinase activity when associated to CAK complex in response to DNA damage, thus stopping cell cycle progression. Induces the transcription of long intergenic non-coding RNA p21 (lincRNA-p21) and lincRNA-Mkln1. LincRNA-p21 participates in TP53-dependent transcriptional repression leading to apoptosis and seems to have an effect on cell-cycle regulation. Regulates the circadian clock by repressing CLOCK-ARNTL/BMAL1-mediated transcriptional activation of PER2
P10361	Function	3	17.3210	0.323501	Acts as a tumor suppressor in many tumor types; induces growth arrest or apoptosis depending on the physiological circumstances and cell type (PubMed:11025664, PubMed:12524540, PubMed:12810724, PubMed:15186775, PubMed:15340061, PubMed:17317671, PubMed:17349958, PubMed:19556538, PubMed:20673990, PubMed:20959462, PubMed:22726440, PubMed:24051492, PubMed:9840937, PubMed:24652652). Involved in cell cycle regulation as a trans-activator that acts to negatively regulate cell division by controlling a set of genes required for this process (PubMed:11025664, PubMed:12524540, PubMed:12810724, PubMed:15186775, PubMed:15340061, PubMed:17317671, PubMed:17349958, PubMed:19556538, PubMed:20673990, PubMed:20959462, PubMed:22726440, PubMed:24051492, PubMed:9840937, PubMed:24652652). One of the activated genes is an inhibitor of cyclin-dependent kinases. Apoptosis induction seems to be mediated either by stimulation of BAX and FAS antigen expression, or by repression of Bcl-2 expression. Its pro-apoptotic activity is activated via its interaction with PPP1R13B/ASPP1 or TP53BP2/ASPP2 (PubMed:12524540). However, this activity is inhibited when the interaction with PPP1R13B/ASPP1 or TP53BP2/ASPP2 is displaced by PPP1R13L/iASPP (PubMed:12524540). In cooperation with mitochondrial PPIF is involved in activating oxidative stress-induced necrosis; the function is largely independent of transcription. Induces the transcription of long intergenic non-coding RNA p21 (lincRNA-p21) and lincRNA-Mkln1. LincRNA-p21 participates in TP53-dependent transcriptional repression leading to apoptosis and seems to have an effect on cell-cycle regulation. Implicated in Notch signaling cross-over. Prevents CDK7 kinase activity when associated to CAK complex in response to DNA damage, thus stopping cell cycle progression. Isoform 2 enhances the transactivation activity of isoform 1 from some but not all TP53-inducible promoters. Isoform 4 suppresses transactivation activity and impairs growth suppression mediated by isoform 1. Isoform 7 inhibits isoform 1-mediated apoptosis. Regulates the circadian clock by repressing CLOCK-BMAL1-mediated transcriptional activation of PER2 (PubMed:24051492)
P10361	Function	4	17.1123	0.319602	Acts as a tumor suppressor in many tumor types; induces growth arrest or apoptosis depending on the physiological circumstances and cell type. Involved in cell cycle regulation as a trans-activator that acts to negatively regulate cell division by controlling a set of genes required for this process. One of the activated genes is an inhibitor of cyclin-dependent kinases. Apoptosis induction seems to be mediated either by stimulation of BAX and FAS antigen expression, or by repression of Bcl-2 expression. Its pro-apoptotic activity is activated via its interaction with PPP1R13B/ASPP1 or TP53BP2/ASPP2 (By similarity). However, this activity is inhibited when the interaction with PPP1R13B/ASPP1 or TP53BP2/ASPP2 is displaced by PPP1R13L/iASPP (By similarity). In cooperation with mitochondrial PPIF is involved in activating oxidative stress-induced necrosis; the function is largely independent of transcription. Prevents CDK7 kinase activity when associated to CAK complex in response to DNA damage, thus stopping cell cycle progression (By similarity). Induces the transcription of long intergenic non-coding RNA p21 (lincRNA-p21) and lincRNA-Mkln1. LincRNA-p21 participates in TP53-dependent transcriptional repression leading to apoptosis, but seems to have to effect on cell-cycle regulation. Regulates the circadian clock by repressing CLOCK-BMAL1-mediated transcriptional activation of PER2 (PubMed:24051492)
P10361	Function	5	15.7550	0.294252	Acts as a tumor suppressor in many tumor types; induces growth arrest or apoptosis depending on the physiological circumstances and cell type. Involved in cell cycle regulation as a trans-activator that acts to negatively regulate cell division by controlling a set of genes required for this process. One of the activated genes is an inhibitor of cyclin-dependent kinases. Apoptosis induction seems to be mediated either by stimulation of bax and fas antigen expression, or by repression of Bcl-2 expression
P10361	Function	6	15.7425	0.294019	Acts as a tumor suppressor in many tumor types; induces growth arrest or apoptosis depending on the physiological circumstances and cell type. Involved in cell cycle regulation as a trans-activator that acts to negatively regulate cell division by controlling a set of genes required for this process. One of the activated genes is an inhibitor of cyclin-dependent kinases. Apoptosis induction seems to be mediated either by stimulation of BAX and FAS antigen expression, or by repression of Bcl-2 expression (By similarity)
P10361	Function	7	15.0362	0.280827	Transcription regulator that converts stress signals into a program of gene expression that empowers cells with resistance to the stress induced by a change in their microenvironment. Thereby participates in regulation of many process namely cell-cycle, apoptosis, autophagy and DNA repair responses (PubMed:11896600, PubMed:19723804, PubMed:23900510, PubMed:27451286, PubMed:22565310, PubMed:20181828). Controls cell cycle progression and protects cells from genotoxic stress induced by doxorubicin through the complex formation with TP53 and EP300 that binds CDKN1A promoter leading to transcriptional induction of CDKN1A (By similarity). Protects pancreatic cancer cells from stress-induced cell death by binding the RELB promoter and activating its transcription, leading to IER3 transactivation (PubMed:22565310). Negatively regulates apoptosis through interaction with PTMA (By similarity). Inhibits autophagy-induced apoptosis in cardiac cells through FOXO3 interaction, inducing cytoplasmic translocation of FOXO3 thereby preventing the FOXO3 association with the pro-autophagic BNIP3 promoter (PubMed:20181828). Inhibits cell growth and facilitates programmed cell death by apoptosis after adriamycin-induced DNA damage through transactivation of TP53 (PubMed:11896600). Regulates methamphetamine-induced apoptosis and autophagy through DDIT3-mediated endoplasmic reticulum stress pathway (By similarity). Participates in DNA repair following gamma-irradiation by facilitating DNA access of the transcription machinery through interaction with MSL1 leading to inhibition of histone H4' Lys-16' acetylation (H4K16ac) (By similarity). Coactivator of PAX2 transcription factor activity, both by recruiting the EP300 cofactor to increase PAX2 transcription factor activity and by binding PAXIP1 to suppress PAXIP1-induced inhibition on PAX2 (By similarity). Positively regulates cell cycle progression through interaction with COPS5 inducing cytoplasmic translocation of CDKN1B leading to the CDKN1B degradation (By similarity). Coordinates, through its interaction with EP300, the assiociation of MYOD1, EP300 and DDX5 to the MYOG promoter, leading to inhibition of cell-cycle progression and myogenic differentiation promotion (PubMed:19723804). Negatively regulates beta cell proliferation via inhibition of cell-cycle regulatory genes expression through the suppression of their promoter activities (PubMed:23900510). Also required for LHB expression and ovarian maturation (PubMed:18495683). Exacerbates CNS inflammation and demyelination upon cuprizone treatment (PubMed:16374777)
P10361	Function	8	14.9544	0.279300	Functions via its association with PML-nuclear bodies (PML-NBs) in a wide range of important cellular processes, including tumor suppression, transcriptional regulation, apoptosis, senescence, DNA damage response, and viral defense mechanisms. Acts as the scaffold of PML-NBs allowing other proteins to shuttle in and out, a process which is regulated by SUMO-mediated modifications and interactions. Isoform PML-4 has a multifaceted role in the regulation of apoptosis and growth suppression: activates RB1 and inhibits AKT1 via interactions with PP1 and PP2A phosphatases respectively, negatively affects the PI3K pathway by inhibiting MTOR and activating PTEN, and positively regulates p53/TP53 by acting at different levels (by promoting its acetylation and phosphorylation and by inhibiting its MDM2-dependent degradation). Isoform PML-4 also: acts as a transcriptional repressor of TBX2 during cellular senescence and the repression is dependent on a functional RBL2/E2F4 repressor complex, regulates double-strand break repair in gamma-irradiation-induced DNA damage responses via its interaction with WRN, acts as a negative regulator of telomerase by interacting with TERT, and regulates PER2 nuclear localization and circadian function. Isoform PML-6 inhibits specifically the activity of the tetrameric form of PKM. The nuclear isoforms (isoform PML-1, isoform PML-2, isoform PML-3, isoform PML-4 and isoform PML-5) in concert with SATB1 are involved in local chromatin-loop remodeling and gene expression regulation at the MHC-I locus. Isoform PML-2 is required for efficient IFN-gamma induced MHC II gene transcription via regulation of CIITA. Cytoplasmic PML is involved in the regulation of the TGF-beta signaling pathway. PML also regulates transcription activity of ELF4 and can act as an important mediator for TNF-alpha- and IFN-alpha-mediated inhibition of endothelial cell network formation and migration
P10361	Function	9	14.8854	0.278011	Acts as a tumor suppressor in many tumor types; induces growth arrest or apoptosis depending on the physiological circumstances and cell type. Involved in cell cycle regulation as a trans-activator that acts to negatively regulate cell division by controlling a set of genes required for this process. One of the activated genes is an inhibitor of cyclin-dependent kinases. Apoptosis induction seems to be mediated either by stimulation of BAX and FAS antigen expression, or by repression of Bcl-2 expression. In cooperation with mitochondrial PPIF is involved in activating oxidative stress-induced necrosis; the function is largely independent of transcription. Prevents CDK7 kinase activity when associated to CAK complex in response to DNA damage, thus stopping cell cycle progression. Induces the transcription of long intergenic non-coding RNA p21 (lincRNA-p21) and lincRNA-Mkln1. LincRNA-p21 participates in TP53-dependent transcriptional repression leading to apoptosis and seems to have an effect on cell-cycle regulation. Regulates the circadian clock by repressing CLOCK-BMAL1-mediated transcriptional activation of PER2
P10361	Function	10	14.8682	0.277690	Potential tumor suppressor. Required for death receptor-dependent apoptosis. Mediates activation of Mediates activation of STK3/MST2 and STK4/MST1 during Fas-induced apoptosis by preventing their dephosphorylation. When associated with MOAP1, promotes BAX conformational change and translocation to mitochondrial membranes in response to TNF and TNFSF10 stimulation. Isoform A interacts with CDC20, an activator of the anaphase-promoting complex, APC, resulting in the inhibition of APC activity and mitotic progression. Inhibits proliferation by negatively regulating cell cycle progression at the level of G1/S-phase transition by regulating accumulation of cyclin D1 protein. Isoform C has been shown not to perform these roles, no function has been identified for this isoform. Isoform A disrupts interactions among MDM2, DAXX and USP7, thus contributing to the efficient activation of TP53 by promoting MDM2 self-ubiquitination in cell-cycle checkpoint control in response to DNA damage (By similarity)
P10361	Function	11	14.5807	0.272320	Potential tumor suppressor. Required for death receptor-dependent apoptosis. Mediates activation of STK3/MST2 and STK4/MST1 during Fas-induced apoptosis by preventing their dephosphorylation. When associated with MOAP1, promotes BAX conformational change and translocation to mitochondrial membranes in response to TNF and TNFSF10 stimulation. Isoform A interacts with CDC20, an activator of the anaphase-promoting complex, APC, resulting in the inhibition of APC activity and mitotic progression. Inhibits proliferation by negatively regulating cell cycle progression at the level of G1/S-phase transition by regulating accumulation of cyclin D1 protein. Isoform C has been shown not to perform these roles, no function has been identified for this isoform. Isoform A disrupts interactions among MDM2, DAXX and USP7, thus contributing to the efficient activation of TP53 by promoting MDM2 self-ubiquitination in cell-cycle checkpoint control in response to DNA damage
P10361	Function	12	14.5389	0.271540	Acts as a sequence specific DNA binding transcriptional activator or repressor. The isoforms contain a varying set of transactivation and auto-regulating transactivation inhibiting domains thus showing an isoform specific activity. May be required in conjunction with TP73/p73 for initiation of p53/TP53 dependent apoptosis in response to genotoxic insults and the presence of activated oncogenes. Involved in Notch signaling by probably inducing JAG1 and JAG2. Activates RIPK4 transcription (By similarity). Plays a role in the regulation of epithelial morphogenesis. The ratio of DeltaN-type and TA*-type isoforms may govern the maintenance of epithelial stem cell compartments and regulate the initiation of epithelial stratification from the undifferentiated embryonal ectoderm. Required for limb formation from the apical ectodermal ridge. Activates transcription of the p21 promoter (By similarity)
P10361	Function	13	14.4828	0.270492	Transcriptional regulator (PubMed:7945937). Recognizes and binds to the DNA sequence 5'-GCG(T/G)GGGCG-3'(EGR-site) in the promoter region of target genes (By similarity). Binds double-stranded target DNA, irrespective of the cytosine methylation status (By similarity). Regulates the transcription of numerous target genes, and thereby plays an important role in regulating the response to growth factors, DNA damage, and ischemia. Plays a role in the regulation of cell survival, proliferation and cell death. Mediates responses to ischemia and hypoxia; regulates the expression of proteins that are involved in inflammatory processes (By similarity). Plays a role in regulating the expression of circadian clock genes (By similarity)
P10361	Function	14	14.3953	0.268858	Acts as a sequence specific DNA binding transcriptional activator or repressor. The isoforms contain a varying set of transactivation and auto-regulating transactivation inhibiting domains thus showing an isoform specific activity. May be required in conjunction with TP73/p73 for initiation of p53/TP53 dependent apoptosis in response to genotoxic insults and the presence of activated oncogenes. Involved in Notch signaling by probably inducing JAG1 and JAG2. Activates transcription of the p21 promoter (By similarity). Activates RIPK4 transcription. Plays a role in the regulation of epithelial morphogenesis. The ratio of DeltaN-type and TA*-type isoforms may govern the maintenance of epithelial stem cell compartments and regulate the initiation of epithelial stratification from the undifferentiated embryonal ectoderm. Required for limb formation from the apical ectodermal ridge
P10361	Function	15	14.2762	0.266633	Participates in the apoptotic response to DNA damage. Isoforms containing the transactivation domain are pro-apoptotic, isoforms lacking the domain are anti-apoptotic and block the function of p53 and transactivating p73 isoforms. May be a tumor suppressor protein. Is an activator of FOXJ1 expression, essential for the positive regulation of lung ciliated cell differentiation (PubMed:26947080)
P10361	Function	16	14.2179	0.265543	Transcription regulator that converts stress signals into a program of gene expression that empowers cells with resistance to the stress induced by a change in their microenvironment. Thereby participates in regulation of many process namely cell-cycle, apoptosis, autophagy and DNA repair responses (PubMed:27031958, PubMed:28694771, PubMed:20181828). Controls cell cycle progression and protects cells from genotoxic stress induced by doxorubicin through the complex formation with TP53 and EP300 that binds CDKN1A promoter leading to transcriptional induction of CDKN1A (By similarity). Protects pancreatic cancer cells from stress-induced cell death by binding the RELB promoter and activating its transcription, leading to IER3 transactivation (By similarity). Negatively regulates apoptosis through interaction with PTMA (By similarity). Inhibits autophagy-induced apoptosis in cardiac cells through FOXO3 interaction, inducing cytoplasmic translocation of FOXO3 thereby preventing the FOXO3 association with the pro-autophagic BNIP3 promoter (PubMed:20181828). Inhibits cell growth and facilitates programmed cell death by apoptosis after adriamycin-induced DNA damage through transactivation of TP53 (By similarity). Regulates methamphetamine-induced apoptosis and autophagy through DDIT3-mediated endoplasmic reticulum stress pathway (PubMed:28694771, PubMed:27031958). Participates in DNA repair following gamma-irradiation by facilitating DNA access of the transcription machinery through interaction with MSL1 leading to inhibition of histone H4' Lys-16' acetylation (H4K16ac) (By similarity). Coactivator of PAX2 transcription factor activity, both by recruiting the EP300 cofactor to increase PAX2 transcription factor activity and by binding PAXIP1 to suppress PAXIP1-induced inhibition on PAX2 (By similarity). Positively regulates cell cycle progression through interaction with COPS5 inducing cytoplasmic translocation of CDKN1B leading to the CDKN1B degradation (By similarity). Coordinates, through its interaction with EP300, the assiociation of MYOD1, EP300 and DDX5 to the MYOG promoter, leading to inhibition of cell-cycle progression and myogenic differentiation promotion (By similarity). Negatively regulates beta cell proliferation via inhibition of cell-cycle regulatory genes expression through the suppression of their promoter activities (By similarity). Also required for LHB expression and ovarian maturation (By similarity). Exacerbates CNS inflammation and demyelination upon cuprizone treatment (By similarity)
P10361	Function	17	14.1251	0.263811	Transcriptional regulator. Recognizes and binds to the DNA sequence 5'-GCG(T/G)GGGCG-3'(EGR-site) in the promoter region of target genes (By similarity). Binds double-stranded target DNA, irrespective of the cytosine methylation status (By similarity). Regulates the transcription of numerous target genes, and thereby plays an important role in regulating the response to growth factors, DNA damage, and ischemia. Plays a role in the regulation of cell survival, proliferation and cell death. Mediates responses to ischemia and hypoxia; regulates the expression of proteins that are involved in inflammatory processes (By similarity). Plays role in regulating the expression of circadian clock genes (By similarity)
P10361	Function	18	14.0628	0.262647	Participates in the apoptotic response to DNA damage. Isoforms containing the transactivation domain are pro-apoptotic, isoforms lacking the domain are anti-apoptotic and block the function of p53 and transactivating p73 isoforms. May be a tumor suppressor protein. Is an activator of FOXJ1 expression (By similarity). It is an essential factor for the positive regulation of lung ciliated cell differentiation (PubMed:34077761)
P10361	Function	19	14.0043	0.261555	Transcriptional regulator. Recognizes and binds to the DNA sequence 5'-GCG(T/G)GGGCG-3'(EGR-site) in the promoter region of target genes (By similarity). Binds double-stranded target DNA, irrespective of the cytosine methylation status (By similarity). Regulates the transcription of numerous target genes, and thereby plays an important role in regulating the response to growth factors, DNA damage, and ischemia. Plays a role in the regulation of cell survival, proliferation and cell death. Mediates responses to ischemia and hypoxia; regulates the expression of proteins that are involved in inflammatory processes (By similarity). Plays a role in regulating the expression of circadian clock genes (By similarity)
P10361	Function	20	13.9915	0.261315	Transcription regulator that converts stress signals into a program of gene expression that empowers cells with resistance to the stress induced by a change in their microenvironment. Thereby participates in regulation of many process namely cell-cycle, apoptosis, autophagy and DNA repair responses (PubMed:16478804, PubMed:19650074, PubMed:16300740, PubMed:19723804, PubMed:11056169, PubMed:22858377, PubMed:11940591, PubMed:18690848, PubMed:22565310, PubMed:20181828, PubMed:30451898). Controls cell cycle progression and protects cells from genotoxic stress induced by doxorubicin through the complex formation with TP53 and EP300 that binds CDKN1A promoter leading to transcriptional induction of CDKN1A (PubMed:18690848). Protects pancreatic cancer cells from stress-induced cell death by binding the RELB promoter and activating its transcription, leading to IER3 transactivation (PubMed:22565310). Negatively regulates apoptosis through interaction with PTMA (PubMed:16478804). Inhibits autophagy-induced apoptosis in cardiac cells through FOXO3 interaction, inducing cytoplasmic translocation of FOXO3 thereby preventing the FOXO3 association with the pro-autophagic BNIP3 promoter (PubMed:20181828). Inhibits cell growth and facilitates programmed cell death by apoptosis after adriamycin-induced DNA damage through transactivation of TP53 (By similarity). Regulates methamphetamine-induced apoptosis and autophagy through DDIT3-mediated endoplasmic reticulum stress pathway (By similarity). Participates in DNA repair following gamma-irradiation by facilitating DNA access of the transcription machinery through interaction with MSL1 leading to inhibition of histone H4' Lys-16' acetylation (H4K16ac) (PubMed:19650074). Coactivator of PAX2 transcription factor activity, both by recruiting EP300 to increase PAX2 transcription factor activity and by binding PAXIP1 to suppress PAXIP1-induced inhibition on PAX2 (PubMed:11940591). Positively regulates cell cycle progression through interaction with COPS5 inducing cytoplasmic translocation of CDKN1B leading to the CDKN1B degradation (PubMed:16300740). Coordinates, through its interaction with EP300, the assiociation of MYOD1, EP300 and DDX5 to the MYOG promoter, leading to inhibition of cell-cycle progression and myogenic differentiation promotion (PubMed:19723804). Negatively regulates beta cell proliferation via inhibition of cell-cycle regulatory genes expression through the suppression of their promoter activities (By similarity). Also required for LHB expression and ovarian maturation (By similarity). Exacerbates CNS inflammation and demyelination upon cuprizone treatment (By similarity)
P10361	Function	21	13.8187	0.258088	This cleavage form irreversibly binds to DNA breaks and interferes with DNA repair, promoting DNA damage-induced apoptosis
P10361	Function	22	13.6924	0.255730	Predominant isoform expressed in most tissues, which has weaker transcriptional activity compared to isoform SREBP-1A (By similarity). Primarily controls expression of lipogenic gene (PubMed:12177166). Strongly activates global lipid synthesis in rapidly growing cells (By similarity)
P10361	Function	23	13.6841	0.255574	Transcriptional regulator (PubMed:20121949). Recognizes and binds to the DNA sequence 5'-GCG(T/G)GGGCG-3'(EGR-site) in the promoter region of target genes (By similarity). Binds double-stranded target DNA, irrespective of the cytosine methylation status (PubMed:25258363, PubMed:25999311). Regulates the transcription of numerous target genes, and thereby plays an important role in regulating the response to growth factors, DNA damage, and ischemia. Plays a role in the regulation of cell survival, proliferation and cell death. Activates expression of p53/TP53 and TGFB1, and thereby helps prevent tumor formation. Required for normal progress through mitosis and normal proliferation of hepatocytes after partial hepatectomy. Mediates responses to ischemia and hypoxia; regulates the expression of proteins such as IL1B and CXCL2 that are involved in inflammatory processes and development of tissue damage after ischemia. Regulates biosynthesis of luteinizing hormone (LHB) in the pituitary (By similarity). Regulates the amplitude of the expression rhythms of clock genes: BMAL1, PER2 and NR1D1 in the liver via the activation of PER1 (clock repressor) transcription. Regulates the rhythmic expression of core-clock gene BMAL1 in the suprachiasmatic nucleus (SCN) (By similarity)
P10361	Function	24	13.6818	0.255532	Tumor suppressor that is a key regulator of the G1/S transition of the cell cycle. The hypophosphorylated form binds transcription regulators of the E2F family, preventing transcription of E2F-responsive genes. Both physically blocks E2Fs transactivating domain and recruits chromatin-modifying enzymes that actively repress transcription. Cyclin and CDK-dependent phosphorylation of RB1 induces its dissociation from E2Fs, thereby activating transcription of E2F responsive genes and triggering entry into S phase. RB1 also promotes the G0-G1 transition upon phosphorylation and activation by CDK3/cyclin-C
P10361	Function	25	13.6647	0.255212	Predominant isoform expressed in most tissues, which has weaker transcriptional activity compared to isoform SREBP-1A (By similarity). Primarily controls expression of lipogenic gene (By similarity). Strongly activates global lipid synthesis in rapidly growing cells (By similarity)
Q9JLA3	Function	1	20.6292	0.385286	Recognizes glycoproteins with minor folding defects. Reglucosylates single N-glycans near the misfolded part of the protein, thus providing quality control for protein folding in the endoplasmic reticulum (By similarity)
Q9JLA3	Function	2	20.4377	0.381710	Recognizes glycoproteins with minor folding defects (PubMed:22960071). Reglucosylates single N-glycans near the misfolded part of the protein, thus providing quality control for protein folding in the endoplasmic reticulum (PubMed:22960071). Reglucosylated proteins are recognized by calreticulin for recycling to the endoplasmic reticulum and refolding or degradation (PubMed:11535823)
Q9JLA3	Function	3	19.7397	0.368673	May play a role in male spermatogenesis. In vitro acts as inhibitor of MGAT1 activity causing cell surface proteins to carry mainly high mannose N-glycans. The function is mediated by its lumenal domain and occurs specifically in the Golgi. A catalytic glucosyltransferase activity is not detected. May be involved in regulation of Sertoli-germ cell interactions during specific stages of spermatogenesis
Q9JLA3	Function	4	19.4812	0.363846	Carbohydrate-binding protein with a strong ligand preference for Glc2-N-glycan. May play a role in the early steps of protein N-glycosylation (By similarity)
