accession,rank,protrek_score,aspect,pred_label,pred_id,label_resolution,match_category,goa_match,goa_match_label,n_goa_terms
Q13148,3,16.5608,P,regulation of RNA binding transcription factor activity,GO:1905255,obsolete_in_go,OBSOLETE_TERM,,,38
Q13148,4,16.5299,F,poly(G) binding,GO:0034046,exact_label,MORE_SPECIFIC,GO:0003676,nucleic acid binding,38
Q13148,5,16.5267,F,poly(C) RNA binding,GO:0017130,exact_label,MORE_SPECIFIC,GO:0003676,nucleic acid binding,38
P04637,1,16.0465,P,oligodendrocyte apoptotic process,GO:0097252,exact_label,EXACT,GO:0097252,oligodendrocyte apoptotic process,201
P04637,2,16.0237,P,positive regulation of thymocyte apoptotic process,GO:0070245,exact_label,EXACT,GO:0070245,positive regulation of thymocyte apoptotic process,201
P04637,3,16.0116,P,positive regulation of oligodendrocyte apoptotic process,GO:1900143,exact_label,MORE_SPECIFIC,GO:0042981,regulation of apoptotic process,201
P04637,4,15.6811,P,thymocyte apoptotic process,GO:0070242,exact_label,EXACT,GO:0070242,thymocyte apoptotic process,201
P04637,5,15.5706,P,regulation of thymocyte apoptotic process,GO:0070243,exact_label,EXACT,GO:0070243,regulation of thymocyte apoptotic process,201
P15692,1,16.5058,C,VEGF-A complex,GO:1990150,exact_label,NO_OVERLAP,,,120
P15692,2,16.4943,F,chemoattractant activity,GO:0042056,exact_label,EXACT,GO:0042056,chemoattractant activity,120
P15692,3,16.332,F,vascular endothelial growth factor receptor binding,GO:0005172,exact_label,EXACT,GO:0005172,vascular endothelial growth factor receptor binding,120
P15692,4,15.9978,F,growth factor activity,GO:0008083,exact_label,EXACT,GO:0008083,growth factor activity,120
P15692,5,15.968,P,induction of positive chemotaxis,GO:0050930,exact_label,EXACT,GO:0050930,induction of positive chemotaxis,120
P31750,1,14.9908,P,negative regulation of long-chain fatty acid import across plasma membrane,GO:0010748,exact_label,EXACT,GO:0010748,negative regulation of long-chain fatty acid import across plasma membrane,222
P31750,2,14.8043,P,positive regulation of glycogen (starch) synthase activity,GO:2000467,exact_label,NO_OVERLAP,,,222
P31750,3,14.5566,P,response to insulin-like growth factor stimulus,GO:1990418,exact_label,EXACT,GO:1990418,response to insulin-like growth factor stimulus,222
P31750,4,14.4254,P,regulation of smooth muscle cell apoptotic process,GO:0034391,exact_label,MORE_SPECIFIC,GO:0042981,regulation of apoptotic process,222
P31750,5,14.3626,P,smooth muscle cell apoptotic process,GO:0034390,exact_label,NO_OVERLAP,,,222
P10417,1,19.1847,C,BAD-BCL-2 complex,GO:0097138,exact_label,EXACT,GO:0097138,BAD-BCL-2 complex,166
P10417,2,18.52,C,BIM-BCL-2 complex,GO:0097141,exact_label,MORE_SPECIFIC,GO:0032991,protein-containing complex,166
P10417,3,18.4623,C,Bcl-2 family protein complex,GO:0097136,exact_label,LESS_SPECIFIC,GO:0097138,BAD-BCL-2 complex,166
P10417,4,18.4359,C,BIM-BCL-xl complex,GO:0097140,exact_label,MORE_SPECIFIC,GO:0032991,protein-containing complex,166
P10417,5,18.0652,P,apoptotic process in bone marrow cell,GO:0071839,exact_label,MORE_SPECIFIC,GO:0006915,apoptotic process,166
P0DP26,1,17.5079,P,positive regulation of cyclic-nucleotide phosphodiesterase activity,GO:0051343,obsolete_in_go,OBSOLETE_TERM,,,73
P0DP26,2,15.9694,F,protein phosphatase activator activity,GO:0072542,exact_label,EXACT,GO:0072542,protein phosphatase activator activity,73
P0DP26,3,15.4059,C,DAPK1-calmodulin complex,GO:1990722,exact_label,MORE_SPECIFIC,GO:0032991,protein-containing complex,73
P0DP26,4,15.2098,P,detection of calcium ion,GO:0005513,exact_label,EXACT,GO:0005513,detection of calcium ion,73
P0DP26,5,15.037,F,nitric-oxide synthase binding,GO:0050998,exact_label,EXACT,GO:0050998,nitric-oxide synthase binding,73
Q02248,1,18.2716,C,Scrib-APC-beta-catenin complex,GO:0034750,exact_label,EXACT,GO:0034750,Scrib-APC-beta-catenin complex,279
Q02248,2,17.6692,F,gamma-catenin binding,GO:0045295,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,279
Q02248,3,17.6335,P,canonical Wnt signaling pathway involved in metanephric kidney development,GO:0061290,obsolete_in_go,OBSOLETE_TERM,,,279
Q02248,4,17.5321,F,delta-catenin binding,GO:0070097,exact_label,EXACT,GO:0070097,delta-catenin binding,279
Q02248,5,17.5147,P,cellular response to indole-3-methanol,GO:0071681,exact_label,EXACT,GO:0071681,cellular response to indole-3-methanol,279
Q01279,1,18.0855,F,epidermal growth factor receptor activity,GO:0005006,exact_label,EXACT,GO:0005006,epidermal growth factor receptor activity,127
Q01279,2,16.9985,F,epidermal growth factor binding,GO:0048408,exact_label,EXACT,GO:0048408,epidermal growth factor binding,127
Q01279,3,16.9978,C,ERBB3:ERBB2 complex,GO:0038143,exact_label,MORE_SPECIFIC,GO:0005886,plasma membrane,127
Q01279,4,16.8606,P,ERBB2-EGFR signaling pathway,GO:0038134,exact_label,EXACT,GO:0038134,ERBB2-EGFR signaling pathway,127
Q01279,5,16.5139,P,positive regulation of phosphatidylinositol 3-kinase activity,GO:0043552,obsolete_in_go,OBSOLETE_TERM,,,127
P39688,1,16.2037,F,phosphotyrosine residue binding,GO:0001784,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,97
P39688,2,15.697,F,phospholipase binding,GO:0043274,exact_label,EXACT,GO:0043274,phospholipase binding,97
P39688,3,15.6366,F,receptor tyrosine kinase-like orphan receptor binding,GO:0005115,exact_label,MORE_SPECIFIC,GO:0005102,signaling receptor binding,97
P39688,4,15.2105,P,peptidyl-tyrosine phosphorylation,GO:0018108,exact_label,EXACT,GO:0018108,peptidyl-tyrosine phosphorylation,97
P39688,5,15.0919,F,SH2 domain binding,GO:0042169,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,97
P01108,1,17.1435,C,Myc-Max complex,GO:0071943,exact_label,EXACT,GO:0071943,Myc-Max complex,111
P01108,2,16.6373,F,E-box binding,GO:0070888,exact_label,EXACT,GO:0070888,E-box binding,111
P01108,3,15.5915,P,response to actinomycin D,GO:0072716,exact_label,NO_OVERLAP,,,111
P01108,4,15.3675,P,cell cycle G1/S phase transition,GO:0044843,exact_label,LESS_SPECIFIC,GO:0000082,G1/S transition of mitotic cell cycle,111
P01108,5,15.0182,F,N-box binding,GO:0071820,exact_label,MORE_SPECIFIC,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,111
Q01705,1,16.0962,P,venous endothelial cell differentiation,GO:0060843,exact_label,EXACT,GO:0060843,venous endothelial cell differentiation,231
Q01705,2,16.0113,P,Notch signaling pathway involved in arterial endothelial cell fate commitment,GO:0060853,exact_label,MORE_SPECIFIC,GO:0007219,Notch signaling pathway,231
Q01705,3,15.801,P,endocardial cell differentiation,GO:0060956,exact_label,EXACT,GO:0060956,endocardial cell differentiation,231
Q01705,4,15.7926,P,pulmonary valve morphogenesis,GO:0003184,exact_label,EXACT,GO:0003184,pulmonary valve morphogenesis,231
Q01705,5,15.7158,P,dorsal aorta morphogenesis,GO:0035912,exact_label,MORE_SPECIFIC,GO:0048844,artery morphogenesis,231
O08586,1,15.3073,P,negative regulation of Schwann cell migration,GO:1900148,exact_label,MORE_SPECIFIC,GO:0030336,negative regulation of cell migration,158
O08586,2,15.0887,P,negative regulation of excitatory postsynaptic potential,GO:0090394,exact_label,EXACT,GO:0090394,negative regulation of excitatory postsynaptic potential,158
O08586,3,14.9297,F,phosphatidylinositol bisphosphate phosphatase activity,GO:0034593,exact_label,LESS_SPECIFIC,GO:0051800,"phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity",158
O08586,4,14.8899,P,central nervous system myelin maintenance,GO:0032286,exact_label,EXACT,GO:0032286,central nervous system myelin maintenance,158
O08586,5,14.8732,F,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity",GO:0016314,exact_label,EXACT,GO:0016314,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity",158
P05480,1,16.6535,F,phosphotyrosine residue binding,GO:0001784,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,161
P05480,2,15.7007,F,receptor tyrosine kinase-like orphan receptor binding,GO:0005115,exact_label,MORE_SPECIFIC,GO:0005102,signaling receptor binding,161
P05480,3,15.6677,F,protein kinase B binding,GO:0043422,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,161
P05480,4,15.6061,F,phospholipase binding,GO:0043274,exact_label,EXACT,GO:0043274,phospholipase binding,161
P05480,5,15.5698,P,peptidyl-tyrosine phosphorylation,GO:0018108,exact_label,EXACT,GO:0018108,peptidyl-tyrosine phosphorylation,161
P02340,1,16.4328,F,ATP-dependent DNA/DNA annealing activity,GO:0036310,exact_label,EXACT,GO:0036310,ATP-dependent DNA/DNA annealing activity,120
P02340,2,16.2554,P,response to actinomycin D,GO:0072716,exact_label,LESS_SPECIFIC,GO:0072717,cellular response to actinomycin D,120
P02340,3,16.0302,P,circadian behavior,GO:0048512,exact_label,EXACT,GO:0048512,circadian behavior,120
P02340,4,15.677,P,cellular response to actinomycin D,GO:0072717,exact_label,EXACT,GO:0072717,cellular response to actinomycin D,120
P02340,5,15.4497,P,positive regulation of thymocyte apoptotic process,GO:0070245,exact_label,EXACT,GO:0070245,positive regulation of thymocyte apoptotic process,120
P47196,1,14.9766,P,negative regulation of long-chain fatty acid import across plasma membrane,GO:0010748,exact_label,EXACT,GO:0010748,negative regulation of long-chain fatty acid import across plasma membrane,173
P47196,2,14.8184,P,positive regulation of glycogen (starch) synthase activity,GO:2000467,exact_label,NO_OVERLAP,,,173
P47196,3,14.612,P,response to insulin-like growth factor stimulus,GO:1990418,exact_label,EXACT,GO:1990418,response to insulin-like growth factor stimulus,173
P47196,4,14.4713,P,regulation of smooth muscle cell apoptotic process,GO:0034391,exact_label,MORE_SPECIFIC,GO:0042981,regulation of apoptotic process,173
P47196,5,14.4122,P,smooth muscle cell apoptotic process,GO:0034390,exact_label,NO_OVERLAP,,,173
P55213,1,17.1324,F,cysteine-type endopeptidase activity involved in execution phase of apoptosis,GO:0097200,obsolete_in_go,OBSOLETE_TERM,,,85
P55213,2,16.8456,C,caspase complex,GO:0008303,exact_label,NO_OVERLAP,,,85
P55213,3,16.6803,P,lymphocyte apoptotic process,GO:0070227,exact_label,MORE_SPECIFIC,GO:0006915,apoptotic process,85
P55213,4,16.4693,P,execution phase of apoptosis,GO:0097194,exact_label,EXACT,GO:0097194,execution phase of apoptosis,85
P55213,5,16.3178,F,cysteine-type endopeptidase activity involved in apoptotic signaling pathway,GO:0097199,obsolete_in_go,OBSOLETE_TERM,,,85
G3V6K6,1,18.4702,F,epidermal growth factor receptor activity,GO:0005006,exact_label,EXACT,GO:0005006,epidermal growth factor receptor activity,28
G3V6K6,2,17.3483,C,ERBB3:ERBB2 complex,GO:0038143,exact_label,MORE_SPECIFIC,GO:0005886,plasma membrane,28
G3V6K6,3,17.2573,F,epidermal growth factor binding,GO:0048408,exact_label,EXACT,GO:0048408,epidermal growth factor binding,28
G3V6K6,4,17.1802,P,ERBB2-EGFR signaling pathway,GO:0038134,exact_label,EXACT,GO:0038134,ERBB2-EGFR signaling pathway,28
G3V6K6,5,16.4248,F,coreceptor activity involved in epidermal growth factor receptor signaling pathway,GO:0060724,obsolete_in_go,OBSOLETE_TERM,,,28
P06761,1,19.1639,C,endoplasmic reticulum chaperone complex,GO:0034663,exact_label,EXACT,GO:0034663,endoplasmic reticulum chaperone complex,68
P06761,2,18.1578,F,denatured protein binding,GO:0031249,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,68
P06761,3,17.9492,C,endoplasmic reticulum lumen,GO:0005788,exact_label,EXACT,GO:0005788,endoplasmic reticulum lumen,68
P06761,4,17.514,C,perinuclear endoplasmic reticulum lumen,GO:0099020,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,68
P06761,5,17.0195,P,regulation of IRE1-mediated unfolded protein response,GO:1903894,exact_label,EXACT,GO:1903894,regulation of IRE1-mediated unfolded protein response,68
P63018,1,17.9745,P,slow axonal transport,GO:1990832,exact_label,EXACT,GO:1990832,slow axonal transport,123
P63018,2,16.7717,F,denatured protein binding,GO:0031249,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,123
P63018,3,16.3871,F,C3HC4-type RING finger domain binding,GO:0055131,exact_label,EXACT,GO:0055131,C3HC4-type RING finger domain binding,123
P63018,4,16.0482,C,myelin sheath,GO:0043209,exact_label,NO_OVERLAP,,,123
P63018,5,15.7318,F,BLOC-2 complex binding,GO:0036461,exact_label,NO_OVERLAP,,,123
P63086,1,16.875,P,positive regulation of telomere capping,GO:1904355,exact_label,MORE_SPECIFIC,GO:0032206,positive regulation of telomere maintenance,117
P63086,2,16.3553,P,progesterone receptor signaling pathway,GO:0050847,exact_label,MORE_SPECIFIC,GO:0035556,intracellular signal transduction,117
P63086,3,16.2321,P,face development,GO:0060324,exact_label,EXACT,GO:0060324,face development,117
P63086,4,15.9497,P,androgen receptor signaling pathway,GO:0030521,exact_label,MORE_SPECIFIC,GO:0035556,intracellular signal transduction,117
P63086,5,15.7716,P,positive regulation of telomere maintenance via telomerase,GO:0032212,exact_label,MORE_SPECIFIC,GO:0032206,positive regulation of telomere maintenance,117
Q09137,1,17.5003,C,nucleotide-activated protein kinase complex,GO:0031588,exact_label,EXACT,GO:0031588,nucleotide-activated protein kinase complex,86
Q09137,2,17.1607,F,[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity,GO:0047322,exact_label,EXACT,GO:0047322,[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity,86
Q09137,3,16.9332,F,AMP-activated protein kinase activity,GO:0004679,exact_label,EXACT,GO:0004679,AMP-activated protein kinase activity,86
Q09137,4,16.2686,F,[acetyl-CoA carboxylase] kinase activity,GO:0050405,obsolete_in_go,OBSOLETE_TERM,,,86
Q09137,5,15.4257,P,lipid droplet disassembly,GO:1905691,exact_label,EXACT,GO:1905691,lipid droplet disassembly,86
Q03336,1,18.6528,F,gluconolactonase activity,GO:0004341,exact_label,EXACT,GO:0004341,gluconolactonase activity,29
Q03336,2,17.6891,P,"positive regulation of fructose 1,6-bisphosphate metabolic process",GO:0060552,exact_label,NO_OVERLAP,,,29
Q03336,3,17.1575,P,positive regulation of cyclic-nucleotide phosphodiesterase activity,GO:0051343,obsolete_in_go,OBSOLETE_TERM,,,29
Q03336,4,17.1059,P,positive regulation of pentose-phosphate shunt,GO:1905857,exact_label,NO_OVERLAP,,,29
Q03336,5,16.9064,P,negative regulation of calcineurin-mediated signaling,GO:0106057,exact_label,MORE_SPECIFIC,GO:0050848,regulation of calcium-mediated signaling,29
P53790,1,19.3688,F,low-affinity glucose:sodium symporter activity,GO:0005362,exact_label,MORE_SPECIFIC,GO:0005412,D-glucose:sodium symporter activity,33
P53790,2,19.285,F,mannose:sodium symporter activity,GO:0140929,exact_label,MORE_SPECIFIC,GO:0008324,monoatomic cation transmembrane transporter activity,33
P53790,3,19.284,F,glucose:sodium symporter activity,GO:0005412,exact_label,EXACT,GO:0005412,D-glucose:sodium symporter activity,33
P53790,4,17.7758,F,fructose:sodium symporter activity,GO:0140930,exact_label,MORE_SPECIFIC,GO:0008324,monoatomic cation transmembrane transporter activity,33
P53790,5,17.7346,F,galactose:sodium symporter activity,GO:0015371,exact_label,EXACT,GO:0015371,galactose:sodium symporter activity,33
P50503,1,15.5934,F,Hsp70 protein binding,GO:0030544,exact_label,EXACT,GO:0030544,Hsp70 protein binding,16
P50503,2,13.5982,F,denatured protein binding,GO:0031249,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,16
P50503,3,13.5185,C,protein folding chaperone complex,GO:0101031,exact_label,MORE_SPECIFIC,GO:0032991,protein-containing complex,16
P50503,4,12.8094,F,bent DNA binding,GO:0003681,exact_label,NO_OVERLAP,,,16
P50503,5,12.7808,F,preprotein binding,GO:0070678,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,16
P10361,1,16.187,F,ATP-dependent DNA/DNA annealing activity,GO:0036310,exact_label,EXACT,GO:0036310,ATP-dependent DNA/DNA annealing activity,151
P10361,2,16.028,P,response to actinomycin D,GO:0072716,exact_label,LESS_SPECIFIC,GO:0072717,cellular response to actinomycin D,151
P10361,3,15.8141,P,circadian behavior,GO:0048512,exact_label,EXACT,GO:0048512,circadian behavior,151
P10361,4,15.3606,P,cellular response to actinomycin D,GO:0072717,exact_label,EXACT,GO:0072717,cellular response to actinomycin D,151
P10361,5,15.2945,P,positive regulation of oligodendrocyte apoptotic process,GO:1900143,exact_label,MORE_SPECIFIC,GO:0042981,regulation of apoptotic process,151
Q9JLA3,1,20.4301,F,UDP-glucose:glycoprotein glucosyltransferase activity,GO:0003980,exact_label,EXACT,GO:0003980,UDP-glucose:glycoprotein glucosyltransferase activity,15
Q9JLA3,2,17.5466,F,glycoprotein 2-beta-D-xylosyltransferase activity,GO:0050513,exact_label,MORE_SPECIFIC,GO:0016740,transferase activity,15
Q9JLA3,3,16.9091,P,glycoprotein biosynthetic process,GO:0009101,exact_label,EXACT,GO:0009101,glycoprotein biosynthetic process,15
Q9JLA3,4,16.1734,F,"alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",GO:0003827,exact_label,MORE_SPECIFIC,GO:0016740,transferase activity,15
Q9JLA3,5,16.0896,P,N-glycan processing to lysosome,GO:0016256,exact_label,MORE_SPECIFIC,GO:0009101,glycoprotein biosynthetic process,15
Q23272,1,17.4123,C,ATF1-ATF4 transcription factor complex,GO:1990590,exact_label,MORE_SPECIFIC,GO:0005634,nucleus,26
Q23272,2,17.2054,P,mitochondrial unfolded protein response,GO:0034514,exact_label,EXACT,GO:0034514,mitochondrial unfolded protein response,26
Q23272,3,16.4008,C,CHOP-ATF3 complex,GO:1990622,exact_label,MORE_SPECIFIC,GO:0005634,nucleus,26
Q23272,4,16.0633,P,positive regulation of transcription from RNA polymerase II promoter involved in defense response to Gram-negative bacterium,GO:1902097,obsolete_in_go,OBSOLETE_TERM,,,26
Q23272,5,15.6421,P,positive regulation of trypanothione biosynthetic process,GO:1905724,exact_label,NO_OVERLAP,,,26
O16305,1,14.6656,P,positive regulation of cyclic-nucleotide phosphodiesterase activity,GO:0051343,obsolete_in_go,OBSOLETE_TERM,,,18
O16305,2,14.4729,P,detection of calcium ion,GO:0005513,exact_label,NO_OVERLAP,,,18
O16305,3,14.0467,F,cyclic nucleotide phosphodiesterase activator activity,GO:0170005,exact_label,MORE_SPECIFIC,GO:0030234,enzyme regulator activity,18
O16305,4,13.9522,F,protein phosphatase activator activity,GO:0072542,exact_label,MORE_SPECIFIC,GO:0030234,enzyme regulator activity,18
O16305,5,13.9391,P,melanotic encapsulation of foreign target,GO:0035011,exact_label,NO_OVERLAP,,,18
Q17370,1,14.5628,P,nematode male tail mating organ morphogenesis,GO:0090597,exact_label,NO_OVERLAP,,,14
Q17370,2,14.5544,P,dauer larval development,GO:0040024,exact_label,NO_OVERLAP,,,14
Q17370,3,14.5199,P,dauer entry,GO:0043053,exact_label,NO_OVERLAP,,,14
Q17370,4,14.4241,P,reproduction,GO:0000003,obsolete_in_go,OBSOLETE_TERM,,,14
Q17370,5,14.3705,F,nuclear receptor activity,GO:0004879,exact_label,EXACT,GO:0004879,nuclear receptor activity,14
O16850,1,12.9484,C,M/G1 phase-specific MADS box-forkhead transcription factor complex,GO:0097221,exact_label,MORE_SPECIFIC,GO:0005634,nucleus,63
O16850,2,12.2239,F,mitochondrial transcription factor activity,GO:0034246,exact_label,NO_OVERLAP,,,63
O16850,3,11.7159,F,carbohydrate response element binding,GO:0035538,exact_label,MORE_SPECIFIC,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,63
O16850,4,11.4411,F,mitochondrial promoter sequence-specific DNA binding,GO:0001018,exact_label,MORE_SPECIFIC,GO:0003677,DNA binding,63
O16850,5,11.0136,F,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981,exact_label,EXACT,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",63
Q968Y9,1,18.3024,F,transmembrane receptor protein tyrosine kinase activity,GO:0004714,exact_label,EXACT,GO:0004714,transmembrane receptor protein tyrosine kinase activity,56
Q968Y9,2,17.8193,F,insulin-like growth factor receptor activity,GO:0005010,exact_label,MORE_SPECIFIC,GO:0004672,protein kinase activity,56
Q968Y9,3,17.3857,P,negative regulation of eclosion,GO:0045804,exact_label,NO_OVERLAP,,,56
Q968Y9,4,17.1945,P,negative regulation of dauer entry,GO:1905910,exact_label,EXACT,GO:1905910,negative regulation of dauer entry,56
Q968Y9,5,17.1019,P,larval feeding behavior,GO:0030536,exact_label,EXACT,GO:0030536,larval feeding behavior,56
Q8WQC9,1,17.6918,P,clathrin-dependent endocytosis involved in vitellogenesis,GO:0061883,exact_label,NO_OVERLAP,,,18
Q8WQC9,2,17.5359,P,dynamin family protein polymerization involved in mitochondrial fission,GO:0003374,obsolete_in_go,OBSOLETE_TERM,,,18
Q8WQC9,3,17.193,P,mitochondrion localization,GO:0051646,exact_label,LESS_SPECIFIC,GO:0048312,intracellular distribution of mitochondria,18
Q8WQC9,4,17.0993,P,mitochondrion distribution,GO:0048311,exact_label,LESS_SPECIFIC,GO:0048312,intracellular distribution of mitochondria,18
Q8WQC9,5,16.7358,P,protein localization to mitochondrion,GO:0070585,exact_label,NO_OVERLAP,,,18
H2KZZ2,1,17.4238,P,positive regulation of transcription from RNA polymerase II promoter involved in defense response to Gram-negative bacterium,GO:1902097,obsolete_in_go,OBSOLETE_TERM,,,18
H2KZZ2,2,15.2936,P,integrated stress response signaling,GO:0140467,exact_label,NO_OVERLAP,,,18
H2KZZ2,3,14.9489,P,negative regulation of plasmatocyte differentiation,GO:0045614,exact_label,NO_OVERLAP,,,18
H2KZZ2,4,14.7059,P,positive regulation of transcription from a mobile element promoter,GO:0061435,exact_label,NO_OVERLAP,,,18
H2KZZ2,5,14.2766,P,positive regulation of syncytium formation by plasma membrane fusion,GO:0060143,exact_label,NO_OVERLAP,,,18
G5EFT5,1,18.8339,P,positive regulation of transcription from RNA polymerase II promoter in response to heat stress,GO:0061408,obsolete_in_go,OBSOLETE_TERM,,,37
G5EFT5,2,17.3374,P,positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response,GO:0006990,obsolete_in_go,OBSOLETE_TERM,,,37
G5EFT5,3,17.2893,P,positive regulation of cellular response to heat,GO:1900036,exact_label,NO_OVERLAP,,,37
G5EFT5,4,17.2778,P,positive regulation of transcription from RNA polymerase II promoter involved in defense response to Gram-negative bacterium,GO:1902097,obsolete_in_go,OBSOLETE_TERM,,,37
G5EFT5,5,17.1166,P,cellular heat acclimation,GO:0070370,exact_label,MORE_SPECIFIC,GO:0009408,response to heat,37
Q18688,1,16.9207,F,TPR domain binding,GO:0030911,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,29
Q18688,2,15.4106,C,HSP90-CDC37 chaperone complex,GO:1990565,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,29
Q18688,3,14.9283,C,protein folding chaperone complex,GO:0101031,exact_label,EXACT,GO:0101031,protein folding chaperone complex,29
Q18688,4,14.7598,P,flight behavior,GO:0007629,exact_label,NO_OVERLAP,,,29
Q18688,5,14.5627,P,flight,GO:0060361,exact_label,NO_OVERLAP,,,29
Q09499,1,23.2907,C,Ire1 complex,GO:1990332,exact_label,MORE_SPECIFIC,GO:0005783,endoplasmic reticulum,26
Q09499,2,21.0816,P,IRE1-mediated unfolded protein response,GO:0036498,exact_label,EXACT,GO:0036498,IRE1-mediated unfolded protein response,26
Q09499,3,20.8293,C,IRE1-TRAF2-ASK1 complex,GO:1990604,exact_label,MORE_SPECIFIC,GO:0005783,endoplasmic reticulum,26
Q09499,4,18.2975,P,endoplasmic reticulum unfolded protein response,GO:0030968,exact_label,EXACT,GO:0030968,endoplasmic reticulum unfolded protein response,26
Q09499,5,17.8626,P,positive regulation of endoplasmic reticulum unfolded protein response,GO:1900103,exact_label,NO_OVERLAP,,,26
Q09490,1,17.0828,C,autophagosome,GO:0005776,exact_label,EXACT,GO:0005776,autophagosome,35
Q09490,2,17.0364,P,cellular response to nitrogen starvation,GO:0006995,exact_label,EXACT,GO:0006995,cellular response to nitrogen starvation,35
Q09490,3,16.993,C,autophagosome membrane,GO:0000421,exact_label,EXACT,GO:0000421,autophagosome membrane,35
Q09490,4,16.9196,P,macroautophagy,GO:0016236,exact_label,EXACT,GO:0016236,macroautophagy,35
Q09490,5,16.9114,P,response to Gram-negative bacterium,GO:0140460,exact_label,NO_OVERLAP,,,35
Q9TZQ3,1,17.8099,F,RNA sequestering activity,GO:0140610,exact_label,NO_OVERLAP,,,20
Q9TZQ3,2,17.4164,P,mRNA localization resulting in post-transcriptional regulation of gene expression,GO:0010609,exact_label,NO_OVERLAP,,,20
Q9TZQ3,3,17.3667,C,P granule,GO:0043186,exact_label,EXACT,GO:0043186,P granule,20
Q9TZQ3,4,16.5047,F,RNA stem-loop binding,GO:0035613,exact_label,MORE_SPECIFIC,GO:0003723,RNA binding,20
Q9TZQ3,5,16.1407,P,"negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",GO:2000623,exact_label,NO_OVERLAP,,,20
Q09298,1,17.8143,P,positive regulation of autophagy of mitochondrion,GO:1903599,exact_label,NO_OVERLAP,,,21
Q09298,2,17.0686,P,negative regulation of autophagy of mitochondrion,GO:1903147,exact_label,NO_OVERLAP,,,21
Q09298,3,16.8505,P,negative regulation of mitochondrial fusion,GO:0010637,exact_label,NO_OVERLAP,,,21
Q09298,4,16.7787,P,establishment of protein localization to mitochondrion,GO:0072655,obsolete_in_go,OBSOLETE_TERM,,,21
Q09298,5,16.304,P,protein localization to mitochondrion,GO:0070585,exact_label,NO_OVERLAP,,,21
Q17446,1,18.5328,P,positive regulation of transcription from RNA polymerase II promoter involved in defense response to Gram-negative bacterium,GO:1902097,obsolete_in_go,OBSOLETE_TERM,,,42
Q17446,2,17.3098,P,response to Gram-negative bacterium,GO:0140460,exact_label,NO_OVERLAP,,,42
Q17446,3,17.2229,P,cellular response to chemical stress,GO:0062197,exact_label,NO_OVERLAP,,,42
Q17446,4,16.9462,P,stress-activated protein kinase signaling cascade,GO:0031098,exact_label,MORE_SPECIFIC,GO:0007165,signal transduction,42
Q17446,5,16.7138,P,negative regulation of defense response to bacterium,GO:1900425,exact_label,NO_OVERLAP,,,42
P34707,1,17.804,P,positive regulation of transcription from RNA polymerase II promoter involved in defense response to Gram-negative bacterium,GO:1902097,obsolete_in_go,OBSOLETE_TERM,,,37
P34707,2,17.2338,P,positive regulation of mating type switching,GO:0031496,exact_label,NO_OVERLAP,,,37
P34707,3,16.2448,P,regulation of mating type switching,GO:0031494,exact_label,NO_OVERLAP,,,37
P34707,4,16.1604,P,negative regulation of plasmatocyte differentiation,GO:0045614,exact_label,NO_OVERLAP,,,37
P34707,5,15.9486,P,nematode male tail mating organ morphogenesis,GO:0090597,exact_label,NO_OVERLAP,,,37
P32796,1,19.7919,F,carnitine O-acetyltransferase activity,GO:0004092,exact_label,EXACT,GO:0004092,carnitine O-acetyltransferase activity,10
P32796,2,19.2354,F,carnitine O-palmitoyltransferase activity,GO:0004095,exact_label,MORE_SPECIFIC,GO:0016740,transferase activity,10
P32796,3,18.3268,F,carnitine O-octanoyltransferase activity,GO:0008458,exact_label,MORE_SPECIFIC,GO:0016740,transferase activity,10
P32796,4,16.4366,P,short-chain fatty acid metabolic process,GO:0046459,exact_label,MORE_SPECIFIC,GO:0006629,lipid metabolic process,10
P32796,5,15.5376,P,fatty acid beta-oxidation using acyl-CoA oxidase,GO:0033540,exact_label,MORE_SPECIFIC,GO:0006629,lipid metabolic process,10
