pmid	severity	flags	publication_types	comments_corrections	notice_pmids	title	journal	year	n_citing_genes	citing_genes	citation_sites	used_as_annotation_evidence	already_flagged_is_invalid	annotation_details
PMID:24549040	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:28973528	28973528	C9ORF72, implicated in amytrophic lateral sclerosis and frontotemporal dementia, regulates endosomal trafficking.	Hum Mol Genet	2014	2	human/HNRNPA2B1;mouse/Rab7	annotation;reference	True	False	human/HNRNPA2B1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;mouse/Rab7 GO:0005515 protein binding [IPI] action=REMOVE
PMID:24550006	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:28710119	28710119	The TAF9 C-terminal conserved region domain is required for SAGA and TFIID promoter occupancy to promote transcriptional activation.	Mol Cell Biol	2014	1	yeast/GCN5	annotation;reference;supporting_text	True	False	yeast/GCN5 GO:0005515 protein binding [IPI] action=REMOVE
PMID:24561619	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:24576898;ErratumIn:		Role of the SIK2-p35-PJA2 complex in pancreatic β-cell functional compensation.	Nat Cell Biol	2014	1	mouse/Cdk5r1	annotation;reference;supporting_text	True	False	mouse/Cdk5r1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:24586195	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Mammalian E-type cyclins control chromosome pairing, telomere stability and CDK2 localization in male meiosis.	PLoS Genet	2014	1	mouse/Ccne1	annotation;reference;supporting_text	True	False	mouse/Ccne1 GO:0000723 telomere maintenance [IGI] action=KEEP_AS_NON_CORE;mouse/Ccne1 GO:0007129 homologous chromosome pairing at meiosis [IGI] action=KEEP_AS_NON_CORE;mouse/Ccne1 GO:0032880 regulation of protein localization [IGI] action=KEEP_AS_NON_CORE;mouse/Ccne1 GO:0070192 chromosome organization involved in meiotic cell cycle [IGI] action=KEEP_AS_NON_CORE
PMID:24586458	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Semiquantitative analysis of clinical heat stress in Clostridium difficile strain 630 using a GeLC/MS workflow with emPAI quantitation.	PLoS One	2014	1	CLODI/hadA	reference	False	False	
PMID:24643253	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:26110879	26110879	MAVS protein is attenuated by rotavirus nonstructural protein 1.	PLoS One	2014	1	human/TBK1	annotation;reference	True	False	human/TBK1 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE
PMID:24652652	ERRATUM	ERRATUM	Journal Article	ErratumIn:		DRAGO (KIAA0247), a new DNA damage-responsive, p53-inducible gene that cooperates with p53 as oncosuppressor. [Corrected].	J Natl Cancer Inst	2014	1	human/TP53	annotation;reference;supporting_text	True	False	human/TP53 GO:0000981 DNA-binding transcription factor activity, RNA polymerase II-specific [IDA] action=ACCEPT;human/TP53 GO:0045944 positive regulation of transcription by RNA polymerase II [IDA] action=ACCEPT;human/TP53 GO:1990841 promoter-specific chromatin binding [IDA] action=ACCEPT
PMID:24722188	ERRATUM	ERRATUM	Journal Article;Research Support, American Recovery and Reinvestment Act;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:36732511	36732511	Protein interaction network of alternatively spliced isoforms from brain links genetic risk factors for autism.	Nat Commun	2014	10	human/CRMP1;human/CTBP1;human/DPYSL2;human/GET4;human/NMNAT1;human/PYGM;human/RPIA;human/TAT;human/TDO2;human/TP53	annotation;reference;supporting_text	True	False	human/CRMP1 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;human/CRMP1 GO:0042802 identical protein binding [IPI] action=KEEP_AS_NON_CORE;human/CTBP1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/CTBP1 GO:0042802 identical protein binding [IPI] action=ACCEPT;human/DPYSL2 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;human/GET4 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;human/NMNAT1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/PYGM GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/RPIA GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/TAT GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/TDO2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/TDO2 GO:0042802 identical protein binding [IPI] action=KEEP_AS_NON_CORE;human/TP53 GO:0005515 protein binding [IPI] action=REMOVE
PMID:24726731	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:26845621	26845621	The cytochrome c peroxidase and cytochrome c encounter complex: the other side of the story.	FEBS Lett	2014	1	yeast/CYC1	annotation;reference;supporting_text	True	False	yeast/CYC1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:24744378	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:31857450	31857450	The STAT3-binding long noncoding RNA lnc-DC controls human dendritic cell differentiation.	Science	2014	1	human/STAT3	annotation;reference;supporting_text	True	False	human/STAT3 GO:0106222 lncRNA binding [IDA] action=ACCEPT
PMID:24746703	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:33689704	33689704	Small GTPase RBJ mediates nuclear entrapment of MEK1/MEK2 in tumor progression.	Cancer Cell	2014	1	human/DNAJC27	reference;supporting_text	False	False	
PMID:24750137	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:28771815	28771815	The Arabidopsis thaliana mitogen-activated protein kinases MPK3 and MPK6 target a subclass of 'VQ-motif'-containing proteins to regulate immune responses.	New Phytol	2014	1	ARATH/MPK6	annotation;reference;supporting_text	True	False	ARATH/MPK6 GO:0005515 protein binding [IPI] action=REMOVE
PMID:2475911	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		Identification of the cystic fibrosis gene: cloning and characterization of complementary DNA.	Science	1989	1	human/CFTR	annotation;reference;supporting_text	True	False	human/CFTR GO:0005524 ATP binding [TAS] action=ACCEPT
PMID:2478074	ERRATUM	ERRATUM	Journal Article	ErratumIn:		Purification and characterization of macrolide 2'-phosphotransferase from a strain of Escherichia coli that is highly resistant to erythromycin.	Antimicrob Agents Chemother	1989	1	ECOLX/mphA	annotation;reference;supporting_text	True	False	ECOLX/mphA GO:0005737 cytoplasm [IDA] action=NEW;ECOLX/mphA GO:0050073 macrolide 2'-kinase activity [IDA] action=NEW
PMID:24887587	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:25741693	25741693	NT5E mutations that cause human disease are associated with intracellular mistrafficking of NT5E protein.	PLoS One	2014	1	human/NT5E	annotation;reference;supporting_text	True	False	human/NT5E GO:0005886 plasma membrane [EXP] action=ACCEPT;human/NT5E GO:0008253 5'-nucleotidase activity [IMP] action=ACCEPT
PMID:24947010	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:33367593	33367593	DJ-1 interacts with RACK1 and protects neurons from oxidative-stress-induced apoptosis.	Biochem J	2014	2	human/PARK7;human/RACK1	annotation;reference	True	False	human/PARK7 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/PARK7 GO:0031334 positive regulation of protein-containing complex assembly [IDA] action=KEEP_AS_NON_CORE;human/PARK7 GO:0042802 identical protein binding [IPI] action=MODIFY;human/PARK7 GO:0050821 protein stabilization [IDA] action=ACCEPT;human/PARK7 GO:1903751 negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [IDA] action=KEEP_AS_NON_CORE;human/RACK1 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;human/RACK1 GO:0042802 identical protein binding [IPI] action=KEEP_AS_NON_CORE;human/RACK1 GO:0042803 protein homodimerization activity [IPI] action=KEEP_AS_NON_CORE;human/RACK1 GO:1903751 negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [IGI] action=KEEP_AS_NON_CORE
PMID:25017465	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	ErratumIn:26523000	26523000	Oxidation of 7-dehydrocholesterol and desmosterol by human cytochrome P450 46A1.	J Lipid Res	2014	1	human/CYP46A1	annotation;reference;supporting_text	True	False	human/CYP46A1 GO:0006707 cholesterol catabolic process [IDA] action=ACCEPT;human/CYP46A1 GO:0033781 cholesterol 24-hydroxylase activity [IDA] action=ACCEPT
PMID:25063885	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	ErratumIn:29407075	29407075	KSHV attachment and entry are dependent on αVβ3 integrin localized to specific cell surface microdomains and do not correlate with the presence of heparan sulfate.	Virology	2014	2	human/SLC3A2;human/SLC7A11	annotation;reference;supporting_text	True	False	human/SLC3A2 GO:0009986 cell surface [IDA] action=ACCEPT;human/SLC7A11 GO:0009986 cell surface [IDA] action=ACCEPT
PMID:25100655	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:26534987	26534987	Crucial requirement of ERK/MAPK signaling in respiratory tract development.	Development	2014	2	mouse/Mapk1;mouse/Mapk3	annotation;reference	True	False	mouse/Mapk1 GO:0060425 lung morphogenesis [IGI] action=UNDECIDED;mouse/Mapk1 GO:0060440 trachea formation [IGI] action=UNDECIDED;mouse/Mapk3 GO:0060425 lung morphogenesis [IGI] action=UNDECIDED;mouse/Mapk3 GO:0060440 trachea formation [IGI] action=UNDECIDED
PMID:2516827	ERRATUM	ERRATUM	Journal Article;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		Transcription factor ATF cDNA clones: an extensive family of leucine zipper proteins able to selectively form DNA-binding heterodimers.	Genes Dev	1989	2	human/ATF2;human/ATF3	annotation;reference;supporting_text	True	False	human/ATF2 GO:0000977 RNA polymerase II transcription regulatory region sequence-specific DNA binding [IMP] action=ACCEPT;human/ATF3 GO:0000977 RNA polymerase II transcription regulatory region sequence-specific DNA binding [IDA] action=MODIFY
PMID:25215947	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:25661525	25661525	AMBRA1 is able to induce mitophagy via LC3 binding, regardless of PARKIN and p62/SQSTM1.	Cell Death Differ	2015	2	human/AMBRA1;human/BECN1	annotation;reference;supporting_text	True	False	human/AMBRA1 GO:0000045 autophagosome assembly [IMP] action=ACCEPT;human/AMBRA1 GO:0000423 mitophagy [IGI] action=ACCEPT;human/AMBRA1 GO:0000423 mitophagy [IMP] action=ACCEPT;human/AMBRA1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/AMBRA1 GO:0005739 mitochondrion [IDA] action=ACCEPT;human/AMBRA1 GO:0005741 mitochondrial outer membrane [NAS] action=KEEP_AS_NON_CORE;human/AMBRA1 GO:0098780 response to mitochondrial depolarisation [IGI] action=KEEP_AS_NON_CORE;human/BECN1 GO:0000423 mitophagy [IMP] action=ACCEPT;human/BECN1 GO:0051897 positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [NAS] action=UNDECIDED
PMID:25218637	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:25812526	25812526	RASSF1A-LATS1 signalling stabilizes replication forks by restricting CDK2-mediated phosphorylation of BRCA2.	Nat Cell Biol	2014	2	human/CDK1;human/CDK2	annotation;reference;supporting_text	True	False	human/CDK1 GO:0005515 protein binding [IPI] action=REMOVE;human/CDK2 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE
PMID:25284079	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:26046950	26046950	Arabidopsis acyl-CoA-binding protein ACBP3 participates in plant response to hypoxia by modulating very-long-chain fatty acid metabolism.	Plant J	2015	4	ARATH/CTR1;ARATH/EIN3;ARATH/NPR1;ARATH/P93002	annotation;reference;supporting_text	True	False	ARATH/CTR1 GO:0001666 response to hypoxia [IMP] action=KEEP_AS_NON_CORE;ARATH/EIN3 GO:0001666 response to hypoxia [IMP] action=KEEP_AS_NON_CORE;ARATH/NPR1 GO:0001666 response to hypoxia [IMP] action=KEEP_AS_NON_CORE;ARATH/P93002 GO:0001666 response to hypoxia [IMP] action=KEEP_AS_NON_CORE
PMID:25314077	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:28898681	28898681	Cancer-selective targeting of the NF-κB survival pathway with GADD45β/MKK7 inhibitors.	Cancer Cell	2014	1	human/GADD45B	annotation;reference;supporting_text	True	False	human/GADD45B GO:0005515 protein binding [IPI] action=MODIFY;human/GADD45B GO:0043066 negative regulation of apoptotic process [IDA] action=NEW
PMID:25340700	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:38032985	38032985	It's all in your mind: determining germ cell fate by neuronal IRE-1 in C. elegans.	PLoS Genet	2014	1	worm/ire-1	annotation;reference;supporting_text	True	False	worm/ire-1 GO:0030968 endoplasmic reticulum unfolded protein response [IMP] action=ACCEPT
PMID:25391835	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:25888567	25888567	HdeB functions as an acid-protective chaperone in bacteria.	J Biol Chem	2015	1	ECOLI/HdeB	reference;supporting_text	False	False	
PMID:25438055	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:25925585	25925585	AMBRA1 links autophagy to cell proliferation and tumorigenesis by promoting c-Myc dephosphorylation and degradation.	Nat Cell Biol	2015	6	human/AMBRA1;human/BECN1;human/MYC;human/PPP2CA;human/PPP2R1A;human/ULK1	annotation;reference;supporting_text	True	False	human/AMBRA1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/AMBRA1 GO:0019903 protein phosphatase binding [IDA] action=KEEP_AS_NON_CORE;human/AMBRA1 GO:0072542 protein phosphatase activator activity [IDA] action=KEEP_AS_NON_CORE;human/AMBRA1 GO:2000045 regulation of G1/S transition of mitotic cell cycle [IDA] action=KEEP_AS_NON_CORE;human/BECN1 GO:0005515 protein binding [IPI] action=REMOVE;human/MYC GO:0000082 G1/S transition of mitotic cell cycle [IDA] action=ACCEPT;human/PPP2CA GO:0004722 protein serine/threonine phosphatase activity [IDA] action=ACCEPT;human/PPP2CA GO:2000045 regulation of G1/S transition of mitotic cell cycle [IDA] action=KEEP_AS_NON_CORE;human/PPP2R1A GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/ULK1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:25466870	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Absence of BiP co-chaperone DNAJC3 causes diabetes mellitus and multisystemic neurodegeneration.	Am J Hum Genet	2014	1	human/DNAJC3	reference	False	False	
PMID:25487150	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:25487157;ErratumIn:41862545	41862545	A PP1-PP2A phosphatase relay controls mitotic progression.	Nature	2015	2	SCHPO/cdc2;SCHPO/plo1	annotation;reference;supporting_text	True	False	SCHPO/cdc2 GO:0004693 cyclin-dependent protein serine/threonine kinase activity [EXP] action=ACCEPT;SCHPO/plo1 GO:0004674 protein serine/threonine kinase activity [IDA] action=ACCEPT
PMID:25490919	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:26198071	26198071	Arabidopsis DPB3-1, a DREB2A interactor, specifically enhances heat stress-induced gene expression by forming a heat stress-specific transcriptional complex with NF-Y subunits.	Plant Cell	2014	2	ARATH/AT5G05410;ARATH/DREB2A	annotation;reference;supporting_text	True	False	ARATH/AT5G05410 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/AT5G05410 GO:0005634 nucleus [IDA] action=ACCEPT;ARATH/AT5G05410 GO:0009408 response to heat [IDA] action=ACCEPT;ARATH/AT5G05410 GO:0045893 positive regulation of DNA-templated transcription [IDA] action=ACCEPT;ARATH/DREB2A GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/DREB2A GO:0005634 nucleus [IDA] action=ACCEPT;ARATH/DREB2A GO:0009408 response to heat [IDA] action=ACCEPT;ARATH/DREB2A GO:0045893 positive regulation of DNA-templated transcription [IDA] action=ACCEPT
PMID:25533956	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:25533954;ErratumIn:30275477	30275477	Meikin is a conserved regulator of meiosis-I-specific kinetochore function.	Nature	2015	1	SCHPO/plo1	annotation;reference;supporting_text	True	False	SCHPO/plo1 GO:0045143 homologous chromosome segregation [IMP] action=KEEP_AS_NON_CORE;SCHPO/plo1 GO:0051455 spindle attachment to meiosis I kinetochore [IMP] action=KEEP_AS_NON_CORE;SCHPO/plo1 GO:1990813 meiotic centromeric cohesion protection in anaphase I [IMP] action=KEEP_AS_NON_CORE
PMID:25596740	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:28468128	28468128	miR-874 functions as a tumor suppressor by inhibiting angiogenesis through STAT3/VEGF-A pathway in gastric cancer.	Oncotarget	2015	1	human/STAT3	annotation;reference;supporting_text	True	False	human/STAT3 GO:0010575 positive regulation of vascular endothelial growth factor production [IMP] action=ACCEPT;human/STAT3 GO:0097696 cell surface receptor signaling pathway via STAT [IMP] action=ACCEPT
PMID:25637936	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:25924892	25924892	The terminal enzymes of cholesterol synthesis, DHCR24 and DHCR7, interact physically and functionally.	J Lipid Res	2015	2	human/DHCR24;human/DHCR7	annotation;reference;supporting_text	True	False	human/DHCR24 GO:0005515 protein binding [IPI] action=REMOVE;human/DHCR7 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:25686373	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:25785425;ErratumIn:25785429	25785429	Arginine-rhamnosylation as new strategy to activate translation elongation factor P.	Nat Chem Biol	2015	2	PSEPK/earP;PSEPK/efp	annotation;reference;supporting_text	True	False	PSEPK/earP GO:0006414 translational elongation [IMP] action=NEW
PMID:25688864	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:27192152	27192152	Investigating the role of RIO protein kinases in Caenorhabditis elegans.	PLoS One	2015	1	worm/skn-1	annotation;reference;supporting_text	True	False	worm/skn-1 GO:0045944 positive regulation of transcription by RNA polymerase II [IMP] action=ACCEPT
PMID:25733881	ERRATUM	ERRATUM	Journal Article	ErratumIn:26170319	26170319	Controlled tetra-Fc sialylation of IVIg results in a drug candidate with consistent enhanced anti-inflammatory activity.	Proc Natl Acad Sci U S A	2015	1	human/ST6GAL1	annotation;reference;supporting_text	True	False	human/ST6GAL1 GO:0003835 beta-galactoside alpha-2,6-sialyltransferase activity [EXP] action=ACCEPT
PMID:25742728	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Complement receptor type 1 (CR1/CD35) expressed on activated human CD4+ T cells contributes to generation of regulatory T cells.	Immunol Lett	2015	1	human/CR1	annotation;reference	True	False	human/CR1 GO:0008284 positive regulation of cell population proliferation [IDA] action=KEEP_AS_NON_CORE;human/CR1 GO:0009986 cell surface [IDA] action=ACCEPT;human/CR1 GO:0045591 positive regulation of regulatory T cell differentiation [IDA] action=KEEP_AS_NON_CORE
PMID:25744720	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:41479302	41479302	Lung Tumor Suppressor GPRC5A Binds EGFR and Restrains Its Effector Signaling.	Cancer Res	2015	1	mouse/Egfr	annotation;reference	True	False	mouse/Egfr GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:25751282	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, N.I.H., Intramural;Research Support, Non-U.S. Gov't	ErratumIn:25961183	25961183	Mutation in CPT1C Associated With Pure Autosomal Dominant Spastic Paraplegia.	JAMA Neurol	2015	1	human/CPT1C	annotation;reference;supporting_text	True	False	human/CPT1C GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE
PMID:25792146	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:28196586	28196586	The blue light-dependent phosphorylation of the CCE domain determines the photosensitivity of Arabidopsis CRY2.	Mol Plant	2015	1	ARATH/CRY2	annotation;reference;supporting_text	True	False	ARATH/CRY2 GO:0005634 nucleus [IDA] action=ACCEPT
PMID:25822194	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:26075606	26075606	Inhibition of telomere recombination by inactivation of KEOPS subunit Cgi121 promotes cell longevity.	PLoS Genet	2015	1	yeast/SIR2	annotation;reference;supporting_text	True	False	yeast/SIR2 GO:0045910 negative regulation of DNA recombination [IMP] action=ACCEPT
PMID:25925575	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:26092698	26092698	Molecular insights into HSD10 disease: impact of SDR5C1 mutations on the human mitochondrial RNase P complex.	Nucleic Acids Res	2015	1	human/HSD17B10	annotation;reference;supporting_text	True	False	human/HSD17B10 GO:0003857 (3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity [IDA] action=ACCEPT;human/HSD17B10 GO:0030678 mitochondrial ribonuclease P complex [IDA] action=ACCEPT;human/HSD17B10 GO:0051289 protein homotetramerization [IDA] action=ACCEPT;human/HSD17B10 GO:0070901 mitochondrial tRNA methylation [IDA] action=ACCEPT;human/HSD17B10 GO:0097745 mitochondrial tRNA 5'-end processing [IDA] action=ACCEPT
PMID:25933022	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:26091017	26091017	The Mycobacterium tuberculosis ClpP1P2 Protease Interacts Asymmetrically with Its ATPase Partners ClpX and ClpC1.	PLoS One	2015	1	MYCTU/clpP2	reference;supporting_text	False	False	
PMID:25999477	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:26240165	26240165	Akt-mediated phosphorylation increases the binding affinity of hTERT for importin α to promote nuclear translocation.	J Cell Sci	2015	1	human/TERT	annotation;reference;supporting_text	True	False	human/TERT GO:0006606 protein import into nucleus [IMP] action=KEEP_AS_NON_CORE
PMID:26005850	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:37985802	37985802	Central role for PICALM in amyloid-β blood-brain barrier transcytosis and clearance.	Nat Neurosci	2015	4	human/APP;human/CLTC;human/LRP1;human/PICALM	annotation;reference;supporting_text	True	False	human/APP GO:0005615 extracellular space [IDA] action=ACCEPT;human/APP GO:0005769 early endosome [IDA] action=ACCEPT;human/APP GO:0055096 low-density lipoprotein particle mediated signaling [IDA] action=ACCEPT;human/APP GO:0070381 endosome to plasma membrane transport vesicle [IDA] action=ACCEPT;human/CLTC GO:0005515 protein binding [IPI] action=MODIFY;human/CLTC GO:0050750 low-density lipoprotein particle receptor binding [IPI] action=KEEP_AS_NON_CORE;human/CLTC GO:0072583 clathrin-dependent endocytosis [IMP] action=ACCEPT;human/CLTC GO:0150093 amyloid-beta clearance by transcytosis [IMP] action=KEEP_AS_NON_CORE;human/LRP1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/LRP1 GO:0005769 early endosome [IDA] action=ACCEPT;human/LRP1 GO:0006898 receptor-mediated endocytosis [IMP] action=ACCEPT;human/LRP1 GO:0016323 basolateral plasma membrane [IDA] action=ACCEPT;human/LRP1 GO:0032050 clathrin heavy chain binding [IPI] action=ACCEPT;human/LRP1 GO:0150093 amyloid-beta clearance by transcytosis [IGI] action=ACCEPT;human/PICALM GO:0005769 early endosome [IDA] action=ACCEPT;human/PICALM GO:0007611 learning or memory [ISS] action=KEEP_AS_NON_CORE;human/PICALM GO:0009986 cell surface [IDA] action=ACCEPT;human/PICALM GO:0031267 small GTPase binding [IPI] action=KEEP_AS_NON_CORE;human/PICALM GO:0046579 positive regulation of Ras protein signal transduction [IMP] action=KEEP_AS_NON_CORE;human/PICALM GO:0050750 low-density lipoprotein particle receptor binding [IPI] action=KEEP_AS_NON_CORE;human/PICALM GO:0070381 endosome to plasma membrane transport vesicle [IDA] action=ACCEPT;human/PICALM GO:0072583 clathrin-dependent endocytosis [IMP] action=ACCEPT;human/PICALM GO:0150093 amyloid-beta clearance by transcytosis [IGI] action=KEEP_AS_NON_CORE;human/PICALM GO:0150093 amyloid-beta clearance by transcytosis [ISS] action=KEEP_AS_NON_CORE;human/PICALM GO:1902003 regulation of amyloid-beta formation [ISS] action=ACCEPT
PMID:26051942	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		NRP1 Regulates CDC42 Activation to Promote Filopodia Formation in Endothelial Tip Cells.	Cell Rep	2015	1	human/ABL1	annotation;reference;supporting_text	True	False	human/ABL1 GO:0032489 regulation of Cdc42 protein signal transduction [IMP] action=ACCEPT
PMID:26095851	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:29804878	29804878	Cyclophilin A regulates JNK/p38-MAPK signaling through its physical interaction with ASK1.	Biochem Biophys Res Commun	2015	1	human/MAP3K5	annotation;reference;supporting_text	True	False	human/MAP3K5 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/MAP3K5 GO:0005737 cytoplasm [IDA] action=ACCEPT;human/MAP3K5 GO:0008631 intrinsic apoptotic signaling pathway in response to oxidative stress [IDA] action=ACCEPT
PMID:26098997	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:26160614,26194278;ErratumIn:26580508	26580508	The receptor NLRP3 is a transcriptional regulator of TH2 differentiation.	Nat Immunol	2015	1	human/NLRP3	reference	False	False	
PMID:26200341	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:26200338,26542559;ErratumIn:26308894	26308894	Lanosterol reverses protein aggregation in cataracts.	Nature	2015	1	human/LSS	annotation;reference;supporting_text	True	False	human/LSS GO:0000250 lanosterol synthase activity [IMP] action=ACCEPT;human/LSS GO:0006694 steroid biosynthetic process [IMP] action=KEEP_AS_NON_CORE;human/LSS GO:0031647 regulation of protein stability [IMP] action=KEEP_AS_NON_CORE
