EntryID	ECNumber	Organism	UniprotID	Substrate	parameter.name	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	PubMedID
38605	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	B	concentration	ATP	0.005		-	M	7150652
38605	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax				-	-	7150652
38605	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	D-Glucose	7.1E-5	7.7E-5	-	M	7150652
38605	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	M	concentration	Mg2+	0.005		-	M	7150652
38606	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38606	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38606	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7150652
38606	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	A	concentration	D-Glucose			-	-	7150652
38606	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	Km	Km	D-Glucose	5.2E-5		2.2E-5	M	7150652
38607	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	B	concentration	ATP	0.005		-	M	7150652
38607	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	M	concentration	Mg2+	0.005		-	M	7150652
38607	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	D-Glucose			-	-	7150652
38607	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	D-Glucose	6.2E-5		1.4E-5	M	7150652
38607	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax				-	-	7150652
43978	2.7.1.1	Homo sapiens		ATP;Glucose	Km	Km	Glucose	9.8E-5		1E-5	M	3316204
43978	2.7.1.1	Homo sapiens		ATP;Glucose	A	concentration	Glucose			-	-	3316204
43978	2.7.1.1	Homo sapiens		ATP;Glucose	Vmax	Vmax		1.5E-8		8.333333E-9	M*s^(-1)	3316204
43980	2.7.1.1	Homo sapiens		Glucose;ATP	Km	Km	ATP	0.0025		1E-3	M	3316204
43980	2.7.1.1	Homo sapiens		Glucose;ATP	A	concentration	ATP			-	-	3316204
43980	2.7.1.1	Homo sapiens		Glucose;ATP	Vmax	Vmax		2.666667E-8		8.333333E-9	M*s^(-1)	3316204
44925	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	Km1	Km	Glucose	4.4E-5		3E-6	M	4027385
44925	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	A	concentration	Glucose	0.005		-	M	4027385
44925	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	Km2	Km	ATP	6.0E-4		4E-5	M	4027385
44925	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	B	concentration	ATP	0.005		-	M	4027385
44926	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	Km2	Km	ATP	5.9E-4		4E-5	M	4027385
44926	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	B	concentration	ATP	0.005		-	M	4027385
44926	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	A	concentration	Glucose	0.005		-	M	4027385
44926	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	Km1	Km	Glucose	4.7E-5		3E-6	M	4027385
44927	2.7.1.1	Homo sapiens	P19367	Fructose;ATP	B	concentration	ATP	0.005		-	M	4027385
44927	2.7.1.1	Homo sapiens	P19367	Fructose;ATP	Km	Km	Fructose	0.01		1.5E-3	M	4027385
44928	2.7.1.1	Homo sapiens	P19367	ATP;Fructose	B	concentration	ATP	0.005		-	M	4027385
44928	2.7.1.1	Homo sapiens	P19367	ATP;Fructose	Km	Km	Fructose	0.012		1.5E-3	M	4027385
44929	2.7.1.1	Homo sapiens	P19367	D-Mannose;ATP	B	concentration	ATP	0.005		-	M	4027385
44929	2.7.1.1	Homo sapiens	P19367	D-Mannose;ATP	Km	Km	D-Mannose	8.0E-5		1E-5	M	4027385
44930	2.7.1.1	Homo sapiens	P19367	D-Mannose;ATP	Km	Km	D-Mannose	7.0E-5		1E-5	M	4027385
44930	2.7.1.1	Homo sapiens	P19367	D-Mannose;ATP	B	concentration	ATP	0.005		-	M	4027385
44931	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	B	concentration	ATP	0.001		-	M	4027385
44931	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	A	concentration	Glucose	0.005		-	M	4027385
44931	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	I	concentration	Glucose 1,6-diphosphate	1.0E-4		-	M	4027385
44931	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	M	concentration	Orthophosphate	0.0	0.003	-	M	4027385
44931	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	Ki	Ki	Glucose 1,6-diphosphate	2.2E-5		2E-6	M	4027385
44932	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	M	concentration	Orthophosphate	0.0	0.003	-	M	4027385
44932	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	A	concentration	Glucose	0.005		-	M	4027385
44932	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	B	concentration	ATP	0.001		-	M	4027385
44932	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	I	concentration	Glucose 1,6-diphosphate	1.0E-4		-	M	4027385
44932	2.7.1.1	Homo sapiens	P19367	ATP;Glucose	Ki	Ki	Glucose 1,6-diphosphate	2.2E-5		2E-6	M	4027385
48934	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Ki2	Ki	Glucose 1,6-diphosphate	2.2E-5		-	M	3873907
48934	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	KmA	Km	ATP	6.0E-4		3E-5	M	3873907
48934	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	I4	concentration	ATP			-	-	3873907
48934	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Ki3	Ki	2,3-Diphosphoglycerate	0.004		-	M	3873907
48934	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	I1	concentration	D-Glucose 6-phosphate			-	-	3873907
48934	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	KmB	Km	D-Glucose	4.7E-5		3E-6	M	3873907
48934	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	I3	concentration	2,3-Diphosphoglycerate			-	-	3873907
48934	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax		1.944444E-7	1.666667E-6	-	M*s^(-1)	3873907
48934	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Ki4	Ki	ATP	0.0015		-	M	3873907
48934	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Ki1	Ki	D-Glucose 6-phosphate	1.5E-5		-	M	3873907
48934	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	I2	concentration	Glucose 1,6-diphosphate			-	-	3873907
48934	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	ATP			-	-	3873907
48935	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Ki	Ki	Reduced glutathione	0.003		-	M	3873907
75676	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	A	concentration	D-Glucose	1.0E-4	0.002	-	M	29298880
75676	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	kcat_Ka	kcat/Km	D-Glucose	264000.0		7E3	M^(-1)*s^(-1)	29298880
75676	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	kcat	kcat		55.4		1.5E0	s^(-1)	29298880
75676	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Kb	Km	ATP	0.00113		8E-5	M	29298880
75676	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	B	concentration	ATP	5.0E-4	0.01	-	M	29298880
75676	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	kcat_Kb	kcat/Km	ATP	49000.0		1E3	M^(-1)*s^(-1)	29298880
75676	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Ka	Km	D-Glucose	2.1E-4		1E-5	M	29298880
75676	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	E	concentration	Enzyme			-	-	29298880
75677	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	A	concentration	D-Glucose	1.0E-4	0.002	-	M	29298880
75677	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	Ka	Km	D-Glucose	1.7E-4		1E-5	M	29298880
75677	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	E	concentration	Enzyme			-	-	29298880
75677	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	Kb	Km	ATP	4.7E-4		2E-5	M	29298880
75677	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat_Ka	kcat/Km	D-Glucose	410000.0		3E3	M^(-1)*s^(-1)	29298880
75677	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	B	concentration	ATP	2.0E-4	0.005	-	M	29298880
75677	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat_Kb	kcat/Km	ATP	148000.0		1E3	M^(-1)*s^(-1)	29298880
75677	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat	kcat		69.7		5E-1	s^(-1)	29298880
75678	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	Kb	Km	ATP	8.0E-4		8E-5	M	29298880
75678	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	E	concentration	Enzyme			-	-	29298880
75678	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	Ka	Km	D-Glucose	1.8E-4		3E-5	M	29298880
75678	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat_Ka	kcat/Km	D-Glucose	208000.0		6E3	M^(-1)*s^(-1)	29298880
75678	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat_Kb	kcat/Km	ATP	47000.0		1.3E3	M^(-1)*s^(-1)	29298880
75678	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	A	concentration	D-Glucose	1.0E-4	0.002	-	M	29298880
75678	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat	kcat		37.5		1E0	s^(-1)	29298880
75678	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	B	concentration	ATP	4.0E-4	0.008	-	M	29298880
75679	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Kb	Km	ATP	4.3E-4		6E-5	M	29298880
75679	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	B	concentration	ATP	2.0E-4	0.0045	-	M	29298880
75679	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	A	concentration	D-Glucose	1.0E-4	0.0026	-	M	29298880
75679	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Ka	Km	D-Glucose	2.6E-4		1E-5	M	29298880
75679	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	E	concentration	Enzyme			-	-	29298880
75679	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	kcat_Kb	kcat/Km	ATP	172000.0		2.7E4	M^(-1)*s^(-1)	29298880
75679	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	kcat	kcat		73.2		2E-1	s^(-1)	29298880
75679	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	kcat_Ka	kcat/Km	D-Glucose	289000.0		1.3E4	M^(-1)*s^(-1)	29298880
75680	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat_Ka	kcat/Km	D-Glucose	212000.0		5E3	M^(-1)*s^(-1)	29298880
75680	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat_Kb	kcat/Km	ATP	53000.0		1E3	M^(-1)*s^(-1)	29298880
75680	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	E	concentration	Enzyme			-	-	29298880
75680	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	Ka	Km	D-Glucose	2.6E-4		2E-5	M	29298880
75680	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat	kcat		55.0		1.3E0	s^(-1)	29298880
75680	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	B	concentration	ATP	5.0E-4	0.01	-	M	29298880
75680	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	A	concentration	D-Glucose	1.0E-4	0.0026	-	M	29298880
75680	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	Kb	Km	ATP	0.00104		7E-5	M	29298880
75681	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat_Ka	kcat/Km	D-Glucose	164000.0		5E3	M^(-1)*s^(-1)	29298880
75681	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat	kcat		25.9		1.1E0	s^(-1)	29298880
75681	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	Kb	Km	ATP	3.7E-4		5E-5	M	29298880
75681	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat_Kb	kcat/Km	ATP	70000.0		7E3	M^(-1)*s^(-1)	29298880
75681	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	E	concentration	Enzyme			-	-	29298880
75681	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	B	concentration	ATP	2.0E-4	0.004	-	M	29298880
75681	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	A	concentration	D-Glucose	1.0E-4	0.002	-	M	29298880
75681	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	Ka	Km	D-Glucose	1.6E-4		1E-5	M	29298880
75682	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Ka	Km	D-Glucose	2.4E-4		6E-5	M	29298880
75682	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	kcat_Ka	kcat/Km	D-Glucose	42000.0		1E3	M^(-1)*s^(-1)	29298880
75682	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	kcat	kcat		10.2		2E-1	s^(-1)	29298880
75682	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	kcat_Kb	kcat/Km	ATP	13000.0		1E3	M^(-1)*s^(-1)	29298880
75682	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	A	concentration	D-Glucose	1.0E-4	0.0024	-	M	29298880
75682	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	B	concentration	ATP	4.0E-4	0.008	-	M	29298880
75682	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Kb	Km	ATP	7.6E-4		1.2E-4	M	29298880
75682	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	E	concentration	Enzyme			-	-	29298880
75683	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	kcat_Ka	kcat/Km	D-Glucose	57000.0		3E3	M^(-1)*s^(-1)	29298880
75683	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	kcat	kcat		18.1		1E0	s^(-1)	29298880
75683	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Ka	Km	D-Glucose	3.2E-4		6E-5	M	29298880
75683	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	E	concentration	Enzyme			-	-	29298880
75683	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	B	concentration	ATP	2.4E-4	0.0048	-	M	29298880
75683	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	kcat_Kb	kcat/Km	ATP	38000.0		2E3	M^(-1)*s^(-1)	29298880
75683	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	A	concentration	D-Glucose	1.6E-4	0.0032	-	M	29298880
75683	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Kb	Km	ATP	4.8E-4		1E-4	M	29298880
75684	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat_Kb	kcat/Km	ATP	180000.0		1E3	M^(-1)*s^(-1)	29298880
75684	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat	kcat		45.5		2E0	s^(-1)	29298880
75684	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	E	concentration	Enzyme			-	-	29298880
75684	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	Ka	Km	D-Glucose	1.8E-4		1E-5	M	29298880
75684	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	Kb	Km	ATP	2.5E-4		1E-5	M	29298880
75684	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	A	concentration	D-Glucose	1.0E-4	0.002	-	M	29298880
75684	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	B	concentration	ATP	5.0E-4	0.01	-	M	29298880
75684	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat_Ka	kcat/Km	D-Glucose	251000.0		8E3	M^(-1)*s^(-1)	29298880
75685	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	B	concentration	ATP	9.0E-4	0.017	-	M	29298880
75685	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	A	concentration	D-Glucose	1.0E-4	0.002	-	M	29298880
75685	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	Ka	Km	D-Glucose	1.9E-4		1E-5	M	29298880
75685	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat_Ka	kcat/Km	D-Glucose	55000.0		2E3	M^(-1)*s^(-1)	29298880
75685	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	Kb	Km	ATP	0.0017		2E-4	M	29298880
75685	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat_Kb	kcat/Km	ATP	6100.0		2E2	M^(-1)*s^(-1)	29298880
75685	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	E	concentration	Enzyme			-	-	29298880
75685	2.7.1.1	Homo sapiens	P52789	ATP;D-Glucose	kcat	kcat		10.4		3E-1	s^(-1)	29298880
