action	gene	taxon	propagated_term_id	propagated_term_label	graft_node	panther_family	panther_family_name	panther_subfamily	panther_subfamily_name
MODIFY	ptxS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003700	DNA-binding transcription factor activity	PTN002409864	PTHR30146	LACI-RELATED TRANSCRIPTIONAL REPRESSOR	PTHR30146:SF145	RIBOSE OPERON REPRESSOR
MODIFY	purM	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006164	purine nucleotide biosynthetic process	PTN002237315	PTHR10520	TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3-RELATED	PTHR10520:SF12	TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3
MODIFY	putP	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0015193	L-proline transmembrane transporter activity	PTN005155986	PTHR48086	SODIUM/PROLINE SYMPORTER-RELATED	PTHR48086:SF3	SODIUM_PROLINE SYMPORTER
MODIFY	puuA-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006598	polyamine catabolic process	PTN000465124	PTHR43785	GAMMA-GLUTAMYLPUTRESCINE SYNTHETASE	PTHR43785:SF12	TYPE-1 GLUTAMINE SYNTHETASE 2
MODIFY	pvdA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006879	intracellular iron ion homeostasis	PTN002346172	PTHR42802	MONOOXYGENASE	PTHR42802:SF1	L-ORNITHINE N(5)-MONOOXYGENASE
MODIFY	pvdD	Pseudomonas putida KT2440	GO:0005737	cytoplasm	PTN005148629	PTHR45527	NONRIBOSOMAL PEPTIDE SYNTHETASE	PTHR45527:SF1	FATTY ACID SYNTHASE
MODIFY	pvdD	Pseudomonas putida KT2440	GO:0009239	enterobactin biosynthetic process	PTN005148629	PTHR45527	NONRIBOSOMAL PEPTIDE SYNTHETASE	PTHR45527:SF1	FATTY ACID SYNTHASE
MODIFY	pvdD	Pseudomonas putida KT2440	GO:0047527	2,3-dihydroxybenzoate-serine ligase activity	PTN005148629	PTHR45527	NONRIBOSOMAL PEPTIDE SYNTHETASE	PTHR45527:SF1	FATTY ACID SYNTHASE
MODIFY	rfbC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016854	racemase and epimerase activity	PTN004530085	PTHR21047	DTDP-6-DEOXY-D-GLUCOSE-3,5 EPIMERASE	PTHR21047:SF2	THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE
MODIFY	rmlC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016854	racemase and epimerase activity	PTN004530085	PTHR21047	DTDP-6-DEOXY-D-GLUCOSE-3,5 EPIMERASE	PTHR21047:SF2	THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE
MODIFY	selB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006414	translational elongation	PTN000562234	PTHR43721	ELONGATION FACTOR TU-RELATED	PTHR43721:SF9	GTP-BINDING PROTEIN 1
MODIFY	tauA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042918	alkanesulfonate transmembrane transport	PTN001246836	PTHR30024	ALIPHATIC SULFONATES-BINDING PROTEIN-RELATED	PTHR30024:SF47	TAURINE-BINDING PERIPLASMIC PROTEIN
MODIFY	tauD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006790	sulfur compound metabolic process	PTN002411909	PTHR30468	ALPHA-KETOGLUTARATE-DEPENDENT SULFONATE DIOXYGENASE	PTHR30468:SF1	ALPHA-KETOGLUTARATE-DEPENDENT SULFONATE DIOXYGENASE
MODIFY	tolC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:1990281	efflux pump complex	PTN002011548	PTHR30026	OUTER MEMBRANE PROTEIN TOLC	PTHR30026:SF22	OUTER MEMBRANE EFFLUX PROTEIN
MODIFY	ydiJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004458	D-lactate dehydrogenase (cytochrome) activity	PTN001714929	PTHR11748	D-LACTATE DEHYDROGENASE	PTHR11748:SF119	D-2-HYDROXYGLUTARATE DEHYDROGENASE
MODIFY	ydiJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008720	D-lactate dehydrogenase (NAD+) activity	PTN001714929	PTHR11748	D-LACTATE DEHYDROGENASE	PTHR11748:SF119	D-2-HYDROXYGLUTARATE DEHYDROGENASE
MODIFY	ydiJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:1903457	lactate catabolic process	PTN001714929	PTHR11748	D-LACTATE DEHYDROGENASE	PTHR11748:SF119	D-2-HYDROXYGLUTARATE DEHYDROGENASE
REMOVE	ADAR2	Doryteuthis opalescens	GO:0008251	tRNA-specific adenosine deaminase activity	PTN000098697	PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	PTHR10910:SF62	AT07585P-RELATED
REMOVE	I7J3R9	Tequatrovirus	GO:0006302	double-strand break repair	PTN000015309	PTHR10133	DNA POLYMERASE I	PTHR10133:SF27	DNA POLYMERASE NU
REMOVE	IRE1	Hypocrea jecorina (strain QM6a)	GO:1990604	IRE1-TRAF2-ASK1 complex	PTN001017826	PTHR13954	IRE1-RELATED	PTHR13954:SF6	NON-SPECIFIC SERINE_THREONINE PROTEIN KINASE
REMOVE	K9IJK6	Desmodus rotundus	GO:0014909	smooth muscle cell migration	PTN000667065	PTHR24264	TRYPSIN-RELATED	PTHR24264:SF42	TISSUE-TYPE PLASMINOGEN ACTIVATOR
REMOVE	K9IJK6	Desmodus rotundus	GO:0048008	platelet-derived growth factor receptor signaling pathway	PTN000667065	PTHR24264	TRYPSIN-RELATED	PTHR24264:SF42	TISSUE-TYPE PLASMINOGEN ACTIVATOR
REMOVE	K9IMD0	Desmodus rotundus	GO:0005769	early endosome	PTN000159979	PTHR11485	TRANSFERRIN	PTHR11485:SF55	LACTOTRANSFERRIN
REMOVE	K9IMD0	Desmodus rotundus	GO:0005886	plasma membrane	PTN000159979	PTHR11485	TRANSFERRIN	PTHR11485:SF55	LACTOTRANSFERRIN
REMOVE	K9IMD0	Desmodus rotundus	GO:0055037	recycling endosome	PTN000159979	PTHR11485	TRANSFERRIN	PTHR11485:SF55	LACTOTRANSFERRIN
REMOVE	K9J287	Desmodus rotundus	GO:0005634	nucleus	PTN001684743	PTHR11371	DEOXYRIBONUCLEASE	PTHR11371:SF28	DEOXYRIBONUCLEASE-1-LIKE 1
REMOVE	NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0005737	cytoplasm	PTN004269459	PTHR11556	FRUCTOSE-1,6-BISPHOSPHATASE-RELATED	PTHR11556:SF1	FRUCTOSE-BISPHOSPHATASE
REMOVE	NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0005829	cytosol	PTN004269459	PTHR11556	FRUCTOSE-1,6-BISPHOSPHATASE-RELATED	PTHR11556:SF1	FRUCTOSE-BISPHOSPHATASE
REMOVE	NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0005986	sucrose biosynthetic process	PTN004269459	PTHR11556	FRUCTOSE-1,6-BISPHOSPHATASE-RELATED	PTHR11556:SF1	FRUCTOSE-BISPHOSPHATASE
REMOVE	NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0006094	gluconeogenesis	PTN004269459	PTHR11556	FRUCTOSE-1,6-BISPHOSPHATASE-RELATED	PTHR11556:SF1	FRUCTOSE-BISPHOSPHATASE
REMOVE	NCGR_LOCUS27674	Miscanthus lutarioriparius	GO:0005504	fatty acid binding	PTN009208978	PTHR47284	FATTY-ACID-BINDING PROTEIN 2	PTHR47284:SF3	FATTY-ACID-BINDING PROTEIN 2
REMOVE	NaODC_candidate_DCOR	Nicotiana attenuata	GO:0005737	cytoplasm	PTN004264316	PTHR11482	ARGININE/DIAMINOPIMELATE/ORNITHINE DECARBOXYLASE	PTHR11482:SF6	ORNITHINE DECARBOXYLASE 1-RELATED
REMOVE	NaODC_candidate_ODC	Nicotiana attenuata	GO:0005737	cytoplasm	PTN004264314	PTHR11482	ARGININE/DIAMINOPIMELATE/ORNITHINE DECARBOXYLASE	PTHR11482:SF63	ORNITHINE DECARBOXYLASE
REMOVE	NaPMT3	Nicotiana attenuata	GO:0004766	spermidine synthase activity	PTN004269893	PTHR11558	SPERMIDINE/SPERMINE SYNTHASE	PTHR11558:SF53	PUTRESCINE N-METHYLTRANSFERASE 1
REMOVE	NaPMT3	Nicotiana attenuata	GO:0008295	spermidine biosynthetic process	PTN004269893	PTHR11558	SPERMIDINE/SPERMINE SYNTHASE	PTHR11558:SF53	PUTRESCINE N-METHYLTRANSFERASE 1
REMOVE	NaUGT1_candidate_UGT85A2_0	Nicotiana attenuata	GO:0080043	quercetin 3-O-glucosyltransferase activity	PTN007550104	PTHR11926	GLUCOSYL/GLUCURONOSYL TRANSFERASES	PTHR11926:SF1392	GLYCOSYLTRANSFERASE
REMOVE	NaUGT1_candidate_UGT85A2_0	Nicotiana attenuata	GO:0080044	quercetin 7-O-glucosyltransferase activity	PTN007550104	PTHR11926	GLUCOSYL/GLUCURONOSYL TRANSFERASES	PTHR11926:SF1392	GLYCOSYLTRANSFERASE
REMOVE	PMT1	Nicotiana attenuata	GO:0004766	spermidine synthase activity	PTN004269893	PTHR11558	SPERMIDINE/SPERMINE SYNTHASE	PTHR11558:SF53	PUTRESCINE N-METHYLTRANSFERASE 1
REMOVE	PMT1	Nicotiana attenuata	GO:0008295	spermidine biosynthetic process	PTN004269893	PTHR11558	SPERMIDINE/SPERMINE SYNTHASE	PTHR11558:SF53	PUTRESCINE N-METHYLTRANSFERASE 1
REMOVE	PMT2	Nicotiana attenuata	GO:0004766	spermidine synthase activity	PTN004269898	PTHR11558	SPERMIDINE/SPERMINE SYNTHASE	PTHR11558:SF53	PUTRESCINE N-METHYLTRANSFERASE 1
REMOVE	PMT2	Nicotiana attenuata	GO:0008295	spermidine biosynthetic process	PTN004269898	PTHR11558	SPERMIDINE/SPERMINE SYNTHASE	PTHR11558:SF53	PUTRESCINE N-METHYLTRANSFERASE 1
REMOVE	PP_0094	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004713	protein tyrosine kinase activity	PTN002459616	PTHR43434	PHOSPHOGLYCOLATE PHOSPHATASE	PTHR43434:SF20	5'-NUCLEOTIDASE
REMOVE	PP_1257	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase activity	PTN002637266	PTHR12128	DIHYDRODIPICOLINATE SYNTHASE	PTHR12128:SF72	DIHYDRODIPICOLINATE SYNTHASE
REMOVE	PP_1703	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016020	membrane	PTN000177398	PTHR43105	RESPIRATORY NITRATE REDUCTASE	PTHR43105:SF9	NADPH-FE(3+) OXIDOREDUCTASE SUBUNIT ALPHA
REMOVE	PP_1969	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0061799	cyclic pyranopterin monophosphate synthase activity	PTN008586333	PTHR22960	MOLYBDOPTERIN COFACTOR SYNTHESIS PROTEIN A	PTHR22960:SF0	MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN 1
REMOVE	PP_2482	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0061799	cyclic pyranopterin monophosphate synthase activity	PTN008586334	PTHR22960	MOLYBDOPTERIN COFACTOR SYNTHESIS PROTEIN A	PTHR22960:SF0	MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN 1
REMOVE	PP_2528	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004124	cysteine synthase activity	PTN002887252	PTHR43797	HOMOCYSTEINE/CYSTEINE SYNTHASE	PTHR43797:SF2	HOMOCYSTEINE_CYSTEINE SYNTHASE
REMOVE	PP_3599	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase activity	PTN001740851	PTHR12128	DIHYDRODIPICOLINATE SYNTHASE	PTHR12128:SF19	5-DEHYDRO-4-DEOXYGLUCARATE DEHYDRATASE 2-RELATED
REMOVE	Pks1	Metarhizium brunneum ARSEF 3297	GO:0004312	fatty acid synthase activity	PTN008685048	PTHR43775	FATTY ACID SYNTHASE	PTHR43775:SF45	CONIDIAL PIGMENT POLYKETIDE SYNTHASE ALB1
REMOVE	Q53353	Sphingomonas paucimobilis	GO:0010436	carotenoid dioxygenase activity	PTN000830280	PTHR10543	BETA-CAROTENE DIOXYGENASE	PTHR10543:SF89	CAROTENOID 9,10(9',10')-CLEAVAGE DIOXYGENASE 1
REMOVE	Q53353	Sphingomonas paucimobilis	GO:0016121	carotene catabolic process	PTN000830280	PTHR10543	BETA-CAROTENE DIOXYGENASE	PTHR10543:SF89	CAROTENOID 9,10(9',10')-CLEAVAGE DIOXYGENASE 1
REMOVE	Saro_0802	Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199)	GO:0010436	carotenoid dioxygenase activity	PTN000830280	PTHR10543	BETA-CAROTENE DIOXYGENASE	PTHR10543:SF89	CAROTENOID 9,10(9',10')-CLEAVAGE DIOXYGENASE 1
REMOVE	Saro_2809	Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199)	GO:0010436	carotenoid dioxygenase activity	PTN000830280	PTHR10543	BETA-CAROTENE DIOXYGENASE	PTHR10543:SF89	CAROTENOID 9,10(9',10')-CLEAVAGE DIOXYGENASE 1
REMOVE	TFP	Thlaspi arvense	GO:0005634	nucleus	PTN008234626	PTHR47435	KELCH REPEAT PROTEIN (AFU_ORTHOLOGUE AFUA_5G12780)	PTHR47435:SF7	EPITHIOSPECIFIER PROTEIN
REMOVE	accD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009329	acetate CoA-transferase complex	PTN002452836	PTHR42995	ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE SUBUNIT BETA, CHLOROPLASTIC	PTHR42995:SF5	ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE SUBUNIT BETA, CHLOROPLASTIC
REMOVE	acoA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	PTN002264059	PTHR11516	PYRUVATE DEHYDROGENASE E1 COMPONENT, ALPHA SUBUNIT BACTERIAL AND ORGANELLAR	PTHR11516:SF60	PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT ALPHA
REMOVE	acoA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006086	pyruvate decarboxylation to acetyl-CoA	PTN002264059	PTHR11516	PYRUVATE DEHYDROGENASE E1 COMPONENT, ALPHA SUBUNIT BACTERIAL AND ORGANELLAR	PTHR11516:SF60	PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT ALPHA
REMOVE	alg8	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030213	hyaluronan biosynthetic process	PTN002740694	PTHR22913	HYALURONAN SYNTHASE	PTHR22913:SF12	MANNURONAN SYNTHASE
REMOVE	alg8	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050501	hyaluronan synthase activity	PTN002740694	PTHR22913	HYALURONAN SYNTHASE	PTHR22913:SF12	MANNURONAN SYNTHASE
REMOVE	alr	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002021362	PTHR30511	ALANINE RACEMASE	PTHR30511:SF0	ALANINE RACEMASE, CATABOLIC-RELATED
REMOVE	alr	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030632	D-alanine biosynthetic process	PTN002021362	PTHR30511	ALANINE RACEMASE	PTHR30511:SF0	ALANINE RACEMASE, CATABOLIC-RELATED
REMOVE	aprA	Nitratidesulfovibrio vulgaris (Desulfovibrio vulgaris) Hildenborough	GO:0000104	succinate dehydrogenase activity	PTN000908678	PTHR11632	SUCCINATE DEHYDROGENASE 2 FLAVOPROTEIN SUBUNIT	PTHR11632:SF51	SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT, MITOCHONDRIAL
REMOVE	argG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000050	urea cycle	PTN002266045	PTHR11587	ARGININOSUCCINATE SYNTHASE	PTHR11587:SF2	ARGININOSUCCINATE SYNTHASE
REMOVE	benB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019380	3-phenylpropionate catabolic process	PTN002447682	PTHR41534	BLR3401 PROTEIN	PTHR41534:SF1	BLR3401 PROTEIN
REMOVE	benD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030497	fatty acid elongation	PTN002460465	PTHR42760	SHORT-CHAIN DEHYDROGENASES/REDUCTASES FAMILY MEMBER	PTHR42760:SF123	OXIDOREDUCTASE
REMOVE	celC	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)	GO:0008422	beta-glucosidase activity	PTN001262731	PTHR31297	GLUCAN ENDO-1,6-BETA-GLUCOSIDASE B	PTHR31297:SF41	ENDOGLUCANASE, PUTATIVE (AFU_ORTHOLOGUE AFUA_5G01830)-RELATED
REMOVE	celC	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)	GO:0009986	cell surface	PTN001262731	PTHR31297	GLUCAN ENDO-1,6-BETA-GLUCOSIDASE B	PTHR31297:SF41	ENDOGLUCANASE, PUTATIVE (AFU_ORTHOLOGUE AFUA_5G01830)-RELATED
REMOVE	cfr	Staphylococcus warneri	GO:0030488	tRNA methylation	PTN002022544	PTHR30544	23S RRNA METHYLTRANSFERASE	PTHR30544:SF5	RADICAL SAM CORE DOMAIN-CONTAINING PROTEIN
REMOVE	clpV	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0034605	cellular response to heat	PTN005170413	PTHR11638	ATP-DEPENDENT CLP PROTEASE	PTHR11638:SF184	ATPASE WITH CHAPERONE ACTIVITY
REMOVE	cpi-2	Brugia malayi	GO:0005737	cytoplasm	PTN008193545	PTHR46186	CYSTATIN	PTHR46186:SF2	CYSTATIN
REMOVE	dapE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006526	L-arginine biosynthetic process	PTN002887524	PTHR43808	ACETYLORNITHINE DEACETYLASE	PTHR43808:SF31	N-ACETYL-L-CITRULLINE DEACETYLASE
REMOVE	dapE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008777	acetylornithine deacetylase activity	PTN002887524	PTHR43808	ACETYLORNITHINE DEACETYLASE	PTHR43808:SF31	N-ACETYL-L-CITRULLINE DEACETYLASE
REMOVE	davA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050126	N-carbamoylputrescine amidase activity	PTN001132736	PTHR43674	NITRILASE C965.09-RELATED	PTHR43674:SF2	BETA-UREIDOPROPIONASE
REMOVE	davD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity	PTN002458567	PTHR43353	SUCCINATE-SEMIALDEHYDE DEHYDROGENASE, MITOCHONDRIAL	PTHR43353:SF5	SUCCINATE-SEMIALDEHYDE DEHYDROGENASE, MITOCHONDRIAL
REMOVE	fbp	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005986	sucrose biosynthetic process	PTN002265199	PTHR11556	FRUCTOSE-1,6-BISPHOSPHATASE-RELATED	PTHR11556:SF35	SEDOHEPTULOSE-1,7-BISPHOSPHATASE, CHLOROPLASTIC
REMOVE	fibrolase	Agkistrodon contortrix contortrix	GO:0005886	plasma membrane	PTN002628616	PTHR11905	ADAM A DISINTEGRIN AND METALLOPROTEASE DOMAIN	PTHR11905:SF32	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 28
REMOVE	flgE	Pseudomonas putida KT2440	GO:0005829	cytosol	PTN000764868	PTHR30435	FLAGELLAR PROTEIN	PTHR30435:SF1	FLAGELLAR HOOK PROTEIN FLGE
REMOVE	fogD	Aspergillus ruber (strain CBS 135680)	GO:0000140	acylglycerone-phosphate reductase (NADP+) activity	PTN001211783	PTHR44169	NADPH-DEPENDENT 1-ACYLDIHYDROXYACETONE PHOSPHATE REDUCTASE	PTHR44169:SF3	SHORT-CHAIN DEHYDROGENASE SRDE
REMOVE	fogD	Aspergillus ruber (strain CBS 135680)	GO:0004806	triacylglycerol lipase activity	PTN001211783	PTHR44169	NADPH-DEPENDENT 1-ACYLDIHYDROXYACETONE PHOSPHATE REDUCTASE	PTHR44169:SF3	SHORT-CHAIN DEHYDROGENASE SRDE
REMOVE	fogD	Aspergillus ruber (strain CBS 135680)	GO:0005783	endoplasmic reticulum	PTN001211783	PTHR44169	NADPH-DEPENDENT 1-ACYLDIHYDROXYACETONE PHOSPHATE REDUCTASE	PTHR44169:SF3	SHORT-CHAIN DEHYDROGENASE SRDE
REMOVE	fogD	Aspergillus ruber (strain CBS 135680)	GO:0005811	lipid droplet	PTN001211783	PTHR44169	NADPH-DEPENDENT 1-ACYLDIHYDROXYACETONE PHOSPHATE REDUCTASE	PTHR44169:SF3	SHORT-CHAIN DEHYDROGENASE SRDE
REMOVE	fogD	Aspergillus ruber (strain CBS 135680)	GO:0006654	phosphatidic acid biosynthetic process	PTN001211783	PTHR44169	NADPH-DEPENDENT 1-ACYLDIHYDROXYACETONE PHOSPHATE REDUCTASE	PTHR44169:SF3	SHORT-CHAIN DEHYDROGENASE SRDE
REMOVE	fogD	Aspergillus ruber (strain CBS 135680)	GO:0019433	triglyceride catabolic process	PTN001211783	PTHR44169	NADPH-DEPENDENT 1-ACYLDIHYDROXYACETONE PHOSPHATE REDUCTASE	PTHR44169:SF3	SHORT-CHAIN DEHYDROGENASE SRDE
REMOVE	galB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	PTN001770600	PTHR12993	N-ACETYLGLUCOSAMINYL-PHOSPHATIDYLINOSITOL DE-N-ACETYLASE-RELATED	PTHR12993:SF29	BLR3841 PROTEIN
REMOVE	galE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0033499	beta-D-galactose catabolic process via UDP-galactose, Leloir pathway	PTN008684687	PTHR43725	UDP-GLUCOSE 4-EPIMERASE	PTHR43725:SF53	UDP-ARABINOSE 4-EPIMERASE 1
REMOVE	gcl	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005948	acetolactate synthase complex	PTN002317630	PTHR18968	THIAMINE PYROPHOSPHATE ENZYMES	PTHR18968:SF14	GLYOXYLATE CARBOLIGASE
REMOVE	gcl	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009099	L-valine biosynthetic process	PTN002317630	PTHR18968	THIAMINE PYROPHOSPHATE ENZYMES	PTHR18968:SF14	GLYOXYLATE CARBOLIGASE
REMOVE	glnA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016020	membrane	PTN002459220	PTHR43407	GLUTAMINE SYNTHETASE	PTHR43407:SF2	GLUTAMINE SYNTHETASE
REMOVE	groES	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046872	metal ion binding	PTN002243569	PTHR10772	10 KDA HEAT SHOCK PROTEIN	PTHR10772:SF58	CO-CHAPERONIN GROES
REMOVE	hisA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000162	L-tryptophan biosynthetic process	PTN002454225	PTHR43090	1-(5-PHOSPHORIBOSYL)-5-[(5-PHOSPHORIBOSYLAMINO)METHYLIDENEAMINO] IMIDAZOLE-4-CARBOXAMIDE ISOMERASE	PTHR43090:SF2	1-(5-PHOSPHORIBOSYL)-5-[(5-PHOSPHORIBOSYLAMINO)METHYLIDENEAMINO] IMIDAZOLE-4-CARBOXAMIDE ISOMERASE
REMOVE	infC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016020	membrane	PTN002249955	PTHR10938	TRANSLATION INITIATION FACTOR IF-3	PTHR10938:SF0	TRANSLATION INITIATION FACTOR IF-3, MITOCHONDRIAL
REMOVE	kdsC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008781	N-acylneuraminate cytidylyltransferase activity	PTN000486303	PTHR21485	HAD SUPERFAMILY MEMBERS CMAS AND KDSC	PTHR21485:SF3	N-ACYLNEURAMINATE CYTIDYLYLTRANSFERASE
REMOVE	liuC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008300	isoprenoid catabolic process	PTN002452383	PTHR42964	ENOYL-COA HYDRATASE	PTHR42964:SF1	POLYKETIDE BIOSYNTHESIS ENOYL-COA HYDRATASE PKSH-RELATED
REMOVE	lolD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0022857	transmembrane transporter activity	PTN002383677	PTHR24220	IMPORT ATP-BINDING PROTEIN	PTHR24220:SF689	LIPOPROTEIN-RELEASING SYSTEM ATP-BINDING PROTEIN LOLD
