action	gene	taxon	propagated_term_id	propagated_term_label	graft_node	panther_family	panther_family_name	panther_subfamily	panther_subfamily_name	aspect	mode	mode_label	mode_source	mode_note	reviewer_reason
MARK_AS_OVER_ANNOTATED	trmB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0043527	tRNA methyltransferase complex	PTN002361431	PTHR23417	3-DEOXY-D-MANNO-OCTULOSONIC-ACID TRANSFERASE/TRNA GUANINE-N 7 - -METHYLTRANSFERASE	PTHR23417:SF14	PENTACOTRIPEPTIDE-REPEAT REGION OF PRORP DOMAIN-CONTAINING PROTEIN	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	UniProt and GOA support TrmB as a SAM-dependent tRNA methyltransferase enzyme, but the current first-pass evidence does not establish membership in a specific tRNA methyltransferase complex for PSEPK TrmB.
MARK_AS_OVER_ANNOTATED	tsaA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0033554	cellular response to stress	PTN002242136	PTHR10681	THIOREDOXIN PEROXIDASE	PTHR10681:SF128	THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MITOCHONDRIAL	biological_process	3	GENERIC_CONTEXT	curated	generic stress-response process	Use peroxide detoxification and oxidative-stress annotations rather than this generic stress-response process.
MARK_AS_OVER_ANNOTATED	tyrB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042802	identical protein binding	PTN002275473	PTHR11879	ASPARTATE AMINOTRANSFERASE	PTHR11879:SF37	AROMATIC-AMINO-ACID AMINOTRANSFERASE	molecular_function	3	GENERIC_CONTEXT	heuristic	uninformative binding term	"Homodimerization is a structural property rather than a distinct molecular function; the term adds little and is propagated electronically without direct evidence for this protein. Per curation guidance, generic ""protein binding""-type terms are discouraged."
MARK_AS_OVER_ANNOTATED	tyrS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0043039	tRNA aminoacylation	PTN002272564	PTHR11766	TYROSYL-TRNA SYNTHETASE	PTHR11766:SF1	TYROSINE--TRNA LIGASE	biological_process	1	GRANULARITY	curated	broad parent over tyrosyl-tRNA aminoacylation	This valid broad process is less informative than the separately present tyrosyl-tRNA aminoacylation annotation.
MARK_AS_OVER_ANNOTATED	ubiA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016740	transferase activity	PTN004223178	PTHR11048	PRENYLTRANSFERASES	PTHR11048:SF28	4-HYDROXYBENZOATE POLYPRENYLTRANSFERASE, MITOCHONDRIAL	molecular_function	1	GRANULARITY	heuristic	granularity keywords	GO:0008412 captures the exact reaction class.
MARK_AS_OVER_ANNOTATED	ubiC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002446048	PTHR38683	CHORISMATE PYRUVATE-LYASE	PTHR38683:SF1	CHORISMATE PYRUVATE-LYASE	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Retain the supported parent cytoplasm term rather than treating its cytosol child as independently established.
MARK_AS_OVER_ANNOTATED	ubiD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	PTN002409573	PTHR30108	3-OCTAPRENYL-4-HYDROXYBENZOATE CARBOXY-LYASE-RELATED	PTHR30108:SF17	FERULIC ACID DECARBOXYLASE 1	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	The record also carries cytosol and plasma-membrane annotations; the broad cytoplasm parent adds no useful localization information.
MARK_AS_OVER_ANNOTATED	ubiG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008168	methyltransferase activity	PTN002460086	PTHR43464	METHYLTRANSFERASE	PTHR43464:SF19	UBIQUINONE BIOSYNTHESIS O-METHYLTRANSFERASE, MITOCHONDRIAL	molecular_function	1	GRANULARITY	heuristic	granularity keywords	GO:0061542 and GO:0102208 capture the two evolved UbiG activities.
MARK_AS_OVER_ANNOTATED	ubiK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002445503	PTHR38040	UBIQUINONE BIOSYNTHESIS ACCESSORY FACTOR UBIK	PTHR38040:SF1	UBIQUINONE BIOSYNTHESIS ACCESSORY FACTOR UBIK	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Retaining both near-equivalent locations adds no biological resolution for this bacterial protein; GO:0005737 is directly supported by UniProt.
MARK_AS_OVER_ANNOTATED	zwf	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009051	pentose-phosphate shunt, oxidative branch	PTN002765778	PTHR23429	GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE G6PD	PTHR23429:SF0	GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE	biological_process	4	MISPLACEMENT	heuristic	mis-placement keywords	The annotation likely reflects family-level pathway propagation rather than paralog-specific physiological evidence.
MODIFY	A0A8B6GS20	Mytilus galloprovincialis	GO:0046856	phosphatidylinositol dephosphorylation	PTN000086907	PTHR10807	MYOTUBULARIN-RELATED	PTHR10807:SF73	LD06050P	biological_process	2	PSEUDOENZYME	heuristic	pseudo-enzyme keywords	MTMR9 cannot catalyze phosphatidylinositol dephosphorylation due to absence of the catalytic cysteine. Its role is regulatory, modulating the activity of active MTMR partners. GO:0060304 (regulation of phosphatidylinositol dephosphorylation) better captures this function.
MODIFY	A4F7P6	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0008610	lipid biosynthetic process	PTN000160696	PTHR11487	THIOESTERASE	PTHR11487:SF0	S-ACYL FATTY ACID SYNTHASE THIOESTERASE, MEDIUM CHAIN	biological_process	1	GRANULARITY	curated	FAS-family process term on a PKS thioesterase (erythromycin)	Wrong process. Replace with GO:1901115 (erythromycin biosynthetic process).
MODIFY	AP180	Doryteuthis pealeii	GO:0008021	synaptic vesicle	PTN000536703	PTHR22951	CLATHRIN ASSEMBLY PROTEIN	PTHR22951:SF5	PHOSPHATIDYLINOSITOL-BINDING CLATHRIN ASSEMBLY PROTEIN LAP	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	AP180 is not a component of mature synaptic vesicles. It is a cytosolic adaptor protein that transiently associates with the presynaptic plasma membrane and nascent clathrin-coated pits during endocytosis. A more appropriate localization would be the presynaptic endocytic zone or cytosol.
MODIFY	AmiC1	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	GO:0030288	outer membrane-bounded periplasmic space	PTN002018865					cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Accept. Anabaena variabilis is a Gram-negative cyanobacterium with an outer membrane, and the mature, signal-peptide-cleaved cell-wall amidase acts in the periplasmic / cell-wall compartment, so an outer-membrane-bounded periplasmic-space call is appropriate. Retained as a core-function location. Th
MODIFY	CTR1	Octopus vulgaris	GO:0042277	peptide binding	PTN001202415	PTHR24241	NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR	PTHR24241:SF161	G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN	molecular_function	3	GENERIC_CONTEXT	heuristic	uninformative binding term	"The term ""peptide binding"" is too generic for a GPCR that specifically binds cephalotocin and activates intracellular signaling. More informative terms such as neuropeptide receptor activity (GO:0008188) better capture the actual molecular function. Peptide binding fails to distinguish a signaling r"
MODIFY	CTR2	Octopus vulgaris	GO:0042277	peptide binding	PTN001202415	PTHR24241	NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR	PTHR24241:SF161	G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN	molecular_function	3	GENERIC_CONTEXT	heuristic	uninformative binding term	"The term ""peptide binding"" is too generic for a GPCR that specifically binds cephalotocin and activates intracellular signaling. GO:0008188 (neuropeptide receptor activity) better captures the actual molecular function. Peptide binding fails to distinguish a signaling receptor from a passive binding"
MODIFY	K9IFT7	Desmodus rotundus	GO:0002227	innate immune response in mucosa	PTN000483423	PTHR21388	BETA-DEFENSIN-RELATED	PTHR21388:SF9	BETA-DEFENSIN 1	biological_process	3	GENERIC_CONTEXT	curated	over-specific mammalian-context immune process on a bat defensin	Use the more general defense response to bacterium term supported by bactericidal activity.
MODIFY	K9IFT7	Desmodus rotundus	GO:0050829	defense response to Gram-negative bacterium	PTN000483423	PTHR21388	BETA-DEFENSIN-RELATED	PTHR21388:SF9	BETA-DEFENSIN 1	biological_process	3	GENERIC_CONTEXT	curated	over-specific mammalian-context immune process on a bat defensin	Use a broader defense response to bacterium term.
MODIFY	K9IFT7	Desmodus rotundus	GO:0050830	defense response to Gram-positive bacterium	PTN000483423	PTHR21388	BETA-DEFENSIN-RELATED	PTHR21388:SF9	BETA-DEFENSIN 1	biological_process	3	GENERIC_CONTEXT	curated	over-specific mammalian-context immune process on a bat defensin	Use a broader defense response to bacterium term.
MODIFY	OPR	Octopus vulgaris	GO:0032870	cellular response to hormone stimulus	PTN001202415	PTHR24241	NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR	PTHR24241:SF161	G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN	biological_process	1	GRANULARITY	heuristic	granularity keywords	While octopressin can be considered a hormonal peptide, the more precise biological process is neuropeptide signaling. OPR mediates the physiological effects of octopressin in both nervous system and peripheral tissues. GO:0007218 (neuropeptide signaling pathway) is a more informative and specific t
MODIFY	OPR	Octopus vulgaris	GO:0042277	peptide binding	PTN001202415	PTHR24241	NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR	PTHR24241:SF161	G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN	molecular_function	3	GENERIC_CONTEXT	heuristic	uninformative binding term	"Peptide binding alone does not capture the receptor signaling function of OPR. The appropriate MF annotation is GO:0008188 (neuropeptide receptor activity), which encompasses both the binding of the neuropeptide ligand and the initiation of signaling. Simple ""peptide binding"" is uninformative for a "
MODIFY	PP_2213	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004321	fatty-acyl-CoA synthase activity	PTN000644270	PTHR43605	ACYL-COENZYME A SYNTHETASE	PTHR43605:SF10	ACYL-COA SYNTHETASE MEDIUM CHAIN FAMILY MEMBER 3	molecular_function	1	GRANULARITY	curated	broad acyl-CoA synthetase family term	Replace or supplement this broad term with GO:0015645 (fatty acid ligase activity) based on the UniProt family and reaction evidence.
MODIFY	PP_3117	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006281	DNA repair	PTN009155960	PTHR35369	BLR3025 PROTEIN-RELATED	PTHR35369:SF3	TRANSLESION DNA SYNTHESIS-ASSOCIATED PROTEIN IMUA	biological_process	3	GENERIC_CONTEXT	curated	generic DNA-repair process on a damage-tolerance accessory protein	ImuA is an accessory component of the mutagenic DnaE2 damage-tolerance pathway rather than a canonical repair enzyme.
MODIFY	PP_5298	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006598	polyamine catabolic process	PTN000938594	PTHR43235	GLUTAMINE AMIDOTRANSFERASE PB2B2.05-RELATED	PTHR43235:SF1	GLUTAMINE AMIDOTRANSFERASE PB2B2.05-RELATED	biological_process	1	GRANULARITY	heuristic	granularity keywords	The substrate is specifically a putrescine-derived intermediate, so replace this generic polyamine parent with GO:0009447.
MODIFY	Saro_0802	Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199)	GO:0016121	carotene catabolic process	PTN000830280	PTHR10543	BETA-CAROTENE DIOXYGENASE	PTHR10543:SF89	CAROTENOID 9,10(9',10')-CLEAVAGE DIOXYGENASE 1	biological_process	4	MISPLACEMENT	curated	stilbene vs carotenoid cleavage; subfamily itself mis-labelled	Replace with GO:0046272 (stilbene catabolic process), matching the demonstrated stilbene-cleavage activity. Same TreeGrafter over-propagation as the carotenoid MF term.
MODIFY	Saro_2809	Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199)	GO:0016121	carotene catabolic process	PTN000830280	PTHR10543	BETA-CAROTENE DIOXYGENASE	PTHR10543:SF89	CAROTENOID 9,10(9',10')-CLEAVAGE DIOXYGENASE 1	biological_process	4	MISPLACEMENT	curated	stilbene vs carotenoid cleavage; subfamily itself mis-labelled	Replace with GO:0046272 (stilbene catabolic process). Same TreeGrafter over-propagation as the carotenoid MF term.
MODIFY	TFP	Thlaspi arvense	GO:0030234	enzyme regulator activity	PTN008234626	PTHR47435	KELCH REPEAT PROTEIN (AFU_ORTHOLOGUE AFUA_5G12780)	PTHR47435:SF7	EPITHIOSPECIFIER PROTEIN	molecular_function	1	GRANULARITY	curated	outdated node term (regulator) for a specifier protein now known as a C-S lyase	"Outdated molecular-function framing. Specifier proteins were historically viewed as accessory factors that ""regulate"" myrosinase product outcome, but TaTFP is now established as a catalyst in its own right - an Fe(2+)-dependent carbon-sulfur lyase (sulfolyase, EC 4.8.1.8) that eliminates sulfate fro"
MODIFY	aceK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004721	phosphoprotein phosphatase activity	PTN002446796	PTHR39559	-	PTHR39559:SF1	ISOCITRATE DEHYDROGENASE KINASE_PHOSPHATASE	molecular_function	1	GRANULARITY	heuristic	granularity keywords	The phosphatase activity is real and ATP-dependent, but the substrate is specifically phospho-isocitrate dehydrogenase, so the precise IDH phosphatase term better represents the function than a generic phosphoprotein phosphatase term.
MODIFY	ahpC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN000074135	PTHR10681	THIOREDOXIN PEROXIDASE	PTHR10681:SF121	ALKYL HYDROPEROXIDE REDUCTASE C	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Cytoplasm is the clearer and less redundant cellular component term for this bacterial enzyme.
MODIFY	ahpC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008379	thioredoxin peroxidase activity	PTN000074135	PTHR10681	THIOREDOXIN PEROXIDASE	PTHR10681:SF121	ALKYL HYDROPEROXIDE REDUCTASE C	molecular_function	1	GRANULARITY	heuristic	granularity keywords	A donor-independent peroxiredoxin term is safer for the AhpC subunit itself than a thioredoxin-specific term.
MODIFY	ahpC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042744	hydrogen peroxide catabolic process	PTN000074135	PTHR10681	THIOREDOXIN PEROXIDASE	PTHR10681:SF121	ALKYL HYDROPEROXIDE REDUCTASE C	biological_process	1	GRANULARITY	curated	sibling/too-narrow process; broader oxidant detoxification fits AhpC	A broader oxidant-detoxification term better reflects the known chemistry of AhpC.
MODIFY	aprA	Nitratidesulfovibrio vulgaris (Desulfovibrio vulgaris) Hildenborough	GO:0005886	plasma membrane	PTN000908678	PTHR11632	SUCCINATE DEHYDROGENASE 2 FLAVOPROTEIN SUBUNIT	PTHR11632:SF51	SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT, MITOCHONDRIAL	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	AprA is a soluble cytoplasmic protein, not a plasma membrane protein. The TreeGrafter annotation likely propagated from succinate dehydrogenase family members which are membrane-associated. AprA functions in the cytoplasm where it receives electrons from the membrane-associated Qmo complex.
MODIFY	aprA	Nitratidesulfovibrio vulgaris (Desulfovibrio vulgaris) Hildenborough	GO:0009061	anaerobic respiration	PTN000908678	PTHR11632	SUCCINATE DEHYDROGENASE 2 FLAVOPROTEIN SUBUNIT	PTHR11632:SF51	SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT, MITOCHONDRIAL	biological_process	1	GRANULARITY	heuristic	granularity keywords	While anaerobic respiration is technically correct, the more specific term GO:0019420 (dissimilatory sulfate reduction) precisely captures AprA's biological role. AprA catalyzes a key step in this pathway where APS is reduced to sulfite.
MODIFY	bcsA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016758	hexosyltransferase activity	PTN001634554	PTHR43867	CELLULOSE SYNTHASE CATALYTIC SUBUNIT A [UDP-FORMING]	PTHR43867:SF2	CELLULOSE SYNTHASE CATALYTIC SUBUNIT A [UDP-FORMING]	molecular_function	1	GRANULARITY	heuristic	granularity keywords	UniProt and GOA assign the specific UDP-forming cellulose synthase activity, which is more informative than the generic hexosyltransferase parent.
MODIFY	benD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	PTN002460465	PTHR42760	SHORT-CHAIN DEHYDROGENASES/REDUCTASES FAMILY MEMBER	PTHR42760:SF123	OXIDOREDUCTASE	molecular_function	1	GRANULARITY	heuristic	granularity keywords	BenD is not merely a generic CH-OH oxidoreductase. Its substrate and reaction are specifically the benzoate cis-diol to catechol conversion step.
MODIFY	celX	Acetivibrio thermocellus	GO:0004622	phosphatidylcholine lysophospholipase A1 activity	PTN002411393	PTHR30383	THIOESTERASE 1/PROTEASE 1/LYSOPHOSPHOLIPASE L1	PTHR30383:SF5	SGNH HYDROLASE-TYPE ESTERASE DOMAIN-CONTAINING PROTEIN	molecular_function	1	GRANULARITY	curated	sibling esterase substrate term from the SGNH node; family correct	The SGNH hydrolase domain correctly identifies the enzyme family, but lysophospholipase activity is unlikely for a cellulosome-associated enzyme. The biological context (cellulosome, plant cell wall degradation) strongly suggests this enzyme functions as a carbohydrate esterase involved in lignocell
MODIFY	clpX	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009376	HslUV protease complex	PTN002258935	PTHR48102	ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPX-LIKE, MITOCHONDRIAL-RELATED	PTHR48102:SF7	ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPX-LIKE, MITOCHONDRIAL	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	The HslUV protease complex is a different protease (HslU/HslV); ClpX is a component of the ClpX-ClpP complex. The cellular component should be corrected to the endopeptidase Clp complex.
MODIFY	cpx	Doryteuthis pealeii	GO:0016079	synaptic vesicle exocytosis	PTN002703616	PTHR16705	COMPLEXIN	PTHR16705:SF4	COMPLEXIN	biological_process	1	GRANULARITY	curated	core-component process where a regulation term fits; sibling relation	While complexin is clearly involved in the synaptic vesicle exocytosis pathway, it functions as a positive regulator rather than a core component of the fusion machinery itself. The term GO:2000302 (positive regulation of synaptic vesicle exocytosis) more accurately captures the regulatory role demo
MODIFY	ech	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008300	isoprenoid catabolic process	PTN002873559	PTHR42964	ENOYL-COA HYDRATASE	PTHR42964:SF1	POLYKETIDE BIOSYNTHESIS ENOYL-COA HYDRATASE PKSH-RELATED	biological_process	4	MISPLACEMENT	heuristic	mis-placement keywords	Ech acts on aromatic hydroxycinnamoyl-CoA thioesters in ferulate catabolism, not on isoprenoids.
MODIFY	eryAI	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0004312	fatty acid synthase activity	PTN000918870	PTHR43775	FATTY ACID SYNTHASE	PTHR43775:SF51	INACTIVE PHENOLPHTHIOCEROL SYNTHESIS POLYKETIDE SYNTHASE TYPE I PKS1-RELATED	molecular_function	1	GRANULARITY	curated	PTHR43775 family-level FAS term on a PKS subfamily	Wrong product class. Replace with GO:0016218 (polyketide synthase activity).
MODIFY	eryAII	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0004312	fatty acid synthase activity	PTN000918870	PTHR43775	FATTY ACID SYNTHASE	PTHR43775:SF51	INACTIVE PHENOLPHTHIOCEROL SYNTHESIS POLYKETIDE SYNTHASE TYPE I PKS1-RELATED	molecular_function	1	GRANULARITY	curated	PTHR43775 family-level FAS term on a PKS subfamily	Wrong product class. Replace with GO:0016218 (polyketide synthase activity).
MODIFY	eryAIII	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0004312	fatty acid synthase activity	PTN000918870	PTHR43775	FATTY ACID SYNTHASE	PTHR43775:SF51	INACTIVE PHENOLPHTHIOCEROL SYNTHESIS POLYKETIDE SYNTHASE TYPE I PKS1-RELATED	molecular_function	1	GRANULARITY	curated	PTHR43775 family-level FAS term on a PKS subfamily	Wrong product class. Replace with GO:0016218 (polyketide synthase activity).
MODIFY	eryBVII	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0000271	polysaccharide biosynthetic process	PTN002325964	PTHR21047	DTDP-6-DEOXY-D-GLUCOSE-3,5 EPIMERASE	PTHR21047:SF2	THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE	biological_process	1	GRANULARITY	curated	sugar-nucleotide family process over erythromycin deoxysugar biosynthesis	Wrong process class; replace with GO:1901115 (erythromycin biosynthetic process).
MODIFY	eryBVII	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0019305	dTDP-rhamnose biosynthetic process	PTN002325964	PTHR21047	DTDP-6-DEOXY-D-GLUCOSE-3,5 EPIMERASE	PTHR21047:SF2	THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE	biological_process	1	GRANULARITY	curated	sibling deoxysugar pathway (rhamnose) over erythromycin deoxysugar	Wrong product/pathway (rhamnose vs the erythromycin deoxysugars). Replace with GO:1901115 (erythromycin biosynthetic process).
MODIFY	eryCI	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0000271	polysaccharide biosynthetic process	PTN002015832	PTHR30244	TRANSAMINASE	PTHR30244:SF36	3-OXO-GLUCOSE-6-PHOSPHATE:GLUTAMATE AMINOTRANSFERASE	biological_process	1	GRANULARITY	curated	sugar-nucleotide family process over erythromycin deoxysugar biosynthesis	Wrong process class. Replace with GO:1901115 (erythromycin biosynthetic process), the cluster-level process to which desosamine biosynthesis contributes.
MODIFY	eryCIV	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0000271	polysaccharide biosynthetic process	PTN000767067	PTHR30244	TRANSAMINASE	PTHR30244:SF9	PROTEIN RV3402C	biological_process	1	GRANULARITY	curated	sugar-nucleotide family process over erythromycin deoxysugar biosynthesis	Wrong process class; replace with GO:1901115 (erythromycin biosynthetic process), to which desosamine biosynthesis contributes.
MODIFY	fcs	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006631	fatty acid metabolic process	PTN008449823	PTHR43201	ACYL-COA SYNTHETASE	PTHR43201:SF32	2-SUCCINYLBENZOATE--COA LIGASE, CHLOROPLASTIC_PEROXISOMAL	biological_process	4	MISPLACEMENT	heuristic	mis-placement keywords	Fcs acts on ferulate, a hydroxycinnamic (aromatic) acid, not a fatty acid, and the supporting molecular function is feruloyl-CoA synthetase activity for hydroxycinnamate catabolism rather than fatty acid metabolism. The enzyme is the committed entry step of the ferulate/hydroxycinnamate catabolic fu
MODIFY	fcs	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0031956	medium-chain fatty acid-CoA ligase activity	PTN008449823	PTHR43201	ACYL-COA SYNTHETASE	PTHR43201:SF32	2-SUCCINYLBENZOATE--COA LIGASE, CHLOROPLASTIC_PEROXISOMAL	molecular_function	4	MISPLACEMENT	curated	feruloyl-CoA synthetase grafted onto a different ANL-superfamily subfamily	Although Fcs is correctly placed in the AMP-binding/acyl-CoA synthetase superfamily, the medium-chain fatty acid-CoA ligase term (GO:0031956) does not describe its substrate. Fcs activates ferulate (and other hydroxycinnamates) to their CoA thioesters; the precise, EC-supported term trans-feruloyl-C
MODIFY	ftsY	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006605	protein targeting	PTN002455079	PTHR43134	SIGNAL RECOGNITION PARTICLE RECEPTOR SUBUNIT ALPHA	PTHR43134:SF1	SIGNAL RECOGNITION PARTICLE RECEPTOR SUBUNIT ALPHA	biological_process	1	GRANULARITY	heuristic	granularity keywords	This parent term is correct but too broad. Replace it with GO:0006614, which captures the SRP-dependent cotranslational mechanism documented for FtsY.
MODIFY	fur	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008270	zinc ion binding	PTN002431809	PTHR33202	ZINC UPTAKE REGULATION PROTEIN	PTHR33202:SF2	FERRIC UPTAKE REGULATION PROTEIN	molecular_function	1	GRANULARITY	curated	sibling metal-cofactor term (Zn vs Fe) from the node	Fur is an iron sensor; its regulatory cofactor is Fe(II) (Mn(II) used as a surrogate in vitro), and UniProt annotates Fe cation binding sites (residues 86, 88, 107, 124). Ferrous iron binding more accurately reflects the iron-sensing function than the family-propagated zinc ion binding. If a structu
MODIFY	hemBB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008270	zinc ion binding	PTN000894573	PTHR11458	DELTA-AMINOLEVULINIC ACID DEHYDRATASE	PTHR11458:SF0	DELTA-AMINOLEVULINIC ACID DEHYDRATASE	molecular_function	1	GRANULARITY	curated	sibling metal-cofactor term (Zn vs Mg) from the node	The current HemBB record predicts Mg2+ binding at residue 247 and does not identify the catalytic Zn2+-ligand triad found in HemB. Magnesium ion binding is therefore the conservative sequence-supported replacement.
MODIFY	mcr-1	Escherichia coli	GO:0016776	phosphotransferase activity, phosphate group as acceptor	PTN002019544	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA	molecular_function	1	GRANULARITY	curated	EptA node carries a sibling phosphotransferase term instead of pEtN transferase	Replace the over-general parent with the specific characterised activity (GO:0043838).
