source_group,reference_set,term_mode,organism,gene,aspect,n_pred_direct,n_ref_direct,n_pred_closure,n_ref_closure,exact_tp,exact_fp,exact_fn,exact_precision,exact_recall,exact_f1,closure_tp,closure_fp,closure_fn,closure_precision,closure_recall,closure_f1
all_sources,goa_all,raw,SCHPO,Epe1,biological_process,1,6,27,40,1,0,5,1.0,0.16666666666666666,0.2857142857142857,27,0,13,1.0,0.675,0.8059701492537313
all_sources,goa_all,raw,SCHPO,Epe1,cellular_component,2,6,12,20,2,0,4,1.0,0.3333333333333333,0.5,12,0,8,1.0,0.6,0.7499999999999999
all_sources,goa_all,raw,SCHPO,SPAC8E11.10,molecular_function,1,4,6,6,0,1,4,0.0,0.0,,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
all_sources,goa_all,raw,SCHPO,SPAC8E11.10,biological_process,1,2,26,5,0,1,2,0.0,0.0,,4,22,1,0.15384615384615385,0.8,0.25806451612903225
all_sources,goa_all,raw,SCHPO,SPAC8E11.10,cellular_component,1,1,8,8,1,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0
all_sources,goa_all,raw,SCHPO,SPCC16C4.02c,molecular_function,1,1,2,0,0,1,1,0.0,0.0,,0,2,0,0.0,,
all_sources,goa_all,raw,SCHPO,SPCC16C4.02c,biological_process,1,1,9,0,0,1,1,0.0,0.0,,0,9,0,0.0,,
all_sources,goa_all,raw,SCHPO,SPCC16C4.02c,cellular_component,3,3,13,15,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,1,3,0.9230769230769231,0.8,0.8571428571428571
all_sources,goa_all,raw,SCHPO,Shu1,molecular_function,1,2,2,5,0,1,2,0.0,0.0,,1,1,4,0.5,0.2,0.28571428571428575
all_sources,goa_all,raw,SCHPO,Shu1,biological_process,1,4,6,36,0,1,4,0.0,0.0,,1,5,35,0.16666666666666666,0.027777777777777776,0.04761904761904762
all_sources,goa_all,raw,SCHPO,Shu1,cellular_component,3,7,16,20,0,3,7,0.0,0.0,,9,7,11,0.5625,0.45,0.5
all_sources,goa_all,raw,SCHPO,Tim10,molecular_function,1,3,2,9,0,1,3,0.0,0.0,,1,1,8,0.5,0.1111111111111111,0.1818181818181818
all_sources,goa_all,raw,SCHPO,Tim10,biological_process,2,2,8,25,0,2,2,0.0,0.0,,8,0,17,1.0,0.32,0.48484848484848486
all_sources,goa_all,raw,SCHPO,Tim10,cellular_component,1,2,8,20,0,1,2,0.0,0.0,,8,0,12,1.0,0.4,0.5714285714285715
all_sources,goa_all,raw,SCHPO,alo1,molecular_function,1,5,5,14,0,1,5,0.0,0.0,,4,1,10,0.8,0.2857142857142857,0.4210526315789473
all_sources,goa_all,raw,SCHPO,alo1,biological_process,1,1,22,6,0,1,1,0.0,0.0,,5,17,1,0.22727272727272727,0.8333333333333334,0.35714285714285715
all_sources,goa_all,raw,SCHPO,alo1,cellular_component,1,4,8,17,1,0,3,1.0,0.25,0.4,8,0,9,1.0,0.47058823529411764,0.6399999999999999
all_sources,goa_all,raw,SCHPO,atg101,molecular_function,1,2,2,5,1,0,1,1.0,0.5,0.6666666666666666,2,0,3,1.0,0.4,0.5714285714285715
all_sources,goa_all,raw,SCHPO,atg101,biological_process,1,7,15,36,1,0,6,1.0,0.14285714285714285,0.25,15,0,21,1.0,0.4166666666666667,0.5882352941176471
all_sources,goa_all,raw,SCHPO,atg101,cellular_component,4,6,17,19,4,0,2,1.0,0.6666666666666666,0.8,17,0,2,1.0,0.8947368421052632,0.9444444444444444
all_sources,goa_all,raw,SCHPO,atg13,molecular_function,1,2,2,6,1,0,1,1.0,0.5,0.6666666666666666,2,0,4,1.0,0.3333333333333333,0.5
all_sources,goa_all,raw,SCHPO,atg13,biological_process,2,11,7,42,2,0,9,1.0,0.18181818181818182,0.3076923076923077,7,0,35,1.0,0.16666666666666666,0.2857142857142857
all_sources,goa_all,raw,SCHPO,atg13,cellular_component,3,5,12,18,3,0,2,1.0,0.6,0.7499999999999999,12,0,6,1.0,0.6666666666666666,0.8
all_sources,goa_all,raw,SCHPO,atg16,molecular_function,1,1,2,8,0,1,1,0.0,0.0,,0,2,8,0.0,0.0,
all_sources,goa_all,raw,SCHPO,atg16,biological_process,1,4,16,17,0,1,4,0.0,0.0,,2,14,15,0.125,0.11764705882352941,0.12121212121212122
all_sources,goa_all,raw,SCHPO,atg16,cellular_component,4,4,17,7,1,3,3,0.25,0.25,0.25,4,13,3,0.23529411764705882,0.5714285714285714,0.3333333333333333
all_sources,goa_all,raw,SCHPO,atg2,molecular_function,1,3,4,13,0,1,3,0.0,0.0,,4,0,9,1.0,0.3076923076923077,0.47058823529411764
all_sources,goa_all,raw,SCHPO,atg2,biological_process,2,13,16,59,1,1,12,0.5,0.07692307692307693,0.13333333333333336,16,0,43,1.0,0.2711864406779661,0.4266666666666667
all_sources,goa_all,raw,SCHPO,atg2,cellular_component,1,4,4,18,1,0,3,1.0,0.25,0.4,4,0,14,1.0,0.2222222222222222,0.3636363636363636
all_sources,goa_all,raw,SCHPO,atg38,molecular_function,1,1,2,2,1,0,0,1.0,1.0,1.0,2,0,0,1.0,1.0,1.0
all_sources,goa_all,raw,SCHPO,atg38,biological_process,1,3,6,10,1,0,2,1.0,0.3333333333333333,0.5,6,0,4,1.0,0.6,0.7499999999999999
all_sources,goa_all,raw,SCHPO,atg38,cellular_component,4,4,20,16,2,2,2,0.5,0.5,0.5,14,6,2,0.7,0.875,0.7777777777777777
all_sources,goa_all,raw,SCHPO,atg5,molecular_function,1,2,2,8,0,1,2,0.0,0.0,,0,2,8,0.0,0.0,
all_sources,goa_all,raw,SCHPO,atg5,biological_process,3,10,9,43,3,0,7,1.0,0.3,0.4615384615384615,9,0,34,1.0,0.20930232558139536,0.3461538461538462
all_sources,goa_all,raw,SCHPO,atg5,cellular_component,3,8,10,19,3,0,5,1.0,0.375,0.5454545454545454,10,0,9,1.0,0.5263157894736842,0.6896551724137931
all_sources,goa_all,raw,SCHPO,bst1,molecular_function,1,3,5,4,0,1,3,0.0,0.0,,3,2,1,0.6,0.75,0.6666666666666665
all_sources,goa_all,raw,SCHPO,bst1,biological_process,1,2,6,36,0,1,2,0.0,0.0,,4,2,32,0.6666666666666666,0.1111111111111111,0.1904761904761905
all_sources,goa_all,raw,SCHPO,bst1,cellular_component,2,3,16,16,2,0,1,1.0,0.6666666666666666,0.8,16,0,0,1.0,1.0,1.0
all_sources,goa_all,raw,SCHPO,cps1,molecular_function,1,6,6,15,1,0,5,1.0,0.16666666666666666,0.2857142857142857,6,0,9,1.0,0.4,0.5714285714285715
all_sources,goa_all,raw,SCHPO,cps1,biological_process,1,8,1,20,1,0,7,1.0,0.125,0.2222222222222222,1,0,19,1.0,0.05,0.09523809523809523
all_sources,goa_all,raw,SCHPO,cps1,cellular_component,3,4,13,21,1,2,3,0.3333333333333333,0.25,0.28571428571428575,11,2,10,0.8461538461538461,0.5238095238095238,0.6470588235294118
all_sources,goa_all,raw,SCHPO,cts2,molecular_function,1,3,5,5,1,0,2,1.0,0.3333333333333333,0.5,5,0,0,1.0,1.0,1.0
all_sources,goa_all,raw,SCHPO,cts2,biological_process,2,2,19,16,0,2,2,0.0,0.0,,5,14,11,0.2631578947368421,0.3125,0.2857142857142857
all_sources,goa_all,raw,SCHPO,cts2,cellular_component,3,3,15,15,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333
all_sources,goa_all,raw,SCHPO,gaa1,molecular_function,1,1,10,10,1,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0
all_sources,goa_all,raw,SCHPO,gaa1,biological_process,1,3,11,37,1,0,2,1.0,0.3333333333333333,0.5,11,0,26,1.0,0.2972972972972973,0.4583333333333333
all_sources,goa_all,raw,SCHPO,gaa1,cellular_component,3,4,16,24,2,1,2,0.6666666666666666,0.5,0.5714285714285715,15,1,9,0.9375,0.625,0.75
all_sources,goa_all,raw,SCHPO,pmp20,molecular_function,3,5,9,11,2,1,3,0.6666666666666666,0.4,0.5,9,0,2,1.0,0.8181818181818182,0.9
all_sources,goa_all,raw,SCHPO,pmp20,biological_process,3,4,18,23,1,2,3,0.3333333333333333,0.25,0.28571428571428575,9,9,14,0.5,0.391304347826087,0.4390243902439025
all_sources,goa_all,raw,SCHPO,pmp20,cellular_component,2,5,9,12,2,0,3,1.0,0.4,0.5714285714285715,9,0,3,1.0,0.75,0.8571428571428571
all_sources,goa_all,raw,SCHPO,pol5,molecular_function,3,6,10,15,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,10,0,5,1.0,0.6666666666666666,0.8
all_sources,goa_all,raw,SCHPO,pol5,biological_process,1,3,16,35,1,0,2,1.0,0.3333333333333333,0.5,16,0,19,1.0,0.45714285714285713,0.6274509803921569
all_sources,goa_all,raw,SCHPO,pol5,cellular_component,2,3,16,16,2,0,1,1.0,0.6666666666666666,0.8,16,0,0,1.0,1.0,1.0
all_sources,goa_all,raw,SCHPO,ral2,molecular_function,1,2,2,5,0,1,2,0.0,0.0,,0,2,5,0.0,0.0,
all_sources,goa_all,raw,SCHPO,ral2,biological_process,1,4,15,25,1,0,3,1.0,0.25,0.4,15,0,10,1.0,0.6,0.7499999999999999
all_sources,goa_all,raw,SCHPO,ral2,cellular_component,3,2,15,10,1,2,1,0.3333333333333333,0.5,0.4,9,6,1,0.6,0.9,0.7200000000000001
all_sources,goa_all,raw,SCHPO,snx41,molecular_function,2,4,6,10,2,0,2,1.0,0.5,0.6666666666666666,6,0,4,1.0,0.6,0.7499999999999999
all_sources,goa_all,raw,SCHPO,snx41,biological_process,2,6,8,27,2,0,4,1.0,0.3333333333333333,0.5,8,0,19,1.0,0.2962962962962963,0.45714285714285713
all_sources,goa_all,raw,SCHPO,snx41,cellular_component,3,6,23,20,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,19,4,1,0.8260869565217391,0.95,0.8837209302325583
all_sources,goa_all,raw,SCHPO,tam10,molecular_function,1,1,2,3,0,1,1,0.0,0.0,,1,1,2,0.5,0.3333333333333333,0.4
all_sources,goa_all,raw,SCHPO,tam10,biological_process,1,1,21,0,0,1,1,0.0,0.0,,0,21,0,0.0,,
all_sources,goa_all,raw,SCHPO,tam10,cellular_component,2,1,14,14,1,1,0,0.5,1.0,0.6666666666666666,14,0,0,1.0,1.0,1.0
all_sources,goa_all,raw,SCHPO,tpx1,molecular_function,2,10,11,21,2,0,8,1.0,0.2,0.33333333333333337,11,0,10,1.0,0.5238095238095238,0.6875000000000001
all_sources,goa_all,raw,SCHPO,tpx1,biological_process,6,9,60,87,4,2,5,0.6666666666666666,0.4444444444444444,0.5333333333333333,59,1,28,0.9833333333333333,0.6781609195402298,0.802721088435374
all_sources,goa_all,raw,SCHPO,tpx1,cellular_component,2,3,9,9,2,0,1,1.0,0.6666666666666666,0.8,9,0,0,1.0,1.0,1.0
all_sources,goa_all,raw,SCHPO,ura7,molecular_function,1,5,4,21,1,0,4,1.0,0.2,0.33333333333333337,4,0,17,1.0,0.19047619047619047,0.32
all_sources,goa_all,raw,SCHPO,ura7,biological_process,2,5,41,43,1,1,4,0.5,0.2,0.28571428571428575,37,4,6,0.9024390243902439,0.8604651162790697,0.8809523809523809
all_sources,goa_all,raw,SCHPO,ura7,cellular_component,2,3,6,8,1,1,2,0.5,0.3333333333333333,0.4,3,3,5,0.5,0.375,0.42857142857142855
all_sources,goa_all,raw,human,APP,molecular_function,48,28,49,60,16,32,12,0.3333333333333333,0.5714285714285714,0.4210526315789474,41,8,19,0.8367346938775511,0.6833333333333333,0.7522935779816514
all_sources,goa_all,raw,human,APP,biological_process,443,100,459,439,50,393,50,0.11286681715575621,0.5,0.1841620626151013,291,168,148,0.6339869281045751,0.662870159453303,0.6481069042316259
all_sources,goa_all,raw,human,APP,cellular_component,71,53,82,114,34,37,19,0.4788732394366197,0.6415094339622641,0.5483870967741935,80,2,34,0.975609756097561,0.7017543859649122,0.8163265306122448
all_sources,goa_all,raw,human,BCL2,molecular_function,24,13,27,32,10,14,3,0.4166666666666667,0.7692307692307693,0.5405405405405406,27,0,5,1.0,0.84375,0.9152542372881356
all_sources,goa_all,raw,human,BCL2,biological_process,182,47,192,221,32,150,15,0.17582417582417584,0.6808510638297872,0.2794759825327511,169,23,52,0.8802083333333334,0.7647058823529411,0.8184019370460048
all_sources,goa_all,raw,human,BCL2,cellular_component,25,14,35,32,10,15,4,0.4,0.7142857142857143,0.5128205128205129,29,6,3,0.8285714285714286,0.90625,0.8656716417910447
all_sources,goa_all,raw,human,BRCA2,molecular_function,23,8,26,26,8,15,0,0.34782608695652173,1.0,0.5161290322580645,26,0,0,1.0,1.0,1.0
all_sources,goa_all,raw,human,BRCA2,biological_process,109,38,116,191,11,98,27,0.10091743119266056,0.2894736842105263,0.14965986394557823,81,35,110,0.6982758620689655,0.42408376963350786,0.5276872964169381
all_sources,goa_all,raw,human,BRCA2,cellular_component,34,13,43,44,12,22,1,0.35294117647058826,0.9230769230769231,0.5106382978723405,43,0,1,1.0,0.9772727272727273,0.9885057471264368
all_sources,goa_all,raw,human,CYCS,molecular_function,2,4,4,9,2,0,2,1.0,0.5,0.6666666666666666,4,0,5,1.0,0.4444444444444444,0.6153846153846153
all_sources,goa_all,raw,human,CYCS,biological_process,3,8,7,29,1,2,7,0.3333333333333333,0.125,0.18181818181818182,5,2,24,0.7142857142857143,0.1724137931034483,0.2777777777777778
all_sources,goa_all,raw,human,CYCS,cellular_component,5,5,23,22,4,1,1,0.8,0.8,0.8000000000000002,22,1,0,0.9565217391304348,1.0,0.9777777777777777
all_sources,goa_all,raw,human,EGFR,molecular_function,37,24,38,64,16,21,8,0.43243243243243246,0.6666666666666666,0.5245901639344263,38,0,26,1.0,0.59375,0.7450980392156863
all_sources,goa_all,raw,human,EGFR,biological_process,257,60,264,304,31,226,29,0.12062256809338522,0.5166666666666667,0.19558359621451105,183,81,121,0.6931818181818182,0.6019736842105263,0.6443661971830986
all_sources,goa_all,raw,human,EGFR,cellular_component,48,34,57,91,19,29,15,0.3958333333333333,0.5588235294117647,0.4634146341463415,57,0,34,1.0,0.6263736263736264,0.7702702702702703
all_sources,goa_all,raw,human,FXN,molecular_function,5,9,20,25,5,0,4,1.0,0.5555555555555556,0.7142857142857143,20,0,5,1.0,0.8,0.888888888888889
all_sources,goa_all,raw,human,FXN,biological_process,9,18,86,102,6,3,12,0.6666666666666666,0.3333333333333333,0.4444444444444444,76,10,26,0.8837209302325582,0.7450980392156863,0.8085106382978724
all_sources,goa_all,raw,human,FXN,cellular_component,3,4,21,21,3,0,1,1.0,0.75,0.8571428571428571,21,0,0,1.0,1.0,1.0
all_sources,goa_all,raw,human,GAPDH,molecular_function,6,12,28,35,4,2,8,0.6666666666666666,0.3333333333333333,0.4444444444444444,26,2,9,0.9285714285714286,0.7428571428571429,0.8253968253968255
all_sources,goa_all,raw,human,GAPDH,biological_process,8,22,140,180,8,0,14,1.0,0.36363636363636365,0.5333333333333333,140,0,40,1.0,0.7777777777777778,0.8750000000000001
all_sources,goa_all,raw,human,GAPDH,cellular_component,4,14,17,32,4,0,10,1.0,0.2857142857142857,0.4444444444444445,17,0,15,1.0,0.53125,0.6938775510204082
all_sources,goa_all,raw,human,HTT,molecular_function,11,11,12,21,8,3,3,0.7272727272727273,0.7272727272727273,0.7272727272727273,12,0,9,1.0,0.5714285714285714,0.7272727272727273
all_sources,goa_all,raw,human,HTT,biological_process,167,22,172,143,11,156,11,0.0658682634730539,0.5,0.11640211640211642,113,59,30,0.6569767441860465,0.7902097902097902,0.7174603174603174
all_sources,goa_all,raw,human,HTT,cellular_component,42,20,52,51,20,22,0,0.47619047619047616,1.0,0.6451612903225806,51,1,0,0.9807692307692307,1.0,0.9902912621359222
all_sources,goa_all,raw,human,KEAP1,molecular_function,1,6,5,15,1,0,5,1.0,0.16666666666666666,0.2857142857142857,5,0,10,1.0,0.3333333333333333,0.5
all_sources,goa_all,raw,human,KEAP1,biological_process,6,8,50,75,5,1,3,0.8333333333333334,0.625,0.7142857142857143,49,1,26,0.98,0.6533333333333333,0.784
all_sources,goa_all,raw,human,KEAP1,cellular_component,6,10,30,34,5,1,5,0.8333333333333334,0.5,0.625,26,4,8,0.8666666666666667,0.7647058823529411,0.8125
all_sources,goa_all,raw,human,LRRK2,molecular_function,61,31,63,73,24,37,7,0.39344262295081966,0.7741935483870968,0.5217391304347826,63,0,10,1.0,0.863013698630137,0.9264705882352942
all_sources,goa_all,raw,human,LRRK2,biological_process,9,100,13,411,2,7,98,0.2222222222222222,0.02,0.03669724770642202,12,1,399,0.9230769230769231,0.029197080291970802,0.05660377358490566
all_sources,goa_all,raw,human,LRRK2,cellular_component,72,47,79,113,28,44,19,0.3888888888888889,0.5957446808510638,0.4705882352941177,76,3,37,0.9620253164556962,0.672566371681416,0.7916666666666667
all_sources,goa_all,raw,human,MYC,molecular_function,26,16,27,30,13,13,3,0.5,0.8125,0.6190476190476191,25,2,5,0.9259259259259259,0.8333333333333334,0.8771929824561403
all_sources,goa_all,raw,human,MYC,biological_process,203,63,208,341,31,172,32,0.15270935960591134,0.49206349206349204,0.23308270676691728,167,41,174,0.8028846153846154,0.4897360703812317,0.6083788706739527
all_sources,goa_all,raw,human,MYC,cellular_component,14,14,23,35,7,7,7,0.5,0.5,0.5,23,0,12,1.0,0.6571428571428571,0.7931034482758621
all_sources,goa_all,raw,human,NFE2L2,molecular_function,4,13,15,28,4,0,9,1.0,0.3076923076923077,0.47058823529411764,15,0,13,1.0,0.5357142857142857,0.6976744186046512
all_sources,goa_all,raw,human,NFE2L2,biological_process,14,47,117,284,9,5,38,0.6428571428571429,0.19148936170212766,0.29508196721311475,108,9,176,0.9230769230769231,0.38028169014084506,0.5386533665835412
all_sources,goa_all,raw,human,NFE2L2,cellular_component,7,7,30,22,2,5,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,18,12,4,0.6,0.8181818181818182,0.6923076923076923
all_sources,goa_all,raw,human,NOTCH1,molecular_function,8,13,9,27,5,3,8,0.625,0.38461538461538464,0.4761904761904762,9,0,18,1.0,0.3333333333333333,0.5
all_sources,goa_all,raw,human,NOTCH1,biological_process,177,128,183,577,32,145,96,0.1807909604519774,0.25,0.2098360655737705,163,20,414,0.8907103825136612,0.2824956672443674,0.42894736842105263
all_sources,goa_all,raw,human,NOTCH1,cellular_component,20,23,30,63,11,9,12,0.55,0.4782608695652174,0.5116279069767442,30,0,33,1.0,0.47619047619047616,0.6451612903225806
all_sources,goa_all,raw,human,PARK7,molecular_function,47,33,49,72,19,28,14,0.40425531914893614,0.5757575757575758,0.47500000000000003,47,2,25,0.9591836734693877,0.6527777777777778,0.7768595041322315
all_sources,goa_all,raw,human,PARK7,biological_process,353,63,370,349,28,325,35,0.07932011331444759,0.4444444444444444,0.1346153846153846,230,140,119,0.6216216216216216,0.6590257879656161,0.639777468706537
all_sources,goa_all,raw,human,PARK7,cellular_component,5,19,14,57,4,1,15,0.8,0.21052631578947367,0.3333333333333333,14,0,43,1.0,0.24561403508771928,0.3943661971830986
all_sources,goa_all,raw,human,PTEN,molecular_function,25,21,26,42,13,12,8,0.52,0.6190476190476191,0.5652173913043478,26,0,16,1.0,0.6190476190476191,0.7647058823529412
all_sources,goa_all,raw,human,PTEN,biological_process,234,69,245,353,26,208,43,0.1111111111111111,0.37681159420289856,0.1716171617161716,146,99,207,0.5959183673469388,0.41359773371104813,0.4882943143812709
all_sources,goa_all,raw,human,PTEN,cellular_component,14,17,24,53,8,6,9,0.5714285714285714,0.47058823529411764,0.5161290322580646,24,0,29,1.0,0.4528301886792453,0.6233766233766235
all_sources,goa_all,raw,human,SIRT1,molecular_function,31,36,35,82,17,14,19,0.5483870967741935,0.4722222222222222,0.5074626865671641,34,1,48,0.9714285714285714,0.4146341463414634,0.5811965811965811
all_sources,goa_all,raw,human,SIRT1,biological_process,396,113,411,495,64,332,49,0.16161616161616163,0.5663716814159292,0.25147347740667975,316,95,179,0.7688564476885644,0.6383838383838384,0.6975717439293597
all_sources,goa_all,raw,human,SIRT1,cellular_component,34,17,44,44,16,18,1,0.47058823529411764,0.9411764705882353,0.627450980392157,42,2,2,0.9545454545454546,0.9545454545454546,0.9545454545454546
all_sources,goa_all,raw,human,TARDBP,molecular_function,12,11,13,22,9,3,2,0.75,0.8181818181818182,0.7826086956521738,13,0,9,1.0,0.5909090909090909,0.7428571428571429
all_sources,goa_all,raw,human,TARDBP,biological_process,104,18,119,146,10,94,8,0.09615384615384616,0.5555555555555556,0.1639344262295082,92,27,54,0.773109243697479,0.6301369863013698,0.6943396226415095
all_sources,goa_all,raw,human,TARDBP,cellular_component,5,9,14,28,2,3,7,0.4,0.2222222222222222,0.2857142857142857,14,0,14,1.0,0.5,0.6666666666666666
all_sources,goa_all,raw,human,TP53,molecular_function,67,38,78,84,32,35,6,0.47761194029850745,0.8421052631578947,0.6095238095238095,73,5,11,0.9358974358974359,0.8690476190476191,0.9012345679012346
all_sources,goa_all,raw,human,TP53,biological_process,309,144,324,547,60,249,84,0.1941747572815534,0.4166666666666667,0.26490066225165565,273,51,274,0.8425925925925926,0.4990859232175503,0.626865671641791
all_sources,goa_all,raw,human,TP53,cellular_component,5,19,14,37,4,1,15,0.8,0.21052631578947367,0.3333333333333333,14,0,23,1.0,0.3783783783783784,0.5490196078431372
all_sources,goa_all,raw,human,VEGFA,molecular_function,6,14,19,32,6,0,8,1.0,0.42857142857142855,0.6,19,0,13,1.0,0.59375,0.7450980392156863
all_sources,goa_all,raw,human,VEGFA,biological_process,27,94,191,451,12,15,82,0.4444444444444444,0.1276595744680851,0.19834710743801653,163,28,288,0.8534031413612565,0.3614190687361419,0.5077881619937694
all_sources,goa_all,raw,human,VEGFA,cellular_component,1,12,1,34,0,1,12,0.0,0.0,,0,1,34,0.0,0.0,
all_sources,goa_all,raw,mouse,Akt1,molecular_function,12,24,13,66,7,5,17,0.5833333333333334,0.2916666666666667,0.38888888888888895,13,0,53,1.0,0.19696969696969696,0.3291139240506329
all_sources,goa_all,raw,mouse,Akt1,biological_process,334,176,349,836,59,275,117,0.17664670658682635,0.3352272727272727,0.23137254901960785,302,47,534,0.8653295128939829,0.361244019138756,0.509704641350211
all_sources,goa_all,raw,mouse,Akt1,cellular_component,22,22,29,56,12,10,10,0.5454545454545454,0.5454545454545454,0.5454545454545454,29,0,27,1.0,0.5178571428571429,0.6823529411764707
all_sources,goa_all,raw,mouse,Bcl2,molecular_function,5,15,6,33,3,2,12,0.6,0.2,0.3,6,0,27,1.0,0.18181818181818182,0.3076923076923077
all_sources,goa_all,raw,mouse,Bcl2,biological_process,487,134,516,540,91,396,43,0.1868583162217659,0.6791044776119403,0.29307568438003223,421,95,119,0.8158914728682171,0.7796296296296297,0.7973484848484848
all_sources,goa_all,raw,mouse,Bcl2,cellular_component,18,17,25,38,9,9,8,0.5,0.5294117647058824,0.5142857142857143,24,1,14,0.96,0.631578947368421,0.7619047619047619
all_sources,goa_all,raw,mouse,Calm1,molecular_function,2,18,7,50,2,0,16,1.0,0.1111111111111111,0.19999999999999998,7,0,43,1.0,0.14,0.24561403508771928
all_sources,goa_all,raw,mouse,Calm1,biological_process,2,30,16,174,1,1,29,0.5,0.03333333333333333,0.0625,11,5,163,0.6875,0.06321839080459771,0.11578947368421054
all_sources,goa_all,raw,mouse,Calm1,cellular_component,3,25,17,89,2,1,23,0.6666666666666666,0.08,0.14285714285714285,17,0,72,1.0,0.19101123595505617,0.32075471698113206
all_sources,goa_all,raw,mouse,Ctnnb1,molecular_function,24,29,25,38,18,6,11,0.75,0.6206896551724138,0.679245283018868,25,0,13,1.0,0.6578947368421053,0.7936507936507937
all_sources,goa_all,raw,mouse,Ctnnb1,biological_process,487,196,525,706,89,398,107,0.18275154004106775,0.45408163265306123,0.26061493411420206,446,79,260,0.8495238095238096,0.6317280453257791,0.7246141348497156
all_sources,goa_all,raw,mouse,Ctnnb1,cellular_component,87,54,97,120,40,47,14,0.45977011494252873,0.7407407407407407,0.5673758865248226,97,0,23,1.0,0.8083333333333333,0.8940092165898618
all_sources,goa_all,raw,mouse,Egfr,molecular_function,30,22,31,59,7,23,15,0.23333333333333334,0.3181818181818182,0.2692307692307693,26,5,33,0.8387096774193549,0.4406779661016949,0.5777777777777777
all_sources,goa_all,raw,mouse,Egfr,biological_process,115,72,124,397,21,94,51,0.1826086956521739,0.2916666666666667,0.22459893048128343,112,12,285,0.9032258064516129,0.28211586901763225,0.42994241842610365
all_sources,goa_all,raw,mouse,Egfr,cellular_component,14,33,21,83,9,5,24,0.6428571428571429,0.2727272727272727,0.3829787234042553,21,0,62,1.0,0.25301204819277107,0.4038461538461538
all_sources,goa_all,raw,mouse,Fyn,molecular_function,16,26,17,56,9,7,17,0.5625,0.34615384615384615,0.4285714285714286,17,0,39,1.0,0.30357142857142855,0.4657534246575342
all_sources,goa_all,raw,mouse,Fyn,biological_process,219,52,236,311,26,193,26,0.1187214611872146,0.5,0.19188191881918817,196,40,115,0.8305084745762712,0.6302250803858521,0.716636197440585
all_sources,goa_all,raw,mouse,Fyn,cellular_component,36,19,43,53,12,24,7,0.3333333333333333,0.631578947368421,0.4363636363636364,43,0,10,1.0,0.8113207547169812,0.8958333333333334
all_sources,goa_all,raw,mouse,Myc,molecular_function,14,19,15,31,7,7,12,0.5,0.3684210526315789,0.4242424242424242,15,0,16,1.0,0.4838709677419355,0.6521739130434783
all_sources,goa_all,raw,mouse,Myc,biological_process,261,77,273,424,29,232,48,0.1111111111111111,0.37662337662337664,0.17159763313609466,210,63,214,0.7692307692307693,0.49528301886792453,0.6025824964131994
all_sources,goa_all,raw,mouse,Myc,cellular_component,22,15,31,36,11,11,4,0.5,0.7333333333333333,0.5945945945945945,31,0,5,1.0,0.8611111111111112,0.9253731343283582
all_sources,goa_all,raw,mouse,Notch1,molecular_function,16,12,17,27,7,9,5,0.4375,0.5833333333333334,0.5,17,0,10,1.0,0.6296296296296297,0.7727272727272727
all_sources,goa_all,raw,mouse,Notch1,biological_process,487,191,523,707,87,400,104,0.17864476386036962,0.45549738219895286,0.25663716814159293,455,68,252,0.869980879541109,0.6435643564356436,0.7398373983739838
all_sources,goa_all,raw,mouse,Notch1,cellular_component,29,28,39,75,15,14,13,0.5172413793103449,0.5357142857142857,0.5263157894736843,39,0,36,1.0,0.52,0.6842105263157895
all_sources,goa_all,raw,mouse,Pten,molecular_function,2,24,13,49,2,0,22,1.0,0.08333333333333333,0.15384615384615385,13,0,36,1.0,0.2653061224489796,0.41935483870967744
all_sources,goa_all,raw,mouse,Pten,biological_process,18,116,104,548,10,8,106,0.5555555555555556,0.08620689655172414,0.1492537313432836,102,2,446,0.9807692307692307,0.18613138686131386,0.3128834355828221
all_sources,goa_all,raw,mouse,Pten,cellular_component,0,18,0,55,0,0,18,,0.0,,0,0,55,,0.0,
all_sources,goa_all,raw,mouse,Src,molecular_function,13,28,14,62,8,5,20,0.6153846153846154,0.2857142857142857,0.3902439024390244,14,0,48,1.0,0.22580645161290322,0.3684210526315789
all_sources,goa_all,raw,mouse,Src,biological_process,221,104,234,549,35,186,69,0.1583710407239819,0.33653846153846156,0.2153846153846154,217,17,332,0.9273504273504274,0.39526411657559196,0.5542784163473818
all_sources,goa_all,raw,mouse,Src,cellular_component,42,29,52,84,16,26,13,0.38095238095238093,0.5517241379310345,0.4507042253521127,51,1,33,0.9807692307692307,0.6071428571428571,0.7499999999999999
all_sources,goa_all,raw,mouse,Trp53,molecular_function,22,33,23,80,11,11,22,0.5,0.3333333333333333,0.4,22,1,58,0.9565217391304348,0.275,0.42718446601941745
