organism	gene	pmid	year	n_structures	pdb_ids	category	cited_evidence_codes	latest_goa_year	latest_exp_goa_year	in_publications_cache	in_ai_review
human	P4HB	PMID:24549644	2014	1	4JU5	GAP_OPPORTUNITY		2026	2026	False	False
human	P4HB	PMID:31395737	2019	1	6I7S	GAP_OPPORTUNITY		2026	2026	False	False
human	P4HB	PMID:36265586	2022	1	7ZSC	GAP_OPPORTUNITY		2026	2026	False	False
human	P4HB	PMID:37289586	2023	1	8EOJ	GAP_OPPORTUNITY		2026	2026	False	False
human	P4HB	PMID:38358135	2024	1	8GDY	GAP_OPPORTUNITY		2026	2026	False	False
human	P4HB	PMID:8672469	1996	1	1MEK	GAP_OPPORTUNITY		2026	2026	False	False
human	PDGFB	PMID:1396586	1992	1	1PDG	CITED	IPI	2026	2026	True	True
human	PDGFB	PMID:20534510	2010	1	3MJG	CITED	EXP,IPI	2026	2026	True	True
human	PDGFB	PMID:23139410	2012	2	4HQU;4HQX	CITED	IPI	2026	2026	True	True
human	PDGFB	PMID:25707433	2015	1	4QCI	GAP_OPPORTUNITY		2026	2026	False	False
human	PDGFB	PMID:33514724	2021	1	6T9E	GAP_OPPORTUNITY		2026	2026	False	False
human	PIK3C3	PMID:25326666	2014	1	4OYS	GAP_OPPORTUNITY		2026	2026	False	False
human	PIK3C3	PMID:25327288	2014	1	4PH4	CITED	IDA,IMP	2026	2026	True	True
human	PIK3C3	PMID:25402320	2015	5	4UWF;4UWG;4UWH;4UWK;4UWL	GAP_OPPORTUNITY		2026	2026	False	False
human	PIK3C3	PMID:27050125	2016	1	5ANL	GAP_OPPORTUNITY		2026	2026	False	False
human	PIK3C3	PMID:30767700	2019	2	6HOG;6HOH	CITED	IPI	2026	2026	True	True
human	PIK3C3	PMID:30840447	2019	1	6I3U	GAP_OPPORTUNITY		2026	2026	False	False
human	PIK3C3	PMID:33783225	2021	1	6YKG	GAP_OPPORTUNITY		2026	2026	False	False
human	PIWIL1	PMID:21193640	2011	3	3O3I;3O6E;3O7V	GAP_OPPORTUNITY		2025	2025	False	False
human	PIWIL1	PMID:21465557	2011	2	2L5C;2L5D	GAP_OPPORTUNITY		2025	2025	False	False
human	PIWIL1	PMID:31288074	2020	1	6PI7	GAP_OPPORTUNITY		2025	2025	False	False
human	PLD3	PMID:37994783	2024	2	8Q1K;8Q1X	GAP_OPPORTUNITY		2025	2025	False	False
human	PLD3	PMID:38697119	2024	1	8S86	GAP_OPPORTUNITY		2025	2025	True	False
human	PLD3	PMID:39325669	2024	1	8V5T	GAP_OPPORTUNITY		2025	2025	False	False
human	PLD4	PMID:38537643	2024	1	8V08	GAP_NO_EXP_CURATION		2025		True	True
human	PPP2CA	PMID:17055435	2006	2	2IE3;2IE4	CITED	IDA,IPI	2026	2026	True	True
human	PPP2CA	PMID:17086192	2007	1	2IAE	GAP_OPPORTUNITY		2026	2026	False	False
human	PPP2CA	PMID:17174897	2006	3	2NPP;2NYL;2NYM	CITED	IDA	2026	2026	True	True
human	PPP2CA	PMID:18394995	2008	1	3C5W	CITED	IPI	2026	2026	True	True
human	PPP2CA	PMID:18922469	2008	1	3DW8	GAP_OPPORTUNITY		2026	2026	False	False
human	PPP2CA	PMID:19716788	2009	1	3FGA	GAP_OPPORTUNITY		2026	2026	False	False
human	PPP2CA	PMID:19916524	2009	2	3K7V;3K7W	GAP_OPPORTUNITY		2026	2026	False	False
human	PPP2CA	PMID:21292165	2011	1	3P71	GAP_OPPORTUNITY		2026	2026	False	False
human	PPP2CA	PMID:23591866	2013	1	4IYP	GAP_OPPORTUNITY		2026	2026	False	False
human	PPP2CA	PMID:23752926	2013	2	4I5L;4I5N	GAP_OPPORTUNITY		2026	2026	False	False
human	PRDX4	PMID:21916849	2011	4	3TKP;3TKQ;3TKR;3TKS	CITED	EXP,IDA	2026	2026	True	True
human	PRDX4	PMID:21994946	2011	5	3TJB;3TJF;3TJG;3TJJ;3TJK	GAP_OPPORTUNITY		2026	2026	False	False
human	PRDX4	PMID:25793542	2015	1	4RQX	GAP_OPPORTUNITY		2026	2026	False	False
human	PRDX4	PMID:27642162	2016	1	5HQP	GAP_OPPORTUNITY		2026	2026	False	False
human	PRDX4	PMID:37289586	2023	2	8EKW;8EKY	GAP_OPPORTUNITY		2026	2026	False	False
human	PRG2	PMID:11319227	2001	1	1H8U	GAP_OPPORTUNITY		2025	2025	False	False
human	PRG2	PMID:16245931	2005	1	2BRS	GAP_OPPORTUNITY		2025	2025	False	False
human	PRG2	PMID:25728769	2015	1	4QXX	GAP_OPPORTUNITY		2025	2025	False	False
human	PRG2	PMID:36550107	2022	2	7Y5N;8HGG	GAP_OPPORTUNITY		2025	2025	False	False
human	PRG2	PMID:39416224	2024	1	9DKZ	GAP_OPPORTUNITY		2025	2025	False	False
human	PUS3	PMID:38996458	2024	6	8OKD;9ENB;9ENC;9ENE;9ENF;9F9Q	GAP_OPPORTUNITY		2025	2024	True	True
human	RAB9A	PMID:15263003	2004	1	1WMS	CITED	IDA	2025	2025	True	True
human	RAB9A	PMID:34793709	2022	1	7E1T	CITED	IMP	2025	2025	True	True
human	RASA1	PMID:17188236	2007	2	2J05;2J06	GAP_OPPORTUNITY		2025	2025	False	False
human	RASA1	PMID:31891593	2019	2	6PXB;6PXC	GAP_OPPORTUNITY		2025	2025	False	False
human	RASA1	PMID:32540970	2020	2	6WAX;6WAY	GAP_OPPORTUNITY		2025	2025	False	False
human	RASA1	PMID:36417908	2022	1	8DGQ	GAP_OPPORTUNITY		2025	2025	False	False
human	RASA1	PMID:39899710	2025	1	9BZ4	GAP_OPPORTUNITY		2025	2025	False	False
human	RASA1	PMID:8955277	1996	1	1WER	GAP_OPPORTUNITY		2025	2025	False	False
human	RASA1	PMID:9219684	1997	1	1WQ1	CITED	IPI	2025	2025	True	True
human	RPS3	PMID:23636399	2013	1	4V6X	CITED	IC,IDA	2026	2026	True	True
human	RPS3	PMID:25901680	2015	1	4UG0	CITED	NAS	2026	2026	True	True
human	RPS3	PMID:25957688	2015	1	5AJ0	GAP_OPPORTUNITY		2026	2026	True	False
human	RPS3	PMID:26155016	2015	1	5A2Q	GAP_OPPORTUNITY		2026	2026	False	False
human	RPS3	PMID:26604301	2015	1	5FLX	GAP_OPPORTUNITY		2026	2026	False	False
human	RPS3	PMID:27665925	2016	1	5LKS	GAP_OPPORTUNITY		2026	2026	False	False
human	RPS3	PMID:27752045	2016	1	5T2C	GAP_OPPORTUNITY		2026	2026	False	False
human	RPS3	PMID:28723557	2017	1	5VYC	GAP_OPPORTUNITY		2026	2026	False	False
human	RPS3	PMID:28732596	2017	1	5OA3	GAP_OPPORTUNITY		2026	2026	False	False
human	RPS3	PMID:29401259	2018	1	6FEC	GAP_OPPORTUNITY		2026	2026	False	False
human	RPS3	PMID:29875412	2018	4	6G51;6G53;6G5H;6G5I	GAP_OPPORTUNITY		2026	2026	False	False
human	SAMD8	PMID:38388831	2024	4	8IJQ;8IJR;8W9W;8W9Y	GAP_OPPORTUNITY		2025	2024	False	False
human	SDHD	PMID:37098072	2023	1	8GS8	CITED	IDA	2026	2026	True	True
human	SEC62	PMID:32620754	2020	1	7BRT	GAP_OPPORTUNITY		2026	2026	False	False
human	SIRT1	PMID:23311358	2013	1	4I5I	GAP_OPPORTUNITY		2026	2026	False	False
human	SIRT1	PMID:24120939	2014	2	4IG9;4KXQ	GAP_OPPORTUNITY		2026	2026	False	False
human	SIRT1	PMID:26109052	2015	1	5BTR	GAP_OPPORTUNITY		2026	2026	False	False
human	SIRT1	PMID:26134520	2015	3	4ZZH;4ZZI;4ZZJ	GAP_OPPORTUNITY		2026	2026	False	False
human	SIRT1	PMID:41410196	2026	1	8ANB	GAP_OPPORTUNITY		2026	2026	False	False
human	SIRT2	PMID:11427894	2001	1	1J8F	CITED	IDA,NAS	2025	2025	True	True
human	SIRT2	PMID:23454361	2013	2	3ZGO;3ZGV	GAP_OPPORTUNITY		2025	2025	False	False
human	SIRT2	PMID:24389023	2013	1	4L3O	GAP_OPPORTUNITY		2025	2025	False	False
human	SIRT2	PMID:25672491	2015	4	4RMG;4RMH;4RMI;4RMJ	GAP_OPPORTUNITY		2025	2025	False	False
human	SIRT2	PMID:25704306	2015	1	4R8M	CITED	IDA	2025	2025	True	True
human	SIRT2	PMID:25897714	2015	3	4Y6L;4Y6O;4Y6Q	GAP_OPPORTUNITY		2025	2025	False	False
human	SIRT2	PMID:26625292	2015	1	5D7O	GAP_OPPORTUNITY		2025	2025	False	False
human	SIRT2	PMID:28286128	2017	2	4X3O;4X3P	GAP_OPPORTUNITY		2025	2025	False	False
human	SPNS1	PMID:39739806	2025	1	9BOI	GAP_OPPORTUNITY		2026	2026	True	True
human	SPR	PMID:23704574	2013	2	4HWK;4J7U	GAP_OPPORTUNITY		2025	2025	False	False
human	SPR	PMID:26087165	2015	1	4XWY	GAP_OPPORTUNITY		2025	2025	False	False
human	SPR	PMID:26565027	2016	1	4Z3K	GAP_OPPORTUNITY		2025	2025	False	False
human	SPR	PMID:31244106	2019	6	6I6C;6I6F;6I6P;6I6T;6I6V;6I79	GAP_OPPORTUNITY		2025	2025	False	False
human	SPR	PMID:31740247	2020	1	6USN	GAP_OPPORTUNITY		2025	2025	False	False
human	SSR2	PMID:36697828	2023	1	8B6L	CITED	NAS	2025	2025	True	True
human	TERT	PMID:16323248	2006	1	2BCK	GAP_OPPORTUNITY		2025	2025	False	False
human	TERT	PMID:24196962	2014	1	4MNQ	GAP_OPPORTUNITY		2025	2025	False	False
human	TERT	PMID:25999477	2015	1	4B18	CITED	IMP	2025	2025	True	True
human	TERT	PMID:27903649	2017	5	5MEN;5MEO;5MEP;5MEQ;5MER	GAP_OPPORTUNITY		2025	2025	False	False
human	TERT	PMID:28154186	2017	1	5UGW	GAP_OPPORTUNITY		2025	2025	False	False
human	TERT	PMID:33883742	2021	1	7BG9	GAP_OPPORTUNITY		2025	2025	True	True
human	TERT	PMID:35201900	2022	3	7QXA;7QXB;7QXS	GAP_OPPORTUNITY		2025	2025	False	False
human	TERT	PMID:35418675	2022	2	7TRD;7TRE	GAP_OPPORTUNITY		2025	2025	True	True
human	THBS2	PMID:16186819	2005	1	1YO8	GAP_OPPORTUNITY		2025	2025	False	False
human	THBS2	PMID:18499674	2008	1	2RHP	GAP_OPPORTUNITY		2025	2025	False	False
human	TOMM20	PMID:23300914	2012	1	4APO	GAP_OPPORTUNITY		2026	2026	True	False
human	TOMM20	PMID:35733257	2022	1	7VC9	CITED	IDA	2026	2026	True	True
human	TOMM20	PMID:39642856	2024	1	8UY3	GAP_OPPORTUNITY		2026	2026	False	False
human	TOMM20	PMID:40263465	2026	4	9J79;9J7A;9J7B;9JCE	GAP_OPPORTUNITY		2026	2026	False	False
human	TOMM5	PMID:33083003	2020	1	7CK6	GAP_OPPORTUNITY		2026	2025	False	False
human	TOMM5	PMID:33846286	2021	1	7CP9	GAP_OPPORTUNITY		2026	2025	False	False
human	TOMM5	PMID:35733257	2022	2	7VD2;7VDD	GAP_OPPORTUNITY		2026	2025	True	False
human	TOMM5	PMID:39071881	2024	1	8XVA	GAP_OPPORTUNITY		2026	2025	False	False
human	TOMM5	PMID:40080546	2025	3	9EIH;9EII;9EIJ	GAP_OPPORTUNITY		2026	2025	False	False
human	TRAPPC4	PMID:17110339	2006	1	2J3T	CITED	IPI	2026	2026	True	True
human	TRAPPC4	PMID:18466758	2009	1	2ZMV	GAP_OPPORTUNITY		2026	2026	False	False
human	TRAPPC4	PMID:19200043	2009	1	2JSN	GAP_OPPORTUNITY		2026	2026	False	False
human	TXN	PMID:12135359	2002	1	1M7T	GAP_OPPORTUNITY		2025	2025	False	False
human	TXN	PMID:7788295	1995	3	1MDI;1MDJ;1MDK	GAP_OPPORTUNITY		2025	2025	False	False
human	TXN	PMID:7922028	1994	3	1TRS;1TRU;1TRV	GAP_OPPORTUNITY		2025	2025	False	False
human	TXN	PMID:8736558	1996	2	1CQG;1CQH	GAP_OPPORTUNITY		2025	2025	False	False
human	TXN	PMID:8805557	1996	4	1ERT;1ERU;1ERV;1ERW	GAP_OPPORTUNITY		2025	2025	False	False
human	TXN	PMID:9369469	1997	2	1AIU;1AUC	CITED	IDA	2025	2025	True	True
human	UBAP1	PMID:22405001	2012	1	4AE4	GAP_OPPORTUNITY		2026	2026	True	True
human	UBAP1	PMID:27839950	2016	1	5LM1	GAP_OPPORTUNITY		2026	2026	False	False
human	UCK2	PMID:15130468	2004	5	1UDW;1UEI;1UEJ;1UFQ;1UJ2	GAP_OPPORTUNITY		2025	2025	False	True
human	UCK2	PMID:15735337	2005	1	1XRJ	GAP_OPPORTUNITY		2025	2025	False	True
human	UCK2	PMID:32015544	2020	3	6N53;6N54;6N55	GAP_OPPORTUNITY		2025	2025	False	False
human	UCK2	PMID:36190114	2022	1	7SQL	GAP_OPPORTUNITY		2025	2025	False	False
human	UFD1	PMID:26712280	2016	1	5C1B	CITED	IPI	2026	2026	True	True
human	UFD1	PMID:27684549	2016	1	5B6C	GAP_OPPORTUNITY		2026	2026	False	False
human	UFD1	PMID:36087575	2022	1	7WWQ	GAP_OPPORTUNITY		2026	2026	False	False
human	UPF1	PMID:16931876	2006	1	2IYK	GAP_OPPORTUNITY		2026	2026	False	False
human	UPF1	PMID:17159905	2007	3	2GJK;2GK6;2GK7	GAP_OPPORTUNITY		2026	2026	False	False
human	UPF1	PMID:19556969	2009	2	2WJV;2WJY	CITED	IPI	2026	2026	True	True
human	UPF1	PMID:21419344	2011	2	2XZO;2XZP	CITED	IDA	2026	2026	True	True
human	UPF1	PMID:29378013	2018	1	6EJ5	GAP_OPPORTUNITY		2026	2026	False	False
human	UPF1	PMID:32469312	2020	1	6Z3R	GAP_OPPORTUNITY		2026	2026	False	False
human	UPF1	PMID:38709891	2024	1	8RXB	GAP_OPPORTUNITY		2026	2026	False	False
human	USP25	PMID:28619731	2017	1	5GP7	CITED	EXP	2026	2026	True	True
human	USP25	PMID:30478318	2018	1	5O71	GAP_OPPORTUNITY		2026	2026	False	False
human	USP25	PMID:30926242	2019	2	6HEL;6HEM	GAP_OPPORTUNITY		2026	2026	False	False
human	USP25	PMID:30926243	2019	2	6H4J;6H4K	GAP_OPPORTUNITY		2026	2026	False	False
mouse	Ang2	PMID:23170778	2013	1	3ZBV	CITED	IDA	2026	2022	True	True
mouse	Cdc42	PMID:18829452	2008	1	3EG5	GAP_OPPORTUNITY		2026	2026	False	False
mouse	Cdc42	PMID:39522789	2024	1	5C2J	GAP_OPPORTUNITY		2026	2026	False	False
mouse	Cftr	PMID:14685259	2004	6	1Q3H;1R0W;1R0X;1R0Y;1R0Z;1R10	GAP_OPPORTUNITY		2025	2025	False	False
mouse	Cftr	PMID:15619636	2005	2	1XF9;1XFA	GAP_OPPORTUNITY		2025	2025	False	False
mouse	Cftr	PMID:22265409	2012	1	3SI7	GAP_OPPORTUNITY		2025	2025	False	True
mouse	F2rl2	PMID:17606903	2007	1	2PUX	GAP_OPPORTUNITY		2026	2022	False	False
mouse	Frmpd2	PMID:31196628	2019	1	5ZDS	GAP_NO_EXP_CURATION		2026		True	True
mouse	Jak1	PMID:35271300	2022	1	7T6F	GAP_OPPORTUNITY		2025	2025	False	False
mouse	Jak1	PMID:36867534	2023	1	8EWY	GAP_OPPORTUNITY		2025	2025	False	False
mouse	Ndufb1	PMID:29915388	2018	2	6G2J;6G72	GAP_OPPORTUNITY		2026	2024	False	False
mouse	Ndufb1	PMID:33067417	2020	2	6ZR2;6ZTQ	GAP_OPPORTUNITY		2026	2024	False	False
mouse	Ndufb1	PMID:33514727	2021	2	7AK5;7AK6	GAP_OPPORTUNITY		2026	2024	False	False
mouse	Ndufb1	PMID:33990335	2021	1	7B93	GAP_OPPORTUNITY		2026	2024	False	False
mouse	Ndufb1	PMID:35063503	2022	1	7PSA	GAP_OPPORTUNITY		2026	2024	False	False
mouse	Ndufb1	PMID:38177503	2024	3	8C2S;8CA3;8CA5	GAP_OPPORTUNITY		2026	2024	False	False
mouse	Ndufb1	PMID:39395414	2024	4	8IAO;8IAQ;8IB4;8IB6	GAP_OPPORTUNITY		2026	2024	False	False
mouse	Src	PMID:29234112	2017	1	6F3F	GAP_OPPORTUNITY		2026	2026	False	False
rat	Echs1	PMID:11851409	2002	1	1EY3	GAP_OPPORTUNITY		2026	2010	False	False
rat	Echs1	PMID:12445775	2002	1	1MJ3	GAP_OPPORTUNITY		2026	2010	False	False
rat	Echs1	PMID:8895557	1996	1	1DUB	GAP_OPPORTUNITY		2026	2010	False	False
rat	Echs1	PMID:9480773	1998	1	2DUB	GAP_OPPORTUNITY		2026	2010	False	False
rat	Hspa8	PMID:10373374	1999	2	1CKR;7HSC	GAP_OPPORTUNITY		2026	2024	False	False
rat	Hspa8	PMID:12773536	2003	1	1UD0	GAP_OPPORTUNITY		2026	2024	False	False
rat	Hspa8	PMID:18400763	2008	1	2V7Z	GAP_OPPORTUNITY		2026	2024	False	False
rat	Mapk1	PMID:16567630	2006	1	2FYS	GAP_OPPORTUNITY		2026	2026	False	False
rat	Mapk1	PMID:16765894	2006	1	2GPH	GAP_OPPORTUNITY		2026	2026	False	False
rat	Mapk1	PMID:18571434	2008	1	3C9W	GAP_OPPORTUNITY		2026	2026	False	False
rat	Mapk1	PMID:18767165	2008	1	2Z7L	GAP_OPPORTUNITY		2026	2026	False	False
rat	Mapk1	PMID:21070949	2010	1	3O71	CITED	IPI	2026	2026	True	True
rat	Mapk1	PMID:21730285	2011	1	3R63	GAP_OPPORTUNITY		2026	2026	False	False
rat	Mapk1	PMID:21904027	2011	2	3QYW;3QYZ	GAP_OPPORTUNITY		2026	2026	False	False
rat	Mapk1	PMID:22843676	2012	2	3ZU7;3ZUV	GAP_OPPORTUNITY		2026	2026	False	False
rat	Mapk1	PMID:8639522	1996	1	1GOL	GAP_OPPORTUNITY		2026	2026	False	False
rat	Mapk1	PMID:9298898	1997	1	2ERK	GAP_OPPORTUNITY		2026	2026	False	False
rat	Mapk1	PMID:9753691	1998	2	3ERK;4ERK	GAP_OPPORTUNITY		2026	2026	False	False
rat	Pfkfb4	PMID:10493801	1999	1	3BIF	GAP_OPPORTUNITY		2026	2025	False	False
rat	Pfkfb4	PMID:8805587	1996	1	1BIF	CITED	IPI	2026	2025	True	True
rat	Pfkfb4	PMID:9890980	1999	1	2BIF	GAP_OPPORTUNITY		2026	2025	False	False
rat	Ppp3r1	PMID:24018048	2013	1	4IL1	GAP_NO_EXP_CURATION		2026		False	False
rat	Rnase1	PMID:10090281	1999	1	1RRA	GAP_NO_EXP_CURATION		2026		False	False
worm	car-1	PMID:29510985	2018	1	6F9S	GAP_OPPORTUNITY		2025	2024	False	False
worm	cmd-1	PMID:14635136	2003	1	1OOJ	GAP_OPPORTUNITY		2026	2022	False	False
worm	cmd-1	PMID:28572639	2017	1	5H7D	GAP_OPPORTUNITY		2026	2022	False	False
worm	epg-5	PMID:39809444	2025	1	8TGF	GAP_LAG		2025	2017	False	False
worm	osm-3	PMID:33513284	2021	3	7A3Z;7A40;7A5E	GAP_LAG		2025	2020	False	False
worm	pgl-1	PMID:26787882	2016	1	5CV1	CITED	IDA,IPI	2025	2025	True	True
yeast	CCT7	PMID:21701561	2011	1	4V81	GAP_OPPORTUNITY		2026	2025	True	False
yeast	CCT7	PMID:22503819	2012	1	4V94	GAP_OPPORTUNITY		2026	2025	False	False
yeast	CCT7	PMID:23478063	2013	1	4V8R	GAP_OPPORTUNITY		2026	2025	False	False
yeast	CCT7	PMID:27775711	2016	2	5GW4;5GW5	GAP_OPPORTUNITY		2026	2025	False	False
yeast	CCT7	PMID:31492816	2019	5	6KRD;6KRE;6KS6;6KS7;6KS8	GAP_OPPORTUNITY		2026	2025	False	False
yeast	CCT7	PMID:36921056	2023	5	7YLU;7YLV;7YLW;7YLX;7YLY	GAP_OPPORTUNITY		2026	2025	False	False
yeast	DOT1	PMID:15292170	2004	1	1U2Z	GAP_OPPORTUNITY		2025	2025	False	False
yeast	DOT1	PMID:33479126	2021	2	7K6P;7K6Q	GAP_OPPORTUNITY		2025	2025	False	False
yeast	GCN5	PMID:10430873	1999	1	1YGH	GAP_OPPORTUNITY		2025	2025	True	True
yeast	GCN5	PMID:11080160	2000	1	1E6I	GAP_OPPORTUNITY		2025	2025	True	True
yeast	GCN5	PMID:30224453	2018	2	6CW2;6CW3	GAP_OPPORTUNITY		2025	2025	False	False
yeast	PNC1	PMID:17382284	2007	1	2H0R	GAP_OPPORTUNITY		2025	2021	False	False
yeast	PNC1	PMID:22229411	2012	1	3V8E	GAP_OPPORTUNITY		2025	2021	False	False
yeast	PNO1	PMID:28244370	2017	2	5WYJ;5WYK	GAP_OPPORTUNITY		2026	2025	False	False
yeast	PNO1	PMID:28945246	2017	1	5WLC	GAP_OPPORTUNITY		2026	2025	False	False
yeast	PNO1	PMID:29155690	2017	1	6EML	GAP_OPPORTUNITY		2026	2025	False	False
yeast	PNO1	PMID:29459436	2018	1	6FAI	GAP_OPPORTUNITY		2026	2025	False	False
yeast	PNO1	PMID:31227701	2019	1	6RBD	GAP_OPPORTUNITY		2026	2025	False	False
yeast	PNO1	PMID:32138239	2020	1	6Y7C	GAP_OPPORTUNITY		2026	2025	False	False
yeast	PNO1	PMID:32943521	2020	7	6ZQA;6ZQB;6ZQC;6ZQD;6ZQE;6ZQF;6ZQG	GAP_OPPORTUNITY		2026	2025	False	False
yeast	PNO1	PMID:33326748	2021	1	7AJT	GAP_OPPORTUNITY		2026	2025	False	False
yeast	RTT109	PMID:18568037	2008	1	3QM0	CITED	IDA,IMP	2025	2025	True	True
yeast	RTT109	PMID:18707894	2008	2	2RIM;2ZFN	CITED	IDA,IMP	2025	2025	True	True
yeast	RTT109	PMID:18719104	2008	1	3CZ7	GAP_OPPORTUNITY		2025	2025	False	False
yeast	RTT109	PMID:21256037	2011	2	3Q33;3Q35	CITED	IDA,IPI	2025	2025	True	True
yeast	RTT109	PMID:21454705	2011	2	3Q66;3Q68	CITED	IPI	2025	2025	True	True
yeast	RTT109	PMID:29300933	2018	1	6F0Y	CITED	IDA,IPI	2025	2025	True	True
yeast	RTT109	PMID:31387991	2019	1	6O22	CITED	IDA,IPI	2025	2025	True	True
yeast	SHQ1	PMID:19019820	2009	1	3EUD	GAP_OPPORTUNITY		2026	2017	False	False
yeast	SHQ1	PMID:19426738	2009	1	2K8Q	CITED	IDA	2026	2017	True	True
yeast	SHQ1	PMID:22085966	2011	2	3ZUZ;3ZV0	GAP_OPPORTUNITY		2026	2017	False	False
yeast	SHQ1	PMID:22117216	2011	2	3UAH;3UAI	GAP_OPPORTUNITY		2026	2017	False	False
yeast	SIR2	PMID:23307867	2013	1	4IAO	GAP_OPPORTUNITY		2025	2025	False	False
yeast	SOD2	PMID:22102021	2011	2	3BFR;3RN4	GAP_OPPORTUNITY		2025	2018	False	False
yeast	SOD2	PMID:22908245	2012	1	4E4E	GAP_OPPORTUNITY		2025	2018	False	False
yeast	VMA22	PMID:36724250	2023	2	8EAS;8EAT	GAP_LAG		2026	2018	False	False
