interpro_id	n_reviewed	n_suspect	suspect_fraction	cached	action_breakdown	example_genes	go_term_labels
IPR023575	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	POPTR/rps19-1	ribosome; structural constituent of ribosome
IPR001865	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	POPTR/rps2	ribosome; structural constituent of ribosome
IPR018130	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	POPTR/rps2	ribosome; structural constituent of ribosome
IPR020606	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	POPTR/rps7	RNA binding; structural constituent of ribosome
IPR000630	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	POPTR/rps8	ribosome; structural constituent of ribosome
IPR035987	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	POPTR/rps8	ribosome; structural constituent of ribosome
IPR018062	2	1	0.50	no	ACCEPT:1, MODIFY:1	PSEPK/BenR	DNA-binding transcription factor activity; sequence-specific DNA binding
IPR000123	2	1	0.50	no	ACCEPT:1, MODIFY:1	PSEPK/PP_0635	RNA binding; RNA-templated DNA biosynthetic process
IPR001586	2	1	0.50	no	ACCEPT:1, MODIFY:1	PSEPK/ampC	antibiotic catabolic process; outer membrane-bounded periplasmic space
IPR012801	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/catA	catechol-containing compound catabolic process; iron ion binding
IPR013370	2	1	0.50	no	ACCEPT:1, REMOVE:1	PSEPK/catB	chloromuconate cycloisomerase activity; manganese ion binding
IPR002545	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/cheA	chemotaxis; signal transduction
IPR036061	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/cheA	chemotaxis; signal transduction
IPR010603	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/clpX	protein dimerization activity; zinc ion binding
IPR002371	2	1	0.50	no	ACCEPT:1, MODIFY:1	PSEPK/flgK	bacterial-type flagellum hook; structural molecule activity
IPR013384	2	1	0.50	no	ACCEPT:1, MODIFY:1	PSEPK/flgL	bacterial-type flagellum hook; bacterial-type flagellum-dependent cell motility
IPR000847	2	1	0.50	no	ACCEPT:1, MODIFY:1	PSEPK/galR; PSEPK/pcaQ	DNA-binding transcription factor activity
IPR003836	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/glk	D-glucose binding; glucose 6-phosphate metabolic process
IPR000577	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/glpK; human/GK5	carbohydrate metabolic process
IPR018484	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/glpK; human/GK5	carbohydrate metabolic process
IPR018485	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/glpK; human/GK5	carbohydrate metabolic process
IPR004841	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/hutT	membrane; transmembrane transport
IPR012793	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/pcaF	3,4-dihydroxybenzoate catabolic process; acyltransferase activity, transferring groups other than amino-acyl groups
IPR012785	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/pcaH	3,4-dihydroxybenzoate catabolic process; iron ion binding
IPR034119	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	PSEPK/pedH; PSEPK/pede	oxidoreductase activity, acting on CH-OH group of donors
IPR001082	2	1	0.50	no	ACCEPT:1, MODIFY:1	PSEPK/pilA	cell adhesion; pilus
IPR012733	2	1	0.50	no	ACCEPT:1, REMOVE:1	PSEPK/pobA	benzoate catabolic process; flavin adenine dinucleotide binding
IPR004605	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/ruvB	DNA binding; four-way junction helicase activity
IPR008823	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/ruvB	DNA binding; four-way junction helicase activity
IPR011603	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	PSEPK/sucA	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor; thiamine pyrophosphate binding
IPR000634	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/thrC	amino acid metabolic process; pyridoxal phosphate binding
IPR010130	2	1	0.50	no	ACCEPT:1, MODIFY:1	PSEPK/tolC	outer membrane; transmembrane transport
IPR007145	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	SCHPO/ase1	microtubule binding; microtubule cytoskeleton organization
IPR010473	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	SCHPO/cdc12	actin binding; small GTPase binding
IPR016314	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	SCHPO/cdc18	DNA replication initiation; cell division
IPR000751	2	1	0.50	no	ACCEPT:1, MODIFY:1	SCHPO/cdc25; human/CDC25B	positive regulation of cell cycle G2/M phase transition
IPR033309	2	1	0.50	no	ACCEPT:1, REMOVE:1	SCHPO/mus81	DNA catabolic process; double-strand break repair
IPR033010	2	1	0.50	no	ACCEPT:1, MODIFY:1	SCHPO/slp1	anaphase-promoting complex binding; ubiquitin-protein transferase activator activity
IPR002641	2	1	0.50	no	ACCEPT:1, MODIFY:1	SOLTU/PATB1; WHEAT/A0A3B6GK97	lipid metabolic process
IPR043683	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	SPHSM/tetX	FAD binding; response to antibiotic
IPR024172	2	1	0.50	no	ACCEPT:1, MODIFY:1	STAAU/ant	adenylyltransferase activity; response to antibiotic
IPR028602	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/AGO2	endoribonuclease activity, cleaving siRNA-paired mRNA; regulation of DNA-templated transcription
IPR028603	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/AGO3	regulation of stem cell proliferation; regulatory ncRNA-mediated gene silencing
IPR016342	2	1	0.50	no	ACCEPT:1, REMOVE:1	human/AP1B1; human/AP4B1	clathrin binding
IPR031127	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/ARIH1; human/RNF14	ubiquitin-protein transferase activity
IPR000837	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/ATF3	DNA-binding transcription factor activity; regulation of transcription by RNA polymerase II
IPR008218	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	human/ATP6V1F	monoatomic ion transmembrane transport; proton-transporting ATPase activity, rotational mechanism
IPR003116	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	human/BRAF; rat/Araf	signal transduction
IPR037893	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	human/CACYBP	S100 protein binding; tubulin binding
IPR009033	2	1	0.50	no	ACCEPT:1, REMOVE:1	human/CANX; yeast/CNE1	calcium ion binding
IPR018124	2	1	0.50	no	ACCEPT:1, REMOVE:1	human/CANX; yeast/CNE1	calcium ion binding
IPR001309	2	1	0.50	no	ACCEPT:1, REMOVE:1	human/CASP12; human/CASP14	cysteine-type endopeptidase activity; proteolysis
IPR002138	2	1	0.50	no	ACCEPT:1, REMOVE:1	human/CASP12; human/CASP14	cysteine-type endopeptidase activity; proteolysis
IPR002398	2	1	0.50	no	ACCEPT:1, REMOVE:1	human/CASP12; human/CASP14	cysteine-type endopeptidase activity; proteolysis
IPR011600	2	1	0.50	no	ACCEPT:1, REMOVE:1	human/CASP12; human/CASP14	cysteine-type endopeptidase activity; proteolysis
IPR001315	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/CASP12; human/CASP9	regulation of apoptotic process
IPR039289	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/CHCHD4	protein import into mitochondrial intermembrane space; protein-disulfide reductase activity
IPR002124	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/COX5B	mitochondrial electron transport, cytochrome c to oxygen; mitochondrial envelope
IPR016157	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/CUL3	ubiquitin protein ligase binding; ubiquitin-dependent protein catabolic process
IPR001295	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	human/DHODH	'de novo' pyrimidine nucleobase biosynthetic process; oxidoreductase activity, acting on the CH-CH group of donors
IPR005719	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	human/DHODH	'de novo' pyrimidine nucleobase biosynthetic process; membrane
IPR004166	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/EEF2K	ATP binding; protein serine/threonine kinase activity
IPR020189	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/EIF5A	RNA binding; ribosome binding
IPR033677	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/ELOVL5	endoplasmic reticulum; fatty acid elongation, saturated fatty acid
IPR045149	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/ERLEC1	ERAD pathway; endoplasmic reticulum unfolded protein response
IPR002908	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	human/FXN	ferric iron binding; iron-sulfur cluster assembly
IPR036524	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	human/FXN	ferric iron binding; iron-sulfur cluster assembly
IPR016092	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/ISCA1; human/ISCA2	iron-sulfur cluster assembly
IPR010599	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/MAGI1	membrane; regulation of signal transduction
IPR039947	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/NCOA4	intracellular iron ion homeostasis; transcription coactivator activity
IPR005341	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/PAM16	TIM23 mitochondrial import inner membrane translocase complex; protein import into mitochondrial matrix
IPR010797	2	1	0.50	no	ACCEPT:1, REMOVE:1	human/PEX26	protein import into peroxisome membrane; protein-containing complex binding
IPR015433	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/PIK3C3; human/PIK3CD	phosphatidylinositol phosphate biosynthetic process
IPR045162	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/PIK3R4	late endosome to vacuole transport; macroautophagy
IPR000426	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/PSMA1	proteasome core complex, alpha-subunit complex; ubiquitin-dependent protein catabolic process
IPR000243	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/PSMB5	protein catabolic process; threonine-type endopeptidase activity
IPR045101	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	human/PTEN; mouse/Pten	phosphatase activity
IPR045223	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/RACK1	ribosome binding; translation regulator activity
IPR003078	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/RARA	regulation of DNA-templated transcription; retinoic acid receptor signaling pathway
IPR007594	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/RFT1	dolichol-linked oligosaccharide biosynthetic process; membrane
IPR043203	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/SCN1A; human/SCN9A	monoatomic cation channel activity
IPR018495	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/SDHC	electron transfer activity; membrane
IPR006644	2	1	0.50	no	ACCEPT:1, MODIFY:1	human/SGCA; human/SGCE	membrane
IPR009542	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/SPCS1	membrane; signal peptidase complex
IPR009582	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/SPCS2	membrane; signal peptidase complex
IPR007653	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/SPCS3	membrane; signal peptidase complex
IPR008856	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	human/SSR2	endoplasmic reticulum; membrane
IPR003545	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	human/TERT; mouse/Tert	telomere maintenance
IPR013261	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	human/TIMM21	TIM23 mitochondrial import inner membrane translocase complex; protein import into mitochondrial matrix
IPR037930	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/TOMM40	protein import into mitochondrial matrix; protein transmembrane transporter activity
IPR012621	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/TOMM7	mitochondrial outer membrane translocase complex; protein import into mitochondrial matrix
IPR011615	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/TP53; rat/Tp53	transcription cis-regulatory region binding
IPR006953	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/USO1	intracellular protein transport; vesicle fusion with Golgi apparatus
IPR007705	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	human/VTI1A	intracellular protein transport; membrane
IPR009076	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	mouse/Mtor; yeast/TOR1	protein-containing complex binding
IPR036738	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	mouse/Mtor; yeast/TOR1	protein-containing complex binding
IPR016662	2	1	0.50	no	ACCEPT:1, MODIFY:1	rat/Acot1	acyl-CoA metabolic process; thiolester hydrolase activity
IPR011407	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	rat/Aldh1l1	cytoplasm; one-carbon metabolic process
IPR000749	2	1	0.50	no	ACCEPT:1, MODIFY:1	rat/Ckmt2	phosphocreatine biosynthetic process; phosphotransferase activity, nitrogenous group as acceptor
IPR013079	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	rat/Pfkfb4	ATP binding; fructose metabolic process
IPR008367	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	rat/Rgn	calcium ion binding; enzyme regulator activity
IPR031106	2	1	0.50	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1	worm/cebp-2; worm/zip-2	DNA-binding transcription factor activity
IPR006642	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	worm/fan-1	DNA binding; DNA repair
IPR033315	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	worm/fan-1	interstrand cross-link repair; nuclease activity
IPR002131	2	1	0.50	no	ACCEPT:1, REMOVE:1	worm/fshr-1	membrane; protein-hormone receptor activity
IPR039184	2	1	0.50	no	ACCEPT:1, REMOVE:1	worm/tir-1	negative regulation of MyD88-independent toll-like receptor signaling pathway; signaling adaptor activity
IPR030445	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	yeast/DOT1	histone H3K79 methyltransferase activity; regulation of cell cycle
IPR005935	2	1	0.50	no	ACCEPT:1, MODIFY:1	yeast/ERG19	carboxy-lyase activity; isoprenoid biosynthetic process
IPR011639	1	1	1.00	no	MODIFY:1	9CAUD/darB	DNA modification
IPR001098	1	1	1.00	no	REMOVE:1	9CAUD/g022	DNA binding
IPR002298	1	1	1.00	no	KEEP_AS_NON_CORE:1	9CAUD/g022	DNA-templated DNA replication
IPR015172	1	1	1.00	no	KEEP_AS_NON_CORE:1	9POAL/NCGR_LOCUS1765	RNA metabolic process
IPR015174	1	1	1.00	no	KEEP_AS_NON_CORE:1	9POAL/NCGR_LOCUS1765	RNA metabolic process
IPR036298	1	1	1.00	no	REMOVE:1	9POAL/NCGR_LOCUS27674	intramolecular lyase activity
IPR001342	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	9POAL/NCGR_LOCUS29329	amino acid metabolic process
IPR019811	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	9POAL/NCGR_LOCUS29329	amino acid metabolic process
IPR001341	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	9POAL/NCGR_LOCUS29329	amino acid biosynthetic process
IPR018042	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	9POAL/NCGR_LOCUS29329	amino acid biosynthetic process
IPR004489	1	1	1.00	no	KEEP_AS_NON_CORE:1	9POAL/NCGR_LOCUS67308	oxidoreductase activity
IPR016134	1	1	1.00	no	MODIFY:1	ACET2/Q84C00	polysaccharide catabolic process
IPR036439	1	1	1.00	no	MODIFY:1	ACET2/Q84C00	polysaccharide catabolic process
IPR006115	1	1	1.00	no	KEEP_AS_NON_CORE:1	ANOGA/NPAC	NADP binding
IPR029154	1	1	1.00	no	KEEP_AS_NON_CORE:1	ANOGA/NPAC	NAD binding
IPR000222	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	ARATH/ABI1	cation binding
IPR004041	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	ARATH/CIPK24	signal transduction
IPR018451	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	ARATH/CIPK24	signal transduction
IPR045281	1	1	1.00	no	MODIFY:1	ARATH/CO	regulation of flower development
IPR044214	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	ARATH/EDS1	defense response
IPR045272	1	1	1.00	no	MODIFY:1	ARATH/FER	transmembrane receptor protein tyrosine kinase activity
IPR002168	1	1	1.00	no	REMOVE:1	ARATH/GID1A	hydrolase activity
IPR013094	1	1	1.00	no	REMOVE:1	ARATH/GID1A	hydrolase activity
IPR002913	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	ARATH/GL2	lipid binding
IPR006447	1	1	1.00	no	KEEP_AS_NON_CORE:1	ARATH/LHY	DNA binding
IPR044974	1	1	1.00	no	MODIFY:1	ARATH/RPM1	defense response
IPR005539	1	1	1.00	no	MODIFY:1	ARATH/STM	DNA binding
IPR045279	1	1	1.00	no	REMOVE:1	ARATH/TOC1	cytokinin-activated signaling pathway
IPR005526	1	1	1.00	no	KEEP_AS_NON_CORE:1	BACSU/minC	cell morphogenesis
IPR036145	1	1	1.00	no	KEEP_AS_NON_CORE:1	BACSU/minC	cell morphogenesis
IPR003469	1	1	1.00	no	MODIFY:1	BACSU/sacB	carbohydrate utilization
IPR005081	1	1	1.00	no	MODIFY:1	BACSU/spoIIGA	asexual sporulation
IPR030072	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	BOVIN/E1BL04	actin cytoskeleton organization
IPR002052	1	1	1.00	no	MODIFY:1	BPT4/DAM	nucleic acid binding
IPR012263	1	1	1.00	no	MODIFY:1	BPT4/DAM	DNA restriction-modification system
IPR012327	1	1	1.00	no	MODIFY:1	BPT4/DAM	DNA restriction-modification system
IPR002501	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	COLLI/A0A2I0M3K7	RNA processing
IPR008977	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	COTJA/A0A8C2TBA7	catalytic activity
IPR014783	1	1	1.00	no	KEEP_AS_NON_CORE:1	COTJA/A0A8C2TBA7	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen
IPR014784	1	1	1.00	no	KEEP_AS_NON_CORE:1	COTJA/A0A8C2TBA7	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen
IPR020611	1	1	1.00	no	KEEP_AS_NON_CORE:1	COTJA/A0A8C2TBA7	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen
IPR027509	1	1	1.00	no	MODIFY:1	DANRE/adss1	AMP biosynthetic process
IPR016435	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	DANRE/dph2	2-(3-amino-3-carboxypropyl)histidine synthase activity
IPR008918	1	1	1.00	no	MODIFY:1	DANRE/fen1	catalytic activity
IPR006085	1	1	1.00	no	MODIFY:1	DANRE/fen1	nuclease activity
IPR006086	1	1	1.00	no	MODIFY:1	DANRE/fen1	nuclease activity
IPR019974	1	1	1.00	no	MODIFY:1	DANRE/fen1	hydrolase activity, acting on ester bonds
IPR023426	1	1	1.00	no	MODIFY:1	DANRE/fen1	hydrolase activity, acting on ester bonds
IPR045233	1	1	1.00	no	KEEP_AS_NON_CORE:1	DANRE/gmppb	GTP binding
IPR018357	1	1	1.00	no	MODIFY:1	DANRE/gmppb	transferase activity
IPR021520	1	1	1.00	no	KEEP_AS_NON_CORE:1	DANRE/gnptab	transferase activity, transferring phosphorus-containing groups
IPR002123	1	1	1.00	no	MODIFY:1	DANRE/gpat3	acyltransferase activity
IPR024079	1	1	1.00	no	MODIFY:1	DANRE/he1.2	metallopeptidase activity
IPR011243	1	1	1.00	no	KEEP_AS_NON_CORE:1	DANRE/nags	L-arginine biosynthetic process
IPR039881	1	1	1.00	no	KEEP_AS_NON_CORE:1	DANRE/pcif1	RNA polymerase II C-terminal domain binding
IPR002054	1	1	1.00	no	KEEP_AS_NON_CORE:1	DANRE/polb	DNA binding
IPR018944	1	1	1.00	no	KEEP_AS_NON_CORE:1	DANRE/polb	DNA binding
IPR019843	1	1	1.00	no	MODIFY:1	DANRE/polb	nucleotidyltransferase activity
IPR000863	1	1	1.00	no	MODIFY:1	DANRE/sult1st2	sulfotransferase activity
IPR015366	1	1	1.00	no	MODIFY:1	DANRE/tpp1	serine-type peptidase activity
IPR017570	1	1	1.00	no	KEEP_AS_NON_CORE:1	DESPS/nrfA	calcium ion binding
IPR000538	1	1	1.00	no	UNDECIDED:1	DESRO/K9IIP0	hyaluronic acid binding
IPR013274	1	1	1.00	no	UNDECIDED:1	DESRO/K9IUF6	zinc ion binding
IPR002960	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	DESRO/K9IWR0	immune response
IPR006052	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	DESRO/K9IWR0	immune response
IPR006053	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	DESRO/K9IWR0	immune response
IPR016202	1	1	1.00	no	MODIFY:1	DESRO/K9J287	DNA nuclease activity
IPR002471	1	1	1.00	no	MODIFY:1	DESRO/K9J2R0	serine-type endopeptidase activity
IPR003820	1	1	1.00	no	KEEP_AS_NON_CORE:1	DESVH/Q725T8	membrane
IPR007634	1	1	1.00	no	REMOVE:1	DESVH/Q72BK7	DNA-binding transcription activator activity
IPR002466	1	1	1.00	no	MODIFY:1	DOROP/ADAR2	adenosine deaminase activity
IPR008849	1	1	1.00	no	MODIFY:1	DORPE/cpx	neurotransmitter transport
IPR027244	1	1	1.00	no	KEEP_AS_NON_CORE:1	DROME/Iml1	GTPase activator activity
IPR005365	1	1	1.00	no	MODIFY:1	DROME/Nprl3	negative regulation of TOR signaling
IPR043380	1	1	1.00	no	KEEP_AS_NON_CORE:1	DROME/gcl	germ cell development
IPR005632	1	1	1.00	no	MODIFY:1	ECOLI/Skp	unfolded protein binding
IPR017790	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	ECOLI/mrdA	membrane
IPR006070	1	1	1.00	no	UNDECIDED:1	ECOLI/yciO	double-stranded RNA binding
IPR002139	1	1	1.00	no	MODIFY:1	ECOLI/yegV	kinase activity
IPR002173	1	1	1.00	no	MODIFY:1	ECOLI/yegV	kinase activity
IPR044800	1	1	1.00	no	MODIFY:1	MAIZE/VP1	DNA-binding transcription factor activity
IPR016176	1	1	1.00	no	MODIFY:1	METEA/ecm	catalytic activity
IPR006098	1	1	1.00	no	MODIFY:1	METEA/ecm	methylmalonyl-CoA mutase activity
IPR006283	1	1	1.00	no	KEEP_AS_NON_CORE:1	METJA/thiL	thiamine biosynthetic process
IPR047109	1	1	1.00	no	MODIFY:1	MISSI/CAD	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
IPR016461	1	1	1.00	no	MODIFY:1	MISSI/COMT	methyltransferase activity
IPR001077	1	1	1.00	no	MODIFY:1	MISSI/COMT	O-methyltransferase activity
IPR012967	1	1	1.00	no	KEEP_AS_NON_CORE:1	MISSI/COMT	protein dimerization activity
IPR017736	1	1	1.00	no	REMOVE:1	NICAT/NaBGL1_candidate_BGLU42	cellulose catabolic process
IPR001525	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	ORYSJ/MET1A	methyltransferase activity
IPR018164	1	1	1.00	no	KEEP_AS_NON_CORE:1	POPTR/ALARS	nucleotide binding
IPR003156	1	1	1.00	no	KEEP_AS_NON_CORE:1	POPTR/ALARS	nucleic acid binding
IPR007785	1	1	1.00	no	KEEP_AS_NON_CORE:1	POPTR/DRE2	iron-sulfur cluster binding
IPR012302	1	1	1.00	no	MODIFY:1	POPTR/MAOX	NAD binding
IPR013740	1	1	1.00	no	KEEP_AS_NON_CORE:1	POPTR/PRX2	oxidoreductase activity
IPR008896	1	1	1.00	no	KEEP_AS_NON_CORE:1	POPTR/TIC214	membrane
IPR004282	1	1	1.00	no	MODIFY:1	POPTR/cemA	membrane
IPR001694	1	1	1.00	no	MODIFY:1	POPTR/ndhA	membrane
IPR018086	1	1	1.00	no	MODIFY:1	POPTR/ndhA	membrane
IPR000440	1	1	1.00	no	MODIFY:1	POPTR/ndhC	NADH dehydrogenase (ubiquinone) activity
IPR023043	1	1	1.00	no	MODIFY:1	POPTR/ndhC	oxidoreductase activity, acting on NAD(P)H
IPR001457	1	1	1.00	no	MODIFY:1	POPTR/ndhG	NADH dehydrogenase (ubiquinone) activity
IPR004497	1	1	1.00	no	MODIFY:1	POPTR/ndhI	NADH dehydrogenase (ubiquinone) activity
IPR001268	1	1	1.00	no	MODIFY:1	POPTR/ndhJ	NADH dehydrogenase (ubiquinone) activity
IPR010218	1	1	1.00	no	MODIFY:1	POPTR/ndhJ	oxidoreductase activity, acting on NAD(P)H
IPR020396	1	1	1.00	no	MODIFY:1	POPTR/ndhJ	oxidoreductase activity, acting on NAD(P)H
IPR006137	1	1	1.00	no	MODIFY:1	POPTR/ndhK	iron-sulfur cluster binding
IPR011262	1	1	1.00	no	KEEP_AS_NON_CORE:1	POPTR/rpoA	protein dimerization activity
IPR036603	1	1	1.00	no	KEEP_AS_NON_CORE:1	POPTR/rpoA	protein dimerization activity
IPR015712	1	1	1.00	no	KEEP_AS_NON_CORE:1	POPTR/rpoB	ribonucleoside binding
IPR020934	1	1	1.00	no	MODIFY:1	POPTR/rps19-1	RNA binding
IPR004044	1	1	1.00	no	MODIFY:1	POPTR/rps3	RNA binding
IPR009019	1	1	1.00	no	MODIFY:1	POPTR/rps3	RNA binding
IPR012999	1	1	1.00	no	REMOVE:1	PSEAI/merA	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
IPR018523	1	1	1.00	no	MODIFY:1	PSEPK/aceA	catalytic activity
IPR039556	1	1	1.00	no	MODIFY:1	PSEPK/aceA	catalytic activity
IPR014048	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	PSEPK/ada	catalytic activity
IPR043698	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	PSEPK/alr	isomerase activity
IPR001905	1	1	1.00	no	KEEP_AS_NON_CORE:1	PSEPK/amtB	membrane
IPR018047	1	1	1.00	no	KEEP_AS_NON_CORE:1	PSEPK/amtB	membrane
IPR024041	1	1	1.00	no	KEEP_AS_NON_CORE:1	PSEPK/amtB	membrane
IPR013792	1	1	1.00	no	MARK_AS_OVER_ANNOTATED:1	PSEPK/aroA	catalytic activity
IPR003099	1	1	1.00	no	KEEP_AS_NON_CORE:1	PSEPK/aroA	prephenate dehydrogenase (NADP+) activity
