organism	gene	interpro_ids	go_term_id	go_term_label	action	is_suspect	proposed_replacement_terms	reason
SOYBN	PPC16	IPR021135,IPR022805	GO:0006099	tricarboxylic acid cycle	MODIFY	yes	GO:0006107 oxaloacetate metabolic process	The TCA cycle (GO:0006099) is defined as the cyclic oxidation of acetyl-CoA via citrate, isocitrate, 2-oxoglutarate, succinyl-CoA, succinate, fumarate, malate and oxaloacetate. PEPC catalyses none of these steps; it is the canonical ANAPLEROTIC enzyme that replenishes TCA-cycle C4 intermediates consumed by biosynthesis and N assimilation. Annotating PEPC as involved_in the TCA cycle is too coarse and asserts cycle membership it does not have. A biologically accurate replacement is oxaloacetate metabolic process (GO:0006107), which captures PEPC's role in producing the OAA that feeds the cycle without asserting that the protein is part of the cycle.
SOYBN	PPC16	IPR021135,IPR022805	GO:0015977	carbon fixation	MODIFY	yes	GO:0006107 oxaloacetate metabolic process	GO:0015977 (carbon fixation) is defined as a metabolic process in which carbon (usually from CO2) is incorporated into organic compounds, usually carbohydrates; every child term is an autotrophic, net-carbon-gain pathway. Housekeeping PEPC carboxylates PEP to oxaloacetate for anaplerosis; it does not produce carbohydrate and does not perform autotrophic carbon fixation. As with the retired photosynthesis annotation, this is a family-level keyword/InterPro over-annotation: the carbon-fixing role of PEPC belongs to the dedicated C4/CAM photosynthetic isozymes, not to the C3 housekeeping isozyme. The biologically accurate process term is oxaloacetate metabolic process (GO:0006107), reflecting the anaplerotic carboxylation that produces OAA.
SPHSM	tetX	IPR043683	GO:0046677	response to antibiotic	ACCEPT	no		The response/resistance annotation is biologically sound, but the core value for this review is the missing precise molecular-function term.
SPHSM	tetX	IPR002938,IPR043683	GO:0071949	FAD binding	KEEP_AS_NON_CORE	yes		FAD binding is mechanistically relevant but secondary to the catalytic antibiotic-inactivation activity.
STAAU	ant	IPR002934	GO:0016779	nucleotidyltransferase activity	MODIFY	yes	GO:0034068 aminoglycoside nucleotidyltransferase activity	Replace the broad or over-specific electronic term 'nucleotidyltransferase activity' with aminoglycoside nucleotidyltransferase activity based on UniProt/CARD determinant identity and the curated ARO->GO mapping.
STAAU	ant	IPR024172	GO:0046677	response to antibiotic	ACCEPT	no		The CARD/ARO determinant identity supports an antibiotic-resistance biological role.
STAAU	ant	IPR024172	GO:0070566	adenylyltransferase activity	MODIFY	yes	GO:0034068 aminoglycoside nucleotidyltransferase activity	Replace the broad or over-specific electronic term 'adenylyltransferase activity' with aminoglycoside nucleotidyltransferase activity based on UniProt/CARD determinant identity and the curated ARO->GO mapping.
STABO	mdr	IPR003439,IPR017871	GO:0016887	ATP hydrolysis activity	ACCEPT	no		The mechanistic description of ABC pumps supports ATP hydrolysis for SbSLMdr.1. [PMID:34998388]
STABO	mdr	IPR011527	GO:0055085	transmembrane transport	ACCEPT	no		Direct evidence for sophorolipid export supports transmembrane transport. [PMID:34998388, PMID:23516968]
STABO	mdr	IPR011527	GO:0140359	ABC-type transporter activity	ACCEPT	no		ABC-family classification for SbSLMdr.1 supports ABC-type transporter activity. [PMID:34998388]
STAWA	cfr	IPR007197	GO:0003824	catalytic activity	MARK_AS_OVER_ANNOTATED	yes		The specific Cfr activity is radical-SAM 23S rRNA A2503 C8 methyltransferase activity. Generic catalytic activity should not be the retained molecular-function representation where better terms exist.
STAWA	cfr	IPR004383	GO:0006364	rRNA processing	MODIFY	yes	GO:0070475 rRNA base methylation	Cfr performs a base methylation on mature 23S rRNA. GO:0070475 is the better process-level representation than generic rRNA processing.
STAWA	cfr	IPR005839	GO:0006400	tRNA modification	REMOVE	yes		The Cfr record and Cfr mechanism literature identify 23S rRNA A2503 as the substrate. This review found no support that Cfr modifies tRNA.
STAWA	cfr	IPR004383	GO:0008173	RNA methyltransferase activity	MODIFY	yes	GO:0016433 rRNA (adenine) methyltransferase activity	Cfr is an rRNA adenine methyltransferase, not a generic RNA methyltransferase. GO still lacks the exact C8/A2503 child term.
STAWA	cfr	IPR005839	GO:0016740	transferase activity	MODIFY	yes	GO:0016433 rRNA (adenine) methyltransferase activity	Generic transferase activity is a weak representation of Cfr compared with GO:0016433.
STAWA	cfr	IPR007197	GO:0051536	iron-sulfur cluster binding	MODIFY	yes	GO:0051539 4 iron, 4 sulfur cluster binding	Replace broad iron-sulfur cluster binding with the specific 4Fe-4S cluster binding annotation for Cfr.
STRCO	actI-ORF1	IPR018201	GO:0006633	fatty acid biosynthetic process	MODIFY	yes	GO:1901112 actinorhodin biosynthetic process	Wrong biological process. Replace with the specific, accurate term GO:1901112 (actinorhodin biosynthetic process).
STRCO	actI-ORF1	IPR016039	GO:0016746	acyltransferase activity	ACCEPT	no		Correct general molecular function (true parent of polyketide synthase activity); retained as accurate but non-specific.
STRCO	actI-ORF2	IPR016039	GO:0016746	acyltransferase activity	MARK_AS_OVER_ANNOTATED	yes		Attributes a catalytic MF to a non-catalytic subunit. CLF contributes_to (is required for) the KS-CLF activity and sets chain length, but does not itself catalyze acyl transfer; the activity should be annotated to the type II PKS complex with a contributes_to qualifier.
STRCO	fusB	IPR000795	GO:0003924	GTPase activity	UNDECIDED	yes		The structural GTPase domain is present, but functional GTPase activity is questionable. EF-G2 paralogs in Bacteroides [PMID:36472247] and Mycobacterium [PMID:40569974] lack ribosome-dependent GTPase activity. Whether S. coelicolor fusB retains any GTPase activity (intrinsic or ribosome-stimulated) has not been experimentally determined. The annotation may be technically correct at the structural level but functionally misleading.
STRCO	lexA	IPR006197	GO:0006355	regulation of DNA-templated transcription	KEEP_AS_NON_CORE	yes		While accurate, this is a general term. The more specific negative regulation of DNA-templated transcription (GO:0045892) better captures LexA function as a repressor.
STRCO	lexA	IPR006199	GO:0006508	proteolysis	KEEP_AS_NON_CORE	yes		Accurate but general term. LexA performs autocatalytic cleavage (self-proteolysis) which is more specifically captured by the serine-type endopeptidase activity annotation.
THLAR	CYP71B1	IPR001128,IPR002401,IPR036396	GO:0004497	monooxygenase activity	ACCEPT	no		Well-supported family-level inference. The protein has canonical cytochrome P450 domain architecture (Pfam PF00067), and plant P450s are heme-thiolate monooxygenases. The specific substrate and reaction are unknown, but monooxygenase activity is a sound conservative annotation.
THLAR	CYP71B1	IPR001128,IPR002401,IPR017972,IPR036396	GO:0005506	iron ion binding	ACCEPT	no		Correct. The P450 catalytic center binds an iron-containing heme; UniProt annotates an axial heme iron-binding residue at position 436. Iron ion binding is appropriate, captured more specifically by the heme binding annotation.
THLAR	CYP71B1	IPR001128,IPR002401,IPR017972,IPR036396	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	ACCEPT	no		Correct and standard for a cytochrome P450 monooxygenase, which uses molecular oxygen with NADPH as the paired electron donor. Conservative family-level inference.
THLAR	CYP71B1	IPR001128,IPR002401,IPR036396	GO:0020037	heme binding	ACCEPT	no		Correct. Cytochrome P450s are heme-thiolate proteins; UniProt annotates the axial heme iron-binding residue (position 436). This is the most specific cofactor annotation and underpins the monooxygenase activity.
THLAR	matK	IPR002866,IPR024937	GO:0006397	mRNA processing	ACCEPT	no		Acceptable. Several MatK splicing targets are group IIA introns within protein-coding (mRNA) transcripts, including atpF, rpl2 and rps12, so MatK does contribute to mRNA processing. The more precise activity is captured by the group II intron splicing annotation below.
VIBPA	priB	IPR023646	GO:0006260	DNA replication	MODIFY	yes	GO:0031297 replication fork processing	"PriB does not participate in origin-dependent replication initiation or general replication elongation. Its role is specifically in the PriA-dependent replication restart pathway, which reloads the replicative helicase at stalled or abandoned forks. GO:0031297 (replication fork processing), defined as ""the process in which a DNA replication fork that has stalled is restored to a functional state and replication is restarted"", is the appropriate specific term. The broad term GO:0006260 is not wrong per se but is insufficiently specific."
VIBPA	priB	IPR023646	GO:0030894	replisome	REMOVE	yes		"PriB is explicitly described in the literature and UniProt as a component of the replication restart primosome, not the replisome. The replisome is the complex that actively replicates DNA (including polymerase, helicase, primase), while the primosome is a transient assembly that reloads the helicase at stalled forks. UniProt states PriB is a ""Component of the replication restart primosome"" and the correct CC term GO:1990077 (primosome complex) is already annotated and accepted in a separate GOA row. Modifying this annotation to GO:1990077 would create a duplicate; the over-broad InterPro-based replisome mapping from IPR023646 should be removed."
VITVI	STS3	IPR016039,IPR018088	GO:0016746	acyltransferase activity	MARK_AS_OVER_ANNOTATED	yes		"GO:0016746 ""acyltransferase activity"" is a correct but very high-level grandparent of the precise activity. STS3 has a specifically defined, experimentally characterized activity (trihydroxystilbene synthase activity, GO:0050350, EC 2.3.1.95) that is also annotated on this protein. The broad parent term adds no information beyond the precise term and is an over-annotation relative to what is known. It is not wrong, so it is marked as over-annotated rather than removed; the precise child term GO:0050350 should be retained as the representative MF."
VITVI	STS3	IPR011141	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	MARK_AS_OVER_ANNOTATED	yes		GO:0016747 is correct (STS3 transfers a malonyl/acyl group, not an amino-acyl group) and is the immediate parent of the precise term GO:0050350, which is also annotated on this protein. Because the precise child term fully captures the activity and EC 2.3.1.95, this broad parent is redundant and represents an over-annotation in terms of specificity. Marked as over-annotated rather than removed because it is taxonomically/biochemically accurate; GO:0050350 should be retained as the core MF.
WHEAT	A0A3B6GK97	IPR002641	GO:0006629	lipid metabolic process	ACCEPT	no		"The protein contains a well-defined PNPLA/patatin domain (PROSITE PS51635, residues 1-134; SUPFAM SSF52151; Gene3D 3.40.1090.10), and the patatin family is a family of lipid acyl hydrolases acting on glycerolipids. ""Lipid metabolic process"" is the correct, appropriately general BP given that only a domain match (not substrate-resolved experimental data) is available. The IEA evidence and InterPro2GO provenance are sound. (Caveat - in-repo bioinformatics shows the deposited model lacks the catalytic serine and may be a truncated gene model; the lipid-metabolic role is therefore a family/subfamily-level inference rather than confirmed for this sequence. Lipid metabolic process is deliberately retained as the substrate- and direction-neutral umbrella and is NOT sharpened to lipid catabolic process, since an acyl hydrolase may act in remodeling or signaling rather than degradation.)"
WHEAT	A0A3B6NKR6	IPR006204	GO:0005524	ATP binding	KEEP_AS_NON_CORE	yes		ATP binding is a cofactor interaction intrinsic to kinase activity rather than the defining molecular function of this protein. The more informative annotation would be glucuronokinase activity (GO:0047940), which subsumes the ATP-binding aspect. Keeping as non-core since it is technically correct but not the primary functional descriptor.
XANCP	Q8P365	IPR000889	GO:0004601	peroxidase activity	MODIFY	yes	GO:0004602 glutathione peroxidase activity	InterPro maps IPR000889 (Glutathione_peroxidase) to the general peroxidase activity term GO:0004601. However, the protein is specifically classified in the glutathione peroxidase family with the GSHPx Pfam domain (PF00255) and the GPX active site motif (IPR029759). The more specific term GO:0004602 (glutathione peroxidase activity) better reflects the predicted enzymatic function. This is a standard InterPro2GO mapping limitation where the mapping is broader than the family assignment warrants.
XANCP	Q8P365	IPR000889	GO:0006979	response to oxidative stress	KEEP_AS_NON_CORE	yes		GO:0006979 (response to oxidative stress) is an ancestor of GO:0034599 (cellular response to oxidative stress). The IBA annotation to the more specific child term already captures the biology. Retaining this broader IEA annotation is not incorrect but adds no new information; it is kept as non-core.
XENTR	A0A8J1IYX6	IPR008271	GO:0004672	protein kinase activity	MARK_AS_OVER_ANNOTATED	yes		Redundant with the more specific GO:0004674 protein serine/threonine kinase activity annotation that is already present. PKCdelta is specifically a serine/threonine kinase, not a tyrosine kinase.
XENTR	F6WPT1	IPR006689	GO:0003924	GTPase activity	ACCEPT	no		GTPase activity is a core molecular function of ARL5A. As an ARF-family GTPase, the protein hydrolyzes GTP as part of its regulatory cycle. The InterPro domain assignment (IPR006689, Small_GTPase_ARF/SAR) is correct, and the P-loop NTPase fold with conserved catalytic residues supports GTPase activity. This is distinct from but complementary to the GTP binding annotation -- together they describe the complete GTPase cycle.
XENTR	F6WPT1	IPR005225,IPR006689,IPR024156	GO:0005525	GTP binding	ACCEPT	no		GTP binding is a fundamental function of ARL5A confirmed by multiple independent domain annotations. While redundant with the IBA annotation for the same GO term, the InterPro evidence provides independent computational support. The domain architecture (Arf domain, P-loop NTPase fold) is fully consistent with GTP binding activity.
XENTR	aldh1a2	IPR016163	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	REMOVE	yes		While this annotation is correct, it's too general compared to the more specific GO:0001758 (retinal dehydrogenase activity) which better describes the enzyme's substrate specificity.
human	AARSD1	IPR018163	GO:0000166	nucleotide binding	REMOVE	yes		No convincing evidence for a standalone nucleotide-binding function of canonical AARSD1.
human	AARSD1	IPR018165	GO:0003676	nucleic acid binding	MARK_AS_OVER_ANNOTATED	yes		Substrate binding is implicit in the catalytic proofreading activity; generic nucleic acid binding is too broad for this gene.
human	AARSD1	IPR012947	GO:0004812	aminoacyl-tRNA ligase activity	REMOVE	yes		Incorrect molecular-function assignment for canonical AARSD1.
human	AARSD1	IPR018165	GO:0004813	alanine-tRNA ligase activity	REMOVE	yes		Not supported for canonical AARSD1; this annotation conflates editing with aminoacylation.
human	AARSD1	IPR012947,IPR018165	GO:0005524	ATP binding	REMOVE	yes		Likely a false positive carried over from aaRS homology rather than an authentic activity of AARSD1.
human	AARSD1	IPR018165	GO:0006419	alanyl-tRNA aminoacylation	REMOVE	yes		AARSD1 maintains fidelity after aminoacylation rather than catalyzing alanine charging.
human	AARSD1	IPR012947	GO:0043039	tRNA aminoacylation	REMOVE	yes		Canonical AARSD1 is a trans-editing factor, not an aminoacyl-tRNA synthetase.
human	ABCB7	IPR011527,IPR036640	GO:0016020	membrane	ACCEPT	no		While accurate, this is a very general term. GO:0005743 (mitochondrial inner membrane) is more appropriate and already annotated. Keeping as valid but non-core.
human	ABCB7	IPR003439,IPR017871	GO:0016887	ATP hydrolysis activity	ACCEPT	no		ATP hydrolysis activity is experimentally validated. The E433K disease mutation impairs ATP hydrolysis stimulation and cluster transport.
human	ABCB7	IPR011527	GO:0055085	transmembrane transport	ACCEPT	no		Accurate general annotation. Already covered by more specific Fe-S cluster transport annotation.
human	ABCB7	IPR011527	GO:0140359	ABC-type transporter activity	ACCEPT	no		ABCB7 is a member of the ABC transporter superfamily, ABCB family. The annotation is accurate.
human	ABCD3	IPR005283	GO:0005324	long-chain fatty acid transmembrane transporter activity	ACCEPT	no		Correct IEA annotation consistent with IBA and experimental annotations for same term.
human	ABCD3	IPR005283	GO:0015910	long-chain fatty acid import into peroxisome	ACCEPT	no		Consistent with experimental annotations.
human	ABCD3	IPR005283,IPR011527,IPR036640	GO:0016020	membrane	ACCEPT	no		Correct but very general. Acceptable as a broad IEA annotation alongside more specific peroxisomal membrane annotations.
human	ABCD3	IPR003439,IPR017871	GO:0016887	ATP hydrolysis activity	ACCEPT	no		Consistent with experimental annotations.
human	ABCD3	IPR005283	GO:0042626	ATPase-coupled transmembrane transporter activity	ACCEPT	no		Consistent with IDA annotation for same term.
human	ABCD3	IPR011527	GO:0055085	transmembrane transport	ACCEPT	no		Correct but general. More specific transport process terms are also annotated.
human	ABCD3	IPR011527	GO:0140359	ABC-type transporter activity	ACCEPT	no		Correct classification. ABCD3 belongs to the ABC transporter superfamily, ABCD family.
human	ABCE1	IPR003439,IPR017871	GO:0005524	ATP binding	ACCEPT	no		ATP binding is a required component of ABCE1's ATP hydrolysis-driven ribosome recycling mechanism.
human	ABCE1	IPR003439,IPR017871	GO:0016887	ATP hydrolysis activity	ACCEPT	no		ATP hydrolysis is the core molecular activity that powers ABCE1-mediated ribosome splitting.
human	ABCF2	IPR003439,IPR017871	GO:0005524	ATP binding	ACCEPT	no		The domain architecture supports ATP binding. The annotation is generic but appropriate for ABCF2's molecular-function model.
human	ABCF2	IPR003439,IPR017871	GO:0016887	ATP hydrolysis activity	ACCEPT	no		ATP hydrolysis activity is the most informative existing molecular function term for ABCF2. The biological process coupled to this ATPase activity remains uncertain; the ribosome-associated quality-control projection was not accepted without direct ABCF2 evidence.
human	ABTB2	IPR009072	GO:0046982	protein heterodimerization activity	MARK_AS_OVER_ANNOTATED	yes		Retain the domain context but do not treat generic heterodimerization as a core function. The direct ABTB2 literature supports a more informative substrate-adaptor-like role in TRAP1 ubiquitination-dependent degradation, captured below as GO:1990756.
human	ABTB3	IPR009072	GO:0046982	protein heterodimerization activity	MARK_AS_OVER_ANNOTATED	yes		The histone-fold architecture may support protein-protein interaction potential, but this broad InterPro transfer is less informative than the directly supported PDZ domain binding annotation. The 2023 Btbd11 study maps the PSD-95 interaction to a C-terminal PDZ-binding motif, not to a demonstrated histone-fold heterodimerization mechanism.
human	ACAD9	IPR006089	GO:0003995	acyl-CoA dehydrogenase activity	ACCEPT	no		The InterPro-based IEA annotation is correct and consistent with experimental data showing ACAD9 possesses acyl-CoA dehydrogenase activity (PMID:16020546, PMID:34646991). This is a broader annotation that is subsumed by the IBA and IDA annotations but not incorrect.
human	ACAD9	IPR006091,IPR009075,IPR009100,IPR013786,IPR036250,IPR037069,IPR046373	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	ACCEPT	no		The acyl-CoA dehydrogenase reaction catalyzed by ACAD9 involves oxidation of the CH-CH bond at the alpha-beta position of fatty acyl-CoA substrates. This InterPro-derived term is accurate and at an appropriate level of specificity for automated annotation.
human	ACAD9	IPR013786,IPR037069	GO:0050660	flavin adenine dinucleotide binding	ACCEPT	no		ACAD9 binds FAD as a cofactor for its acyl-CoA dehydrogenase activity. The FAD content of purified ACAD9 is approximately 70% (PMID:34646991), and ECSIT-mediated deflavination switches ACAD9 from FAO enzyme to CI assembly factor (PMID:33320993).
human	ACIN1	IPR035979	GO:0003676	nucleic acid binding	MODIFY	yes	GO:0003723 RNA binding	The specific supported molecular function is RNA binding in the ASAP/EJC splicing context, not generic nucleic acid binding.
human	ADRB2	IPR000276	GO:0004930	G protein-coupled receptor activity	MODIFY	yes	GO:0004941 beta2-adrenergic receptor activity	Replace the broad GPCR activity term with the more specific beta2-adrenergic receptor activity already supported for ADRB2.
human	ADRB2	IPR002233	GO:0004935	adrenergic receptor activity	MODIFY	yes	GO:0004941 beta2-adrenergic receptor activity	ADRB2 is specifically the beta-2 adrenergic receptor, so the specific child term should be used rather than a broader adrenergic receptor activity term.
human	ADRB2	IPR000332	GO:0006940	regulation of smooth muscle contraction	MARK_AS_OVER_ANNOTATED	yes		The previous MARCH2 citation was introductory background rather than experimental support. Because the cached evidence directly supports ADRB2 receptor signaling and trafficking rather than smooth-muscle contraction regulation, this broad IEA physiology row should be treated as over-annotated.
human	ADRB2	IPR000276,IPR002233	GO:0007186	G protein-coupled receptor signaling pathway	MODIFY	yes	GO:0071875 adrenergic receptor signaling pathway; GO:0071880 adenylate cyclase-activating adrenergic receptor signaling pathway	Replace the broad GPCR signaling pathway with adrenergic receptor signaling and, where appropriate, the adenylate cyclase-activating adrenergic receptor signaling pathway.
human	ADRB2	IPR000332	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	MODIFY	yes	GO:0071880 adenylate cyclase-activating adrenergic receptor signaling pathway	Use the adrenergic receptor-specific adenylate cyclase-activating pathway term for ADRB2 rather than the generic GPCR parent.
human	ADRB2	IPR000332	GO:0097746	blood vessel diameter maintenance	MARK_AS_OVER_ANNOTATED	yes		The previous MARCH2 citation was introductory background rather than experimental support. The reviewed evidence supports catecholamine receptor signaling, but not a direct ADRB2-specific blood-vessel-diameter maintenance assay, so this IEA row is over-annotated.
human	AFG3L2	IPR000642,IPR005936,IPR011546,IPR037219	GO:0004176	ATP-dependent peptidase activity	ACCEPT	no		The m-AAA protease uses ATP hydrolysis to unfold/translocate substrates and protease active sites to degrade them.
human	AFG3L2	IPR000642,IPR005936,IPR011546,IPR037219	GO:0004222	metalloendopeptidase activity	ACCEPT	no		Direct structural and biochemical studies support AFG3L2 as a zinc metalloprotease that cleaves substrates after ATP-driven translocation.
human	AFG3L2	IPR000642,IPR003959,IPR003960,IPR011546,IPR037219	GO:0005524	ATP binding	KEEP_AS_NON_CORE	yes		Keep as a non-core molecular feature; core function should emphasize ATP hydrolysis and ATP-dependent peptidase activity.
human	AFG3L2	IPR011546	GO:0008270	zinc ion binding	KEEP_AS_NON_CORE	yes		Keep as a cofactor/domain feature and emphasize metalloendopeptidase activity as the core molecular function.
human	AFG3L2	IPR005936,IPR011546	GO:0016020	membrane	MODIFY	yes	GO:0005743 mitochondrial inner membrane	AFG3L2 is specifically an integral mitochondrial inner membrane protein.
human	AGK	IPR001206	GO:0016301	kinase activity	MODIFY	yes	GO:0047620 acylglycerol kinase activity; GO:0004143 ATP-dependent diacylglycerol kinase activity	AGK is a lipid kinase, and the existing review contains the more informative acylglycerol and diacylglycerol kinase terms. The generic kinase term should be replaced by these specific activities.
human	AGO1	IPR003165,IPR036397	GO:0003676	nucleic acid binding	MARK_AS_OVER_ANNOTATED	yes		The informative molecular function is Argonaute small-RNA/miRNA binding within RISC rather than a broad nucleic-acid or RNA-binding label.
human	AGO2	IPR003165,IPR036397	GO:0003676	nucleic acid binding	MARK_AS_OVER_ANNOTATED	yes		The informative molecular function is Argonaute small-RNA/miRNA binding within RISC rather than a broad nucleic-acid or RNA-binding label.
human	AGO2	IPR028602	GO:0006355	regulation of DNA-templated transcription	KEEP_AS_NON_CORE	yes		Argonaute paralogs have reported nuclear/regulatory interactions, but the dominant conserved function remains small-RNA-guided post-transcriptional repression.
human	AGO2	IPR028602	GO:0070551	endoribonuclease activity, cleaving siRNA-paired mRNA	ACCEPT	no		AGO2 is the principal human slicer Argonaute and cleaves guide-complementary target RNA in RISC.
human	AGO3	IPR003165,IPR036397	GO:0003676	nucleic acid binding	MARK_AS_OVER_ANNOTATED	yes		The informative molecular function is Argonaute small-RNA/miRNA binding within RISC rather than a broad nucleic-acid or RNA-binding label.
human	AGO3	IPR028603	GO:0031047	regulatory ncRNA-mediated gene silencing	ACCEPT	no		The falcon report supports AGO3 function in miRISC-mediated small-RNA-guided repression and related RISC complexes or cytoplasmic RNP compartments.
human	AGO3	IPR028603	GO:0072091	regulation of stem cell proliferation	KEEP_AS_NON_CORE	yes		This process may be supported in a particular experiment or pathway model, but it is peripheral to the core Argonaute/RISC molecular role.
human	AGO4	IPR003165,IPR036397	GO:0003676	nucleic acid binding	MARK_AS_OVER_ANNOTATED	yes		The informative molecular function is Argonaute small-RNA/miRNA binding within RISC rather than a broad nucleic-acid or RNA-binding label.
human	AGRN	IPR001881	GO:0005509	calcium ion binding	ACCEPT	no		Calcium binding is a documented and functionally important molecular activity of agrin. The calcium-induced conformational change in the z8-containing neural isoforms is essential for full biological activity at NMJ. This is mechanistically important.
human	AHR	IPR013767	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		Transcriptional regulation is the central biological output of activated AHR. The term is broad in some cases, but the direction and process are supported by ligand-induced target gene activation and by cofactor/transactivation-domain evidence.
human	AHR	IPR039091	GO:0006805	xenobiotic metabolic process	ACCEPT	no		AHR does not enzymatically metabolize xenobiotics itself, but GO biological-process annotations correctly capture its upstream receptor/transcription-factor role in xenobiotic response and metabolism programs.
human	AHR	IPR011598,IPR036638	GO:0046983	protein dimerization activity	MODIFY	yes	GO:0046982 protein heterodimerization activity	The biologically relevant dimer for activated AHR is AHR:ARNT. Existing human evidence specifically supports heterodimerization, so the generic dimerization annotation should be refined.
human	AHSA1	IPR015310	GO:0001671	ATPase activator activity	ACCEPT	no		The InterPro-to-GO mapping is correct. The AHSA1 N-terminal domain (Aha1_N, Pfam PF09229) is the domain responsible for binding the HSP90 middle domain and stimulating ATPase activity (PMID:12604615). This IEA annotation is redundant with the IBA and IDA annotations but correctly captures the function.
human	AHSA1	IPR015310	GO:0051087	protein-folding chaperone binding	ACCEPT	no		AHSA1 is a well-established HSP90-binding co-chaperone. The InterPro-to-GO mapping correctly captures the chaperone binding function. This is supported by multiple experimental studies (PMID:12504007, PMID:12604615, PMID:27353360, PMID:29127155).
human	AIP	IPR001179,IPR046357	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	REMOVE	yes		AIP contains an FKBP-type PPIase-like domain that is catalytically inactive (PMID:19375531). The InterPro domain match is structurally correct but the functional annotation of PPIase activity is incorrect for this protein. This is a well-documented case of a domain homolog that has lost enzymatic activity. Therefore the PN peptidyl-prolyl isomerase projection should not be propagated for AIP.
human	AIPL1	IPR046357	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	REMOVE	yes		AIPL1 should not be annotated as a peptidyl-prolyl cis-trans isomerase solely from its FKBP-like domain. Gene-specific evidence indicates lack of FK506 binding and lack of peptidylprolylisomerase activity, so the computational FKBP/PPIase transfer is an overcall.
human	AIRE	IPR000770,IPR008087	GO:0003677	DNA binding	MODIFY	yes	GO:0000977 RNA polymerase II transcription regulatory region sequence-specific DNA binding	Generic DNA binding is less informative than the existing RNA polymerase II transcription regulatory region sequence-specific DNA binding annotation.
human	AIRE	IPR008087	GO:0006959	humoral immune response	MARK_AS_OVER_ANNOTATED	yes		The literature supports self-tolerance and autoimmune phenotypes, not a direct AIRE role in humoral immune effector response. Keep this as an over-annotation rather than a core AIRE function.
human	AIRE	IPR008087	GO:0045182	translation regulator activity	REMOVE	yes		No curated AIRE evidence supports direct translation regulator activity. The better-supported molecular functions are histone binding, chromatin binding, sequence-specific DNA binding, and transcriptional regulation.
human	ANG	IPR001427	GO:0003676	nucleic acid binding	MARK_AS_OVER_ANNOTATED	yes		Generic nucleic acid binding does not describe the catalytic RNA-cleavage function.
human	ANKFY1	IPR000306	GO:0046872	metal ion binding	MODIFY	yes	GO:1901981 phosphatidylinositol phosphate binding	The FYVE domain is biologically important because it binds PI3P-containing membranes; direct lipid-binding experiments support phosphatidylinositol phosphate binding, while generic metal ion binding is not informative for ANKFY1 function.
human	AP1B1	IPR002553,IPR008152,IPR009028,IPR013037,IPR015151	GO:0006886	intracellular protein transport	ACCEPT	no		Core function of AP-1. The complex recognizes sorting signals on cargo proteins and mediates their transport between TGN and endosomes. This is a direct consequence of AP-1's adaptor function.
human	AP1B1	IPR002553,IPR008152,IPR009028,IPR013037,IPR015151,IPR026739	GO:0016192	vesicle-mediated transport	ACCEPT	no		Core function, same as IBA annotation above. The IEA annotation from InterPro domains provides independent computational support for this core function.
human	AP1B1	IPR002553,IPR009028	GO:0030117	membrane coat	MODIFY	yes	GO:0030121 AP-1 adaptor complex	While membrane coat is accurate, the more specific term GO:0030121 (AP-1 adaptor complex) better describes the actual complex that AP1B1 is part of. The beta1 subunit is a structural component of the AP-1 heterotetrameric complex.
human	AP1B1	IPR015151	GO:0030131	clathrin adaptor complex	MODIFY	yes	GO:0030121 AP-1 adaptor complex	Accurate but can be made more specific. The specific complex is AP-1 (GO:0030121), which is a child term of clathrin adaptor complex.
human	AP1B1	IPR016342	GO:0030276	clathrin binding	ACCEPT	no		Core molecular function. Beta-adaptins are known to directly bind clathrin through their hinge region, recruiting clathrin to form coated vesicles. This is a fundamental property of the beta1 subunit.
human	AP3B1	IPR002553,IPR015151	GO:0006886	intracellular protein transport	ACCEPT	no		This is consistent with the established role of AP-3 in sorting proteins. The InterPro domains (IPR002553, IPR015151) correctly associate with this transport function.
human	AP3B1	IPR002553,IPR015151,IPR026739,IPR026740	GO:0016192	vesicle-mediated transport	ACCEPT	no		This annotation via InterPro mapping correctly captures the vesicle transport function of AP-3 adaptor complexes. Having both IBA and IEA evidence is acceptable.
human	AP3B1	IPR002553	GO:0030117	membrane coat	ACCEPT	no		AP-3 is indeed a component of the membrane coat, functioning like other adaptor complexes to form vesicle coats.
human	AP3B1	IPR026740	GO:0030123	AP-3 adaptor complex	ACCEPT	no		This is the defining cellular component annotation for AP3B1. Multiple studies confirm AP3B1 as the beta-3A subunit of AP-3.
human	AP3B1	IPR015151	GO:0030131	clathrin adaptor complex	ACCEPT	no		While there is evidence for clathrin-independent AP-3 function in some contexts, the complex does bind clathrin via the beta3 subunit. This annotation is broadly correct.
